Saltmarsh_ID,Year,Lat_dec_deg ,Long_dec_deg,Grid_Reference,X_easting,Y_northing,Sampling_Method,Depth_cm,Dry_Bulk_Density_g_cm_3,OC_Perc,LOI_Perc,Soil_Texture
Little Loch Broom,2018,57.844301,-5.217701,NH0911688406,209116,888406,Syringe,0-10,NA,9.93,NA,Not Sandy
Loch Ainort,2019,57.269472,-6.082003,NG5400027249,154000,827249,Syringe,0-10,0.28,11.29,31.01,Not Sandy
Loch Ainort,2019,57.269689,-6.081642,NG5402327272,154023,827272,Syringe,0-10,0.26,9.23,33.93,Not Sandy
Loch Ainort,2019,57.269275,-6.082481,NG5397027229,153970,827229,Syringe,0-10,0.59,8.07,22.23,Not Sandy
Loch Ainort,2019,57.270075,-6.081211,NG5405227313,154052,827313,Syringe,0-10,0.46,8.5,21.63,Not Sandy
Loch Ainort,2019,57.269839,-6.081489,NG5403427288,154034,827288,Syringe,0-10,0.34,7.49,27.35,Not Sandy
Loch Creran,2019,56.55449,-5.24616,NN0058744998,200587,744998,Syringe,0-10,0.19,NA,55.82,Not Sandy
Loch Creran,2019,56.55498,-5.24569,NN0061845051,200618,745051,Syringe,0-10,0.2,NA,47.59,Not Sandy
Loch Creran,2019,56.55545,-5.24543,NN0063745102,200637,745102,Syringe,0-10,0.31,NA,53.72,Not Sandy
Loch Creran,2019,56.55473,-5.24593,NN0060245024,200602,745024,Syringe,0-10,0.21,NA,56.89,Not Sandy
Loch Creran,2019,56.55429,-5.24638,NN0057244976,200572,744976,Syringe,0-10,0.18,NA,51.49,Not Sandy
Loch Crinan,2019,56.07567222,-5.528902778,NR8048592599,180485,692599,Syringe,0-10,0.27,25.47,59.23,Not Sandy
Loch Crinan,2019,56.07571667,-5.529641667,NR8043992606,180439,692606,Syringe,0-10,0.24,22.76,46.74,Not Sandy
Loch Crinan,2019,56.07571111,-5.528575,NR8050592602,180505,692602,Syringe,0-10,0.18,20.18,43.22,Not Sandy
Loch Crinan,2019,56.08027222,-5.526916667,NR8063493104,180634,693104,Syringe,0-10,0.37,15.72,23.2,Not Sandy
Loch Laich,2019,56.567,-5.373,NM9286346765,192863,746765,Gouge,0-10,0.49,22.44,NA,Not Sandy
Loch Laich,2019,56.567,-5.72,NM7155547867,171555,747867,Gouge,0-10,0.49,21.96,NA,Not Sandy
Loch Laich,2019,56.566,-5.371,NM9298146648,192981,746648,Gouge,0-10,0.46,17.43,NA,Not Sandy
Loch Laich,2019,56.566,-5.369,NM9310346642,193103,746642,Gouge,0-10,0.51,28.71,NA,Not Sandy
Loch Laich,2019,56.565,-5.368,NM9315946528,193159,746528,Gouge,0-10,0.76,31.25,NA,Not Sandy
Loch Laich,2019,56.568,-5.374,NM9280746879,192807,746879,Gouge,0-10,1.11,18.68,NA,Not Sandy
Loch Laich,2019,56.563,-5.353,NM9407046260,194070,746260,Gouge,0-10,1.53,22.85,NA,Not Sandy
Mugdrum Island,2019,56.35589167,-3.269861111,NO2163018897,321630,718897,Syringe,0-10,0.74,4.33,11,Not Sandy
Mugdrum Island,2019,56.355,-3.269161111,NO2167118797,321671,718797,Syringe,0-10,0.59,7.22,17.96,Not Sandy
Mugdrum Island,2019,56.35615556,-3.27,NO2162218927,321622,718927,Syringe,0-10,0.55,7.32,16.6,Not Sandy
Mugdrum Island,2019,56.35640833,-3.270241667,NO2160718955,321607,718955,Syringe,0-10,0.63,6.33,10.87,Not Sandy
Mugdrum Island,2019,56.35559167,-3.269622222,NO2164418864,321644,718864,Syringe,0-10,0.36,9.34,23.15,Not Sandy
Orchardton ,2018,54.864041,-3.837925,NX8213553688,282135,553688,Syringe,0-10,NA,8.61,NA,Not Sandy
Orchardton ,2018,54.864282,-3.837796,NX8214453714,282144,553714,Syringe,0-10,NA,9.4,NA,Not Sandy
Orchardton ,2018,54.864467,-3.837721,NX8214953735,282149,553735,Syringe,0-10,NA,11.03,NA,Not Sandy
Orchardton ,2018,54.864671,-3.837657,NX8215453757,282154,553757,Syringe,0-10,NA,11.37,NA,Not Sandy
Orchardton ,2018,54.863288,-3.8387,NX8208353605,282083,553605,Syringe,0-10,NA,3.03,NA,Not Sandy
Orchardton ,2018,54.863568,-3.838679,NX8208553636,282085,553636,Syringe,0-10,NA,2.92,NA,Not Sandy
Orchardton ,2018,54.864277,-3.838516,NX8209853715,282098,553715,Syringe,0-10,NA,5.96,NA,Not Sandy
Ruel Estuary,2019,55.97992,-5.19187,NS0095880926,200958,680926,Syringe,0-10,0.97,10.05,28.31,Not Sandy
Ruel Estuary,2019,55.981027,-5.190082,NS0107581044,201075,681044,Syringe,0-10,0.42,11.39,12.01,Not Sandy
Ruel Estuary,2019,55.982092,-5.188974,NS0115081160,201150,681160,Syringe,0-10,0.38,14.14,17.32,Not Sandy
Ruel Estuary,2019,55.980541,-5.19085,NS0102580992,201025,680992,Syringe,0-10,0.23,7.03,11.78,Not Sandy
Ruel Estuary,2019,55.981553,-5.18964,NS0110581102,201105,681102,Syringe,0-10,0.12,11.39,33.54,Not Sandy
Shell Bay,2019,56.19777778,-2.873611111,NO4589100918,345891,700918,Syringe,0-10,0.53,10.87,22.3,Not Sandy
Shell Bay,2019,56.1975,-2.874444444,NO4583900888,345839,700888,Syringe,0-10,0.78,10.01,20.14,Not Sandy
Skinflats,2018,56.05950139,-3.73652809,NS9196586544,291965,686544,Gouge,0-10,0.36,27.37,NA,Not Sandy
Skinflats,2018,56.05950139,-3.73652809,NS9196586544,291965,686544,Gouge,0-10,1.54,13.08,NA,Not Sandy
Skinflats,2018,56.05948028,-3.73607101,NS9199386541,291993,686541,Gouge,0-10,0.37,19.82,NA,Not Sandy
Skinflats,2018,56.05948028,-3.73607101,NS9199386541,291993,686541,Gouge,0-10,0.38,28.23,NA,Not Sandy
Skinflats,2018,56.05948028,-3.73607101,NS9199386541,291993,686541,Gouge,0-10,0.4,21.56,NA,Not Sandy
Skinflats,2018,56.05955971,-3.73567427,NS9201886549,292018,686549,Gouge,0-10,0.35,9.03,NA,Not Sandy
Skinflats,2018,56.05955971,-3.73567427,NS9201886549,292018,686549,Gouge,0-10,0.55,18.94,NA,Not Sandy
Skinflats,2018,56.05963566,-3.73527176,NS9204386557,292043,686557,Gouge,0-10,0.43,15.4,NA,Not Sandy
Skinflats,2018,56.05963566,-3.73527176,NS9204386557,292043,686557,Gouge,0-10,0.37,17.94,NA,Not Sandy
Skinflats,2018,56.0597012,-3.73483229,NS9207186563,292071,686563,Gouge,0-10,0.6,18.55,NA,Not Sandy
Skinflats,2018,56.0597012,-3.73483229,NS9207186563,292071,686563,Gouge,0-10,0.52,21.47,NA,Not Sandy
Skinflats,2018,56.05979385,-3.73443448,NS9209686573,292096,686573,Gouge,0-10,0.42,13.75,NA,Not Sandy
Skinflats,2018,56.05979385,-3.73443448,NS9209686573,292096,686573,Gouge,0-10,0.33,15.7,NA,Not Sandy
Skinflats,2018,56.05991835,-3.73376683,NS9213886586,292138,686586,Gouge,0-10,0.42,12.37,NA,Not Sandy
Skinflats,2018,56.05991835,-3.73376683,NS9213886586,292138,686586,Gouge,0-10,0.47,11.66,NA,Not Sandy
Skinflats,2018,56.06000601,-3.73318537,NS9217486595,292174,686595,Gouge,0-10,0.43,8.73,NA,Not Sandy
Skinflats,2018,56.06000601,-3.73318537,NS9217486595,292174,686595,Gouge,0-10,0.49,8.05,NA,Not Sandy
Skinflats,2018,56.06000601,-3.73318537,NS9217486595,292174,686595,Gouge,0-10,1.08,8.35,NA,Not Sandy
Skinflats,2018,56.06050567,-3.73574062,NS9201686654,292016,686654,Gouge,0-10,0.46,14.12,NA,Not Sandy
Skinflats,2018,56.06050567,-3.73574062,NS9201686654,292016,686654,Gouge,0-10,0.55,23.45,NA,Not Sandy
Skinflats,2018,56.06027758,-3.73554346,NS9202886628,292028,686628,Gouge,0-10,0.21,17.6,NA,Not Sandy
Skinflats,2018,56.06027758,-3.73554346,NS9202886628,292028,686628,Gouge,0-10,0.53,20,NA,Not Sandy
Skinflats,2018,56.06003894,-3.7354534,NS9203386602,292033,686602,Gouge,0-10,0.47,22.14,NA,Not Sandy
Skinflats,2018,56.06003894,-3.7354534,NS9203386602,292033,686602,Gouge,0-10,0.29,20.46,NA,Not Sandy
Skinflats,2018,56.05976751,-3.73535652,NS9203886571,292038,686571,Gouge,0-10,0.22,16.11,NA,Not Sandy
Skinflats,2018,56.05976751,-3.73535652,NS9203886571,292038,686571,Gouge,0-10,0.53,21.7,NA,Not Sandy
Skinflats,2018,56.05976751,-3.73535652,NS9203886571,292038,686571,Gouge,0-10,0.38,21.21,NA,Not Sandy
Skinflats,2018,56.05951742,-3.73521524,NS9204686543,292046,686543,Gouge,0-10,0.31,22.95,NA,Not Sandy
Skinflats,2018,56.05951742,-3.73521524,NS9204686543,292046,686543,Gouge,0-10,0.5,23.5,NA,Not Sandy
Skinflats,2018,56.05951742,-3.73521524,NS9204686543,292046,686543,Gouge,0-10,0.42,18.08,NA,Not Sandy
Skinflats,2018,56.0592236,-3.73508439,NS9205486510,292054,686510,Gouge,0-10,0.4,12.56,NA,Not Sandy
Skinflats,2018,56.0592236,-3.73508439,NS9205486510,292054,686510,Gouge,0-10,0.37,16.64,NA,Not Sandy
Skinflats,2018,56.05885753,-3.7349151,NS9206386469,292063,686469,Gouge,0-10,0.35,19.88,NA,Not Sandy
Skinflats,2018,56.05885753,-3.7349151,NS9206386469,292063,686469,Gouge,0-10,0.37,17.01,NA,Not Sandy
Skinflats,2018,56.05885753,-3.7349151,NS9206386469,292063,686469,Gouge,0-10,1.02,16.97,NA,Not Sandy
Skinflats,2018,56.05855212,-3.73490081,NS9206386435,292063,686435,Gouge,0-10,0.53,18.62,NA,Not Sandy
Skinflats,2018,56.05855212,-3.73490081,NS9206386435,292063,686435,Gouge,0-10,0.63,13.94,NA,Not Sandy
Skinflats,2018,56.05827583,-3.73489983,NS9206286405,292062,686405,Gouge,0-10,0.65,15.33,NA,Not Sandy
Skinflats,2018,56.05827583,-3.73489983,NS9206286405,292062,686405,Gouge,0-10,0.58,18.07,NA,Not Sandy
Skinflats,2018,56.05827583,-3.73489983,NS9206286405,292062,686405,Gouge,0-10,0.41,27.25,NA,Not Sandy
Skinflats,2018,56.05820937,-3.73657479,NS9195886400,291958,686400,Gouge,0-10,0.41,15.48,NA,Not Sandy
Skinflats,2018,56.05820937,-3.73657479,NS9195886400,291958,686400,Gouge,0-10,0.32,20.11,NA,Not Sandy
Skinflats,2018,56.05820937,-3.73657479,NS9195886400,291958,686400,Gouge,0-10,0.81,20.93,NA,Not Sandy
Skinflats,2018,56.05824319,-3.73611366,NS9198786403,291987,686403,Gouge,0-10,0.79,19.25,NA,Not Sandy
Skinflats,2018,56.05824319,-3.73611366,NS9198786403,291987,686403,Gouge,0-10,0.5,26.85,NA,Not Sandy
Skinflats,2018,56.05826608,-3.73560109,NS9201986405,292019,686405,Gouge,0-10,0.23,19,NA,Not Sandy
Skinflats,2018,56.05826608,-3.73560109,NS9201986405,292019,686405,Gouge,0-10,0.33,20.55,NA,Not Sandy
Skinflats,2018,56.05833412,-3.73524314,NS9204186412,292041,686412,Gouge,0-10,0.34,19.58,NA,Not Sandy
Skinflats,2018,56.05833412,-3.73524314,NS9204186412,292041,686412,Gouge,0-10,0.4,25.38,NA,Not Sandy
Skinflats,2018,56.05833412,-3.73524314,NS9204186412,292041,686412,Gouge,0-10,0.94,109.7,NA,Not Sandy
Skinflats,2018,56.05842156,-3.73481213,NS9206886421,292068,686421,Gouge,0-10,0.48,22.52,NA,Not Sandy
Skinflats,2018,56.05842156,-3.73481213,NS9206886421,292068,686421,Gouge,0-10,0.36,16.79,NA,Not Sandy
Skinflats,2018,56.05850606,-3.73428145,NS9210286429,292102,686429,Gouge,0-10,0.65,15.4,NA,Not Sandy
Skinflats,2018,56.05850606,-3.73428145,NS9210286429,292102,686429,Gouge,0-10,0.33,22.26,NA,Not Sandy
Skinflats,2018,56.05850606,-3.73428145,NS9210286429,292102,686429,Gouge,0-10,0.67,16.99,NA,Not Sandy
Skinflats,2018,56.05858585,-3.73382602,NS9213086438,292130,686438,Gouge,0-10,0.27,16.24,NA,Not Sandy
Skinflats,2018,56.05858585,-3.73382602,NS9213086438,292130,686438,Gouge,0-10,0.49,15.12,NA,Not Sandy
Skinflats,2018,56.05868389,-3.73341419,NS9215686448,292156,686448,Gouge,0-10,0.36,13.89,NA,Not Sandy
Skinflats,2018,56.05868389,-3.73341419,NS9215686448,292156,686448,Gouge,0-10,0.8,11.82,NA,Not Sandy
Skinflats,2018,56.05868389,-3.73341419,NS9215686448,292156,686448,Gouge,0-10,0.39,11.39,NA,Not Sandy
Skinflats,2018,56.05878385,-3.73290784,NS9218886458,292188,686458,Gouge,0-10,0.68,11.7,NA,Not Sandy
Skinflats,2018,56.05732717,-3.73291779,NS9218386296,292183,686296,Gouge,0-10,0.49,11.54,NA,Not Sandy
Skinflats,2018,56.05732717,-3.73291779,NS9218386296,292183,686296,Gouge,0-10,0.51,13.68,NA,Not Sandy
Skinflats,2018,56.05732717,-3.73291779,NS9218386296,292183,686296,Gouge,0-10,0.98,13.28,NA,Not Sandy
Skinflats,2018,56.05641861,-3.73270033,NS9219486195,292194,686195,Gouge,0-10,0.58,1.01,NA,Not Sandy
Skinflats,2018,56.05641861,-3.73270033,NS9219486195,292194,686195,Gouge,0-10,0.87,20.76,NA,Not Sandy
Skinflats,2018,56.05641861,-3.73270033,NS9219486195,292194,686195,Gouge,0-10,0.56,1.03,NA,Not Sandy
Skinflats,2018,56.05407915,-3.73132878,NS9227385932,292273,685932,Gouge,0-10,0.25,14.73,NA,Not Sandy
Skinflats,2018,56.05407915,-3.73132878,NS9227385932,292273,685932,Gouge,0-10,0.42,0.42,NA,Not Sandy
Skinflats,2018,56.05407915,-3.73132878,NS9227385932,292273,685932,Gouge,0-10,0.36,0.93,NA,Not Sandy
Sligachan,2019,57.298439,-6.161489,NG4940930761,149409,830761,Syringe,0-10,0.61,9.26,13.81,Sandy
Sligachan,2019,57.298169,-6.161814,NG4938730732,149387,830732,Syringe,0-10,0.35,14.66,27.2,Sandy
Sligachan,2019,57.297681,-6.162875,NG4932030681,149320,830681,Syringe,0-10,1.02,11.42,6.76,Sandy
Sligachan,2019,57.297997,-6.162272,NG4935930714,149359,830714,Syringe,0-10,0.37,9.46,23.01,Sandy
Sligachan,2019,57.297428,-6.163303,NG4929330655,149293,830655,Syringe,0-10,0.76,10.47,12.66,Sandy
Southwick,2019,54.886585,-3.686997,NX9188155952,291881,555952,Syringe,0-10,1,9.82,11.1,Not Sandy
Southwick,2019,54.886585,-3.686997,NX9188155952,291881,555952,Syringe,0-10,0.73,9.71,9.01,Not Sandy
Southwick,2019,54.887912,-3.683134,NX9213356094,292133,556094,Syringe,0-10,0.77,5.36,11.78,Not Sandy
Southwick,2019,54.887332,-3.683956,NX9207856031,292078,556031,Syringe,0-10,0.5,5.33,11.72,Not Sandy
Southwick,2019,54.888507,-3.681473,NX9224156158,292241,556158,Syringe,0-10,0.23,11.51,17.32,Not Sandy
Southwick,2019,54.882724,-3.694391,NX9139755534,291397,555534,Syringe,0-10,0.79,4.03,9.34,Not Sandy
Southwick,2019,54.882604,-3.694433,NX9139455521,291394,555521,Syringe,0-10,0.74,4.14,9.36,Not Sandy
Southwick,2019,54.882509,-3.694481,NX9139055510,291390,555510,Syringe,0-10,0.77,4.56,9.18,Not Sandy
Southwick,2019,54.882561,-3.694468,NX9139155516,291391,555516,Syringe,0-10,0.76,3.96,9.79,Not Sandy
Southwick,2019,54.882686,-3.694391,NX9139655530,291396,555530,Syringe,0-10,0.65,5.77,10.96,Not Sandy
Steness,2019,58.9820215,-3.25202029,HY2813111216,328131,1011216,Gouge,0-10,0.4,17.05,NA,Not Sandy
Steness,2019,58.9820215,-3.25202029,HY2813111216,328131,1011216,Gouge,0-10,0.25,23.25,NA,Not Sandy
Steness,2019,58.9820215,-3.25202029,HY2813111216,328131,1011216,Gouge,0-10,0.51,3.78,NA,Not Sandy
Steness,2019,58.98202758,-3.2520751,HY2812811216,328128,1011216,Gouge,0-10,0.44,6.63,NA,Not Sandy
Steness,2019,58.98202758,-3.2520751,HY2812811216,328128,1011216,Gouge,0-10,0.73,17.22,NA,Not Sandy
Steness,2019,58.98202758,-3.2520751,HY2812811216,328128,1011216,Gouge,0-10,0.61,8.83,NA,Not Sandy
Steness,2019,58.98179247,-3.25199441,HY2813211190,328132,1011190,Gouge,0-10,0.5,12.08,NA,Not Sandy
Steness,2019,58.98179247,-3.25199441,HY2813211190,328132,1011190,Gouge,0-10,0.81,3.48,NA,Not Sandy
Steness,2019,58.98179247,-3.25199441,HY2813211190,328132,1011190,Gouge,0-10,0.6,4.07,NA,Not Sandy
Steness,2019,58.98213968,-3.25206989,HY2812911229,328129,1011229,Gouge,0-10,0.47,6.57,NA,Not Sandy
Steness,2019,58.98213968,-3.25206989,HY2812911229,328129,1011229,Gouge,0-10,0.25,13.98,NA,Not Sandy
Steness,2019,58.98213968,-3.25206989,HY2812911229,328129,1011229,Gouge,0-10,0.71,5.4,NA,Not Sandy
Steness,2019,58.98251577,-3.25325308,HY2806211272,328062,1011272,Gouge,0-10,0.43,17.64,NA,Not Sandy
Steness,2019,58.98251577,-3.25325308,HY2806211272,328062,1011272,Gouge,0-10,0.46,20.65,NA,Not Sandy
Steness,2019,58.98251577,-3.25325308,HY2806211272,328062,1011272,Gouge,0-10,0.58,15.75,NA,Not Sandy
Steness,2019,58.98251237,-3.25038367,HY2822611269,328226,1011269,Gouge,0-10,0.43,24.73,NA,Not Sandy
Steness,2019,58.98251237,-3.25038367,HY2822611269,328226,1011269,Gouge,0-10,0.45,19.01,NA,Not Sandy
Steness,2019,58.98251237,-3.25038367,HY2822611269,328226,1011269,Gouge,0-10,0.66,3.73,NA,Not Sandy
Steness,2019,58.9825273,-3.25021225,HY2823611270,328236,1011270,Gouge,0-10,0.3,30.86,NA,Not Sandy
Steness,2019,58.9825273,-3.25021225,HY2823611270,328236,1011270,Gouge,0-10,0.28,41.56,NA,Not Sandy
Steness,2019,58.9825273,-3.25021225,HY2823611270,328236,1011270,Gouge,0-10,0.26,16.87,NA,Not Sandy
Steness,2019,58.98186235,-3.249665,HY2826611195,328266,1011195,Gouge,0-10,0.54,9.25,NA,Not Sandy
Steness,2019,58.98186235,-3.249665,HY2826611195,328266,1011195,Gouge,0-10,0.33,21,NA,Not Sandy
Steness,2019,58.98186235,-3.249665,HY2826611195,328266,1011195,Gouge,0-10,0.33,15.67,NA,Not Sandy
Steness,2019,58.98202005,-3.24942635,HY2828011213,328280,1011213,Gouge,0-10,0.39,14.91,NA,Not Sandy
Steness,2019,58.98202005,-3.24942635,HY2828011213,328280,1011213,Gouge,0-10,0.17,25.98,NA,Not Sandy
Steness,2019,58.98202005,-3.24942635,HY2828011213,328280,1011213,Gouge,0-10,0.29,29.04,NA,Not Sandy
Steness,2019,58.9819483,-3.24822363,HY2834911203,328349,1011203,Gouge,0-10,0.45,23.08,NA,Not Sandy
Steness,2019,58.9819483,-3.24822363,HY2834911203,328349,1011203,Gouge,0-10,0.29,22.52,NA,Not Sandy
Steness,2019,58.9819483,-3.24822363,HY2834911203,328349,1011203,Gouge,0-10,0.38,11.19,NA,Not Sandy
Steness,2019,58.98165621,-3.24753733,HY2838811170,328388,1011170,Gouge,0-10,0.26,20.89,NA,Not Sandy
Steness,2019,58.98165621,-3.24753733,HY2838811170,328388,1011170,Gouge,0-10,0.29,11.57,NA,Not Sandy
Steness,2019,58.98165621,-3.24753733,HY2838811170,328388,1011170,Gouge,0-10,0.59,13.58,NA,Not Sandy
Steness,2019,58.98032507,-3.24664613,HY2843711021,328437,1011021,Gouge,0-10,0.22,20.18,NA,Not Sandy
Steness,2019,58.98032507,-3.24664613,HY2843711021,328437,1011021,Gouge,0-10,0.34,16.29,NA,Not Sandy
Steness,2019,58.98032507,-3.24664613,HY2843711021,328437,1011021,Gouge,0-10,0.28,15.59,NA,Not Sandy
Steness,2019,58.97976241,-3.24661769,HY2843710958,328437,1010958,Gouge,0-10,0.29,11.71,NA,Not Sandy
Steness,2019,58.97976241,-3.24661769,HY2843710958,328437,1010958,Gouge,0-10,0.2,10.9,NA,Not Sandy
Steness,2019,58.97976241,-3.24661769,HY2843710958,328437,1010958,Gouge,0-10,0.24,7.48,NA,Not Sandy
Steness,2019,58.97558212,-3.24739081,HY2838410494,328384,1010494,Gouge,0-10,0.39,7.39,NA,Not Sandy
Steness,2019,58.97558212,-3.24739081,HY2838410494,328384,1010494,Gouge,0-10,0.31,13.36,NA,Not Sandy
Steness,2019,58.97558212,-3.24739081,HY2838410494,328384,1010494,Gouge,0-10,0.38,10.57,NA,Not Sandy
Steness,2019,58.97517385,-3.24818768,HY2833710449,328337,1010449,Gouge,0-10,0.33,7.39,NA,Not Sandy
Steness,2019,58.97517385,-3.24818768,HY2833710449,328337,1010449,Gouge,0-10,0.24,12.36,NA,Not Sandy
Steness,2019,58.97517385,-3.24818768,HY2833710449,328337,1010449,Gouge,0-10,0.86,3.69,NA,Not Sandy
Steness,2019,58.9756462,-3.24974042,HY2824910503,328249,1010503,Gouge,0-10,0.15,21.16,NA,Not Sandy
Steness,2019,58.9756462,-3.24974042,HY2824910503,328249,1010503,Gouge,0-10,0.3,7.48,NA,Not Sandy
Steness,2019,58.9756462,-3.24974042,HY2824910503,328249,1010503,Gouge,0-10,0.18,20.76,NA,Not Sandy
Steness,2019,58.97687471,-3.24773226,HY2836710638,328367,1010638,Gouge,0-10,0.42,5.18,NA,Not Sandy
Steness,2019,58.97687471,-3.24773226,HY2836710638,328367,1010638,Gouge,0-10,0.28,20.04,NA,Not Sandy
Steness,2019,58.97687471,-3.24773226,HY2836710638,328367,1010638,Gouge,0-10,0.29,25.01,NA,Not Sandy
Tayport,2019,56.439897,-2.859376,NO4711127855,347111,727855,Syringe,0-10,0.93,7.18,7.23,Sandy
Tayport,2019,56.439798,-2.859461,NO4710527844,347105,727844,Syringe,0-10,0.79,5.54,3.59,Sandy
Tayport,2019,56.439705,-2.859472,NO4710527834,347105,727834,Syringe,0-10,0.96,4.84,4.25,Sandy
Tayport,2019,56.439555,-2.859446,NO4710627817,347106,727817,Syringe,0-10,0.78,7.98,8.86,Sandy
Tayport,2019,56.439451,-2.859462,NO4710527805,347105,727805,Syringe,0-10,0.5,14.61,12.13,Not Sandy
Torrin,2019,57.227446,-6.0387766,NG5632722420,156327,822420,Syringe,0-10,0.21,28.87,76.68,Not Sandy
Torrin,2019,57.226461,-6.0383869,NG5634422309,156344,822309,Syringe,0-10,0.39,20.83,28.3,Not Sandy
Torrin,2019,57.227227,-6.0386034,NG5633622395,156336,822395,Syringe,0-10,0.21,24.37,62.62,Not Sandy
Torrin,2019,57.227022,-6.0385478,NG5633822372,156338,822372,Syringe,0-10,0.27,26.06,54.18,Not Sandy
Torrin,2019,57.226781,-6.0384883,NG5634022345,156340,822345,Syringe,0-10,0.28,25.97,44.08,Not Sandy
Toscaig,2019,57.375369,-5.809573,NG7107438075,171074,838075,Syringe,0-10,0.53,8.41,31.86,Not Sandy
Toscaig,2019,57.375598,-5.809452,NG7108338100,171083,838100,Syringe,0-10,0.49,13.38,28.8,Not Sandy
Toscaig,2019,57.375825,-5.809313,NG7109338125,171093,838125,Syringe,0-10,0.38,15.91,29.14,Not Sandy
Toscaig,2019,57.375998,-5.809144,NG7110438143,171104,838143,Syringe,0-10,0.53,18.12,35.86,Not Sandy
Toscaig,2019,57.376213,-5.808966,NG7111638167,171116,838167,Syringe,0-10,0.47,12.32,38.13,Not Sandy
Tyne Mouth,2019,56.009437,-2.5916679,NT6320679769,363206,679769,Syringe,0-10,1.06,3.34,6.88,Not Sandy
Tyne Mouth,2019,56.00651,-2.5915692,NT6320979444,363209,679444,Syringe,0-10,0.48,7.77,20.61,Not Sandy
Tyne Mouth,2019,56.009752,-2.5918333,NT6319679805,363196,679805,Syringe,0-10,0.46,11.43,21.11,Not Sandy
Tyne Mouth,2019,56.00545,-2.5910984,NT6323779325,363237,679325,Syringe,0-10,0.52,8.55,19.66,Not Sandy
Tyne Mouth,2019,56.009861,-2.5919916,NT6318679817,363186,679817,Syringe,0-10,0.49,13.2,18.74,Not Sandy
Waulkmill,2019,58.942284,-3.0868522,HY3755306625,337553,1006625,Syringe,0-10,0.22,13.5,40.64,Not Sandy
Waulkmill,2019,58.942102,-3.0871419,HY3753606605,337536,1006605,Syringe,0-10,0.31,14.34,35.42,Not Sandy
Waulkmill,2019,58.941967,-3.0872245,HY3753106590,337531,1006590,Syringe,0-10,0.36,17.37,38.1,Not Sandy
Waulkmill,2019,58.942139,-3.0869693,HY3754606609,337546,1006609,Syringe,0-10,0.69,12.43,16.54,Not Sandy
Waulkmill,2019,58.942447,-3.0867009,HY3756206643,337562,1006643,Syringe,0-10,0.24,19.24,56.42,Not Sandy
Waulkmill,2019,58.94207092,-3.08321368,HY3776206598,337762,1006598,Gouge,0-10,0.21,23.86,NA,Not Sandy
Waulkmill,2019,58.94207092,-3.08321368,HY3776206598,337762,1006598,Gouge,0-10,0.15,35.26,NA,Not Sandy
Waulkmill,2019,58.94207092,-3.08321368,HY3776206598,337762,1006598,Gouge,0-10,0.16,32.99,NA,Not Sandy
Waulkmill,2019,58.94203208,-3.08368271,HY3773506594,337735,1006594,Gouge,0-10,0.15,18.91,NA,Not Sandy
Waulkmill,2019,58.94203208,-3.08368271,HY3773506594,337735,1006594,Gouge,0-10,0.27,24.82,NA,Not Sandy
Waulkmill,2019,58.94203208,-3.08368271,HY3773506594,337735,1006594,Gouge,0-10,0.26,18.32,NA,Not Sandy
Waulkmill,2019,58.94198285,-3.08448606,HY3768906589,337689,1006589,Gouge,0-10,0.22,16.29,NA,Not Sandy
Waulkmill,2019,58.94198285,-3.08448606,HY3768906589,337689,1006589,Gouge,0-10,0.3,32.55,NA,Not Sandy
Waulkmill,2019,58.94198285,-3.08448606,HY3768906589,337689,1006589,Gouge,0-10,0.35,16.63,NA,Not Sandy
Waulkmill,2019,58.9419294,-3.08520505,HY3764706584,337647,1006584,Gouge,0-10,0.23,18.91,NA,Not Sandy
Waulkmill,2019,58.9419294,-3.08520505,HY3764706584,337647,1006584,Gouge,0-10,0.24,14.11,NA,Not Sandy
Waulkmill,2019,58.9419294,-3.08520505,HY3764706584,337647,1006584,Gouge,0-10,0.29,12.26,NA,Not Sandy
Waulkmill,2019,58.94194752,-3.08592804,HY3760606587,337606,1006587,Gouge,0-10,0.37,5.86,NA,Not Sandy
Waulkmill,2019,58.94194752,-3.08592804,HY3760606587,337606,1006587,Gouge,0-10,0.3,20.81,NA,Not Sandy
Waulkmill,2019,58.94194752,-3.08592804,HY3760606587,337606,1006587,Gouge,0-10,0.45,6.38,NA,Not Sandy
Waulkmill,2019,58.94197364,-3.0864705,HY3757406590,337574,1006590,Gouge,0-10,0.2,15.07,NA,Not Sandy
Waulkmill,2019,58.94197364,-3.0864705,HY3757406590,337574,1006590,Gouge,0-10,0.21,13.82,NA,Not Sandy
Waulkmill,2019,58.94197364,-3.0864705,HY3757406590,337574,1006590,Gouge,0-10,0.32,18.23,NA,Not Sandy
Waulkmill,2019,58.94191409,-3.08691878,HY3754806584,337548,1006584,Gouge,0-10,0.48,8.41,NA,Not Sandy
Waulkmill,2019,58.94191409,-3.08691878,HY3754806584,337548,1006584,Gouge,0-10,0.32,6.41,NA,Not Sandy
Waulkmill,2019,58.94191409,-3.08691878,HY3754806584,337548,1006584,Gouge,0-10,0.68,3.79,NA,Not Sandy
Waulkmill,2019,58.94244145,-3.08718473,HY3753406643,337534,1006643,Gouge,0-10,0.49,5.12,NA,Not Sandy
