study_id,genus,species,n_plants,height,height_unit,carbon_conversion_factor,carbon_conversion_factor_source,plant_mass_organic_matter,plant_mass_organic_matter_unit,allometric_eq_present
Radabaugh_et_al_2017,Sporobolus,virginicus,1,21.1,cm,0.457,Radabaugh et al. 2017,0.09,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,14.5,cm,0.457,Radabaugh et al. 2017,0.12,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,20.2,cm,0.457,Radabaugh et al. 2017,0.09,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,14,cm,0.457,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,19,cm,0.457,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,12,cm,0.457,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,13.4,cm,0.457,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,19.2,cm,0.457,Radabaugh et al. 2017,0.1,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,23.3,cm,0.457,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,11.2,cm,0.457,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,17.5,cm,0.457,Radabaugh et al. 2017,0.05,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,14.1,cm,0.457,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,20,cm,0.457,Radabaugh et al. 2017,0.15,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,15.1,cm,0.457,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,32.3,cm,0.457,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,14.2,cm,0.457,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,18.8,cm,0.457,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,5.3,cm,0.457,Radabaugh et al. 2017,0.006,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,4.8,cm,0.457,Radabaugh et al. 2017,0.009,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,23.2,cm,0.457,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,8,cm,0.457,Radabaugh et al. 2017,0.01,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,23.1,cm,0.457,Radabaugh et al. 2017,0.11,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,15.4,cm,0.457,Radabaugh et al. 2017,0.05,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,21.7,cm,0.457,Radabaugh et al. 2017,0.04,g,yes
Radabaugh_et_al_2017,Sporobolus,virginicus,1,13.1,cm,0.457,Radabaugh et al. 2017,0.05,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,28.9,cm,0.456,Radabaugh et al. 2017,0.175,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,37.7,cm,0.456,Radabaugh et al. 2017,0.37,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,30,cm,0.456,Radabaugh et al. 2017,0.151,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,34.3,cm,0.456,Radabaugh et al. 2017,0.239,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,29.1,cm,0.456,Radabaugh et al. 2017,0.169,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,29.6,cm,0.456,Radabaugh et al. 2017,0.157,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,33.9,cm,0.456,Radabaugh et al. 2017,0.181,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,20.6,cm,0.456,Radabaugh et al. 2017,0.051,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,17.2,cm,0.456,Radabaugh et al. 2017,0.068,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,30,cm,0.456,Radabaugh et al. 2017,0.167,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,34.5,cm,0.456,Radabaugh et al. 2017,0.182,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,29.4,cm,0.456,Radabaugh et al. 2017,0.172,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,23.9,cm,0.456,Radabaugh et al. 2017,0.108,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,24.6,cm,0.456,Radabaugh et al. 2017,0.123,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,21.8,cm,0.456,Radabaugh et al. 2017,0.051,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,27.5,cm,0.456,Radabaugh et al. 2017,0.134,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,33.3,cm,0.456,Radabaugh et al. 2017,0.211,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,22.7,cm,0.456,Radabaugh et al. 2017,0.112,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,36.2,cm,0.456,Radabaugh et al. 2017,0.343,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,38.8,cm,0.456,Radabaugh et al. 2017,0.232,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,43.2,cm,0.456,Radabaugh et al. 2017,0.369,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,43.5,cm,0.456,Radabaugh et al. 2017,0.235,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,40.7,cm,0.456,Radabaugh et al. 2017,0.208,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,47.9,cm,0.456,Radabaugh et al. 2017,0.555,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,25.2,cm,0.456,Radabaugh et al. 2017,0.063,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,15.5,cm,0.456,Radabaugh et al. 2017,0.143,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,31.2,cm,0.456,Radabaugh et al. 2017,0.112,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,36,cm,0.456,Radabaugh et al. 2017,0.216,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,35.8,cm,0.456,Radabaugh et al. 2017,0.378,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,44,cm,0.456,Radabaugh et al. 2017,0.766,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,39.8,cm,0.456,Radabaugh et al. 2017,0.419,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,32.1,cm,0.456,Radabaugh et al. 2017,0.313,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,33.2,cm,0.456,Radabaugh et al. 2017,0.369,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,42.5,cm,0.456,Radabaugh et al. 2017,0.487,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,51.2,cm,0.456,Radabaugh et al. 2017,0.573,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,40.1,cm,0.456,Radabaugh et al. 2017,0.415,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,39,cm,0.456,Radabaugh et al. 2017,0.544,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,49.8,cm,0.456,Radabaugh et al. 2017,0.556,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,43.9,cm,0.456,Radabaugh et al. 2017,0.377,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,42,cm,0.456,Radabaugh et al. 2017,0.628,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,37,cm,0.456,Radabaugh et al. 2017,0.438,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,39.2,cm,0.456,Radabaugh et al. 2017,0.329,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,30.8,cm,0.456,Radabaugh et al. 2017,0.22,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,31.8,cm,0.456,Radabaugh et al. 2017,0.427,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,32.5,cm,0.456,Radabaugh et al. 2017,0.304,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,34.1,cm,0.456,Radabaugh et al. 2017,0.394,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,34.8,cm,0.456,Radabaugh et al. 2017,0.438,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,26.8,cm,0.456,Radabaugh et al. 2017,0.155,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,36.9,cm,0.456,Radabaugh et al. 2017,0.441,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,30.3,cm,0.456,Radabaugh et al. 2017,0.251,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,33.1,cm,0.456,Radabaugh et al. 2017,0.239,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,30.5,cm,0.456,Radabaugh et al. 2017,0.297,g,yes
Radabaugh_et_al_2017,Spartina,patens,1,25.9,cm,0.456,Radabaugh et al. 2017,0.148,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,26.2,cm,0.471,Radabaugh et al. 2017,0.36,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,62.1,cm,0.471,Radabaugh et al. 2017,0.44,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,33.3,cm,0.471,Radabaugh et al. 2017,0.17,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,22.8,cm,0.471,Radabaugh et al. 2017,0.26,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,70.3,cm,0.471,Radabaugh et al. 2017,0.54,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,35.1,cm,0.471,Radabaugh et al. 2017,0.17,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,31.1,cm,0.471,Radabaugh et al. 2017,0.39,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,25.1,cm,0.471,Radabaugh et al. 2017,0.31,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,15.5,cm,0.471,Radabaugh et al. 2017,0.02,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,20,cm,0.471,Radabaugh et al. 2017,0.04,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,22.2,cm,0.471,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,24.6,cm,0.471,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,44,cm,0.471,Radabaugh et al. 2017,0.42,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,66.4,cm,0.471,Radabaugh et al. 2017,0.62,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,11.4,cm,0.471,Radabaugh et al. 2017,0.01,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,8.6,cm,0.471,Radabaugh et al. 2017,0.007,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,8.6,cm,0.471,Radabaugh et al. 2017,0.006,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,51.7,cm,0.471,Radabaugh et al. 2017,0.22,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,70.5,cm,0.471,Radabaugh et al. 2017,0.49,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,25.3,cm,0.471,Radabaugh et al. 2017,0.03,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,26.7,cm,0.471,Radabaugh et al. 2017,0.12,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,44.5,cm,0.471,Radabaugh et al. 2017,0.19,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,48,cm,0.471,Radabaugh et al. 2017,0.23,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,17.8,cm,0.471,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,21.6,cm,0.471,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,48.9,cm,0.471,Radabaugh et al. 2017,0.23,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,51.6,cm,0.471,Radabaugh et al. 2017,0.21,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,30.2,cm,0.471,Radabaugh et al. 2017,0.1,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,74.8,cm,0.471,Radabaugh et al. 2017,0.47,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,65.3,cm,0.471,Radabaugh et al. 2017,0.43,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,41.7,cm,0.471,Radabaugh et al. 2017,0.22,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,40.7,cm,0.471,Radabaugh et al. 2017,0.19,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,60,cm,0.471,Radabaugh et al. 2017,0.34,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,46.5,cm,0.471,Radabaugh et al. 2017,0.17,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,32.5,cm,0.471,Radabaugh et al. 2017,0.1,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,35.1,cm,0.471,Radabaugh et al. 2017,0.11,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,29.7,cm,0.471,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,29.6,cm,0.471,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,37.2,cm,0.471,Radabaugh et al. 2017,0.17,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,13.9,cm,0.471,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,29.1,cm,0.471,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,81.8,cm,0.471,Radabaugh et al. 2017,0.63,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,68.2,cm,0.471,Radabaugh et al. 2017,0.63,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,37.5,cm,0.471,Radabaugh et al. 2017,0.12,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,29.2,cm,0.471,Radabaugh et al. 2017,0.36,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,45.3,cm,0.471,Radabaugh et al. 2017,0.14,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,58.5,cm,0.471,Radabaugh et al. 2017,0.29,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,42,cm,0.471,Radabaugh et al. 2017,0.37,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,46.3,cm,0.471,Radabaugh et al. 2017,0.25,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,49.5,cm,0.471,Radabaugh et al. 2017,0.24,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,63.96,cm,0.471,Radabaugh et al. 2017,0.41,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,48.8,cm,0.471,Radabaugh et al. 2017,0.26,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,123.8,cm,0.471,Radabaugh et al. 2017,1.638,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,155,cm,0.471,Radabaugh et al. 2017,3.006,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,144.8,cm,0.471,Radabaugh et al. 2017,2.486,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,182,cm,0.471,Radabaugh et al. 2017,3.402,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,147.8,cm,0.471,Radabaugh et al. 2017,3.243,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,159.8,cm,0.471,Radabaugh et al. 2017,3.618,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,174.5,cm,0.471,Radabaugh et al. 2017,3.998,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,177,cm,0.471,Radabaugh et al. 2017,3.703,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,181.7,cm,0.471,Radabaugh et al. 2017,3.457,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,107.5,cm,0.471,Radabaugh et al. 2017,3.096,g,yes
Radabaugh_et_al_2017,Juncus,roemerianus,1,131.5,cm,0.471,Radabaugh et al. 2017,2.74,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,10.5,cm,0.375,Radabaugh et al. 2017,0.264,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,9.1,cm,0.375,Radabaugh et al. 2017,0.228,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,10.6,cm,0.375,Radabaugh et al. 2017,0.252,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,7.5,cm,0.375,Radabaugh et al. 2017,0.308,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,10.7,cm,0.375,Radabaugh et al. 2017,0.387,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,5.9,cm,0.375,Radabaugh et al. 2017,0.124,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,9.6,cm,0.375,Radabaugh et al. 2017,0.269,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,15.3,cm,0.375,Radabaugh et al. 2017,0.571,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,14,cm,0.375,Radabaugh et al. 2017,0.363,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,7.9,cm,0.375,Radabaugh et al. 2017,0.158,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,9.8,cm,0.375,Radabaugh et al. 2017,0.242,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,8.3,cm,0.375,Radabaugh et al. 2017,0.172,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,6.9,cm,0.375,Radabaugh et al. 2017,0.235,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,11.1,cm,0.375,Radabaugh et al. 2017,0.215,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,8.8,cm,0.375,Radabaugh et al. 2017,0.071,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,13.9,cm,0.375,Radabaugh et al. 2017,0.244,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,7.9,cm,0.375,Radabaugh et al. 2017,0.206,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,24.3,cm,0.375,Radabaugh et al. 2017,0.724,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,43,cm,0.375,Radabaugh et al. 2017,1.483,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,24.4,cm,0.375,Radabaugh et al. 2017,0.515,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,53.5,cm,0.375,Radabaugh et al. 2017,2.365,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,39.2,cm,0.375,Radabaugh et al. 2017,1.468,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,16.8,cm,0.375,Radabaugh et al. 2017,0.665,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,19.1,cm,0.375,Radabaugh et al. 2017,0.734,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,9.2,cm,0.375,Radabaugh et al. 2017,0.121,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,14.7,cm,0.375,Radabaugh et al. 2017,0.195,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,10.9,cm,0.375,Radabaugh et al. 2017,0.209,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,13.2,cm,0.375,Radabaugh et al. 2017,0.247,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,14.5,cm,0.375,Radabaugh et al. 2017,0.685,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,18.7,cm,0.375,Radabaugh et al. 2017,0.458,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,22.5,cm,0.375,Radabaugh et al. 2017,0.76,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,10.2,cm,0.375,Radabaugh et al. 2017,0.473,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,8.1,cm,0.375,Radabaugh et al. 2017,0.143,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,11.7,cm,0.375,Radabaugh et al. 2017,0.214,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,11.4,cm,0.375,Radabaugh et al. 2017,0.165,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,32.1,cm,0.375,Radabaugh et al. 2017,3.26,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,41.5,cm,0.375,Radabaugh et al. 2017,1.452,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,17.3,cm,0.375,Radabaugh et al. 2017,0.433,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,92.9,cm,0.375,Radabaugh et al. 2017,0.943,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,14.9,cm,0.375,Radabaugh et al. 2017,0.422,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,50.3,cm,0.375,Radabaugh et al. 2017,1.768,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,27.5,cm,0.375,Radabaugh et al. 2017,0.566,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,34.4,cm,0.375,Radabaugh et al. 2017,0.783,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,51.8,cm,0.375,Radabaugh et al. 2017,1.501,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,15.9,cm,0.375,Radabaugh et al. 2017,0.328,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,53.2,cm,0.375,Radabaugh et al. 2017,1.654,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,25.2,cm,0.375,Radabaugh et al. 2017,1.362,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,26.2,cm,0.375,Radabaugh et al. 2017,0.621,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,94.2,cm,0.375,Radabaugh et al. 2017,3.394,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,51.5,cm,0.375,Radabaugh et al. 2017,1.691,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,15.8,cm,0.375,Radabaugh et al. 2017,0.169,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,11.9,cm,0.375,Radabaugh et al. 2017,0.163,g,yes
Radabaugh_et_al_2017,Sesuvium,portulacastrum,1,9.9,cm,0.375,Radabaugh et al. 2017,0.258,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,15.6,cm,0.398,Radabaugh et al. 2017,0.056,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,12.9,cm,0.398,Radabaugh et al. 2017,0.045,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,19.3,cm,0.398,Radabaugh et al. 2017,0.044,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.5,cm,0.398,Radabaugh et al. 2017,0.021,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,5.5,cm,0.398,Radabaugh et al. 2017,0.014,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,15.5,cm,0.398,Radabaugh et al. 2017,0.056,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,10.9,cm,0.398,Radabaugh et al. 2017,0.033,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,14.5,cm,0.398,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.5,cm,0.398,Radabaugh et al. 2017,0.026,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,16.2,cm,0.398,Radabaugh et al. 2017,0.04,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,13.8,cm,0.398,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,19.1,cm,0.398,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,23.2,cm,0.398,Radabaugh et al. 2017,0.077,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,17,cm,0.398,Radabaugh et al. 2017,0.062,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,18,cm,0.398,Radabaugh et al. 2017,0.064,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.1,cm,0.398,Radabaugh et al. 2017,0.029,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,18.9,cm,0.398,Radabaugh et al. 2017,0.045,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,15,cm,0.398,Radabaugh et al. 2017,0.046,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,12.1,cm,0.398,Radabaugh et al. 2017,0.045,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,21,cm,0.398,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,22,cm,0.398,Radabaugh et al. 2017,0.062,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,10.5,cm,0.398,Radabaugh et al. 2017,0.031,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,10,cm,0.398,Radabaugh et al. 2017,0.018,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,17.5,cm,0.398,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,7,cm,0.398,Radabaugh et al. 2017,0.023,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,7.9,cm,0.398,Radabaugh et al. 2017,0.022,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,20.2,cm,0.398,Radabaugh et al. 2017,0.07,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,11,cm,0.398,Radabaugh et al. 2017,0.027,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,13,cm,0.398,Radabaugh et al. 2017,0.037,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,17.6,cm,0.398,Radabaugh et al. 2017,0.036,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,12.5,cm,0.398,Radabaugh et al. 2017,0.021,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,16.6,cm,0.398,Radabaugh et al. 2017,0.052,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.5,cm,0.398,Radabaugh et al. 2017,0.013,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,20.1,cm,0.398,Radabaugh et al. 2017,0.06,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,12.6,cm,0.398,Radabaugh et al. 2017,0.026,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,10.8,cm,0.398,Radabaugh et al. 2017,0.028,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,9.1,cm,0.398,Radabaugh et al. 2017,0.021,g,yes
Radabaugh_et_al_2017,Bacopa,monnieri,1,13.2,cm,0.398,Radabaugh et al. 2017,0.023,g,yes
