BlueCarbonID,CMA,Location,Park,NearbyPark,North,East,Site,Habitat,Replicate,Depth_cm,Dry_weight_g,Height_cm,Volume_cm3,DBD_g_cm3,TC_mg_g,OC_mg_g,IC_mg_g,TN_mg_g,Percent_C,mg_Corg_cm3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1304,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247600,144.499017,6,SM,3,14_16,21.75,2,39.27,0.55,28.18,26.90,,2.44,2.69,14.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1305,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247600,144.499017,6,SM,3,28_30,28.21,2,39.27,0.72,34.09,33.76,,2.67,3.38,24.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1404,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247683,144.498833,1,MG,1,0_2,19.49,2,39.27,0.50,40.24,38.63,,3.78,3.86,19.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1405,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247683,144.498833,1,MG,1,14_16,24.08,2,39.27,0.61,39.56,37.04,,3.83,3.70,22.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1406,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247683,144.498833,1,MG,1,28_30,16.69,2,39.27,0.43,58.10,52.74,,4.79,5.27,22.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1407,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246800,144.498383,4,SM,1,0_2,12.79,2,39.27,0.33,131.06,135.20,,10.66,13.52,44.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1408,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246800,144.498383,4,SM,1,14_16,41.33,2,39.27,1.05,28.18,26.26,,2.84,2.63,27.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1409,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246800,144.498383,4,SM,1,28_30,58.53,2,39.27,1.49,29.57,3.15,21.78,0.46,0.31,4.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1599,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247217,144.498583,5,SM,2,0_2,16.63,2,39.27,0.42,104.81,110.18,,8.75,11.02,46.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1600,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247217,144.498583,5,SM,2,14_16,36.20,2,39.27,0.92,27.80,25.11,,2.55,2.51,23.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1601,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247217,144.498583,5,SM,2,28_30,32.47,1.2,23.56,1.38,3.08,3.92,,0.42,0.39,5.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1602,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247333,144.498433,2,MG,2,0_2,10.74,2,39.27,0.27,101.09,99.38,,7.89,9.94,27.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1603,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247333,144.498433,2,MG,2,14_16,22.63,2,39.27,0.58,46.06,43.50,,4.26,4.35,25.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1604,C,WAL,Lake Connewarre Wildlife Reserve,,-38.247333,144.498433,2,MG,2,28_30,18.38,2,39.27,0.47,49.51,46.20,,4.07,4.62,21.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1608,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246933,144.498100,3,MG,3,0_2,17.08,2,39.27,0.43,67.59,64.01,,5.54,6.40,27.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1609,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246933,144.498100,3,MG,3,14_16,16.38,2,39.27,0.42,50.70,48.15,,4.46,4.82,20.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1610,C,WAL,Lake Connewarre Wildlife Reserve,,-38.246933,144.498100,3,MG,3,28_30,21.45,2,39.27,0.55,40.82,39.06,,3.53,3.91,21.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1169,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228533,145.307917,2,MG,2,0_2,40.54,2,39.27,1.03,25.60,25.27,,1.44,2.53,26.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1170,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228533,145.307917,2,MG,2,14_16,27.41,2,39.27,0.70,46.35,47.60,,2.72,4.76,33.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1171,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228533,145.307917,2,MG,2,28_30,23.41,2,39.27,0.60,115.66,119.08,,5.29,11.91,71.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1172,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227750,145.311150,6,SM,2,0_2,11.07,2,39.27,0.28,160.72,164.17,,12.24,16.42,46.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1173,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227750,145.311150,6,SM,2,14_16,6.90,2,39.27,0.18,215.77,227.55,,15.62,22.76,40.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1174,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227750,145.311150,6,SM,2,28_30,46.55,2,39.27,1.19,0.88,2.63,,0.41,0.26,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1175,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227267,145.310067,7,SG,3,0_2,45.97,2,39.27,1.17,117.17,119.34,,8.54,11.93,139.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1176,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227267,145.310067,7,SG,3,14_16,71.28,2,39.27,1.82,0.69,1.64,,0.37,0.16,2.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1177,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227267,145.310067,7,SG,3,28_30,62.57,2,39.27,1.59,0.52,1.86,,0.25,0.19,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1279,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227550,145.310200,8,SM,3,0_2,8.34,2,39.27,0.21,271.11,278.54,,18.35,27.85,59.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1280,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227550,145.310200,8,SM,3,14_16,19.69,2,39.27,0.50,140.97,140.63,,10.44,14.06,70.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1281,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227550,145.310200,8,SM,3,28_30,62.93,2,39.27,1.60,1.88,3.78,,0.44,0.38,6.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1282,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228150,145.311050,9,MG,3,0_2,33.05,2,39.27,0.84,25.65,31.14,,2.56,3.11,26.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1283,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228150,145.311050,9,MG,3,14_16,26.89,2,39.27,0.68,24.86,28.74,,2.74,2.87,19.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1284,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228150,145.311050,9,MG,3,28_30,42.54,2,39.27,1.08,9.97,12.56,,1.07,1.26,13.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1297,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227183,145.310567,3,SG,1,0_2,32.31,2,39.27,0.82,146.18,141.72,,11.00,14.17,116.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1298,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227183,145.310567,3,SG,1,14_16,81.92,2,39.27,2.09,3.99,6.01,,0.55,0.60,12.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1299,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227183,145.310567,3,SG,1,28_30,60.54,2,39.27,1.54,0.97,2.49,,0.30,0.25,3.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1321,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227100,145.310867,4,SG,2,0_2,31.25,2,39.27,0.80,93.94,94.18,,7.22,9.42,74.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1322,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227100,145.310867,4,SG,2,14_16,59.27,2,39.27,1.51,1.58,2.98,,0.43,0.30,4.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1323,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227100,145.310867,4,SG,2,28_30,76.58,2,39.27,1.95,6.22,8.98,,0.55,0.90,17.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1684,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228367,145.308550,1,MG,1,0_2,32.55,2,39.27,0.83,35.09,37.26,,2.03,3.73,30.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1685,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228367,145.308550,1,MG,1,14_16,29.13,2,39.27,0.74,34.14,33.09,,1.76,3.31,24.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1686,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.228367,145.308550,1,MG,1,28_30,28.25,2,39.27,0.72,44.47,40.37,,1.74,4.04,29.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1698,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227350,145.311050,5,SM,1,0_2,6.38,2,39.27,0.16,283.61,295.71,,18.40,29.57,48.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1699,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227350,145.311050,5,SM,1,14_16,20.89,2,39.27,0.53,67.03,77.93,,6.17,7.79,41.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1700,PPW,WAR,North Western Port Nature Conservation Reserve,,-38.227350,145.311050,5,SM,1,28_30,74.76,2,39.27,1.90,0.01,0.59,,0.17,0.06,1.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1333,GH,WBL,,,-38.395033,142.467617,2,SM,2,0_2,5.76,2,39.27,0.15,282.54,283.72,,17.09,28.37,41.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1334,GH,WBL,,,-38.395033,142.467617,2,SM,2,14_16,5.18,2,39.27,0.13,210.91,207.79,,13.96,20.78,27.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1335,GH,WBL,,,-38.395033,142.467617,2,SM,2,28_30,23.87,2,39.27,0.61,116.13,35.98,68.55,3.12,3.60,21.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1666,GH,WBL,,,-38.398950,142.511133,5,SG,2,0_2,40.72,2,39.27,1.04,83.53,4.68,98.01,0.56,0.47,4.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1667,GH,WBL,,,-38.398950,142.511133,5,SG,2,14_16,54.22,2,39.27,1.38,91.34,6.12,102.51,0.77,0.61,8.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1668,GH,WBL,,,-38.398950,142.511133,5,SG,2,28_30,60.13,2,39.27,1.53,85.96,3.95,96.87,0.52,0.39,6.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1669,GH,WBL,,,-38.398833,142.511117,6,SG,3,0_2,40.29,2,39.27,1.03,88.45,7.53,91.07,0.94,0.75,7.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1670,GH,WBL,,,-38.398833,142.511117,6,SG,3,14_16,48.15,2,39.27,1.23,81.03,8.48,85.43,0.90,0.85,10.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1671,GH,WBL,,,-38.398833,142.511117,6,SG,3,28_30,41.28,2,39.27,1.05,89.29,8.49,93.87,1.01,0.85,8.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1687,GH,WBL,,,-38.395467,142.467450,1,SM,1,0_2,5.45,2,39.27,0.14,369.27,376.82,34.84,21.50,37.68,52.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1688,GH,WBL,,,-38.395467,142.467450,1,SM,1,14_16,5.94,2,39.27,0.15,225.77,227.05,,15.19,22.71,34.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1689,GH,WBL,,,-38.395467,142.467450,1,SM,1,28_30,16.76,2,39.27,0.43,113.21,66.52,34.42,4.91,6.65,28.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1796,GH,WBL,,,-38.396133,142.468283,3,SM,3,0_2,6.60,2,39.27,0.17,342.79,341.40,,19.74,34.14,57.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1797,GH,WBL,,,-38.396133,142.468283,3,SM,3,14_16,47.83,2,39.27,1.22,92.38,13.43,88.49,1.34,1.34,16.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1798,GH,WBL,,,-38.396133,142.468283,3,SM,3,28_30,55.37,2,39.27,1.41,99.20,13.15,86.89,1.29,1.32,18.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1850,GH,WBL,,,-38.399517,142.511850,4,SG,1,0_2,52.71,2,39.27,1.34,88.89,2.88,98.92,0.48,0.29,3.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1851,GH,WBL,,,-38.399517,142.511850,4,SG,1,14_16,59.77,2,39.27,1.52,85.72,4.76,100.42,0.67,0.48,7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1852,GH,WBL,,,-38.399517,142.511850,4,SG,1,28_30,55.49,2,39.27,1.41,89.51,4.51,102.99,0.52,0.45,6.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1464,PPW,WBS,,Werribee River Park,-37.970633,144.684283,5,SM,2,0_2,15.46,2,39.27,0.39,88.08,98.86,,6.40,9.89,38.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1465,PPW,WBS,,Werribee River Park,-37.970633,144.684283,5,SM,2,14_16,52.35,2,39.27,1.33,5.85,7.19,,0.54,0.72,9.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1466,PPW,WBS,,Werribee River Park,-37.970633,144.684283,5,SM,2,28_30,69.72,2,39.27,1.78,1.26,1.95,,0.17,0.20,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1470,PPW,WBS,,Werribee River Park,-37.970750,144.684700,6,SM,3,0_2,36.53,2,39.27,0.93,48.51,55.19,,3.89,5.52,51.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1471,PPW,WBS,,Werribee River Park,-37.970750,144.684700,6,SM,3,14_16,74.13,2,39.27,1.89,8.85,10.48,,0.88,1.05,19.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1472,PPW,WBS,,Werribee River Park,-37.970750,144.684700,6,SM,3,28_30,87.11,2,39.27,2.22,0.32,0.56,,0.05,0.06,1.23,,,,,,,,,,,,,,,,,,,,,,2,4,6,8,10,12,,,
BlueC1675,PPW,WBS,,Werribee River Park,-37.972233,144.685100,3,SG,3,0_2,39.22,2,39.27,1.00,15.01,9.36,6.69,0.70,0.94,9.35,,,,,,,,,,,,,,,,,,,,,,41.74291035,37.02264028,32.83613629,29.12304034,25.82981965,22.90899493,,,
BlueC1676,PPW,WBS,,Werribee River Park,-37.972233,144.685100,3,SG,3,14_16,62.87,2,39.27,1.60,5.04,4.78,,0.20,0.48,7.65,,,,,,,,,,,,,,,,,,,,,,2.70536E+20,,,,,,,,
BlueC1677,PPW,WBS,,Werribee River Park,-37.972233,144.685100,3,SG,3,28_30,63.80,2,39.27,1.62,4.37,4.24,,0.20,0.42,6.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1678,PPW,WBS,,Werribee River Park,-37.970867,144.684150,4,SM,1,0_2,18.94,2,39.27,0.48,84.29,89.44,,6.28,8.94,43.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1679,PPW,WBS,,Werribee River Park,-37.970867,144.684150,4,SM,1,14_16,64.36,2,39.27,1.64,6.91,8.20,,0.56,0.82,13.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1680,PPW,WBS,,Werribee River Park,-37.970867,144.684150,4,SM,1,28_30,68.85,2,39.27,1.75,1.23,1.78,,0.17,0.18,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1823,PPW,WBS,,Werribee River Park,-37.972150,144.684367,1,SG,1,0_2,46.36,2,39.27,1.18,16.60,7.27,8.39,0.66,0.73,8.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1824,PPW,WBS,,Werribee River Park,-37.972150,144.684367,1,SG,1,14_16,65.15,2,39.27,1.66,4.86,4.56,,0.25,0.46,7.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1825,PPW,WBS,,Werribee River Park,-37.972150,144.684367,1,SG,1,28_30,54.30,2,39.27,1.38,3.41,3.55,,0.25,0.36,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1838,PPW,WBS,,Werribee River Park,-37.972150,144.683633,2,SG,2,0_2,49.88,2,39.27,1.27,7.31,5.40,2.22,0.53,0.54,6.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1839,PPW,WBS,,Werribee River Park,-37.972150,144.683633,2,SG,2,14_16,68.07,2,39.27,1.73,3.79,3.66,,0.21,0.37,6.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1840,PPW,WBS,,Werribee River Park,-37.972150,144.683633,2,SG,2,28_30,76.98,2,39.27,1.96,4.03,3.97,,0.21,0.40,7.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1458,PPW,WGB,Stony Creek Backwash,,-37.825200,144.896350,5,SM,2,0_2,7.49,2,39.27,0.19,219.35,216.07,,14.30,21.61,41.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1459,PPW,WGB,Stony Creek Backwash,,-37.825200,144.896350,5,SM,2,14_16,30.39,2,39.27,0.77,86.30,80.34,,3.86,8.03,62.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1460,PPW,WGB,Stony Creek Backwash,,-37.825200,144.896350,5,SM,2,28_30,30.63,2,39.27,0.78,120.22,109.78,,3.88,10.98,85.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1461,PPW,WGB,Stony Creek Backwash,,-37.825283,144.895650,4,SM,1,0_2,14.18,2,39.27,0.36,137.39,136.02,,7.47,13.60,49.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1462,PPW,WGB,Stony Creek Backwash,,-37.825283,144.895650,4,SM,1,14_16,32.93,2,39.27,0.84,75.13,69.51,,3.41,6.95,58.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1463,PPW,WGB,Stony Creek Backwash,,-37.825283,144.895650,4,SM,1,28_30,20.44,2,39.27,0.52,119.31,109.57,,3.95,10.96,57.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1467,PPW,WGB,Stony Creek Backwash,,-37.826417,144.895450,2,MG,2,0_2,9.17,2,39.27,0.23,187.17,192.09,,10.77,19.21,44.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1468,PPW,WGB,Stony Creek Backwash,,-37.826417,144.895450,2,MG,2,14_16,27.00,2,39.27,0.69,70.45,65.01,,2.86,6.50,44.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1469,PPW,WGB,Stony Creek Backwash,,-37.826417,144.895450,2,MG,2,28_30,14.43,2,39.27,0.37,143.76,142.22,,4.69,14.22,52.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1479,PPW,WGB,Stony Creek Backwash,,-37.826800,144.895650,6,SM,3,0_2,32.40,2,39.27,0.83,67.99,65.28,,3.20,6.53,53.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1480,PPW,WGB,Stony Creek Backwash,,-37.826800,144.895650,6,SM,3,14_16,33.47,2,39.27,0.85,78.24,75.97,,2.88,7.60,64.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1481,PPW,WGB,Stony Creek Backwash,,-37.826800,144.895650,6,SM,3,28_30,68.13,2,39.27,1.73,28.55,20.21,,0.52,2.02,35.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1707,PPW,WGB,Stony Creek Backwash,,-37.827083,144.895533,1,MG,1,0_2,18.41,2,39.27,0.47,94.49,90.00,,4.78,9.00,42.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1708,PPW,WGB,Stony Creek Backwash,,-37.827083,144.895533,1,MG,1,14_16,17.97,2,39.27,0.46,125.50,118.12,,4.52,11.81,54.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1709,PPW,WGB,Stony Creek Backwash,,-37.827083,144.895533,1,MG,1,28_30,34.58,2,39.27,0.88,76.80,69.86,,2.02,6.99,61.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1710,PPW,WGB,Stony Creek Backwash,,-37.825400,144.895750,3,MG,3,0_2,8.96,2,39.27,0.23,193.34,199.03,,10.85,19.90,45.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1711,PPW,WGB,Stony Creek Backwash,,-37.825400,144.895750,3,MG,3,14_16,18.01,2,39.27,0.46,93.59,86.63,,4.32,8.66,39.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1712,PPW,WGB,Stony Creek Backwash,,-37.825400,144.895750,3,MG,3,28_30,21.23,2,39.27,0.54,134.02,132.47,,5.01,13.25,71.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1312,GH,YAM,Eumeralla Coastal Reserve,,-38.330133,142.064567,5,SM,2,0_2,8.51,2,39.27,0.22,145.45,114.95,35.85,9.62,11.50,24.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1313,GH,YAM,Eumeralla Coastal Reserve,,-38.330133,142.064567,5,SM,2,14_16,22.05,2,39.27,0.56,121.10,108.50,22.80,9.28,10.85,60.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1314,GH,YAM,Eumeralla Coastal Reserve,,-38.330133,142.064567,5,SM,2,28_30,23.00,2,39.27,0.59,66.47,63.69,,5.64,6.37,37.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1506,GH,YAM,Eumeralla Coastal Reserve,,-38.330400,142.064750,6,SM,3,0_2,24.10,2,39.27,0.61,145.42,99.46,45.44,9.61,9.95,61.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1507,GH,YAM,Eumeralla Coastal Reserve,,-38.330400,142.064750,6,SM,3,14_16,30.04,2,39.27,0.76,77.21,74.03,,7.15,7.40,56.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1508,GH,YAM,Eumeralla Coastal Reserve,,-38.330400,142.064750,6,SM,3,28_30,29.32,2,39.27,0.75,42.84,38.14,,4.41,3.81,28.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1617,GH,YAM,Eumeralla Coastal Reserve,,-38.339250,142.053617,3,SG,3,0_2,48.90,2,39.27,1.25,75.15,4.20,75.72,0.56,0.42,5.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1618,GH,YAM,Eumeralla Coastal Reserve,,-38.339250,142.053617,3,SG,3,14_16,62.77,2,39.27,1.60,83.02,2.77,86.09,0.40,0.28,4.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1619,GH,YAM,Eumeralla Coastal Reserve,,-38.339250,142.053617,3,SG,3,28_30,64.47,2,39.27,1.64,74.44,1.72,82.83,0.29,0.17,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1681,GH,YAM,Eumeralla Coastal Reserve,,-38.330050,142.064933,4,SM,1,0_2,15.10,2,39.27,0.38,147.13,105.19,42.88,9.13,10.52,40.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1682,GH,YAM,Eumeralla Coastal Reserve,,-38.330050,142.064933,4,SM,1,14_16,20.72,2,39.27,0.53,97.38,92.64,16.25,7.50,9.26,48.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1683,GH,YAM,Eumeralla Coastal Reserve,,-38.330050,142.064933,4,SM,1,28_30,21.51,2,39.27,0.55,52.30,50.92,,4.17,5.09,27.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1731,GH,YAM,Eumeralla Coastal Reserve,,-38.339950,142.052900,1,SG,1,0_2,55.95,2,39.27,1.42,81.20,6.36,84.98,0.92,0.64,9.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1732,GH,YAM,Eumeralla Coastal Reserve,,-38.339950,142.052900,1,SG,1,14_16,59.06,2,39.27,1.50,85.89,4.11,91.64,0.45,0.41,6.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1733,GH,YAM,Eumeralla Coastal Reserve,,-38.339950,142.052900,1,SG,1,28_30,65.10,2,39.27,1.66,88.85,2.33,100.78,0.37,0.23,3.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1811,GH,YAM,Eumeralla Coastal Reserve,,-38.339667,142.053350,2,SG,2,0_2,38.01,2,39.27,0.97,88.21,8.40,86.86,1.05,0.84,8.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1812,GH,YAM,Eumeralla Coastal Reserve,,-38.339667,142.053350,2,SG,2,14_16,63.00,2,39.27,1.60,84.99,3.70,96.32,0.47,0.37,5.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1813,GH,YAM,Eumeralla Coastal Reserve,,-38.339667,142.053350,2,SG,2,28_30,61.38,2,39.27,1.56,82.80,2.86,94.24,0.42,0.29,4.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1182,PPW,YBR,Yaringa Marine National Park,,-38.247450,145.249733,3,MG,1,0_2,21.26,2,39.27,0.54,66.48,69.54,,5.19,6.95,37.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1183,PPW,YBR,Yaringa Marine National Park,,-38.247450,145.249733,3,MG,1,14_16,30.72,2,39.27,0.78,19.94,17.70,,1.39,1.77,13.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BlueC1184,PPW,YBR,Yaringa Marine National Park,,-38.247450,145.249733,3,MG,1,28_30,51.23,2,39.27,1.30,12.85,11.57,,0.94,1.16,15.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
