Site,Status,ID,Date,Lat,Lon,Depth_mid,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,Age,Age_e,VAR,MAR,CAR,Year,LOI
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,13.5,-36.8,0.2826,5.4558,0.3153,3.4771,0.1387,1.9787,0.3445,0,0,0,0,    ,   ,38.5,2.5,2.4,670,,1977.3,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,14.5,-37.8,0.3251,5.3628,0.2874,3.6235,0.1239,1.7393,0.313,0,0,0,0,18.05,0.92,43,2.9,2.3,736,133,1972.9,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,15.5,-38.8,0.3957,6.818,0.2529,5.4222,0.1149,1.3959,0.2778,0,0,0,0,    ,   ,47.3,3.3,2.3,903,,1968.5,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,16.5,-39.8,0.4566,5.7973,0.2151,4.6484,0.1004,1.1489,0.2374,0,0,0,0,12.61,0.6,51.7,3.8,2.3,1059,133,1964.2,20.8416
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,17.5,-40.8,0.3617,4.9113,0.2279,3.5758,0.0948,1.3354,0.2468,0,0,0,0,    ,   ,56.5,4.5,2.1,743,,1959.4,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,18.5,-41.8,0.4175,3.932,0.1994,3.2058,0.0914,0.7262,0.2193,0,0,0,0,10.68,0.55,59.8,5,3,1262,135,1956.1,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,19.5,-42.8,0.4042,4.7259,0.2051,3.4754,0.0949,1.2505,0.226,0,0,0,0,    ,   ,66.3,6.1,1.5,625,,1949.6,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,20.5,-43.8,0.447,4.3537,0.199,3.1733,0.0816,1.1805,0.215,0,0,0,0,11.31,0.53,74.3,7.9,1.3,562,63,1941.6,21.3996
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,21.5,-44.8,0.4391,4.442,0.1861,3.5092,0.0832,0.9328,0.2039,0,0,0,0,    ,   ,82.1,10.1,1.3,562,,1933.8,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,22.5,-45.8,0.5253,4.2218,0.1811,3.4423,0.075,0.7795,0.196,0,0,0,0,    ,   ,91.5,13.6,1.1,554,,1924.3,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,23.5,-46.8,0.5606,5.2759,0.2015,3.7941,0.0827,1.4817,0.2179,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,24.5,-47.8,0.6236,4.9199,0.1604,4.6512,0.0772,0.2687,0.178,0,0,0,0,5.8,0.32,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,25.5,-48.8,0.6943,7.1594,0.1833,6.6989,0.0851,0.4605,0.2021,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,26.5,-49.8,0.8564,4.9682,0.1714,5.0503,0.0773,-0.082,0.188,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,27.5,-50.8,0.9312,5.8631,0.2228,5.8465,0.1052,0.0166,0.2464,0,0,0,0,3.01,0.18,   ,   ,  ,,,   ,6.1706
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,28.5,-51.8,1.0393,6.0796,0.1714,6.5887,0.085,-0.5091,0.1914,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,29.5,-52.8,1.0339,6.1418,0.1769,6.4928,0.0786,-0.351,0.1935,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,30.5,-53.8,1.0821,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.97,0.12,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,31.5,-54.8,1.0499,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,32.5,-55.8,1.2411,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,33.5,-56.8,1.2749,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.7,0.1,   ,   ,  ,,,   ,3.5271
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,34.5,-57.8,1.1649,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,35.5,-58.8,1.2666,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,36.5,-59.8,1.2545,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.23,0.08,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,37.5,-60.8,1.2948,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,38.5,-61.8,1.1794,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Holly House,Mangrove,HHMB,10/21/2015,27.580827,-82.563715,39.5,-62.8,1.5334,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.97,0.08,   ,   ,  ,,,   ,1.9165
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,0.5,23.2,0.5298,1.9862,0.1108,0.8125,0.0421,1.1736,0.1186,0,0,0.71,0.16,2.09,0.12,2.2,1.5,4.4,2357,49,2013.6,4.1792
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,1.5,22.2,1.1055,2.2665,0.1002,1.0635,0.0346,1.203,0.106,0,0,0,0,    ,   ,4.7,1.6,4,4458,,2011.2,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,2.5,21.2,0.747,2.3115,0.1116,1.2717,0.0429,1.0398,0.1196,0,0,0,0,2.65,0.17,6.9,1.6,4.5,3387,90,2009,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,3.5,20.2,0.6878,2.1666,0.1094,1.1757,0.0453,0.9908,0.1184,0,0,0,0,    ,   ,9.1,1.7,4.6,3174,,2006.8,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,4.5,19.2,0.7491,1.9032,0.0982,1.0554,0.0389,0.8477,0.1056,0,0,0,0,3.25,0.21,11.2,1.8,4.7,3495,113,2004.6,5.7798
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,5.5,18.2,0.8151,2.0338,0.1084,1.044,0.0414,0.9898,0.1161,0,0,0,0,    ,   ,14.1,2,3.5,2822,,2001.8,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,6.5,17.2,0.7389,1.8411,0.1187,1.1112,0.0433,0.7299,0.1264,0,0,0,0,2.82,0.17,16.3,2.1,4.6,3382,95,1999.6,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,7.5,16.2,0.7358,1.848,0.0918,1.0625,0.0377,0.7856,0.0993,0,0,0,0,    ,   ,18.9,2.2,3.8,2804,,1996.9,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,8.5,15.2,0.7258,1.6352,0.0935,1.0519,0.0363,0.5833,0.1003,0,0,0,0,2.85,0.17,20.9,2.3,5.1,3671,105,1995,5.6383
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,9.5,14.2,0.8067,1.6793,0.0887,0.9833,0.0347,0.696,0.0952,0,0,0,0,    ,   ,23.6,2.5,3.7,2982,,1992.3,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,10.5,13.2,0.8191,1.6793,0.0954,1.0206,0.0384,0.6587,0.1028,0,0,0,0,3.14,0.18,26.4,2.7,3.5,2907,91,1989.4,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,11.5,12.2,0.7999,1.8249,0.0925,1.1311,0.0371,0.6938,0.0997,0,0,0,0,    ,   ,29.8,3,3,2407,,1986.1,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,12.5,11.2,0.7239,2.1248,0.1113,1.21,0.0473,0.9148,0.121,0,0,0,0,3.57,0.24,34.5,3.5,2.1,1535,55,1981.4,7.2979
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,13.5,10.2,0.7006,2.1117,0.1159,1.2821,0.0497,0.8296,0.1262,0,0,0,0,    ,   ,39.4,4.1,2,1436,,1976.5,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,14.5,9.2,0.7744,2.144,0.1308,1.6315,0.0489,0.5125,0.1396,0,0,0,0,4.98,0.33,43.1,4.6,2.7,2066,103,1972.8,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,15.5,8.2,0.6894,2.1447,0.1313,1.5664,0.0583,0.5783,0.1436,0,0,0,0,    ,   ,47.4,5.3,2.3,1613,,1968.5,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,16.5,7.2,0.7871,2.3047,0.1355,1.8585,0.0559,0.4462,0.1466,0,0,0,0,5.15,0.4,51.7,6.2,2.3,1806,93,1964.1,8.9594
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,17.5,6.2,0.703,2.4601,0.1127,1.8518,0.0543,0.6083,0.1251,0,0,0,0,    ,   ,58.1,7.6,1.6,1104,,1957.8,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,18.5,5.2,0.7454,2.4439,0.1195,1.7809,0.0504,0.6631,0.1297,0,0,0,0,4.75,0.33,67.3,10.2,1.1,812,39,1948.6,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,19.5,4.2,0.7425,2.0759,0.1044,1.6436,0.046,0.4323,0.1141,0,0,0,0,    ,   ,74.8,13,1.3,984,,1941,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,20.5,3.2,0.8288,2.2589,0.1107,1.7583,0.0448,0.5006,0.1194,0,0,0,0,4.41,0.31,87.7,19.6,0.8,646,28,1928.2,8.0245
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,21.5,2.2,0.8652,1.8119,0.089,1.5546,0.0403,0.2573,0.0976,0,0,0,0,    ,   ,96.8,26.3,1.1,943,,1919.1,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,22.5,1.2,1.1105,1.3667,0.0802,1.134,0.0304,0.2326,0.0858,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,23.5,0.2,1.022,1.2745,0.0542,0.9875,0.0216,0.2871,0.0583,0,0,0,0,1.96,0.13,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,24.5,-0.8,1.1568,0.9653,0.0443,0.8328,0.018,0.1326,0.0478,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,25.5,-1.8,1.2158,0.7752,0.0655,0.7386,0.0266,0.0366,0.0707,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,26.5,-2.8,1.1685,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.67,0.1,   ,   ,  ,,,   ,2.7013
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,27.5,-3.8,1.2829,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,28.5,-4.8,1.1985,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,29.5,-5.8,1.2753,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,1.82,0.11,   ,   ,  ,,,   ,2.7211
Rocky Creek,Juncus Marsh,RCRA,10/20/2015,27.993991,-82.586612,30.5,-6.8,1.2445,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,0.5,23.2,0.6435,2.5991,0.1115,1.1096,0.0434,1.4895,0.1196,0,0,1.26,0.2,2.08,0.14,2.2,1.2,4.6,2948,61,2013.7,4.4844
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,1.5,22.2,0.6708,2.8022,0.1104,1.1314,0.0389,1.6708,0.1171,0,0,0.9,0.15,    ,   ,4.9,1.3,3.7,2513,,2011,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,2.5,21.2,0.8076,2.4615,0.1118,1.0999,0.0382,1.3616,0.1181,0,0,0,0,2.2,0.12,7.7,1.4,3.5,2805,62,2008.2,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,3.5,20.2,0.8908,2.4805,0.0987,1.0379,0.0354,1.4426,0.1049,0,0,0,0,    ,   ,11.4,1.6,2.7,2446,,2004.5,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,4.5,19.2,0.7156,2.4352,0.1096,1.273,0.0414,1.1622,0.1171,0,0,0,0,2.58,0.17,14,1.7,3.7,2681,69,2001.8,5.7935
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,5.5,18.2,0.6823,2.3938,0.1178,1.1382,0.043,1.2555,0.1254,0,0,0,0,    ,   ,17,1.8,3.4,2287,,1998.9,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,6.5,17.2,0.7552,2.087,0.058,1.0611,0.0233,1.0259,0.0625,0,0,0,0,3.38,0.19,20.1,2,3.3,2479,84,1995.8,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,7.5,16.2,0.7962,1.5858,0.049,0.8437,0.0183,0.7422,0.0523,0,0,0,0,    ,   ,22.5,2.1,4.1,3262,,1993.4,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,8.5,15.2,0.8398,1.7075,0.056,0.9614,0.0195,0.7461,0.0593,0.02,0,0,0,2.56,0.15,25.2,2.2,3.7,3087,79,1990.7,5.0058
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,9.5,14.2,0.9112,1.6969,0.0546,0.9815,0.021,0.7155,0.0585,0,0,0,0,    ,   ,28.3,2.4,3.3,2973,,1987.6,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,10.5,13.2,0.7809,1.7759,0.0625,1.1169,0.0238,0.659,0.0669,0.03,0.01,0,0,2.82,0.17,31,2.6,3.7,2902,82,1984.9,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,11.5,12.2,0.9503,1.7769,0.0928,1.0798,0.0366,0.6971,0.0997,0,0,0,0,    ,   ,34.7,3,2.7,2528,,1981.1,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,12.5,11.2,0.6938,1.5507,0.0893,1.0286,0.0387,0.5221,0.0973,0,0,0,0,0.94,0.06,37,3.2,4.4,3052,29,1978.9,4.6283
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,13.5,10.2,1.0507,1.4498,0.0774,1.0402,0.0336,0.4096,0.0844,0,0,0,0,    ,   ,39.8,3.5,3.5,3726,,1976,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,14.5,9.2,0.931,1.7819,0.0971,1.2162,0.0398,0.5657,0.1049,0,0,0,0,2.43,0.16,43.7,4,2.6,2411,59,1972.2,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,15.5,8.2,0.9475,1.7984,0.0982,1.3307,0.0402,0.4677,0.1061,0,0,0,0,    ,   ,47.4,4.5,2.7,2546,,1968.5,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,16.5,7.2,0.8406,1.8555,0.0751,1.4433,0.0307,0.4123,0.0812,0,0,0,0,3.11,0.21,50.8,5,3,2497,78,1965.1,6.4706
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,17.5,6.2,0.8402,2.093,0.0741,1.5389,0.0309,0.5541,0.0803,0,0,0,0,    ,   ,56,5.9,1.9,1623,,1959.9,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,18.5,5.2,0.8921,2.1392,0.0871,1.6988,0.0297,0.4404,0.092,0,0,0,0,3.77,0.26,61,6.9,2,1776,67,1954.9,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,19.5,4.2,0.9999,2.1281,0.0777,1.6792,0.0322,0.4488,0.0841,0,0,0,0,    ,   ,67.6,8.6,1.5,1509,,1948.3,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,20.5,3.2,1.0428,1.8841,0.0701,1.4382,0.0296,0.4459,0.0761,0,0,0,0,2.3,0.16,76,11.2,1.2,1248,29,1939.9,5.2922
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,21.5,2.2,0.9826,1.484,0.0644,1.2036,0.0266,0.2804,0.0697,0,0,0,0,    ,   ,82,13.6,1.7,1641,,1933.9,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,22.5,1.2,0.991,1.4381,0.0601,1.0147,0.024,0.4234,0.0647,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,23.5,0.2,1.2311,0.9862,0.0638,0.8828,0.0263,0.1034,0.069,0,0,0,0,1.7,0.11,   ,   ,  ,,47,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,24.5,-0.8,0.8737,1.2154,0.0777,0.8996,0.03,0.3159,0.0833,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,25.5,-1.8,1.3169,1.0218,0.0775,0.8898,0.0295,0.1321,0.0829,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,26.5,-2.8,1.3923,0.913,0.0639,0.7459,0.0241,0.167,0.0683,0,0,0,0,1.81,0.11,   ,   ,  ,,,   ,2.8268
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,27.5,-3.8,1.1348,0.8111,0.0563,0.6373,0.0231,0.1738,0.0608,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,28.5,-4.8,1.4746,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Rocky Creek,Juncus Marsh,RCRB,10/20/2015,27.993991,-82.586612,29.5,-5.8,1.2501,0.8659,0.055,0.6806,0.0215,0.1852,0.059,0,0,0,0,1.64,0.1,   ,   ,  ,,,   ,2.5465
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,0.5,90.3,0.5415,2.0711,0.1013,0.4522,0.0319,1.6189,0.1062,0.054,0.01,1.16,0.19,3.07,0.19,2,2,5.1,2771,85,2013.9,7.691
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,1.5,89.3,0.4045,5.4311,0.1765,0.6298,0.042,4.8012,0.1814,0.213,0.03,0,0,9.88,0.65,6.8,2.2,2.1,842,83,2009.1,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,2.5,88.3,0.2779,5.3188,0.2197,0.6931,0.0588,4.6258,0.2274,0.349,0.03,0,0,    ,   ,10.4,2.3,2.8,766,,2005.5,21.4561
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,3.5,87.3,0.1523,9.0886,0.4399,1.6462,0.1371,7.4424,0.4608,0.735,0.08,0,0,9.39,0.53,14,2.5,2.8,426,40,2001.9,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,4.5,86.3,0.6743,1.8464,0.0907,0.4817,0.0309,1.3647,0.0958,0.126,0.02,0,0,    ,   ,17.2,2.7,3.1,2087,,1998.7,9.8145
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,5.5,85.3,0.7575,1.4797,0.0638,0.5077,0.0201,0.972,0.0669,0.139,0.01,0,0,6.09,0.3,20,2.8,3.5,2666,162,1995.9,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,6.5,84.3,0.7976,1.2025,0.055,0.4811,0.0189,0.7213,0.0581,0.101,0.01,0,0,    ,   ,22.4,2.9,4.1,3310,,1993.4,6.1583
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,7.5,83.3,0.7957,1.2463,0.0629,0.5347,0.0189,0.7116,0.0657,0.294,0.01,0,0,1.17,0.07,25,3.1,3.9,3105,36,1990.9,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,8.5,82.3,0.7021,2.6318,0.1208,0.6578,0.0385,1.9741,0.1268,0.995,0.04,0,0,4.6,0.25,32.3,3.8,1.4,962,44,1983.6,9.516
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,9.5,81.3,0.7721,2.9476,0.1235,0.9461,0.0404,2.0015,0.1299,0.44,0.02,0,0,3.53,0.19,43.1,5.2,0.9,718,25,1972.8,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,10.5,80.3,0.819,1.9526,0.1076,0.7867,0.0369,1.1659,0.1137,0.179,0.02,0,0,2.34,0.11,52.1,6.8,1.1,904,21,1963.8,5.8271
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,11.5,79.3,1.0943,1.2993,0.0785,0.6949,0.0296,0.6043,0.0839,0.134,0.01,0,0,2.2,0.11,60.3,8.9,1.2,1332,29,1955.5,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,12.5,78.3,0.9939,1.3466,0.058,0.8152,0.0227,0.5314,0.0623,0.104,0.01,0,0,2.03,0.1,68.9,11.6,1.2,1168,24,1947,4.2683
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,13.5,77.3,1.4348,1.3443,0.0626,0.9036,0.0239,0.4407,0.067,0.16,0.01,0,0,1.75,0.09,83.4,18.3,0.7,990,17,1932.5,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,14.5,76.3,1.4122,1.1178,0.0568,0.9114,0.0231,0.2064,0.0613,0.125,0.01,0,0,    ,   ,93.2,25.1,1,1441,,1922.7,3.4057
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,15.5,75.3,1.3811,0.934,0.0575,0.7602,0.2375,0.1739,0.2444,0.109,0.01,0,0,    ,   ,104.3,40.5,0.9,1235,,1911.6,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,16.5,74.3,1.4779,0.8263,0.0459,0.6925,0.1956,0.1338,0.2009,0.08,0.01,0,0,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,17.5,73.3,1.4001,0.8281,0.0486,0.6637,0.2018,0.1644,0.2076,0.062,0.01,0,0,0.88,0.04,   ,   ,  ,,,   ,2.3364
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,18.5,72.3,1.6949,0.7321,0.0523,0.6524,0.156,0.0797,0.1646,0.068,0.01,0,0,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,19.5,71.3,1.5797,0.6567,0.0535,0.6482,0.1514,0.0085,0.1605,0,0,0,0,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,20.5,70.3,1.4651,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,21.5,69.3,1.4414,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.6,0.03,   ,   ,  ,,,   ,1.2284
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,22.5,68.3,1.6398,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,23.5,67.3,1.5552,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,24.5,66.3,1.685,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,25.5,65.3,1.6953,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.36,0.02,   ,   ,  ,,,   ,0.9441
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,26.5,64.3,1.4968,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,27.5,63.3,1.5803,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,28.5,62.3,1.464,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,   ,  ,,,   ,     
Upper Tampa Bay,Juncus Marsh,UTR,10/20/2015,28.007103,-82.633002,29.5,61.3,1.3053,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,0.32,0.01,   ,   ,  ,,,   ,0.6559
Weedon Island,Mangrove,WI,10/19/2015,27.846063,-82.6015,0.5,-13.4,0.0894,8.3811,0.4375,1.7414,0.139,6.6397,0.459,0,0,11.36,2.24,39.08,1.56,1.1,1.1,8.8,788,308,2014.8,80.1975
