"[Abbreviations: ID, identification; cm, centimeter; ppm, parts per million]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
(cm)",Mode,"Phosphorus
(ppm)","Phosphorus
Standard Deviation
(ppm)","Sulfur
(ppm)","Sulfur
Standard Deviation
(ppm)","Chlorine
(ppm)","Chlorine
Standard Deviation
(ppm)","Potassium
(ppm)","Potassium
Standard Deviation
(ppm)","Calcium
(ppm)","Calcium
Standard Deviation
(ppm)","Titanium
(ppm)","Titanium
Standard Deviation
(ppm)","Vanadium
(ppm)","Vanadium
Standard Deviation
(ppm)","Chromium
(ppm)","Chromium
Standard Deviation
(ppm)","Manganese
(ppm)","Manganese
Standard Deviation
(ppm)","Iron
(ppm)","Iron
Standard Deviation
(ppm)","Cobalt
(ppm)","Cobalt
Standard Deviation
(ppm)","Nickel
(ppm)","Nickel
Standard Deviation
(ppm)","Copper
(ppm)","Copper
Standard Deviation
(ppm)","Zinc
(ppm)","Zinc
Standard Deviation
(ppm)","Arsenic
(ppm)","Arsenic
Standard Deviation
(ppm)","Selenium
(ppm)","Selenium
Standard Deviation
(ppm)","Bromine
(ppm)","Bromine
Standard Deviation
(ppm)","Rubidium
(ppm)","Rubidium
Standard Deviation
(ppm)","Strontium
(ppm)","Strontium
Standard Deviation
(ppm)","Zirconium
(ppm)","Zirconium
Standard Deviation
(ppm)","Molybdenum
(ppm)","Molybdenum
Standard Deviation
(ppm)","Rhodium
(ppm)","Rhodium
Standard Deviation
(ppm)","Palladium
(ppm)","Palladium
Standard Deviation
(ppm)","Silver
(ppm)","Silver
Standard Deviation
(ppm)","Cadmium
(ppm)","Cadmium
Standard Deviation
(ppm)","Tin
(ppm)","Tin
Standard Deviation
(ppm)","Antimony
(ppm)","Antimony
Standard Deviation
(ppm)","Barium
(ppm)","Barium
Standard Deviation
(ppm)","Platinum
(ppm)","Platinum
Standard Deviation
(ppm)","Gold
(ppm)","Gold
Standard Deviation
(ppm)","Mercury
(ppm)","Mercury
Standard Deviation
(ppm)","Lead
(ppm)","Lead
Standard Deviation
(ppm)"
GB64R,35,Soil,0,2901,1521,218,4948,146,1907,58,0,73,1157,21,183,22,9,3,15,3,3159,40,0,38,0,15,0,7,12.3,1.6,0,3.5,0,3.1,781,19,13.6,1.1,17.1,0.9,196,3,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,281,0,7,0,6,0,4.3,0,5.2
GB64R,37,Soil,0,2995,1042,206,6304,167,1831,58,0,75,1155,21,145,21,0,7,21,3,3171,41,75,13,0,15,0,7,13.6,1.7,0,3.3,0,3.1,722,19,16.2,1.1,17.3,0.9,235,4,0,3.6,0,9,0,13,0,14,0,16,0,27,0,30,0,280,0,7,0,6,0,4.7,0,5.1
GB64R,39,Soil,0,3100,1850,254,4946,163,2178,70,0,81,1662,29,205,27,15,3,16,3,2956,40,0,38,0,16,0,7,10.6,1.7,0,3.5,0,3.1,528,17,12.8,1.1,16,0.9,313,5,0,4,0,10,0,13,0,14,0,16,0,28,0,31,0,293,0,7,0,6,0,5,0,5.3
GB64R,41,Soil,0,3051,2085,255,5221,162,1609,59,0,78,1355,25,169,24,12,3,21,3,3558,44,96,14,0,15,0,7,6.9,1.5,5.4,1.3,0,3,747,19,11.3,1.1,14.7,0.9,297,4,0,3.9,0,10,0,13,0,14,0,16,0,28,0,31,0,280,0,7,0,6,0,4.7,7.9,1.9
GB64R,43,Soil,0,2874,1059,214,7004,184,1357,53,0,74,1097,22,155,22,10,3,24,3,2596,37,44,12,0,15,0,7,10.3,1.7,0,3.7,0,3.2,663,18,13.4,1.1,16.9,0.9,354,5,0,4.1,0,10,0,13,0,14,0,16,0,28,0,31,0,289,0,7,0,6,0,4.9,7.1,1.9
GB64R,45,Soil,0,3377,1123,237,4787,166,2428,76,0,85,1920,33,248,30,19,3,37,4,3658,47,62,15,0,17,0,8,11.3,1.8,0,3.8,0,3.4,536,17,13.5,1.1,17,0.9,440,6,0,4.5,0,10,0,14,0,15,0,17,0,29,0,33,0,320,0,8,0,6,0,4.9,6,1.9
GB64R,47,Soil,0,2343,1069,188,6520,159,725,35,0,57,367,11,45,13,7,2,0,7,1306,24,39,9,0,14,0,7,5.6,1.4,0,3.4,0,3,875,20,8.8,1,15.2,0.8,229,3,0,3.5,0,9,0,13,0,13,0,15,0,25,0,28,0,238,0,7,0,6,0,4.3,5.3,1.8
GB64R,49,Soil,0,2947,864,207,7167,186,1462,55,0,73,1087,22,135,21,0,7,21,3,2486,36,66,13,0,16,0,8,11.4,1.7,0,3.5,0,3.1,587,18,15.3,1.1,18.4,1,369,5,0,4.2,0,10,0,14,0,15,0,17,0,29,0,33,0,282,0,7,0,6,0,4.7,0,5.4
GB64R,50,Soil,0,3952,1672,294,5381,199,2062,82,0,100,1507,32,198,30,16,4,23,4,4110,45,73,14,0,15,0,7,10.9,1.7,0,3.5,0,3,690,17,16.6,1.1,17.5,0.9,219,3,0,3.6,0,9,0,13,0,14,0,16,0,26,0,29,0,275,0,7,0,5.8,0,4.3,9.8,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB36D,1,Soil,0,3031,1371,243,7247,195,2107,68,0,90,1165,24,199,24,12,3,58,4,4897,54,87,16,0,16,0,7,15.4,1.8,0,3.6,0,3,933,21,13.8,1.1,16,0.8,152,3,0,3.2,0,9,0,13,0,13,0,15,0,25,0,28,0,260,0,7,0,6,0,4.7,6.5,1.8
GB36D,2,Soil,0,2920,1225,218,7905,188,2005,61,0,81,1145,22,166,22,17,3,39,3,4430,50,110,16,0,16,0,7,18.8,1.8,0,3.4,0,3.1,1019,22,18.2,1.2,22.5,1,159,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,271,0,7,0,6,0,4.6,0,5.3
GB36D,4,Soil,0,3228,1420,257,7570,205,2224,72,0,92,1373,27,227,27,25,3,49,4,7841,74,156,20,0,16,0,7,15.3,1.8,0,3.8,0,3.1,920,21,17.7,1.2,20.2,1,218,4,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,290,0,7,0,6,0,5.1,8.3,1.9
GB36D,6,Soil,0,2931,1932,250,8691,205,1283,51,0,78,703,17,98,19,10,3,19,3,4658,51,94,16,0,15,0,7,9.6,1.6,0,3.6,0,3.1,933,21,11,1.1,14.3,0.8,153,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,256,0,7,0,5.8,0,4.8,8.9,1.8
GB36D,8,Soil,0,3063,4080,310,7333,187,988,46,0,82,448,14,0,49,0,7,0,9,4884,52,64,15,0,15,0,6,6.5,1.4,0,3.2,0,2.9,816,19,4.1,0.9,11.8,0.7,92.7,1.9,3.2,1,0,9,0,13,0,13,0,15,0,25,0,27,0,235,0,7,0,5.7,0,4.1,0,5
GB36D,10,Soil,0,2927,3017,278,7650,190,1274,51,0,74,690,17,109,19,0,7,18,3,3772,44,64,14,0,14,0,7,7.9,1.5,0,3.3,0,2.9,906,20,9.4,1,11.3,0.7,140,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,243,0,7,0,5.8,0,4.4,0,5.2
GB36D,12,Soil,0,3192,2551,274,7668,197,1295,53,0,79,764,18,132,20,11,3,19,3,3417,42,46,13,0,15,0,7,11.3,1.6,0,3.4,0,3.1,864,20,7.7,1,13.8,0.8,165,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,250,0,7,0,5.7,0,4.7,5.6,1.8
GB36D,13,Soil,0,3831,2768,343,7264,235,1720,77,0,98,1345,30,163,29,15,4,24,4,3048,41,0,39,0,16,0,8,9.1,1.7,0,3.6,0,3.2,541,17,8.4,1,14,0.8,304,5,0,4,0,10,0,13,0,14,0,16,0,27,0,31,0,286,0,7,0,6,0,4.9,0,5.4
GB36D,14,Soil,0,3107,3241,302,8635,216,1300,55,0,82,916,21,115,21,11,3,19,3,2891,38,54,13,0,15,0,7,9.7,1.6,0,3.4,0,3,677,18,7.5,1,12.8,0.8,225,4,0,3.6,0,9,0,13,0,14,0,16,0,26,0,29,0,251,0,7,0,5.7,0,4.4,0,5.3
GB36D,16,Soil,0,2624,2369,238,7074,170,1040,43,0,72,477,13,66,15,0,7,26,3,2081,31,0,30,0,13,0,6,6.7,1.4,0,3.2,0,2.8,1016,21,7.5,1,12.7,0.7,79.1,1.7,0,2.9,0,9,0,12,0,13,0,15,0,24,0,26,0,229,0,6,0,5.7,0,4.3,5.7,1.7
GB36D,18,Soil,0,2737,3038,275,7005,180,1296,51,0,79,880,19,120,20,10,3,12,3,3244,41,86,14,0,15,0,7,6.8,1.5,0,3.4,0,2.9,739,19,8.5,1,14.2,0.8,204,3,0,3.5,0,9,0,13,0,13,0,15,0,26,30,10,0,261,0,7,0,6,0,4.9,0,5.3
GB36D,20,Soil,0,2903,1577,234,6290,176,1176,51,0,75,900,20,102,20,0,7,19,3,1929,30,0,31,0,15,0,7,8.9,1.6,0,3.3,0,3,639,18,6.7,1,14.2,0.8,249,4,0,3.6,0,9,0,13,0,14,0,15,0,26,0,29,0,258,0,7,0,6,0,4.5,0,5.2
GB36D,22,Soil,0,2827,1586,212,6763,166,1054,43,0,71,638,15,72,16,0,6,13,3,1618,27,0,28,0,14,0,6,6.2,1.4,0,3.1,0,3,825,19,7.4,1,13.9,0.8,156,3,0,3.3,0,9,0,13,0,13,21,5,0,26,0,29,0,248,0,7,0,5.8,0,4.3,0,4.9
GB36D,24,Soil,0,2785,1679,225,7587,183,974,43,0,70,724,16,108,18,0,7,10,3,2141,32,51,11,0,14,0,7,5.3,1.4,0,3.4,0,3.1,798,20,9.9,1,15,0.8,211,3,0,3.5,0,9,0,13,0,14,0,15,0,26,0,29,0,255,0,7,0,6,0,5,0,5.3
GB36D,26,Soil,0,3031,1335,235,8230,209,1098,51,0,75,899,20,154,21,10,3,20,3,1968,32,74,12,0,15,0,7,6.4,1.6,0,3.5,0,3.2,495,17,4.4,1,12,0.8,426,6,0,4.5,0,10,0,14,0,15,0,17,0,29,0,32,0,283,0,8,0,6,0,5.1,0,5.4
GB36D,28,Soil,0,2996,1162,221,7539,196,874,45,0,70,811,19,140,20,10,3,24,3,1479,27,0,29,0,16,0,7,6.9,1.6,0,3.4,0,3.2,389,15,6.9,1,12.7,0.8,482,7,0,4.6,0,10,0,14,0,15,0,17,0,29,0,32,0,284,0,7,0,6,0,5.4,0,5.3
GB36D,30,Soil,0,2951,1348,230,7636,198,841,45,0,72,889,20,74,19,0,7,19,3,1708,29,63,11,0,15,0,7,9.8,1.6,0,3.4,0,3.3,473,16,9.9,1,12.6,0.8,343,5,0,4,0,9,0,13,0,14,0,16,0,27,0,31,0,272,0,8,0,6,0,5.2,0,5.2
GB36D,32,Soil,0,3151,1515,239,8990,216,1060,49,0,77,779,19,136,20,16,3,20,3,2030,33,56,12,0,16,0,8,9.4,1.7,0,3.7,0,3.4,460,17,10.7,1.1,13,0.8,450,6,0,4.5,0,10,0,14,0,14,0,17,0,29,0,32,0,288,0,8,0,7,0,5.4,0,5.6
GB36D,34,Soil,0,2859,1692,229,7274,181,1245,49,0,69,972,20,139,20,0,7,23,3,2256,33,51,11,0,14,0,7,9.1,1.5,0,3.4,0,3,645,18,10.3,1,15.2,0.8,276,4,0,3.6,0,9,0,13,0,13,0,15,0,25,0,28,0,267,0,7,0,6,0,4.7,0,5.2
GB36D,36,Soil,0,3251,2207,262,6531,182,1539,58,0,78,1224,24,203,24,0,8,29,3,3025,42,0,40,0,16,0,8,7.5,1.6,0,3.6,0,3.3,550,18,9.5,1.1,17.4,0.9,396,6,4.4,1.5,0,10,0,14,0,15,0,17,0,29,0,33,0,295,0,8,0,6,0,5.3,0,5.4
GB36D,37,Soil,0,3291,2568,273,5992,174,1396,55,0,79,1129,23,128,22,0,8,20,3,3842,47,77,15,0,16,0,7,6.3,1.5,4.1,1.3,0,3.2,667,19,6.6,1,13.8,0.8,355,5,0,4.2,0,10,0,13,0,14,0,16,0,28,0,31,0,288,0,7,0,6,0,5,6.4,1.9
GB36D,38,Soil,0,2624,1336,212,7656,183,983,43,0,68,656,16,91,17,0,7,13,3,1866,30,31,10,0,15,0,7,6.9,1.4,0,3.2,0,2.9,684,18,8,1,11.2,0.7,205,3,0,3.4,0,9,0,13,0,14,0,15,0,26,0,29,0,250,0,7,0,5.6,0,4.5,0,5.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB39D,1,Soil,0,3356,2349,286,7229,202,2154,72,0,90,1120,24,165,25,9,3,31,4,4958,55,90,16,0,16,0,7,17.1,1.8,0,3.6,0,3.3,863,21,14.6,1.1,18.1,0.9,173,3,3.6,1.2,0,9,0,13,0,14,0,16,0,27,0,30,0,280,0,8,0,6,0,4.7,0,5.4
GB39D,3,Soil,0,3574,3629,322,8613,218,2098,70,0,94,1003,22,177,24,15,3,22,3,5324,56,115,17,0,16,0,7,16.1,1.8,0,3.6,0,3.2,837,20,15,1.1,17.5,0.9,203,3,0,3.6,0,10,0,13,0,14,0,16,0,27,0,30,0,264,0,7,0,6,0,4.6,0,5.4
GB39D,5,Soil,0,3267,2813,293,8159,210,1779,64,0,88,861,20,135,22,13,3,21,3,4704,52,102,16,0,15,0,7,13.1,1.7,0,3.4,0,3.1,823,20,14.1,1.1,16.5,0.9,170,3,0,3.5,0,9,0,13,0,14,0,16,0,26,0,29,0,269,0,7,0,6,0,4.6,0,5.3
GB39D,7,Soil,0,3210,6595,382,9491,220,1019,48,0,84,379,14,0,49,0,8,15,3,6387,63,112,18,0,16,0,7,12.5,1.7,0,3.7,0,3,856,20,11.2,1.1,14,0.8,149,3,0,3.3,0,9,0,13,0,13,0,15,0,25,0,28,0,254,0,7,0,6,0,4.8,9.7,1.9
GB39D,9,Soil,0,3668,6146,396,9364,230,1561,61,0,93,748,20,99,22,15,3,33,4,8656,80,178,21,0,15,0,7,12.8,1.7,5,1.2,0,3,896,21,13.1,1.1,17.3,0.9,171,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,30,0,256,0,7,0,6,0,4.5,5.4,1.8
GB39D,11,Soil,0,3584,3892,331,9005,223,1780,64,0,90,716,19,187,22,0,9,24,3,5958,60,110,17,0,15,0,7,13.3,1.7,0,3.5,0,3.1,929,21,16.1,1.1,15.9,0.8,115,2,0,3.2,0,9,0,13,0,14,0,15,0,26,0,28,0,248,0,7,0,5.9,0,4.9,7.1,1.8
GB39D,13,Soil,0,3308,4341,334,9564,224,1109,50,102,30,508,16,104,19,0,9,16,3,7120,68,141,19,0,15,0,7,11.2,1.6,0,3.8,0,3.1,1032,22,11.5,1.1,17.1,0.9,114,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,28,0,249,0,7,0,6,0,4.7,10.8,1.9
GB39D,15,Soil,0,3369,2298,291,8276,222,1411,61,106,32,659,19,96,21,13,3,17,3,4103,46,54,14,0,14,0,7,6.2,1.4,0,3.5,0,2.9,1147,23,8.8,1,13.9,0.8,65.1,1.6,3.3,1,0,9,0,12,0,13,0,15,0,24,0,27,0,241,0,7,0,6,0,4.1,9.2,1.8
GB39D,17,Soil,0,3193,2254,274,8029,209,1429,58,0,85,683,18,105,20,0,8,16,3,3501,43,59,14,0,15,0,7,9.5,1.6,0,3.7,0,3.1,996,22,13.9,1.1,18.6,0.9,184,3,0,3.5,0,9,0,13,0,14,0,16,0,26,0,29,0,252,0,7,0,7,0,4.8,8.6,1.9
GB39D,19,Soil,0,3056,3176,304,8808,219,2032,68,0,91,1421,27,208,26,15,3,29,3,4217,50,122,16,0,16,0,7,14.6,1.8,0,3.5,0,3.3,883,21,16.3,1.2,19.6,0.9,299,4,4,1.3,0,9,0,13,0,14,0,16,0,27,0,30,0,274,0,8,0,6,0,5.3,0,5.4
GB39D,21,Soil,0,3561,2593,308,8337,230,1708,69,0,95,1218,26,149,26,11,3,26,4,3685,45,55,14,0,16,0,8,11.1,1.7,0,3.5,0,3.2,752,19,14.6,1.1,14.9,0.9,354,5,0,4.2,0,10,0,14,0,15,0,17,0,28,0,32,0,288,0,7,0,7,0,4.6,0,5.4
GB39D,23,Soil,0,3428,2721,303,8726,229,1432,61,0,87,1001,23,162,24,11,3,20,3,3290,42,49,13,0,15,0,8,6.2,1.6,0,3.7,0,3.1,577,17,9.9,1,13.8,0.8,327,5,0,4,0,10,0,13,0,14,0,16,0,27,0,30,0,284,0,7,0,5.7,0,4.9,6.6,1.8
GB39D,25,Soil,0,3210,3211,304,7999,209,1274,55,0,84,951,21,121,22,13,3,23,3,4031,47,89,15,0,15,0,7,10,1.6,0,3.5,0,3.1,750,19,5.7,1,14.4,0.8,240,4,0,3.7,0,10,0,13,0,14,0,16,0,27,0,30,0,266,0,7,0,6,0,4.9,0,5.3
GB39D,27,Soil,0,3471,2251,288,8180,222,1587,65,0,95,1367,27,142,26,16,3,23,3,3232,41,43,13,0,15,0,7,8.3,1.6,0,3.7,0,3.2,720,19,11.2,1.1,16.3,0.9,344,5,0,4,0,9,0,13,0,14,0,16,0,27,0,30,0,278,0,7,0,6,0,5,9.3,1.9
GB39D,29,Soil,0,3323,2308,294,8938,234,2328,77,0,96,1723,32,186,29,19,3,42,4,3887,48,69,15,0,17,0,7,14,1.9,0,3.9,0,3.5,511,17,20.1,1.2,21.8,1,456,6,0,4.6,0,10,0,14,0,15,0,17,0,29,0,33,0,308,0,8,0,6,0,5,9,2
GB39D,30,Soil,0,3602,4262,379,8437,241,1519,69,0,99,1551,32,164,30,22,4,31,4,5572,61,120,18,0,17,0,8,6.5,1.7,0,4.1,0,3.4,645,19,9.8,1.1,15.3,0.9,501,7,0,4.8,0,10,0,14,0,15,0,17,0,30,0,33,0,302,0,8,0,7,0,5.3,12,2
GB39D,32,Soil,0,3813,8615,474,9887,249,1537,64,136,34,1133,26,152,26,13,3,37,4,9211,86,168,23,0,17,0,8,9.7,1.7,8.1,1.4,0,3.4,782,20,11.9,1.1,17.5,0.9,370,5,0,4.2,0,10,0,13,0,14,0,16,0,28,0,31,0,296,0,8,0,7,0,5.4,6.6,1.9
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB53D,0,Soil,0,3260,1392,253,6592,195,1594,64,111,32,768,20,99,21,12,3,72,4,4578,50,65,15,0,14,0,6,11,1.6,0,3.5,0,2.9,1846,29,9,1.1,15.7,0.8,72,1.7,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,238,0,7,0,7,0,4.3,8.3,1.8
GB53D,1,Soil,0,3168,1177,226,6922,187,1641,59,0,85,978,21,147,22,0,8,19,3,3240,41,77,13,0,14,0,7,7.6,1.5,0,3.4,0,3.1,1142,23,8.1,1.1,15.6,0.9,180,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,257,0,7,0,7,0,5,5.4,1.8
GB53D,3,Soil,0,3597,1648,288,7015,224,1316,67,0,100,806,22,110,23,0,9,15,4,1988,28,46,10,0,13,0,6,4.5,1.3,0,3.1,0,2.6,1006,19,6.6,0.9,10.9,0.7,154,2,0,3,0,8,0,12,0,12,0,14,0,23,0,26,0,226,0,6,0,5.5,0,4,5.2,1.6
GB53D,5,Soil,0,3107,1533,261,8097,223,1407,62,0,89,1038,24,116,23,16,3,19,3,1923,31,53,11,0,16,0,8,8.5,1.7,0,3.5,0,3.4,586,18,8.6,1,13.1,0.8,309,5,0,4,0,10,0,14,0,14,0,16,0,28,0,32,0,276,0,8,0,6,0,5.1,0,5.6
GB53D,7,Soil,0,3136,1998,241,6780,177,1583,55,0,82,930,19,68,19,12,3,10,3,2373,34,44,11,0,15,0,7,9,1.5,0,3.2,0,3,1289,24,10.8,1.1,15.6,0.8,198,3,0,3.4,0,9,0,13,0,13,0,15,0,26,0,28,0,261,0,7,0,6,0,4.4,0,5
GB53D,9,Soil,0,2582,1812,223,6917,169,1271,47,0,76,622,15,93,17,0,7,15,3,2742,36,0,35,0,14,0,6,8.6,1.4,4,1.1,0,2.9,1384,25,10.7,1.1,16.3,0.8,115,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,239,0,7,0,6,0,4.5,0,4.9
GB53D,11,Soil,0,2707,1695,235,8158,196,1331,52,0,78,727,17,112,19,10,2,18,3,2253,33,49,11,0,14,0,7,11.1,1.6,0,3.2,0,3,962,21,13.3,1.1,16.2,0.9,188,3,0,3.4,0,9,0,13,0,14,0,16,0,26,0,29,0,248,0,7,0,6,0,4.3,0,5.1
GB53D,13,Soil,0,2897,1850,240,7994,194,1186,49,0,80,616,16,110,18,0,7,20,3,2657,35,59,12,0,14,0,6,9,1.5,0,3.3,0,2.8,1079,22,11.9,1.1,16.2,0.9,138,2,0,3.2,0,9,0,13,0,13,0,15,0,26,0,28,0,234,0,7,0,6,0,4.8,0,5.2
GB53D,15,Soil,0,2860,1563,228,7216,184,1245,50,0,77,602,15,105,17,0,7,0,8,2308,33,46,11,0,15,0,6,7.1,1.4,0,3.5,0,2.8,1147,23,10.1,1.1,13.4,0.8,125,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,28,0,236,0,6,0,5.9,0,4.3,6.7,1.8
GB53D,17,Soil,0,3119,1317,233,6890,191,1143,52,0,76,672,17,91,19,0,7,0,9,1990,31,40,11,0,15,0,7,8.7,1.6,0,3.5,0,2.9,698,18,6.7,1,13.3,0.8,177,3,0,3.3,0,9,0,13,0,13,0,15,0,26,0,28,0,241,0,7,0,6,0,4.7,0,5.2
GB53D,19,Soil,0,2607,1247,204,6616,167,829,39,0,67,419,12,53,14,0,6,0,7,1777,28,0,28,0,14,0,6,4.9,1.3,0,3.4,0,2.7,857,19,5.3,0.9,12.4,0.7,80.7,1.7,0,2.9,0,9,0,12,0,13,0,14,0,24,0,26,0,217,0,6,0,5.8,0,4.1,5.6,1.7
GB53D,21,Soil,0,2527,1705,207,7475,167,953,39,0,68,491,13,63,14,0,6,0,7,1744,28,0,29,0,14,0,6,6.9,1.4,0,3.2,0,3,1041,21,10.7,1.1,16.2,0.8,100.4,2,0,3.1,0,9,0,12,0,13,0,15,0,25,0,27,0,225,0,7,0,6,0,4.2,0,5.1
GB53D,23,Soil,0,3033,1848,247,6503,180,1408,55,0,83,906,20,146,21,11,3,21,3,2804,37,55,12,0,14,0,7,11,1.6,0,3.4,0,2.8,964,21,7.8,1,16.5,0.8,158,3,0,3.3,0,9,0,12,0,13,0,15,0,25,0,28,0,254,0,7,0,5.7,0,4.9,7,1.8
GB53D,25,Soil,0,2751,1630,215,6577,164,1110,44,0,72,623,15,87,16,0,7,11,3,2451,34,0,34,0,15,0,7,10.7,1.6,0,3.3,0,3,1232,24,9.8,1.1,17.3,0.9,214,3,0,3.5,0,9,0,13,0,14,0,15,0,26,0,29,0,247,0,7,0,5.9,0,4.7,0,5.1
GB53D,27,Soil,0,2489,1052,192,5516,149,1138,44,0,68,691,15,95,17,0,6,0,7,1880,29,0,31,0,15,0,6,8.8,1.5,3.7,1.2,0,2.9,925,21,7.6,1,12.7,0.8,155,3,0,3.3,0,9,0,13,0,13,0,15,0,25,0,28,0,242,0,7,0,6,0,4.2,0,5.2
GB53D,29,Soil,0,2442,1863,202,5698,140,833,35,0,64,470,12,48,13,0,5.4,0,7,1336,24,0,25,0,14,0,6,4.1,1.2,0,3.2,0,2.8,860,20,3.6,0.9,13.1,0.8,128,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,27,0,230,0,6,0,5.7,0,4.4,0,4.9
GB53D,31,Soil,0,2791,1897,234,6976,177,1218,48,0,73,757,17,68,17,0,7,12,3,1854,30,32,10,0,15,0,7,8.1,1.5,0,3.2,0,3,721,19,8.9,1,13.4,0.8,265,4,0,3.5,0,9,0,13,0,14,0,15,0,26,0,29,0,253,0,7,0,5.9,0,4.7,0,5
GB53D,33,Soil,0,3333,1984,286,5415,188,1403,65,0,93,920,23,139,24,0,9,11,3,3073,36,41,11,0,13,0,6,9.5,1.5,0,3.3,0,2.7,1084,20,8.9,1,15.4,0.9,145,3,0,3.4,0,10,0,13,0,14,0,16,0,26,0,29,0,233,0,6,0,5.6,0,4,10.4,1.7
GB53D,35,Soil,,,,,,,,,,,1086,105,,,0,33,0,24,3102,41,55,13,0,15,0,7,11.6,1.7,0,3.5,0,3,820,20,13,1.1,16.2,0.9,252,4,0,3.7,0,9,0,13,0,14,0,16,0,26,0,29,0,270,0,7,0,6,0,4.7,6.4,1.8
GB53D,37,Soil,0,3024,2252,250,5749,163,895,43,119,28,640,16,106,18,0,7,15,3,2551,36,62,12,0,15,0,7,5.7,1.5,0,3.6,0,3.1,885,21,6.8,1,17,0.9,232,4,0,3.7,0,9,0,13,0,14,0,16,0,27,0,30,0,267,0,7,0,7,0,5.2,0,5.4
GB53D,38,Soil,0,2777,1231,226,5737,171,1297,54,0,82,1115,22,133,22,9,3,17,3,2668,37,51,12,0,15,0,7,8.8,1.6,0,3.4,0,3.2,641,18,10.6,1,59.1,1.5,317,4,0,3.7,0,9,0,13,0,13,0,15,0,26,0,29,0,290,0,7,0,6,0,4.7,5.5,1.8
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GB60D,0,Soil,0,2556,1306,196,8543,180,1001,39,0,69,558,13,59,14,0,6,16,3,1810,28,49,10,0,15,0,7,10.3,1.5,0,3.3,0,3,1501,26,8.4,1.1,15.4,0.8,169,3,0,3.1,0,9,0,12,0,13,0,14,0,24,0,27,0,235,0,7,0,6,0,4.4,5.4,1.7
GB60D,1,Soil,0,3165,1777,253,7053,195,1257,55,0,82,908,21,112,21,10,3,11,3,2017,31,42,11,0,14,0,7,9.6,1.6,0,3.5,0,3.2,965,22,10.3,1.1,13.5,0.8,328,5,0,4.1,0,10,0,13,0,14,0,16,0,27,0,30,0,263,0,7,0,6,0,4.8,8.6,1.9
GB60D,3,Soil,0,3176,1554,243,7356,198,1343,56,0,79,1025,22,79,21,14,3,16,3,1898,30,0,31,0,15,0,7,11.2,1.7,0,3.5,0,3.2,780,20,7.5,1,13.6,0.8,286,4,0,3.9,0,10,0,14,0,14,0,16,0,28,0,31,0,266,0,7,0,6,0,4.8,0,5.4
GB60D,5,Soil,0,2619,1624,214,6501,163,1012,42,0,66,543,14,88,16,0,6,0,7,1841,28,0,29,0,14,0,6,5.2,1.3,0,3.2,0,2.8,1432,25,8,1.1,10.4,0.7,81.2,1.7,0,2.9,0,9,0,12,0,12,0,14,0,23,0,26,0,227,0,7,0,6,0,4.5,6.4,1.7
GB60D,7,Soil,0,2682,2186,227,6372,158,1158,44,0,66,618,14,89,16,0,6,0,7,2058,30,0,30,0,14,0,6,7.6,1.4,0,3.1,0,2.7,1446,25,7.7,1,9.3,0.7,53.4,1.4,0,2.8,0,9,0,12,0,12,0,14,0,23,0,25,0,236,0,6,0,6,0,4.2,0,4.9
GB60D,9,Soil,0,2533,2031,208,5965,145,763,34,0,62,413,11,0,37,0,5.4,0,7,1597,26,0,26,0,13,0,6,34,2,0,3.1,0,2.9,847,19,4.5,0.9,10.9,0.7,136,2,0,3.2,0,9,0,13,0,13,0,15,0,25,0,27,0,225,0,7,0,5.7,0,4.2,0,4.9
GB60D,11,Soil,0,2940,2073,246,6711,178,1108,48,0,75,605,16,72,17,0,7,10,3,1932,29,0,30,0,14,0,7,5.9,1.4,0,3.2,0,2.8,1002,21,7.3,1,12.8,0.8,96.6,1.9,0,2.9,0,9,0,12,0,13,0,15,0,24,0,27,0,234,0,6,0,5.8,0,4.2,0,5
