"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)","Averaged 
Sample Runs","Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
Standard Deviation 
(µm)","Skewness
(µm)","Skewness 
Standard Deviation
(µm)","Kurtosis
(µm)","Kurtosis
Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)"
14CCT01-GB53M(A),17-18,Sandy Mud,N=8,39.06,1.21,3.825,0.230,-0.551,0.083,1.575,0.140,4.679,0.044,1.933,0.084,0.551,0.083,1.575,0.140,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.40,0.24,60.02,0.92,121.45,10.36,47.7,0.8,52.3,0.8,0.3,1.2,0.7,6.4,39.2,23.1,9.4,5.1,3.9,3.5,7.2
14CCT01-GB53M(A),18-19,Sandy Mud,N=7,28.74,4.14,4.703,0.272,-0.524,0.075,1.258,0.280,5.135,0.205,2.231,0.082,0.524,0.075,1.258,0.280,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.04,0.22,50.52,4.96,120.22,21.49,39.0,4.7,61.0,4.7,0.5,1.3,0.7,5.6,30.8,25.6,9.0,6.3,5.3,4.9,9.8
14CCT01-GB53M(A),19-20,Muddy Sand,N=8,51.11,10.21,3.062,0.430,-0.601,0.031,2.087,0.455,4.320,0.292,1.600,0.204,0.601,0.031,2.087,0.455,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.44,2.84,68.57,5.24,115.89,2.62,57.0,6.1,43.0,6.1,0.0,0.0,0.0,7.0,50.0,21.5,6.2,3.6,3.0,2.8,6.0
14CCT01-GB53M(A),20-21,Muddy Sand,N=8,41.47,4.16,3.546,0.202,-0.628,0.003,1.657,0.181,4.599,0.145,1.824,0.082,0.628,0.003,1.657,0.181,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.62,0.64,63.88,3.00,115.57,2.23,51.4,2.9,48.6,2.9,0.0,0.0,0.0,7.0,44.3,22.3,7.6,4.6,3.7,3.4,7.2
14CCT01-GB53M(A),21-22,Muddy Sand,N=8,57.95,3.45,2.896,0.088,-0.578,0.010,2.014,0.133,4.112,0.086,1.533,0.044,0.578,0.010,2.014,0.133,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.06,1.17,74.72,2.24,128.44,2.58,61.4,2.2,38.6,2.2,0.0,0.0,0.0,11.3,50.1,19.0,6.3,3.3,2.6,2.4,5.0
14CCT01-GB53M(A),22-23,Sandy Mud,N=8,40.77,0.30,3.490,0.027,-0.576,0.004,1.515,0.014,4.616,0.011,1.803,0.011,0.576,0.004,1.515,0.014,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.88,0.08,59.87,0.29,116.66,0.70,47.7,0.2,52.3,0.2,0.0,0.0,0.0,7.5,40.2,23.8,9.7,5.1,3.7,3.4,6.7
14CCT01-GB53M(A),23-24,Muddy Sand,N=6,42.31,0.96,4.057,0.318,-0.522,0.060,1.509,0.105,4.563,0.033,2.016,0.107,0.522,0.060,1.509,0.105,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.39,0.15,64.90,1.07,142.59,7.38,51.7,0.7,48.3,0.7,0.8,2.0,0.8,10.6,37.4,19.9,8.9,4.9,3.9,3.6,7.1
14CCT01-GB53M(A),24-25,Muddy Sand,N=7,55.11,1.45,3.414,0.300,-0.510,0.093,1.992,0.133,4.182,0.038,1.766,0.125,0.510,0.093,1.992,0.133,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.73,0.20,74.33,0.94,144.29,14.70,59.9,0.4,40.1,0.4,0.4,1.5,0.8,12.1,45.0,18.6,6.6,3.6,2.9,2.8,5.6
14CCT01-GB53M(A),25-26,Muddy Sand,N=8,50.22,7.05,3.313,0.274,-0.571,0.002,1.764,0.170,4.330,0.204,1.723,0.119,0.571,0.002,1.764,0.170,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.11,1.41,69.20,5.63,130.67,3.84,55.8,4.9,44.2,4.9,0.0,0.0,0.0,12.2,43.6,21.0,7.1,3.9,3.1,3.1,6.1
14CCT01-GB53M(A),26-27,Sandy Mud,N=7,38.37,3.75,3.750,0.145,-0.513,0.027,1.632,0.105,4.711,0.141,1.906,0.055,0.513,0.027,1.632,0.105,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.49,0.45,56.34,3.58,124.48,8.24,44.0,3.5,56.0,3.5,0.3,1.5,0.8,7.2,34.3,27.5,8.9,4.9,4.0,3.8,6.9
14CCT01-GB53M(A),27-28,Sandy Mud,N=7,27.10,0.50,4.418,0.060,-0.552,0.027,1.148,0.056,5.206,0.026,2.143,0.020,0.552,0.027,1.148,0.056,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.09,0.09,47.44,0.45,108.92,3.36,35.7,0.7,64.3,0.7,0.3,0.7,0.3,5.6,28.9,28.2,9.6,6.1,5.7,5.2,9.5
14CCT01-GB53M(A),28-29,Sandy Mud,N=8,42.75,5.24,4.640,0.274,-0.252,0.046,2.165,0.119,4.559,0.178,2.212,0.085,0.252,0.046,2.165,0.119,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Very Leptokurtic,4.12,1.01,55.05,2.16,336.43,45.95,42.5,2.1,57.5,2.1,1.8,5.5,3.8,4.9,26.5,30.0,8.9,4.9,3.8,3.3,6.6
14CCT01-GB53M(A),29-30,Sandy Mud,N=8,43.14,1.33,4.775,0.101,-0.295,0.052,1.970,0.036,4.535,0.044,2.255,0.031,0.295,0.052,1.970,0.036,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Very Leptokurtic,3.59,0.17,58.25,2.17,254.81,87.08,46.0,2.2,54.0,2.2,1.0,5.0,3.7,7.2,29.1,26.5,8.3,4.7,4.0,3.6,6.9
14CCT01-GB53M(A),30-31,Sandy Mud,N=8,42.09,2.22,2.771,0.120,-0.534,0.013,1.995,0.065,4.572,0.076,1.469,0.063,0.534,0.013,1.995,0.065,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.49,1.12,52.36,1.14,92.70,0.54,36.4,1.2,63.6,1.2,0.0,0.0,0.0,2.5,33.9,38.4,10.1,4.2,2.8,2.6,5.5
14CCT01-GB53M(A),31-32,Sandy Mud,N=8,42.50,0.47,2.905,0.019,-0.528,0.003,1.944,0.018,4.556,0.016,1.539,0.010,0.528,0.003,1.944,0.018,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.83,0.08,53.87,0.40,99.53,1.42,39.3,0.6,60.7,0.6,0.0,0.0,0.0,3.9,35.5,35.5,9.5,4.3,3.0,2.7,5.7
14CCT01-GB53M(A),32-33,Sandy Mud,N=8,40.76,0.21,3.091,0.011,-0.475,0.003,1.720,0.010,4.617,0.007,1.628,0.005,0.475,0.003,1.720,0.010,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.40,0.06,51.72,0.36,108.35,0.16,38.7,0.3,61.3,0.3,0.0,0.0,0.0,5.8,32.8,33.7,10.7,4.9,3.5,3.0,5.5
14CCT01-GB53M(A),33-34,Sandy Mud,N=8,38.47,1.55,3.334,0.076,-0.484,0.012,1.609,0.041,4.701,0.058,1.737,0.033,0.484,0.012,1.609,0.041,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.55,0.24,51.38,1.68,112.52,1.67,39.1,1.6,60.9,1.6,0.0,0.1,0.1,6.7,32.1,31.6,10.7,5.3,4.0,3.3,5.9
14CCT01-GB53M(A),34-35,Muddy Sand,N=8,49.87,1.69,3.954,0.044,-0.292,0.039,2.065,0.077,4.326,0.049,1.983,0.016,0.292,0.039,2.065,0.077,Very Coarse Silt,Poorly Sorted,Fine Skewed,Very Leptokurtic,5.73,0.47,62.84,0.38,166.89,14.70,50.3,0.3,49.7,0.3,1.6,3.9,2.1,7.7,34.9,25.2,8.8,4.2,3.3,2.9,5.4
14CCT01-GB53M(A),35-36,Muddy Sand,N=8,58.83,0.38,3.192,0.407,-0.417,0.112,2.040,0.157,4.087,0.009,1.663,0.185,0.417,0.112,2.040,0.157,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.78,0.62,72.29,0.16,158.84,30.37,58.4,0.5,41.6,0.5,0.6,2.6,1.8,9.5,43.8,21.5,7.1,3.5,2.6,2.3,4.5
14CCT01-GB53M(A),36-37,Sandy Mud,N=8,45.54,4.09,4.838,0.044,-0.301,0.033,1.851,0.038,4.463,0.130,2.274,0.013,0.301,0.033,1.851,0.038,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.75,0.41,61.40,2.42,293.46,92.43,49.1,1.8,50.9,1.8,1.5,5.3,3.8,8.0,30.5,23.1,8.8,5.0,3.7,3.1,7.1
14CCT01-GB53M(A),37-38,Sandy Mud,N=7,38.59,10.52,4.736,0.384,-0.389,0.137,1.593,0.336,4.755,0.421,2.239,0.118,0.389,0.137,1.593,0.336,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Very Leptokurtic,2.80,0.70,54.72,8.69,272.52,146.78,42.5,8.4,57.5,8.4,1.1,3.4,2.5,7.4,28.0,26.1,9.7,5.2,4.2,3.8,8.5
14CCT01-GB53M(A),38-39,Muddy Sand,N=8,63.02,3.56,2.969,0.135,-0.469,0.078,2.015,0.171,3.990,0.081,1.568,0.064,0.469,0.078,2.015,0.171,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.69,1.18,77.13,2.67,145.90,11.43,62.0,1.9,38.0,1.9,0.2,1.5,0.7,14.1,45.4,19.6,6.1,3.2,2.5,2.3,4.4
14CCT01-GB53M(A),39-40,Muddy Sand,N=8,59.75,0.48,3.205,0.252,-0.461,0.092,2.033,0.096,4.065,0.012,1.676,0.112,0.461,0.092,2.033,0.096,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.30,0.20,74.72,0.27,145.51,10.68,59.9,0.4,40.1,0.4,0.5,1.7,0.6,13.3,43.8,20.3,6.6,3.5,2.5,2.1,5.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14CCT01-GB60D,0-1,Sandy Mud,N=6,33.89,0.93,3.514,0.056,-0.547,0.018,1.223,0.027,4.884,0.040,1.813,0.023,0.547,0.018,1.223,0.027,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.67,0.11,51.38,1.56,105.30,0.57,39.4,1.3,60.6,1.3,0.0,0.0,0.1,5.3,33.9,25.9,12.0,7.1,5.1,4.6,5.8
14CCT01-GB60D,1-2,Sandy Mud,N=6,42.90,8.08,3.126,0.436,-0.539,0.005,1.600,0.373,4.569,0.275,1.630,0.202,0.539,0.005,1.600,0.373,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.99,2.31,58.26,5.86,111.09,0.26,46.5,5.4,53.5,5.4,0.0,0.0,0.1,6.2,40.3,25.7,9.9,5.4,3.9,3.7,4.9
14CCT01-GB60D,2-3,Sandy Mud,N=6,37.76,6.36,3.112,0.245,-0.518,0.011,1.541,0.201,4.748,0.245,1.633,0.114,0.518,0.011,1.541,0.201,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.94,1.24,51.17,6.05,100.20,5.19,37.4,6.4,62.6,6.4,0.0,0.0,0.2,4.7,32.6,31.9,11.6,5.7,4.2,4.0,5.1
14CCT01-GB60D,4-5,Sandy Mud,N=7,28.59,1.67,4.167,0.160,-0.394,0.037,1.168,0.029,5.131,0.084,2.058,0.056,0.394,0.037,1.168,0.029,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.89,0.09,41.72,1.38,128.48,19.92,32.3,2.2,67.7,2.2,0.0,0.3,2.1,7.8,22.1,26.8,14.3,8.0,6.2,5.8,6.8
14CCT01-GB60D,6-7,Sandy Mud,N=6,43.98,4.67,3.382,0.524,-0.506,0.053,1.762,0.106,4.515,0.154,1.740,0.225,0.506,0.053,1.762,0.106,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.97,1.26,60.94,2.61,127.55,15.60,48.6,2.6,51.4,2.6,0.0,1.1,1.5,6.7,39.3,25.9,8.4,4.3,3.7,3.9,5.2
14CCT01-GB60D,8-9,Muddy Sand,N=6,67.86,1.49,2.084,0.028,-0.427,0.006,2.192,0.011,3.882,0.032,1.059,0.019,0.427,0.006,2.192,0.011,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,24.79,0.91,73.42,1.36,118.53,2.14,63.8,1.6,36.2,1.6,0.0,0.0,0.0,7.8,56.0,24.1,4.5,1.8,1.4,1.6,2.8
14CCT01-GB60D,10-11,Sandy Mud,N=9,29.89,2.77,3.688,0.251,-0.527,0.010,1.236,0.084,5.070,0.131,1.879,0.100,0.527,0.010,1.236,0.084,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.08,0.55,45.80,2.34,99.08,2.11,32.8,1.8,67.2,1.8,0.0,0.0,0.5,4.5,27.7,30.5,12.2,7.3,5.4,4.9,6.9
14CCT01-GB60D,12-13,Sandy Mud,N=8,27.34,4.85,3.890,0.176,-0.408,0.070,1.143,0.124,5.217,0.268,1.958,0.065,0.408,0.070,1.143,0.124,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.05,0.50,39.76,8.47,104.48,7.01,30.2,5.6,69.8,5.6,0.0,0.3,1.2,5.4,23.3,26.7,14.9,9.1,6.6,5.8,6.6
14CCT01-GB60D,14-15,Sandy Mud,N=9,29.29,3.69,3.516,0.120,-0.472,0.073,1.538,0.281,5.105,0.186,1.813,0.050,0.472,0.073,1.538,0.281,Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.28,0.55,41.99,2.45,91.55,9.65,25.7,2.5,74.3,2.5,0.0,0.6,1.6,3.1,20.4,37.3,14.3,6.4,4.8,4.8,6.7
14CCT01-GB60D,16-17,Sandy Mud,N=6,9.94,0.58,4.529,0.106,-0.041,0.015,0.733,0.020,6.655,0.084,2.179,0.034,0.041,0.015,0.733,0.020,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,1.36,0.02,10.34,0.75,64.49,4.33,10.8,1.6,89.2,1.6,0.0,0.0,0.0,2.2,8.6,17.3,13.9,12.9,13.4,14.8,16.9
14CCT01-GB60D,18-19,Sandy Mud,N=6,20.55,0.33,4.589,0.109,-0.424,0.028,0.892,0.011,5.605,0.023,2.198,0.034,0.424,0.028,0.892,0.011,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.98,0.03,33.74,0.27,98.06,5.59,25.5,1.0,74.5,1.0,0.0,0.0,0.7,5.7,19.1,26.4,12.6,9.0,8.3,8.3,9.8
14CCT01-GB60D,20-21,Sandy Mud,N=6,12.18,0.34,4.702,0.015,-0.099,0.019,0.724,0.024,6.360,0.040,2.233,0.005,0.099,0.019,0.724,0.024,Medium Silt,Very Poorly Sorted,Symmetrical,Platykurtic,1.50,0.01,13.42,0.58,79.49,0.77,16.6,1.1,83.4,1.1,0.0,0.0,0.0,2.8,13.8,17.5,13.0,12.6,12.7,13.1,14.5
14CCT01-GB60D,22-23,Sandy Mud,N=7,22.28,1.77,4.383,0.032,-0.462,0.077,0.841,0.010,5.492,0.116,2.132,0.011,0.462,0.077,0.841,0.010,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,2.13,0.06,36.43,5.80,98.93,1.77,31.1,3.3,68.9,3.3,0.0,0.0,0.1,4.2,26.8,22.1,12.3,9.3,8.2,8.0,9.0
14CCT01-GB60D,24-25,Sandy Mud,N=6,41.36,1.19,3.330,0.085,-0.576,0.000,1.460,0.060,4.596,0.042,1.735,0.037,0.576,0.000,1.460,0.060,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.41,0.27,61.04,0.69,116.19,0.83,48.6,0.6,51.4,0.6,0.0,0.0,0.1,7.3,41.2,23.7,9.0,5.2,4.2,4.1,5.2
14CCT01-GB60D,26-27,Muddy Sand,N=8,49.23,1.49,2.998,0.090,-0.574,0.007,1.653,0.056,4.345,0.044,1.583,0.043,0.574,0.007,1.653,0.056,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.41,0.68,66.87,1.16,119.87,1.86,54.1,1.2,45.9,1.2,0.0,0.0,0.2,7.9,46.0,22.1,8.4,4.4,3.2,3.2,4.6
14CCT01-GB60D,28-29,Sandy Mud,N=9,40.60,5.98,3.459,0.171,-0.540,0.009,1.468,0.126,4.637,0.204,1.789,0.073,0.540,0.009,1.468,0.126,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.12,0.80,58.78,5.54,121.39,8.62,46.2,5.2,53.8,5.2,0.0,0.1,0.3,8.9,37.0,25.6,8.9,5.1,4.2,4.3,5.6
14CCT01-GB60D,30-31,Sandy Mud,N=9,32.73,0.93,3.354,0.041,-0.567,0.007,1.521,0.019,4.934,0.041,1.746,0.018,0.567,0.007,1.521,0.019,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.58,0.17,49.30,0.73,95.53,1.72,34.0,0.9,66.0,0.9,0.0,0.0,0.4,3.5,30.1,35.2,10.1,5.4,4.8,4.7,5.9
14CCT01-GB60D,32-33,Sandy Mud,N=6,33.35,1.62,3.304,0.116,-0.576,0.002,1.563,0.105,4.908,0.070,1.723,0.051,0.576,0.002,1.563,0.105,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.63,0.26,49.92,1.01,94.76,0.17,34.4,0.9,65.6,0.9,0.0,0.0,0.1,3.5,30.8,35.4,9.9,5.2,4.6,4.6,5.9
14CCT01-GB60D,34-35,Sandy Mud,N=6,41.43,4.89,3.051,0.214,-0.525,0.017,1.790,0.166,4.603,0.171,1.606,0.101,0.525,0.017,1.790,0.166,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.89,0.91,55.25,2.94,106.17,2.71,41.7,3.2,58.3,3.2,0.0,0.0,0.1,5.5,36.0,32.7,8.6,4.2,3.8,3.9,5.1
14CCT01-GB60D,36-37,Sandy Mud,N=6,31.77,0.28,3.563,0.030,-0.554,0.001,1.364,0.010,4.976,0.013,1.833,0.012,0.554,0.001,1.364,0.010,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.30,0.07,49.20,0.13,101.24,0.37,36.2,0.1,63.8,0.1,0.0,0.0,0.1,4.5,31.6,31.0,10.9,5.6,5.1,5.1,6.2
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14CCT01-GB60M,0-1,Sandy Mud,N=7,22.36,0.67,4.841,0.058,-0.352,0.008,0.974,0.032,5.484,0.043,2.275,0.017,0.352,0.008,0.974,0.032,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.90,0.06,33.03,1.14,115.46,3.26,30.6,0.5,69.4,0.5,0.3,1.5,1.4,5.5,21.8,20.7,14.1,10.3,7.9,6.2,10.2
14CCT01-GB60M,1-2,Sandy Mud,N=8,25.36,0.20,4.306,0.024,-0.524,0.006,0.975,0.006,5.301,0.011,2.106,0.008,0.524,0.006,0.975,0.006,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.12,0.02,42.02,0.44,101.66,0.37,34.5,0.1,65.5,0.1,0.0,0.0,0.0,4.7,29.8,22.7,12.3,8.7,6.8,5.6,9.4
14CCT01-GB60M,2-3,Sandy Mud,N=8,28.75,0.26,3.776,0.051,-0.552,0.005,1.235,0.022,5.120,0.013,1.917,0.019,0.552,0.005,1.235,0.022,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.71,0.07,45.14,0.23,95.67,0.94,32.5,0.2,67.5,0.2,0.0,0.0,0.0,4.0,28.5,30.0,12.6,7.1,5.3,4.6,7.9
14CCT01-GB60M,3-4,Sandy Mud,N=8,40.91,1.05,3.160,0.024,-0.503,0.060,1.581,0.047,4.612,0.037,1.660,0.011,0.503,0.060,1.581,0.047,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.02,1.37,55.28,0.42,110.58,6.44,42.2,0.2,57.8,0.2,0.2,0.5,0.8,5.4,35.3,29.2,10.8,6.2,3.6,2.8,5.2
14CCT01-GB60M,4-5,Sandy Mud,N=8,37.23,1.70,3.180,0.061,-0.528,0.045,1.538,0.174,4.749,0.066,1.669,0.028,0.528,0.045,1.538,0.174,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.75,0.28,51.12,3.06,100.65,1.46,37.5,2.5,62.5,2.5,0.0,0.0,0.1,4.8,32.6,31.6,11.6,6.4,4.0,3.3,5.7
14CCT01-GB60M,5-6,Sandy Mud,N=8,32.60,3.89,3.540,0.275,-0.551,0.008,1.423,0.148,4.949,0.173,1.819,0.112,0.551,0.008,1.423,0.148,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.33,0.71,48.51,2.73,98.18,2.16,34.8,2.4,65.2,2.4,0.0,0.0,0.1,4.6,30.2,31.6,11.7,6.1,4.5,4.1,7.1
14CCT01-GB60M,6-7,Sandy Mud,N=8,32.10,5.64,3.948,0.188,-0.439,0.115,1.263,0.128,4.984,0.256,1.979,0.069,0.439,0.115,1.263,0.128,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.54,1.30,46.13,1.66,122.32,23.82,35.4,2.5,64.6,2.5,0.0,1.1,1.4,6.1,26.8,26.9,13.6,7.7,4.9,4.3,7.3
14CCT01-GB60M,7-8,Sandy Mud,N=8,39.61,2.77,3.136,0.094,-0.521,0.009,1.468,0.082,4.662,0.101,1.648,0.043,0.521,0.009,1.468,0.082,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,5.76,0.79,53.50,2.28,105.87,3.59,40.6,2.4,59.4,2.4,0.0,0.0,0.1,5.5,35.1,29.3,11.5,6.6,3.7,2.9,5.3
14CCT01-GB60M,8-9,Sandy Mud,N=8,34.18,0.24,3.997,0.388,-0.430,0.069,1.737,0.089,4.871,0.010,1.992,0.141,0.430,0.069,1.737,0.089,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.34,0.11,49.82,0.20,115.82,11.60,36.1,0.7,63.9,0.7,1.1,2.3,1.3,3.8,27.5,32.3,10.6,5.9,4.2,3.8,7.1
14CCT01-GB60M,9-10,Sandy Mud,N=8,34.68,2.81,3.936,0.514,-0.431,0.120,1.681,0.231,4.854,0.117,1.964,0.190,0.431,0.120,1.681,0.231,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.39,0.13,49.10,2.45,138.58,45.49,35.3,3.7,64.7,3.7,0.6,2.0,1.6,4.5,26.6,32.4,11.4,6.0,4.2,3.8,7.0
14CCT01-GB60M,10-11,Sandy Mud,N=7,44.25,1.02,5.509,0.049,-0.246,0.012,1.511,0.013,4.499,0.033,2.462,0.013,0.246,0.012,1.511,0.013,Very Coarse Silt,Very Poorly Sorted,Fine Skewed,Very Leptokurtic,3.08,0.08,57.35,0.45,362.56,15.58,46.3,0.3,53.7,0.3,0.1,6.3,6.5,9.3,24.1,22.5,9.8,5.6,4.4,4.0,7.4
14CCT01-GB60M,11-12,Sandy Mud,N=8,23.91,2.09,5.297,0.108,-0.330,0.042,1.300,0.199,5.392,0.126,2.405,0.029,0.330,0.042,1.300,0.199,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,1.92,0.19,37.64,1.89,164.28,40.65,27.7,0.7,72.3,0.7,0.7,3.3,2.9,4.6,16.1,28.6,13.4,8.0,6.4,5.6,10.3
14CCT01-GB60M,12-13,Sandy Mud,N=8,24.95,0.52,3.789,0.031,-0.564,0.014,1.233,0.024,5.325,0.030,1.922,0.012,0.564,0.014,1.233,0.024,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.26,0.03,40.13,1.00,83.60,1.26,24.2,1.0,75.8,1.0,0.1,0.1,0.1,2.6,21.4,35.7,13.6,7.4,5.4,4.8,8.9
14CCT01-GB60M,13-14,Sandy Mud,N=8,18.47,0.62,4.662,0.432,-0.397,0.059,1.021,0.087,5.760,0.048,2.215,0.130,0.397,0.059,1.021,0.087,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.68,0.02,29.22,1.12,86.18,9.84,19.4,2.0,80.6,2.0,0.3,1.3,0.8,3.0,14.0,28.6,15.9,10.2,7.8,6.7,11.4
14CCT01-GB60M,14-15,Sandy Mud,N=7,18.74,0.86,5.922,0.167,-0.231,0.013,1.004,0.045,5.739,0.066,2.566,0.041,0.231,0.013,1.004,0.045,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,1.55,0.07,27.62,1.34,150.80,15.14,25.8,0.7,74.2,0.7,0.1,3.4,2.9,5.1,14.3,21.7,12.6,10.5,9.0,7.9,12.5
14CCT01-GB60M,15-16,Sandy Mud,N=8,26.64,0.80,4.910,0.154,-0.407,0.020,1.224,0.053,5.231,0.044,2.295,0.045,0.407,0.020,1.224,0.053,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.21,0.09,43.95,1.32,139.62,8.50,33.0,0.6,67.0,0.6,0.2,2.4,3.0,5.5,21.9,27.5,10.8,7.8,6.3,5.6,9.0
14CCT01-GB60M,16-17,Sandy Mud,N=8,26.76,0.50,4.213,0.086,-0.556,0.033,1.120,0.025,5.224,0.026,2.075,0.029,0.556,0.033,1.120,0.025,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,2.24,0.05,45.83,0.72,102.42,6.46,33.5,0.7,66.5,0.7,0.0,0.2,0.2,5.2,27.8,29.0,10.3,7.1,5.9,5.3,8.9
