"","site_id","core_id","depth_min","depth_max","mid_point","dry_bulk_density","fraction_organic_matter","fraction_nitrogen","fraction_carbon","carbon_density","TC instead of TOC?","core_date","DBD_measured_or_modeled","OC_measured_or_modeled","CD_measured_or_modeled"
"183","JLB16 SH3-5","M0649",20,21,"0.20500000000000002",0.141,NA,NA,0.28986,"4.0870259999999999E-2","N",NA,"measured","measured","modeled"
"184","JLB16 SH3-5","M0649",21,22,"0.215",0.154,NA,NA,0.29512,"4.5448479999999999E-2","N",NA,"measured","measured","modeled"
"185","JLB16 SH3-5","M0649",22,23,"0.22500000000000001",0.127,NA,NA,0.28706,"3.6456619999999995E-2","N",NA,"measured","measured","modeled"
"186","JLB16 SH3-5","M0649",23,24,"0.23499999999999999",0.169,NA,NA,0.28564,"4.8273160000000002E-2","N",NA,"measured","measured","modeled"
"187","JLB16 SH3-5","M0649",24,25,"0.245",0.164,NA,NA,0.28564,"4.6844960000000005E-2","N",NA,"measured","measured","modeled"
"188","JLB16 SH3-5","M0649",25,26,"0.255",0.124,NA,NA,0.27341,"3.3902839999999997E-2","N",NA,"measured","measured","modeled"
"189","JLB16 SH3-5","M0649",26,27,"0.26500000000000001",0.144,NA,NA,0.29112,"4.1921279999999998E-2","N",NA,"measured","measured","modeled"
"190","JLB16 SH3-5","M0649",27,28,"0.27500000000000002",0.146,NA,NA,0.27062,"3.951052E-2","N",NA,"measured","measured","modeled"
"191","JLB16 SH3-5","M0649",28,29,"0.28500000000000003",0.167,NA,NA,0.25363,"4.2356210000000005E-2","N",NA,"measured","measured","modeled"
"192","JLB16 SH3-5","M0649",29,30,"0.29499999999999998",0.192,NA,NA,0.26283,"5.0463360000000006E-2","N",NA,"measured","measured","modeled"
"193","JLB16 SH3-5","M0649",30,31,"0.30499999999999999",0.153,NA,NA,0.26765,"4.0950449999999999E-2","N",NA,"measured","measured","modeled"
"194","JLB16 SH3-5","M0649",31,32,"0.315",0.157,NA,NA,0.26634,"4.1815380000000006E-2","N",NA,"measured","measured","modeled"
"195","JLB16 SH3-7","M0650",0,1,"5.0000000000000001E-3",0.412,NA,NA,0.17559,"7.2343080000000004E-2","N",NA,"measured","measured","modeled"
"196","JLB16 SH3-7","M0650",1,2,"1.4999999999999999E-2",0.371,NA,NA,0.14803,"5.4919129999999997E-2","N",NA,"measured","measured","modeled"
"197","JLB16 SH3-7","M0650",2,3,"2.5000000000000001E-2",0.265,NA,NA,0.15649,"4.1469850000000003E-2","N",NA,"measured","measured","modeled"
"198","JLB16 SH3-7","M0650",3,4,"3.5000000000000003E-2",0.272,NA,NA,0.15308,"4.1637760000000003E-2","N",NA,"measured","measured","modeled"
"199","JLB16 SH3-7","M0650",4,5,"4.4999999999999998E-2",0.466,NA,NA,0.15856,"7.3888960000000004E-2","N",NA,"measured","measured","modeled"
"200","JLB16 SH3-7","M0650",5,6,"5.5E-2",0.352,NA,NA,0.13082,"4.6048640000000002E-2","N",NA,"measured","measured","modeled"
"201","JLB16 SH3-7","M0650",6,7,"6.5000000000000002E-2",0.403,NA,NA,0.13391,"5.3965730000000003E-2","N",NA,"measured","measured","modeled"
"202","JLB16 SH3-7","M0650",7,8,"7.5000000000000011E-2",0.207,NA,NA,0.18713,"3.8735910000000005E-2","N",NA,"measured","measured","modeled"
"203","JLB16 SH3-7","M0650",8,9,"8.4999999999999992E-2",0.256,NA,NA,0.25049,"6.4125440000000006E-2","N",NA,"measured","measured","modeled"
"204","JLB16 SH3-7","M0650",9,10,"9.5000000000000001E-2",0.182,NA,NA,0.24874,"4.5270679999999994E-2","N",NA,"measured","measured","modeled"
"205","JLB16 SH3-7","M0650",10,11,"0.10500000000000001",0.202,NA,NA,0.28007,"5.6574140000000009E-2","N",NA,"measured","measured","modeled"
"206","JLB16 SH3-7","M0650",11,12,"0.11499999999999999",0.151,NA,NA,0.30303,"4.5757530000000005E-2","N",NA,"measured","measured","modeled"
"207","JLB16 SH3-7","M0650",12,13,"0.125",0.179,NA,NA,0.30606,"5.4784739999999998E-2","N",NA,"measured","measured","modeled"
"208","JLB16 SH3-7","M0650",13,14,"0.13500000000000001",0.117,NA,NA,0.34326,"4.0161420000000003E-2","N",NA,"measured","measured","modeled"
"209","JLB16 SH3-7","M0650",14,15,"0.14500000000000002",0.114,NA,NA,0.30593,"3.4876020000000001E-2","N",NA,"measured","measured","modeled"
"210","JLB16 SH3-7","M0650",15,16,"0.155",0.176,NA,NA,0.32907,"5.7916319999999993E-2","N",NA,"measured","measured","modeled"
"211","JLB16 SH3-7","M0650",16,17,"0.16500000000000001",0.158,NA,NA,0.3292,"5.20136E-2","N",NA,"measured","measured","modeled"
"212","JLB16 SH3-7","M0650",17,18,"0.17499999999999999",0.165,NA,NA,0.3227,"5.3245500000000008E-2","N",NA,"measured","measured","modeled"
"213","JLB16 SH3-7","M0650",18,19,"0.185",0.178,NA,NA,0.28467,"5.0671259999999996E-2","N",NA,"measured","measured","modeled"
"214","JLB16 SH3-7","M0650",19,20,"0.19500000000000001",0.185,NA,NA,0.32609,"6.0326649999999996E-2","N",NA,"measured","measured","modeled"
"215","JLB16 SH3-7","M0650",20,21,"0.20500000000000002",0.164,NA,NA,0.28839,"4.7295959999999998E-2","N",NA,"measured","measured","modeled"
"216","JLB16 SH3-7","M0650",21,22,"0.215",0.152,NA,NA,0.28145,"4.2780399999999996E-2","N",NA,"measured","measured","modeled"
"217","JLB16 SH3-7","M0650",22,23,"0.22500000000000001",0.18,NA,NA,0.29866,"5.3758799999999995E-2","N",NA,"measured","measured","modeled"
"218","JLB16 SH3-7","M0650",23,24,"0.23499999999999999",0.177,NA,NA,0.29596,"5.2384919999999995E-2","N",NA,"measured","measured","modeled"
"219","JLB16 SH3-7","M0650",24,25,"0.245",0.154,NA,NA,0.32975,"5.07815E-2","N",NA,"measured","measured","modeled"
"220","JLB16 SH3-7","M0650",25,26,"0.255",0.167,NA,NA,0.30477,"5.0896589999999998E-2","N",NA,"measured","measured","modeled"
"221","JLB16 SH3-7","M0650",26,27,"0.26500000000000001",0.166,NA,NA,0.27829,"4.6196139999999997E-2","N",NA,"measured","measured","modeled"
"222","JLB16 SH3-7","M0650",27,28,"0.27500000000000002",0.185,NA,NA,0.3317,"6.1364499999999995E-2","N",NA,"measured","measured","modeled"
"223","JLB16 SH3-7","M0650",28,29,"0.28500000000000003",0.182,NA,NA,0.33024,"6.0103680000000007E-2","N",NA,"measured","measured","modeled"
"224","JLB16 SH3-7","M0650",29,30,"0.29499999999999998",0.17,NA,NA,0.27337,"4.6472900000000004E-2","N",NA,"measured","measured","modeled"
"225","JLB16 SH3-8/SH3-9","M0651",0,1,"5.0000000000000001E-3",0.2985,NA,NA,0.144885,"4.3248172499999994E-2","N",NA,"measured","measured","modeled"
"226","JLB16 SH3-8/SH3-9","M0651",1,2,"1.4999999999999999E-2",0.278,NA,NA,0.13967,"3.882826000000001E-2","N",NA,"measured","measured","modeled"
"227","JLB16 SH3-8/SH3-9","M0651",2,3,"2.5000000000000001E-2",0.246,NA,NA,0.190785,"4.6933109999999993E-2","N",NA,"measured","measured","modeled"
"228","JLB16 SH3-8/SH3-9","M0651",3,4,"3.5000000000000003E-2",0.307,NA,NA,0.182675,"5.6081224999999991E-2","N",NA,"measured","measured","modeled"
"229","JLB16 SH3-8/SH3-9","M0651",4,5,"4.4999999999999998E-2",0.251,NA,NA,0.20803,"5.2215530000000003E-2","N",NA,"measured","measured","modeled"
"230","JLB16 SH3-8/SH3-9","M0651",5,6,"5.5E-2",0.165,NA,NA,0.26062,"4.3002299999999986E-2","N",NA,"measured","measured","modeled"
"231","JLB16 SH3-8/SH3-9","M0651",6,7,"6.5000000000000002E-2",0.157,NA,NA,0.28032,"4.4010239999999999E-2","N",NA,"measured","measured","modeled"
"232","JLB16 SH3-8/SH3-9","M0651",7,8,"7.5000000000000011E-2",0.149,NA,NA,0.31628,"4.7125719999999996E-2","N",NA,"measured","measured","modeled"
"233","JLB16 SH3-8/SH3-9","M0651",8,9,"8.4999999999999992E-2",0.159,NA,NA,0.318105,"5.0578695000000007E-2","N",NA,"measured","measured","modeled"
"234","JLB16 SH3-8/SH3-9","M0651",9,10,"9.5000000000000001E-2",0.1615,NA,NA,0.28777,"4.6474854999999995E-2","N",NA,"measured","measured","modeled"
"235","JLB16 SH3-8/SH3-9","M0651",10,11,"0.10500000000000001",0.174,NA,NA,0.281635,"4.9004489999999991E-2","N",NA,"measured","measured","modeled"
"236","JLB16 SH3-8/SH3-9","M0651",11,12,"0.11499999999999999",0.1245,NA,NA,0.29738,"3.7023809999999997E-2","N",NA,"measured","measured","modeled"
"237","JLB16 SH3-8/SH3-9","M0651",12,13,"0.125",0.1765,NA,NA,0.283445,"5.0028042499999995E-2","N",NA,"measured","measured","modeled"
"238","JLB16 SH3-8/SH3-9","M0651",13,14,"0.13500000000000001",0.193,NA,NA,0.300675,"5.8030275000000006E-2","N",NA,"measured","measured","modeled"
"239","JLB16 SH3-8/SH3-9","M0651",14,15,"0.14500000000000002",0.194,NA,NA,0.344425,"6.6818450000000015E-2","N",NA,"measured","measured","modeled"
"240","JLB16 SH3-8/SH3-9","M0651",15,16,"0.155",0.151,NA,NA,0.25931,"3.9155809999999999E-2","N",NA,"measured","measured","modeled"
"241","JLB16 SH3-8/SH3-9","M0651",16,17,"0.16500000000000001",0.144,NA,NA,0.2535,"3.6504000000000002E-2","N",NA,"measured","measured","modeled"
"242","JLB16 SH3-8/SH3-9","M0651",17,18,"0.17499999999999999",0.1385,NA,NA,0.266055,"3.68486175E-2","N",NA,"measured","measured","modeled"
"243","JLB16 SH3-8/SH3-9","M0651",18,19,"0.185",0.1825,NA,NA,0.263805,"4.814441249999999E-2","N",NA,"measured","measured","modeled"
"244","JLB16 SH3-8/SH3-9","M0651",19,20,"0.19500000000000001",0.1705,NA,NA,0.28816,"4.9131279999999999E-2","N",NA,"measured","measured","modeled"
"245","JLB16 SH3-8/SH3-9","M0651",20,21,"0.20500000000000002",0.1695,NA,NA,0.27031,"4.5817544999999994E-2","N",NA,"measured","measured","modeled"
"246","JLB16 SH3-8/SH3-9","M0651",21,22,"0.215",0.1685,NA,NA,0.27677,"4.6635744999999999E-2","N",NA,"measured","measured","modeled"
"247","JLB16 SH3-8/SH3-9","M0651",22,23,"0.22500000000000001",0.173,NA,NA,0.271375,"4.6947874999999993E-2","N",NA,"measured","measured","modeled"
"248","JLB16 SH3-8/SH3-9","M0651",23,24,"0.23499999999999999",0.151,NA,NA,0.278515,"4.2055765000000009E-2","N",NA,"measured","measured","modeled"
"249","JLB16 SH3-8/SH3-9","M0651",24,25,"0.245",0.1755,NA,NA,0.271715,"4.7685982500000001E-2","N",NA,"measured","measured","modeled"
"250","JLB16 SH3-8/SH3-9","M0651",25,26,"0.255",0.133,NA,NA,0.267755,"3.5611415000000007E-2","N",NA,"measured","measured","modeled"
"251","JLB16 SH3-8/SH3-9","M0651",26,27,"0.26500000000000001",0.1505,NA,NA,0.290085,"4.3657792500000007E-2","N",NA,"measured","measured","modeled"
"252","JLB16 SH3-8/SH3-9","M0651",27,28,"0.27500000000000002",0.177,NA,NA,0.250945,"4.4417264999999991E-2","N",NA,"measured","measured","modeled"
"253","JLB16 SH3-8/SH3-9","M0651",28,29,"0.28500000000000003",0.1415,NA,NA,0.241435,"3.4163052499999999E-2","N",NA,"measured","measured","modeled"
"254","JLB16 SH3-8/SH3-9","M0651",29,30,"0.29499999999999998",0.1575,NA,NA,0.258025,"4.06389375E-2","N",NA,"measured","measured","modeled"
"255","CU0040","M1713",20,43,"0.315",1.27,NA,NA,0.0125,"1.6E-2",NA,NA,"measured","measured","modeled"
"256","CU0040","M1713",43,85,"0.64",1.32,NA,NA,0.0076,"0.01",NA,NA,"measured","measured","modeled"
"257","RC99 S1","M0018",0,2,"0.01",0.153721886684401,0.6654,0.007,0.3346,"5.1435343284600442E-2","N","1997","modeled","measured","modeled"
"258","TSB12 HI Mangrove 1","M0199",0,0.959,"4.7949999999999998E-3",1.16514880230267,NA,0.0008609,0.00854,"9.9503707716648328E-3","N","2011","modeled","measured","modeled"
"259","TSB12 HI Mangrove 1","M0199",0.959,2.977,"1.968E-2",1.19489448350781,NA,0.0008169,0.00771,"9.2126364678451842E-3","N","2011","modeled","measured","modeled"
"260","TSB12 HI Mangrove 1","M0199",2.977,4.881,"3.9289999999999999E-2",1.26474154699029,NA,0.0006207,0.00598,"7.5631544510019544E-3","N","2011","modeled","measured","modeled"
"261","TSB12 HI Mangrove 1","M0199",4.881,6.998,"5.9395000000000003E-2",1.31206239231455,NA,0.0005336,0.00495,"6.4947088419570276E-3","N","2011","modeled","measured","modeled"
"262","TSB12 HI Mangrove 1","M0199",6.998,8.752,"7.8750000000000001E-2",1.39326156865666,NA,0.0003709,0.00339,"4.723156717746077E-3","N","2011","modeled","measured","modeled"
"263","TSB12 HI Mangrove 1","M0199",8.752,10.898,"9.8250000000000004E-2",1.36482193721231,NA,0.0004069,0.00391,"5.3364537745001278E-3","N","2011","modeled","measured","modeled"
"264","TSB12 HI Mangrove 1","M0199",10.898,12.979,"0.11938499999999999",1.39046399339444,NA,0.0003829,0.00344,"4.7831961372768782E-3","N","2011","modeled","measured","modeled"
"265","TSB12 HI Mangrove 1","M0199",12.979,14.911,"0.13944999999999999",1.41555807374867,NA,0.0003234,0.003,"4.2466742212460135E-3","N","2011","modeled","measured","modeled"
"266","TSB12 HI Mangrove 1","M0199",14.911,16.935,"0.15922999999999998",1.44419629637244,NA,0.0002788,0.00252,"3.639374666858537E-3","N","2011","modeled","measured","modeled"
"267","TSB12 HI Mangrove 1","M0199",16.935,18.967,"0.17951",1.47102654868857,NA,0.0002628,0.00209,"3.074445486759119E-3","N","2011","modeled","measured","modeled"
"268","TSB12 HI Mangrove 1","M0199",18.967,20.857,"0.19911999999999999",1.46342408392832,NA,0.0002663,0.00221,"3.2341672254815974E-3","N","2011","modeled","measured","modeled"
"269","TSB12 HI Mangrove 1","M0199",20.857,24.863,"0.2286",1.47743123644308,NA,0.0002312,0.00199,"2.9400881605217317E-3","N","2011","modeled","measured","modeled"
"270","TSB12 HI Mangrove 1","M0199",24.863,28.834,"0.26848499999999997",1.51722252330882,NA,0.0001952,0.00139,"2.1089393073992668E-3","N","2011","modeled","measured","modeled"
"271","TSB12 HI Mangrove 1","M0199",28.834,32.854,"0.30843999999999999",1.51381519977594,NA,0.0002028,0.00144,"2.1798938876773531E-3","N","2011","modeled","measured","modeled"
"272","TSB12 HI Mangrove 1","M0199",32.854,36.76,"0.34806999999999999",1.51381519977594,NA,0.0001947,0.00144,"2.1798938876773531E-3","N","2011","modeled","measured","modeled"
"273","TSB12 HI Mangrove 1","M0199",36.76,40.787,"0.387735",1.51313576814,NA,0.0001907,0.00145,"2.1940468638029938E-3","N","2011","modeled","measured","modeled"
"274","TSB12 HI Mangrove 1","M0199",40.787,44.707,"0.42747000000000002",1.5023562951757,NA,0.0001827,0.00161,"2.4187936352328761E-3","N","2011","modeled","measured","modeled"
"275","TSB12 HI Mangrove 1","M0199",44.707,48.884,"0.46795500000000001",1.52685381982115,NA,0.0001597,0.00125,"1.9085672747764337E-3","N","2011","modeled","measured","modeled"
"276","TSB12 HI Mangrove 1","M0199",48.884,50.923,"0.49903500000000001",1.54084822661457,NA,0.0001276,0.00105,"1.6178906379452941E-3","N","2011","modeled","measured","modeled"
"277","TSB12 HI Mangrove 1","M0199",50.923,60.759,"0.55841000000000007",1.54938004853235,NA,0.0001147,0.00093,"1.4409234451350837E-3","N","2011","modeled","measured","modeled"
"278","TSB12 HI Mangrove 2","M0200",0,1,"5.0000000000000001E-3",0.966704233768016,NA,0.001209,0.01649,"1.594095281483458E-2","N","2011","modeled","measured","modeled"
"279","TSB12 HI Mangrove 2","M0200",1,2.9,"1.95E-2",1.07380379896846,NA,0.00084,0.01156,"1.2413171916075341E-2","N","2011","modeled","measured","modeled"
"280","TSB12 HI Mangrove 2","M0200",2.9,5,"3.95E-2",1.08510733865828,NA,0.000814,0.01114,"1.2088095752653204E-2","N","2011","modeled","measured","modeled"
"281","TSB12 HI Mangrove 2","M0200",5,7,"6.0000000000000005E-2",1.21471953471651,NA,0.000565,0.00719,"8.7338334546117335E-3","N","2011","modeled","measured","modeled"
"282","TSB12 HI Mangrove 2","M0200",7,8.8,"7.9000000000000001E-2",1.30392874119934,NA,0.000443,0.00512,"6.6761151549406253E-3","N","2011","modeled","measured","modeled"
"283","TSB12 HI Mangrove 2","M0200",8.8,10.8,"9.8000000000000004E-2",1.07274835394231,NA,0.000671,0.0116,"1.2443880905730776E-2","N","2011","modeled","measured","modeled"
"284","TSB12 HI Mangrove 2","M0200",10.8,13,"0.11899999999999999",1.15493838978325,NA,0.000713,0.00884,"1.0209655365683969E-2","N","2011","modeled","measured","modeled"
"285","TSB12 HI Mangrove 2","M0200",13,14.8,"0.13900000000000001",1.31254497575582,NA,0.000452,0.00494,"6.4839721802337595E-3","N","2011","modeled","measured","modeled"
"286","TSB12 HI Mangrove 2","M0200",14.8,17,"0.159",1.39046399339444,NA,0.000317,0.00344,"4.7831961372768782E-3","N","2011","modeled","measured","modeled"
"287","TSB12 HI Mangrove 2","M0200",17,18.9,"0.17949999999999999",1.44297585810417,NA,0.000245,0.00254,"3.6651586795845934E-3","N","2011","modeled","measured","modeled"
"288","TSB12 HI Mangrove 2","M0200",18.9,20.7,"0.19800000000000001",1.4528070402103,NA,0.00023,0.00238,"3.4576807557005177E-3","N","2011","modeled","measured","modeled"
"289","TSB12 HI Mangrove 2","M0200",20.7,24.9,"0.22799999999999998",1.4528070402103,NA,0.000226,0.00238,"3.4576807557005177E-3","N","2011","modeled","measured","modeled"
"290","TSB12 HI Mangrove 2","M0200",24.9,29,"0.26949999999999996",1.51381519977594,NA,0.000146,0.00144,"2.1798938876773531E-3","N","2011","modeled","measured","modeled"
"291","TSB12 HI Mangrove 2","M0200",29,32.9,"0.3095",1.50302499917924,NA,0.000161,0.0016,"2.4048399986867828E-3","N","2011","modeled","measured","modeled"
"292","TSB12 HI Mangrove 2","M0200",32.9,36.6,"0.34750000000000003",1.47550316935803,NA,0.000169,0.00202,"2.9805164021032187E-3","N","2011","modeled","measured","modeled"
"293","TSB12 HI Mangrove 2","M0200",36.6,40.8,"0.38700000000000001",1.49703051690193,NA,0.000158,0.00169,"2.5299815735642592E-3","N","2011","modeled","measured","modeled"
"294","TSB12 HI Mangrove 2","M0200",40.8,44.8,"0.42799999999999999",1.53032627766142,NA,0.000111,0.0012,"1.8363915331937094E-3","N","2011","modeled","measured","modeled"
"295","TSB12 HI Mangrove 2","M0200",44.8,48.9,"0.46850000000000003",1.50907334794186,NA,0.000147,0.00151,"2.2787007553922134E-3","N","2011","modeled","measured","modeled"
"296","TSB12 HI Mangrove 2","M0200",48.9,50.9,"0.499",1.52685381982115,NA,0.000117,0.00125,"1.9085672747764337E-3","N","2011","modeled","measured","modeled"
"297","TSB12 HI Mangrove 2","M0200",50.9,61,"0.5595",1.5366205275871,NA,0.000143,0.00111,"1.7056487856216764E-3","N","2011","modeled","measured","modeled"
"298","TSB12 HI Mangrove 2","M0200",61,71.2,"0.66100000000000003",1.46342408392832,NA,0.000242,0.00221,"3.2341672254815974E-3","N","2011","modeled","measured","modeled"
"299","TSB12 HI Mangrove 2","M0200",71.2,81,"0.76100000000000001",1.47678791098252,NA,2e-04,0.002,"2.9535758219650337E-3","N","2011","modeled","measured","modeled"
"300","TSB12 MI Mangrove 1","M0201",0,1,"5.0000000000000001E-3",0.698292006116353,NA,0.003068,0.04725,"3.2994297288997665E-2","N","2011","modeled","measured","modeled"
"301","TSB12 MI Mangrove 1","M0201",1,2.8,"1.9E-2",0.68323980730476,NA,0.00333,0.05024,"3.432596791899116E-2","N","2011","modeled","measured","modeled"
"302","TSB12 MI Mangrove 1","M0201",2.8,4.9,"3.85E-2",0.732018004986715,NA,0.002561,0.04105,"3.0049339104704656E-2","N","2011","modeled","measured","modeled"
"303","TSB12 MI Mangrove 1","M0201",4.9,6.9,"5.9000000000000004E-2",0.966526561888366,NA,0.001227,0.0165,"1.5947688271158032E-2","N","2011","modeled","measured","modeled"
"304","TSB12 MI Mangrove 1","M0201",6.9,8.9,"7.9000000000000001E-2",1.02582677728514,NA,0.00103,0.01353,"1.3879436296667902E-2","N","2011","modeled","measured","modeled"
"305","TSB12 MI Mangrove 1","M0201",8.9,10.9,"9.9000000000000005E-2",1.02582677728514,NA,0.001085,0.01353,"1.3879436296667902E-2","N","2011","modeled","measured","modeled"
"306","TSB12 MI Mangrove 1","M0201",10.9,12.9,"0.11899999999999999",1.09203251472733,NA,0.00084,0.01089,"1.1892234085380655E-2","N","2011","modeled","measured","modeled"
"307","TSB12 MI Mangrove 1","M0201",12.9,15,"0.13950000000000001",1.23266471966878,NA,0.000662,0.00674,"8.3081602105675671E-3","N","2011","modeled","measured","modeled"
"308","TSB12 MI Mangrove 1","M0201",15,16.7,"0.1585",1.25095580981598,NA,0.000571,0.0063,"7.8810216018406556E-3","N","2011","modeled","measured","modeled"
"309","TSB12 MI Mangrove 1","M0201",16.7,18.9,"0.17799999999999999",1.36695892855945,NA,0.000367,0.00387,"5.2901310535250698E-3","N","2011","modeled","measured","modeled"
"310","TSB12 MI Mangrove 1","M0201",18.9,20.9,"0.19900000000000001",1.3827029409611,NA,0.000367,0.00358,"4.9500765286407487E-3","N","2011","modeled","measured","modeled"
"311","TSB12 MI Mangrove 1","M0201",20.9,24.9,"0.22899999999999998",1.33727434836549,NA,0.000397,0.00444,"5.9374981067427815E-3","N","2011","modeled","measured","modeled"
"312","TSB12 MI Mangrove 1","M0201",24.9,29,"0.26949999999999996",1.40688170439708,NA,3e-04,0.00315,"4.4316773688507895E-3","N","2011","modeled","measured","modeled"
"313","TSB12 MI Mangrove 1","M0201",29,32.9,"0.3095",1.44848681579025,NA,0.000221,0.00245,"3.5487926986861036E-3","N","2011","modeled","measured","modeled"
"314","TSB12 MI Mangrove 1","M0201",32.9,36.8,"0.34850000000000003",1.47871980012931,NA,0.000203,0.00197,"2.9130780062547458E-3","N","2011","modeled","measured","modeled"
"315","TSB12 MI Mangrove 1","M0201",36.8,40.9,"0.38849999999999996",1.4528070402103,NA,0.000245,0.00238,"3.4576807557005177E-3","N","2011","modeled","measured","modeled"
"316","TSB12 MI Mangrove 1","M0201",40.9,45,"0.42949999999999999",1.4417578210829,NA,0.000183,0.00256,"3.6909000219722253E-3","N","2011","modeled","measured","modeled"
"317","TSB12 MI Mangrove 1","M0201",45,49,"0.47",1.48389966051397,NA,0.000197,0.00189,"2.8045703583714039E-3","N","2011","modeled","measured","modeled"
"318","TSB12 MI Mangrove 1","M0201",49,51,"0.5",1.46784788992029,NA,0.000174,0.00214,"3.141194484429411E-3","N","2011","modeled","measured","modeled"
"319","TSB12 MI Mangrove 1","M0201",51,71.1,"0.61050000000000004",1.48650503238277,NA,0.00018,0.00185,"2.750034309908131E-3","N","2011","modeled","measured","modeled"
"320","TSB12 MI Mangrove 1","M0201",71.1,81.1,"0.76100000000000001",1.47871980012931,NA,0.00018,0.00197,"2.9130780062547458E-3","N","2011","modeled","measured","modeled"
"321","TSB12 MI Mangrove 1","M0201",81.1,91,"0.86050000000000004",1.46153751470941,NA,0.000187,0.00224,"3.2738440329490798E-3","N","2011","modeled","measured","modeled"
"322","TSB12 MI Mangrove 2","M0202",0,1.1,"5.4999999999999997E-3",0.780313039720127,NA,0.002559,0.03347,"2.6117077439432656E-2","N","2011","modeled","measured","modeled"
"323","TSB12 MI Mangrove 2","M0202",1.1,2.9,"0.02",0.956956059398157,NA,0.001321,0.01705,"1.6316100812738567E-2","N","2011","modeled","measured","modeled"
"324","TSB12 MI Mangrove 2","M0202",2.9,4.9,"3.9E-2",1.16653128035082,NA,0.000695,0.0085,"9.9155158829819807E-3","N","2011","modeled","measured","modeled"
"325","TSB12 MI Mangrove 2","M0202",4.9,6.9,"5.9000000000000004E-2",1.20202809804832,NA,0.00061,0.00752,"9.0392512973233377E-3","N","2011","modeled","measured","modeled"
"326","TSB12 MI Mangrove 2","M0202",6.9,8.9,"7.9000000000000001E-2",1.25308253687571,NA,0.000562,0.00625,"7.8317658554731776E-3","N","2011","modeled","measured","modeled"
"327","TSB12 MI Mangrove 2","M0202",8.9,11,"9.9500000000000005E-2",1.24296475607618,NA,0.00056,0.00649,"8.0668412669344311E-3","N","2011","modeled","measured","modeled"
"328","TSB12 MI Mangrove 2","M0202",11,12.9,"0.1195",1.2803045978971,NA,0.000488,0.00563,"7.2081148861606924E-3","N","2011","modeled","measured","modeled"
"329","TSB12 MI Mangrove 2","M0202",12.9,14.8,"0.13850000000000001",1.35793367938045,NA,0.000336,0.00404,"5.486052064697015E-3","N","2011","modeled","measured","modeled"
"330","TSB12 MI Mangrove 2","M0202",14.8,16.8,"0.158",1.3777692793319,NA,0.000373,0.00367,"5.0564132551480867E-3","N","2011","modeled","measured","modeled"
"331","TSB12 MI Mangrove 2","M0202",16.8,18.9,"0.17849999999999999",1.40860680037451,NA,3e-04,0.00312,"4.3948532171684844E-3","N","2011","modeled","measured","modeled"
"332","TSB12 MI Mangrove 2","M0202",18.9,21,"0.19950000000000001",1.42259157216065,NA,0.000263,0.00288,"4.0970637278226621E-3","N","2011","modeled","measured","modeled"
"333","TSB12 MI Mangrove 2","M0202",21,24.8,"0.22899999999999998",1.42970837630732,NA,0.00027,0.00276,"3.9459951186081995E-3","N","2011","modeled","measured","modeled"
"334","TSB12 MI Mangrove 2","M0202",24.8,28.9,"0.26849999999999996",1.49835799593918,NA,0.000135,0.00167,"2.5022578532184281E-3","N","2011","modeled","measured","modeled"
"335","TSB12 MI Mangrove 2","M0202",28.9,32.8,"0.3085",1.47678791098252,NA,0.00016,0.002,"2.9535758219650337E-3","N","2011","modeled","measured","modeled"
"336","TSB12 MI Mangrove 2","M0202",32.8,37,"0.34899999999999998",1.43209934558745,NA,0.000277,0.00272,"3.8953102199978753E-3","N","2011","modeled","measured","modeled"
"337","TSB12 MI Mangrove 2","M0202",37,40.8,"0.38900000000000001",1.42792130572086,NA,0.000246,0.00279,"3.9839004429612036E-3","N","2011","modeled","measured","modeled"
"338","TSB12 MI Mangrove 2","M0202",40.8,44.9,"0.42849999999999999",1.46784788992029,NA,0.000246,0.00214,"3.141194484429411E-3","N","2011","modeled","measured","modeled"
"339","TSB12 MI Mangrove 2","M0202",44.9,48.8,"0.46850000000000003",1.49108937561014,NA,0.000206,0.00178,"2.6541390885860515E-3","N","2011","modeled","measured","modeled"
"340","TSB12 MI Mangrove 2","M0202",48.8,51,"0.499",1.49108937561014,NA,0.000189,0.00178,"2.6541390885860515E-3","N","2011","modeled","measured","modeled"
"341","DAM16 HA Basin","M0341",22,24,"0.22999999999999998",1.02560269219153,NA,NA,0.01354,"1.3886660452273356E-2","N","2013","modeled","measured","modeled"
"342","DAM16 HA Basin","M0341",28,30,"0.29000000000000004",0.987675926085249,NA,NA,0.01536,"1.5170702224669428E-2","N","2013","modeled","measured","modeled"
"343","DAM16 SC Fringe","M0342",24,26,"0.25",0.392920506298569,NA,NA,0.13531,"5.316607370725944E-2","N","2013","modeled","measured","modeled"
"344","DAM16 SC Dwarf","M0346",0,2,"0.01",0.434407060574555,NA,NA,0.11895,"5.1672719855343316E-2","N","2013","modeled","measured","modeled"
"345","DAM16 SC Dwarf","M0346",2,4,"0.03",0.474736621887748,NA,NA,0.10484,"4.9771387438711512E-2","N","2013","modeled","measured","modeled"
"346","DAM16 SC Dwarf","M0346",4,6,"0.05",0.565935635153685,NA,NA,0.07777,"4.4012814345902075E-2","N","2013","modeled","measured","modeled"
