"","study_id","site_id","core_id","species_code"
"451","Sahu_et_al_2016","Hukitola Bay","M0388",NA
"452","Wang_et_al_2013","Yingluo Bay","M0389","Bruguierra gymnorhiza"
"453","Wang_et_al_2013","Yingluo Bay","M0390","Avicennia corniculatum, Kandelia obovata"
"454","Wang_et_al_2013","Yingluo Bay","M0391","Sonneratia apelata"
"455","Wang_et_al_2013","Yingluo Bay","M0392","Rhizophora stylosa"
"456","Wang_et_al_2013","Yingluo Bay","M0393","Avicennia marina"
"457","Tue_et_al_2014","Ca Mau","M0394",NA
"458","Tue_et_al_2014","Ca Mau","M0395",NA
"459","Tue_et_al_2014","Ca Mau","M0396",NA
"460","Livesley_and_Andrusiak_2012","Mornington Peninsula","M0397",NA
"461","Livesley_and_Andrusiak_2012","Mornington Peninsula","M0398",NA
"462","Livesley_and_Andrusiak_2012","Mornington Peninsula","M0399",NA
"463","Ezcurra_et_al_2016","Magdalena Bay","M0400","Rhizphora mangel"
"464","Ezcurra_et_al_2016","Magdalena Bay","M0401","Avicennia germinans"
"465","Ezcurra_et_al_2016","Magdalena Bay","M0402","Avicennia germinans"
"466","Ezcurra_et_al_2016","Magdalena Bay","M0403","Rhizphora mangel"
"467","Ezcurra_et_al_2016","Magdalena Bay","M0404",NA
"468","Ezcurra_et_al_2016","Balandra","M0405","Avicennia germinans"
"469","Ezcurra_et_al_2016","Balandra","M0406","Avicennia germinans"
"470","Ezcurra_et_al_2016","Balandra","M0407","Rhizphora mangel"
"471","Ezcurra_et_al_2016","Balandra","M0408","Rhizphora mangel"
"472","Ezcurra_et_al_2016","Balandra","M0409","Avicennia germinans"
"473","Ezcurra_et_al_2016","Balandra","M0410","Avicennia germinans"
"474","Ezcurra_et_al_2016","Marismas","M0411","Avicennia germinans"
"475","Ezcurra_et_al_2016","Marismas","M0412","Avicennia germinans"
"476","Ezcurra_et_al_2016","Marismas","M0413","Avicennia germinans"
"477","Ezcurra_et_al_2016","La Encrucijada","M0414","Rhizphora mangel"
"478","Ezcurra_et_al_2016","La Encrucijada","M0415","Rhizphora mangel"
"479","Ezcurra_et_al_2016","La Encrucijada","M0416","Avicennia germinans"
"480","Ezcurra_et_al_2016","La Encrucijada","M0417","Rhizphora mangel"
"481","Ezcurra_et_al_2016","Baja California Sur","M0418",NA
"482","Ezcurra_et_al_2016","Baja California Sur","M0419",NA
"483","Ezcurra_et_al_2016","Baja California Sur","M0420",NA
"484","Ezcurra_et_al_2016","Baja California Sur","M0421",NA
"485","Ezcurra_et_al_2016","Baja California Sur","M0422",NA
"486","Ezcurra_et_al_2016","Baja California Sur","M0423",NA
"487","Ezcurra_et_al_2016","Baja California Sur","M0424",NA
"488","Ezcurra_et_al_2016","Baja California Sur","M0425",NA
"489","Ezcurra_et_al_2016","Baja California Sur","M0426",NA
"490","Ezcurra_et_al_2016","Baja California Sur","M0427",NA
"491","Ezcurra_et_al_2016","Baja California Sur","M0428",NA
"492","Ezcurra_et_al_2016","Baja California Sur","M0429",NA
"493","Ceron-Breton_et_al_2011","Carmen City","M0430",NA
"494","Ceron-Breton_et_al_2011","Carmen City","M0431",NA
"495","Ceron-Breton_et_al_2011","Carmen City","M0432",NA
"496","Ceron-Breton_et_al_2011","Carmen City","M0433",NA
"497","Ceron-Breton_et_al_2011","Carmen City","M0434",NA
"498","Ceron-Breton_et_al_2011","Carmen City","M0435",NA
"499","Bhomia_et_al_2016_India","Odisha","M0436","Kandelia candel"
"500","Bhomia_et_al_2016_India","Odisha","M0437",NA
"501","Bhomia_et_al_2016_India","Odisha","M0438",NA
"502","Bhomia_et_al_2016_India","Odisha","M0439",NA
"503","Bhomia_et_al_2016_India","Odisha","M0440",NA
"504","Bhomia_et_al_2016_India","Odisha","M0441",NA
"505","Howe_et_al_2009","Newcastle","M0442","Avicennia marina"
"506","Howe_et_al_2009","Newcastle","M0443","Avicennia marina"
"507","Thompson_et_al_2014","Panay Island","M0444",NA
"508","Thompson_et_al_2014","Panay Island","M0445",NA
"509","Thompson_et_al_2014","Panay Island","M0446",NA
"510","Thompson_et_al_2014","Panay Island","M0447","Sonneratia alba"
"511","Thompson_et_al_2014","Panay Island","M0448","Sonneratia alba"
"512","Thompson_et_al_2014","Panay Island","M0449","Sonneratia alba"
"513","Zhang_and_Lin_1998","Fujian","M0450","Kandelia candel"
"514","Zhang_and_Lin_1998","Fujian","M0451","Avicennia marina"
"515","He_et_al_2002","Yingluo Bay","M0452","Bruguiera gymnorrhiza"
"516","He_et_al_2002","Yingluo Bay","M0453","Rhizophora stylosa"
"517","He_et_al_2002","Yingluo Bay","M0454","Kandelia candel"
"518","He_et_al_2002","Yingluo Bay","M0455","Aegiceras corniculatum"
"519","He_et_al_2002","Yingluo Bay","M0456","Avicennia marina"
"520","Liu_2005","Techeng Island, Guandong","M0457","Avicennia marina"
"521","Liu_2005","Techeng Island, Guandong","M0458","Avicennia marina, Rhizophora stylosa"
"522","Liu_2005","Huguangzhen, Guangdong","M0459","Avicennia marina,Aegiceras corniculatum"
"523","Liu_2005","Huguangzhen, Guangdong","M0460","Sonneratia apetala"
"524","Liu_2005","Leizhou Peninsula","M0461","Sonneratia apetala"
"525","Liu_2005","Leizhou Peninsula","M0462","Kandela candel"
"526","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0463","Lumnitzera racemose"
"527","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0464","Lumnitzera racemose"
"528","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0465","Lumnitzera racemose"
"529","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0466","Aegiceras corniculatum"
"530","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0467","Aegiceras corniculatum"
"531","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0468","Aegiceras corniculatum"
"532","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0469","Bruguiera sexangula,Ceriops tagal"
"533","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0470","Rhizophora stylosa"
"534","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0471","Kandelia candel"
"535","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0472","Bruguiera sexangula"
"536","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0473","Ceriops tagal"
"537","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0474","Avicennia marina"
"538","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0475","Bruguiera sexangula"
"539","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0476","Acanthus ilicifolius"
"540","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0477","Ceriops tagal"
"541","Liu_et_al_2008","Donghai Harbor Mangrove Reserve, Hainan Province","M0478","Avicennia marina"
"542","Hu_et_al_2010","Shanyutan Wetland, Minjiang River estuary, Fujian Province","M0479","Kandelia candel"
"543","Mao_et_al_2011","Shenzhen Bay, Shenzhen City, Guangdong Province","M0480","Kandelia candel"
"544","Mao_et_al_2011","Shenzhen Bay, Shenzhen City, Guangdong Province","M0481","Kandelia candel"
"545","Mao_et_al_2012","Futian Mangrove Reserve, Shenzhen City, Guangdong Province","M0482","Kandelia candel"
"546","Mao_et_al_2012","Futian Mangrove Reserve, Shenzhen City, Guangdong Province","M0483","Kandelia candel"
"547","Mao_et_al_2012","Futian Mangrove Reserve, Shenzhen City, Guangdong Province","M0484","Kandelia candel"
"548","Xu_et_al_2012","Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)","M0485","Aegiceras corniculatum"
"549","Xu_et_al_2012","Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)","M0486","Bruguiera gymnorrhizal, Kandelia candel"
"550","Xu_et_al_2012","Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)","M0487","Avicennia marina"
"551","Donato_et_al_2012","Airai","M0488",NA
"552","Donato_et_al_2012","Ngkeklau","M0489",NA
"553","Bhomia_et_al_2016_Honduras","Gulf of Fonseca","M0490","Rhizophora mangle"
"554","Bhomia_et_al_2016_Honduras","Gulf of Fonseca","M0491","Rhizophora mangle, Laguncularia racemosa"
"555","Bhomia_et_al_2016_Honduras","Gulf of Fonseca","M0492","Avicennia germinans"
"556","Bhomia_et_al_2016_Honduras","Gulf of Fonseca","M0493","Rhizophora mangle"
"557","Bhomia_et_al_2016_Honduras","Tela","M0494","Rhizophora mangle, Laguncularia racemosa"
"558","Bhomia_et_al_2016_Honduras","Tela","M0495","Laguncularia racemosa"
"559","Bhomia_et_al_2016_Honduras","Tela","M0496","Rhizophora mangle, Laguncularia racemosa, Avicennia germinans"
"560","Bhomia_et_al_2016_Honduras","Tela","M0497","Rhizophora mangle, Laguncularia racemosa"
"561","Bhomia_et_al_2016_Honduras","Tela","M0498","Rhizophora mangle, Laguncularia racemosa"
"562","Bhomia_et_al_2016_Honduras","Roatan","M0499","Rhizophora mangle"
"563","Bhomia_et_al_2016_Honduras","Roatan","M0500","Rhizophora mangle"
"564","Bhomia_et_al_2016_Honduras","Guanaja","M0501","Rhizophora mangle"
"565","Bhomia_et_al_2016_Honduras","Guanaja","M0502","Rhizophora mangle"
"566","Bhomia_et_al_2016_Honduras","Utila","M0503","Rhizophora mangle"
"567","Bhomia_et_al_2016_Honduras","Utila","M0504","Avicennia germinans"
"568","Bhomia_et_al_2016_Honduras","Utila","M0505","Avicennia germinans"
"569","Bhomia_et_al_2016_Honduras","Utila","M0506","Rhizophora mangle"
"570","Bhomia_et_al_2016_Honduras","Utila","M0507","Rhizophora mangle"
"571","Ren_et_al_2008","Leizhou Bay","M0508","Rhizophora stylosa, Kandelia candel"
"572","Ren_et_al_2008","Leizhou Bay","M0509","Avicennia marina, Kandelia candel"
"573","Ren_et_al_2008","Leizhou Bay","M0510","Rhizophora stylosa, Sonneratia apetala"
"574","Ren_et_al_2008","Leizhou Bay","M0511","Avicennia marina, Kandelia candel, Sonneratia apetala"
"575","Ren_et_al_2008","Leizhou Bay","M0512","Kandelia candel, Sonneratia apetala"
"576","Ren_et_al_2008","Leizhou Bay","M0513","Sonneratia apetala"
"577","Bulmer_et_al_2016","Whangateau","M0514","Avicennia marina"
"578","Bulmer_et_al_2016","Bayswater","M0515","Avicennia marina"
"579","Bulmer_et_al_2016","Mangere","M0516","Avicennia marina"
"580","Bulmer_et_al_2016","Whangamata","M0517","Avicennia marina"
"581","Upkong_1997","Creek Town","M0518","Rhizophora racemosa, Rhizophora mangle, Avicennia africana"
"582","Upkong_1997","Creek Town","M0519","Rhizophora racemosa, Rhizophora mangle, Avicennia africana"
"583","Upkong_1997","Creek Town","M0520","Rhizophora racemosa, Rhizophora mangle, Avicennia africana"
"584","Upkong_1997","Creek Town","M0521","Rhizophora racemosa, Rhizophora mangle, Avicennia africana"
"585","Ranjan_2010","Pichavaram","M0522","Avicennia marina, Asparagus officinalis, Rhizophora mucronata"
"586","Ranjan_2010","Pichavaram","M0523","Rhizophora mucronata, Bruguiera cylindrica"
"587","Ranjan_2010","Pichavaram","M0524","Avicennia marina"
"588","Gomes_et_al_2016","Almada River, Ilhus-BA","M0525","Avicennia spp"
"589","Gomes_et_al_2016","Almada River, Ilhus-BA","M0526",NA
"590","Gomes_et_al_2016","Almada River, Ilhus-BA","M0527",NA
"591","Gomes_et_al_2016","Almada River, Ilhus-BA","M0528","Rhizophora mangle, Avicennia spp"
"592","Gomes_et_al_2016","Almada River, Ilhus-BA","M0529","Rhizophora mangle"
"593","Fujimoto_et_al_1999","Pohnpei Island","M0530","Rhizophora apiculata, Bruguiera gymnorrhiza"
"594","Fujimoto_et_al_1999","Pohnpei Island","M0531","Rhizophora apiculata, Bruguiera gymnorrhiza"
"595","Fujimoto_et_al_1999","Pohnpei Island","M0532","Rhizophora apiculata"
"596","Ajonina_et_al_2014","Kpetou Village","M0533","Rhizophora racemosa, Avicennia germinans"
"597","Ajonina_et_al_2014","Djegbadji Village","M0534","Rhizophora racemosa, Avicennia germinans"
"598","Ajonina_et_al_2014","Adounko Vilage","M0535","Rhizophora racemosa, Avicennia germinans"
"599","Ajonina_et_al_2014","Adounko Vilage","M0536","Rhizophora racemosa, Avicennia germinans"
"600","Kelleway_et_al_2016","Towra Point Nature Reserve","M0543","Avicennia marina"
"601","Kelleway_et_al_2016","Towra Point Nature Reserve","M0544","Avicennia marina"
"602","Kelleway_et_al_2016","Towra Point Nature Reserve","M0545","Avicennia marina"
"603","Kelleway_et_al_2016","Towra Point Nature Reserve","M0546","Avicennia marina"
"604","Kelleway_et_al_2016","Towra Point Nature Reserve","M0547","Avicennia marina"
"605","Kelleway_et_al_2016","Towra Point Nature Reserve","M0548","Avicennia marina"
"606","Kelleway_et_al_2016","Towra Point Nature Reserve","M0549","Avicennia marina"
"607","Kelleway_et_al_2016","Towra Point Nature Reserve","M0550","Avicennia marina"
"608","Kelleway_et_al_2016","Towra Point Nature Reserve","M0551","Avicennia marina"
"609","Kelleway_et_al_2016","Towra Point Nature Reserve","M0552","Avicennia marina"
"610","Kelleway_et_al_2016","Towra Point Nature Reserve","M0553","Avicennia marina"
"611","Kelleway_et_al_2016","Towra Point Nature Reserve","M0554","Avicennia marina"
"612","Kelleway_et_al_2016","Georges River National Park","M0555","Avicennia marina"
"613","Kelleway_et_al_2016","Georges River National Park","M0556","Avicennia marina"
"614","Kelleway_et_al_2016","Georges River National Park","M0557","Avicennia marina"
"615","Kelleway_et_al_2016","Georges River National Park","M0558","Avicennia marina"
"616","Kelleway_et_al_2016","Georges River National Park","M0559","Avicennia marina"
"617","Kelleway_et_al_2016","Georges River National Park","M0560","Avicennia marina"
"618","Kelleway_et_al_2016","Georges River National Park","M0561","Avicennia marina"
"619","Kelleway_et_al_2016","Georges River National Park","M0562","Avicennia marina"
"620","Kelleway_et_al_2016","Georges River National Park","M0563","Avicennia marina"
"621","Kelleway_et_al_2016","Georges River National Park","M0564","Avicennia marina"
"622","Kelleway_et_al_2016","Georges River National Park","M0565","Avicennia marina"
"623","Kelleway_et_al_2016","Georges River National Park","M0566","Avicennia marina"
"624","Alongi_et_al_2008","Hurun Bay, Gulf of Lampung, Sumatra","M0627","Avicennia marina"
"625","Alongi_et_al_2008","Hurun Bay, Gulf of Lampung, Sumatra","M0628","Rhizophora stylosa"
"626","Alongi_et_al_2008","Hurun Bay, Gulf of Lampung, Sumatra","M0629","Rhizophora stylosa"
"627","Alongi_et_al_2008","Awerange Bay, Sulawesi","M0630","Sonneratia caseolaris, Sonneratia lanceolata"
"628","Dung_et_al_2016","Khe Vinh Creek, Can Gio","M0631","Avicennia alba"
"629","Dung_et_al_2016","Khe Vinh Creek, Can Gio","M0632","Rhizophora apiculata"
"630","Dung_et_al_2016","Khe Vinh Creek, Can Gio","M0633","Rhizophora apiculata"
"631","Dung_et_al_2016","Khe Vinh Creek, Can Gio","M0634","Rhizophora apiculata"
"632","Phang_et_al_2016","Chek Jawa","M0635","Avicennia officinalis, Rhizophora apiculata"
"633","Andreetta_et_al_2016","Tande, Cacheu","M0636","Avicennia germinans, Rhizophora mangle"
"634","Andreetta_et_al_2016","Blaftchur, Oio","M0637","Avicennia germinans, Rhizophora mangle"
"635","Breithaupt_et_al_2014","Shark River, Everglades National Park, Florida","M0647","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"636","Breithaupt_et_al_2014","Shark River, Everglades National Park, Florida","M0648","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"637","Breithaupt_et_al_2014","Shark River, Everglades National Park, Florida","M0649","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"638","Breithaupt_et_al_2014","Shark River, Everglades National Park, Florida","M0650","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"639","Breithaupt_et_al_2014","Shark River, Everglades National Park, Florida","M0651","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"640","Sanders_et_al_2008","Ilha Grande","M0652",NA
"641","Sanders_et_al_2010_ECSS","Tamandare","M0653",NA
"642","Sanders_et_al_2010_ECSS","Tamandare","M0654",NA
"643","Sanders_et_al_2014","Cubatao","M0655","Rhizophora mangle"
"644","Sanders_et_al_2014","Cubatao","M0656","Rhizophora mangle"
"645","Lang'at_et_al_2014","Gazi Bay","M0657","Rhizophora mucronata"
"646","Pazi_et_al_2016","Awat-Awat Mangrove Forest Reserve, Lawas, Sarawak","M0658","Sonneratia alba, Sonneratia caseolaris"
"647","Pazi_et_al_2016","Awat-Awat Mangrove Forest Reserve, Lawas, Sarawak","M0659","Rhizophora apiculata, Rhisophora mucronata"
"648","Pazi_et_al_2016","Awat-Awat Mangrove Forest Reserve, Lawas, Sarawak","M0660","Lumnitzera littorea, Xylocarpus granatum"
"649","Szczygielski_et_al_2015","Parnaiba Delta","M0661",NA
"650","Yang_et_al_2013","Waitemata Harbour","M0662","Avicennia marina"
"651","Yang_et_al_2013","Waitemata Harbour","M0663","Avicennia marina"
"652","Yang_et_al_2013","Waitemata Harbour","M0664","Avicennia marina"
"653","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0665","Rhizophora mucronata"
"654","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0666","Bruguiera gymnorrhiza"
"655","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0667","Avicennia officinalis"
"656","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0668","Rhizophora mucronata"
"657","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0669","Excoecaria agallocha"
"658","Bouillon_et_al_2004_FEMS","Pambala-Chilaw Lagoon","M0670","Lumnitzera racemosa"
"659","Bouillon_et_al_2004_FEMS","Pichavaram","M0671","Avicennia officinalis"
"660","Bouillon_et_al_2004_FEMS","Pichavaram","M0672",NA
"661","Bouillon_et_al_2004_FEMS","Chunnambar River","M0673","Avicennia officinalis, Rhizophora mucronata"
"662","Mfilinge_et_al_2002","Oura Bay, Okinawa","M0674","Bruguiera gymnorrhiza, Kandelia candel, Rhizophora stylosa"
"663","Mfilinge_et_al_2002","Oura Bay, Okinawa","M0675","Bruguiera gymnorrhiza, Kandelia candel, Rhizophora stylosa"
"664","Kazungu_1996","Gazi Bay","M0676","Rhizophora mucronata"
"665","Kazungu_1996","Gazi Bay","M0677","Ceriops tagal"
"666","Middelburg_et_al_1996","Gazi Bay","M0678","Rhizophora mucronata"
"667","Middelburg_et_al_1996","Gazi Bay","M0679","Rhizophora mucronata"
"668","Middelburg_et_al_1996","Gazi Bay","M0680","Rhizophora mucronata"
"669","Middelburg_et_al_1996","Gazi Bay","M0681","Rhizophora mucronata"
"670","Middelburg_et_al_1996","Gazi Bay","M0682","Ceriops tagal"
"671","Middelburg_et_al_1996","Gazi Bay","M0683","Ceriops tagal"
"672","Middelburg_et_al_1996","Gazi Bay","M0684","Ceriops tagal"
"673","Middelburg_et_al_1996","Gazi Bay","M0685","Avicennia marina"
"674","Middelburg_et_al_1996","Gazi Bay","M0686","Avicennia marina"
"675","Middelburg_et_al_1996","Gazi Bay","M0687","Bruguiera gymnorrhiza"
"676","Middelburg_et_al_1996","Gazi Bay","M0688","Sonneratia alba"
"677","Middelburg_et_al_1996","Gazi Bay","M0689","Sonneratia alba"
"678","Smoak_et_al_2013","Harney River, Everglades National Park, Florida","M0690","Rhizophora mangle, Avicennia germinans, Laguncularia racemosa"
"679","Ferreira_et_al_2007","Guarujá, Sao Paulo","M0691","Rhizophora mangle, Avicennia schaueriana"
"680","Ferreira_et_al_2007","Guarujá, Sao Paulo","M0692","Rhizophora mangle, Avicennia schaueriana"
"681","Ferreira_et_al_2007","Guarujá, Sao Paulo","M0693","Rhizophora mangle, Avicennia schaueriana"
"682","Ferreira_et_al_2007","Guarujá, Sao Paulo","M0694","Rhizophora mangle, Avicennia schaueriana"
"683","Sanders_et_al_2015","Moreton Bay","M0695",NA
"684","Sanders_et_al_2015","Moreton Bay","M0696",NA
"685","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0697",NA
"686","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0698",NA
"687","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0699",NA
"688","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0700",NA
"689","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0701",NA
"690","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0702",NA
"691","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0703",NA
"692","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0704",NA
"693","Ashton_and_Macintosh_2002","Sematan Mangrove Forest, Sarawak","M0705",NA
"694","Giani_et_al_1996","Balandra Bay","M0706","Rhizophora mangle"
"695","Giani_et_al_1996","Balandra Bay","M0707","Avicennia germinans"
"696","Giani_et_al_1996","Balandra Bay","M0708","Rhizophora mangle"
"697","Giani_et_al_1996","Balandra Bay","M0709","Avicennia germinans"
"698","Giani_et_al_1996","Ensenada La Paz","M0710","Avicennia germinans"
"699","Penha-Lopes_et_al_2009","Inhaca Island","M0711","Avicennia marina"
"700","Woodroffe_1985","Tuff Crater","M0712","Avicennia marina"
"701","Woodroffe_1985","Tuff Crater","M0713","Avicennia marina"
"702","Woodroffe_1985","Tuff Crater","M0714","Avicennia marina"
"703","Woodroffe_1985","Tuff Crater","M0715","Avicennia marina"
"704","Woodroffe_1985","Tuff Crater","M0716","Avicennia marina"
"705","Woodroffe_1985","Tuff Crater","M0717","Avicennia marina"
"706","Woodroffe_1985","Tuff Crater","M0718","Avicennia marina"
"707","Woodroffe_1985","Tuff Crater","M0719","Avicennia marina"
"708","Woodroffe_1985","Tuff Crater","M0720","Avicennia marina"
"709","Woodroffe_1985","Tuff Crater","M0721","Avicennia marina"
"710","Woodroffe_1985","Tuff Crater","M0722","Avicennia marina"
"711","Woodroffe_1985","Tuff Crater","M0723","Avicennia marina"
"712","Woodroffe_1985","Tuff Crater","M0724","Avicennia marina"
"713","Woodroffe_1985","Tuff Crater","M0725","Avicennia marina"
"714","Woodroffe_1985","Tuff Crater","M0726","Avicennia marina"
"715","Woodroffe_1985","Tuff Crater","M0727","Avicennia marina"
"716","Woodroffe_1985","Tuff Crater","M0728","Avicennia marina"
"717","Woodroffe_1985","Tuff Crater","M0729","Avicennia marina"
"718","Woodroffe_1985","Tuff Crater","M0730","Avicennia marina"
"719","Woodroffe_1985","Tuff Crater","M0731","Avicennia marina"
"720","Alongi_et_al_2001","Sawi Bay","M0732","Rhizophora apiculata"
"721","Alongi_et_al_2001","Sawi Bay","M0733","Rhizophora apiculata"
"722","Alongi_et_al_2001","Sawi Bay","M0734","Rhizophora apiculata"
"723","Alongi_et_al_2001","Sawi Bay","M0735","Ceriops decanda"
"724","Cifuentes_Unpublished","Térraba-Sierpe","M0736","Rhizophora mangle"
"725","Cifuentes_Unpublished","Térraba-Sierpe","M0737","Rhizophora mangle"
"726","Cifuentes_Unpublished","Térraba-Sierpe","M0738","Peliciera rhizophorae"
"727","Cifuentes_Unpublished","Térraba-Sierpe","M0739","Rhizophora mangle"
"728","Cifuentes_Unpublished","Térraba-Sierpe","M0740","Rhizophora mangle"
"729","Cifuentes_Unpublished","Térraba-Sierpe","M0741","Peliciera rhizophorae"
"730","Cifuentes_Unpublished","Térraba-Sierpe","M0742","Peliciera rhizophorae"
"731","Cifuentes_Unpublished","Térraba-Sierpe","M0743","Peliciera rhizophorae"
"732","Cifuentes_Unpublished","Térraba-Sierpe","M0744","Peliciera rhizophorae"
"733","Cifuentes_Unpublished","Térraba-Sierpe","M0745","Rhizophora mangle"
"734","Cifuentes_Unpublished","Térraba-Sierpe","M0746","Peliciera rhizophorae"
"735","Cifuentes_Unpublished","Térraba-Sierpe","M0747","Rhizophora mangle"
"736","Cifuentes_Unpublished","Térraba-Sierpe","M0748","Peliciera rhizophorae"
"737","Cifuentes_Unpublished","Térraba-Sierpe","M0749","Rhizophora mangle"
"738","Cifuentes_Unpublished","Térraba-Sierpe","M0750","Rhizophora mangle"
"739","Cifuentes_Unpublished","Térraba-Sierpe","M0751","Rhizophora racemosa"
"740","Cifuentes_Unpublished","Térraba-Sierpe","M0752","Peliciera rhizophorae"
"741","Cifuentes_Unpublished","Térraba-Sierpe","M0753","Peliciera rhizophorae"
"742","Cifuentes_Unpublished","Térraba-Sierpe","M0754","Peliciera rhizophorae"
"743","Cifuentes_Unpublished","Térraba-Sierpe","M0755","Peliciera rhizophorae"
"744","Cifuentes_Unpublished","Térraba-Sierpe","M0756","Peliciera rhizophorae"
"745","Cifuentes_Unpublished","Térraba-Sierpe","M0757","Peliciera rhizophorae"
"746","Cifuentes_Unpublished","Térraba-Sierpe","M0758","Peliciera rhizophorae"
"747","Cifuentes_Unpublished","Térraba-Sierpe","M0759","Peliciera rhizophorae"
"748","Cifuentes_Unpublished","Térraba-Sierpe","M0760","Peliciera rhizophorae"
"749","Cifuentes_Unpublished","Térraba-Sierpe","M0761","Rhizophora mangle"
"750","Cifuentes_Unpublished","Térraba-Sierpe","M0762","Peliciera rhizophorae"
"751","Cifuentes_Unpublished","Térraba-Sierpe","M0763","Rhizophora mangle"
"752","Cifuentes_Unpublished","Gulf of Nicoya","M0764","Pelliciera rhizophorae"
"753","Cifuentes_Unpublished","Gulf of Nicoya","M0765","Avicennia germinans"
"754","Cifuentes_Unpublished","Gulf of Nicoya","M0766","Rhizophora mangle"
"755","Cifuentes_Unpublished","Gulf of Nicoya","M0767","Rhizophora mangle"
"756","Cifuentes_Unpublished","Gulf of Nicoya","M0768","Rhizophora mangle"
"757","Cifuentes_Unpublished","Gulf of Nicoya","M0769","Pelliciera rhizophorae"
"758","Cifuentes_Unpublished","Gulf of Nicoya","M0770","Rhizophora mangle"
"759","Cifuentes_Unpublished","Gulf of Nicoya","M0771","Rhizophora mangle"
"760","Cifuentes_Unpublished","Gulf of Nicoya","M0772","Rhizophora mangle"
"761","Cifuentes_Unpublished","Gulf of Nicoya","M0773","Rhizophora mangle"
"762","Cifuentes_Unpublished","Gulf of Nicoya","M0774","Rhizophora mangle"
"763","Cifuentes_Unpublished","Gulf of Nicoya","M0775","Rhizophora mangle"
"764","Cifuentes_Unpublished","Gulf of Nicoya","M0776","Laguncularia racemosa"
"765","Cifuentes_Unpublished","Gulf of Nicoya","M0777","Rhizophora mangle"
"766","Cifuentes_Unpublished","Gulf of Chiriquí","M0778","Rhizophora mangle"
"767","Cifuentes_Unpublished","Gulf of Chiriquí","M0779","Rhizophora mangle"
"768","Cifuentes_Unpublished","Gulf of Chiriquí","M0780","Rhizophora mangle"
"769","Cifuentes_Unpublished","Gulf of Chiriquí","M0781","Rhizophora mangle"
"770","Cifuentes_Unpublished","Gulf of Chiriquí","M0782","Rhizophora mangle"
"771","Cifuentes_Unpublished","Gulf of Chiriquí","M0783","Rhizophora mangle"
"772","Cifuentes_Unpublished","Gulf of Chiriquí","M0784","Rhizophora mangle"
"773","Cifuentes_Unpublished","Gulf of Chiriquí","M0785","Rhizophora mangle"
"774","Cifuentes_Unpublished","Gulf of Chiriquí","M0786","Rhizophora mangle"
"775","Cifuentes_Unpublished","Gulf of Chiriquí","M0787","Rhizophora mangle"
"776","Cifuentes_Unpublished","Gulf of Chiriquí","M0788","Rhizophora mangle"
