study_id,core_id,site_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,CD_reported,Ocstock_reported,carbon_density,fraction_carbon_type,DBD_measured_or_modeled,OC_measured_or_modeled,CD_measured_or_modeled,carbon_profile_notes
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,18,19,0.1825,NA,0.26380499999999996,NA,NA,0.04814441249999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,19,20,0.17049999999999996,NA,0.28816,NA,NA,0.04913128,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,20,21,0.16949999999999998,NA,0.27031,NA,NA,0.045817544999999994,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,21,22,0.16849999999999998,NA,0.27677,NA,NA,0.046635745,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,22,23,0.173,NA,0.271375,NA,NA,0.04694787499999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,23,24,0.15100000000000002,NA,0.278515,NA,NA,0.04205576500000001,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,24,25,0.1755,NA,0.27171500000000004,NA,NA,0.0476859825,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,25,26,0.133,NA,0.267755,NA,NA,0.03561141500000001,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,26,27,0.1505,NA,0.29008500000000004,NA,NA,0.04365779250000001,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,27,28.000000000000004,0.177,NA,0.250945,NA,NA,0.04441726499999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,28.000000000000004,28.999999999999996,0.14150000000000004,NA,0.24143499999999998,NA,NA,0.0341630525,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Breithaupt_et_al_2014,M0651,JLB16 SH3-8/SH3-9,28.999999999999996,30,0.1575,NA,0.258025,NA,NA,0.0406389375,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2008,M0652,CJS08 Ilha Grande,2,3,1.04,NA,0.0191,NA,NA,0.019864,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2008,M0652,CJS08 Ilha Grande,22,24,0.75,NA,0.0635,NA,NA,0.047625,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,0,1,0.698,NA,0.102,NA,NA,0.071196,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,1,2,0.7,NA,0.096,NA,NA,0.0672,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,2,3,0.7,NA,0.09699999999999999,NA,NA,0.06789999999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,3,4,0.698,NA,0.09699999999999999,NA,NA,0.06770599999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,4,5,0.696,NA,0.109,NA,NA,0.075864,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,5,6,0.697,NA,0.10099999999999999,NA,NA,0.07039699999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,6,7.000000000000001,0.694,NA,0.098,NA,NA,0.068012,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,7.000000000000001,8,0.4184400247701818,NA,0.125,NA,NA,0.05230500309627272,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,8,9,0.41332654529517016,NA,0.127,NA,NA,0.052492471252486614,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,9,10,0.697,NA,0.09699999999999999,NA,NA,0.06760899999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,10,12,0.694,NA,0.09699999999999999,NA,NA,0.06731799999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,12,14.000000000000002,0.695,NA,0.094,NA,NA,0.06533,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,14.000000000000002,16,0.69,NA,0.08,NA,NA,0.0552,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,16,18,0.694,NA,0.09699999999999999,NA,NA,0.06731799999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,18,20,0.692,NA,0.08,NA,NA,0.05536,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,20,22,0.694,NA,0.087,NA,NA,0.060377999999999994,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,22,24,0.689,NA,0.08,NA,NA,0.055119999999999995,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,26,28.000000000000004,0.694,NA,0.09699999999999999,NA,NA,0.06731799999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,28.000000000000004,30,0.692,NA,0.11599999999999999,NA,NA,0.08027199999999998,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,30,32,0.4184400247701818,NA,0.125,NA,NA,0.05230500309627272,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,32,34,0.4342719638509212,NA,0.11900000000000001,NA,NA,0.05167836369825963,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0655,CJS14 Ilow,42,44,0.41332654529517016,NA,0.127,NA,NA,0.052492471252486614,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,0,1,0.7,NA,0.114,NA,NA,0.0798,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,1,2,0.701,NA,0.10099999999999999,NA,NA,0.07080099999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,2,3,0.701,NA,0.105,NA,NA,0.07360499999999999,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,3,4,0.4342719638509212,NA,0.11900000000000001,NA,NA,0.05167836369825963,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,7.000000000000001,8,0.697,NA,0.113,NA,NA,0.078761,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,8,9,0.41332654529517016,NA,0.127,NA,NA,0.052492471252486614,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Sanders_et_al_2014,M0656,CJS14 Iup,46,48,0.692,NA,0.113,NA,NA,0.078196,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Lang'at_et_al_2014,M0657,JKSL14 Control,0,100,0.84,NA,0.062,NA,NA,0.052079999999999994,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Pazi_et_al_2016,M0658,AMMP16 Seaward,0,20,0.89268702335074,NA,0.021429999999999998,NA,NA,0.019130282910406356,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0662,JY13 Core 2,30,49.7,0.9931608651141791,NA,0.01508,NA,NA,0.014976865845921821,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0663,JY13 Core 3,62.5,67.60000000000001,0.9917783742722368,NA,0.015149999999999999,NA,NA,0.015025442370224386,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Yang_et_al_2013,M0664,JY13 Core 4,22.6,27.500000000000004,0.9683093035374236,NA,0.016399999999999998,NA,NA,0.015880272578013745,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0684,JJM96 CC,0,5,0.9683093035374236,NA,0.016399999999999998,NA,NA,0.015880272578013745,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Middelburg_et_al_1996,M0687,JJM96 BX,5,20,0.7127774589591364,NA,0.044500000000000005,NA,NA,0.03171859692368157,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Ashton_and_Macintosh_2002,M0698,ECA02 Plot 2,0,5,0.7453543199600352,NA,0.0388,NA,NA,0.028919747614449366,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Ashton_and_Macintosh_2002,M0698,ECA02 Plot 2,30,50,0.7552963440179099,NA,0.037200000000000004,NA,NA,0.02809702399746625,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Ashton_and_Macintosh_2002,M0699,ECA02 Plot 3,30,50,0.6990652252824798,NA,0.0471,NA,NA,0.032925972110804794,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Woodroffe_1985,M0712,CDW85 Core 1,0,1,0.9811739465126633,NA,0.015700000000000002,NA,NA,0.015404430960248816,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Woodroffe_1985,M0723,CDW85 Core 12,0,1,0.9413092247909884,NA,0.018000000000000002,NA,NA,0.016943566046237795,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0732,DMA01 S1,0,2,0.8358436473789599,NA,0.02665,NA,NA,0.02227523320264928,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0732,DMA01 S1,8,10,0.753022856123676,NA,0.037559999999999996,NA,NA,0.02828353847600527,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0732,DMA01 S1,28.000000000000004,30,0.89268702335074,NA,0.021429999999999998,NA,NA,0.019130282910406356,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0732,DMA01 S1,55.00000000000001,60,0.9456471889684515,NA,0.01773,NA,NA,0.016766324660410642,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0732,DMA01 S1,85,90,1.1993853791288716,NA,0.00759,NA,NA,0.009103335027588135,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0733,DMA01 S2,8,10,0.7735264937833836,NA,0.03444,NA,NA,0.02664025244589973,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0733,DMA01 S2,10,12,0.7603000898434807,NA,0.03642,NA,NA,0.02769012927209957,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0733,DMA01 S2,18,20,0.824142189354099,NA,0.02793,NA,NA,0.023018291348659986,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0733,DMA01 S2,36,38,0.9711897768666231,NA,0.01624,NA,NA,0.01577212197631396,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,0,2,0.6606418229712341,NA,0.05497,NA,NA,0.03631548100872874,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,14.000000000000002,16,0.6408507486088906,NA,0.059340000000000004,NA,NA,0.03802808342245157,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,26,28.000000000000004,0.498839990005847,NA,0.0971,NA,NA,0.04843736302956775,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,34,36,0.6546545314739556,NA,0.05627,NA,NA,0.03683741048603948,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,75,80,0.8840321411797103,NA,0.02213,NA,NA,0.01956363128430699,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0734,DMA01 S3,85,90,0.9180842582586938,NA,0.01954,NA,NA,0.017939366406374876,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0735,DMA01 S4,50,55.00000000000001,0.7198743182090451,NA,0.0432,NA,NA,0.03109857054663075,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0735,DMA01 S4,55.00000000000001,60,0.8116121363739521,NA,0.02939,NA,NA,0.023853280688030453,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Alongi_et_al_2001,M0735,DMA01 S4,85,90,0.9118869201570372,NA,0.01998,NA,NA,0.018219500664737605,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,0,15,0.8533878292461398,NA,0.036699999999999997,NA,NA,0.031319333333333324,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,15,30,0.8564328405158855,NA,0.03179,NA,NA,0.027226,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,30,50,0.8673159509202455,NA,0.0326,NA,NA,0.0282745,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,50,70,0.9694685261967586,NA,0.02653,NA,NA,0.025720000000000007,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,70,100,0.9742265267688995,NA,0.024780000000000003,NA,NA,0.024141333333333334,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0958,LTL15 High Terrain,100,120,1.1336086404066077,NA,0.01574,NA,NA,0.017843000000000005,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,0,15,0.5560558307068888,NA,0.04442,NA,NA,0.0247,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,15,30,0.6370926021727884,NA,0.03866,NA,NA,0.02463,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,30,50,0.6289265867212636,NA,0.03419,NA,NA,0.021503,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,50,70,0.7497458703939011,NA,0.03148,NA,NA,0.023602000000000005,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,70,100,0.8695406052688873,NA,0.030619999999999998,NA,NA,0.026625333333333327,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0959,LTL15 Mid Terrain,100,120,0.8726509467667024,NA,0.02799,NA,NA,0.024425500000000003,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,0,15,0.5902770695223526,NA,0.039220000000000005,NA,NA,0.023150666666666667,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,15,30,0.5824055443773752,NA,0.029820000000000003,NA,NA,0.017367333333333332,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,30,50,0.6976216662084136,NA,0.03637,NA,NA,0.025372500000000003,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,50,70,0.8105279034690801,NA,0.03315,NA,NA,0.026869000000000004,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,70,100,0.9142798732495142,NA,0.03261,NA,NA,0.02981466666666666,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Loi_and_Ni_2015,M0960,LTL15 Low Terrain,100,120,0.8772993455046505,NA,0.02903,NA,NA,0.025468000000000005,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0961,GJB04 1,26.5,30.5,0.4413679294361243,NA,0.11639999999999999,NA,NA,0.05137522698636486,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0961,GJB04 1,46.5,50.5,0.4413679294361243,NA,0.11639999999999999,NA,NA,0.05137522698636486,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0962,GJB04 3,2.5,6.5,0.6824524786763584,NA,0.05040000000000001,NA,NA,0.03439560492528847,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0962,GJB04 3,14.499999999999998,18.5,0.6824524786763584,NA,0.05040000000000001,NA,NA,0.03439560492528847,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0962,GJB04 3,26.5,30.5,0.6824524786763584,NA,0.05040000000000001,NA,NA,0.03439560492528847,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0963,GJB04 4,2.5,6.5,0.7478014620090178,NA,0.03840000000000001,NA,NA,0.028715576141146285,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0963,GJB04 4,6.5,10.5,0.7198743182090451,NA,0.0432,NA,NA,0.03109857054663075,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0963,GJB04 4,14.499999999999998,18.5,0.7198743182090451,NA,0.0432,NA,NA,0.03109857054663075,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0963,GJB04 4,18.5,22.5,0.6824524786763584,NA,0.05040000000000001,NA,NA,0.03439560492528847,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2004,M0963,GJB04 4,30.5,34.5,0.6824524786763584,NA,0.05040000000000001,NA,NA,0.03439560492528847,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Kao_et_al_2002,M0966,WYK02 Chu-wei,0,5,1.2638676974185887,NA,0.006,NA,NA,0.007583206184511532,total carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Keuskamp_et_al_2013,M0970,JAK13 Thuwal,0,10,1.15,NA,0.018000000000000002,NA,NA,0.0207,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Keuskamp_et_al_2013,M0971,JAK13 Farazan,0,10,0.5,NA,0.079,NA,NA,0.0395,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2002,M1307,GJB02 584,153.5,157.8,0.6563195388338583,NA,0.05590655,NA,NA,0.03669256111379204,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Brunskill_et_al_2002,M1308,GJB02 582,34.4,38.2,0.7621358684677269,NA,0.03613809,NA,NA,0.027542134606914872,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Zhang_et_al_2012,M1317,JPZ12 Sites 1-2,6,8,0.8312791348420958,NA,0.02714,NA,NA,0.02256091571961448,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Zhang_et_al_2012,M1317,JPZ12 Sites 1-2,8,10,0.8312791348420958,NA,0.02714,NA,NA,0.02256091571961448,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Kristensen_et_al_1992,M1322,EK92 Dry Site,2,3,1.1576341286206406,0.045,0.00876,NA,NA,0.010140874966716812,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Otero_et_al_2009,M1333,XLO09 Laguncularia,0,3,0.8737770964435913,NA,0.023,NA,NA,0.0200968732182026,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Otero_et_al_2009,M1333,XLO09 Laguncularia,10,15,0.8737770964435913,NA,0.023,NA,NA,0.0200968732182026,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Otero_et_al_2009,M1333,XLO09 Laguncularia,20,25,0.9413092247909884,NA,0.018000000000000002,NA,NA,0.016943566046237795,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Otero_et_al_2009,M1333,XLO09 Laguncularia,25,30,1.1496049338121122,NA,0.009000000000000001,NA,NA,0.010346444404309011,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Otero_et_al_2009,M1334,XLO09 Rhizophora,20,25,0.6746718931596771,NA,0.052000000000000005,NA,NA,0.03508293844430321,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1373,DCD11 Y1 Core 1,0,15,0.226857888,NA,0.1165949091,NA,NA,0.026450474829977984,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1373,DCD11 Y1 Core 1,15,30,0.246414602,NA,0.1494272464,NA,NA,0.03682105544961193,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1373,DCD11 Y1 Core 1,30,50,0.203389831,NA,0.1692762689,NA,NA,0.03442907172388156,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1373,DCD11 Y1 Core 1,50,100,0.251629726,NA,0.1499939024,NA,NA,0.03774292456258274,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1374,DCD11 Y1 Core 2,0,15,0.303780965,NA,0.111061747,NA,NA,0.033738444678245855,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1374,DCD11 Y1 Core 2,15,30,0.258148631,NA,0.1344482484,NA,NA,0.03470763126480794,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1374,DCD11 Y1 Core 2,30,50,0.383311604,NA,0.10072408270000001,NA,NA,0.03860870970116565,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1374,DCD11 Y1 Core 2,50,100,0.37809648,NA,0.08915932668,NA,NA,0.033710827576878086,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1375,DCD11 Y1 Core 3,0,15,0.303780965,NA,0.1087374522,NA,NA,0.03303236816095737,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1375,DCD11 Y1 Core 3,15,30,0.323337679,NA,0.112271487,NA,NA,0.036301602024458673,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1375,DCD11 Y1 Core 3,30,50,0.250325945,NA,0.1674782609,NA,NA,0.04192415392674905,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1375,DCD11 Y1 Core 3,50,100,0.367666232,NA,0.1030661327,NA,NA,0.03789393665662098,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1376,DCD11 Y1 Core 4,0,15,0.344198175,NA,0.1093987952,NA,NA,0.037654865655038755,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1376,DCD11 Y1 Core 4,15,30,0.452411995,NA,0.07364450431,NA,NA,0.0333176571156732,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1376,DCD11 Y1 Core 4,30,50,0.368970013,NA,0.1012942238,NA,NA,0.03737453107231091,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1376,DCD11 Y1 Core 4,50,100,0.452411995,NA,0.08305335435,NA,NA,0.03757433373292543,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
Donato_et_al_2011,M1377,DCD11 Y1 Core 5,0,15,0.302477184,NA,0.1289354167,NA,NA,0.039000021761282574,organic carbon,measured,measured,modeled,"uses OC data if reported, otherwise used 0.5*LOI data"
