study_id,site_id,plot_id,year,month,day,latitude,longitude,position_method,max_soil_depth_reporting,habitat,plot_notes,ecosystem_type,protection_status,protection_notes,ecosystem_health,salinity,plant_count,dominant_species,plot_soil_carbon_total,plot_soil_carbon_100cm,plot_plant_carbon,salinity_class,salinity_method,vegetation_class,plot_shape,coordinates_obscured_flag,field_or_manipulation_code,plant_plot_detail_present,soil_core_present
Morrissette_et_al_2023,Big Creek,Big Creek_2_5,2021,9,12,16.51119,-88.424355,handheld,73,mangrove,"medium sized mangroves, epiphytes, less juncus present",riverine,National legislation,NA,healthy,NA,46,Rhizophora mangle,375.5237545,375.5237545,51.50881112,NA,NA,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Big Creek,Big Creek_2_6,2021,9,12,16.511387,-88.424259,handheld,155,mangrove,"medium sized mangroves, epiphytes, less juncus present, more carex and standing water",riverine,National legislation,NA,healthy,NA,75,Rhizophora mangle,861.8362989,589.5378407,65.19900945,NA,NA,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_1,2021,9,14,16.281376,-88.593427,handheld,328,mangrove,"medium red mangroves, swampy, low standing water ~1 in, dense roots, eaten leaves, lots of fallen",riverine,Protected,Payne’s Creek National Park,healthy,3,61,Rhizophora mangle,1099.725695,496.9377418,164.8185435,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_2,2021,9,14,16.281201,-88.593547,handheld,290,mangrove,"mixed red and white, standing water < 1in, very dense roots and canopy, lots of leaf detritus, healthier leaves",riverine,Protected,Payne’s Creek National Park,healthy,5,88,Rhizophora mangle,829.9175434,384.0306574,210.6909885,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_3,2021,9,14,16.280991,-88.593585,handheld,125,mangrove,"mostly red, some white, wet ground <1in, standing water, eaten leaves, dense",riverine,Protected,Payne’s Creek National Park,healthy,5,47,Rhizophora mangle,412.0775613,356.3471752,91.46605418,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_4,2021,9,14,16.280767,-88.593632,handheld,273,mangrove,"mostly red mangrove, dense root system, standing water 1 in, lots of detritus, leaves are healthier, dense canopy, oxygen stress",riverine,Protected,Payne’s Creek National Park,healthy,3,69,Rhizophora mangle,773.8884701,337.3516709,232.9651962,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_5,2021,9,14,16.280585,-88.593779,handheld,156,mangrove,"mostly red, wet ground, lots of detritus, eaten leaves, dense canopy and roots",riverine,Protected,Payne’s Creek National Park,healthy,3,40,Rhizophora mangle,452.921867,326.3780407,75.00555555,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_1_6,2021,9,14,16.280234,-88.593796,handheld,64,mangrove,"dense red mangroves, wet ground, leaf detritus, other species",riverine,Protected,Payne’s Creek National Park,healthy,8,36,Rhizophora mangle,234.8110795,234.8110795,68.39290447,mesohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_1,2021,9,14,16.288337,-88.591185,handheld,110,mangrove,"medium height red mangroves, dense prop roots, one or two black mangroves, difficult to take a core due to thick rots, standing water 2-3cm",riverine,Protected,Payne’s Creek National Park,healthy,2,20,Rhizophora mangle,658.4841008,627.4666141,62.62529443,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_2,2021,9,14,16.288585,-88.591221,handheld,117,mangrove,"mixed red and black, more open canopy, standing water 3 cm, a lot of pneumatophores, not as dense roots",riverine,Protected,Payne’s Creek National Park,healthy,2,28,Rhizophora mangle,687.0477849,633.2585447,64.89328761,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_3,2021,9,14,16.28884,-88.5913,handheld,73,mangrove,"similar to plot 2, medium red with sparse tall black, big dead trees",riverine,Protected,Payne’s Creek National Park,healthy,2,29,Rhizophora mangle,497.7522186,497.7522186,49.60362692,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_4,2021,9,14,16.289035,-88.591352,handheld,79,mangrove,"similar to plot 2, medium red with sparse tall black, big dead trees",riverine,Protected,Payne’s Creek National Park,healthy,4,26,Rhizophora mangle,533.0225402,533.0225402,51.30118968,oligohaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_5,2021,9,14,16.28924,-88.591436,handheld,285,mangrove,"red mangrove (medium), denser than plot 4, fewer black, still standing water, more prop roots",riverine,Protected,Payne’s Creek National Park,healthy,0,36,Rhizophora mangle,1313.199811,677.947181,83.2710519,fresh,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Payne's Creek,Payne's Creek_2_6,2021,9,14,16.289436,-88.591477,handheld,185,mangrove,similar to plot 5 but a little more sparse,riverine,Protected,Payne’s Creek National Park,healthy,0,34,Rhizophora mangle,909.0098204,638.9237604,61.2991493,fresh,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_1,2021,9,15,16.182486,-88.658633,handheld,97.5,mangrove,"dwarf red, 4-6 in standing water, eaten leaves, some dead roots, detritus",caye,Protected,Port Honduras Marine Reserve,healthy,28,69,Rhizophora mangle,272.174478,272.174478,89.40728081,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_2,2021,9,15,16.182618,-88.658878,handheld,96,mangrove,"dwarf red, very dense roots, oxygen stress, wet/muddy ground, lots of detritus eaten leaves (yellow & unhealthy)",caye,Protected,Port Honduras Marine Reserve,healthy,30,59,Rhizophora mangle,305.9795658,305.9795658,69.18207008,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_3,2021,9,15,16.182674,-88.659092,handheld,117,mangrove,"did plot 3 last (accidentally skipped), dwarf red mangrove, 3 in standing water, average height of trees = 3/4 m, leaves are green but eaten, oxygen stress",caye,Protected,Port Honduras Marine Reserve,healthy,26,73,Rhizophora mangle,305.5517566,277.7767206,54.47392539,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_4,2021,9,15,16.182715,-88.659314,handheld,134,mangrove,"taller dwarf red, muddy, swampy, eaten leaves, trees aren't very healthy, lots of detritus, dense",caye,Protected,Port Honduras Marine Reserve,healthy,30,36,Rhizophora mangle,385.1483381,241.8852002,65.59921686,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_5,2021,9,15,16.182778,-88.659524,handheld,57,mangrove,"dwarf red mangroves, 1-2 in standing water, leaf litter, oxygen stress on roots, leaves are being eaten",caye,Protected,Port Honduras Marine Reserve,healthy,30,46,Rhizophora mangle,129.8977931,129.8977931,74.04834531,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_1_6,2021,9,15,16.182853,-88.659754,handheld,84,mangrove,"dwarf red mangroves (dense), oxygen stress on roots, leaf damage, 1 in standing water",caye,Protected,Port Honduras Marine Reserve,healthy,25,74,Rhizophora mangle,232.2600527,232.2600527,59.08358903,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_1,2021,9,15,16.18206,-88.6565,handheld,69,mangrove,"medium dwarf red mangroves, standing water 15cm, trees get smaller away from channel",caye,Protected,Port Honduras Marine Reserve,healthy,31,36,Rhizophora mangle,260.7913907,260.7913907,28.99686913,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_2,2021,9,15,16.182147,-88.656372,handheld,71.5,mangrove,"dwarf red mangroves, standing water 15cm",caye,Protected,Port Honduras Marine Reserve,healthy,32,46,Rhizophora mangle,251.1403906,251.1403906,34.71769148,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_3,2021,9,15,16.18223,-88.65619,handheld,72,mangrove,"dwarf red mangrove, 10cm standing water",caye,Protected,Port Honduras Marine Reserve,healthy,31,44,Rhizophora mangle,202.1208539,202.1208539,47.78443711,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_4,2021,9,15,16.182337,-88.65605,handheld,82,mangrove,"50-60cm tall red dwarf mangroves, 70% cover, very soft ground, standing water 10cm",caye,Protected,Port Honduras Marine Reserve,healthy,31,34,Rhizophora mangle,237.6036267,237.6036267,32.3384326,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_5,2021,9,15,16.182404,-88.65589,handheld,99,mangrove,"dwarf red mangrove, 10cm standing water",caye,Protected,Port Honduras Marine Reserve,healthy,32,44,Rhizophora mangle,265.6120404,265.6120404,37.41175234,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Frenchman Caye,Frenchman Caye_2_6,2021,9,15,16.18248,-88.6557,handheld,79,mangrove,"dwarf red mangrove, 5cm standing water",caye,Protected,Port Honduras Marine Reserve,healthy,30,44,Rhizophora mangle,266.6115187,266.6115187,23.00513848,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_1,2022,3,10,17.28784,-87.81606,handheld,185,mangrove,"dense red mangroves, visible fallen leaves, moist but sturdy ground, no standing water",caye,Protected,Turneffe Atoll Marine Reserve,healthy,39,36,Rhizophora mangle,602.748317,456.830743,85.52424115,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_2,2022,3,10,17.28762,-87.81593,handheld,123,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy",caye,Protected,Turneffe Atoll Marine Reserve,healthy,39,23,Rhizophora mangle,601.4918574,601.4918574,55.96112238,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_3,2022,3,10,17.28742,-87.81583,handheld,169,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy",caye,Protected,Turneffe Atoll Marine Reserve,healthy,29,35,Rhizophora mangle,672.1861404,474.2095133,54.81419538,polyhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_4,2022,3,10,17.28723,-87.8256,handheld,154,mangrove,"less dense, more red and some black mangroves, less detritus, standing water, healthy leaves, 1 white mangrove, solid ground, no smell",caye,Protected,Turneffe Atoll Marine Reserve,healthy,36,37,Rhizophora mangle,611.5228417,410.0655381,50.06780678,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_5,2022,3,10,17.28708,-87.81558,handheld,147,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, short, dense canopy",caye,Protected,Turneffe Atoll Marine Reserve,healthy,39,29,Rhizophora mangle,632.8654116,443.4269529,64.73946986,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_1_6,2022,3,10,17.28686,-87.81546,handheld,131,mangrove,"less dense, more red and some black mangroves, visible leaves fallen, no standing water, healthy leaves, partially open canopy, no smell, some fruit",caye,Protected,Turneffe Atoll Marine Reserve,healthy,41,30,Rhizophora mangle,640.8467289,516.1441395,44.75877936,saline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_1,2022,3,11,17.28646,-87.81233,handheld,145,mangrove,"densely packed red mangrove, standing water, 2m height trees, lots of seedlings",caye,Protected,Turneffe Atoll Marine Reserve,healthy,39,63,Rhizophora mangle,662.7793181,585.8119248,71.73576989,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_2,2022,3,11,17.28622,-87.81233,handheld,153,mangrove,"some black mangrove present, standing water, dense, shorter trees ~1.2m, healthy but with human impact, clearing @ 20m on transect, lots of seedlings",caye,Protected,Turneffe Atoll Marine Reserve,healthy,40,64,Rhizophora mangle,591.702977,467.9345974,57.16551893,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_3,2022,3,11,17.286,-87.81233,handheld,140,mangrove,"some black mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings",caye,Protected,Turneffe Atoll Marine Reserve,healthy,41,27,Rhizophora mangle,597.8423109,512.4627505,46.8811564,saline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_4,2022,3,11,17.28576,-87.81232,handheld,193,mangrove,"some black & white mangrove present, standing water, dense, taller trees ~2.3m, healthy, lots of seedlings",caye,Protected,Turneffe Atoll Marine Reserve,healthy,42,39,Rhizophora mangle,719.7232635,569.5868384,79.90998467,saline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_5,2022,3,11,17.28556,-87.81233,handheld,145,mangrove,"high prop roots, dense red, sparse black, standing water, dead white mangroves present, avg height 2.5m",caye,Protected,Turneffe Atoll Marine Reserve,healthy,35,45,Rhizophora mangle,703.2492003,505.6590135,81.03895387,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Turneffe Atoll,Turneffe Atoll_2_6,2022,3,11,17.28534,-87.8123,handheld,210,mangrove,"less dense, more black mangrove, ~2cm standing water, lots of seedlings, healthy leaves, fruits on trees",caye,Protected,Turneffe Atoll Marine Reserve,healthy,38,68,Rhizophora mangle,895.5343427,588.0469097,97.0722995,mixoeuhaline,measurement,forested,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_1,2021,9,10,16.644835,-88.16455,handheld,80,seagrass,Offshore of mangrove transect at Channel Caye,NA,Protected,South Water Caye Marine Reserve,healthy,33,NA,"Thalassia testudinum, Syringodium filiforme",NA,NA,NA,mixoeuhaline,measurement,seagrass,circular,not obscured,field,TRUE,TRUE
Morrissette_et_al_2023,Channel Caye,Channel Caye_S_2,2021,9,10,16.644791,-88.164332,handheld,58,seagrass,Offshore of mangrove transect at Channel Caye,NA,Protected,South Water Caye Marine Reserve,healthy,33,NA,"Thalassia testudinum, Syringodium filiforme",NA,NA,NA,mixoeuhaline,measurement,seagrass,circular,not obscured,field,TRUE,TRUE
