study_id,site_id,method_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,25,30,0.2804,0.479419,0.252231
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,30,35,0.2375,0.5038969999999999,0.258684
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,35,40,0.205,0.4409,0.219924
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,40,45,0.2218,0.388503,0.178684
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,45,50,0.2207,0.42016,0.19805
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,72,77,0.2825,0.458716,0.23158
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,122,127,0.6668,0.14109,0.050730000000000004
Morrissette_et_al_2023,Payne's Creek,single set of methods,Payne's Creek_2_6_mangrove,172,177,0.7349,0.091654,0.03925
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,0,5,0.1791,0.5622659999999999,0.25452
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,5,10,0.0987,0.533087,0.24368700000000001
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,10,15,0.1045,0.562407,0.261921
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,15,20,0.1545,0.517567,0.23260999999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,20,25,0.1677,0.498521,0.21592
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,25,30,0.1783,0.529073,0.265746
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,30,35,0.1607,0.48003700000000005,0.21670999999999999
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,35,40,0.1763,0.473427,0.22721
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,40,45,0.1251,0.463029,0.463725
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,45,50,0.1683,0.414022,0.19803300000000001
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_1_mangrove,72.5,77.5,0.7594,0.064679,0.02239
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,0,5,0.1236,0.582078,0.27311
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,5,10,0.1317,0.598735,0.205352
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,10,15,0.1866,0.6155360000000001,0.321973
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,15,20,0.1608,0.662711,0.27105
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,20,25,0.1335,0.573371,0.270915
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,25,30,0.1322,0.543542,0.36855699999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,30,35,0.1262,0.500272,0.265382
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,35,40,0.1301,0.5039520000000001,0.229917
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,40,45,0.1142,0.499355,0.222509
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,45,50,0.1412,0.473257,0.307986
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_2_mangrove,72.5,77.5,0.1161,0.487035,0.21561
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,0,5,0.2023,0.60695,0.28321999999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,5,10,0.1727,0.641148,0.309149
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,10,15,0.1216,0.588723,0.28788199999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,15,20,0.1142,0.5991040000000001,0.292281
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,20,25,0.1414,0.60124,0.30391999999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,25,30,0.121,0.569798,0.26845600000000003
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,30,35,0.1125,0.539383,0.255435
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,35,40,0.0932,0.532728,0.23198
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,40,45,0.1202,0.5031260000000001,0.231381
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,45,50,0.1074,0.506978,0.231686
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,72.5,77.5,0.0988,0.462241,0.20031
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_3_mangrove,114,119,0.6294,0.071429,0.02596
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,0,5,0.166,0.891084,0.285
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,5,10,0.1534,0.6747270000000001,0.322531
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,10,15,0.1019,0.680382,0.329844
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,15,20,0.1254,0.66303,0.305052
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,20,25,0.0995,0.609324,0.270198
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,25,30,0.1134,0.55165,0.24158200000000002
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,30,35,0.1355,0.468629,0.212255
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,35,40,0.1364,0.5048279999999999,0.23217400000000002
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,40,45,0.1343,0.488176,0.22223600000000002
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,45,50,0.1657,0.360041,0.159533
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,70,75,0.7837,0.063118,0.01839
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_4_mangrove,122.5,127.5,0.9602,0.062511,0.043883
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,0,5,0.1484,0.543199,0.273901
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,5,10,0.2766,0.47011000000000003,0.225137
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,10,15,0.1355,0.369896,0.17040400000000003
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,15,20,0.132,0.399666,0.19291799999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,20,25,0.3525,0.133506,0.055042999999999995
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,25,30,0.5588,0.086708,0.02924
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,30,35,0.6696,0.073979,0.023232
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,35,40,0.8245,0.070979,0.024171
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,40,45,0.8402,0.061182,0.019257
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_5_mangrove,45,50,0.8241,0.070845,0.025349
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,0,5,0.1289,0.667624,0.326625
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,5,10,0.1264,0.6898909999999999,0.34093
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,10,15,0.1122,0.696208,0.335245
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,15,20,0.0937,0.620616,0.322036
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,20,25,0.0823,0.569226,0.255067
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,25,30,0.0841,0.5599989999999999,0.24816
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,30,35,0.1098,0.535919,0.244934
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,35,40,0.1216,0.567502,0.247489
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,40,45,0.121,0.504463,0.22407
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,45,50,0.17,0.549769,0.260472
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_1_6_mangrove,72.5,77.5,0.4402,0.126005,0.0472
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,0,5,0.1564,0.552447,0.26266
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,5,10,0.171,0.58812,0.30714400000000003
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,10,15,0.1718,0.577588,0.281248
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,15,20,0.1902,0.562181,0.26218199999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,20,25,0.1811,0.540137,0.25295100000000004
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,25,30,0.1677,0.539958,0.245057
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,30,35,0.1727,0.519356,0.24626
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,35,40,0.1686,0.471505,0.211417
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,40,45,0.2079,0.501815,0.23044499999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,45,50,0.1805,0.497028,0.228474
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_1_mangrove,58,63,0.5214,0.11837500000000001,0.03814
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,1,5,0.1009,0.559361,0.26759499999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,5,10,0.1348,0.5941190000000001,0.281313
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,10,15,0.1524,0.582861,0.270379
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,15,20,0.1855,0.5323559999999999,0.24131699999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,20,25,0.178,0.562018,0.260991
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,25,30,0.2075,0.550385,0.258143
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,30,35,0.2117,0.5284409999999999,0.248282
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,35,40,0.2124,0.480294,0.219272
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,40,45,0.1659,0.478786,0.221258
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,45,50,0.1614,0.472153,0.218958
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_2_mangrove,54,59,0.576,0.10502800000000001,0.03456
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,0,5,0.1365,0.5522290000000001,0.259933
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,5,10,0.1248,0.54211,0.24870799999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,10,15,0.1241,0.564985,0.26346
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,15,20,0.0788,0.559196,0.253283
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,20,25,0.0621,0.525968,0.234888
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,25,30,0.1169,0.487716,0.22714099999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,30,35,0.1588,0.538056,0.249614
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,35,40,0.142,0.566602,0.263839
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,40,45,0.1306,0.544438,0.251875
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,45,50,0.1483,0.482248,0.22417600000000001
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_3_mangrove,66,71,0.251,0.23066199999999998,0.09115999999999999
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,0,5,0.1424,0.569501,0.192481
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,5,10,0.0836,0.532071,0.363258
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,10,15,0.0768,0.555792,0.292067
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,15,20,0.1224,0.606901,0.24103000000000002
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,20,25,0.1038,0.6390899999999999,0.32020000000000004
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,25,30,0.1,0.591983,0.353336
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,30,35,0.0993,0.5252060000000001,0.33759999999999996
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,35,40,0.1276,0.48363300000000004,0.242904
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,40,45,0.1559,0.480948,0.20953
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,45,50,0.1509,0.479306,0.201124
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_4_mangrove,72,77,0.13,0.452471,0.20367000000000002
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,0,5,0.123,0.5510240000000001,0.268446
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,5,10,0.1001,0.513814,0.236399
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,10,15,0.1171,0.522124,0.22168
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,15,20,0.1062,0.49193,0.21592199999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,20,25,0.0902,0.470269,0.199129
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,25,30,0.1244,0.487124,0.21570599999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,30,35,0.1543,0.474696,0.21218399999999998
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,35,40,0.174,0.502584,0.231445
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,40,45,0.1618,0.5443330000000001,0.257641
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,45,50,0.1703,0.538064,0.25295
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,72,77,0.0965,0.482048,0.21873
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_5_mangrove,93,98,0.2966,0.19799399999999998,0.085494
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,2,5,0.1211,0.605853,0.304403
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,5,10,0.1466,0.664431,0.332725
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,10,15,0.112,0.64445,0.301336
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,15,20,0.1336,0.659647,0.321063
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,20,25,0.1389,0.5804630000000001,0.27167600000000003
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,25,30,0.1648,0.552588,0.264198
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,30,35,0.1473,0.538855,0.245256
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,35,40,0.1612,0.49212000000000006,0.22055599999999997
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,40,45,0.1806,0.46724400000000005,0.208629
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,45,50,0.1794,0.499589,0.225562
Morrissette_et_al_2023,Frenchman Caye,single set of methods,Frenchman Caye_2_6_mangrove,71,76,0.1333,0.442855,0.19992000000000001
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,0,5,0.1418,0.6905060000000001,0.32526000000000005
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,5,10,0.1394,0.728795,0.35240000000000005
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,10,15,0.182,0.7416630000000001,0.354
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,15,20,0.1789,0.724845,0.34287
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,20,25,0.175,0.739965,0.34966
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,25,30,0.1935,0.754773,0.35865
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,30,35,0.1649,0.7641830000000001,0.35899000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,35,40,0.1699,0.761952,0.34598999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,40,45,0.2084,0.74465,0.32938
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,45,50,0.2043,0.718082,0.29323
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,72.5,77.5,0.1128,0.643532,0.27967
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,122.5,127.5,0.3762,0.108164,0.045250000000000005
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_1_mangrove,172.5,177.5,0.7523,0.059666,0.023090000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,0,5,0.1904,0.6648869999999999,0.26899
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,5,10,0.1582,0.708343,0.33252000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,10,15,0.172,0.725214,0.34828000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,15,20,0.1528,0.706739,0.34053
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,20,25,0.2308,0.728038,0.34587
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,25,30,0.2459,0.790465,0.426
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,30,35,0.2554,0.744118,0.35473
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,35,40,0.1981,0.728433,0.35747999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,40,45,0.1711,0.707663,0.34527
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,45,50,0.2445,0.683566,0.24442
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_2_mangrove,72.5,77.5,0.1309,0.615363,0.2733
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,0,5,0.1389,0.6863330000000001,0.32523
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,5,10,0.1558,0.721974,0.34091
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,10,15,0.1474,0.7074769999999999,0.34167000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,15,20,0.1303,0.656533,0.32280000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,20,25,0.1913,0.7340139999999999,0.36040999999999995
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,25,30,0.1649,0.696551,0.34967
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,30,35,0.1761,0.6819320000000001,0.35442
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,35,40,0.1594,0.687889,0.33103
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,40,45,0.1596,0.646684,0.31262
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,45,50,0.1613,0.6575920000000001,0.32311999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,72.5,77.5,0.1459,0.6244080000000001,0.28362
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,122.5,127.5,0.1293,0.706713,0.26602
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_3_mangrove,157,162,0.7989,0.052975,0.0171
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,0,5,0.1316,0.693819,0.33297
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,5,10,0.1817,0.737595,0.35652
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,10,15,0.1317,0.700333,0.33781
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,15,20,0.1213,0.662075,0.31257
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,20,25,0.1453,0.64693,0.31715
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,25,30,0.1567,0.6659,0.32567999999999997
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,30,35,0.113,0.593021,0.26965
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,35,40,0.1139,0.5784790000000001,0.25713
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,40,45,0.1055,0.617588,0.29416
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,45,50,0.1488,0.607818,0.28968
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,72.5,77.5,0.1393,0.592427,0.2859
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_4_mangrove,122.5,127.5,0.1371,0.570844,0.27207000000000003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,0,5,0.1551,0.690225,0.32671
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,5,10,0.1561,0.695529,0.34072
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,10,15,0.1076,0.6815089999999999,0.31834
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,15,20,0.0848,0.6449079999999999,0.29742
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,20,25,0.0899,0.6390979999999999,0.28614999999999996
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,25,30,0.1209,0.5948599999999999,0.27357
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,30,35,0.1535,0.6275189999999999,0.31517
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,35,40,0.1349,0.597271,0.29684
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,40,45,0.1564,0.605368,0.30416
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,45,50,0.1562,0.613719,0.28998999999999997
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,72.5,77.5,0.1726,0.610792,0.2801
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_5_mangrove,122.5,127.5,0.149,0.549686,0.25431000000000004
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,0,5,0.1211,0.697195,0.34854
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,5,10,0.1436,0.704607,0.33003
Morrissette_et_al_2023,Turneffe Atoll,single set of methods,Turneffe Atoll_1_6_mangrove,10,15,0.1343,0.639156,0.30179
