study_id,site_id,plot_id,transect,subtransect_id,debris_transect_length,debris_diameter,debris_class,habitat
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_3,31,b,5,3.92,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_3,31,b,5,2.86,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_2,31,a,5,5.2,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Zamorancito,El_Zamorancito_31_2,31,a,5,5.31,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,1,a,12,9.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,1,b,5,3.41,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,1,c,12,10.64,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,1,c,5,3.85,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_6,1,d,12,11.41,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,a,12,11.61,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,12,8.9,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,12,8.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,12,26.3,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,12,8.35,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,12,14.95,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,5,3.83,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,b,5,4.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,c,12,11.72,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_5,1,d,12,8.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,a,12,15.21,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,a,5,7.35,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,b,12,8.51,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,b,12,17.1,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,c,12,10.89,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,c,12,10.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,c,5,4.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,d,12,12.2,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,d,12,7.68,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_4,1,d,5,3.15,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,a,12,29.91,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,a,12,11.52,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,a,12,8.39,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,a,5,2.81,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,b,12,8.72,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,b,12,7.9,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,b,12,11.39,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,b,12,12.7,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,b,12,9.29,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,c,12,11.44,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,c,12,9.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,c,12,11.12,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,c,5,6.48,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,d,12,20.12,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_3,1,d,5,4.76,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,a,12,14.54,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,a,12,19.31,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,a,12,14,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,a,5,4.87,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,11.65,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,7.78,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,7.99,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,10.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,5,3.21,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,10.3,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,12.26,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,15.29,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,11.37,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,5,5.81,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,b,12,20.35,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,d,12,10.65,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,d,12,10.58,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,d,12,30.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_2,1,d,12,9.61,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,8.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,13.43,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,11.56,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,10.83,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,9.55,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,8.82,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,7.83,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,9.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,5,4.53,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,a,12,7.73,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,11.36,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,15.29,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,13.8,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,20.9,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,7.85,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,9.77,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,7.93,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,17.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,16.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,5,4.21,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,9.42,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,5,5.23,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,12,12.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,5,4.65,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,5,4.2,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,b,5,5.81,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,9.27,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,10.44,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,6.29,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,40.91,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,36.9,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,11.37,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,9.9,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,15.29,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,11.49,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,13.66,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,10.13,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.73,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,3.86,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,5.1,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,6.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,3.82,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,2.94,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,2.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.22,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,2.11,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,5.13,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,12,8.7,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,3.82,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.51,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,5.76,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,3.11,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,2.81,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,4.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,c,5,2.82,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,15.29,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,15.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,9.14,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,23.59,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,28.61,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,8.8,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,9.89,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,5,4.64,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,20.23,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,8.55,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,8.87,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,8.24,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,10.55,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,5,5.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,12,13.38,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,5,3.28,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,5,2.68,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,Desembocadura_Río_Lempa,Desembocadura_Río_Lempa_1_1,1,d,5,3.96,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,a,5,3.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,b,12,11.24,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,b,5,5.24,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,b,12,9.54,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,5,3.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,5,4.44,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,12,24.37,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,5,5.79,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,12,15.31,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,c,12,14.13,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,d,5,6.76,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,d,12,13.54,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,d,5,5.75,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_6,2,d,5,5.48,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_5,2,a,12,8.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_5,2,a,5,2.89,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_5,2,b,5,3.4,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_5,2,d,5,3.55,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_4,2,a,5,3.21,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_4,2,c,5,3.52,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_4,2,c,5,3.87,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,a,12,8.64,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,a,12,19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,a,5,3.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,a,5,3.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,d,5,4.49,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_3,2,d,5,3.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2,a,5,4.93,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2,b,5,5.6,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2,b,5,5.3,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2,c,5,3.32,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_2,2,c,5,4.31,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,a,5,2.95,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,a,5,2.6,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,b,5,4.44,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,b,5,5.72,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,d,12,8.12,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,La_Curbinera,La_Curbinera_2_1,2,d,5,2.69,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,3,a,12,12.19,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,3,b,5,3.27,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,3,c,5,4.87,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,3,c,5,2.91,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_6,3,d,5,3.49,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_5,3,b,12,10.21,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_5,3,c,12,12.26,sound,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_5,3,c,5,5.14,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,a,5,4.67,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,a,12,9.33,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,a,5,4.65,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,b,5,5.83,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,b,5,6.45,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,b,12,11.64,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,b,5,6.63,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,c,5,5.85,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,c,12,10.26,intermediate,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_4,3,c,5,7.52,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_3,3,a,5,3.5,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_3,3,c,5,3.81,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,a,12,12.72,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,a,5,4.1,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,a,5,2.7,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,4.56,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,3.84,rotten,mangrove
Cifuentes_et_al_2024_ElSalvador,El_Rajado,El_Rajado_3_2,3,c,5,4.3,rotten,mangrove
