"study_id","site_id","plot_id","species","alive_or_dead","plot_radius","decay_class","diameter","diameter_flag","diameter_crown","height","basal_area","basal_density","plant_notes"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,11,"DBH",NA,NA,0.00950331777710912,0.617346938879378,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,15.1,"DBH",NA,12,0.0179078635236252,1.16331632672634,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,18,"DBH",NA,NA,0.0254469004940773,1.65306122476792,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,10,"DBH",NA,NA,0.00785398163397448,0.510204081718494,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,11.1,"DBH",NA,NA,0.00967689077121996,0.628622449085357,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,5.4,"DBH",NA,NA,0.00229022104446696,0.148775510229113,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,11,"DBH",NA,NA,0.00950331777710912,0.617346938879378,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora racemosa","alive",7,NA,8.5,"DBH",NA,NA,0.00567450173054657,0.368622449041612,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,12,"DBH",NA,NA,0.0113097335529233,0.734693877674632,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,8.1,"DBH",NA,NA,0.00515299735005066,0.334744898015504,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,8,"DBH",NA,NA,0.00502654824574367,0.326530612299836,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,9.1,"DBH",NA,NA,0.00650388219109427,0.422500000071085,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,NA,0.00264207942166902,0.171632653090101,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Laguncularia racemosa","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_3","Rhizophora mangle","alive",7,NA,10,"DBH",NA,NA,0.00785398163397448,0.510204081718494,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,9.4,"DBH",NA,NA,0.00693977817177985,0.450816326606462,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,12,"DBH",NA,9,0.0113097335529233,0.734693877674632,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5.6,"DBH",NA,NA,0.0024630086404144,0.16000000002692,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5.3,"DBH",NA,NA,0.00220618344098343,0.143316326554725,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5.1,"DBH",NA,NA,0.00204282062299676,0.13270408165498,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6.8,"DBH",NA,NA,0.0036316811075498,0.235918367386632,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6.3,"DBH",NA,NA,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,8,0.00264207942166902,0.171632653090101,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,15.7,"DBH",NA,12,0.0193592793295837,1.25760204102792,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,6.1,"DBH",NA,NA,0.0029224665660019,0.189846938807452,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",7,NA,8.2,"DBH",NA,NA,0.00528101725068444,0.343061224547515,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,3.6,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,3.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,2.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_4","Rhizophora mangle","alive",2,NA,1.3,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,9.5,"DBH",NA,NA,0.00708821842466197,0.460459183750941,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,10,"DBH",NA,NA,0.00785398163397448,0.510204081718494,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,7.8,"DBH",NA,NA,0.00477836242611008,0.310408163317532,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,12,"DBH",NA,10,0.0113097335529233,0.734693877674632,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,NA,0.00264207942166902,0.171632653090101,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,7.1,"DBH",NA,NA,0.00395919214168654,0.257193877594293,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,9,"DBH",NA,NA,0.00636172512351933,0.41326530619198,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,9.1,"DBH",NA,NA,0.00650388219109427,0.422500000071085,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,6,"DBH",NA,NA,0.00282743338823081,0.183673469418658,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,15.9,"DBH",NA,12,0.0198556509688509,1.28984693899253,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,12,"DBH",NA,NA,0.0113097335529233,0.734693877674632,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,9.5,"DBH",NA,NA,0.00708821842466197,0.460459183750941,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,9.3,"DBH",NA,10,0.00679290871522453,0.441275510278326,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora mangle","alive",7,NA,6.1,"DBH",NA,NA,0.0029224665660019,0.189846938807452,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora racemosa","alive",7,NA,7.1,"DBH",NA,NA,0.00395919214168654,0.257193877594293,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora racemosa","alive",7,NA,8.7,"DBH",NA,NA,0.00594467869875529,0.386173469452728,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora racemosa","alive",7,NA,7.3,"DBH",NA,NA,0.004185386812745,0.271887755147786,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_5","Rhizophora racemosa","alive",2,NA,2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.8,"DBH",NA,NA,0.0036316811075498,0.235918367386632,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.9,"DBH",NA,NA,0.00373928065593525,0.242908163306175,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,17,"DBH",NA,10,0.0226980069221863,1.47448979616645,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.3,"DBH",NA,NA,0.00311724531052447,0.20250000003407,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,5.8,"DBH",NA,NA,0.00264207942166902,0.171632653090101,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,8.5,"DBH",NA,NA,0.00567450173054657,0.368622449041612,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,16,"DBH",NA,10,0.0201061929829747,1.30612244919935,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.4,"DBH",NA,NA,0.00321699087727595,0.208979591871895,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,8,"DBH",NA,NA,0.00502654824574367,0.326530612299836,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,9.2,"DBH",NA,NA,0.006647610054996,0.431836734766534,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,12,"DBH",NA,10,0.0113097335529233,0.734693877674632,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,10.2,"DBH",NA,NA,0.00817128249198705,0.530816326619921,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,10,"DBH",NA,NA,0.00785398163397448,0.510204081718494,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,6.7,"DBH",NA,NA,0.00352565235549115,0.229030612283432,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,8,"DBH",NA,NA,0.00502654824574367,0.326530612299836,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,9,"DBH",NA,NA,0.00636172512351933,0.41326530619198,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",7,NA,16.2,"DBH",NA,NA,0.0206119894002026,1.33897959206202,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora racemosa","alive",2,NA,3.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora mangle","alive",2,NA,4.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","Rhizophora racemosa","alive",2,NA,3.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Avicennia germinans","alive",7,NA,25.8,"DBH",NA,18,0.0522792433483877,3.39612244955098,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,5.9,"DBH",NA,NA,0.00273397100678652,0.177602040846208,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,7,"DBH",NA,NA,0.0038484510006475,0.250000000042062,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Laguncularia racemosa","alive",7,NA,11,"DBH",NA,NA,0.00950331777710912,0.617346938879378,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,19,"DBH",NA,9,0.0283528736986479,1.84183673500376,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","dead",7,3,16,"DBH",NA,7,0.0201061929829747,1.30612244919935,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,9,"DBH",NA,NA,0.00636172512351933,0.41326530619198,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,16.4,"DBH",NA,NA,0.0211240690027378,1.37224489819006,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","dead",7,3,9,"DBH",NA,6,0.00636172512351933,0.41326530619198,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,7.2,"DBH",NA,NA,0.00407150407905237,0.264489795962867,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,5.5,"DBH",NA,NA,0.00237582944427728,0.154336734719844,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,14,"DBH",NA,NA,0.01539380400259,1.00000000016825,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,5.9,"DBH",NA,NA,0.00273397100678652,0.177602040846208,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,9,"DBH",NA,NA,0.00636172512351933,0.41326530619198,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,6.9,"DBH",NA,NA,0.00373928065593525,0.242908163306175,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,7.5,"DBH",NA,NA,0.00441786466911065,0.286989795966653,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Avicennia germinans","alive",7,NA,12.7,"DBH",NA,NA,0.0126676869774374,0.822908163403759,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Avicennia germinans","alive",7,NA,18.3,"DBH",NA,10,0.0263021990940171,1.70862244926706,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Avicennia germinans","alive",7,NA,16,"DBH",NA,NA,0.0201061929829747,1.30612244919935,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","dead",7,3,11.8,"DBH",NA,5,0.0109358840271461,0.710408163384831,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,7.2,"DBH",NA,NA,0.00407150407905237,0.264489795962867,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Laguncularia racemosa","alive",7,NA,16,"DBH",NA,NA,0.0201061929829747,1.30612244919935,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",7,NA,13.9,"DBH",NA,NA,0.0151746779150021,0.985765306288303,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Avicennia germinans","alive",2,NA,3.5,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","Rhizophora mangle","alive",2,NA,1.2,"DBH",NA,NA,NA,NA,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Avicennia germinans","alive",7,NA,12.8,"DBH",NA,8,0.0128679635091038,0.835918367487581,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Avicennia germinans","alive",7,NA,11.4,"DBH",NA,NA,0.0102070345315132,0.663061224601355,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Rhizophora mangle","alive",7,NA,6.5,"DBH",NA,NA,0.00331830724035422,0.215561224526064,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Avicennia germinans","alive",7,NA,7.6,"DBH",NA,NA,0.00453645979178366,0.294693877600602,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Avicennia germinans","alive",7,NA,11,"DBH",NA,8,0.00950331777710912,0.617346938879378,"cut for firewood"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Avicennia germinans","alive",7,NA,8,"DBH",NA,NA,0.00502654824574367,0.326530612299836,NA
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","Rhizophora mangle","alive",7,NA,5,"DBH",NA,NA,0.00196349540849362,0.127551020429624,NA
