"study_id","site_id","core_id","method_id","depth_min","depth_max","dry_bulk_density","fraction_organic_matter","fraction_carbon","depth_interval_notes","delta_c13"
"Anisfeld_et_al_1999","ANF99_HD3_ref","ANF99_HD3_ref","single set of methods",18,20,0.3731707,NA,0.1245571,NA,NA
"Anisfeld_et_al_1999","ANF99_HD3_ref","ANF99_HD3_ref","single set of methods",20,22,0.2073171,NA,0.1287044,NA,NA
"Anisfeld_et_al_1999","ANF99_HD3_ref","ANF99_HD3_ref","single set of methods",22,24,0.2341463,NA,0.1304017,NA,NA
"Anisfeld_et_al_1999","ANF99_HD3_ref","ANF99_HD3_ref","single set of methods",24,26,0.2634146,NA,0.100219,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",0,2,0.3815878,NA,0.1213735,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",2,4,0.5263919,NA,0.0884497,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",4,6,0.5456222,NA,0.0748113,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",6,8,0.6445562,NA,0.0539301,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",8,10,0.7145166,NA,0.0483347,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",10,11,0.6371232,NA,0.056412000000000004,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",11,12,0.7457307,NA,0.045993000000000006,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",12,14.000000000000002,0.6755953,NA,0.0596981,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",14.000000000000002,16,0.648932,NA,0.0806397,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",16,17,0.4918289,NA,0.14340830000000002,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",17,18,0.4434208,NA,0.1482707,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",18,20,0.4940635,NA,0.1281981,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",20,22,0.5930151,NA,0.1113426,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",22,23,0.6122336,NA,0.0944872,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",23,24,0.5203533,NA,0.1266909,NA,NA
"Anisfeld_et_al_1999","ANF99_LT1_restric","ANF99_LT1_restric","single set of methods",24,26,0.5371681,NA,0.1186847,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",0,2,0.2512195,NA,0.09048913,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",2,4,0.404878,NA,0.07581522,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",4,6,0.4365854,NA,0.0611413,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",6,8,0.4390244,NA,0.06684782,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",8,10,0.5219512,NA,0.0701087,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",10,12,0.5121951,NA,0.1043478,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",12,14.000000000000002,0.3707317,NA,0.15081519999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",14.000000000000002,16,0.3682927,NA,0.1451087,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",16,18,0.4341463,NA,0.1353261,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",18,20,0.5219512,NA,0.1255435,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",20,24,0.497561,NA,0.1695652,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",24,26,0.4878049,NA,0.1320652,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",26,28.000000000000004,0.5707317,NA,0.09864129999999999,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",28.000000000000004,32,0.9487805,NA,0.02853261,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",32,34,0.9634146,NA,0.020380440000000003,NA,NA
"Anisfeld_et_al_1999","ANF99_LT2_restric","ANF99_LT2_restric","single set of methods",34,36,0.8829268,NA,0.01711957,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",0,2,0.1979167,NA,0.3266129,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",2,4,0.1786859,NA,0.31451609999999997,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",4,6,0.161859,NA,0.308871,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",6,8,0.1786859,NA,0.26774190000000003,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",8,10,0.1570513,NA,0.2483871,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",10,12,0.1546474,NA,0.2508065,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",12,14.000000000000002,0.130609,NA,0.275,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",14.000000000000002,18,0.1402243,NA,0.258871,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",18,20,0.176282,NA,0.24435479999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",20,22,0.130609,NA,0.23548390000000002,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",22,24,0.1330128,NA,0.2072581,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",24,28.000000000000004,0.1546474,NA,0.24435479999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",28.000000000000004,30,0.1426282,NA,0.2459678,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",30,32,0.1378205,NA,0.23467739999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_SB1_ref","ANF99_SB1_ref","single set of methods",32,34,0.1330128,NA,0.2612903,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",0,2,0.4024421,NA,0.07349501,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",2,4,0.4917144,NA,0.06302873,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",4,6,0.4508727,NA,0.05256245,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",6,8,0.5738855,NA,0.0469457,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",8,10,0.6631635,NA,0.046993650000000005,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",10,12,0.5524369,NA,0.04299633,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",12,14.000000000000002,0.5718358,NA,0.04385071,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",14.000000000000002,16,0.6466619,NA,0.0438943,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",16,18,0.540772,NA,0.04556386,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",18,20,0.7192468,NA,0.03996019,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",20,22,0.7193978,NA,0.04405995,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",22,26,0.8014759,NA,0.02632917,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",26,30,0.7895846,NA,0.0255794,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",30,32,0.7102238,NA,0.029679169999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",32,34,0.8356694,NA,0.03054882,NA,NA
"Anisfeld_et_al_1999","ANF99_SB2_restric","ANF99_SB2_restric","single set of methods",34,36,0.775574,NA,0.023327909999999997,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",0,2,0.1525942,NA,0.3007306,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",2,4,0.1987454,NA,0.2765914,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",4,8,0.1432491,NA,0.22827619999999998,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",8,10,0.2693322,NA,0.13479570000000002,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",10,14.000000000000002,0.424424,NA,0.1517744,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",14.000000000000002,18,0.2647945,NA,0.1163602,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",18,22,0.2360028,NA,0.1269393,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",22,25,0.4711555,NA,0.05849767,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",25,27,0.5003049,NA,0.04804856,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",28.000000000000004,30,0.597309,NA,0.05939516,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",30,32,0.72579,NA,0.03848394,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",32,34,0.7089934,NA,0.03048018,NA,NA
"Anisfeld_et_al_1999","ANF99_SB3_restric","ANF99_SB3_restric","single set of methods",34,36,0.8084247,NA,0.03053655,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",0,2,NA,NA,0.09363226,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",2,4,NA,NA,0.07583842,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",4,6,NA,NA,0.06611555,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",6,8,NA,NA,0.05719912,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",8,10,NA,NA,0.06763956,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",10,12,NA,NA,0.046626440000000005,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",12,14.000000000000002,NA,NA,0.041744409999999996,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",14.000000000000002,16,NA,NA,0.03766882,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",16,18,NA,NA,0.05132421,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",18,20,NA,NA,0.08352567000000001,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",20,24,NA,NA,0.055241540000000006,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",24,26,NA,NA,0.04389277,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",26,28.000000000000004,NA,NA,0.022868810000000003,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",28.000000000000004,32,NA,NA,0.02039094,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",32,34,NA,NA,0.020330240000000003,NA,NA
"Anisfeld_et_al_1999","ANF99_SC1_restric","ANF99_SC1_restric","single set of methods",34,36,NA,NA,0.017045920000000003,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",0,2,0.3018839,NA,0.1248649,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",2,4,0.3790498,NA,0.1094595,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",4,6,0.3837698,NA,0.07702703,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",6,8,0.4536952,NA,0.07783783999999999,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",8,10,0.4245757,NA,0.1556757,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",10,12,0.4775988,NA,0.1289189,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",12,14.000000000000002,0.4895535,NA,0.1232432,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",14.000000000000002,16,0.6416099,NA,0.08594595,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",16,18,0.6801227,NA,0.04621622,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",18,20,0.7910699,NA,0.03324324,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",20,24,0.7981586,NA,0.02432432,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",24,28.000000000000004,0.7424517,NA,0.02756757,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",28.000000000000004,30,0.8944731,NA,0.02432432,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",30,32,0.703437,NA,0.05513514,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",32,34,0.5439827,NA,0.06810811,NA,NA
"Anisfeld_et_al_1999","ANF99_SC2_restric","ANF99_SC2_restric","single set of methods",34,36,0.3843474,NA,0.1151351,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 58","single set of methods",0,10,NA,0.03,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 59","single set of methods",0,10,NA,0.01,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 60","single set of methods",0,10,NA,0.03,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 61","single set of methods",0,10,NA,0.005,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 62","single set of methods",0,10,NA,0.025,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 63","single set of methods",0,10,NA,0.04,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 64","single set of methods",0,10,NA,0.025,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 65","single set of methods",0,10,NA,0.03,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 66","single set of methods",0,10,NA,0.06,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 67","single set of methods",0,10,NA,0.062,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 68","single set of methods",0,10,NA,0.03,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 69","single set of methods",0,10,NA,0.06,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 70","single set of methods",0,10,NA,0.02,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 71","single set of methods",0,10,NA,0.03,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 72","single set of methods",0,10,NA,0.06,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 73","single set of methods",0,10,NA,0.062,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 74","single set of methods",0,10,NA,0.27,NA,NA,NA
"Azevedo_2015_unpublished","Patos Lagoon","MC 75","single set of methods",0,10,NA,0.12,NA,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",0,5,NA,0.014199999999999999,0.0716,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",5,10,NA,0.0134,0.0182,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",10,15,NA,0.010700000000000001,0.010700000000000001,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",15,20,NA,0.006500000000000001,0.0098,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",20,25,NA,0.0053,0.011899999999999999,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",25,30,NA,0.006999999999999999,0.0043,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",30,35,NA,0.0116,0.0017000000000000001,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",35,40,NA,0.0129,0.0019,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",40,45,NA,0.0070999999999999995,0.0029,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.1","single set of methods",45,50,NA,0.0088,0.0034000000000000002,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",0,5,NA,0.0070999999999999995,0.0147,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",5,10,NA,0.0078000000000000005,0.024399999999999998,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",10,15,NA,0.0341,0.017,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",15,20,NA,0.0075,0.0066,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",20,25,NA,0.0173,0.0040999999999999995,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",25,30,NA,0.0069,0.0019,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",30,35,NA,0.008199999999999999,0.0017000000000000001,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",35,40,NA,0.0084,0.0023,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",40,45,NA,0.0077,0.0022,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 1.2","single set of methods",45,50,NA,0.006500000000000001,0.003,NA,NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",0,5,NA,0.016200000000000003,0.0418,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",5,10,NA,0.0079,0.039900000000000005,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",10,15,NA,0.0069,0.0313,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",15,20,NA,0.0095,0.0168,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",20,25,NA,0.0068000000000000005,0.0104,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",25,30,NA,0.0048,0.0086,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",30,35,NA,0.0038,0.009399999999999999,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",35,40,NA,0.004699999999999999,0.0129,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",40,45,NA,0.0046,0.0109,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 2","single set of methods",45,50,NA,0.0038,0.0131,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",0,5,NA,0.0070999999999999995,0.0345,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",5,10,NA,0.0128,0.0308,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",10,15,NA,0.008199999999999999,0.031400000000000004,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",15,20,NA,0.0059,0.0326,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",20,25,NA,0.005699999999999999,0.0207,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",25,30,NA,0.0028000000000000004,0.022099999999999998,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",30,35,NA,0.0037,0.0215,"Outlier - SOC greater than SOM",NA
"Beasy_and_Ellison_2013","Rubicon Estuary","KMB Tasmania Site 3","single set of methods",35,40,NA,0.0054,0.0235,"Outlier - SOC greater than SOM",NA
