study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,total_pb210_activity,total_pb210_activity_se,pb210_unit,ra226_activity,ra226_activity_se,ra226_unit,delta_c13,be7_activity,be7_activity_se,be7_unit,age,age_se
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,14,15,0.2566,NA,NA,1.1735,0.0723,disintegrationsPerMinutePerGram,4.8328,0.3002,5.3926,0.2896,disintegrationsPerMinutePerGram,0.5598,0.0793,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1965.7,3.3
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,15,16,0.1328,NA,0.2354,0.5156,0.0758,disintegrationsPerMinutePerGram,3.5711,0.3442,3.9499,0.3231,disintegrationsPerMinutePerGram,0.3788,0.1186,disintegrationsPerMinutePerGram,-14.16,0,0,disintegrationsPerMinutePerGram,1964,3.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,16,17,0.1857,NA,NA,0.355,0.0542,disintegrationsPerMinutePerGram,3.7932,0.2811,4.41,0.2703,disintegrationsPerMinutePerGram,0.6168,0.077,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1961.3,3.7
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,17,18,0.1915,NA,NA,0.1538,0.04,disintegrationsPerMinutePerGram,5.3753,0.3495,5.9995,0.3372,disintegrationsPerMinutePerGram,0.6243,0.0921,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1957,4.3
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,18,19,0.1897,NA,0.2439,0.1527,0.0464,disintegrationsPerMinutePerGram,4.2738,0.3137,4.7937,0.2986,disintegrationsPerMinutePerGram,0.5198,0.096,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1953.1,4.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,19,20,0.3095,NA,NA,0.0059,0.0036,disintegrationsPerMinutePerGram,2.3112,0.2491,2.8273,0.2381,disintegrationsPerMinutePerGram,0.516,0.0733,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1949.2,5.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,20,21,0.1549,NA,NA,0.1091,0.0542,disintegrationsPerMinutePerGram,2.3277,0.3946,3.0317,0.3793,disintegrationsPerMinutePerGram,0.704,0.109,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1947.1,5.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,21,22,0.1539,NA,0.24609999999999999,0,0,disintegrationsPerMinutePerGram,1.3691,0.3366,2.1335,0.3181,disintegrationsPerMinutePerGram,0.7644,0.1102,disintegrationsPerMinutePerGram,-15.05,0,0,disintegrationsPerMinutePerGram,1945.8,6
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,22,23,0.1992,NA,NA,0,0,disintegrationsPerMinutePerGram,2.1836,0.2796,2.6432,0.2664,disintegrationsPerMinutePerGram,0.4596,0.0849,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1942.9,6.6
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,23,24,0.213,NA,NA,0,0,disintegrationsPerMinutePerGram,3.3824,0.3049,3.9773,0.2927,disintegrationsPerMinutePerGram,0.5948,0.0854,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1937.4,7.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,24,25,0.1601,NA,0.2618,0,0,disintegrationsPerMinutePerGram,3.0575,0.4236,3.6226,0.4061,disintegrationsPerMinutePerGram,0.5652,0.1206,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1933,9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,25,26,0.211,NA,NA,0,0,disintegrationsPerMinutePerGram,2.2023,0.2771,2.7457,0.263,disintegrationsPerMinutePerGram,0.5434,0.0871,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1928.3,10.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,26,27,0.2033,NA,NA,0,0,disintegrationsPerMinutePerGram,2.7314,0.3208,3.4701,0.3019,disintegrationsPerMinutePerGram,0.7387,0.1085,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1921.5,12.9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,27,28,0.2188,NA,0.2195,0,0,disintegrationsPerMinutePerGram,1.7064,0.2555,2.225,0.2401,disintegrationsPerMinutePerGram,0.5186,0.0873,disintegrationsPerMinutePerGram,-17.16,0,0,disintegrationsPerMinutePerGram,1916,15.3
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,28,29,0.2238,NA,NA,0,0,disintegrationsPerMinutePerGram,0.6549,0.2316,1.3042,0.2157,disintegrationsPerMinutePerGram,0.6493,0.0843,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1913.5,16.5
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,29,30,0.1672,NA,NA,0,0,disintegrationsPerMinutePerGram,0.8334,0.2374,1.5096,0.2224,disintegrationsPerMinutePerGram,0.6762,0.0831,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1911,17.9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,30,32,0.1451,NA,0.2065,0,0,disintegrationsPerMinutePerGram,0.4768,0.1694,1.0633,0.1553,disintegrationsPerMinutePerGram,0.5865,0.0675,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1908.3,19.5
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,32,34,0.2895,NA,NA,0,0,disintegrationsPerMinutePerGram,0.3161,0.0981,0.937,0.0898,disintegrationsPerMinutePerGram,0.6209,0.0395,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1904.3,22.1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,34,36,0.2668,NA,NA,0,0,disintegrationsPerMinutePerGram,0.7072,0.1446,1.3873,0.1369,disintegrationsPerMinutePerGram,0.68,0.0465,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1894,30.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,36,38,0.2668,NA,0.17850000000000002,0,0,disintegrationsPerMinutePerGram,0.369,0.1358,1.0811,0.1254,disintegrationsPerMinutePerGram,0.7121,0.052,disintegrationsPerMinutePerGram,-15.7,0,0,disintegrationsPerMinutePerGram,1887,37.9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,38,40,0.2747,NA,NA,0,0,disintegrationsPerMinutePerGram,0.4569,0.1273,1.1941,0.1193,disintegrationsPerMinutePerGram,0.7372,0.0444,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,40,42,0.2619,NA,NA,0,0,disintegrationsPerMinutePerGram,0.2649,0.1336,1.1091,0.1223,disintegrationsPerMinutePerGram,0.8441,0.0536,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,42,44,0.244,NA,0.1727,0,0,disintegrationsPerMinutePerGram,0.4249,0.1279,0.8142,0.1198,disintegrationsPerMinutePerGram,0.3893,0.0448,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,44,46,0.2193,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0648,0.1589,0.7186,0.1462,disintegrationsPerMinutePerGram,0.6538,0.0622,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,46,48,0.2903,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1385,0.1233,1.0902,0.1121,disintegrationsPerMinutePerGram,0.9517,0.0513,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,48,50,0.2663,NA,0.1216,0,0,disintegrationsPerMinutePerGram,0.1036,0.1447,1.1774,0.1345,disintegrationsPerMinutePerGram,1.0739,0.0536,disintegrationsPerMinutePerGram,-14.51,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,50,52,0.3311,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0708,0.0962,0.973,0.0895,disintegrationsPerMinutePerGram,0.9022,0.0352,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,52,54,0.2907,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.1154,0.0942,1.0092,0.0869,disintegrationsPerMinutePerGram,1.1246,0.0364,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,54,56,0.2484,NA,0.1246,0,0,disintegrationsPerMinutePerGram,0.2352,0.1402,1.1707,0.1294,disintegrationsPerMinutePerGram,0.9355,0.0542,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,56,58,0.2929,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.0819,0.078,0.8444,0.0685,disintegrationsPerMinutePerGram,0.9263,0.0374,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,58,60,0.3219,NA,NA,0,0,disintegrationsPerMinutePerGram,0.1469,0.1134,1.081,0.1055,disintegrationsPerMinutePerGram,0.9341,0.0416,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,60,62,0.2729,NA,0.1184,0,0,disintegrationsPerMinutePerGram,-0.2798,0.1404,0.8384,0.1287,disintegrationsPerMinutePerGram,1.1181,0.0561,disintegrationsPerMinutePerGram,-15.05,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,62,64,0.2362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,64,66,0.2685,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,organic_carbon,66,68,0.2748,NA,0.1305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,no_fraction_carbon,68,70,0.3619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBNB,total_carbon,70,72,0.2326,NA,0.1268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.59,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,0,1,0.3135,NA,0.1616,0.4873,0.0631,disintegrationsPerMinutePerGram,14.9242,0.553,16.1445,0.5408,disintegrationsPerMinutePerGram,1.2203,0.1152,disintegrationsPerMinutePerGram,-21.21,7.7426,1.0305,disintegrationsPerMinutePerGram,2012,0.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,1,2,0.215,NA,NA,0,0,disintegrationsPerMinutePerGram,17.1317,0.6245,18.1537,0.6118,disintegrationsPerMinutePerGram,1.022,0.1253,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2008.9,0.9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,2,3,0.201,NA,NA,0.3461,0.0702,disintegrationsPerMinutePerGram,16.9051,0.6362,18.3204,0.6211,disintegrationsPerMinutePerGram,1.4153,0.1378,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,2005.8,1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,3,4,0.1431,NA,0.2923,0,0,disintegrationsPerMinutePerGram,20.9083,0.7772,21.6634,0.7647,disintegrationsPerMinutePerGram,0.7552,0.1386,disintegrationsPerMinutePerGram,-25.37,0,0,disintegrationsPerMinutePerGram,2002.7,1.1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,4,5,0.1539,NA,NA,0,0,disintegrationsPerMinutePerGram,26.002,0.9006,26.402,0.895,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1998.1,1.2
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,5,6,0.2053,NA,NA,0,0,disintegrationsPerMinutePerGram,13.8047,0.5456,14.1526,0.5392,disintegrationsPerMinutePerGram,0.3479,0.0835,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1994.4,1.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,6,7,0.1845,NA,0.3281,0,0,disintegrationsPerMinutePerGram,11.5934,0.5642,11.9934,0.5553,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,-23.32,0,0,disintegrationsPerMinutePerGram,1991.3,1.5
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,7,8,0.1611,NA,NA,1.4603,0.1526,disintegrationsPerMinutePerGram,12.6167,0.7113,13.0167,0.7042,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1988.1,1.6
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,8,9,0.2025,NA,NA,2.0436,0.1339,disintegrationsPerMinutePerGram,9.6891,0.5519,10.0891,0.5428,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1984.6,1.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,9,10,0.1271,NA,0.335,1.8543,0.1157,disintegrationsPerMinutePerGram,13.5886,0.5537,13.7804,0.5388,disintegrationsPerMinutePerGram,0.1918,0.1273,disintegrationsPerMinutePerGram,-22.68,0,0,disintegrationsPerMinutePerGram,1981.1,2
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,10,11,0.197,NA,NA,1.5049,0.0792,disintegrationsPerMinutePerGram,13.1889,0.396,13.5889,0.3832,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1975.2,2.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,11,12,0.1286,NA,NA,1.551,0.1058,disintegrationsPerMinutePerGram,13.6687,0.5115,14.1238,0.5028,disintegrationsPerMinutePerGram,0.455,0.0941,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1970.4,2.7
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,12,13,0.1271,NA,0.3342,3.4306,0.1602,disintegrationsPerMinutePerGram,15.0589,0.6264,15.4589,0.6184,disintegrationsPerMinutePerGram,0.4,0.1,disintegrationsPerMinutePerGram,-21.86,0,0,disintegrationsPerMinutePerGram,1964.3,3.3
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,13,14,0.1501,NA,NA,7.0853,0.1764,disintegrationsPerMinutePerGram,13.2682,0.5002,13.6824,0.4926,disintegrationsPerMinutePerGram,0.4142,0.0873,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1956.3,4.3
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,14,15,0.1248,NA,NA,8.2178,0.2079,disintegrationsPerMinutePerGram,9.598,0.5558,10.2256,0.5358,disintegrationsPerMinutePerGram,0.6276,0.1477,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1950.3,5.1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,15,16,0.1313,NA,0.27940000000000004,6.1171,0.1719,disintegrationsPerMinutePerGram,7.6833,0.4203,8.0406,0.4101,disintegrationsPerMinutePerGram,0.3573,0.0922,disintegrationsPerMinutePerGram,-21.12,0,0,disintegrationsPerMinutePerGram,1944.3,6.2
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,16,17,0.1043,NA,NA,2.9676,0.1463,disintegrationsPerMinutePerGram,6.8062,0.603,7.5272,0.5781,disintegrationsPerMinutePerGram,0.721,0.1715,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1939.3,7.2
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,17,18,0.1727,NA,NA,1.0043,0.096,disintegrationsPerMinutePerGram,4.9004,0.4266,5.2289,0.4141,disintegrationsPerMinutePerGram,0.3285,0.1025,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1932,9.1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,18,19,0.116,NA,0.3361,1.0306,0.1046,disintegrationsPerMinutePerGram,5.7064,0.4733,6.0936,0.4576,disintegrationsPerMinutePerGram,0.3872,0.1208,disintegrationsPerMinutePerGram,-21.26,0,0,disintegrationsPerMinutePerGram,1924.8,11.4
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,19,20,0.1476,NA,NA,0.9183,0.0919,disintegrationsPerMinutePerGram,4.4222,0.3711,4.7717,0.3574,disintegrationsPerMinutePerGram,0.3495,0.1001,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1915.8,15
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,20,21,0.2544,NA,NA,0.5832,0.0485,disintegrationsPerMinutePerGram,1.9621,0.2135,2.4677,0.2048,disintegrationsPerMinutePerGram,0.5056,0.0604,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1906.6,20
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,21,22,0.6386,NA,0.0634,0.2856,0.0219,disintegrationsPerMinutePerGram,0.601,0.1098,1.0852,0.1042,disintegrationsPerMinutePerGram,0.4842,0.0348,disintegrationsPerMinutePerGram,-21.19,0,0,disintegrationsPerMinutePerGram,1897.2,26.9
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,22,23,0.9027,NA,NA,0.1642,0.0195,disintegrationsPerMinutePerGram,0.1918,0.0912,0.6939,0.0851,disintegrationsPerMinutePerGram,0.5021,0.0327,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1891.8,31.8
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,23,24,1.2155,NA,NA,0.0844,0.0116,disintegrationsPerMinutePerGram,0.135,0.0742,0.6462,0.0697,disintegrationsPerMinutePerGram,0.5112,0.0253,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,1885.8,38.5
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,24,25,0.8484,NA,0.011200000000000002,0.0771,0.0122,disintegrationsPerMinutePerGram,0.169,0.0836,0.6394,0.0795,disintegrationsPerMinutePerGram,0.4703,0.0259,disintegrationsPerMinutePerGram,-18.76,0,0,disintegrationsPerMinutePerGram,1879.4,47.1
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,25,26,0.7992,NA,NA,0.0607,0.0108,disintegrationsPerMinutePerGram,0.1833,0.0772,0.8154,0.071,disintegrationsPerMinutePerGram,0.6321,0.0302,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,26,27,1.2105,NA,NA,0.0563,0.0091,disintegrationsPerMinutePerGram,0.085,0.0674,0.576,0.0639,disintegrationsPerMinutePerGram,0.491,0.0215,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,27,28,0.9802,NA,0.008,0.0532,0.0139,disintegrationsPerMinutePerGram,0.0876,0.0793,0.6493,0.0737,disintegrationsPerMinutePerGram,0.5618,0.0293,disintegrationsPerMinutePerGram,-18.23,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,28,29,1.2087,NA,NA,0.0513,0.008,disintegrationsPerMinutePerGram,0.0692,0.0673,0.6167,0.0633,disintegrationsPerMinutePerGram,0.5474,0.0228,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,29,30,1.4178,NA,NA,0.0493,0.0099,disintegrationsPerMinutePerGram,0.1025,0.0613,0.6216,0.0562,disintegrationsPerMinutePerGram,0.5191,0.0244,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,30,32,1.4611,NA,0.004,0.0202,0.005,disintegrationsPerMinutePerGram,0.0285,0.0507,0.5022,0.0483,disintegrationsPerMinutePerGram,0.4737,0.0156,disintegrationsPerMinutePerGram,-22.67,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,32,34,NA,NA,NA,0,0,disintegrationsPerMinutePerGram,0.0037,0.0499,0.4793,0.0471,disintegrationsPerMinutePerGram,0.4756,0.0164,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,34,36,2.0168,NA,NA,0,0,disintegrationsPerMinutePerGram,-0.0453,0.0584,0.4591,0.0564,disintegrationsPerMinutePerGram,0.5044,0.0151,disintegrationsPerMinutePerGram,NA,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,36,38,1.7562,NA,0.0046,0,0,disintegrationsPerMinutePerGram,0.0126,0.0535,0.4917,0.0509,disintegrationsPerMinutePerGram,0.4791,0.0165,disintegrationsPerMinutePerGram,-25.61,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,38,40,1.0999,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,40,42,0.4323,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,42,44,0.4326,NA,0.1819,0,0,disintegrationsPerMinutePerGram,0.1735,0.1196,1.0252,0.1132,disintegrationsPerMinutePerGram,0.8517,0.0388,disintegrationsPerMinutePerGram,-24.91,0,0,disintegrationsPerMinutePerGram,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,44,46,0.3115,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,46,48,0.3182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,48,50,0.4106,NA,0.15789999999999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-19.93,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,50,52,0.2804,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,52,54,0.4128,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,54,56,0.3969,NA,0.1246,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-16.45,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,56,58,0.3258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,58,60,0.2642,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,60,62,0.2268,NA,0.2084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-14.38,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,62,64,0.2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,no_fraction_carbon,64,66,0.3256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Okeefe-Suttles_et_al_2021_Cape,Stony,MA_SBRA,total_carbon,66,68,0.4173,NA,0.1292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-15.77,NA,NA,NA,NA,NA
