Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_cm,Mid_Point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
SF-18-19,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05824319,-3.73611366,291987,686403,0.92,0.25,19.25,NA,NA,NA,NA,NA
SF-18-19,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05824319,-3.73611366,291987,686403,1.59,0.4,26.85,-29.39,1.33,2.26,15.96,0.06
SF-18-19,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05824319,-3.73611366,291987,686403,1.29,0.63,13.41,NA,NA,NA,NA,NA
SF-18-19,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05824319,-3.73611366,291987,686403,1.7,1.16,8.83,NA,NA,NA,NA,NA
SF-18-19,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05824319,-3.73611366,291987,686403,1.88,1.23,9.29,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05826608,-3.73560109,292019,686405,0.66,0.11,19,-28.06,1.29,3.08,20.19,0.05
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05826608,-3.73560109,292019,686405,0.76,0.17,20.55,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05826608,-3.73560109,292019,686405,1.37,0.55,21.23,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05826608,-3.73560109,292019,686405,1.52,0.72,11.5,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05826608,-3.73560109,292019,686405,1.58,0.86,10.7,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05826608,-3.73560109,292019,686405,1.75,1.08,8.5,NA,NA,NA,NA,NA
SF-18-20,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05826608,-3.73560109,292019,686405,1.78,1.21,4.86,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05833412,-3.73524314,292041,686412,0.92,0.17,25.38,-28.09,1.4,2.92,20.38,0.05
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05833412,-3.73524314,292041,686412,1.02,0.2,19.58,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05833412,-3.73524314,292041,686412,1.46,0.47,10.97,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05833412,-3.73524314,292041,686412,1.42,0.73,11.14,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05833412,-3.73524314,292041,686412,1.36,0.77,10.13,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05833412,-3.73524314,292041,686412,1.63,1.08,7.85,NA,NA,NA,NA,NA
SF-18-21,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05833412,-3.73524314,292041,686412,1.8,1.27,9.05,NA,NA,NA,NA,NA
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05842156,-3.73481213,292068,686421,1.01,0.18,16.79,NA,NA,NA,NA,NA
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05842156,-3.73481213,292068,686421,1.36,0.24,22.52,-29.29,0.38,3.91,14.5,0.07
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05842156,-3.73481213,292068,686421,1.34,0.56,17.56,NA,NA,NA,NA,NA
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05842156,-3.73481213,292068,686421,1.26,0.72,16.12,NA,NA,NA,NA,NA
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05842156,-3.73481213,292068,686421,1.55,0.81,14.29,NA,NA,NA,NA,NA
SF-18-22,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05842156,-3.73481213,292068,686421,1.32,0.84,9.43,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05850606,-3.73428145,292102,686429,0.68,0.16,15.64,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05850606,-3.73428145,292102,686429,1.28,0.33,22.26,-28.12,1.28,3.17,20.69,0.05
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05850606,-3.73428145,292102,686429,1.08,0.33,16.99,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05850606,-3.73428145,292102,686429,0.98,0.55,13.2,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05850606,-3.73428145,292102,686429,1.39,0.68,17.88,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05850606,-3.73428145,292102,686429,1.2,0.72,15.74,NA,NA,NA,NA,NA
SF-18-23,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05850606,-3.73428145,292102,686429,1.53,0.92,11.32,NA,NA,NA,NA,NA
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05858585,-3.73382602,292130,686438,0.62,0.14,16.24,-27.63,0.97,4.14,18.06,0.06
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05858585,-3.73382602,292130,686438,1.04,0.25,15.12,NA,NA,NA,NA,NA
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05858585,-3.73382602,292130,686438,1.09,0.49,11.86,NA,NA,NA,NA,NA
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05858585,-3.73382602,292130,686438,1.54,0.76,10.44,NA,NA,NA,NA,NA
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05858585,-3.73382602,292130,686438,1.57,0.79,11.19,NA,NA,NA,NA,NA
SF-18-24,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05858585,-3.73382602,292130,686438,2.08,0.82,12.65,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05868389,-3.73341419,292156,686448,1.02,0.18,13.89,-27.4,0.96,4.93,17.51,0.06
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05868389,-3.73341419,292156,686448,0.74,0.2,11.39,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05868389,-3.73341419,292156,686448,1.58,0.4,11.82,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05868389,-3.73341419,292156,686448,1.05,0.43,11.2,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05868389,-3.73341419,292156,686448,1.23,0.64,11.55,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05868389,-3.73341419,292156,686448,1.4,0.73,12.11,NA,NA,NA,NA,NA
SF-18-25,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05868389,-3.73341419,292156,686448,1.61,0.84,11.73,NA,NA,NA,NA,NA
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,4_5,4.5,56.05878385,-3.73290784,292188,686458,0.79,0.33,12.85,NA,NA,NA,NA,NA
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,0_2 ,1,56.05878385,-3.73290784,292188,686458,0.91,0.34,11.7,-27.68,0.89,4.58,17.74,0.06
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,10_12,11,56.05878385,-3.73290784,292188,686458,0.89,0.49,9.74,NA,NA,NA,NA,NA
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,20_22,21,56.05878385,-3.73290784,292188,686458,1.21,0.52,13.1,NA,NA,NA,NA,NA
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,40_42,41,56.05878385,-3.73290784,292188,686458,1.29,0.81,8.45,NA,NA,NA,NA,NA
SF-18-26,Skinflats,2018,Falkirk,Fringing,Low-Mid,30_32,31,56.05878385,-3.73290784,292188,686458,1.81,1.14,8.48,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,50_52,51,56.05732717,-3.73291779,292183,686296,0.71,0.22,4.99,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,20_22,21,56.05732717,-3.73291779,292183,686296,0.72,0.24,11.54,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,0_2 ,1,56.05732717,-3.73291779,292183,686296,0.84,0.24,19.73,-25.38,0.43,6.6,16.23,0.06
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,4_5,4.5,56.05732717,-3.73291779,292183,686296,0.93,0.25,13.68,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,80_82,81,56.05732717,-3.73291779,292183,686296,0.78,0.33,1.53,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,40_42,41,56.05732717,-3.73291779,292183,686296,1.21,0.38,3.73,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,60_62,61,56.05732717,-3.73291779,292183,686296,0.94,0.44,3.23,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,10_12,11,56.05732717,-3.73291779,292183,686296,1.05,0.49,13.28,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,30_32,31,56.05732717,-3.73291779,292183,686296,1.82,0.56,11.87,NA,NA,NA,NA,NA
SF-18-27,Skinflats,2018,Falkirk,Fringing,Low-Mid,90-92,91,56.05732717,-3.73291779,292183,686296,1.42,0.64,1.87,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05641861,-3.73270033,292194,686195,0.9,0.28,12.61,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05641861,-3.73270033,292194,686195,1.28,0.29,20.76,-26.885,0.762,4.771,17.158,0.058
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05641861,-3.73270033,292194,686195,2.03,0.43,12.71,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05641861,-3.73270033,292194,686195,1.06,0.47,1.01,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05641861,-3.73270033,292194,686195,1.24,0.54,2.2,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05641861,-3.73270033,292194,686195,1.37,0.56,1.28,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,70_72,71,56.05641861,-3.73270033,292194,686195,1.43,0.77,0.92,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05641861,-3.73270033,292194,686195,1.51,0.81,0.97,NA,NA,NA,NA,NA
SF-18-28,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05641861,-3.73270033,292194,686195,1.62,0.81,1.03,NA,NA,NA,NA,NA
SF-18-29,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05789774,-3.73418467,292106,686362,1.35,0.86,2.36,-27.43,1.005,5.716,16.196,0.062
SF-18-29,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05789774,-3.73418467,292106,686362,1.17,0.92,2.94,NA,NA,NA,NA,NA
SF-18-29,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05789774,-3.73418467,292106,686362,1.39,1,2.47,NA,NA,NA,NA,NA
SF-18-30,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05774868,-3.73618779,291981,686348,0.4,0.31,0.827,NA,NA,NA,NA,NA
SF-18-30,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05774868,-3.73618779,291981,686348,1.11,0.68,0.83,-28.844,0.318,4.318,15.631,0.064
SF-18-30,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05774868,-3.73618779,291981,686348,1.28,0.94,0.84,NA,NA,NA,NA,NA
SF-18-31,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05471957,-3.73467478,292067,686009,1.47,0.64,2.15,-28.91,0.383,5.79,17.442,0.057
SF-18-31,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05471957,-3.73467478,292067,686009,1.29,0.83,1.22,NA,NA,NA,NA,NA
SF-18-31,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05471957,-3.73467478,292067,686009,1.77,1.18,0.56,NA,NA,NA,NA,NA
SF-18-32,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05348898,-3.734313,292086,685871,1.25,0.42,1.9,-29.355,1.038,4.261,17.308,0.058
SF-18-32,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05348898,-3.734313,292086,685871,1.31,0.97,1.98,NA,NA,NA,NA,NA
SF-18-32,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05348898,-3.734313,292086,685871,1.35,1.04,0.43,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,0_2 ,1,56.05407915,-3.73132878,292273,685932,0.77,0.12,14.73,-27.417,1.376,4.662,18.632,0.054
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,10_12,11,56.05407915,-3.73132878,292273,685932,0.96,0.18,12.34,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,20_22,21,56.05407915,-3.73132878,292273,685932,0.74,0.2,11.63,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,4_5,4.5,56.05407915,-3.73132878,292273,685932,1.33,0.21,14.25,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,50_52,51,56.05407915,-3.73132878,292273,685932,0.84,0.38,2.02,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,60_62,61,56.05407915,-3.73132878,292273,685932,1.12,0.51,1.85,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,40_42,41,56.05407915,-3.73132878,292273,685932,1.25,0.64,1.78,NA,NA,NA,NA,NA
SF-18-33,Skinflats,2018,Falkirk,Fringing,High,30_32,31,56.05407915,-3.73132878,292273,685932,1.46,0.64,12.54,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06288307,-3.73384992,292141,686916,0.56,0.14,17.067,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06288307,-3.73384992,292141,686916,0.57,0.16,13.517,-26.89,0.912,5.438,16.841,0.059
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06288307,-3.73384992,292141,686916,0.65,0.23,10.735,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06288307,-3.73384992,292141,686916,0.63,0.29,5.524,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06288307,-3.73384992,292141,686916,0.73,0.33,5.101,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06288307,-3.73384992,292141,686916,0.73,0.34,12.357,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06288307,-3.73384992,292141,686916,0.69,0.35,5.06,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06288307,-3.73384992,292141,686916,0.89,0.39,9.694,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06288307,-3.73384992,292141,686916,0.85,0.42,5.725,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06288307,-3.73384992,292141,686916,0.88,0.43,4.616,NA,NA,NA,NA,NA
SKIN2001,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06288307,-3.73384992,292141,686916,1.14,0.55,4.477,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06301545,-3.73341266,292168,686930,0.42,0.16,9.33,-25.774,0.725,5.286,14.897,0.067
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06301545,-3.73341266,292168,686930,0.63,0.18,13.168,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06301545,-3.73341266,292168,686930,0.7,0.19,10.395,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06301545,-3.73341266,292168,686930,0.54,0.21,9.204,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06301545,-3.73341266,292168,686930,0.64,0.3,4.785,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06301545,-3.73341266,292168,686930,0.73,0.34,10.716,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06301545,-3.73341266,292168,686930,0.75,0.36,11.401,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06301545,-3.73341266,292168,686930,0.8,0.39,4.814,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06301545,-3.73341266,292168,686930,0.82,0.39,5.358,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06301545,-3.73341266,292168,686930,0.93,0.39,10.453,NA,NA,NA,NA,NA
SKIN2002,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06301545,-3.73341266,292168,686930,0.86,0.43,5.289,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06316689,-3.73289721,292201,686946,0.37,0.12,11.842,-26.75,0.628,5.143,16.523,0.061
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06316689,-3.73289721,292201,686946,0.64,0.18,10.539,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06316689,-3.73289721,292201,686946,0.87,0.24,9.313,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06316689,-3.73289721,292201,686946,0.51,0.25,5.448,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06316689,-3.73289721,292201,686946,0.84,0.28,8.763,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06316689,-3.73289721,292201,686946,0.69,0.29,7.597,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06316689,-3.73289721,292201,686946,0.9,0.3,3.979,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06316689,-3.73289721,292201,686946,0.85,0.35,9.849,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06316689,-3.73289721,292201,686946,0.93,0.39,10.293,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06316689,-3.73289721,292201,686946,1.07,0.49,9.648,NA,NA,NA,NA,NA
SKIN2003,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06316689,-3.73289721,292201,686946,0.98,0.5,8.353,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06333087,-3.73239677,292232,686963,0.64,0.21,10.634,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06333087,-3.73239677,292232,686963,0.67,0.21,9.363,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06333087,-3.73239677,292232,686963,0.64,0.27,7.038,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06333087,-3.73239677,292232,686963,0.72,0.27,7.979,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06333087,-3.73239677,292232,686963,0.76,0.27,8.211,-26.27,0.557,5.35,17.827,0.056
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06333087,-3.73239677,292232,686963,0.71,0.28,9.693,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06333087,-3.73239677,292232,686963,0.79,0.28,8.782,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06333087,-3.73239677,292232,686963,0.77,0.32,8.353,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06333087,-3.73239677,292232,686963,0.82,0.34,7.38,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06333087,-3.73239677,292232,686963,0.85,0.34,12.872,NA,NA,NA,NA,NA
SKIN2004,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06333087,-3.73239677,292232,686963,0.8,0.37,9.687,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06338802,-3.73175635,292272,686969,0.44,0.2,8.096,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06338802,-3.73175635,292272,686969,0.62,0.24,8.594,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06338802,-3.73175635,292272,686969,0.68,0.26,8.921,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06338802,-3.73175635,292272,686969,0.74,0.27,11.077,-26.614,0.645,5.142,19.637,0.051
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06338802,-3.73175635,292272,686969,0.77,0.31,8.349,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06338802,-3.73175635,292272,686969,0.84,0.32,7.265,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06338802,-3.73175635,292272,686969,0.79,0.34,10.569,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06338802,-3.73175635,292272,686969,0.79,0.34,8.392,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06338802,-3.73175635,292272,686969,0.79,0.36,10.841,NA,NA,NA,NA,NA
SKIN2005,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06338802,-3.73175635,292272,686969,0.92,0.41,8.953,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,0_2 ,1,56.06346288,-3.73144158,292292,686977,0.57,0.32,5.919,-24.701,0.38,5.888,18.027,0.055
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,4_6,5,56.06346288,-3.73144158,292292,686977,0.72,0.37,6.207,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,10_12,11,56.06346288,-3.73144158,292292,686977,0.81,0.4,6.533,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,40_42,41,56.06346288,-3.73144158,292292,686977,0.83,0.41,10.747,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,70_72,71,56.06346288,-3.73144158,292292,686977,0.81,0.42,6.603,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,50_52,51,56.06346288,-3.73144158,292292,686977,0.89,0.43,9.733,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,60_62,61,56.06346288,-3.73144158,292292,686977,0.89,0.46,8.35,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,20_22,21,56.06346288,-3.73144158,292292,686977,0.91,0.46,6.546,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,30_32,31,56.06346288,-3.73144158,292292,686977,0.96,0.47,9.274,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,90_92,91,56.06346288,-3.73144158,292292,686977,0.91,0.5,5.287,NA,NA,NA,NA,NA
SKIN2006,Skinflats,2020,Falkirk,Fringing,Low-Mid,80_82,81,56.06346288,-3.73144158,292292,686977,1.38,0.71,5.462,NA,NA,NA,NA,NA
SKIN2007,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,5,56.0633697,-3.73420954,292120,686971,0.49,0.25,7.605,NA,NA,NA,NA,NA
SKIN2007,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,1,56.0633697,-3.73420954,292120,686971,0.63,0.31,8.715,-25.70582176,0.6138524,5.467814583,15.94089584,0.062731732
SKIN2007,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,11,56.0633697,-3.73420954,292120,686971,0.81,0.54,3.5,NA,NA,NA,NA,NA
SKIN2008,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid,0_2,21,56.06359457,-3.73359595,292159,686995,0.71,0.28,12.171,-25.95355191,1.059575,5.109802314,16.09911011,0.062115234
SKIN2008,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 4_6,31,56.06359457,-3.73359595,292159,686995,0.79,0.39,10.238,NA,NA,NA,NA,NA
SKIN2008,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 10_12,41,56.06359457,-3.73359595,292159,686995,1.02,0.71,1.508,NA,NA,NA,NA,NA
SKIN2008,Forth (Alloa),2020,Falkirk,Fringing,Low-Mid, 30_32,61,56.06359457,-3.73359595,292159,686995,1.1,0.81,0.718,NA,NA,NA,NA,NA
