Core_ID,Marsh_ID,Sampling_year,Local_authority,Marsh_type,Marsh_zone,Sample_depth_cm,Mid_Point_depth_cm,Lat_dec_deg,Long_dec_deg,X_easting,Y_northing,Wet_bulk_density_g_cm_3,Dry_bulk_density_g_cm_3,OC_perc,delta_13Corg_per_mil,N_perc,delta_15N_per_mil,CN,NC
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87126075,-4.42861811,244257,555646,0.85,0.53,0.208,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87126075,-4.42861811,244257,555646,0.85,0.56,3.96,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87126075,-4.42861811,244257,555646,0.97,0.65,1.921,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87126075,-4.42861811,244257,555646,1.21,0.79,2.705,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 90_92,91,54.87126075,-4.42861811,244257,555646,1.14,0.82,1.322,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 80_82,81,54.87126075,-4.42861811,244257,555646,1.35,0.92,1.609,NA,NA,NA,NA,NA
WIG2007,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,70_72,71,54.87126075,-4.42861811,244257,555646,1.42,0.94,1.793,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87112225,-4.42973081,244185,555633,0.61,0.28,6.131,-27.342,0.382,4.5,17.413,0.057
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87112225,-4.42973081,244185,555633,0.87,0.35,7.434,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87112225,-4.42973081,244185,555633,0.96,0.43,2.976,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87112225,-4.42973081,244185,555633,1.05,0.49,6.587,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87112225,-4.42973081,244185,555633,0.97,0.5,4.514,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87112225,-4.42973081,244185,555633,0.96,0.54,4.708,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87112225,-4.42973081,244185,555633,0.95,0.59,3.345,NA,NA,NA,NA,NA
WIG2008,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87112225,-4.42973081,244185,555633,1.52,0.96,2.911,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.8708259,-4.43093533,244107,555603,0.37,0.14,6.875,-27.637,0.505,3.315,13.664,0.073
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.8708259,-4.43093533,244107,555603,0.9,0.35,7.232,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.8708259,-4.43093533,244107,555603,0.84,0.41,6.34,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.8708259,-4.43093533,244107,555603,0.88,0.44,5.065,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.8708259,-4.43093533,244107,555603,0.84,0.45,4.576,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 70_72,71,54.8708259,-4.43093533,244107,555603,1.17,0.77,1.739,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.8708259,-4.43093533,244107,555603,1.29,0.78,3.695,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.8708259,-4.43093533,244107,555603,1.23,0.81,1.885,NA,NA,NA,NA,NA
WIG2009,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.8708259,-4.43093533,244107,555603,1.38,0.88,2.318,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87049381,-4.43231764,244017,555569,0.65,0.25,7.066,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87049381,-4.43231764,244017,555569,0.83,0.37,4.066,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87049381,-4.43231764,244017,555569,0.71,0.41,2.652,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87049381,-4.43231764,244017,555569,1.14,0.42,1.392,-27.969,0.647,3.622,19.292,0.052
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87049381,-4.43231764,244017,555569,0.9,0.43,4.949,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87049381,-4.43231764,244017,555569,0.96,0.52,3.99,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87049381,-4.43231764,244017,555569,1.01,0.62,2.511,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87049381,-4.43231764,244017,555569,1.34,0.87,1.7,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 70_72,71,54.87049381,-4.43231764,244017,555569,1.31,0.94,2.003,NA,NA,NA,NA,NA
WIG2010,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 80_82,81,54.87049381,-4.43231764,244017,555569,1.78,1.31,1.191,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 0_2,1,54.87051505,-4.43367474,243930,555574,0.6,0.22,0.262,-27.595,0.753,4.509,15.443,0.065
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 4_6,5,54.87051505,-4.43367474,243930,555574,0.61,0.25,8.994,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 10_12,11,54.87051505,-4.43367474,243930,555574,0.87,0.42,5.777,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 20_22,21,54.87051505,-4.43367474,243930,555574,0.92,0.5,5.18,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 30_32,31,54.87051505,-4.43367474,243930,555574,0.94,0.53,4.716,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,40_42,41,54.87051505,-4.43367474,243930,555574,1.01,0.62,2.903,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,50_52,51,54.87051505,-4.43367474,243930,555574,1.18,0.78,2.38,NA,NA,NA,NA,NA
WIG2011,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,60_62,61,54.87051505,-4.43367474,243930,555574,1.28,0.89,1.826,NA,NA,NA,NA,NA
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87212216,-4.42375786,244572,555731,0.53,0.3,4.378,-27.41,0.32,4.483,15.953,0.063
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87212216,-4.42375786,244572,555731,0.57,0.33,3.38,NA,NA,NA,NA,NA
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87212216,-4.42375786,244572,555731,0.81,0.57,2.214,NA,NA,NA,NA,NA
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87212216,-4.42375786,244572,555731,0.9,0.58,3.297,NA,NA,NA,NA,NA
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87212216,-4.42375786,244572,555731,1.21,0.87,1.779,NA,NA,NA,NA,NA
WIG2012,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87212216,-4.42375786,244572,555731,1.64,1.14,1.79,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87186442,-4.42488778,244499,555705,0.46,0.23,2.53,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87186442,-4.42488778,244499,555705,0.51,0.26,5.612,-26.839,0.353,4.455,13.629,0.073
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87186442,-4.42488778,244499,555705,0.82,0.45,4.106,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87186442,-4.42488778,244499,555705,0.96,0.67,2.204,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 70_72,71,54.87186442,-4.42488778,244499,555705,1.07,0.74,2.176,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87186442,-4.42488778,244499,555705,1.12,0.76,2.882,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87186442,-4.42488778,244499,555705,1.2,0.82,2.532,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87186442,-4.42488778,244499,555705,1.26,0.85,8.617,NA,NA,NA,NA,NA
WIG2013,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87186442,-4.42488778,244499,555705,1.22,0.88,2.417,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87146458,-4.4262768,244408,555663,0.53,0.3,5.194,-28.231,0.407,4.63,16.281,0.061
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87146458,-4.4262768,244408,555663,0.75,0.42,5.348,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87146458,-4.4262768,244408,555663,0.87,0.51,5.384,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87146458,-4.4262768,244408,555663,0.93,0.64,2.751,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87146458,-4.4262768,244408,555663,0.99,0.66,4,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87146458,-4.4262768,244408,555663,0.96,0.69,1.988,NA,NA,NA,NA,NA
WIG2014,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87146458,-4.4262768,244408,555663,1.24,0.89,1.861,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87096863,-4.42768039,244316,555611,0.84,0.38,7.37,-27.493,0.457,4.603,16.889,0.059
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87096863,-4.42768039,244316,555611,0.92,0.54,4.259,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87096863,-4.42768039,244316,555611,0.95,0.6,3.858,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87096863,-4.42768039,244316,555611,0.98,0.65,2.813,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87096863,-4.42768039,244316,555611,1.17,0.65,5.003,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87096863,-4.42768039,244316,555611,1.01,0.68,2.774,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87096863,-4.42768039,244316,555611,1.05,0.74,3.537,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 70_72,71,54.87096863,-4.42768039,244316,555611,1.2,0.82,1.61,NA,NA,NA,NA,NA
WIG2015,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87096863,-4.42768039,244316,555611,1.21,0.84,1.465,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87010972,-4.43108343,244094,555523,0.58,0.23,5.038,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87010972,-4.43108343,244094,555523,0.77,0.32,4.497,-28.07,0.309,5.372,16.998,0.059
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87010972,-4.43108343,244094,555523,0.82,0.38,4.325,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87010972,-4.43108343,244094,555523,0.98,0.54,4.479,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87010972,-4.43108343,244094,555523,1.13,0.78,2.181,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87010972,-4.43108343,244094,555523,1.23,0.78,3.119,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87010972,-4.43108343,244094,555523,1.27,0.79,3.285,NA,NA,NA,NA,NA
WIG2016,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87010972,-4.43108343,244094,555523,1.19,0.81,2.105,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 4_6,5,54.87057718,-4.42922732,244215,555571,0.28,0.1,9.393,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 20_22,21,54.87057718,-4.42922732,244215,555571,0.74,0.39,4.898,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 0_2,1,54.87057718,-4.42922732,244215,555571,0.93,0.4,6.787,-27.57,0.489,4.459,15.733,0.064
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 10_12,11,54.87057718,-4.42922732,244215,555571,0.99,0.47,6.197,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid, 30_32,31,54.87057718,-4.42922732,244215,555571,0.9,0.54,3.504,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,60_62,61,54.87057718,-4.42922732,244215,555571,1.22,0.85,1.753,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,40_42,41,54.87057718,-4.42922732,244215,555571,1.46,0.97,2.425,NA,NA,NA,NA,NA
WIG2017,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Low_Mid,50_52,51,54.87057718,-4.42922732,244215,555571,1.49,1.05,1.754,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 0_2,1,54.869542,-4.4328161,243981,555464,0.57,0.25,1.717,-27.388,0.526,4.23,16.661,0.06
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 4_6,5,54.869542,-4.4328161,243981,555464,0.64,0.27,1.19,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 10_12,11,54.869542,-4.4328161,243981,555464,0.93,0.39,3.636,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 20_22,21,54.869542,-4.4328161,243981,555464,0.82,0.4,4.941,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High, 30_32,31,54.869542,-4.4328161,243981,555464,0.78,0.43,3.931,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,40_42,41,54.869542,-4.4328161,243981,555464,1.15,0.72,2.929,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,60_62,61,54.869542,-4.4328161,243981,555464,1.69,1.16,1.196,NA,NA,NA,NA,NA
WIG2018,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,High,50_52,51,54.869542,-4.4328161,243981,555464,1.69,1.2,2.195,NA,NA,NA,NA,NA
WigMudflat,Wigtown Bay,2020,Dumfries & Galloway,Estuarine,Mudflat,Surface,NA,NA,NA,NA,NA,NA,NA,1.192,NA,NA,NA,NA,NA
