study_id,genus,species,n_plants,height,height_unit,carbon_conversion_factor,carbon_conversion_factor_source,plant_mass_organic_matter,plant_mass_organic_matter_unit,allometric_eq_present
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,93.6,cm,0.411,Radabaugh et al. 2017,0.978,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,106.4,cm,0.411,Radabaugh et al. 2017,1.775,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,87.5,cm,0.411,Radabaugh et al. 2017,1.455,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,90.1,cm,0.411,Radabaugh et al. 2017,1.501,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,180.8,cm,0.411,Radabaugh et al. 2017,5.29,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,166.4,cm,0.411,Radabaugh et al. 2017,3.005,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,192.1,cm,0.411,Radabaugh et al. 2017,5.763,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,166.4,cm,0.411,Radabaugh et al. 2017,4.888,g,yes
Radabaugh_et_al_2023,Schoenoplectus,tabernaemontani,1,171.1,cm,0.411,Radabaugh et al. 2017,6.436,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,45.5,cm,0.411,Radabaugh et al. 2017,0.454,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,10.1,cm,0.411,Radabaugh et al. 2017,0.037,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,89.9,cm,0.411,Radabaugh et al. 2017,0.914,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,25,cm,0.411,Radabaugh et al. 2017,0.159,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,58.9,cm,0.411,Radabaugh et al. 2017,0.589,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,70.8,cm,0.411,Radabaugh et al. 2017,0.755,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,67,cm,0.411,Radabaugh et al. 2017,0.63,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,45.1,cm,0.411,Radabaugh et al. 2017,0.421,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,47,cm,0.411,Radabaugh et al. 2017,0.208,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,54.1,cm,0.411,Radabaugh et al. 2017,0.582,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,11,cm,0.411,Radabaugh et al. 2017,0.041,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,74.2,cm,0.411,Radabaugh et al. 2017,0.63,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,96.5,cm,0.411,Radabaugh et al. 2017,1.934,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,61.8,cm,0.411,Radabaugh et al. 2017,0.442,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,73.7,cm,0.411,Radabaugh et al. 2017,0.527,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,47,cm,0.411,Radabaugh et al. 2017,0.208,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,20.2,cm,0.411,Radabaugh et al. 2017,0.08,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,13,cm,0.411,Radabaugh et al. 2017,0.048,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,8.8,cm,0.411,Radabaugh et al. 2017,0.031,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,14,cm,0.411,Radabaugh et al. 2017,0.086,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,38.1,cm,0.411,Radabaugh et al. 2017,0.29,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,37.9,cm,0.411,Radabaugh et al. 2017,0.137,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,34,cm,0.411,Radabaugh et al. 2017,0.263,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,28.8,cm,0.411,Radabaugh et al. 2017,0.165,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,28.6,cm,0.411,Radabaugh et al. 2017,0.196,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,88,cm,0.411,Radabaugh et al. 2017,1.217,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,36.2,cm,0.411,Radabaugh et al. 2017,0.294,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,26,cm,0.411,Radabaugh et al. 2017,0.133,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,11.4,cm,0.411,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,8.7,cm,0.411,Radabaugh et al. 2017,0.038,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,20,cm,0.411,Radabaugh et al. 2017,0.052,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,26.1,cm,0.411,Radabaugh et al. 2017,0.189,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,45.5,cm,0.411,Radabaugh et al. 2017,0.201,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,27,cm,0.411,Radabaugh et al. 2017,0.172,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,12.1,cm,0.411,Radabaugh et al. 2017,0.042,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,38.8,cm,0.411,Radabaugh et al. 2017,0.15,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,9.8,cm,0.411,Radabaugh et al. 2017,0.051,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,12,cm,0.411,Radabaugh et al. 2017,0.043,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,20.5,cm,0.411,Radabaugh et al. 2017,0.125,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,16.9,cm,0.411,Radabaugh et al. 2017,0.074,g,yes
Radabaugh_et_al_2023,Alternanthera,philoxeroides,1,14.5,cm,0.411,Radabaugh et al. 2017,0.066,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,57,cm,0.411,Radabaugh et al. 2017,5.7849,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,54,cm,0.411,Radabaugh et al. 2017,3.8541,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,35,cm,0.411,Radabaugh et al. 2017,0.4939,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,43,cm,0.411,Radabaugh et al. 2017,0.9619,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,49.5,cm,0.411,Radabaugh et al. 2017,2.4731,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,46,cm,0.411,Radabaugh et al. 2017,1.202,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,38,cm,0.411,Radabaugh et al. 2017,1.9159,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,64.5,cm,0.411,Radabaugh et al. 2017,8.3436,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,70.5,cm,0.411,Radabaugh et al. 2017,6.2621,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,49,cm,0.411,Radabaugh et al. 2017,1.0898,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,64,cm,0.411,Radabaugh et al. 2017,6.8293,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,50,cm,0.411,Radabaugh et al. 2017,2.2071,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,49,cm,0.411,Radabaugh et al. 2017,2.3272,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,47,cm,0.411,Radabaugh et al. 2017,1.1665,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,56,cm,0.411,Radabaugh et al. 2017,2.4812,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,41,cm,0.411,Radabaugh et al. 2017,1.1323,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,51,cm,0.411,Radabaugh et al. 2017,1.8361,g,yes
Radabaugh_et_al_2023,Crinum,americanum,1,64,cm,0.411,Radabaugh et al. 2017,6.8043,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,64,cm,0.411,Radabaugh et al. 2017,0.79,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,69,cm,0.411,Radabaugh et al. 2017,1.166,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,125,cm,0.411,Radabaugh et al. 2017,1.531,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,116,cm,0.411,Radabaugh et al. 2017,1.435,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,115.5,cm,0.411,Radabaugh et al. 2017,2.092,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,134.5,cm,0.411,Radabaugh et al. 2017,2.378,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,76,cm,0.411,Radabaugh et al. 2017,1.131,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,80.5,cm,0.411,Radabaugh et al. 2017,1.35,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,95,cm,0.411,Radabaugh et al. 2017,1.212,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,101,cm,0.411,Radabaugh et al. 2017,1.326,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,92,cm,0.411,Radabaugh et al. 2017,0.979,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,64,cm,0.411,Radabaugh et al. 2017,0.383,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,45.5,cm,0.411,Radabaugh et al. 2017,0.187,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,132,cm,0.411,Radabaugh et al. 2017,2.584,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,112,cm,0.411,Radabaugh et al. 2017,1.913,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,83,cm,0.411,Radabaugh et al. 2017,0.618,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,106.5,cm,0.411,Radabaugh et al. 2017,1.428,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,77,cm,0.411,Radabaugh et al. 2017,0.645,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,78,cm,0.411,Radabaugh et al. 2017,0.647,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,42,cm,0.411,Radabaugh et al. 2017,0.448,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,89,cm,0.411,Radabaugh et al. 2017,0.682,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,54,cm,0.411,Radabaugh et al. 2017,0.181,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,104.5,cm,0.411,Radabaugh et al. 2017,1.226,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,73,cm,0.411,Radabaugh et al. 2017,0.394,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,78,cm,0.411,Radabaugh et al. 2017,0.991,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,100,cm,0.411,Radabaugh et al. 2017,1.011,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,135,cm,0.411,Radabaugh et al. 2017,2.634,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,136,cm,0.411,Radabaugh et al. 2017,2.56,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,141,cm,0.411,Radabaugh et al. 2017,2.184,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,84,cm,0.411,Radabaugh et al. 2017,0.621,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,113,cm,0.411,Radabaugh et al. 2017,1.669,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,83,cm,0.411,Radabaugh et al. 2017,0.615,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,94,cm,0.411,Radabaugh et al. 2017,0.568,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,138,cm,0.411,Radabaugh et al. 2017,2.309,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,91,cm,0.411,Radabaugh et al. 2017,0.617,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,46,cm,0.411,Radabaugh et al. 2017,0.183,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,71,cm,0.411,Radabaugh et al. 2017,0.314,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,107,cm,0.411,Radabaugh et al. 2017,1.021,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,120.5,cm,0.411,Radabaugh et al. 2017,1.492,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,60.5,cm,0.411,Radabaugh et al. 2017,0.145,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,81,cm,0.411,Radabaugh et al. 2017,0.317,g,yes
Radabaugh_et_al_2023,Cyperus,species,1,28,cm,0.411,Radabaugh et al. 2017,0.032,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,64,cm,0.411,Radabaugh et al. 2017,1.591,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,87,cm,0.411,Radabaugh et al. 2017,2.492,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,114,cm,0.411,Radabaugh et al. 2017,2.991,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,46,cm,0.411,Radabaugh et al. 2017,0.335,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,56,cm,0.411,Radabaugh et al. 2017,0.545,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,57,cm,0.411,Radabaugh et al. 2017,0.805,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,89,cm,0.411,Radabaugh et al. 2017,1.145,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,89.5,cm,0.411,Radabaugh et al. 2017,2.33,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,66,cm,0.411,Radabaugh et al. 2017,1.078,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,69.5,cm,0.411,Radabaugh et al. 2017,1.035,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,94,cm,0.411,Radabaugh et al. 2017,2.083,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,87.5,cm,0.411,Radabaugh et al. 2017,2.077,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,79,cm,0.411,Radabaugh et al. 2017,1.714,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,57,cm,0.411,Radabaugh et al. 2017,0.521,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,40.5,cm,0.411,Radabaugh et al. 2017,0.261,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,90,cm,0.411,Radabaugh et al. 2017,3.663,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,105.5,cm,0.411,Radabaugh et al. 2017,4.285,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,100.5,cm,0.411,Radabaugh et al. 2017,2.333,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,48.5,cm,0.411,Radabaugh et al. 2017,1.065,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,45,cm,0.411,Radabaugh et al. 2017,0.546,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,93,cm,0.411,Radabaugh et al. 2017,2.144,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,68.5,cm,0.411,Radabaugh et al. 2017,0.604,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,70.5,cm,0.411,Radabaugh et al. 2017,0.66,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,100.5,cm,0.411,Radabaugh et al. 2017,1.298,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,69.5,cm,0.411,Radabaugh et al. 2017,0.886,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,115.5,cm,0.411,Radabaugh et al. 2017,4.996,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,103,cm,0.411,Radabaugh et al. 2017,2.686,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,126,cm,0.411,Radabaugh et al. 2017,3.795,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,63,cm,0.411,Radabaugh et al. 2017,0.681,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,135.5,cm,0.411,Radabaugh et al. 2017,2.842,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,134,cm,0.411,Radabaugh et al. 2017,4.857,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,74.5,cm,0.411,Radabaugh et al. 2017,0.811,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,134.5,cm,0.411,Radabaugh et al. 2017,9.398,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,125,cm,0.411,Radabaugh et al. 2017,2.526,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,100.5,cm,0.411,Radabaugh et al. 2017,1.656,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,111,cm,0.411,Radabaugh et al. 2017,2.689,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,109.5,cm,0.411,Radabaugh et al. 2017,3.249,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,108.5,cm,0.411,Radabaugh et al. 2017,1.737,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,76,cm,0.411,Radabaugh et al. 2017,1.157,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,139,cm,0.411,Radabaugh et al. 2017,5.403,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,125,cm,0.411,Radabaugh et al. 2017,3.734,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,145,cm,0.411,Radabaugh et al. 2017,4.984,g,yes
Radabaugh_et_al_2023,Muhlenbergia,capillaris,1,119,cm,0.411,Radabaugh et al. 2017,4.164,g,yes
