Sample.code,study.area,study.zone,station,core.code,core,file.name,environment,date.sampling,latitudeN.degree,latitudeN.minute,latitudeN.second,latitudeN,longitudeW.degree,longitudeW.minute,longitudeW.second,longitudeW,layer.top,layer.top.res,layer.bot,layer.bot.res,mass.dry,mass.dry.res,year,year.u,mar,mar.u,sar,sar.u,ctot,ctot.u,ntot,ntot.u,norg,norg.u,cinorg,cinorg.u,corg,corg.u,loi550,loi550.u,loi950,loi950.u
LTME2 15-16,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,15,0.1,16,0.1,56.69,1.00E-04,1977.769263,2.307322215,0.019726608,0.003179189,0.206301484,0.033214402,7.76,0.068299961,0.33,0.02443426,0.055376429,0.005959021,6.867824202,0.116093348,0.892175798,0.093876412,18.37748344,0.561502641,14.56953642,0.445155247
LTME2 16-17,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,16,0.1,17,0.1,49.5283,1.00E-04,1973.302411,2.68290549,0.022717833,0.004406235,0.223871317,0.043384795,,,,,,,,,,,,,,
LTME2 17-18,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,17,0.1,18,0.1,51.7846,1.00E-04,1969.580015,3.010111665,0.028868884,0.00720346,0.268644174,0.066999807,8.04,0.070764393,0.35,0.025915124,0.14694241,0.01581239,5.871130022,0.238932374,2.168869978,0.228212795,14.56190868,0.44492219,14.02714932,0.42858324
LTME2 18-19,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,18,0.1,19,0.1,56.8691,1.00E-04,1965.587172,3.386145904,0.028603578,0.007731128,0.250448131,0.067659867,,,,,,,,,,,,,,
LTME2 19-20,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,19,0.1,20,0.1,54.4399,1.00E-04,1961.370548,3.812304853,0.028595338,0.008500701,0.237156553,0.070467089,8.09,0.07120447,0.33,0.02443426,0.128005502,0.0137746,6.193191197,0.211907156,1.896808803,0.199585987,15.6895128,0.479374823,14.24442609,0.435221879
LTME2 20-21,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,20,0.1,21,0.1,53.7772,1.00E-04,1957.000262,4.274286862,0.029017473,0.009620284,0.228817969,0.07582079,,,,,,,,,,,,,,
LTME2 21-22,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,21,0.1,22,0.1,65.8863,1.00E-04,1952.546189,4.768239037,0.030186773,0.011589338,0.2245136,0.086177632,7.95,0.069972254,0.29,0.021472531,0.147396555,0.015861259,5.685988913,0.248287447,2.264011087,0.238223719,13.97893031,0.427109964,14.95137763,0.456821962
LTME2 22-23,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,22,0.1,23,0.1,66.5008,1.00E-04,1948.143223,5.218082581,0.032272231,0.014438629,0.227119631,0.101601789,,,,,,,,,,,,,,
LTME2 23-24,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,23,0.1,24,0.1,70.2602,1.00E-04,1944.051766,5.589894626,0.036720965,0.020484581,0.24441168,0.136343184,7.47,0.065747514,0.24,0.017770371,0.117496072,0.012643696,5.545302435,0.212925704,1.924697565,0.202520665,12.60709914,0.385195258,14.48388413,0.442538241
LTME2 24-25,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,24,0.1,25,0.1,65.0986,1.00E-04,1940.677978,5.73135265,0.046758839,0.035605383,0.296402793,0.225677355,,,,,,,,,,,,,,
LTME2 25-26,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,25,0.1,26,0.1,81.9882,1.00E-04,1938.466644,5.490444313,0.075599773,0.09898635,0.452215711,0.592092362,6.8,0.059850482,0.18,0.013327778,0.097989366,0.010544583,5.13418078,0.185217321,1.66581922,0.175280848,9.995936611,0.305414222,14.3437627,0.438256994
LTME2 26-27,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,26,0.1,27,0.1,89.6346,1.00E-04,1936.975394,4.854287909,0.118935253,0.258804787,0.6705781,1.459134873,,,,,,,,,,,,,,
LTME2 27-28,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,27,0.1,28,0.1,98.7289,1.00E-04,1936.466683,3.670353343,0.370926205,2.656483061,1.965754117,14.07831644,6.52,0.05738605,0.14,0.01036605,0.050909628,0.00547836,5.575343572,0.114774815,0.944656428,0.099398689,8.486332109,0.259290012,16.23827009,0.496141465
LTME2 28-29,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,28,0.1,29,0.1,97.2997,1.00E-04,1935.843777,1.178623667,0.320708526,1.985157669,1.605378505,9.937055572,,,,,,,,,,,7.935855263,0.242470832,16.73519737,0.5113245
LTME2 29-30,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,29,0.1,30,0.1,115.3498,1.00E-04,,,,,,,6.3,0.055449711,0.11,0.008144753,0.072922438,0.00784715,5.054709141,0.1422817,1.245290859,0.131032102,7.572016461,0.23135416,16.09053498,0.49162759
LTME2 30-31,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,30,0.1,31,0.1,96.1622,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 31-32,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,31,0.1,32,0.1,97.7092,1.00E-04,,,,,,,6.53,0.057474065,0.13,0.009625618,0.160614503,0.017283657,3.821707172,0.290710295,2.708292828,0.284972293,7.755568083,0.236962367,16.1077932,0.492154895
LTME2 32-33,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,32,0.1,33,0.1,89.5538,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 33-34,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,33,0.1,34,0.1,108.5108,1.00E-04,,,,,,,6.373333333,0.056095157,0.101666667,0.007527727,0.031664025,0.003407356,5.703111463,0.090111343,0.67022187,0.070522248,7.939119704,0.242570573,16.12505142,0.4926822
LTME2 34-35,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,34,0.1,35,0.1,100.1141,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 35-36,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,35,0.1,36,0.1,88.7349,1.00E-04,,,,,,,6.67,0.058706281,0.1,0.007404321,0.105935088,0.011399655,4.768212943,0.208544128,1.901787057,0.200110534,8.042710309,0.245735664,17.08164458,0.521909792
LTME2 36-37,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,36,0.1,37,0.1,101.322,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 37-38,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,37,0.1,38,0.1,98.2829,1.00E-04,,,,,,,6.67,0.058706281,0.1,0.007404321,0.06,0.00645659,5.4,0.145959085,1.27,0.133632432,8.146300914,0.248900754,18.03823774,0.551137383
LTME2 38-39,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,38,0.1,39,0.1,91.466,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 39-40,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,39,0.1,40,0.1,83.0588,1.00E-04,,,,,,,6.63,0.05835422,0.1,0.007404321,0.034675606,0.003731437,5.807692763,0.104363864,0.822307237,0.086525148,8.436935123,0.257780744,18.37882523,0.561543638
LTME2 40-41,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,40,0.1,41,0.1,69.4451,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 41-42,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,41,0.1,42,0.1,81.5706,1.00E-04,,,,,,,6.4,0.056329865,0.1,0.007404321,0.023300971,0.002507419,5.924660194,0.075330631,0.475339806,0.050016501,8.727569331,0.266660734,18.71941272,0.571949893
LTME2 42-43,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,42,0.1,43,0.1,94.7098,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 43-44,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,43,0.1,44,0.1,116.8587,1.00E-04,,,,,,,6.64,0.058442235,0.1,0.007404321,0.060590801,0.006520196,5.46713521,0.136550628,1.17286479,0.123412233,8.56131553,0.261581043,18.94818373,0.578939725
LTME2 44-45,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,44,0.1,45,0.1,90.436,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 45-46,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,45,0.1,46,0.1,98.8019,1.00E-04,,,,,,,6.43,0.056593911,0.1,0.007404321,0.026599407,0.002862368,5.849246291,0.083289394,0.580753709,0.061108529,8.395061728,0.256501351,19.17695473,0.585929557
LTME2 46-47,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,46,0.1,47,0.1,103.7327,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 47-48,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,47,0.1,48,0.1,115.5386,1.00E-04,,,,,,,6.55,0.057650096,0.1,0.007404321,0.020565399,0.002213054,6.105787378,0.074217896,0.444212622,0.046741443,8.576349602,0.262040392,19.62921057,0.599747709
LTME2 48-49,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,48,0.1,49,0.1,107.1215,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 49-50,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,49,0.1,50,0.1,111.9457,1.00E-04,,,,,,,7.49,0.065923545,0.12,0.008885185,0.031835606,0.003425851,6.873185141,0.092511335,0.616814859,0.064903262,8.757637475,0.267579432,20.0814664,0.61356586
LTME2 50-52,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,50,0.1,52,0.1,183.521,1.00E-04,,,,,,,7.03,0.061874836,0.09,0.006663889,0.031753798,0.003417048,6.434616295,0.088052787,0.595383705,0.062648208,,,,
LTME2 52-54,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,52,0.1,54,0.1,189.3135,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 54-56,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,54,0.1,56,0.1,241.376,1.00E-04,,,,,,,7.18,0.063195067,0.06,0.004442593,0.018872017,0.002030835,6.791236443,0.075279507,0.388763557,0.040907061,8.352599975,0.255203982,21.24515762,0.649121092
LTME2 56-58,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,56,0.1,58,0.1,218.016,1.00E-04,,,,,,,,,,,,,,,,,,,,
LTME2 58-60,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,58,0.1,60,0.1,267.828,1.00E-04,,,,,,,6.78,0.059674451,0.06,0.004442593,0.021246526,0.002286366,6.397562525,0.071975156,0.382437475,0.040241559,,,,
LTME2 60-62,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,60,0.1,62,0.1,251.944,1.00E-04,,,,,,,,,,,,,,,,,7.947562474,0.242828532,22.40884883,0.684676324
LTME2 62-64,Laguna de Terminos,El Mechal,El Mechal,LTME2,ME2,BC CC LTME2,Salt marsh,09/04/2018,18,48,22,18.80611111,91,27,27,91.4575,62,0.1,64,0.1,238.599,1.00E-04,,,,,,,7.59,0.066803699,0.06,0.004442593,0.016742349,0.001801671,7.154698914,0.080998519,0.435301086,0.045804211,8.336755647,0.254719877,22.95687885,0.701420744
