sample.code,study.area,study.zone,station,core.code,core,file.name,environment,date.sampling,latitudeN.degree,latitudeN.minute,latitudeN.second,latitudeN,longitudeW.degree,longitudeW.minute,longitudeW.second,longitudeW,layer.top,layer.top.res,layer.bot,layer.bot.res,mass.dry,mass.dry.res,year,year.u,mar,mar.u,sar,sar.u,ctot,ctot.u,ntot,ntot.u,norg,norg.u,cinorg,cinorg.u,corg,corg.u,loi550,loi550.u,loi950,loi950.u,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   7-8,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,7,0.1,8,0.1,15.2015,1.00E-04,1965.137364,2.266307042,0.02568267,0.003182209,0.098138749,0.012164712,14.225,0.05554933,1.32,0.009036787,1.225363212,0.04660737,0.852176448,0.453256771,13.37282355,0.449839545,34.78431116,0.068489386,9.996798246,0.288894117,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   8-9,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,8,0.1,9,0.1,19.2961,1.00E-04,1949.491776,2.97968207,0.021231998,0.002774541,0.063915782,0.008360172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   9-10,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,9,0.1,10,0.1,15.7702,1.00E-04,1932.792099,4.056619172,0.016257073,0.002521807,0.0598814,0.009289723,9.48,0.03701987,0.92,0.006298367,0.856482107,0.032576772,0.431080351,0.306633517,9.048919649,0.304390609,25.29738303,0.052083092,6.899286281,0.200009663,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   10-11,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,10,0.1,11,0.1,13.5681,1.00E-04,1914.638576,5.82252848,0.012866823,0.00256107,0.055085726,0.01096557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   11-12,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,11,0.1,12,0.1,13.3331,1.00E-04,,,,,,,12.195,0.04762208,1.18,0.00807834,1.10166583,0.041902471,0.93629241,0.381708653,11.25870759,0.3787242,30.790984,0.06147832,9.101817053,0.263183382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   12-13,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,12,0.1,13,0.1,11.3783,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   13-14,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,13,0.1,14,0.1,13.0401,1.00E-04,,,,,,,14.91,0.058224289,1.44,0.009858313,1.346849553,0.05122817,1.441504469,0.45678379,13.46849553,0.453057792,36.28458498,0.070873549,11.30434783,0.326357101,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   14-15,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,14,0.1,15,0.1,13.2906,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   15-16,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,15,0.1,16,0.1,13.2571,1.00E-04,,,,,,,11.37,0.044400414,1.145,0.007838728,1.04373765,0.039699141,1.084451781,0.348826047,10.28554822,0.345988737,29.44833538,0.05917918,8.829561827,0.255374825,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   16-17,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,16,0.1,17,0.1,13.4824,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   17-18,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,17,0.1,18,0.1,19.5324,1.00E-04,,,,,,,7.83,0.030576538,0.85,0.005819143,0.740625746,0.028170111,0.727399092,0.240868303,7.102600908,0.238919683,22.61208577,0.047484812,6.354775828,0.184392548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   18-19,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,18,0.1,19,0.1,21.5552,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   19-20,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,19,0.1,20,0.1,18.7879,1.00E-04,,,,,,,8.995,0.035125921,0.98,0.00670913,0.868471665,0.033032802,0.674561699,0.282081889,8.320438301,0.279885708,24.65536343,0.050993701,6.774510216,0.196431751,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   20-21,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,20,0.1,21,0.1,16.0645,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   21-22,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,21,0.1,22,0.1,15.6798,1.00E-04,,,,,,,10.16,0.039675304,1.11,0.007599116,0.996317584,0.037895492,0.621724306,0.323295475,9.538275694,0.320851732,26.69864109,0.054502589,7.194244604,0.208470953,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   22-23,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,22,0.1,23,0.1,16.3438,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   23-24,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,23,0.1,24,0.1,14.2686,1.00E-04,,,,,,,11.48,0.044829969,1.255,0.008591794,1.149692238,0.043729182,0.73732919,0.364135725,10.74267081,0.361365581,29.44629988,0.059154434,8.048632636,0.232948668,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   24-25,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,24,0.1,25,0.1,11.551,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   25-26,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,25,0.1,26,0.1,14.1443,1.00E-04,,,,,,,12.8,0.049984635,1.4,0.009584471,1.303066892,0.049562872,0.852934074,0.404975975,11.94706593,0.40187943,32.19395866,0.063806279,8.903020668,0.257426382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   26-27,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,26,0.1,27,0.1,15.1716,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   27-28,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,27,0.1,28,0.1,17.9153,1.00E-04,,,,,,,10.395,0.04059299,1.13,0.007736037,1.078860131,0.041035044,0.601766234,0.331919999,9.793233766,0.329428098,27.6685196,0.056093664,7.696232773,0.222838148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   28-29,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,28,0.1,29,0.1,24.2432,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   29-30,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,29,0.1,30,0.1,20.3641,1.00E-04,,,,,,,7.99,0.031201346,0.86,0.005887604,0.854653369,0.032507215,0.350598395,0.258864023,7.639401605,0.256976766,23.14308053,0.048381049,6.489444879,0.188249914,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   30-31,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,30,0.1,31,0.1,22.2898,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   31-32,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,31,0.1,32,0.1,21.6599,1.00E-04,,,,,,,7.485,0.029229296,0.825,0.005647992,0.801463836,0.030484122,0.333140192,0.2423458,7.151859808,0.240576671,21.8777829,0.046363903,6.032315686,0.175202021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   32-33,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,32,0.1,33,0.1,21.0412,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   33-34,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,33,0.1,34,0.1,22.8334,1.00E-04,,,,,,,6.98,0.027257246,0.79,0.00540838,0.748274303,0.028461028,0.315681989,0.225827577,6.664318011,0.224176575,20.61248528,0.044346758,5.575186494,0.162154129,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   34-35,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,34,0.1,35,0.1,21.0877,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   35-36,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,35,0.1,36,0.1,15.8248,1.00E-04,,,,,,,11.835,0.046216262,1.3,0.008899866,1.221033703,0.046442695,1.003175046,0.367286116,10.83182495,0.364364578,30.00796948,0.060325774,7.830764362,0.226758477,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   36-37,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,36,0.1,37,0.1,13.0627,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   37-38,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,37,0.1,38,0.1,14.281,1.00E-04,,,,,,,16.69,0.065175278,1.81,0.012391352,1.693793103,0.064424361,1.690668103,0.508744655,14.9993319,0.504552581,39.40345369,0.076304789,10.08634223,0.291362824,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   38-39,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,38,0.1,39,0.1,14.8775,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   39-40,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,39,0.1,40,0.1,20.5145,1.00E-04,,,,,,,13.29,0.051898109,1.435,0.009824083,1.361019104,0.051767117,1.250822328,0.4082901,12.03917767,0.404977916,32.55494505,0.064482065,8.124018838,0.235128323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   40-41,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,40,0.1,41,0.1,21.0251,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   41-42,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,41,0.1,42,0.1,22.3266,1.00E-04,,,,,,,9.89,0.03862094,1.06,0.007256814,1.028245105,0.039109873,0.810976553,0.307835544,9.079023447,0.30540325,25.70643642,0.05265934,6.161695447,0.178893822,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   42-43,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,42,0.1,43,0.1,15.0472,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   43-44,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,43,0.1,44,0.1,18.1417,1.00E-04,,,,,,,13.43,0.052444816,1.17,0.008009879,1.367717452,0.052021892,1.129036585,0.417094266,12.30096342,0.413783953,32.05384517,0.063592478,7.998559322,0.231524966,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   44-45,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,44,0.1,45,0.1,19.6943,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   45-46,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,45,0.1,46,0.1,15.3551,1.00E-04,,,,,,,16.97,0.066268692,1.28,0.008762945,1.707189799,0.064933912,1.447096616,0.526352987,15.52290338,0.522164656,38.40125392,0.074525615,9.835423197,0.284156109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   46-47,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,46,0.1,47,0.1,14.787,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   47-48,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,47,0.1,48,0.1,23.0167,1.00E-04,,,,,,,15.285,0.059688683,1.15,0.007872958,1.535231494,0.058393382,1.449172196,0.469226639,13.8358278,0.465414239,35.24204939,0.068997507,9.059954662,0.261904257,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   48-49,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,48,0.1,49,0.1,17.6429,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   49-50,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,49,0.1,50,0.1,16.9169,1.00E-04,,,,,,,13.6,0.053108674,1.02,0.006982972,1.363273189,0.051852852,1.451247776,0.412100292,12.14875222,0.408663822,32.08284486,0.063469398,8.284486127,0.239652404,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   50-55,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,50,0.1,55,0.1,86.333,1.00E-04,,,,,,,13,0.050765645,1,0.006846051,1.308076157,0.049753403,1.637414136,0.38557506,11.36258586,0.382218493,31.15079365,0.06199596,8.69047619,0.251326856,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   55-60,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,55,0.1,60,0.1,93.4466,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   60-65,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,60,0.1,65,0.1,101.49,1.00E-04,,,,,,,11.65,0.045493828,0.81,0.005545301,1.06168906,0.040381933,1.445988484,0.346247729,10.20401152,0.343245978,29.14533281,0.058496135,7.207562032,0.208815152,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   65-70,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,65,0.1,70,0.1,101.5581,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   70-75,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,70,0.1,75,0.1,91.9365,1.00E-04,,,,,,,13.94,0.054436391,0.95,0.006503748,1.202225261,0.045727305,2.334704127,0.394159984,11.60529587,0.390382854,34.60166468,0.067957109,6.936187079,0.201064401,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   75-80,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,75,0.1,80,0.1,107.5669,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   80-85,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,80,0.1,85,0.1,116.49,1.00E-04,,,,,,,8.89,0.034715891,0.85,0.005819143,0.78663686,0.02992017,1.062963239,0.265567369,7.827036761,0.2632885,24.11902897,0.050000788,4.463586531,0.130521034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   85-90,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,85,0.1,90,0.1,115.8808,1.00E-04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   90-95,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,90,0.1,95,0.1,166.49,1.00E-04,,,,,,,5.15,0.020111005,0.39,0.00266996,0.625251579,0.023781791,0,0.282137427,8.366042257,0.281419749,13.28063241,0.033524816,2.687747036,0.080699234,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BCSQM2   95-100,Ensenada,San Quintín,Marisma sur,SQM2,M2,BC SQ M2,Salt marsh,05/03/2018,30,26,10,30.43611111,116,0,58,116.0161111,95,0.1,100,0.1,386.49,1.00E-04,,,,,,,0.94,0.003670747,0.06,0.000410763,0.056942108,0.002165825,0,0.034355307,1.01546759,0.034158641,3.043478261,0.02350396,1.304347826,0.043952765,,,,,,,,,,,,,,,,,,,,,,,,,,,,
