study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_peak_present,total_pb210_activity,total_pb210_activity_se,ra226_activity,ra226_activity_se,excess_pb210_activity,age,slice_thickness,kolker_bulk_density,kolker_pb_inventory,fraction_small_grain
Nolte_2020,DSK,DSK_ungrazed_landward,62,64,0.789525259,0.00264941644,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7895252585525798,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,64,66,0.775300194,0.0072959566099999994,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.775300194217405,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,66,68,0.719782834,0.01970860287,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7197828342957044,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,6,7,0.695479577,0.022260209500000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.6954795769361397,0.006033041912069084,0.023450000000000002
Nolte_2020,DSK,DSK_ungrazed_landward,68,70,0.769453094,0.008343110419999999,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7694530942778907,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,70,72,0.764441664,0.00432765181,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7644416643236761,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,72,74,0.779043323,0.00136742709,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.779043322760604,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,74,76,0.711485559,0.01597273986,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,0.7114855594272623,0,NA
Nolte_2020,DSK,DSK_ungrazed_landward,7,8,0.765862206,0.01249268364,1.415,1.415,NA,25.48,8.326,20.845,2.1315,4.635000000000002,NA,1.11,0.7658622057900412,0.003940246169458895,0
Nolte_2020,DSK,DSK_ungrazed_landward,8,9,0.762058597,0.01405417009,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.11,0.762058597329687,0.002393854671791747,0
Nolte_2020,DSK,DSK_ungrazed_seaward,0,1,0.430488354,0.14125295510000002,9.004,0.8187,NA,110,10.03,26.509999999999998,1.732,83.49000000000001,NA,1.107,0.4304883538331853,0.03978721023631663,0.3547
Nolte_2020,DSK,DSK_ungrazed_seaward,9,10,0.687723983,0.03516992387,5.074,1.102,NA,31.72,7.947,22.575000000000003,2.133,9.144999999999996,NA,1.107,0.6877239833017263,0.006962184060814772,0.1321
Nolte_2020,DSK,DSK_ungrazed_seaward,10,11,0.710270814,0.034228549670000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.7102708138512029,0,0.15245
Nolte_2020,DSK,DSK_ungrazed_seaward,11,12,0.691740348,0.03328717547,4.581,1.076,NA,8.557,1.698,23.799999999999997,2.0835,-15.242999999999997,NA,1.107,0.6917403481842058,0,0.15245
Nolte_2020,DSK,DSK_ungrazed_seaward,12,13,0.674853508,0.03196474272,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6748535075043135,0,0.15245
Nolte_2020,DSK,DSK_ungrazed_seaward,13,14,0.704727157,0.03064230996,8.695,0.9276,NA,37.22,6.844,22.645,1.7655,14.575,NA,1.107,0.70472715660665,0.011370437926448908,0.1728
Nolte_2020,DSK,DSK_ungrazed_seaward,14,15,0.672283061,0.03494080937,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6722830611371581,0.008164064315006806,0.2057
Nolte_2020,DSK,DSK_ungrazed_seaward,15,16,0.673257365,0.039239308789999996,33.09,1.425,TRUE,34.91,7.318,27.545,1.9849999999999999,7.364999999999995,24,1.107,0.6732573653075448,0.0054891043285075,0.2386
Nolte_2020,DSK,DSK_ungrazed_seaward,16,17,0.685525818,0.03398544604,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6855258175657023,0.00578264334994467,0.21780000000000002
Nolte_2020,DSK,DSK_ungrazed_seaward,17,18,0.711446622,0.0287315833,44.4,1.666,NA,33.67,7.312,25.795,1.9689999999999999,7.875,NA,1.107,0.7114466221129703,0.006202124859097582,0.21780000000000002
Nolte_2020,DSK,DSK_ungrazed_seaward,18,19,0.704057561,0.0329310356,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.7040575611238353,0.0038404527011085326,0.21780000000000002
Nolte_2020,DSK,DSK_ungrazed_seaward,1,2,0.437584818,0.14125295510000002,9.004,0.8187,NA,110,10.03,26.509999999999998,1.732,83.49000000000001,NA,1.107,0.4375848183073586,0.040443089823892886,0.3547
Nolte_2020,DSK,DSK_ungrazed_seaward,19,20,0.673049486,0.0371304879,27.7,6.831,NA,27.7,6.831,25.72,1.9,1.9800000000000004,NA,1.107,0.6730494856652134,0.0014752302456501548,0.19699999999999998
Nolte_2020,DSK,DSK_ungrazed_seaward,20,21,0.683665639,0.03788198102,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6836656394304338,8.798007655625321e-4,0.1765
Nolte_2020,DSK,DSK_ungrazed_seaward,21,22,0.66832426,0.03863347414,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6683242602828678,8.600581365047688e-4,0.1765
Nolte_2020,DSK,DSK_ungrazed_seaward,22,23,0.703742033,0.03600546697,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.7037420326838747,9.056368250854695e-4,0.1765
Nolte_2020,DSK,DSK_ungrazed_seaward,23,24,0.704342602,0.03600546697,7.835,0.8522,NA,23.97,6.061,23.625,1.6785,0.34499999999999886,NA,1.107,0.7043426023313035,2.6899900496935887e-4,0.156
Nolte_2020,DSK,DSK_ungrazed_seaward,24,26,0.715151608,0.033377459799999995,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.715151608189497,0.0027827299983841933,0.2024
Nolte_2020,DSK,DSK_ungrazed_seaward,26,28,0.695766428,0.029337996839999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6957664284640678,0.0027073002286286765,0.2024
Nolte_2020,DSK,DSK_ungrazed_seaward,2,3,0.503269554,0.1229408257,8.28,1.698,NA,93.98,13.37,31.725,3.1615,62.255,NA,1.107,0.503269553778968,0.03468346800005418,0.3036
Nolte_2020,DSK,DSK_ungrazed_seaward,28,30,0.714917091,0.025298533879999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7149170909111419,0.002781817467029799,0.2024
Nolte_2020,DSK,DSK_ungrazed_seaward,30,32,0.660050313,0.04986445641000001,8.792,0.8664,NA,32.13,6.367,28.96,1.831,3.1700000000000017,NA,2.214,0.6600503128837103,0.004632483914936778,0.2488
Nolte_2020,DSK,DSK_ungrazed_seaward,32,34,0.754835466,0.03905099719,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7548354655769203,0.001019435489680256,0.2728
Nolte_2020,DSK,DSK_ungrazed_seaward,34,36,0.666115828,0.06879614465,7.585,0.7927,NA,27.59,5.875,29.54,1.779,-1.9499999999999993,NA,2.214,0.6661158281476691,0,0.2728
Nolte_2020,DSK,DSK_ungrazed_seaward,36,38,0.615811466,0.05382678788,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.615811465515003,0,0.2728
Nolte_2020,DSK,DSK_ungrazed_seaward,3,4,0.515062176,0.1046286962,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.515062175518374,0.024627233078797644,0.25780000000000003
Nolte_2020,DSK,DSK_ungrazed_seaward,38,40,0.637055607,0.06704573385,12.03,0.9481,NA,24.41,6.251,26.990000000000002,1.8125,-2.580000000000002,NA,2.214,0.6370556072149616,0,0.2968
Nolte_2020,DSK,DSK_ungrazed_seaward,40,42,0.644840674,0.06197259821,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6448406736633241,0,0.27715
Nolte_2020,DSK,DSK_ungrazed_seaward,42,44,0.729907012,0.03493853189,15.55,0.9046,TRUE,23.78,5.557,26.19,1.6655,-2.41,47,2.214,0.7299070119680025,0,0.2575
Nolte_2020,DSK,DSK_ungrazed_seaward,44,46,0.684189386,0.03652633574,7.271,0.7569,NA,23.34,5.388,19.75,1.367,3.59,NA,2.214,0.6841893864111668,0.00543811513243642,0.3143
Nolte_2020,DSK,DSK_ungrazed_seaward,46,48,0.673860371,0.05514476008,9.065,0.928,NA,24.89,6.587,26.585,1.8445,-1.6950000000000003,NA,2.214,0.6738603705325193,0,0.32
Nolte_2020,DSK,DSK_ungrazed_seaward,4,5,0.550780436,0.09129950663000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.5507804363364883,0.026335069484085396,0.25780000000000003
Nolte_2020,DSK,DSK_ungrazed_seaward,48,50,0.636158159,0.06220386619,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6361581587349396,0,0.2972666666666667
Nolte_2020,DSK,DSK_ungrazed_seaward,50,52,0.682085947,0.0289261479,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6820859469162209,0,0.2972666666666667
Nolte_2020,DSK,DSK_ungrazed_seaward,52,54,0.661444912,0.037470999819999996,1.126,2.126,NA,23.79,6.074,24.134999999999998,1.7235,-0.34499999999999886,NA,2.214,0.6614449118000317,0,0.2972666666666667
Nolte_2020,DSK,DSK_ungrazed_seaward,54,56,0.651179892,0.04587431587,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6511798920283141,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,56,58,0.650030849,0.062357707639999996,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.650030849278984,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,5,6,0.572003728,0.07797031702,7.116,1.386,NA,53.74,10.96,29.61,2.7439999999999998,24.130000000000003,NA,1.107,0.5720037277122711,0.015279312094314695,0.2162
Nolte_2020,DSK,DSK_ungrazed_seaward,58,60,0.688149552,0.01103140967,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6881495520265125,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,60,62,0.668955262,0.032244287850000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6689552620221203,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,62,64,0.624890601,0.05412954747,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6248906008000001,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,64,66,0.685851794,0.04174601045,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6858517939287665,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,66,68,0.686760804,0.01629936461,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6867608037671502,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,6,7,0.636101923,0.07197837059000001,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6361019227641331,0.011715542334167007,0.17415
Nolte_2020,DSK,DSK_ungrazed_seaward,68,70,0.759227696,0.01376063346,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7592276960341854,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,70,72,0.689295888,0.02582156613,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6892958881576039,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,72,74,0.713830532,0.02062093729,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.713830532453885,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,74,76,0.697502974,0.024781476389999998,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6975029743887335,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,76,78,0.771144799,0.01400527837,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7711447990754368,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,7,8,0.606161181,0.06598642416,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.60616118106929,0.011164102361594624,0.17415
Nolte_2020,DSK,DSK_ungrazed_seaward,78,80,0.740100605,0.01771026196,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7401006047931166,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,80,82,0.677982977,0.01771026196,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.6779829772395574,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,82,84,0.70738658,0.021415245550000003,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.214,0.7073865802133085,0,NA
Nolte_2020,DSK,DSK_ungrazed_seaward,8,9,0.638323303,0.050578174010000004,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.107,0.6383233025450068,0.011756455068324453,0.17415
Nolte_2020,HH,HH_grazed_landward,8,10,0.641336366,0.05244896312,4.074,0.3403,NA,32.02,4.371,16.384999999999998,1.00885,15.635000000000005,NA,2.102,0.6413363663963825,0.021077372174252845,0.26555
Nolte_2020,HH,HH_grazed_landward,10,12,0.65408351,0.04931462406,6.39,0.4088,NA,33.58,4.492,17.32,1.058,16.259999999999998,NA,2.102,0.6540835100775946,0.022355606330857262,0.2675
Nolte_2020,HH,HH_grazed_landward,12,14,0.710739098,0.03155915297,6.237,0.38,NA,20.75,3.844,14.719999999999999,0.9413499999999999,6.030000000000001,NA,2.102,0.7107390979937005,0.009008660711416034,0.19
Nolte_2020,HH,HH_grazed_landward,14,16,0.64727579,0.05010090375,27.06,0.9104,NA,29.77,4.51,19.48,1.149,10.29,NA,2.102,0.6472757901333926,0.014000303484753425,0.30219999999999997
Nolte_2020,HH,HH_grazed_landward,16,18,0.642509399,0.05130987443999999,32.34,1.014,TRUE,32.84,4.388,17.22,1.03635,15.620000000000005,24,2.102,0.6425093989410741,0.021095665297688037,0.29814999999999997
Nolte_2020,HH,HH_grazed_landward,0,2,0.464299507,0.1259704483,3.586,0.4148,NA,66.6,6.305,18.92,1.25,47.67999999999999,NA,2.102,0.46429950684416915,0.04653365662226563,0.4132
Nolte_2020,HH,HH_grazed_landward,18,20,0.702687125,0.03416104493,11.56,0.5119,NA,23.79,3.945,16.655,0.9901,7.134999999999998,NA,2.102,0.7026871248635882,0.010538739880665376,0.2259
Nolte_2020,HH,HH_grazed_landward,20,22,0.644292586,0.04991377659,12.99,0.5546,NA,26.87,4.213,18.619999999999997,1.04425,8.250000000000004,NA,2.102,0.6442925863624772,0.011172999886404902,0.3258499999999999
Nolte_2020,HH,HH_grazed_landward,22,24,0.664438969,0.04319093698,9.467,0.4794,NA,27.42,4.332,19.13,1.095,8.290000000000003,NA,2.102,0.664438969481734,0.011578234417821517,0.2745
Nolte_2020,HH,HH_grazed_landward,24,26,0.645128205,0.04871373837,9.269,0.4851,NA,31.32,4.468,18.634999999999998,1.091,12.685000000000002,NA,2.102,0.6451282047482746,0.017201614584741377,0.30534999999999995
Nolte_2020,HH,HH_grazed_landward,26,28,0.659071529,0.046877644270000005,11.37,0.5268,NA,28.5,4.473,19.445,1.1025,9.055,NA,2.102,0.6590715285619041,0.01254451043675114,0.3176
Nolte_2020,HH,HH_grazed_landward,28,30,0.68818713,0.03764093669,12.68,0.5487,NA,22.68,4.105,17.32,1.02485,5.359999999999999,NA,2.102,0.6881871300853833,0.007753611702275588,0.25329999999999997
Nolte_2020,HH,HH_grazed_landward,30,32,0.736980055,0.0230795968,9.347,0.4197,NA,17.22,3.395,13.265,0.83215,3.9549999999999983,NA,2.102,0.7369800546045857,0.006126817355750306,0.13745000000000002
Nolte_2020,HH,HH_grazed_landward,32,34,0.68241745,0.04333755452,7.92,0.4369,NA,19.36,3.925,16.419999999999998,1.0004499999999998,2.9400000000000013,NA,2.102,0.6824174496508283,0.004217257948748163,0.2547
Nolte_2020,HH,HH_grazed_landward,34,36,0.629944158,0.05695805074,10.53,0.5083,NA,24.71,4.36,18.79,1.0939999999999999,5.920000000000002,NA,2.102,0.629944158141058,0.007838924312842025,0.33510000000000006
Nolte_2020,HH,HH_grazed_landward,36,38,0.626666836,0.05950194667,6.027,0.394,NA,23.74,4.161,19.78,1.0979999999999999,3.9599999999999973,NA,2.102,0.6266668362606422,0.005216324611686682,0.3847
Nolte_2020,HH,HH_grazed_landward,2,4,0.484410252,0.1273616572,4.498,0.3695,NA,65.62,6.172,17.799999999999997,1.1179999999999999,47.82000000000001,NA,2.102,0.4844102515982495,0.048691775282462275,0.44875
Nolte_2020,HH,HH_grazed_landward,38,40,0.629364153,0.058186294619999995,2.985,0.3319,NA,25.03,4.354,19.715,1.1175000000000002,5.315000000000001,NA,2.102,0.6293641531966921,0.007031338136853362,0.395
Nolte_2020,HH,HH_grazed_landward,40,42,0.651017015,0.051777434309999995,1.915,0.315,NA,24.73,4.58,21.48,1.2215,3.25,NA,2.102,0.6510170148961714,0.004447422737263194,0.36515000000000003
Nolte_2020,HH,HH_grazed_landward,42,44,0.642743332,0.05405804593,1.052,0.2578,NA,22.41,4.367,20.095,1.131,2.3150000000000013,NA,2.102,0.6427433323894102,0.003127672612040082,0.3752
Nolte_2020,HH,HH_grazed_landward,44,46,0.656564381,0.05346736596999999,0.6149,0.2393,NA,20.86,4.346,20.715,1.1475,0.14499999999999957,NA,2.102,0.6565643814173814,2.0011425781220308e-4,0.29375
Nolte_2020,HH,HH_grazed_landward,46,48,0.63787021,0.062135790760000004,0.42,NA,NA,24.05,4.759,21.165,1.218,2.8850000000000016,NA,2.102,0.6378702103842208,0.0038682171807267202,0.424
Nolte_2020,HH,HH_grazed_landward,48,50,0.685520091,0.043349753690000006,0.44,NA,NA,18,4.045,18.655,1.0765,-0.6550000000000011,NA,2.102,0.6855200906301622,0,0.30269999999999997
Nolte_2020,HH,HH_grazed_landward,4,6,0.653483395,0.04665299546,1.976,0.2866,NA,24.7,3.791,16.455,0.9682999999999999,8.245000000000001,NA,2.102,0.6534833953551382,0.011325514190065947,0.20119999999999996
Nolte_2020,HH,HH_grazed_landward,6,8,0.595935845,0.07112498916,4.389,0.4103,NA,39.98,4.998,17.545,1.1135,22.434999999999995,NA,2.102,0.5959358452445431,0.0281033630863049,0.3483
Nolte_2020,HH,HH_grazed_seaward,8,10,0.869649029,0.07825930426,3.793,0.4792,NA,56.94,5.638,20.955,1.206,35.985,NA,2.144,0.8696490286777161,0.06709502271669857,0.4239
Nolte_2020,HH,HH_grazed_seaward,10,12,0.654923814,0.0503734584,2.688,0.4131,NA,38.48,4.774,19.975,1.142,18.504999999999995,NA,2.144,0.654923813537567,0.025983918923435177,0.2559
Nolte_2020,HH,HH_grazed_seaward,12,14,0.686742267,0.040001512339999996,1.901,0.3782,NA,33.01,4.34,19.205,1.0615,13.805,NA,2.144,0.6867422669813361,0.02032614267873223,0.2086
Nolte_2020,HH,HH_grazed_seaward,14,16,0.703664087,0.03411110903,2.154,0.4044,NA,28.99,4.197,19.195,1.0755,9.794999999999998,NA,2.144,0.7036640866571545,0.014777283578561838,0.18445
Nolte_2020,HH,HH_grazed_seaward,16,18,0.717476411,0.03356396842,2.881,0.413,NA,30.4,4.306,18.355,1.0825,12.044999999999998,NA,2.144,0.7174764112444467,0.01852845523265399,0.17935
Nolte_2020,HH,HH_grazed_seaward,0,2,0.59529401,0.07638122883000001,2.345,0.2855,NA,40.38,4.537,14.205,0.9251,26.175000000000004,NA,2.144,0.5952940096238306,0.03340742358488168,0.3505
Nolte_2020,HH,HH_grazed_seaward,18,20,0.715795269,0.033268169470000004,2.814,0.3961,NA,26.65,4.252,18.82,1.0899999999999999,7.829999999999998,NA,2.144,0.7157952688681246,0.01201642739202902,0.16824999999999998
Nolte_2020,HH,HH_grazed_seaward,20,22,0.73977522,0.025171517180000002,2.581,0.3724,NA,25.38,3.998,19.950000000000003,1.0790000000000002,5.429999999999996,NA,2.144,0.739775219552024,0.008612403924007094,0.1348
Nolte_2020,HH,HH_grazed_seaward,22,24,0.731659668,0.02738465444,3.36,0.4006,NA,26.57,4.034,19.924999999999997,1.0845,6.645000000000003,NA,2.144,0.7316596683442836,0.010423867495740813,0.1372
Nolte_2020,HH,HH_grazed_seaward,24,26,0.709300923,0.04793078434,5.582,0.4632,NA,25.37,4.128,19.270000000000003,1.083,6.099999999999998,NA,2.144,0.7093009228390521,0.009276521189258256,0.18325
Nolte_2020,HH,HH_grazed_seaward,26,28,0.712196678,0.03353715372,10.68,0.5873,NA,27.69,4.186,19.07,1.0895000000000001,8.620000000000001,NA,2.144,0.7121966775580535,0.013162306213020105,0.21064999999999998
Nolte_2020,HH,HH_grazed_seaward,28,30,0.712596448,0.03313143107,16.25,0.7152,TRUE,25.27,4.084,21.645000000000003,1.15,3.6249999999999964,47,2.144,0.7125964479221486,0.005538299593250933,0.215
Nolte_2020,HH,HH_grazed_seaward,30,32,0.72115967,0.0298878754,9.364,0.5564,NA,24.11,4.024,18.740000000000002,1.0645,5.3699999999999974,NA,2.144,0.7211596700936362,0.008302913206495656,0.191
Nolte_2020,HH,HH_grazed_seaward,32,34,0.730959315,0.03049273401,9.392,0.594,NA,28.52,4.293,23.465000000000003,1.206,5.054999999999996,NA,2.144,0.7309593153094145,0.007922078582578203,0.16879999999999998
Nolte_2020,HH,HH_grazed_seaward,34,36,0.709503631,0.03704069051,10.2,0.5703,NA,27.69,4.104,22.28,1.143,5.41,NA,2.144,0.7095036305907979,0.008229560991367891,0.24314999999999998
Nolte_2020,HH,HH_grazed_seaward,36,38,0.693692606,0.04365028717,14.3,0.6793,NA,29.83,4.304,24.36,1.2485,5.469999999999999,NA,2.144,0.6936926060487892,0.008135404902106264,0.3101
Nolte_2020,HH,HH_grazed_seaward,2,4,0.6958823,0.03819491873,1.393,0.3417,NA,30.39,4.204,16.28,0.98505,14.11,NA,2.144,0.695882299620744,0.02105171998695881,0.1972
Nolte_2020,HH,HH_grazed_seaward,38,40,0.686709297,0.04390994267,10.73,0.5755,NA,27.81,4.059,20.605,1.093,7.204999999999998,NA,2.144,0.6867092965561581,0.010607955592737183,0.2883
Nolte_2020,HH,HH_grazed_seaward,40,42,0.683367763,0.03950549451,7.393,0.4964,NA,27.28,4.111,21.465,1.1275,5.815000000000001,NA,2.144,0.6833677634246315,0.008519791919009716,0.2773
Nolte_2020,HH,HH_grazed_seaward,42,44,0.686084707,0.038467610379999996,6.582,0.4898,NA,26.33,4.22,21.38,1.141,4.949999999999999,NA,2.144,0.686084707401341,0.007281279782708951,0.28683333333333333
Nolte_2020,HH,HH_grazed_seaward,44,46,0.690080469,0.03691206544,6.171,0.4702,NA,25.66,4.15,19.965,1.093,5.695,NA,2.144,0.6900804685764238,0.008425937727755623,0.23055
Nolte_2020,HH,HH_grazed_seaward,46,48,0.68748228,0.03802672148,NA,NA,NA,NA,NA,NA,NA,0,NA,2.144,0.6874822797267132,0,0.26065
Nolte_2020,HH,HH_grazed_seaward,48,50,0.69305171,0.037378553440000004,NA,NA,NA,NA,NA,NA,NA,0,NA,2.144,0.6930517096253467,0,0.22149999999999997
Nolte_2020,HH,HH_grazed_seaward,4,6,0.692002219,0.03930033495,1.282,0.3353,NA,31.91,4.105,14.325,0.9024000000000001,17.585,NA,2.144,0.6920022190705573,0.02609003374393073,0.19820000000000002
Nolte_2020,HH,HH_grazed_seaward,6,8,0.616748505,0.07352511987,3.247,0.4702,NA,51.31,5.463,19.04,1.146,32.27,NA,2.144,0.61674850494458755,0.042670904801780596,0.39880000000000004
Nolte_2020,HH,HH_ungrazed_landward,8,10,0.66141764,0.044746863799999995,2.493,0.3238,NA,9.394,3.168,22.16,1.678,-12.766,NA,2.174,0.6614176400910737,0,0.26705
Nolte_2020,HH,HH_ungrazed_landward,10,12,0.661520022,0.04542778849,1.469,0.3237,NA,7.406,3.125,20.56,1.6575000000000002,-13.154,NA,2.174,0.6615200221767132,0,0.23285
Nolte_2020,HH,HH_ungrazed_landward,12,14,0.65272689,0.048976970360000004,1.41,0.2977,NA,7.349,3.161,20.65,1.718,-13.300999999999998,NA,2.174,0.6527268902156556,0,0.2872
Nolte_2020,HH,HH_ungrazed_landward,14,16,0.69772953,0.0364430188,1.791,0.3241,NA,6.63,3.082,22.405,1.7349999999999999,-15.775000000000002,NA,2.174,0.6977295299177102,0,0.2379
Nolte_2020,HH,HH_ungrazed_landward,16,18,0.705146216,0.03542629338,1.486,0.3008,NA,5.68,2.92,21.515,1.698,-15.835,NA,2.174,0.7051462160370412,0,0.24475000000000002
Nolte_2020,HH,HH_ungrazed_landward,0,2,0.564828811,0.08579258441,10.72,0.8931,NA,177.3,13.2,19.119999999999997,1.7355,158.18,NA,2.174,0.56482881058091,0.19423520661421445,0.36435
Nolte_2020,HH,HH_ungrazed_landward,18,20,0.721300419,0.03285879335,1.13,0.2872,NA,4.99,NA,19.240000000000002,1.608,-14.250000000000002,NA,2.174,0.7213004193145942,0,0.21880000000000002
Nolte_2020,HH,HH_ungrazed_landward,20,22,0.688879271,0.043482573249999996,9.657,0.9673,NA,22.8,6.876,21.564999999999998,1.799,1.235000000000003,NA,2.174,0.6888792714200408,0.0018495650670429578,0.30195
Nolte_2020,HH,HH_ungrazed_landward,22,24,0.636121143,0.059675287120000003,10.06,1.013,NA,30.04,7.246,22.695,1.8835,7.344999999999999,NA,2.174,0.6361211432871058,0.010157601499642802,0.36774999999999997
Nolte_2020,HH,HH_ungrazed_landward,24,26,0.616617767,0.06564794602,11.02,0.5314,NA,31.49,4.726,20.1,1.1825,11.389999999999997,NA,2.174,0.616617767032048,0.015268602820760183,0.40085
Nolte_2020,HH,HH_ungrazed_landward,26,28,0.630871081,0.06300813008,11.24,0.5578,NA,31.86,4.748,19.235,1.12655,12.625,NA,2.174,0.630871081244713,0.017315360849153326,0.42584999999999995
Nolte_2020,HH,HH_ungrazed_landward,28,30,0.604708876,0.06733564461000001,14.26,0.6311,NA,31.27,4.872,20.33,1.1680000000000001,10.940000000000001,NA,2.174,0.6047088756644284,0.014382129826897475,0.41950000000000004
Nolte_2020,HH,HH_ungrazed_landward,30,32,0.61909972,0.05957315187,11.81,0.545,NA,28.14,4.406,18.685000000000002,1.0765,9.454999999999998,NA,2.174,0.6190997199234012,0.012725699989977895,0.40004999999999996
Nolte_2020,HH,HH_ungrazed_landward,32,34,0.644446099,0.04522460803,10.34,0.5087,NA,24.5,4.22,17.825,1.084,6.675000000000001,NA,2.174,0.6444460986012254,0.009351847337546753,0.35119999999999996
Nolte_2020,HH,HH_ungrazed_landward,34,36,0.657326338,0.03087606418,9.44,0.4735,NA,31.23,4.375,17.325,1.0188000000000001,13.905000000000001,NA,2.174,0.6573263379562493,0.019870626813458296,0.37079999999999996
Nolte_2020,HH,HH_ungrazed_landward,36,38,0.660242817,0.04674431021,8.804,0.4514,NA,26.89,4.165,16.9,1.00085,9.990000000000002,NA,2.174,0.6602428167037762,0.014339325156304955,0.31270000000000003
Nolte_2020,HH,HH_ungrazed_landward,2,4,0.59018625,0.07258278146000001,47.27,1.593,TRUE,117.7,9.452,19.57,1.6715,98.13,24,2.174,0.5901862503485976,0.12590715944734293,0.27505
Nolte_2020,HH,HH_ungrazed_landward,38,40,0.728320732,0.028623619790000002,3.92,0.3066,NA,18.28,3.682,13.925,0.8767499999999999,4.355,NA,2.174,0.7283207318395469,0.006895573175288508,0.17735
Nolte_2020,HH,HH_ungrazed_landward,40,42,0.675018532,0.04186284746,5.78,0.3898,NA,19.65,4.05,15.024999999999999,0.9636,4.625,NA,2.174,0.6750185323297694,0.006787142587942748,0.2831
Nolte_2020,HH,HH_ungrazed_landward,42,44,0.640053802,0.05330192612,6.985,0.4482,NA,23.41,4.521,16.32,1.0514999999999999,7.09,NA,2.174,0.6400538018573909,0.00986557168353719,0.34345
