study_id,site_id,core_id,species_code,genus,species
Liu_et_al_2014,Guangdong,M0260,NA,NA,NA
Liu_et_al_2014,Guangdong,M0261,NA,NA,NA
Liu_et_al_2014,Guangdong,M0262,NA,NA,NA
Liu_et_al_2014,Hainan,M0263,NA,NA,NA
Liu_et_al_2014,Hainan,M0264,NA,NA,NA
Liu_et_al_2014,Hainan,M0265,NA,NA,NA
Lunstrem_and_Chen_2014,Deep Bay,M0266,Sonneratia apetala,NA,NA
Lunstrem_and_Chen_2014,Deep Bay,M0267,Kandelia obvata,NA,NA
Lunstrem_and_Chen_2014,Deep Bay,M0268,Sonneratia apetala,NA,NA
Lunstrem_and_Chen_2014,Deep Bay,M0269,Kandelia obvata,NA,NA
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0270,Rhizophora apiculata,NA,NA
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0271,Rhizophora apiculata,NA,NA
Alongi_et_al_2004,Matang Mangrove Forest Reserve,M0272,Rhizophora apiculata,NA,NA
Along_et_al_2000_MEPS,Ca Mau,M0273,Rhizophora apiculata,NA,NA
Along_et_al_2000_MEPS,Ca Mau,M0274,Rhizophora apiculata,NA,NA
Along_et_al_2000_MEPS,Ca Mau,M0275,Rhizophora apiculata,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0276,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0277,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0278,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0279,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0280,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0281,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0282,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0283,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0284,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0285,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0286,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0287,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0288,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0289,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0290,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0291,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0292,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0293,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0294,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0295,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0296,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0297,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0298,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0299,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0300,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0301,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0302,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0303,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0304,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0305,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0306,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0307,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0308,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0309,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0310,NA,NA,NA
Lovelock_et_al_2010,Firth of Thames,M0311,NA,NA,NA
MacKenzie_et_al_2016,Can Gio,M0312,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Can Gio,M0313,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0314,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0315,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0316,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0317,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0318,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Ca Mau,M0319,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0320,Rhizophora mucronata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0321,Rhizophora mucronata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0322,Sonneratia alba,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0323,Lumnitzera littorea,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0324,Rhizophora mucronata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0325,Rhizophora apiculata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0326,Sonneratia alba,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0327,Bruguierra gymnorhiza,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0328,Sonneratia alba,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0329,Rhizophora mucronata,NA,NA
MacKenzie_et_al_2016,Babeldaob,M0330,Rhizophora apiculata,NA,NA
Osland_et_al_2012,Tampa Bay,M0331,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0332,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0333,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0334,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0335,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0336,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0337,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0338,NA,NA,NA
Osland_et_al_2012,Tampa Bay,M0339,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0340,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0341,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0342,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0343,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0344,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0345,NA,NA,NA
Marchio_et_al_2016,Naples Bay,M0346,NA,NA,NA
Murdiyarso_et_al_2015,South Sumatra,M0347,Rhizophora apiculata,NA,NA
Murdiyarso_et_al_2015,South Sumatra,M0347,Bruguiera gymnorrhiza,NA,NA
Murdiyarso_et_al_2015,Central Java,M0348,Sonneratia alba,NA,NA
Murdiyarso_et_al_2015,West Kalimantan,M0349,Rhizophora apiculata,NA,NA
Murdiyarso_et_al_2015,Central Kalimantan,M0350,Rhizophora apiculata,NA,NA
Murdiyarso_et_al_2015,North Sulawesi,M0351,Rhizophora mucronata,NA,NA
Murdiyarso_et_al_2015,West Papua,M0352,Bruguierra gymnorhiza,NA,NA
Murdiyarso_et_al_2015,West Papua,M0352,Avicennia spp,NA,NA
Murdiyarso_et_al_2015,West Papua,M0353,Bruguierra gymnorhiza,NA,NA
Murdiyarso_et_al_2015,West Papua,M0354,Rhizophora apiculata,NA,NA
Adame_et_al_2015,Chiapas,M0355,NA,NA,NA
Adame_et_al_2015,Chiapas,M0356,NA,NA,NA
Adame_et_al_2015,Chiapas,M0357,NA,NA,NA
Adame_et_al_2015,Chiapas,M0358,NA,NA,NA
Adame_et_al_2015,Chiapas,M0359,NA,NA,NA
Adame_et_al_2015,Chiapas,M0360,NA,NA,NA
Adame_et_al_2015,Chiapas,M0361,NA,NA,NA
Xia_et_al_2015,Yingluo Harbor,M0362,NA,NA,NA
Xia_et_al_2015,Yingluo Harbor,M0363,NA,NA,NA
Stringer_et_al_2015,Zambezi River Delta,M0364,NA,NA,NA
Stringer_et_al_2015,Zambezi River Delta,M0365,NA,NA,NA
Stringer_et_al_2015,Zambezi River Delta,M0366,NA,NA,NA
Stringer_et_al_2015,Zambezi River Delta,M0367,NA,NA,NA
Stringer_et_al_2015,Zambezi River Delta,M0368,NA,NA,NA
Sitoe_et_al_2014,Sofala Bay,M0369,Avicennia marina,NA,NA
Saintilan_et_al_2013,New South Wales,M0370,Avicennia marina,NA,NA
Saintilan_et_al_2013,New South Wales,M0371,Avicennia marina,NA,NA
Saintilan_et_al_2013,New South Wales,M0372,Avicennia marina,NA,NA
Saintilan_et_al_2013,New South Wales,M0373,Avicennia marina,NA,NA
Saintilan_et_al_2013,New South Wales,M0374,Avicennia marina,NA,NA
McFadden_et_al_2016,Gulf of Fonseca,M0375,Rhizophora mangle,NA,NA
McFadden_et_al_2016,Gulf of Fonseca,M0376,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0377,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0378,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0379,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0380,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0381,Laguncularia racemosa,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0382,Rhizophora mangle,NA,NA
Kauffman_et_al_2016,Pantanos de Centla,M0383,Laguncularia racemosa,NA,NA
Khan_et_al_2007,Okinawa Island,M0384,Kandelia obovata,NA,NA
Sanders_et_al_2010_EES,Cananeia,M0385,NA,NA,NA
Sanders_et_al_2010_EES,Cananeia,M0386,NA,NA,NA
Sahu_et_al_2016,Hukitola Bay,M0387,NA,NA,NA
Sahu_et_al_2016,Hukitola Bay,M0388,NA,NA,NA
Wang_et_al_2013,Yingluo Bay,M0389,Bruguierra gymnorhiza,NA,NA
Wang_et_al_2013,Yingluo Bay,M0390,Avicennia corniculatum,NA,NA
Wang_et_al_2013,Yingluo Bay,M0390,Kandelia obovata,NA,NA
Wang_et_al_2013,Yingluo Bay,M0391,Sonneratia apelata,NA,NA
Wang_et_al_2013,Yingluo Bay,M0392,Rhizophora stylosa,NA,NA
Wang_et_al_2013,Yingluo Bay,M0393,Avicennia marina,NA,NA
Tue_et_al_2014,Ca Mau,M0394,NA,NA,NA
Tue_et_al_2014,Ca Mau,M0395,NA,NA,NA
Tue_et_al_2014,Ca Mau,M0396,NA,NA,NA
Livesley_and_Andrusiak_2012,Mornington Peninsula,M0397,NA,NA,NA
Livesley_and_Andrusiak_2012,Mornington Peninsula,M0398,NA,NA,NA
Livesley_and_Andrusiak_2012,Mornington Peninsula,M0399,NA,NA,NA
Ezcurra_et_al_2016,Magdalena Bay,M0400,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,Magdalena Bay,M0401,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Magdalena Bay,M0402,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Magdalena Bay,M0403,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,Magdalena Bay,M0404,NA,NA,NA
Ezcurra_et_al_2016,Balandra,M0405,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Balandra,M0406,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Balandra,M0407,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,Balandra,M0408,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,Balandra,M0409,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Balandra,M0410,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Marismas,M0411,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Marismas,M0412,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,Marismas,M0413,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,La Encrucijada,M0414,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,La Encrucijada,M0415,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,La Encrucijada,M0416,Avicennia germinans,NA,NA
Ezcurra_et_al_2016,La Encrucijada,M0417,Rhizphora mangel,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0418,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0419,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0420,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0421,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0422,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0423,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0424,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0425,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0426,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0427,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0428,NA,NA,NA
Ezcurra_et_al_2016,Baja California Sur,M0429,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0430,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0431,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0432,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0433,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0434,NA,NA,NA
Ceron-Breton_et_al_2011,Carmen City,M0435,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,M0436,Kandelia candel,NA,NA
Bhomia_et_al_2016_India,Odisha,M0437,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,M0438,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,M0439,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,M0440,NA,NA,NA
Bhomia_et_al_2016_India,Odisha,M0441,NA,NA,NA
Howe_et_al_2009,Newcastle,M0442,Avicennia marina,NA,NA
Howe_et_al_2009,Newcastle,M0443,Avicennia marina,NA,NA
Thompson_et_al_2014,Panay Island,M0444,NA,NA,NA
Thompson_et_al_2014,Panay Island,M0445,NA,NA,NA
Thompson_et_al_2014,Panay Island,M0446,NA,NA,NA
Thompson_et_al_2014,Panay Island,M0447,Sonneratia alba,NA,NA
Thompson_et_al_2014,Panay Island,M0448,Sonneratia alba,NA,NA
Thompson_et_al_2014,Panay Island,M0449,Sonneratia alba,NA,NA
Zhang_and_Lin_1998,Fujian,M0450,Kandelia candel,NA,NA
Zhang_and_Lin_1998,Fujian,M0451,Avicennia marina,NA,NA
He_et_al_2002,Yingluo Bay,M0452,Bruguiera gymnorrhiza,NA,NA
He_et_al_2002,Yingluo Bay,M0453,Rhizophora stylosa,NA,NA
He_et_al_2002,Yingluo Bay,M0454,Kandelia candel,NA,NA
He_et_al_2002,Yingluo Bay,M0455,Aegiceras corniculatum,NA,NA
He_et_al_2002,Yingluo Bay,M0456,Avicennia marina,NA,NA
Liu_2005,"Techeng Island, Guandong",M0457,Avicennia marina,NA,NA
Liu_2005,"Techeng Island, Guandong",M0458,Avicennia marina,NA,NA
Liu_2005,"Techeng Island, Guandong",M0458,Rhizophora stylosa,NA,NA
Liu_2005,"Huguangzhen, Guangdong",M0459,Avicennia marina,NA,NA
Liu_2005,"Huguangzhen, Guangdong",M0459,Aegiceras corniculatum,NA,NA
Liu_2005,"Huguangzhen, Guangdong",M0460,Sonneratia apetala,NA,NA
Liu_2005,Leizhou Peninsula,M0461,Sonneratia apetala,NA,NA
Liu_2005,Leizhou Peninsula,M0462,Kandela candel,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0463,Lumnitzera racemose,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0464,Lumnitzera racemose,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0465,Lumnitzera racemose,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0466,Aegiceras corniculatum,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0467,Aegiceras corniculatum,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0468,Aegiceras corniculatum,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0469,Bruguiera sexangula,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0469,Ceriops tagal,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0470,Rhizophora stylosa,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0471,Kandelia candel,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0472,Bruguiera sexangula,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0473,Ceriops tagal,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0474,Avicennia marina,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0475,Bruguiera sexangula,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0476,Acanthus ilicifolius,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0477,Ceriops tagal,NA,NA
Liu_et_al_2008,"Donghai Harbor Mangrove Reserve, Hainan Province",M0478,Avicennia marina,NA,NA
Hu_et_al_2010,"Shanyutan Wetland, Minjiang River estuary, Fujian Province",M0479,Kandelia candel,NA,NA
Mao_et_al_2011,"Shenzhen Bay, Shenzhen City, Guangdong Province",M0480,Kandelia candel,NA,NA
Mao_et_al_2011,"Shenzhen Bay, Shenzhen City, Guangdong Province",M0481,Kandelia candel,NA,NA
Mao_et_al_2012,"Futian Mangrove Reserve, Shenzhen City, Guangdong Province",M0482,Kandelia candel,NA,NA
Mao_et_al_2012,"Futian Mangrove Reserve, Shenzhen City, Guangdong Province",M0483,Kandelia candel,NA,NA
Mao_et_al_2012,"Futian Mangrove Reserve, Shenzhen City, Guangdong Province",M0484,Kandelia candel,NA,NA
Xu_et_al_2012,"Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)",M0485,Aegiceras corniculatum,NA,NA
Xu_et_al_2012,"Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)",M0486,Bruguiera gymnorrhizal,NA,NA
Xu_et_al_2012,"Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)",M0486,Kandelia candel,NA,NA
Xu_et_al_2012,"Zhanjiang National Nature Reserve, Gaoqiao Town, Zhanjiang, Guangdong Province (next to Shankou in Guangxi, Yingluo Bay)",M0487,Avicennia marina,NA,NA
Donato_et_al_2012,Airai,M0488,NA,NA,NA
Donato_et_al_2012,Ngkeklau,M0489,NA,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,M0490,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,M0491,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,M0491,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,M0492,Avicennia germinans,NA,NA
Bhomia_et_al_2016_Honduras,Gulf of Fonseca,M0493,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0494,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0494,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0495,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0496,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0496,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0496,Avicennia germinans,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0497,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0497,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0498,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Tela,M0498,Laguncularia racemosa,NA,NA
Bhomia_et_al_2016_Honduras,Roatan,M0499,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Roatan,M0500,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Guanaja,M0501,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Guanaja,M0502,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Utila,M0503,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Utila,M0504,Avicennia germinans,NA,NA
Bhomia_et_al_2016_Honduras,Utila,M0505,Avicennia germinans,NA,NA
Bhomia_et_al_2016_Honduras,Utila,M0506,Rhizophora mangle,NA,NA
Bhomia_et_al_2016_Honduras,Utila,M0507,Rhizophora mangle,NA,NA
Ren_et_al_2008,Leizhou Bay,M0508,Rhizophora stylosa,NA,NA
Ren_et_al_2008,Leizhou Bay,M0508,Kandelia candel,NA,NA
Ren_et_al_2008,Leizhou Bay,M0509,Avicennia marina,NA,NA
Ren_et_al_2008,Leizhou Bay,M0509,Kandelia candel,NA,NA
Ren_et_al_2008,Leizhou Bay,M0510,Rhizophora stylosa,NA,NA
Ren_et_al_2008,Leizhou Bay,M0510,Sonneratia apetala,NA,NA
Ren_et_al_2008,Leizhou Bay,M0511,Avicennia marina,NA,NA
Ren_et_al_2008,Leizhou Bay,M0511,Kandelia candel,NA,NA
Ren_et_al_2008,Leizhou Bay,M0511,Sonneratia apetala,NA,NA
Ren_et_al_2008,Leizhou Bay,M0512,Kandelia candel,NA,NA
Ren_et_al_2008,Leizhou Bay,M0512,Sonneratia apetala,NA,NA
Ren_et_al_2008,Leizhou Bay,M0513,Sonneratia apetala,NA,NA
Bulmer_et_al_2016,Whangateau,M0514,Avicennia marina,NA,NA
Bulmer_et_al_2016,Bayswater,M0515,Avicennia marina,NA,NA
Bulmer_et_al_2016,Mangere,M0516,Avicennia marina,NA,NA
Bulmer_et_al_2016,Whangamata,M0517,Avicennia marina,NA,NA
Upkong_1997,Creek Town,M0518,Rhizophora racemosa,NA,NA
Upkong_1997,Creek Town,M0518,Rhizophora mangle,NA,NA
Upkong_1997,Creek Town,M0518,Avicennia africana,NA,NA
Upkong_1997,Creek Town,M0519,Rhizophora racemosa,NA,NA
Upkong_1997,Creek Town,M0519,Rhizophora mangle,NA,NA
Upkong_1997,Creek Town,M0519,Avicennia africana,NA,NA
Upkong_1997,Creek Town,M0520,Rhizophora racemosa,NA,NA
Upkong_1997,Creek Town,M0520,Rhizophora mangle,NA,NA
Upkong_1997,Creek Town,M0520,Avicennia africana,NA,NA
Upkong_1997,Creek Town,M0521,Rhizophora racemosa,NA,NA
Upkong_1997,Creek Town,M0521,Rhizophora mangle,NA,NA
Upkong_1997,Creek Town,M0521,Avicennia africana,NA,NA
Ranjan_2010,Pichavaram,M0522,Avicennia marina,NA,NA
Ranjan_2010,Pichavaram,M0522,Asppagus officinalis,NA,NA
Ranjan_2010,Pichavaram,M0522,Rhizophora mucronata,NA,NA
Ranjan_2010,Pichavaram,M0523,Rhizophora mucronata,NA,NA
Ranjan_2010,Pichavaram,M0523,Bruguiera cylindrica,NA,NA
Ranjan_2010,Pichavaram,M0524,Avicennia marina,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0525,Avicennia spp,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0526,NA,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0527,NA,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0528,Rhizophora mangle,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0528,Avicennia spp,NA,NA
Gomes_et_al_2016,"Almada River, Ilhus-BA",M0529,Rhizophora mangle,NA,NA
Fujimoto_et_al_1999,Pohnpei Island,M0530,Rhizophora apiculata,NA,NA
Fujimoto_et_al_1999,Pohnpei Island,M0530,Bruguiera gymnorrhiza,NA,NA
Fujimoto_et_al_1999,Pohnpei Island,M0531,Rhizophora apiculata,NA,NA
Fujimoto_et_al_1999,Pohnpei Island,M0531,Bruguiera gymnorrhiza,NA,NA
Fujimoto_et_al_1999,Pohnpei Island,M0532,Rhizophora apiculata,NA,NA
Ajonina_et_al_2014,Kpetou Village,M0533,Rhizophora racemosa,NA,NA
Ajonina_et_al_2014,Kpetou Village,M0533,Avicennia germinans,NA,NA
Ajonina_et_al_2014,Djegbadji Village,M0534,Rhizophora racemosa,NA,NA
Ajonina_et_al_2014,Djegbadji Village,M0534,Avicennia germinans,NA,NA
Ajonina_et_al_2014,Adounko Vilage,M0535,Rhizophora racemosa,NA,NA
Ajonina_et_al_2014,Adounko Vilage,M0535,Avicennia germinans,NA,NA
Ajonina_et_al_2014,Adounko Vilage,M0536,Rhizophora racemosa,NA,NA
Ajonina_et_al_2014,Adounko Vilage,M0536,Avicennia germinans,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0543,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0544,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0545,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0546,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0547,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0548,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0549,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0550,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0551,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0552,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0553,Avicennia marina,NA,NA
Kelleway_et_al_2016,Towra Point Nature Reserve,M0554,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0555,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0556,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0557,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0558,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0559,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0560,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0561,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0562,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0563,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0564,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0565,Avicennia marina,NA,NA
Kelleway_et_al_2016,Georges River National Park,M0566,Avicennia marina,NA,NA
Alongi_et_al_2008,"Hurun Bay, Gulf of Lampung, Sumatra",M0627,Avicennia marina,NA,NA
Alongi_et_al_2008,"Hurun Bay, Gulf of Lampung, Sumatra",M0628,Rhizophora stylosa,NA,NA
Alongi_et_al_2008,"Hurun Bay, Gulf of Lampung, Sumatra",M0629,Rhizophora stylosa,NA,NA
Alongi_et_al_2008,"Awerange Bay, Sulawesi",M0630,Sonneratia caseolaris,NA,NA
Alongi_et_al_2008,"Awerange Bay, Sulawesi",M0630,Sonneratia lanceolata,NA,NA
Dung_et_al_2016,"Khe Vinh Creek, Can Gio",M0631,Avicennia alba,NA,NA
Dung_et_al_2016,"Khe Vinh Creek, Can Gio",M0632,Rhizophora apiculata,NA,NA
