"","study_id","site_id","core_id","method_id","depth_min","depth_max","sample_id","dry_bulk_density","fraction_organic_matter","cs137_activity","cs137_activity_se","cs137_unit","total_pb210_activity","total_pb210_activity_se","pb210_unit","ra226_activity","ra226_activity_se","ra226_unit"
"139","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",10,11,"fraction_organic_matter_1",NA,0.0961699748392514,0.194596109312117,0.0312715947664572,"DPM/g",1.74357090224328,0.0887943724004963,"DPM/g",1.16562106503073,0.674930242295919,"DPM/g"
"140","Schieder_and_Kirwan_2019","Goodwin Island","G12","push core",10,11,"fraction_organic_matter_2",NA,0.0787890938251821,0.194596109312117,0.0312715947664572,"DPM/g",1.74357090224328,0.0887943724004963,"DPM/g",1.16562106503073,0.674930242295919,"DPM/g"
"141","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",15,16,"fraction_organic_matter_1",NA,0.0779287803199682,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"142","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",15,16,"fraction_organic_matter_2",NA,0.0780269058295949,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"143","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",20,21,"fraction_organic_matter_1",NA,0.0943302797722209,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"144","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",20,21,"fraction_organic_matter_2",NA,0.102005469462168,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"145","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",22,23,"fraction_organic_matter_1",NA,0.0969123505976068,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"146","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",22,23,"fraction_organic_matter_2",NA,0.0959061231692305,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"147","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",25,26,"fraction_organic_matter_1",NA,0.0739795918367324,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"148","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",25,26,"fraction_organic_matter_2",NA,0.0750226467923888,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"149","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",28,29,"fraction_organic_matter_1",NA,0.06256497495511,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"150","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",28,29,"fraction_organic_matter_2",NA,0.059261407579269,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"151","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",31,32,"fraction_organic_matter_1",NA,0.0585142469470792,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"152","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",31,32,"fraction_organic_matter_2",NA,0.0621278285033708,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"153","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",34,35,"fraction_organic_matter_1",NA,0.0443349753694626,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"154","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",34,35,"fraction_organic_matter_2",NA,0.0423807513718901,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"155","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",40,41,"fraction_organic_matter_1",NA,0.0388992190405322,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"156","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",40,41,"fraction_organic_matter_2",NA,0.0404474405511525,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"157","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",45,46,"fraction_organic_matter_1",NA,0.0289998954958732,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"158","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",45,46,"fraction_organic_matter_2",NA,0.0310922855082862,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"159","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",50,51,"fraction_organic_matter_1",NA,0.0268327743172016,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"160","Schieder_and_Kirwan_2019","Goodwin Island","G12","russian corer",50,51,"fraction_organic_matter_2",NA,0.0258408777504662,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"161","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",0,5,"fraction_organic_matter_1",NA,0.692125718148022,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"162","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",0,5,"fraction_organic_matter_2",NA,0.66692344727973,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"163","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",0,5,NA,0.212060127388535,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"164","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",5,10,"fraction_organic_matter_1",NA,0.510481283422458,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"165","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",5,10,"fraction_organic_matter_2",NA,0.540247160988642,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"166","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",5,10,NA,0.185657070063694,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"167","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",10,12,"fraction_organic_matter_1",NA,0.516934686910431,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"168","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",10,12,"fraction_organic_matter_2",NA,0.49680496804968,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"169","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",10,12,NA,0.244453503184713,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"170","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",12,14,"fraction_organic_matter_1",NA,0.449245742092456,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"171","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",12,14,"fraction_organic_matter_2",NA,0.375237868696482,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"172","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",12,14,NA,0.0997707006369427,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"173","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",14,16,"fraction_organic_matter_1",NA,0.328181818181817,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"174","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",14,16,"fraction_organic_matter_2",NA,0.325383993532742,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"175","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",14,16,NA,0.197477707006369,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"176","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",16,18,"fraction_organic_matter_1",NA,0.179001381488057,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"177","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",16,18,"fraction_organic_matter_2",NA,0.176800538478795,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"178","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",16,18,NA,0.440249681528663,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"179","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",18,20,"fraction_organic_matter_1",NA,0.126969669368791,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"180","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",18,20,"fraction_organic_matter_2",NA,0.123537234042554,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"181","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",18,20,NA,0.646914649681529,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"182","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",20,22,"fraction_organic_matter_1",NA,0.100206374684708,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"183","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",20,22,"fraction_organic_matter_2",NA,0.0930244718678104,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"184","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",20,22,NA,0.899938853503185,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"185","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",22,25,"fraction_organic_matter_1",NA,0.0588496887044154,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"186","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",22,25,"fraction_organic_matter_2",NA,0.0529298424572135,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"187","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",22,25,NA,1.35469384288747,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"188","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",25,30,"fraction_organic_matter_1",NA,0.0379660055317847,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"189","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",25,30,"fraction_organic_matter_2",NA,0.0373774311510946,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"190","Schieder_and_Kirwan_2019","Goodwin Island","G9","russian corer",25,30,NA,1.32808968152866,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"191","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",0,5,"fraction_organic_matter_1",NA,0.301738548980272,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"192","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",0,5,"fraction_organic_matter_2",NA,0.267327433628319,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"193","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",0,5,NA,0.153243312101911,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"194","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",5,8,"fraction_organic_matter_1",NA,0.34911637212404,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"195","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",5,8,"fraction_organic_matter_2",NA,0.333672902389334,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"196","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",5,8,NA,0.213829299363057,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"197","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",8,10,"fraction_organic_matter_1",NA,0.554481780299673,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"198","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",8,10,"fraction_organic_matter_2",NA,0.474829027355621,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"199","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",8,10,NA,0.172300636942675,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"200","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",10,12,"fraction_organic_matter_1",NA,0.30517002081888,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"201","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",10,12,"fraction_organic_matter_2",NA,0.296824251172861,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"202","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",10,12,NA,0.201722292993631,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"203","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",12,14,"fraction_organic_matter_1",NA,0.192735009061538,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"204","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",12,14,"fraction_organic_matter_2",NA,0.20693020985847,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"205","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",12,14,NA,0.341492993630573,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"206","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",14,16,"fraction_organic_matter_1",NA,0.148393716946875,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"207","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",14,16,"fraction_organic_matter_2",NA,0.18806921675774,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"208","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",14,16,NA,0.358216560509554,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"209","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",16,18,"fraction_organic_matter_1",NA,0.0994259471871406,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"210","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",16,18,"fraction_organic_matter_2",NA,0.103394478063543,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"211","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",16,18,NA,0.677151592356688,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"212","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",18,20,"fraction_organic_matter_1",NA,0.0920851747689805,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"213","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",18,20,"fraction_organic_matter_2",NA,0.0820141311152877,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"214","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",18,20,NA,0.655566878980892,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"215","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",20,25,"fraction_organic_matter_1",NA,0.0544941580545253,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"216","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",20,25,"fraction_organic_matter_2",NA,0.0581483294033889,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"217","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",20,25,NA,0.916775541401274,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"218","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",25,30,"fraction_organic_matter_1",NA,0.0428972904183678,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"219","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",25,30,"fraction_organic_matter_2",NA,0.044548768915746,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"220","Schieder_and_Kirwan_2019","Goodwin Island","G7","russian corer",25,30,NA,1.05329936305732,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"221","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",0,1,"replicate_2",0.101645859872611,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"222","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",1,2,"replicate_2",0.124912101910828,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"223","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",2,3,"replicate_2",0.115352866242038,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"224","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",3,4,"replicate_2",0.101421656050955,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"225","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",4,5,"replicate_2",0.107077707006369,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"226","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",5,6,"replicate_2",0.16095796178344,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"227","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",6,7,"replicate_2",0.0862369426751592,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"228","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",7,8,"replicate_2",0.124850955414013,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"229","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",8,9,"replicate_2",0.146894267515924,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"230","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",9,10,"replicate_2",0.0974471337579618,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"231","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",10,11,"replicate_2",0.0684535031847134,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"232","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",11,12,"replicate_2",0.109064968152866,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"233","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",12,13,"replicate_2",0.117819108280255,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"234","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",13,14,"replicate_2",0.146517197452229,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"235","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",14,15,"replicate_2",0.106170700636943,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"236","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",15,16,"replicate_2",0.115577070063694,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"237","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",16,17,"replicate_2",0.119796178343949,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"238","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",17,18,"replicate_2",0.116015286624204,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"239","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",18,19,"replicate_2",0.103256050955414,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"240","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",19,20,"replicate_2",0.107862420382166,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"241","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",20,21,"replicate_2",0.130884076433121,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"242","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",21,22,"replicate_2",0.289314649681529,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"243","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",22,23,"replicate_2",0.446033121019108,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"244","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",23,24,"replicate_2",0.537151592356688,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"245","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",24,25,"replicate_2",0.357625477707006,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"246","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",25,26,"replicate_2",0.28652229299363,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"247","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",26,27,"replicate_2",0.554323566878981,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"248","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",27,28,"replicate_2",0.651342675159236,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"249","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",28,29,"replicate_2",0.750746496815287,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"250","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",29,30,"replicate_2",0.711449681528662,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"251","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",30,31,"replicate_2",0.702298089171974,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"252","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",31,32,"replicate_2",1.09139363057325,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"253","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",32,33,"replicate_2",1.07251974522293,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"254","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",33,34,"replicate_2",0.70996178343949,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"255","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",34,35,"replicate_2",0.726155414012739,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"256","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",35,36,"replicate_2",0.732137579617834,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"257","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",36,37,"replicate_2",0.751062420382166,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"258","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",37,38,"replicate_2",0.84151847133758,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"259","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",38,39,"replicate_2",0.830043312101911,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"260","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",39,40,"replicate_2",0.751602547770701,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"261","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",40,46,"replicate_2",0.707772399150743,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"262","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",0,1,"replicate_1",0.0578649681528663,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"263","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",1,2,"replicate_1",0.0952356687898089,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"264","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",2,3,"replicate_1",0.0762700636942675,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"265","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",3,4,"replicate_1",0.0539923566878981,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"266","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",4,5,"replicate_1",0.074996178343949,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"267","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",5,6,"replicate_1",0.097284076433121,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"268","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",6,7,"replicate_1",0.137579617834395,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"269","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",7,8,"replicate_1",0.120377070063694,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"270","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",8,9,"replicate_1",0.181951592356688,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"271","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",9,10,"replicate_1",0.14611974522293,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"272","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",10,11,"replicate_1",0.172973248407643,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"273","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",11,12,"replicate_1",0.128896815286624,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"274","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",12,13,"replicate_1",0.0714292993630573,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"275","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",13,14,"replicate_1",0.138231847133758,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"276","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",14,15,"replicate_1",0.155179617834395,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
"277","Schieder_and_Kirwan_2019","Goodwin Island","G6","russian corer",15,16,"replicate_1",0.108412738853503,NA,NA,NA,"DPM/g",NA,NA,"DPM/g",NA,NA,"DPM/g"
