"","Site.name","SiteNum","U_depth","L_depth","mid_point","BD_final","OC_final","CD_calc"
"1995","RKB16 Politily","M0500",0.5,1,0.75,0.38,10.65,0.04
"1996","RKB16 Politily","M0500",1,2.7,1.85,0.78,3.62,0.028
"1997","RKB16 West End","M0501",0,0.15,0.075,0.43,11.63,0.05
"1998","RKB16 West End","M0501",0.15,0.3,0.225,0.88,2.71,0.024
"1999","RKB16 West End","M0501",0.3,0.5,0.4,1.11,1.65,0.018
"2000","RKB16 West End","M0501",0.5,1,0.75,1,1.45,0.015
"2001","RKB16 West End","M0501",1,1.78,1.39,0.94,2.38,0.022
"2002","RKB16 The Bight","M0502",0,0.15,0.075,0.22,21.03,0.046
"2003","RKB16 The Bight","M0502",0.15,0.3,0.225,0.21,21.3,0.045
"2004","RKB16 The Bight","M0502",0.3,0.5,0.4,0.2,20.45,0.041
"2005","RKB16 The Bight","M0502",0.5,1,0.75,0.2,18.8,0.038
"2006","RKB16 The Bight","M0502",1,2.7,1.85,0.2,15.58,0.031
"2007","RKB16 Big Bight","M0503",0,0.15,0.075,0.18,33.38,0.06
"2008","RKB16 Big Bight","M0503",0.15,0.3,0.225,0.19,30.45,0.058
"2009","RKB16 Big Bight","M0503",0.3,0.5,0.4,0.2,26.08,0.052
"2010","RKB16 Big Bight","M0503",0.5,1,0.75,0.18,26.67,0.048
"2011","RKB16 Big Bight","M0503",1,2.7,1.85,0.21,18.2,0.038
"2012","RKB16 Iron Bound","M0504",0,0.15,0.075,0.18,31.33,0.056
"2013","RKB16 Iron Bound","M0504",0.15,0.3,0.225,0.22,27.69,0.061
"2014","RKB16 Iron Bound","M0504",0.3,0.5,0.4,0.22,23.46,0.052
"2015","RKB16 Iron Bound","M0504",0.5,1,0.75,0.3,17.58,0.053
"2016","RKB16 Iron Bound","M0504",1,1.48,1.24,0.41,6.12,0.025
"2017","RKB16 Western Path","M0505",0,0.15,0.075,0.21,32.05,0.067
"2018","RKB16 Western Path","M0505",0.15,0.3,0.225,0.2,28.17,0.056
"2019","RKB16 Western Path","M0505",0.3,0.5,0.4,0.2,21.17,0.042
"2020","RKB16 Western Path","M0505",0.5,1,0.75,0.19,21.24,0.04
"2021","RKB16 Western Path","M0505",1,2.6,1.8,0.21,18.69,0.039
"2022","RKB16 Oyster Bed","M0506",0,0.15,0.075,0.2,37.97,0.076
"2023","RKB16 Oyster Bed","M0506",0.15,0.3,0.225,0.21,36.95,0.078
"2024","RKB16 Oyster Bed","M0506",0.3,0.5,0.4,0.19,33.54,0.064
"2025","RKB16 Oyster Bed","M0506",0.5,1,0.75,0.19,34.87,0.066
"2026","RKB16 Oyster Bed","M0506",1,2.7,1.85,0.18,29.65,0.053
"2027","RKB16 Turtle Harbor","M0507",0,0.15,0.075,0.16,27.88,0.045
"2028","RKB16 Turtle Harbor","M0507",0.15,0.3,0.225,0.18,26.11,0.047
"2029","RKB16 Turtle Harbor","M0507",0.3,0.5,0.4,0.17,22.13,0.038
"2030","RKB16 Turtle Harbor","M0507",0.5,1,0.75,0.21,18.57,0.039
"2031","RKB16 Turtle Harbor","M0507",1,1.4,1.2,0.65,6.14,0.04
"2032","HR08 Native Plantation","M0508",0,0.2,0.1,1.15,0.9,0.01
"2033","HR08 Natural Forest","M0509",0,0.2,0.1,0.91,2.01,0.018
"2034","HR08 4-year Exotic Plantation","M0510",0,0.2,0.1,1.26,0.62,0.008
"2035","HR08 5-year Exotic Plantation","M0511",0,0.2,0.1,1.24,0.65,0.008
"2036","HR08 8-year Exotic Plantation","M0512",0,0.2,0.1,1.1,1.06,0.012
"2037","HR08 10-year Exotic Plantation","M0513",0,0.2,0.1,1.06,1.23,0.013
"2038","RHB16 Whangateau","M0514",0,0.1,0.05,1.62,0,0.015
"2039","RHB16 Whangateau","M0514",0.1,0.2,0.15,1.62,0,0.003
"2040","RHB16 Whangateau","M0514",0.2,0.3,0.25,1.62,0,0.005
"2041","RHB16 Whangateau","M0514",0.3,0.4,0.35,1.62,0,0.002
"2042","RHB16 Whangateau","M0514",0.4,0.5,0.45,1.62,0,0.003
"2043","RHB16 Whangateau","M0514",0.5,0.6,0.55,1.62,0,0.003
"2044","RHB16 Whangateau","M0514",0.6,0.7,0.65,1.62,0,0.004
"2045","RHB16 Whangateau","M0514",0.7,0.8,0.75,1.62,0,0.006
"2046","RHB16 Whangateau","M0514",0.8,0.9,0.85,1.62,0,0.005
"2047","RHB16 Whangateau","M0514",0.9,1,0.95,1.62,0,0.003
"2048","RHB16 Bayswater","M0515",0,0.1,0.05,1.62,0,0.015
"2049","RHB16 Bayswater","M0515",0.1,0.2,0.15,1.62,0,0.019
"2050","RHB16 Bayswater","M0515",0.2,0.3,0.25,1.62,0,0.013
"2051","RHB16 Bayswater","M0515",0.3,0.4,0.35,1.62,0,0.01
"2052","RHB16 Bayswater","M0515",0.4,0.5,0.45,1.62,0,0.008
"2053","RHB16 Bayswater","M0515",0.5,0.6,0.55,1.62,0,0.008
"2054","RHB16 Bayswater","M0515",0.6,0.7,0.65,1.62,0,0.006
"2055","RHB16 Bayswater","M0515",0.7,0.8,0.75,1.62,0,0.008
"2056","RHB16 Bayswater","M0515",0.8,0.9,0.85,1.62,0,0.009
"2057","RHB16 Bayswater","M0515",0.9,1,0.95,1.62,0,0.01
"2058","RHB16 Mangere","M0516",0,0.1,0.05,1.62,0,0.016
"2059","RHB16 Mangere","M0516",0.1,0.2,0.15,1.62,0,0.016
"2060","RHB16 Mangere","M0516",0.2,0.3,0.25,1.62,0,0.011
"2061","RHB16 Mangere","M0516",0.3,0.4,0.35,1.62,0,0.011
"2062","RHB16 Mangere","M0516",0.4,0.5,0.45,1.62,0,0.01
"2063","RHB16 Mangere","M0516",0.5,0.6,0.55,1.62,0,0.01
"2064","RHB16 Mangere","M0516",0.6,0.7,0.65,1.62,0,0.009
"2065","RHB16 Mangere","M0516",0.7,0.8,0.75,1.62,0,0.008
"2066","RHB16 Mangere","M0516",0.8,0.9,0.85,1.62,0,0.009
"2067","RHB16 Mangere","M0516",0.9,1,0.95,1.62,0,0.009
"2068","RHB16 Whangamata","M0517",0,0.1,0.05,1.62,0,0.019
"2069","RHB16 Whangamata","M0517",0.1,0.2,0.15,1.62,0,0.006
"2070","RHB16 Whangamata","M0517",0.2,0.3,0.25,1.62,0,0.007
"2071","RHB16 Whangamata","M0517",0.3,0.4,0.35,1.62,0,0.003
"2072","RHB16 Whangamata","M0517",0.4,0.5,0.45,1.62,0,0.002
"2073","RHB16 Whangamata","M0517",0.5,0.6,0.55,1.62,0,0.003
"2074","RHB16 Whangamata","M0517",0.6,0.7,0.65,1.62,0,0.004
"2075","RHB16 Whangamata","M0517",0.7,0.8,0.75,1.62,0,0.006
"2076","RHB16 Whangamata","M0517",0.8,0.9,0.85,1.62,0,0.005
"2077","RHB16 Whangamata","M0517",0.9,1,0.95,1.62,0,0.003
"2078","IEU97 Supratidal","M0518",0,0.3,0.15,0.93,4.2,0.039
"2079","IEU97 Hinterland","M0519",0,0.3,0.15,0.88,5.8,0.051
"2080","IEU97 Distributary","M0520",0,0.3,0.15,0.73,9.4,0.069
"2081","IEU16 Tidal Creek","M0521",0,0.3,0.15,0.7,9.6,0.067
"2082","RKR10 Core B","M0522",0,0.03,0.015,1.06,1.21,0.013
"2083","RKR10 Core B","M0522",0.03,0.06,0.045,1.05,1.23,0.013
"2084","RKR10 Core B","M0522",0.06,0.09,0.075,1.01,1.43,0.014
"2085","RKR10 Core B","M0522",0.09,0.12,0.105,1.01,1.41,0.014
"2086","RKR10 Core B","M0522",0.12,0.15,0.135,0.96,1.66,0.016
"2087","RKR10 Core B","M0522",0.15,0.18,0.165,0.96,1.71,0.016
"2088","RKR10 Core B","M0522",0.18,0.21,0.195,0.94,1.79,0.017
"2089","RKR10 Core B","M0522",0.21,0.24,0.225,0.96,1.71,0.016
"2090","RKR10 Core B","M0522",0.24,0.27,0.255,0.92,1.96,0.018
"2091","RKR10 Core B","M0522",0.27,0.3,0.285,0.95,1.77,0.017
"2092","RKR10 Core B","M0522",0.3,0.33,0.315,0.94,1.79,0.017
"2093","RKR10 Core B","M0522",0.33,0.36,0.345,1.01,1.42,0.014
"2094","RKR10 Core B","M0522",0.36,0.39,0.375,1.11,1.02,0.011
"2095","RKR10 Core B","M0522",0.39,0.42,0.405,1.21,0.72,0.009
"2096","RKR10 Core B","M0522",0.42,0.45,0.435,1.31,0.5,0.007
"2097","RKR10 Core C","M0523",0,0.03,0.015,0.95,1.78,0.017
"2098","RKR10 Core C","M0523",0.03,0.06,0.045,1,1.49,0.015
"2099","RKR10 Core C","M0523",0.06,0.09,0.075,1.03,1.33,0.014
"2100","RKR10 Core C","M0523",0.09,0.12,0.105,1.03,1.35,0.014
"2101","RKR10 Core C","M0523",0.12,0.15,0.135,1.02,1.4,0.014
"2102","RKR10 Core C","M0523",0.15,0.18,0.165,0.99,1.53,0.015
"2103","RKR10 Core C","M0523",0.18,0.21,0.195,1.09,1.09,0.012
"2104","RKR10 Core C","M0523",0.21,0.24,0.225,1.03,1.32,0.014
"2105","RKR10 Core C","M0523",0.24,0.27,0.255,1,1.48,0.015
"2106","RKR10 Core C","M0523",0.27,0.3,0.285,1.07,1.17,0.012
"2107","RKR10 Core C","M0523",0.3,0.33,0.315,1.05,1.24,0.013
"2108","RKR10 Core C","M0523",0.33,0.36,0.345,1.05,1.25,0.013
"2109","RKR10 Core C","M0523",0.36,0.39,0.375,1.09,1.09,0.012
"2110","RKR10 Core C","M0523",0.39,0.42,0.405,1.13,0.96,0.011
"2111","RKR10 Core C","M0523",0.42,0.45,0.435,1.14,0.93,0.011
"2112","RKR10 Core C","M0523",0.45,0.48,0.465,1.22,0.72,0.009
"2113","RKR10 Core C","M0523",0.48,0.51,0.495,1.16,0.86,0.01
"2114","RKR10 Core D","M0524",0,0.03,0.015,1.54,0.11,0.002
"2115","RKR10 Core D","M0524",0.03,0.06,0.045,1.55,0.1,0.002
"2116","RKR10 Core D","M0524",0.06,0.09,0.075,1.55,0.1,0.002
"2117","RKR10 Core D","M0524",0.09,0.12,0.105,1.56,0.08,0.001
"2118","RKR10 Core D","M0524",0.12,0.15,0.135,1.55,0.09,0.001
"2119","RKR10 Core D","M0524",0.15,0.18,0.165,1.1,1.06,0.012
"2120","RKR10 Core D","M0524",0.18,0.21,0.195,0.98,1.58,0.015
"2121","RKR10 Core D","M0524",0.21,0.24,0.225,0.94,1.81,0.017
"2122","RKR10 Core D","M0524",0.24,0.27,0.255,0.99,1.54,0.015
"2123","RKR10 Core D","M0524",0.27,0.3,0.285,1.18,0.82,0.01
"2124","RKR10 Core D","M0524",0.3,0.33,0.315,1.17,0.84,0.01
"2125","RKR10 Core D","M0524",0.33,0.36,0.345,1.13,0.96,0.011
"2126","RKR10 Core D","M0524",0.36,0.39,0.375,1.01,1.42,0.014
"2127","RKR10 Core D","M0524",0.39,0.42,0.405,0.99,1.53,0.015
"2128","RKR10 Core D","M0524",0.42,0.45,0.435,0.95,1.77,0.017
"2129","RKR10 Core D","M0524",0.45,0.48,0.465,1.01,1.45,0.015
"2130","RKR10 Core D","M0524",0.48,0.51,0.495,1.01,1.43,0.014
"2131","RKR10 Core D","M0524",0.51,0.54,0.525,0.99,1.54,0.015
"2132","RKR10 Core D","M0524",0.54,0.57,0.555,1.09,1.11,0.012
"2133","RKR10 Core D","M0524",0.57,0.6,0.585,1.12,1,0.011
"2134","RKR10 Core D","M0524",0.6,0.63,0.615,1.14,0.92,0.011
"2135","RKR10 Core D","M0524",0.63,0.66,0.645,1.16,0.86,0.01
"2136","RKR10 Core D","M0524",0.66,0.69,0.675,1.19,0.78,0.009
"2137","RKR10 Core D","M0524",0.69,0.72,0.705,1.16,0.86,0.01
"2138","RKR10 Core D","M0524",0.72,0.75,0.735,1.21,0.74,0.009
"2139","RKR10 Core D","M0524",0.75,0.78,0.765,1.15,0.9,0.01
"2140","RKR10 Core D","M0524",0.78,0.81,0.795,1.22,0.7,0.009
"2141","FHG16 M1","M0525",0,0.1,0.05,0.72,4.27,0.031
"2142","FHG16 M1","M0525",0.1,0.2,0.15,0.59,7.18,0.042
"2143","FHG16 M1","M0525",0.2,0.3,0.25,0.61,6.68,0.041
"2144","FHG16 M1","M0525",0.3,0.4,0.35,0.5,9.54,0.048
"2145","FHG16 M2","M0526",0,0.1,0.05,0.74,3.9,0.029
"2146","FHG16 M2","M0526",0.1,0.2,0.15,0.66,5.54,0.036
"2147","FHG16 M2","M0526",0.2,0.3,0.25,0.59,7.18,0.042
"2148","FHG16 M3","M0527",0,0.1,0.05,0.57,7.57,0.043
"2149","FHG16 M3","M0527",0.1,0.2,0.15,0.51,9.47,0.048
"2150","FHG16 M4","M0528",0,0.1,0.05,0.62,6.49,0.04
"2151","FHG16 M4","M0528",0.1,0.2,0.15,0.55,8.1,0.045
"2152","FHG16 M4","M0528",0.2,0.3,0.25,0.63,6.27,0.039
"2153","FHG16 M5","M0529",0,0.1,0.05,0.6,6.96,0.042
"2154","FHG16 M5","M0529",0.1,0.2,0.15,0.65,5.83,0.038
"2155","KF99 B1","M0530",0,1.2,0.6,0.22,29.7,0.064
"2156","KF99 B1","M0530",1.2,1.4,1.3,0.21,23.06,0.047
"2157","KF99 B1","M0530",1.4,1.75,1.575,0.25,20.81,0.052
"2158","KF99 B1","M0530",1.75,1.9,1.825,0.26,19.77,0.051
"2159","KF99 B1","M0530",1.9,2.4,2.15,0.1,19.66,0.019
"2160","KF99 B1","M0530",2.4,2.78,2.59,0.18,17.82,0.031
"2161","KF99 B1","M0530",2.78,2.9,2.84,0.18,20.19,0.036
"2162","KF99 B1","M0530",2.9,3.4,3.15,0.34,15.79,0.053
"2163","KF99 B1","M0530",3.4,3.65,3.525,0.33,15.59,0.051
"2164","KF99 B2","M0531",0,0.3,0.15,0.17,31.64,0.054
"2165","KF99 B2","M0531",0.3,0.7,0.5,0.19,26.97,0.05
"2166","KF99 B2","M0531",0.7,1.1,0.9,0.22,26.79,0.059
"2167","KF99 B2","M0531",1.1,1.4,1.25,0.32,22.42,0.071
"2168","KF99 B2","M0531",1.4,2.4,1.9,0.28,23.28,0.065
"2169","KF99 B2","M0531",2.4,2.6,2.5,0.26,20.69,0.054
"2170","KF99 B2","M0531",2.6,3.47,3.035,0.31,20.26,0.062
"2171","KF99 P1","M0532",0,0.05,0.025,0.43,11.46,0.05
"2172","KF99 P1","M0532",0.05,1.1,0.575,0.19,36.49,0.068
"2173","GNA14 Site 1","M0533",0,0.15,0.075,1.62,0,0.04
"2174","GNA14 Site 1","M0533",0.15,0.3,0.225,1.62,0,0.042
"2175","GNA14 Site 1","M0533",0.3,0.5,0.4,1.62,0,0.006
"2176","GNA14 Site 1","M0533",0.5,1,0.75,1.62,0,0.009
"2177","GNA14 Site 2","M0534",0,0.15,0.075,1.62,0,0.04
"2178","GNA14 Site 2","M0534",0.15,0.3,0.225,1.62,0,0.036
"2179","GNA14 Site 2","M0534",0.3,0.5,0.4,1.62,0,0.024
"2180","GNA14 Site 2","M0534",0.5,1,0.75,1.62,0,0.025
"2181","GNA14 Site 3","M0535",0,0.15,0.075,1.62,0,0.035
"2182","GNA14 Site 3","M0535",0.15,0.3,0.225,1.62,0,0.026
"2183","GNA14 Site 3","M0535",0.3,0.5,0.4,1.62,0,0.01
"2184","GNA14 Site 3","M0535",0.5,1,0.75,1.62,0,0.024
"2185","GNA14 Site 4","M0536",0,0.15,0.075,1.62,0,0.04
"2186","GNA14 Site 4","M0536",0.15,0.3,0.225,1.62,0,0.028
"2187","GNA14 Site 4","M0536",0.3,0.5,0.4,1.62,0,0.012
"2188","GNA14 Site 4","M0536",0.5,1,0.75,1.62,0,0.012
"2189","ENN16 Tran1Well1","M0537",0,0.3,0.15,0.7,7.47,0.052
"2190","ENN16 Tran1Well1","M0537",0.3,0.5,0.4,0.7,8.25,0.058
"2191","ENN16 Tran1Well1","M0537",0.5,1,0.75,0.7,8.45,0.059
"2192","ENN16 Tran1Well2","M0538",0,0.3,0.15,0.7,8.16,0.057
"2193","ENN16 Tran1Well2","M0538",0.3,0.5,0.4,0.7,7.96,0.056
"2194","ENN16 Tran1Well2","M0539",0.5,1,0.75,0.7,4.52,0.032
"2195","ENN16 Tran1Well3","M0539",0,0.3,0.15,0.7,7.96,0.056
"2196","ENN16 Tran1Well3","M0539",0.3,0.5,0.4,0.7,8.06,0.056
"2197","ENN16 Tran1Well3","M0539",0.5,1,0.75,0.7,7.57,0.053
"2198","ENN16 Tran2Well1","M0540",0,0.3,0.15,0.8,6.09,0.049
"2199","ENN16 Tran2Well1","M0540",0.3,0.5,0.4,0.8,7.76,0.062
"2200","ENN16 Tran2Well1","M0540",0.5,1,0.75,0.8,7.47,0.06
"2201","ENN16 Tran2Well2","M0541",0,0.3,0.15,0.57,7.57,0.043
"2202","ENN16 Tran2Well2","M0541",0.3,0.5,0.4,0.63,6.09,0.039
"2203","ENN16 Tran2Well2","M0541",0.5,1,0.75,0.57,7.57,0.043
"2204","ENN16 Tran2Well3","M0542",0,0.3,0.15,0.58,7.47,0.043
"2205","ENN16 Tran2Well3","M0542",0.3,0.5,0.4,0.68,5.11,0.035
"2206","ENN16 Tran2Well3","M0542",0.5,1,0.75,0.64,5.99,0.038
"2207","JJK16 TP1A","M0543",0,0.05,0.025,0.59,7.05,0.042
"2208","JJK16 TP1A","M0543",0.05,0.1,0.075,0.28,9.55,0.027
"2209","JJK16 TP1A","M0543",0.1,0.15,0.125,0.65,5.64,0.037
"2210","JJK16 TP1A","M0543",0.15,0.2,0.175,0.75,3.78,0.028
"2211","JJK16 TP1A","M0543",0.2,0.3,0.25,0.31,8.05,0.025
"2212","JJK16 TP1A","M0543",0.3,0.5,0.4,0.63,6.25,0.039
"2213","JJK16 TP1A","M0543",0.5,1,0.75,0.67,5.29,0.035
"2214","JJK16 TP1B","M0544",0,0.05,0.025,0.66,5.55,0.037
"2215","JJK16 TP1B","M0544",0.05,0.1,0.075,0.34,15.98,0.054
"2216","JJK16 TP1B","M0544",0.1,0.15,0.125,0.39,15.31,0.06
"2217","JJK16 TP1B","M0544",0.15,0.2,0.175,0.53,7.78,0.041
"2218","JJK16 TP1B","M0544",0.2,0.3,0.25,0.36,6.62,0.024
"2219","JJK16 TP1B","M0544",0.3,0.5,0.4,0.57,6.03,0.034
"2220","JJK16 TP1B","M0544",0.5,1,0.75,0.45,5.87,0.026
"2221","JJK16 TP1C","M0545",0,0.05,0.025,0.95,1.72,0.016
"2222","JJK16 TP1C","M0545",0.05,0.1,0.075,0.85,2.54,0.022
"2223","JJK16 TP1C","M0545",0.1,0.15,0.125,0.7,4.72,0.033
"2224","JJK16 TP1C","M0545",0.15,0.2,0.175,0.52,4.91,0.026
"2225","JJK16 TP1C","M0545",0.2,0.3,0.25,0.42,6.66,0.028
"2226","JJK16 TP1C","M0545",0.3,0.5,0.4,0.42,6.83,0.029
"2227","JJK16 TP1C","M0545",0.5,1,0.75,0.38,8.07,0.03
"2228","JJK16 TP2A","M0546",0,0.05,0.025,0.16,22.34,0.036
"2229","JJK16 TP2A","M0546",0.05,0.1,0.075,0.18,16.34,0.029
"2230","JJK16 TP2A","M0546",0.1,0.15,0.125,0.26,14.47,0.038
"2231","JJK16 TP2A","M0546",0.15,0.2,0.175,0.69,4.8,0.033
"2232","JJK16 TP2A","M0546",0.2,0.3,0.25,0.97,0.83,0.008
"2233","JJK16 TP2A","M0546",0.3,0.5,0.4,0.59,3.88,0.023
"2234","JJK16 TP2A","M0546",0.5,1,0.75,1.28,0.57,0.007
"2235","JJK16 TP2B","M0547",0,0.05,0.025,0.78,1.9,0.015
"2236","JJK16 TP2B","M0547",0.05,0.1,0.075,1.39,0.21,0.003
"2237","JJK16 TP2B","M0547",0.1,0.15,0.125,1.47,0.14,0.002
"2238","JJK16 TP2B","M0547",0.15,0.2,0.175,1.27,0.85,0.011
"2239","JJK16 TP2B","M0547",0.2,0.3,0.25,0.87,2.81,0.024
"2240","JJK16 TP2B","M0547",0.3,0.5,0.4,0.72,4.23,0.03
"2241","JJK16 TP2B","M0547",0.5,1,0.75,1.06,2.57,0.027
"2242","JJK16 TP2C","M0548",0,0.05,0.025,0.28,13.92,0.039
"2243","JJK16 TP2C","M0548",0.05,0.1,0.075,0.43,5.28,0.023
"2244","JJK16 TP2C","M0548",0.1,0.15,0.125,0.74,1.57,0.012
"2245","JJK16 TP2C","M0548",0.15,0.2,0.175,1.36,0.41,0.006
"2246","JJK16 TP2C","M0548",0.2,0.3,0.25,1.3,0.51,0.007
"2247","JJK16 TP2C","M0548",0.3,0.5,0.4,0.59,3.16,0.019
"2248","JJK16 TP2C","M0548",0.5,1,0.75,0.59,3.49,0.021
"2249","JJK16 TP3B","M0549",0,0.05,0.025,0.41,8.51,0.035
"2250","JJK16 TP3B","M0549",0.05,0.1,0.075,0.54,3.85,0.021
"2251","JJK16 TP3B","M0549",0.1,0.15,0.125,1.11,1.03,0.011
"2252","JJK16 TP3B","M0549",0.15,0.2,0.175,1.17,0.32,0.004
"2253","JJK16 TP3B","M0549",0.2,0.3,0.25,1.41,0.19,0.003
"2254","JJK16 TP3B","M0549",0.3,0.5,0.4,0.87,2.33,0.02
"2255","JJK16 TP3B","M0549",0.5,1,0.75,1.24,1.11,0.014
"2256","JJK16 TP3C","M0550",0,0.05,0.025,0.46,7.98,0.037
"2257","JJK16 TP3C","M0550",0.05,0.1,0.075,0.85,1.74,0.015
"2258","JJK16 TP3C","M0550",0.1,0.15,0.125,0.5,9.67,0.048
"2259","JJK16 TP3C","M0550",0.15,0.2,0.175,1.3,0.52,0.007
"2260","JJK16 TP3C","M0550",0.2,0.3,0.25,1.37,0.27,0.004
"2261","JJK16 TP3C","M0550",0.3,0.5,0.4,0.85,2.54,0.022
"2262","JJK16 TP3C","M0550",0.5,1,0.75,0.64,3.71,0.024
"2263","JJK16 TP3E","M0551",0,0.05,0.025,1.16,0.87,0.01
"2264","JJK16 TP3E","M0551",0.05,0.1,0.075,0.68,3.07,0.021
"2265","JJK16 TP3E","M0551",0.1,0.15,0.125,1.27,0.87,0.011
"2266","JJK16 TP3E","M0551",0.15,0.2,0.175,1.48,0.21,0.003
"2267","JJK16 TP3E","M0551",0.2,0.3,0.25,1.41,0.21,0.003
"2268","JJK16 TP3E","M0551",0.3,0.5,0.4,1.04,1.89,0.02
"2269","JJK16 TP3E","M0551",0.5,1,0.75,1.33,0.59,0.008
"2270","JJK16 TP4A","M0552",0,0.05,0.025,0.48,5.92,0.028
"2271","JJK16 TP4A","M0552",0.05,0.1,0.075,0.69,3.43,0.023
"2272","JJK16 TP4A","M0552",0.1,0.15,0.125,1.36,0.69,0.009
"2273","JJK16 TP4A","M0552",0.15,0.2,0.175,0.99,1.1,0.011
"2274","JJK16 TP4A","M0552",0.2,0.3,0.25,1.59,0.15,0.002
"2275","JJK16 TP4A","M0552",0.3,0.5,0.4,1.67,0.02,0
"2276","JJK16 TP4A","M0552",0.5,1,0.75,1.55,0.41,0.006
"2277","JJK16 TP4B","M0553",0,0.05,0.025,0.62,4.93,0.03
"2278","JJK16 TP4B","M0553",0.05,0.1,0.075,0.92,1.63,0.015
"2279","JJK16 TP4B","M0553",0.1,0.15,0.125,1.32,0.4,0.005
"2280","JJK16 TP4B","M0553",0.15,0.2,0.175,1.37,0.09,0.001
"2281","JJK16 TP4B","M0553",0.2,0.3,0.25,1.4,0.19,0.003
"2282","JJK16 TP4B","M0553",0.3,0.5,0.4,1.11,1.05,0.012
"2283","JJK16 TP4B","M0553",0.5,1,0.75,1.35,0.41,0.005
"2284","JJK16 TP4C","M0554",0,0.05,0.025,0.61,3.79,0.023
"2285","JJK16 TP4C","M0554",0.05,0.1,0.075,1.05,1,0.011
"2286","JJK16 TP4C","M0554",0.1,0.15,0.125,1.39,0.54,0.008
"2287","JJK16 TP4C","M0554",0.15,0.2,0.175,1.47,0.17,0.002
"2288","JJK16 TP4C","M0554",0.2,0.3,0.25,1.5,0.25,0.004
"2289","JJK16 TP4C","M0554",0.3,0.5,0.4,1.24,1.21,0.015
"2290","JJK16 TP4C","M0554",0.5,1,0.75,0.92,2.85,0.026
"2291","JJK16 GR1A","M0555",0,0.05,0.025,0.2,26,0.053
"2292","JJK16 GR1A","M0555",0.05,0.1,0.075,0.28,16.81,0.047
"2293","JJK16 GR1A","M0555",0.1,0.15,0.125,0.37,16.46,0.061
"2294","JJK16 GR1A","M0555",0.15,0.2,0.175,0.36,18.65,0.067
"2295","JJK16 GR1A","M0555",0.2,0.3,0.25,0.33,15.73,0.052
"2296","JJK16 GR1A","M0555",0.3,0.5,0.4,0.47,11.14,0.053
"2297","JJK16 GR1A","M0555",0.5,1,0.75,1.02,2.37,0.024
"2298","JJK16 GR1B","M0556",0,0.05,0.025,0.21,20.52,0.044
"2299","JJK16 GR1B","M0556",0.05,0.1,0.075,0.39,14.9,0.059
"2300","JJK16 GR1B","M0556",0.1,0.15,0.125,0.46,11.82,0.055
"2301","JJK16 GR1B","M0556",0.15,0.2,0.175,0.49,9.04,0.044
"2302","JJK16 GR1B","M0556",0.2,0.3,0.25,0.6,6.13,0.037
"2303","JJK16 GR1B","M0556",0.3,0.5,0.4,0.97,2.72,0.026
"2304","JJK16 GR1B","M0556",0.5,1,0.75,1.23,1.04,0.013
"2305","JJK16 GR1C","M0557",0,0.05,0.025,0.44,10.52,0.046
"2306","JJK16 GR1C","M0557",0.05,0.1,0.075,0.37,11.63,0.043
"2307","JJK16 GR1C","M0557",0.1,0.15,0.125,0.38,12,0.046
"2308","JJK16 GR1C","M0557",0.15,0.2,0.175,0.47,8.75,0.041
"2309","JJK16 GR1C","M0557",0.2,0.3,0.25,0.46,5.87,0.027
"2310","JJK16 GR1C","M0557",0.3,0.5,0.4,0.53,6.9,0.036
"2311","JJK16 GR1C","M0557",0.5,1,0.75,1,2.8,0.028
"2312","JJK16 GR2A","M0558",0,0.05,0.025,0.1,33.81,0.035
"2313","JJK16 GR2A","M0558",0.05,0.1,0.075,0.14,24.31,0.033
"2314","JJK16 GR2A","M0558",0.1,0.15,0.125,0.15,16.6,0.025
"2315","JJK16 GR2A","M0558",0.15,0.2,0.175,0.43,7.4,0.032
"2316","JJK16 GR2A","M0558",0.2,0.3,0.25,0.54,6.32,0.034
"2317","JJK16 GR2A","M0558",0.3,0.5,0.4,0.61,4.88,0.03
"2318","JJK16 GR2A","M0558",0.5,1,0.75,0.88,2.22,0.02
"2319","JJK16 GR2B","M0559",0,0.05,0.025,0.17,33.04,0.057
"2320","JJK16 GR2B","M0559",0.05,0.1,0.075,0.2,25.4,0.051
"2321","JJK16 GR2B","M0559",0.1,0.15,0.125,0.18,21.72,0.039
"2322","JJK16 GR2B","M0559",0.15,0.2,0.175,0.28,14.33,0.04
"2323","JJK16 GR2B","M0559",0.2,0.3,0.25,0.77,4.01,0.031
"2324","JJK16 GR2B","M0559",0.3,0.5,0.4,0.81,3.59,0.029
"2325","JJK16 GR2B","M0559",0.5,1,0.75,0.92,1.93,0.018
"2326","JJK16 GR2C","M0560",0,0.05,0.025,0.18,30.81,0.054
"2327","JJK16 GR2C","M0560",0.05,0.1,0.075,0.2,21.62,0.043
"2328","JJK16 GR2C","M0560",0.1,0.15,0.125,0.3,19.54,0.059
"2329","JJK16 GR2C","M0560",0.15,0.2,0.175,0.49,9.68,0.047
"2330","JJK16 GR2C","M0560",0.2,0.3,0.25,0.79,3.43,0.027
"2331","JJK16 GR2C","M0560",0.3,0.5,0.4,0.79,3.7,0.029
"2332","JJK16 GR2C","M0560",0.5,1,0.75,0.96,1.6,0.015
"2333","JJK16 GR3A","M0561",0,0.05,0.025,0.11,35.5,0.039
"2334","JJK16 GR3A","M0561",0.05,0.1,0.075,0.28,10.54,0.029
