study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,marker_date,marker_type,fraction_nitrogen
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,6,8,NA,0.7240043124159437,0.07005834783498824,0.014181,NA,NA,0.001112
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,6,6,h-C1-2,NA,NA,NA,2002,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,8,10,NA,0.8697657291046219,0.0678002675758493,0.0138,NA,NA,0.001019
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,10,12,NA,0.8131539734402052,0.06595308293808486,0.012679000000000001,NA,NA,0.001134
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,12,14,NA,0.7521594129197098,0.06675365878620416,0.011593,NA,NA,0.001013
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,14,16,NA,0.8112562315680847,0.0679262758173568,0.011718,NA,NA,0.001042
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,16,18,NA,0.7529188254325966,0.07074644318846232,0.012028,NA,NA,0.0011690000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,18,20,NA,0.7553802061136583,0.06659118979003725,0.011056,NA,NA,0.001041
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-2,20,22,NA,0.7821048955224648,0.067881161776661,0.012202,NA,NA,0.001178
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,0,2,NA,0.05527133732046449,0.6831934413429633,0.278955,NA,NA,0.021001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,2,4,NA,0.3322721825615766,0.188872440167777,0.055654,NA,NA,0.003822
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,4,6,NA,0.4979204184026933,0.11842192580795022,0.026184,NA,NA,0.0017439999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,6,8,NA,0.735101839553328,0.08529692889498397,0.017196,NA,NA,0.001072
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,6,6,h-C1-3,NA,NA,NA,2002,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,8,10,NA,0.6175728855578785,0.08962221621134266,0.011512,NA,NA,0.001001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,10,12,NA,0.8118972325664882,0.0809608814748699,0.011971,NA,NA,0.001046
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,12,14,NA,0.7504337624486384,0.08166753362562236,0.010827999999999999,NA,NA,0.001002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,14,16,NA,0.727518766165811,0.08310602982995759,0.013289,NA,NA,0.0011279999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,16,18,NA,0.8036021112718776,0.08151099676842463,0.011022,NA,NA,0.001021
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,18,20,NA,0.7054658057084229,0.09763504186988144,0.011066,NA,NA,9.84e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,20,22,NA,0.7313805603581628,0.09984148959650078,0.011624,NA,NA,0.001095
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,22,24,NA,0.6724305719877475,0.1053019792416713,0.011699,NA,NA,0.001062
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,24,26,NA,0.7589736008731811,0.09340201628670038,0.010851,NA,NA,0.001003
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-3,26,28,NA,0.757560556800346,0.09322852254053231,0.011489000000000001,NA,NA,0.001024
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,0,2,NA,0.06548946161028527,0.3094990466285318,0.22253,NA,NA,0.018174
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,2,4,NA,0.25843865623069445,0.1316743848686047,0.021614,NA,NA,0.001613
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,4,6,NA,0.385611043965672,0.089401627030244707,0.012626,NA,NA,0.001083
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,6,8,NA,0.31161016269431996,0.13842040312628548,0.04484200000000001,NA,NA,0.002924
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,8,10,NA,0.6429413684208019,0.07957350182643895,0.021162,NA,NA,0.0012909999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,8,8,h-C1-4,NA,NA,NA,2002,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,10,12,NA,0.7576300248888429,0.061843872829494044,0.018733,NA,NA,0.0013
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,12,14,NA,0.6406489215004033,0.08802356020942384,0.017103999999999998,NA,NA,0.001466
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,14,16,NA,0.7037780469219861,0.0748738601120215,0.014335,NA,NA,0.001362
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,16,18,NA,0.8237510145763729,0.06980543813892136,0.01248,NA,NA,0.0013289999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,18,20,NA,0.8707288094224201,0.07089752071322823,0.012447999999999999,NA,NA,0.001356
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,20,22,NA,0.6803152000321487,0.07228819638160518,0.0139,NA,NA,0.00145
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-4,22,24,NA,0.8763288846473882,0.07247756480954756,0.012022999999999999,NA,NA,0.0012970000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,0,2,NA,0.340300483243551,0.14637221232013234,0.051214,NA,NA,0.002943
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,2,4,NA,0.390757997795217,0.1000848176420696,0.036265,NA,NA,0.002268
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,4,6,NA,0.5592986322301149,0.10632645698730782,0.024803000000000002,NA,NA,0.0014060000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,6,8,NA,0.47762310600004554,0.1087570621468926,0.029674999999999997,NA,NA,0.002051
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,8,10,NA,0.754248192035197,0.08584009907802384,0.020547,NA,NA,0.001377
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,8,8,h-C1-5,NA,NA,NA,2002,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,10,12,NA,0.7079303440298705,0.08032417241266628,0.016092,NA,NA,0.0011790000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,12,14,NA,0.8187540486651735,0.08336548664030094,0.01424,NA,NA,0.001132
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,14,16,NA,0.7526725294824713,0.08691084611016463,0.015223,NA,NA,0.00115
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,16,18,NA,0.7582978658305292,0.08813168797217363,0.016399999999999998,NA,NA,0.001252
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,18,20,NA,0.8049709483793058,0.08699173435601813,0.014698,NA,NA,0.0011849999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,20,22,NA,0.7706110845166096,0.0813899817570388,0.011951,NA,NA,0.0010119999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,22,24,NA,0.7281645036247938,0.09831867275359096,0.013611,NA,NA,0.001229
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,24,26,NA,0.7093481245632852,0.0957967712221846,0.012709,NA,NA,0.001188
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,26,28,NA,0.6981716564162455,0.09446722981231505,0.016001,NA,NA,0.0012540000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,28,30,NA,0.7268367158423866,0.09352289244186056,0.013134999999999999,NA,NA,0.0011819999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,30,32,NA,0.6327264017713673,0.0902494011554179,0.012515,NA,NA,0.001137
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-5,32,34,NA,0.5788365321198757,0.09026360421996724,0.013265,NA,NA,0.001139
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,0,2,NA,0.02646576289713626,0.4365741987611091,0.10339999999999999,NA,NA,0.009372
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,2,4,NA,0.0887360101336662,0.3767240043390671,0.09516999999999999,NA,NA,0.005365
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,4,6,NA,0.2892461746588887,0.16306668341077485,0.023076,NA,NA,0.001934
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,6,8,NA,0.5046903993907574,0.1259489804822711,0.050137999999999995,NA,NA,0.003435
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,8,10,NA,0.6451454014103861,0.07197177100444124,0.018142000000000002,NA,NA,0.0012950000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,8,8,h-C1-6,NA,NA,NA,2002,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,10,12,NA,0.7621470294613363,0.08814321753138205,0.018848,NA,NA,0.001471
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,12,14,NA,0.7231817470953323,0.09052905512029012,0.0172,NA,NA,0.001592
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,14,16,NA,0.7944812670162698,0.0845955316874787,0.015886,NA,NA,0.001356
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,16,18,NA,0.659045334390544,0.08923586467944153,0.011137,NA,NA,0.001191
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,18,20,NA,0.7028039148628359,0.07078682276068614,0.014739,NA,NA,0.001438
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,20,22,NA,0.8581203513602278,0.08816590889594224,0.012617,NA,NA,0.001164
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,22,24,NA,0.8258934735784259,0.08674551819242594,0.012836,NA,NA,0.00123
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C1-6,24,26,NA,0.7284897405845748,0.08645416794832358,0.013049,NA,NA,0.001206
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,0,2,NA,0.39418245879407693,0.09590312458567221,0.022151999999999998,NA,NA,0.002173
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,2,4,NA,0.5722370637126676,0.08984871520075768,0.018208,NA,NA,0.001926
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,4,6,NA,0.8951642095512145,0.07527892580307563,0.013153,NA,NA,0.001334
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,4,4,h-C2-1,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,6,8,NA,0.819085600905727,0.07716383569060044,0.012756,NA,NA,0.001209
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,8,10,NA,0.8839151156752916,0.07131264515767954,0.012178,NA,NA,0.0010689999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,10,12,NA,0.7868208314392904,0.06939825563154937,0.011313,NA,NA,9.91e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,12,14,NA,0.8552074281039361,0.06808711504655243,0.010771,NA,NA,9.89e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,14,16,NA,0.9301713896930864,0.06747242096861546,0.009965,NA,NA,9.16e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,16,18,NA,0.7711273587197572,0.06519977450496792,0.010539,NA,NA,0.001023
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,18,20,NA,0.9846580533775742,0.06481725900506333,0.010456,NA,NA,9.279999999999999e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,20,22,NA,0.8104652426513356,0.06552404064917315,0.009176,NA,NA,8.96e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-1,22,24,NA,1.0002062746393412,0.06545694640499097,0.008399,NA,NA,8.35e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,0,2,NA,0.7705068823838642,0.07722601686050098,0.028129,NA,NA,0.002087
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,2,4,NA,0.7581620872939215,0.07573412139975612,0.018298000000000002,NA,NA,0.00133
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,2,2,h-C2-2,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,4,6,NA,0.8197850182512757,0.07215267175572516,0.013365,NA,NA,0.001129
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,6,8,NA,0.8200739423466151,0.07782883400344626,0.019074999999999998,NA,NA,0.0013239999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,8,10,NA,0.7778862879664696,0.06644144144144137,0.016123000000000002,NA,NA,0.001211
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,10,12,NA,0.8222179801688613,0.0684346412520319,0.01266,NA,NA,0.001206
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,12,14,NA,0.6475704692270062,0.08295716405189542,0.014572,NA,NA,0.001389
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,14,16,NA,0.5542858781169843,NA,0.016738,NA,NA,0.001596
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,16,18,NA,0.5745800328792459,0.09334186567381249,0.015382,NA,NA,0.0015459999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,18,20,NA,0.49929714961108684,0.0973394090842276,0.016912,NA,NA,0.001691
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,20,22,NA,0.5654955014880795,0.1077252562337464,0.027576,NA,NA,0.0020150000000000003
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,22,24,NA,0.6065243018464807,0.12124715361709575,0.031974,NA,NA,0.0037619999999999997
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,24,26,NA,0.3033039896583578,0.1273737694506191,0.041191000000000005,NA,NA,0.002777
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,26,28,NA,0.47216986105303677,0.1345867907333684,0.04521,NA,NA,0.002964
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-2,28,30,NA,0.5672685165649441,0.14770875083500346,0.063814,NA,NA,0.004142
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,0,2,NA,1.1405918085704727,0.04906828981792934,0.004082,NA,NA,5.01e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,2,4,NA,1.0699948636354704,0.05096260963707965,0.006853000000000001,NA,NA,6.450000000000001e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,2,2,h-C2-3,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,4,6,NA,1.162497938749902,0.05459753109798682,0.006006,NA,NA,6.21e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,6,8,NA,1.167858033305517,0.05566675194510094,0.00707,NA,NA,6.58e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,8,10,NA,1.1115020465123846,0.061358815683015835,0.009075,NA,NA,8.03e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,10,12,NA,1.1752942764150747,0.06000746228879067,0.008316,NA,NA,8.14e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,12,14,NA,1.1013360232889364,0.05949756051792089,0.008201,NA,NA,7.66e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,14,16,NA,1.135474852324597,0.06131578683410734,0.008836,NA,NA,8.119999999999999e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-3,16,18,NA,1.1147402067284573,0.061723999821992503,0.008369999999999999,NA,NA,9.7e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,0,2,NA,0.7542923990006041,0.0786975640399247,0.011429,NA,NA,0.00155
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,2,4,NA,0.7107453804341892,0.07279916051418499,0.011720999999999999,NA,NA,0.001382
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,2,2,h-C2-4,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,4,6,NA,0.6743472597021855,0.07866685193639956,0.011881,NA,NA,0.001235
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,6,8,NA,0.89500474871171,0.07904367176047511,0.014119,NA,NA,0.0012870000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,8,10,NA,0.8908777127269153,0.0726027104441879,0.010126999999999999,NA,NA,0.001054
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,10,12,NA,0.785829332358016,0.07269907334694524,0.011411,NA,NA,0.001192
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,12,14,NA,0.6995720699275357,0.07505947845558182,0.012333,NA,NA,0.00126
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,14,16,NA,0.9644633642874789,0.07511407993842432,0.011942,NA,NA,0.001196
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-4,16,18,NA,0.9028167510272281,0.06987210741476947,0.009553,NA,NA,9.85e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,0,2,NA,0.29772917555647943,0.11231338172853016,0.031444,NA,NA,0.002631
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,2,4,NA,0.8253819358358577,0.06713054479323176,0.015117,NA,NA,0.001097
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,2,2,h-C2-5,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,4,6,NA,0.6433329158286936,0.07251507998950983,0.013934,NA,NA,0.001031
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,6,8,NA,0.9478147053511129,0.06654471745686441,0.014015999999999999,NA,NA,9.77e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,8,10,NA,0.888136880871673,0.07141932644767157,0.014165,NA,NA,0.00106
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,10,12,NA,1.017854326757947,0.06766446619622125,0.012441,NA,NA,9.44e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,12,14,NA,1.0231923178308586,0.06497754615512548,0.013373,NA,NA,9.69e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,14,16,NA,0.880031218000236,0.06784546404611803,0.012493,NA,NA,9.69e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,16,18,NA,0.9162319862081009,0.06949474518593428,0.012282999999999999,NA,NA,9.03e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-5,18,20,NA,0.7837073980184737,0.0649972493327083,0.013250999999999999,NA,NA,9.4e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,0,2,NA,0.5151690290124418,0.06918196770836835,0.012608,NA,NA,0.001305
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,2,4,NA,0.9915227635772252,0.06524106883531802,0.009331,NA,NA,9.07e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,2,2,h-C2-6,NA,NA,NA,2010,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,4,6,NA,1.1436089339595101,0.06555188411601753,0.008206999999999999,NA,NA,8.67e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,6,8,NA,0.9919032592437652,0.06654976792160916,0.00878,NA,NA,8.48e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,8,10,NA,0.9844480702918903,0.07252584933530276,0.010244,NA,NA,0.001026
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,10,12,NA,0.6983832183221224,0.08903057753241454,0.013051,NA,NA,0.0013
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,12,14,NA,1.0558786322888563,0.07228535827415898,0.010466999999999999,NA,NA,0.001048
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,14,16,NA,1.1146170587533943,0.06526173691315412,0.010011,NA,NA,9.760000000000001e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C2-6,16,18,NA,0.9732447622015679,0.06258869321944548,0.008464000000000001,NA,NA,8.51e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,0,2,NA,0.568209493400039,0.1043353892911416,0.018252,NA,NA,0.001583
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,2,4,NA,0.60077581752336,0.09314558106405126,0.016662,NA,NA,0.001469
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,4,6,NA,0.5768045905313407,0.09208748522209076,0.014515,NA,NA,0.0014080000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,4,4,h-C3-1,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,6,8,NA,0.4878207056273559,0.09527494989184582,0.015908,NA,NA,0.001447
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,8,10,NA,0.4377436867422298,0.09735753152389949,0.014098999999999999,NA,NA,0.001438
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,10,12,NA,0.5034415526180058,0.09321287754086438,0.01325,NA,NA,0.00134
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,12,14,NA,0.5448508486429472,0.08664598701874196,0.013231,NA,NA,0.0012889999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,14,16,NA,0.47660476697548837,0.08182804976481384,0.011795,NA,NA,0.001153
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,16,18,NA,0.5915286676523029,0.08178922046680964,0.011480999999999998,NA,NA,0.001159
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,18,20,NA,0.5375361746882593,0.08609335192039612,0.012054,NA,NA,8.87e-4
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,20,22,NA,0.4648599235589283,0.10189563715613299,0.013089,NA,NA,0.001777
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,22,24,NA,0.44568357349338994,0.09865316708852864,0.013932,NA,NA,0.001681
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,24,26,NA,0.715830760276203,0.07123750883213872,0.021469000000000002,NA,NA,0.00167
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,26,28,NA,0.6588227207433154,0.10201190138849527,0.029522,NA,NA,0.001968
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-1,28,30,NA,0.6322543345336268,0.11564892291258701,0.050616,NA,NA,0.002828
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,0,2,NA,0.23147398615253476,0.12101865136298441,0.034432,NA,NA,0.0034089999999999997
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,2,4,NA,0.5564678076238652,0.08389423851083713,0.023073,NA,NA,0.001969
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,4,6,NA,0.6512806966808193,0.08805435370470507,0.021372,NA,NA,0.001901
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,4,4,h-C3-2,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,6,8,NA,0.4465961315650088,0.08184862692565296,0.020513,NA,NA,0.001924
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,8,10,NA,0.5332654660658914,0.08419340529350879,0.017943,NA,NA,0.00159
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,10,12,NA,0.5852054927788894,0.08474076983503553,0.015605,NA,NA,0.001442
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,12,14,NA,0.3867635827066438,0.08190510553851724,0.013651,NA,NA,0.0011840000000000002
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,14,16,NA,0.6189433014854996,0.08042443474811571,0.016476,NA,NA,0.0014119999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,16,18,NA,0.48466464406132503,0.08524321796071099,0.01478,NA,NA,0.00126
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,18,20,NA,0.4850340879865132,0.08992584895857927,0.01505,NA,NA,0.001364
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,20,22,NA,0.4542234119179328,0.09378461897265462,0.015807,NA,NA,0.0014149999999999998
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-2,22,24,NA,0.5654560309832516,0.0905854430379747,0.015273000000000002,NA,NA,0.0013880000000000001
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,0,2,NA,0.09139316451867363,0.1217138178841084,0.02804,NA,NA,0.002711
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,2,4,NA,0.1905257056239823,0.11487046019164787,0.024769,NA,NA,0.00212
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,4,6,NA,0.3389348037765092,0.10739824448435976,0.013886,NA,NA,0.001041
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,4,4,h-C3-3,NA,NA,NA,2007,dredge horizon,NA
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,6,8,NA,0.4409739528573369,0.09105588095615016,0.012199,NA,NA,0.001066
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,8,10,NA,0.3642401338317081,0.11256246441900185,0.014652,NA,NA,0.0012979999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,10,12,NA,0.3701559730952987,0.11597207402213368,0.015751,NA,NA,0.001357
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,12,14,NA,0.4261140971997669,0.09485818119871675,0.013897999999999999,NA,NA,0.001326
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,14,16,NA,0.4495548406069006,0.09527861463100519,0.013224,NA,NA,0.001276
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,16,18,NA,0.42652459044997604,0.09664768270640775,0.013567000000000001,NA,NA,0.0013009999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,18,20,NA,0.4622596067008728,0.09178611560281749,0.013344,NA,NA,0.0012979999999999999
Abbott_et_al_2019,Sabine_National_Wildlife_Refuge,C3-3,20,22,NA,0.5743842591753,0.08858872425009032,0.011351,NA,NA,0.001148
