study_id,site_id,core_id,latitude,longitude,position_method,position_notes,elevation,elevation_datum,salinity_class,salinity_method,habitat
Messerschmidt_et_al_2020,Kings_Creek,KC_300,37.306253,-76.407903,RTK,NA,0.541,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_301,37.306223,-76.407869,RTK,NA,0.519,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_302,37.306185,-76.407839,RTK,NA,0.539,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_303,37.306141,-76.407806,RTK,NA,0.539,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_304,37.3061,-76.407775,RTK,NA,0.514,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_305,37.306051,-76.407741,RTK,NA,0.563,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_306,37.306005,-76.407712,RTK,NA,0.581,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_307,37.305961,-76.407684,RTK,NA,0.57,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_308,37.305924,-76.407651,RTK,NA,0.549,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_309,37.305883,-76.407619,RTK,NA,0.581,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_400,37.306225,-76.408144,RTK,NA,0.574,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_401,37.306185,-76.408122,RTK,NA,0.558,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_402,37.306139,-76.408104,RTK,NA,0.548,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_403,37.306097,-76.408088,RTK,NA,0.578,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_404,37.306041,-76.408064,RTK,NA,0.569,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_405,37.305991,-76.408042,RTK,NA,0.546,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_406,37.305944,-76.408017,RTK,NA,0.578,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_407,37.305897,-76.407997,RTK,NA,0.594,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_408,37.305845,-76.40798,RTK,NA,0.576,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_409,37.305793,-76.407959,RTK,NA,0.577,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_410,37.305742,-76.407936,RTK,NA,0.575,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_411,37.305696,-76.407904,RTK,NA,0.562,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_113,37.306005999999996,-76.407256,RTK,NA,0.577,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_114,37.305975,-76.407229,RTK,NA,0.544,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_115,37.305932,-76.407202,RTK,NA,0.523,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_116,37.305889,-76.407183,RTK,NA,0.539,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_117,37.305839,-76.407161,RTK,NA,0.542,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_118,37.305796,-76.407123,RTK,NA,0.544,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_119,37.305748,-76.40709,RTK,NA,0.55,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_120,37.305698,-76.407048,RTK,NA,0.541,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_213,37.30588,-76.407476,RTK,NA,0.542,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_214,37.305843,-76.40745,RTK,NA,0.547,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_215,37.305799,-76.407423,RTK,NA,0.546,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_216,37.305753,-76.4074,RTK,NA,0.544,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_217,37.305703,-76.407374,RTK,NA,0.542,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_218,37.305656,-76.407348,RTK,NA,0.539,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_219,37.305622,-76.407326,RTK,NA,0.535,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_220,37.305585,-76.407302,RTK,NA,0.511,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_313,37.305827,-76.407583,RTK,NA,0.54,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_314,37.305784,-76.407567,RTK,NA,0.556,NAVD88,mesohaline,measurement,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_315,37.305734,-76.40754,RTK,NA,0.552,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_316,37.305683,-76.407512,RTK,NA,0.549,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_317,37.305629,-76.407484,RTK,NA,0.559,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_318,37.305579,-76.407461,RTK,NA,0.565,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_319,37.305531,-76.407432,RTK,NA,0.553,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_320,37.305486,-76.407397,RTK,NA,0.556,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_416,37.305622,-76.407867,RTK,NA,0.528,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_417,37.305573,-76.407856,RTK,NA,0.529,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_418,37.305521,-76.407838,RTK,NA,0.529,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_419,37.30547,-76.407819,RTK,NA,0.535,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_420,37.305423,-76.407803,RTK,NA,0.526,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Kings_Creek,KC_421,37.305375,-76.407794,RTK,NA,0.545,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Kings_Creek,KC_422,37.30532,-76.407767,RTK,NA,0.51,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_100,37.320852,-76.460276,RTK,NA,0.687,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_101,37.320887,-76.460289,RTK,NA,0.422,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_102,37.32092,-76.460301,RTK,NA,0.798,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_200,37.320867,-76.460184,RTK,NA,0.478,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_201,37.320903,-76.460199,RTK,NA,0.514,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_202,37.320949,-76.460216,RTK,NA,1.079,NAVD88,oligohaline,measurement,unvegetated
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_300,37.320863,-76.460079,RTK,NA,0.535,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_301,37.320892,-76.460089,RTK,NA,0.556,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_302,37.32093,-76.460105,RTK,NA,0.526,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_400,37.320873,-76.459962,RTK,NA,0.624,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_401,37.320909,-76.459973,RTK,NA,0.609,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_402,37.320947,-76.459986,RTK,NA,0.596,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_107,37.320994,-76.460323,RTK,NA,0.552,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_108,37.321033,-76.460337,RTK,NA,0.583,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_109,37.321073,-76.460346,RTK,NA,0.574,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_110,37.321107,-76.460349,RTK,NA,0.618,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_111,37.321147,-76.460364,RTK,NA,0.588,NAVD88,NA,NA,unvegetated
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_112,37.32118,-76.460375,RTK,NA,0.629,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_113,37.321213,-76.46039,RTK,NA,0.617,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_114,37.321248,-76.460401,RTK,NA,0.608,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_207,37.321025,-76.460248000000007,RTK,NA,0.586,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_208,37.321067,-76.460263,RTK,NA,0.61,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_209,37.321103,-76.460273,RTK,NA,0.591,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_210,37.321143,-76.460288,RTK,NA,0.595,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_211,37.321184,-76.460291,RTK,NA,0.591,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_212,37.321216,-76.4603,RTK,NA,0.629,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_213,37.321266,-76.460318,RTK,NA,0.628,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_214,37.32131,-76.46033,other low resolution,approximate coordinate chosen based on mapping pattern,NA,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_307,37.321022,-76.460129,RTK,NA,0.597,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_308,37.321052,-76.460145,RTK,NA,0.576,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_309,37.321085,-76.460161,RTK,NA,0.594,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_310,37.321114,-76.460176,RTK,NA,0.609,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_311,37.321148,-76.460189,RTK,NA,0.649,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_312,37.321181,-76.460197,RTK,NA,0.591,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_313,37.321213,-76.460213,RTK,NA,0.568,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_314,37.32126,-76.460233,RTK,NA,0.605,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_407,37.321046,-76.460029,RTK,NA,0.582,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_408,37.321074,-76.460039,RTK,NA,0.553,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_409,37.321105,-76.460055,RTK,NA,0.593,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_410,37.321132,-76.460069,RTK,NA,0.619,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_411,37.321161,-76.460077,RTK,NA,0.604,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_412,37.32119,-76.460088,RTK,NA,0.62,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_413,37.321226,-76.460102,RTK,NA,0.605,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Eagle_Point_Plantation,EP_414,37.321264,-76.460126,RTK,NA,0.674,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_100,37.290991,-76.400466,RTK,NA,0.548,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_101,37.290959,-76.400419,RTK,NA,0.546,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_102,37.290931,-76.400377,RTK,NA,0.553,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_103,37.290903,-76.400344,RTK,NA,0.514,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_104,37.290873,-76.400308,RTK,NA,0.586,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_200,37.290991,-76.400466,RTK,NA,0.548,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_201,37.290959,-76.400419,RTK,NA,0.546,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_202,37.290931,-76.400377,RTK,NA,0.553,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_203,37.290903,-76.400344,RTK,NA,0.514,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_204,37.290873,-76.400308,RTK,NA,0.586,NAVD88,mesohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_300,37.291181,-76.400202,RTK,NA,0.523,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_301,37.291151,-76.400163,RTK,NA,0.511,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_302,37.291121,-76.40013,RTK,NA,0.555,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_303,37.2911,-76.400094,RTK,NA,0.538,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_304,37.291067,-76.400059,RTK,NA,0.502,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_400,37.291275,-76.400106,RTK,NA,0.531,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_401,37.291246,-76.400066,RTK,NA,0.519,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_402,37.291216,-76.400028,RTK,NA,0.526,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_403,37.291189,-76.399993,RTK,NA,0.545,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_404,37.291165,-76.399961,RTK,NA,0.562,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_112,37.290763,-76.400175,RTK,NA,0.91,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_113,37.290727,-76.400136,RTK,NA,0.973,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_114,37.2907,-76.400108,RTK,NA,1.05,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_115,37.290672,-76.400071,RTK,NA,1.116,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_116,37.29064,-76.40004,other low resolution,approximate coordinate chosen based on mapping pattern,NA,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_212,37.290698,-76.400347,RTK,NA,0.768,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_213,37.290672,-76.400317,RTK,NA,0.851,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_214,37.290643,-76.400283,RTK,NA,0.935,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_215,37.290597,-76.40024,RTK,NA,1.046,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_216,37.290567,-76.400212,RTK,NA,1.138,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_312,37.290985,-76.399959,RTK,NA,0.672,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_313,37.290959,-76.399926,RTK,NA,0.804,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_314,37.290921,-76.399881,RTK,NA,0.918,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_315,37.290877,-76.399835,RTK,NA,1.085,NAVD88,NA,NA,upland
Messerschmidt_et_al_2020,Belvin_Farm,BF_316,37.290826,-76.399782,RTK,NA,1.183,NAVD88,NA,NA,upland
Messerschmidt_et_al_2020,Belvin_Farm,BF_413,37.291073,-76.399847,RTK,NA,0.713,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_414,37.291041,-76.399796,RTK,NA,0.894,NAVD88,oligohaline,measurement,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_415,37.290996,-76.399734,RTK,NA,1.01,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_416,37.290956,-76.399704,RTK,NA,1.131,NAVD88,NA,NA,marsh
Messerschmidt_et_al_2020,Belvin_Farm,BF_417,37.290913,-76.399661,RTK,NA,1.203,NAVD88,NA,NA,upland
Messerschmidt_et_al_2020,Belvin_Farm,BF_418,37.29087,-76.39961,other low resolution,approximate coordinate chosen based on mapping pattern,NA,NAVD88,fresh,measurement,upland
