study_id,location_description,allometric_eq_id,allometric_eq_formula,genus,species,output_unit,parameter_names,R2,RSE,diameter_max,diameter_min
KohKong_Veg,Australia,9,1.28*DBH^1.17,Avicennia,officinalis,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
KohKong_Veg,Micronesia,1,0.0754*DBH^2.505*Sg,Bruguiera,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.91,NA,132,NA
KohKong_Veg,Australia,2,0.0679*DBH^1.4914,Bruguiera,NA,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
KohKong_Veg,Thailand,10,0.0188*((DBH^2)*(DDBH/((0.025*DBH)+0.583)))^0.909,Bruguiera,NA,kg,DBH - diameter at breast height (cm),NA,NA,33,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Xylocarpus,granatum,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,Rhizophora,mucronata,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Rhizophora,mucronata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Rhizophora,mucronata,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,Avicennia,alba,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
KohKong_Veg,Australia,9,1.28*DBH^1.17,Avicennia,alba,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Excoecaria,agallocha,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Excoecaria,agallocha,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),NA,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Intsia,bijuga,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Intsia,bijuga,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Intsia,bijuga,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Micronesia,1,0.0754*DBH^2.505*Sg,Bruguiera,cylindrica,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.91,NA,132,NA
KohKong_Veg,Australia,2,0.0679*DBH^1.4914,Bruguiera,cylindrica,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
KohKong_Veg,Thailand,10,0.0188*((DBH^2)*(DDBH/((0.025*DBH)+0.583)))^0.909,Bruguiera,cylindrica,kg,DBH - diameter at breast height (cm),NA,NA,33,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Bruguiera,cylindrica,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Heritiera,littoralis,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Lumnitzera,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Scyphiphora,hydrophyllacea,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Scyphiphora,hydrophyllacea,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Scyphiphora,hydrophyllacea,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Hibiscus,tiliaceus,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Hibiscus,tiliaceus,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Hibiscus,tiliaceus,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Heritiera,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Heritiera,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Xylocarpus,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,Sonneratia,alba,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
KohKong_Veg,Australia,2,0.0679*DBH^1.4914,Sonneratia,alba,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,alba,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Excoecaria,agallocha,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Avicennia,alba,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Lumnitzera,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Lumnitzera,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,Sonneratia,ovata,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
KohKong_Veg,Australia,2,0.0679*DBH^1.4914,Sonneratia,ovata,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,ovata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KohKong_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,decandra,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,decandra,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
KohKong_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Ceriops,decandra,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,NA,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),NA,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Excoecaria,agallocha,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Excoecaria,agallocha,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Lumnitzera,littorea,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Lumnitzera,littorea,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,decandra,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,decandra,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Ceriops,tagal,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Lumnitzera,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Lumnitzera,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Lumnitzera,racemosa,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Micronesia,1,0.0754*DBH^2.505*Sg,Bruguiera,cylindrica,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.91,NA,132,NA
PreyNob_Veg,Australia,2,0.0679*DBH^1.4914,Bruguiera,cylindrica,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
PreyNob_Veg,Thailand,10,0.0188*((DBH^2)*(DDBH/((0.025*DBH)+0.583)))^0.909,Bruguiera,cylindrica,kg,DBH - diameter at breast height (cm),NA,NA,33,NA
PreyNob_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,Rhizophora,apiculata,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Rhizophora,apiculata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Excoecaria,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Excoecaria,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Rhizophora,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Rhizophora,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Rhizophora,apiculata,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Lumnitzera,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Lumnitzera,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,Sonneratia,alba,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
PreyNob_Veg,Australia,2,0.0679*DBH^1.4914,Sonneratia,alba,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,alba,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,Aviciennia,species,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
PreyNob_Veg,Australia,9,1.28*DBH^1.17,Aviciennia,species,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
PreyNob_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,Rhizophora,NA,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,21,0.043*DBH^2.63,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Lumnitzera,NA,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,Sonneratia,species,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
PreyNob_Veg,Australia,2,0.0679*DBH^1.4914,Sonneratia,species,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Heritiera,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Heritiera,species,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Aviciennia,species,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,Avicennia,marina,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
PreyNob_Veg,Australia,9,1.28*DBH^1.17,Avicennia,marina,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Bruguiera,cylindrica,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Excoecaria,agallocha,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,23,0.1848*DBH^2.3524,Intsia,bijuga,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Intsia,bijuga,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Micronesia,6,0.3841*DBH^2.101*Sg,Sonneratia,ovata,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",0.92,NA,323,NA
PreyNob_Veg,Australia,2,0.0679*DBH^1.4914,Sonneratia,ovata,kg,DBH - diameter at breast height (cm),0.854,1.57,24,2
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,ovata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
PreyNob_Veg,Non specific,11,0.1*(Sg*(Pi*(DBH*0.5)^2*HGT)),Lumnitzera,littorea,kg,"Sg - specific gravity wood (g/cm3), Pi  - mathematical constant (3.14159265359), DBH - diameter at breast height (cm), HGT - height (m)",NA,NA,NA,NA
PreyNob_Veg,Tanzania,25,0.19633*DBH^2.08791*𝐻^0.29654,Avicennia,alba,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
PreyNob_Veg,Australia,9,1.28*DBH^1.17,Avicennia,alba,kg,DBH - diameter at breast height (cm),0.8,NA,35,NA
PreyNob_Veg,Thailand/Indonesia,22,0.251*Sg*DBH^2.46,Rhizophora,mucronata,kg,"DBH - diameter at breast height (cm), Sg - specific gravity wood (g/cm3)",NA,NA,NA,NA
PreyNob_Veg,Indonesia,20,0.1832*DBH^2.21,Rhizophora,mucronata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Tanzania,28,1.4204*DBH^1.68979,Avicennia,marina,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Tanzania,29,0.19633*DBH^2.04113*H^0.29654,Avicennia,marina,kg,"DBH - diameter at breast height (cm), H - total tree height (m)",NA,NA,NA,NA
RufijiRiverDelta_Veg,Northern Australia,32,10^(0.106 + 1.171 * Log10(DBH)),Sonneratia,alba,kg,"DBH - diameter at breast height (cm), Log10 - logarithm to the base 10",0.8,NA,NA,NA
RufijiRiverDelta_Veg,Northern Australia,33,10^(-0.7309 + 2.3055 * Log10(DBH)),Sonneratia,alba,kg,"DBH - diameter at breast height (cm), Log10 - logarithm to the base 10",0.989,1.19,24,2
RufijiRiverDelta_Veg,Tanzania,30,1.4204*DBH^1.65760,Rhizophora,mucronata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Northern Australia,31,10^(-0.511 + 2.113 * Log10(DBH)),Rhizophora,mucronata,kg,"DBH - diameter at breast height (cm), Log10 - logarithm to the base 10",0.97,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Bruguiera,gymnorrhiza,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Bruguiera,gymnorrhiza,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Mangrove,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Mangrove,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Laguncularia,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
RufijiRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Laguncularia,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Ceriops,tagal,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Rhizophora,mucronata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Rhizophora,mucronata,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Avicennia,marina,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Avicennia,marina,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Xylocarpus,granatum,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Bruguiera,gymnorrhiza,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Bruguiera,gymnorrhiza,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Mangrove,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Mangrove,NA,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Sonneratia,alba,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Sonneratia,alba,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Heritiera,littoralis,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,23,0.1848*DBH^2.3524,Laguncularia,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,Indonesia,20,0.1832*DBH^2.21,Laguncularia,racemosa,kg,DBH - diameter at breast height (cm),NA,NA,NA,NA
ZambeziRiverDelta_Veg,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Bruguiera,cylindrica,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Avicennia,alba,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Xylocarpus,moluccensis,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Xylocarpus,granatum,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Excoecaria,agallocha,NA,NA,NA,NA,NA,NA
KRE_Veg,NA,NA,NA,Avicennia,marina,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Bruguiera,sexangula,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Bruguiera,cylindrica,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Lumnitzera,racemosa,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Avicennia,alba,NA,NA,NA,NA,NA,NA
PPM_Veg,NA,NA,NA,Xylocarpus,moluccensis,NA,NA,NA,NA,NA,NA
Catanauan_Veg,NA,NA,NA,Rhizophora,stylosa,NA,NA,NA,NA,NA,NA
Catanauan_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
Catanauan_Veg,NA,NA,NA,Lumnitzera,racemosa,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Excoecaria,agallocha,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Xylocarpus,moluccensis,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Bruguiera,gymnorrhiza,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Cynometra,ramiflora,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Heritiera,sylvatica,NA,NA,NA,NA,NA,NA
PRE_Veg,NA,NA,NA,Calamus,erinaceus,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Rhizophora,apiculata,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Xylocarpus,granatum,NA,NA,NA,NA,NA,NA
KohKong_Veg,NA,NA,NA,Ceriops,NA,NA,NA,NA,NA,NA,NA
