study_id,site_id,plot_id,plot_area,plot_shape,plot_center_latitude,plot_center_longitude,elevation,year,month,day,field_or_manipulation_code,geomorphic_id,habitat,dominant_species,mean_height,plant_plot_detail_present
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_689,153.94,circular,7.38213333333333,99.5863666666667,NA,2013,5,4,field,NA,mangrove,Sonneratia species,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_204,Palian_River_Estuary_204_690,153.94,circular,7.38218333333333,99.5861666666667,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_691,153.94,circular,7.38096666666667,99.5934333333333,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_692,153.94,circular,7.38121666666667,99.5925833333333,NA,2013,5,4,field,NA,mangrove,Ceriops tagal,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_693,153.94,circular,7.38115,99.5929166666667,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_694,153.94,circular,7.3811,99.5930666666667,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_695,153.94,circular,7.38093333333333,99.5932,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_205,Palian_River_Estuary_205_696,153.94,circular,7.38113333333333,99.59345,NA,2013,5,4,field,NA,mangrove,Excoecaria agallocha,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_697,153.94,circular,7.37071666666667,99.5907166666667,NA,2013,5,4,field,NA,mangrove,Calamus erinaceus,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_698,153.94,circular,7.37075,99.5904166666667,NA,2013,5,4,field,NA,mangrove,Rhizophora apiculata,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_699,153.94,circular,7.37071666666667,99.5902833333333,NA,2013,5,4,field,NA,mangrove,NA,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_700,153.94,circular,7.37065,99.5901333333333,NA,2013,5,4,field,NA,mangrove,Calamus erinaceus,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_701,153.94,circular,7.36891666666667,99.5898833333333,NA,2013,5,4,field,NA,mangrove,Ceriops tagal,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_206,Palian_River_Estuary_206_702,153.94,circular,7.3705,99.5897333333333,NA,2013,5,4,field,NA,mangrove,Xylocarpus moluccensis,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_703,153.94,circular,7.3741,99.5736,NA,2013,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_704,153.94,circular,7.37426666666667,99.5738166666667,NA,2013,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Bukoski_et_al_2020,Palian_River_Estuary_207,Palian_River_Estuary_207_705,153.94,circular,7.37441666666667,99.5739666666667,NA,2013,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_130,Koh_Kohng_130_351,153.9380400259,circular,11.561436,102.993472,NA,2014,4,23,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_130,Koh_Kohng_130_352,153.9380400259,circular,11.561436,102.993472,NA,2014,4,23,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_130,Koh_Kohng_130_353,153.9380400259,circular,11.561436,102.993472,NA,2014,4,23,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_130,Koh_Kohng_130_354,153.9380400259,circular,11.561436,102.993472,NA,2014,4,23,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_355,153.9380400259,circular,11.5601737579603,102.997825539939,NA,2014,4,26,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_356,153.9380400259,circular,11.560174,102.997826,NA,2014,4,26,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_357,153.9380400259,circular,11.560174,102.997826,NA,2014,4,26,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_131,Koh_Kohng_131_358,153.9380400259,circular,11.560174,102.997826,NA,2014,4,26,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_359,153.9380400259,circular,11.5572542826663,103.041487605442,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_360,153.9380400259,circular,11.557254,103.041488,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_132,Koh_Kohng_132_361,153.9380400259,circular,11.557254,103.041488,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_133,Koh_Kohng_133_362,153.9380400259,circular,11.58337,103.0378,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_133,Koh_Kohng_133_363,153.9380400259,circular,11.081461,100.685777,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_133,Koh_Kohng_133_364,153.9380400259,circular,11.081461,100.685777,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_365,153.9380400259,circular,11.5585805667393,103.041130060167,NA,2014,4,29,field,NA,mangrove,Xylocarpus granatum,NA,yes
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_366,153.9380400259,circular,11.558581,103.04113,NA,2014,4,29,field,NA,mangrove,Ceriops spp.,NA,yes
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_367,153.9380400259,circular,11.558581,103.04113,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_368,153.9380400259,circular,11.558581,103.04113,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_134,Koh_Kohng_134_369,153.9380400259,circular,11.558581,103.04113,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_370,153.9380400259,circular,11.559437,103.040739,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_371,153.9380400259,circular,11.559437,103.040739,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_135,Koh_Kohng_135_372,153.9380400259,circular,11.559437,103.040739,NA,2014,4,29,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_373,153.9380400259,circular,11.5165531933408,102.987283519534,NA,2014,5,1,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_374,153.9380400259,circular,11.516553,102.987284,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_375,153.9380400259,circular,11.516553,102.987284,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_376,153.9380400259,circular,11.516553,102.987284,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_136,Koh_Kohng_136_377,153.9380400259,circular,11.516553,102.987284,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_378,153.9380400259,circular,11.5169834358259,102.988068643814,NA,2014,5,1,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_379,153.9380400259,circular,11.516983,102.988069,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_380,153.9380400259,circular,11.516983,102.988069,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_381,153.9380400259,circular,11.516983,102.988069,NA,2014,5,1,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Koh_Kohng_137,Koh_Kohng_137_382,153.9380400259,circular,11.516983,102.988069,NA,2014,5,1,field,NA,mangrove,Rhizophora mucronata,NA,yes
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_383,153.9380400259,circular,11.5180771320785,102.98938062308,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_384,153.9380400259,circular,11.518077,102.989381,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_385,153.9380400259,circular,11.518077,102.989381,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_386,153.9380400259,circular,11.518077,102.989381,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_138,Koh_Kohng_138_387,153.9380400259,circular,11.518077,102.989381,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_388,153.9380400259,circular,11.5185766977876,102.989734507325,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_389,153.9380400259,circular,11.518577,102.989735,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_390,153.9380400259,circular,11.518577,102.989735,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_391,153.9380400259,circular,11.518577,102.989735,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_139,Koh_Kohng_139_392,153.9380400259,circular,11.518577,102.989735,NA,2014,5,1,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_393,153.9380400259,circular,11.5827324992697,103.031858851238,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_394,153.9380400259,circular,11.582732,103.031859,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_140,Koh_Kohng_140_395,153.9380400259,circular,11.582732,103.031859,NA,2015,2,19,field,NA,mangrove,Excoecaria agallocha,NA,yes
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_396,153.9380400259,circular,11.5039513667603,103.030593531366,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_397,153.9380400259,circular,11.503951,103.030594,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_398,153.9380400259,circular,11.503951,103.030594,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_399,153.9380400259,circular,11.503951,103.030594,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_141,Koh_Kohng_141_400,153.9380400259,circular,11.503951,103.030594,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_401,153.9380400259,circular,11.5554319835118,102.978784361515,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_402,153.9380400259,circular,11.555432,102.978784,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_403,153.9380400259,circular,11.555432,102.978784,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_404,153.9380400259,circular,11.555432,102.978784,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_142,Koh_Kohng_142_405,153.9380400259,circular,11.555432,102.978784,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_406,153.9380400259,circular,11.505435380306,103.005609328041,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_407,153.9380400259,circular,11.505435,103.005609,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_408,153.9380400259,circular,11.505435,103.005609,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_409,153.9380400259,circular,11.505435,103.005609,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_143,Koh_Kohng_143_410,153.9380400259,circular,11.505435,103.005609,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_411,153.9380400259,circular,11.4652069291143,103.063750524384,NA,2015,2,18,field,NA,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_412,153.9380400259,circular,11.465207,103.063751,NA,2015,2,18,field,NA,mangrove,Bruguiera cylindrica,NA,yes
Sharma_et_al_2021,Koh_Kohng_144,Koh_Kohng_144_413,153.9380400259,circular,11.465207,103.063751,NA,2015,2,18,field,NA,mangrove,Intsia bijuga,NA,yes
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_414,153.9380400259,circular,11.5572748044219,103.03250428372,NA,2015,2,19,field,NA,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_415,153.9380400259,circular,11.557275,103.032504,NA,2015,2,19,field,NA,mangrove,Scyphiphora hydrophyllacea,NA,yes
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_416,153.9380400259,circular,11.557275,103.032504,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_417,153.9380400259,circular,11.557275,103.032504,NA,2015,2,19,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_145,Koh_Kohng_145_418,153.9380400259,circular,11.557275,103.032504,NA,2015,2,19,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_419,153.9380400259,circular,11.451249698013,103.084169655055,NA,2015,2,20,field,NA,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_420,153.9380400259,circular,11.45125,103.08417,NA,2015,2,20,field,NA,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_421,153.9380400259,circular,11.45125,103.08417,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_422,153.9380400259,circular,11.45125,103.08417,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_146,Koh_Kohng_146_423,153.9380400259,circular,11.45125,103.08417,NA,2015,2,20,field,NA,mangrove,Lumnitzera littorea,NA,yes
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_424,153.9380400259,circular,11.5550266004722,103.009026610554,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_425,153.9380400259,circular,11.555027,103.009027,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_426,153.9380400259,circular,11.555027,103.009027,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_427,153.9380400259,circular,11.555027,103.009027,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_147,Koh_Kohng_147_428,153.9380400259,circular,11.555027,103.009027,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_429,153.9380400259,circular,11.5296310125435,102.981938680914,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_430,153.9380400259,circular,11.529631,102.981939,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_431,153.9380400259,circular,11.529631,102.981939,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_432,153.9380400259,circular,11.529631,102.981939,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_148,Koh_Kohng_148_433,153.9380400259,circular,11.529631,102.981939,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_434,153.9380400259,circular,11.501393,103.061578970623,NA,2015,2,19,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_435,153.9380400259,circular,11.501393,103.061579,NA,2015,2,19,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_436,153.9380400259,circular,11.501393,103.061579,NA,2015,2,19,field,NA,mangrove,Intsia bijuga,NA,yes
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_437,153.9380400259,circular,11.501393,103.061579,NA,2015,2,19,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_149,Koh_Kohng_149_438,153.9380400259,circular,11.501393,103.061579,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_439,153.9380400259,circular,11.47413,103.005023076265,NA,2015,2,22,field,NA,mangrove,Avicennia alba,NA,yes
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_440,153.9380400259,circular,11.47413,103.005023,NA,2015,2,22,field,NA,mangrove,Avicennia alba,NA,yes
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_441,153.9380400259,circular,11.47413,103.005023,NA,2015,2,22,field,NA,mangrove,Avicennia alba,NA,yes
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_442,153.9380400259,circular,11.47413,103.005023,NA,2015,2,22,field,NA,mangrove,Avicennia alba,NA,yes
Sharma_et_al_2021,Koh_Kohng_150,Koh_Kohng_150_443,153.9380400259,circular,11.47413,103.005023,NA,2015,2,22,field,NA,mangrove,Avicennia alba,NA,yes
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_444,153.9380400259,circular,11.474705,103.062210386585,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_445,153.9380400259,circular,11.474705,103.06221,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_151,Koh_Kohng_151_446,153.9380400259,circular,11.474705,103.06221,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_447,153.9380400259,circular,11.450235,103.059280026829,NA,2015,2,18,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_448,153.9380400259,circular,11.450235,103.05928,NA,2015,2,18,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_449,153.9380400259,circular,11.450235,103.05928,NA,2015,2,18,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_450,153.9380400259,circular,11.450235,103.05928,NA,2015,2,18,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_152,Koh_Kohng_152_451,153.9380400259,circular,11.450235,103.05928,NA,2015,2,18,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_452,153.9380400259,circular,11.505435380306,103.005609328041,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_453,153.9380400259,circular,11.529737,103.03441,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_454,153.9380400259,circular,11.529737,103.03441,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_455,153.9380400259,circular,11.529737,103.03441,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_153,Koh_Kohng_153_456,153.9380400259,circular,11.529737,103.03441,NA,2015,2,21,field,NA,mangrove,NA,NA,yes
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_457,153.9380400259,circular,11.443549,103.089884255951,NA,2015,2,18,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_458,153.9380400259,circular,11.443549,103.089884,NA,2015,2,18,field,NA,mangrove,Heritiera littoralis,NA,yes
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_459,153.9380400259,circular,11.443549,103.089884,NA,2015,2,18,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_154,Koh_Kohng_154_460,153.9380400259,circular,11.443549,103.089884,NA,2015,2,18,field,NA,mangrove,Intsia bijuga,NA,yes
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_461,153.9380400259,circular,11.583369,103.037813170603,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_462,153.9380400259,circular,11.583369,103.037813,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_463,153.9380400259,circular,11.583369,103.037813,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_464,153.9380400259,circular,11.583369,103.037813,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_155,Koh_Kohng_155_465,153.9380400259,circular,11.583369,103.037813,NA,2015,2,19,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_466,153.9380400259,circular,11.47701,103.037855152483,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_467,153.9380400259,circular,11.47701,103.037855,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_468,153.9380400259,circular,11.47701,103.037855,NA,2015,2,20,field,NA,mangrove,Ceriops decandra,NA,yes
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_469,153.9380400259,circular,11.47701,103.037855,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_156,Koh_Kohng_156_470,153.9380400259,circular,11.47701,103.037855,NA,2015,2,20,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_471,153.9380400259,circular,11.489822,103.00774448726,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_472,153.9380400259,circular,11.489822,103.007744,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_473,153.9380400259,circular,11.489822,103.007744,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_474,153.9380400259,circular,11.489822,103.007744,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_157,Koh_Kohng_157_475,153.9380400259,circular,11.489822,103.007744,NA,2015,2,21,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_476,153.9380400259,circular,11.45311,103.018860128108,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_477,153.9380400259,circular,11.45311,103.01886,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_478,153.9380400259,circular,11.45311,103.01886,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_479,153.9380400259,circular,11.45311,103.01886,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Koh_Kohng_158,Koh_Kohng_158_480,153.9380400259,circular,11.45311,103.01886,NA,2015,2,22,field,NA,mangrove,Rhizophora apiculata,NA,yes
Sharma_et_al_2021,Prey_Nob_159,Prey_Nob_159_481,153.9380400259,circular,11.505435380306,103.005609328041,NA,2015,2,10,field,Coastal fringe,mangrove,NA,NA,yes
