Site,Status,ID,Date,Lat,Lon,Depth,Elevation,DBD,210Pb,210Pb_e,226Ra,226Ra_e,210Pbex,210Pbex_e,137Cs,137Cs_e,7Be,7Be_e,wtC,wtN,13C,15N,Age,Age_e,VAR,MAR,CAR,Year,Year_restored
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,67,77.3,0.2466,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,45.38,1.03,-28.86,3.5,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,69,75.3,0.2005,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,71,73.3,0.1039,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,44.7,0.97,-28.88,3.31,   ,   ,  ,,,   ,2008
Bass,Restored,BCRB,6/10/2015,41.71614,-70.23612,72.5,71.3,0.1725,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,2008
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,0,132.6,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,0.5,132.1,0.3128,17.1758,0.3263,0.9431,0.0641,16.2327,0.3326,0.186,0.0318,26.2335,5.7189,17.19,1.16,-15.92,4.99,2.7,0.6,3.7,1150,198,2012.9,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,1.5,131.1,0.3215,17.9963,0.3563,0.5905,0.0576,17.4058,0.361,0.1448,0.0321,0,0,    ,    ,    ,    ,6,0.7,3,977,,2009.6,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,2.5,130.1,0.3063,16.2204,0.5288,0.7707,0.1034,15.4497,0.5388,0,0,0,0,    ,    ,    ,    ,9.1,0.8,3.3,997,,2006.5,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,3.5,129.1,0.2867,14.1648,0.3031,0.6305,0.0672,13.5343,0.3105,0,0,0,0,24.89,1.32,-15.64,4.2,11.8,0.8,3.6,1039,259,2003.7,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,4.5,128.1,0.2373,6.5191,0.2203,0.5909,0.062,5.9281,0.2289,0.1832,0.0329,0,0,    ,    ,    ,    ,12.9,0.9,9.4,2235,,2002.7,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,5.5,127.1,0.2338,6.9821,0.4008,0.64,0.099,6.3421,0.4128,0,0,0,0,    ,    ,    ,    ,14.1,0.9,8.6,2018,,2001.5,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,6.5,126.1,0.1541,9.6687,0.6594,0.6677,0.1598,9.001,0.6785,0,0,0,0,25.25,1.24,-15.71,3.58,15.2,0.9,8.9,1373,347,2000.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,7.5,125.1,0.2258,10.7531,0.5172,0.6096,0.1039,10.1435,0.5276,0,0,0,0,    ,    ,    ,    ,17.1,1,5.1,1161,,1998.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,8.5,124.1,0.1634,11.7591,0.6914,0.6,0.1,11.1591,0.6986,0,0,0,0,    ,    ,    ,    ,18.8,1,6.1,998,,1996.8,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,9.5,123.1,0.1852,8.5865,0.5203,0.5463,0.1348,8.0402,0.5375,0.3217,0.0805,0,0,24.72,1.16,-15.43,3.72,20.2,1,7.1,1322,327,1995.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,10.5,122.1,0.3208,4.7211,0.2049,0.5441,0.0591,4.1771,0.2133,0.282,0.0349,0,0,    ,    ,    ,    ,21.5,1.1,7.6,2439,,1994.1,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,11.5,121.1,0.2887,6.2677,0.2357,0.5427,0.059,5.725,0.2429,0.1176,0.0365,0,0,    ,    ,    ,    ,23.2,1.1,5.9,1698,,1992.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,12.5,120.1,0.205,20.4511,0.4642,0.6889,0.0822,19.7622,0.4715,0.5483,0.0568,0,0,21.8,1.07,-15.97,4.31,27.8,1.3,2.2,446,97,1987.8,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,13.5,119.1,0.2183,28.6458,0.5414,0.6147,0.097,28.0311,0.55,0.718,0.0737,0,0,    ,    ,    ,    ,36.3,1.7,1.2,257,,1979.3,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,14.5,118.1,0.2085,23.5538,0.4876,0.7455,0.0863,22.8083,0.4951,1.309,0.0793,0,0,    ,    ,    ,    ,44.9,2.2,1.2,243,,1970.7,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,15.5,117.1,0.1414,14.9547,0.7986,0.7701,0.1766,14.1845,0.8179,1.2874,0.1604,0,0,22.07,1.15,-15.44,4.55,49.3,2.5,2.2,318,70,1966.3,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,16.5,116.1,0.2193,10.2367,0.5333,0.9875,0.1393,9.2492,0.5512,1.8059,0.1354,0,0,    ,    ,    ,    ,54.5,3,1.9,419,,1961,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,17.5,115.1,0.1759,7.6976,0.3833,0.7641,0.0973,6.9335,0.3955,1.4634,0.0847,0,0,    ,    ,    ,    ,58.2,3.3,2.8,487,,1957.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,18.5,114.1,0.2266,5.9971,0.3658,0.5893,0.088,5.4078,0.3763,1.1394,0.0745,0,0,21.95,1.03,-14.75,4.37,62.2,3.8,2.4,554,122,1953.3,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,19.5,113.1,0.1684,4.4969,0.4191,0.3685,0.0995,4.1284,0.4308,1.3573,0.117,0,0,    ,    ,    ,    ,64.8,4.1,3.9,654,,1950.8,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,20.5,112.1,0.191,4.1649,0.3082,0.4529,0.0871,3.712,0.3203,0.5215,0.0722,0,0,    ,    ,    ,    ,67.7,4.5,3.5,669,,1947.9,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,21.5,111.1,0.1594,3.3227,0.3007,0.4762,0.0894,2.8465,0.3137,0.4297,0.0618,0,0,23.38,1,-14.45,4.45,69.6,4.8,5.1,809,189,1945.9,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,22.5,110.1,0.1521,3.0756,0.3236,0.3108,0.1023,2.7648,0.3393,0.24,0.0789,0,0,    ,    ,    ,    ,71.6,5.1,5.1,783,,1944,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,23.5,109.1,0.3085,2.1192,0.2026,0.2639,0.0725,1.8553,0.2152,0,0,0,0,    ,    ,    ,    ,74.4,5.5,3.5,1084,,1941.1,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,24.5,108.1,0.1657,4.4164,0.3811,0.3531,0.0915,4.0633,0.392,0,0,0,0,27.95,1.16,-13.79,4.81,78.1,6.2,2.7,447,125,1937.4,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,25.5,107.1,0.1524,2.9875,0.2608,0.6398,0.0831,2.3476,0.2737,0,0,0,0,    ,    ,    ,    ,80.3,6.7,4.6,706,,1935.3,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,26.5,106.1,0.1414,3.1702,0.2539,0.6045,0.0861,2.5657,0.2681,0,0,0,0,    ,    ,    ,    ,82.6,7.2,4.3,602,,1932.9,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,27.5,105.1,0.1857,3.4796,0.2397,0.5763,0.0754,2.9033,0.2513,0,0,0,0,27.04,1.2,-14.01,4.58,86.5,8.1,2.6,484,131,1929.1,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,28.5,104.1,0.1296,3.601,0.3817,0.5651,0.1109,3.0359,0.3975,0,0,0,0,    ,    ,    ,    ,89.6,8.9,3.2,415,,1926,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,29.5,103.1,0.1762,4.1064,0.2632,0.5577,0.0824,3.5487,0.2758,0,0,0,0,    ,    ,    ,    ,95.3,10.6,1.8,310,,1920.3,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,31,101.6,0.1917,3.0169,0.1834,0.4491,0.0509,2.5678,0.1904,0,0,0,0,25.12,1.45,-15.56,4.21,107,15.3,1.7,328,82,1908.6,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,33,99.6,0.1734,2.07,0.1513,0.5344,0.0504,1.5356,0.1595,0,0,0,0,    ,    ,    ,    ,115.7,20.2,2.3,399,,1899.9,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,35,97.6,0.1876,1.6876,0.1612,0.4946,0.0522,1.193,0.1694,0,0,0,0,    ,    ,    ,    ,125.4,27.4,2.1,386,,1890.2,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,37,95.6,0.1825,1.8018,0.1816,0.5871,0.0666,1.2148,0.1934,0,0,0,0,19.98,1.15,-22.03,3.05,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,39,93.6,0.1913,1.7935,0.1914,0.6498,0.0589,1.1438,0.2002,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,41,91.6,0.2301,1.3759,0.1599,0.8902,0.062,0.4857,0.1715,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,43,89.6,0.2154,1.0803,0.1385,0.7027,0.0549,0.3777,0.149,0,0,0,0,17.86,1.05,-19.53,2.12,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,45,87.6,0.2154,0.9227,0.1725,0.9587,0.0708,-0.036,0.1865,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,47,85.6,0.1952,0.7482,0.1219,0.7845,0.0599,-0.0364,0.1358,0.0682,0.0262,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,49,83.6,0.2551,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,13.8,0.85,-15.64,2.85,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,51,81.6,0.2311,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,53,79.6,0.2059,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,55,77.6,0.1739,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,15.33,0.85,-14.61,2.16,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,57,75.6,0.157,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,59,73.6,0.2048,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,61,71.6,0.2371,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,11.95,0.73,-14.87,2.71,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,63,69.6,0.2054,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,65,67.6,0.1954,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,67,65.6,0.2395,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,11.7,0.69,-14.71,3.17,   ,   ,  ,,,   ,
Stony,Natural,SBNA,6/29/2015,41.7547,-70.11496,69,63.6,0.3006,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,0,139.9,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,0.5,139.4,0.2115,34.9084,0.5481,0.699,0.0831,34.2095,0.5543,0,0,38.0003,7.3151,21.7,1.23,-16.04,3.52,5.8,0.9,1.7,367,80,2009.8,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,1.5,138.4,0.2098,14.2696,0.4295,0.6,0.1,13.6696,0.441,0,0,0,0,    ,    ,    ,    ,8.4,1,3.8,805,,2007.2,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,2.5,137.4,0.2744,12.4535,0.2628,0.4681,0.0524,11.9855,0.2679,0,0,0,0,    ,    ,    ,    ,11.7,1.1,3.1,838,,2003.9,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,3.5,136.4,0.2135,8.1858,0.2448,0.5409,0.0566,7.6449,0.2512,0,0,0,0,25.3,1.22,-16.62,2.94,13.4,1.1,5.7,1214,307,2002.2,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,4.5,135.4,0.2298,7.943,0.2438,0.5555,0.0604,7.3874,0.2512,0,0,0,0,    ,    ,    ,    ,15.3,1.2,5.2,1186,,2000.2,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,5.5,134.4,0.208,10.193,0.5147,0.5276,0.0866,9.6654,0.522,0,0,0,0,    ,    ,    ,    ,17.8,1.3,4.1,847,,1997.8,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,6.5,133.4,0.2306,10.9731,0.451,0.506,0.0892,10.467,0.4597,0,0,0,0,24.19,1.02,    ,    ,21,1.4,3.1,716,173,1994.6,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,7.5,132.4,0.209,7.1275,0.4155,0.5446,0.108,6.5829,0.4293,0,0,0,0,    ,    ,    ,    ,23,1.4,5,1050,,1992.6,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,8.5,131.4,0.2088,4.3783,0.4129,0.4352,0.116,3.943,0.4289,0,0,0,0,    ,    ,    ,    ,24.3,1.5,8,1666,,1991.3,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,9.5,130.4,0.2526,6.893,0.3791,0.7075,0.1061,6.1856,0.3937,0.2766,0.06,0,0,22.21,1.08,-15.88,2.84,26.8,1.6,4,1002,222,1988.8,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,10.5,129.4,0.2669,16.8911,0.527,0.5284,0.0862,16.3628,0.534,0.4583,0.0697,0,0,    ,    ,    ,    ,35.1,2.1,1.2,321,,1980.5,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,11.5,128.4,0.2702,7.6621,0.3961,0.4402,0.0884,7.2219,0.4059,0.4959,0.0661,0,0,    ,    ,    ,    ,39.7,2.4,2.2,594,,1975.9,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,12.5,127.4,0.2499,4.1899,0.3608,0.6715,0.0974,3.5184,0.3737,0.9043,0.0798,0,0,26.66,1.01,    ,    ,41.9,2.6,4.4,1095,292,1973.6,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,13.5,126.4,0.29,5.3129,0.2343,0.5558,0.0653,4.7571,0.2432,1.4699,0.0661,0,0,    ,    ,    ,    ,45.9,2.9,2.5,735,,1969.7,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,14.5,125.4,0.2566,5.3926,0.2896,0.5598,0.0793,4.8328,0.3002,1.1735,0.0723,0,0,    ,    ,    ,    ,49.9,3.3,2.5,640,,1965.7,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,15.5,124.4,0.1328,3.9499,0.3231,0.3788,0.1186,3.5711,0.3442,0.5156,0.0758,0,0,23.54,0.98,-14.16,3.79,51.6,3.4,6,792,186,1964,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,16.5,123.4,0.1857,4.41,0.2703,0.6168,0.077,3.7932,0.2811,0.355,0.0542,0,0,    ,    ,    ,    ,54.2,3.7,3.8,697,,1961.3,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,17.5,122.4,0.1915,5.9995,0.3372,0.6243,0.0921,5.3753,0.3495,0.1538,0.04,0,0,    ,    ,    ,    ,58.6,4.3,2.3,441,,1957,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,18.5,121.4,0.1897,4.7937,0.2986,0.5198,0.096,4.2738,0.3137,0.1527,0.0464,0,0,24.39,0.95,    ,    ,62.5,4.8,2.6,488,119,1953.1,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,19.5,120.4,0.3095,2.8273,0.2381,0.516,0.0733,2.3112,0.2491,0.0059,0.0036,0,0,    ,    ,    ,    ,66.3,5.4,2.6,801,,1949.2,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,20.5,119.4,0.1549,3.0317,0.3793,0.704,0.109,2.3277,0.3946,0.1091,0.0542,0,0,    ,    ,    ,    ,68.5,5.8,4.7,724,,1947.1,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,21.5,118.4,0.1539,2.1335,0.3181,0.7644,0.1102,1.3691,0.3366,0,0,0,0,24.61,1.07,-15.05,2.85,69.8,6,7.6,1166,287,1945.8,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,22.5,117.4,0.1992,2.6432,0.2664,0.4596,0.0849,2.1836,0.2796,0,0,0,0,    ,    ,    ,    ,72.7,6.6,3.4,685,,1942.9,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,23.5,116.4,0.213,3.9773,0.2927,0.5948,0.0854,3.3824,0.3049,0,0,0,0,    ,    ,    ,    ,78.2,7.8,1.8,388,,1937.4,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,24.5,115.4,0.1601,3.6226,0.4061,0.5652,0.1206,3.0575,0.4236,0,0,0,0,26.18,1.14,    ,    ,82.5,9,2.3,368,96,1933,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,25.5,114.4,0.211,2.7457,0.263,0.5434,0.0871,2.2023,0.2771,0,0,0,0,    ,    ,    ,    ,87.3,10.4,2.1,444,,1928.3,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,26.5,113.4,0.2033,3.4701,0.3019,0.7387,0.1085,2.7314,0.3208,0,0,0,0,    ,    ,    ,    ,94.1,12.9,1.5,300,,1921.5,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,27.5,112.4,0.2188,2.225,0.2401,0.5186,0.0873,1.7064,0.2555,0,0,0,0,21.95,1.27,-17.16,2.09,99.6,15.3,1.8,396,87,1916,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,28.5,111.4,0.2238,1.3042,0.2157,0.6493,0.0843,0.6549,0.2316,0,0,0,0,    ,    ,    ,    ,102.1,16.5,4.1,910,,1913.5,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,29.5,110.4,0.1672,1.5096,0.2224,0.6762,0.0831,0.8334,0.2374,0,0,0,0,    ,    ,    ,    ,104.6,17.9,4,661,,1911,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,31,108.9,0.1451,1.0633,0.1553,0.5865,0.0675,0.4768,0.1694,0,0,0,0,20.65,0.82,    ,    ,107.3,19.5,7.3,1066,220,1908.3,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,33,106.9,0.2895,0.937,0.0898,0.6209,0.0395,0.3161,0.0981,0,0,0,0,    ,    ,    ,    ,111.3,22.1,5,1448,,1904.3,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,35,104.9,0.2668,1.3873,0.1369,0.68,0.0465,0.7072,0.1446,0,0,0,0,    ,    ,    ,    ,121.6,30.4,2,520,,1894,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,37,102.9,0.2668,1.0811,0.1254,0.7121,0.052,0.369,0.1358,0,0,0,0,17.85,1.16,-15.7,1.81,128.6,37.9,2.9,761,136,1887,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,39,100.9,0.2747,1.1941,0.1193,0.7372,0.0444,0.4569,0.1273,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,41,98.9,0.2619,1.1091,0.1223,0.8441,0.0536,0.2649,0.1336,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,43,96.9,0.244,0.8142,0.1198,0.3893,0.0448,0.4249,0.1279,0,0,0,0,17.27,0.91,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,45,94.9,0.2193,0.7186,0.1462,0.6538,0.0622,0.0648,0.1589,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,47,92.9,0.2903,1.0902,0.1121,0.9517,0.0513,0.1385,0.1233,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,49,90.9,0.2663,1.1774,0.1345,1.0739,0.0536,0.1036,0.1447,0,0,0,0,12.16,0.72,-14.51,2.06,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,51,88.9,0.3311,0.973,0.0895,0.9022,0.0352,0.0708,0.0962,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,53,86.9,0.2907,1.0092,0.0869,1.1246,0.0364,-0.1154,0.0942,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,55,84.9,0.2484,1.1707,0.1294,0.9355,0.0542,0.2352,0.1402,0,0,0,0,12.46,0.73,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,57,82.9,0.2929,0.8444,0.0685,0.9263,0.0374,-0.0819,0.078,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,59,80.9,0.3219,1.081,0.1055,0.9341,0.0416,0.1469,0.1134,0,0,0,0,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,61,78.9,0.2729,0.8384,0.1287,1.1181,0.0561,-0.2798,0.1404,0,0,0,0,11.84,0.76,-15.05,2.98,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,63,76.9,0.2362,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,65,74.9,0.2685,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,67,72.9,0.2748,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,13.05,0.7,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,69,70.9,0.3619,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,   ,
Stony,Natural,SBNB,6/29/2015,41.75499,-70.11481,71,68.9,0.2326,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,12.68,0.77,-14.59,2.7,   ,   ,  ,,,   ,
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,0,130.7,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,    ,   ,   ,  ,,,2015.6,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,0.5,130.2,0.3135,16.1445,0.5408,1.2203,0.1152,14.9242,0.553,0.4873,0.0631,7.7426,1.0305,16.16,1.17,-21.21,5.14,3.5,0.8,2.8,884,143,2012,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,1.5,129.2,0.215,18.1537,0.6118,1.022,0.1253,17.1317,0.6245,0,0,0,0,    ,    ,    ,    ,6.6,0.9,3.2,694,,2008.9,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,2.5,128.2,0.201,18.3204,0.6211,1.4153,0.1378,16.9051,0.6362,0.3461,0.0702,0,0,    ,    ,    ,    ,9.8,1,3.2,639,,2005.8,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,3.5,127.2,0.1431,21.6634,0.7647,0.7552,0.1386,20.9083,0.7772,0,0,0,0,29.23,1.62,-25.37,4.85,12.8,1.1,3.3,469,137,2002.7,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,4.5,126.2,0.1539,26.402,0.895,0.4,0.1,26.002,0.9006,0,0,0,0,    ,    ,    ,    ,17.4,1.2,2.2,335,,1998.1,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,5.5,125.2,0.2053,14.1526,0.5392,0.3479,0.0835,13.8047,0.5456,0,0,0,0,    ,    ,    ,    ,21.1,1.4,2.7,554,,1994.4,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,6.5,124.2,0.1845,11.9934,0.5553,0.4,0.1,11.5934,0.5642,0,0,0,0,32.81,1.49,-23.32,4.81,24.3,1.5,3.2,593,195,1991.3,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,7.5,123.2,0.1611,13.0167,0.7042,0.4,0.1,12.6167,0.7113,1.4603,0.1526,0,0,    ,    ,    ,    ,27.5,1.6,3.1,494,,1988.1,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,8.5,122.2,0.2025,10.0891,0.5428,0.4,0.1,9.6891,0.5519,2.0436,0.1339,0,0,    ,    ,    ,    ,31,1.8,2.9,579,,1984.6,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,9.5,121.2,0.1271,13.7804,0.5388,0.1918,0.1273,13.5886,0.5537,1.8543,0.1157,0,0,33.5,1.76,-22.68,5.23,34.4,2,2.9,371,124,1981.1,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,10.5,120.2,0.197,13.5889,0.3832,0.4,0.1,13.1889,0.396,1.5049,0.0792,0,0,    ,    ,    ,    ,40.4,2.4,1.7,330,,1975.2,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,11.5,119.2,0.1286,14.1238,0.5028,0.455,0.0941,13.6687,0.5115,1.551,0.1058,0,0,    ,    ,    ,    ,45.2,2.7,2.1,270,,1970.4,2010
Stony,Restored,SBRA,6/29/2015,41.75255,-70.11337,12.5,118.2,0.1271,15.4589,0.6184,0.4,0.1,15.0589,0.6264,3.4306,0.1602,0,0,33.42,1.76,-21.86,5.14,51.3,3.3,1.6,207,69,1964.3,2010
