study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,excess_pb210_activity_se,pb210_unit
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,32,34,0.25,0.4578,0.16,0.00,0,dpm/g,0.18,0.07,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,34,36,0.28,0.4814,0.2072,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,36,38,0.2,0.3615,0.13449999999999998,0.00,0,dpm/g,0.3,0.08,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,38,40,0.29,0.3713,0.1315,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,40,42,0.43,0.27649999999999997,0.1059,0.00,0,dpm/g,0.41,0.09,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,42,44,0.29,0.2809,0.1334,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,44,46,0.32,0.2821,0.1039,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,46,48,0.45,0.2928,0.1061,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,48,50,0.12,0.382,0.1458,0.00,0,dpm/g,0,0,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,0,2,0.36,0.2077,0.1158,0.00,0,dpm/g,6.3,0.4,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,2,4,0.21,0.3344,0.122,0.23,0.07,dpm/g,5.64,0.36,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,6,8,0.18,0.349,0.1478,0.18,0.07,dpm/g,5.27,0.38,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,8,10,0.18,0.4338,0.16670000000000001,0.29,0.1,dpm/g,3.52,0.39,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,10,12,0.24,0.3765,0.1384,0.19,0.08,dpm/g,3.63,0.4,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,12,14,0.18,0.3675,0.1561,0.41,0.08,dpm/g,3.99,0.34,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,14,16,0.14,0.3632,0.1454,0.37,0.1,dpm/g,3.37,0.38,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,20,22,0.16,0.3788,0.156,0.98,0.1,dpm/g,3.75,0.36,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,22,24,0.16,0.382,0.1732,0.93,0.11,dpm/g,1.75,0.26,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,26,28,0.17,0.415,0.1632,0.00,0,dpm/g,2.14,0.32,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,28,30,0.18,0.4191,0.188,0.00,0,dpm/g,1.76,0.24,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,30,32,0.26,0.4217,0.1801,0.00,0,dpm/g,1.66,0.23,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,32,34,0.17,0.4338,0.16949999999999998,0.00,0,dpm/g,1.22,0.2,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,34,36,0.19,0.4338,0.1726,0.00,0,dpm/g,1.68,0.27,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,36,38,0.2,0.376,0.1474,0.00,0,dpm/g,1.55,0.28,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,38,40,0.23,0.2948,0.1185,0.00,0,dpm/g,0.98,0.19,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,0,2,0.1,0.5321,0.1507,0.00,0,dpm/g,24.59,0.69,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,2,4,0.15,0.5533,0.171,0.00,0,dpm/g,17.6,0.64,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,4,6,0.13,0.6609999999999999,0.20170000000000002,0.00,0,dpm/g,11.94,0.61,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,6,8,0.19,0.6965,0.25980000000000003,0.00,0,dpm/g,16.33,0.74,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,8,10,0.17,0.6706,0.249,0.00,0,dpm/g,9.56,0.55,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,12,14,0.14,0.6561,0.2772,0.00,0,dpm/g,9.13,0.57,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,16,18,0.14,0.6442,0.2655,0.14,0.11,dpm/g,6.94,0.54,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,20,22,0.19,0.5811999999999999,0.261,1.07,0.09,dpm/g,3.95,0.31,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,22,24,0.14,0.5857,0.2284,1.41,0.15,dpm/g,4.73,0.46,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,24,26,0.17,0.5432,0.2071,0.57,0.1,dpm/g,3.71,0.38,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,26,28,0.16,0.5161,0.2297,0.00,0,dpm/g,0.01,0,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,28,30,0.58,0.17800000000000002,0.11779999999999999,0.00,0,dpm/g,0.17,0.03,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,0,2,1.05,0.0187,0.0032,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,2,4,1.51,0.016200000000000003,0.0034999999999999996,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,4,6,1.13,0.0163,0.0031,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,6,8,0.94,0.0187,0.0051,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,8,10,1.37,0.0178,0.0070999999999999995,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,10,12,0.8,0.021400000000000002,0.0078000000000000005,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,12,14,1.09,0.017,0.0033,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,14,16,1.02,0.0148,0.0042,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,16,18,1.22,0.0151,0.0029,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,18,20,1.13,0.0146,0.0033,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,20,22,1.22,0.0146,0.0034999999999999996,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,22,24,1.24,0.0123,0.0021,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,24,26,1.38,0.009399999999999999,0.0023,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Little_Egg,Little_Egg,single set of methods,26,28,0.85,0.0106,0.0016,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Yellow_Bar,Yellow_Bar,single set of methods,14,16,0.21,0.4818,0.192,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Black_Bank,Black_Bank,single set of methods,26,28,0.2,0.31079999999999997,0.115,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,0,2,0.15,0.3565,0.1026,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,4,6,0.5,0.365,0.152,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,6,8,0.2,0.41450000000000004,0.16699999999999998,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,12,14,0.25,0.45130000000000003,0.1807,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,14,16,0.21,0.4697,0.1859,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,24,26,0.16,0.42950000000000005,0.16140000000000002,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,28,30,0.17,0.42460000000000003,0.1675,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Big_Egg,Big_Egg,single set of methods,30,32,0.21,0.3886,0.15460000000000002,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Duck_Point,Duck_Point,single set of methods,22,24,0.33,0.1293,0.055,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,10,12,0.07,0.6353,0.3074,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,16,18,0.21,0.4842,0.2483,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,22,24,0.2,0.46340000000000003,0.24789999999999998,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,24,26,0.2,0.37439999999999996,0.2072,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,26,28,0.26,0.3943,0.1855,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,40,42,0.23,0.4462,0.1875,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,46,48,0.24,0.35229999999999995,0.1898,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,48,50,0.18,0.3532,0.1503,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Fresh_Creek,Fresh_Creek,single set of methods,52,54,0.22,0.3104,0.14679999999999999,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,10,12,0.18,0.6476999999999999,0.2531,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,14,16,0.18,0.682,0.2729,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,18,20,0.17,0.6416,0.29410000000000003,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,30,32,1.4,0.0285,0.0327,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,32,34,0.97,0.031,0.0215,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Four_Sparrow,Four_Sparrow,single set of methods,34,36,1.12,0.018000000000000002,0.0106,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,4,6,0.15,0.47859999999999997,0.1918,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,6,8,0.34,0.429,0.18420000000000003,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,8,10,0.2,0.46270000000000006,0.17989999999999998,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,40,42,0.22,0.2896,0.11699999999999999,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,42,44,0.4,0.3273,0.0925,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,44,46,0.3,0.32909999999999995,0.0849,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,46,48,0.33,0.2832,0.0839,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,48,50,0.59,0.2566,0.0791,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,50,52,0.38,0.1981,0.0904,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Ruffle_Bar,Ruffle_Bar,single set of methods,52,54,0.42,0.17,0.0662,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,4,6,0.24,0.31579999999999997,0.1155,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,16,18,0.19,0.37549999999999994,0.1636,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,18,20,0.17,0.3935,0.1475,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,Stony_Creek,Stony_Creek,single set of methods,24,26,0.2,0.4115,0.1809,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,JoCo,JoCo,single set of methods,10,12,0.13,0.6106,0.24309999999999998,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,0,2,0.12,0.3833,0.1109,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,4,6,0.24,0.38130000000000003,0.147,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,8,10,0.13,0.4692,0.1557,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,12,14,0.18,0.45159999999999995,0.171,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,16,18,0.17,0.5012,0.1714,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,20,22,0.19,0.48119999999999996,0.171,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,24,26,0.12,0.5327000000000001,0.1837,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,28,30,0.14,0.44420000000000004,0.15960000000000002,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,32,34,0.16,0.5043,0.19190000000000002,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,36,38,0.16,0.46020000000000005,0.1793,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,40,42,0.18,0.392,0.14,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,42,44,0.2,0.318,0.131,NA,NA,dpm/g,NA,NA,dpm/g
Wang_et_al_2023,East_High,East_High,single set of methods,46,48,0.2,0.3246,0.1155,NA,NA,dpm/g,NA,NA,dpm/g
