study_id,site_id,core_id,method_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon,compaction_notes,delta_c13
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,60,62,NA,0.23191797975952635,0.30923799582463674,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,65,67,NA,0.22707051783530313,0.405487804878049,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,70,72,NA,0.18512170782303344,0.3540090771558247,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,75,77,NA,0.17517996819433126,0.4490909090909084,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,80,82,NA,0.36333257379890554,0.16860986547085122,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,85,87,NA,0.28356171362024246,0.2051100070972308,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,90,92,NA,0.1294894309533842,0.39363484087102113,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_3,Karboski_2020,95,97,NA,0.16171369922357676,0.4194847020933981,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,0,2,NA,0.06645259777859662,0.4162062615101278,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,5,7,NA,0.1096804758646102,0.6057494866529757,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,10,12,NA,0.15292940990682738,0.48554913294797464,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,15,17,NA,0.15791967152708322,0.45343367826904973,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,20,22,NA,0.14732852555666684,0.5298701298701309,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,25,27,NA,0.14256987945465074,0.5806045340050355,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,30,32,NA,0.14016950044743906,0.5779359430604976,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,35,37,NA,0.1565299784176449,0.5917387127761762,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,40,42,NA,0.19236721587619096,0.533613445378152,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,45,47,NA,0.1609306732641996,0.5215116279069771,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,50,52,NA,0.17611201768700324,0.4151583710407248,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,55,57,NA,0.158256566826341,0.49870689655172407,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,60,62,NA,0.1472443017318524,0.5206213176218528,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,65,67,NA,0.176448912986261,0.48806366047745314,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,70,72,NA,0.14566510501658156,0.5238467552775592,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,75,77,NA,0.25368216034110647,0.3815937149270481,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,80,82,NA,0.34121177027951777,0.18759532282663952,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,85,87,NA,0.4507027425382955,0.1467276565798727,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,90,92,NA,0.5537505921987682,0.08941176470588154,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_4,Karboski_2020,95,97,NA,0.9003947991788177,0.04371963913948651,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,0,2,NA,0.05259777859662052,0.44953051643192377,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,5,7,NA,0.0688950886982155,0.5176754151044425,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,10,12,NA,0.0614833921145444,0.532631578947369,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,15,17,NA,0.10597252197715427,0.5037280701754416,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,20,22,NA,0.10811391272306152,0.5678934010152257,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,25,27,NA,0.1298436595251882,0.4357015985790423,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,30,32,NA,0.1393230510080539,0.5273781902552184,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,35,37,NA,0.15312733589514135,0.6312500000000015,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,40,42,NA,0.23342001368637152,0.5284561049444987,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,45,47,NA,0.19470442701479185,0.465183246073299,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,50,52,NA,0.17144812338790336,0.5891534920952578,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,55,57,NA,0.1476001473916934,0.6203208556149779,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,60,62,NA,0.1366384165920935,0.5822368421052613,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,65,67,NA,0.3888950886982155,0.216033755274262,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,70,72,NA,0.2013433700057904,0.4355942750466706,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,80,82,NA,0.2116123598462915,0.07332900713822162,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,85,87,NA,0.30750118439753643,0.21387755102040715,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,90,92,NA,0.21793967468547665,0.21610738255033524,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,95,97,NA,0.22856240459019847,0.25851357570179534,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_5,Karboski_2020,100,102,NA,0.22009159340948573,0.255959180565074,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,0,2,NA,0.12253909858138189,0.32246538633319394,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,5,7,NA,0.11940947448773875,0.587962962962966,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,15,17,NA,0.12810726258395191,0.5112704918032889,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,20,22,NA,0.1076610433475644,0.5519059205190533,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,25,27,NA,0.11213334528579882,0.5631191262382539,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,30,32,NA,0.107345119148837,0.5665859564164655,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,35,37,NA,0.15392419319870485,0.5550387596899227,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,40,42,NA,0.14562131035090095,0.48979591836734615,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,45,47,NA,0.14382449147063897,0.42735949098621434,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,50,52,NA,0.14464391986108813,0.3836798744605717,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,55,57,NA,0.1539143205674946,0.3140442132639857,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,60,62,NA,0.1437751283145878,0.3574938574938629,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,65,67,NA,0.24128710677803517,0.26620689655171703,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,70,72,NA,0.226764466267786,0.28182834430505616,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,75,77,NA,0.2696215583513969,0.26656701544594064,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,80,82,NA,0.2715368488061817,0.283540505786542,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_6,Karboski_2020,85,87,NA,0.11014894641254248,0.3114947616939669,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,0,2,NA,0.20548297099542032,0.3800307434320853,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,5,7,NA,0.18478917723851135,0.3891265391063068,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,10,12,NA,0.13856714218034427,0.5385987261146493,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,15,17,NA,0.11533400010527978,0.5143350036967059,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,20,22,NA,0.16137074274885507,0.6035609959660588,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,25,27,NA,0.13926198873506343,0.6378584203542371,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,30,32,NA,0.20621361267568564,0.5809347084969576,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,35,37,NA,0.24460283202610936,0.5570957590289219,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,40,42,NA,0.19370426909512029,0.5571088637715643,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,45,47,NA,0.2543306837921777,0.47504230118443297,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,50,52,NA,0.3346570511133337,0.42011807652440375,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,55,57,NA,0.2450576406801074,0.4471942972034363,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,60,62,NA,0.178244986050429,0.49413719588663185,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,65,67,NA,0.4669874190661683,0.2679475439293678,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,70,72,NA,0.16784123809022478,0.4466820291887917,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,75,77,NA,0.1877159551508133,0.5025953984287314,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,85,87,NA,0.27005106069379375,0.22203782088370544,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,90,92,NA,0.1299678896667895,0.3796688548976492,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_7,Karboski_2020,95,97,NA,0.16652102963625837,0.4532136808011176,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,0,2,NA,0.13305048165499817,0.43495860165593336,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,5,7,NA,0.26392588303416326,0.4046622833233718,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,10,12,NA,0.24428278149181448,0.4857720355104622,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,15,17,NA,0.18962994156972152,0.472599363713761,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,20,22,NA,0.20541559193556877,0.6333282434977362,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,25,27,NA,0.21556666842132968,0.533929613066304,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,30,32,NA,0.20340685371374423,0.6373190997633846,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,35,37,NA,0.1875538242880455,0.637591155022348,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,40,42,NA,0.1925272411433384,0.7020032422417799,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,45,47,NA,0.2072937832289309,0.6682812067533901,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,50,52,NA,0.18822972048218145,0.6272701374545979,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,55,57,NA,0.22607780175817235,0.5154488429261678,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,60,62,NA,0.25933147339053536,0.5175864819783889,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,65,67,NA,0.322903616360478,0.32271872456283185,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,70,72,NA,0.4768795072906248,0.2057886102648231,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,75,77,NA,0.16345738800863294,0.48892391209176056,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,85,87,NA,0.17342843606885297,0.5523506466844592,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,90,92,NA,0.2838721903458441,0.3059466335173887,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,95,97,NA,0.2020129494130652,0.4808234992303748,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_8,Karboski_2020,100,102,NA,0.1746170447965468,0.5048611515398493,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,0,2,NA,0.20705222929936304,0.3325222352743748,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,5,7,NA,0.15367133757961784,0.3997469484965759,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,10,12,NA,0.19976305732484073,0.4243573861876758,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,15,17,NA,0.20316942675159233,0.4549356223175957,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,20,22,NA,0.16148789808917197,0.5251007296090616,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,25,27,NA,0.19064713375796177,0.5273478906084397,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,30,32,NA,0.24505987261146495,0.585219335009778,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,35,37,NA,0.29829299363057327,0.5880294525041913,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,40,42,NA,0.4861707006369427,0.6329241151554325,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,45,47,NA,0.4291796178343949,0.31550697765199565,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,50,52,NA,0.2224968152866242,0.5441799633795441,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,55,57,NA,0.24512866242038217,0.5164441792825728,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,60,62,NA,0.22808917197452228,0.447768217262705,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,65,67,NA,0.5633019108280255,0.15043944755164934,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,70,72,NA,0.4074267515923567,0.22603947921041712,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,75,77,NA,0.4639184713375795,0.21672090112640816,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,80,82,NA,0.39295031847133755,0.18817314948206104,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,85,87,NA,0.5852611464968153,0.1681938276462997,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,90,92,NA,0.6395821656050955,0.16392830470500422,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,95,97,NA,0.5778624203821656,0.15471950133570722,NA,NA,NA
Johnson_et_al_2024_marsh,Sprague,Sprague_2020_9,Karboski_2020,100,102,NA,0.5200789808917198,0.1714202982481541,NA,NA,NA
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,0,1,17178,0.236299999999999,NA,0.14760214,12cm compaction,-17.837971186106174
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,10,11,17179,0.357649999999999,NA,0.135186566,12cm compaction,-20.650286165383857
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,20,21,17180,0.315799999999999,NA,0.158369677,12cm compaction,-19.226366686402212
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,30,31,17181,0.4807,NA,0.0862193399999999,12cm compaction,-17.7195579238208
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,40,41,17182,0.1896,NA,0.307069445,12cm compaction,-21.579830274324056
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,50,51,17183,0.186949999999999,NA,0.275931746,12cm compaction,-16.15706597568268
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,60,61,17184,0.1394,NA,0.305228631,12cm compaction,-18.765198325692644
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,70,71,17185,1.2912,NA,0.014734088,12cm compaction,-23.937612118796093
Johnson_et_al_2024_marsh,Franklin,Franklin_1,Kulesza_2018,83,84,17186,1.23045,NA,0.007297426,12cm compaction,-23.62168626669324
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,0,1,17187,0.153899999999999,NA,0.151971896,20cm compaction,-21.300578034682083
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,10,11,17188,0.31,NA,0.121517318,20cm compaction,-18.20510265098665
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,20,21,17189,0.29615,NA,0.160770194,20cm compaction,-15.40362766593582
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,30,31,17190,0.329949999999999,NA,0.144873676,20cm compaction,-14.598365557105842
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,37,38,17191,1.32215,NA,0.011862122,20cm compaction,-17.903129360175406
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,40,41,17192,0.469999999999999,NA,0.082113499,20cm compaction,-16.32947976878613
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,50,51,17193,0.25155,NA,0.190695318,20cm compaction,-15.318915686665338
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,60,61,17194,0.215399999999999,NA,0.185580116,20cm compaction,-15.492326091289616
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,70,71,17195,0.210149999999999,NA,0.168906029,20cm compaction,-18.278851903528004
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,80,81,17196,0.209299999999999,NA,0.222593761999999,20cm compaction,-19.64221646402233
Johnson_et_al_2024_marsh,Franklin,Franklin_2,Kulesza_2018,90,91,17197,1.31959999999999,NA,0.023074981,20cm compaction,-23.59079130954754
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,0,1,17006,0.4263,NA,0.103753265,NA,-16.150708875509803
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,10,11,17007,0.4588,NA,0.105597074,NA,-16.148766750825402
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,20,21,17008,0.513999999999999,NA,0.068823044,NA,-15.486502233443389
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,30,31,17009,0.59985,NA,0.06072151,NA,-17.593707516022526
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,40,41,17010,0.455,NA,0.11406675,NA,-23.276364342590792
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,48,49,17011,0.2496,NA,0.220162795,NA,-25.94775684598951
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,49,50,17012,0.313899999999999,NA,0.163284877,NA,-25.03010293260827
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,60,61,17013,0.3184,NA,0.188552359,NA,-25.855505923480283
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,70,71,17014,0.25695,NA,0.200505235999999,NA,-18.451155564187214
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,80,81,17015,0.24675,NA,0.204499778,NA,-24.51446882889881
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,90,91,17016,0.24325,NA,0.261709998,NA,-26.040007768498736
Johnson_et_al_2024_marsh,Harrington,Harrington_1,Kulesza_2018,99,100,17017,0.2427,NA,0.132729446,NA,-24.797047970479703
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,0,1,17018,0.431749999999999,NA,0.088099479,NA,-15.906972227617011
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,10,11,17019,0.47335,NA,0.075354066,NA,-14.299388198144856
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,20,21,17020,0.71245,NA,0.05237126,NA,-15.660153937240969
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,30,31,17021,0.51365,NA,0.054941539,NA,-16.981448588908624
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,40,41,17022,0.896149999999999,NA,0.025424424,NA,-24.041839352674163
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,50,51,17023,0.43715,NA,0.059074543,NA,-24.68620485494375
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,60,61,17024,0.806299999999999,NA,0.04079195,NA,-36.101243339254
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,70,71,17025,0.9237,NA,0.033178643,NA,-17.950463785277282
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,80,81,17026,0.7814,NA,0.033742004,NA,-28.73199131636076
Johnson_et_al_2024_marsh,Harrington,Harrington_2,Kulesza_2018,83,84,17027,0.866899999999999,NA,0.032808981,NA,-34.90625616735741
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,0,1,16561,0.406699999999999,NA,0.130220645,no compaction observed,-24.363636363636363
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,5,6,16562,0.4252,NA,0.090051834,no compaction observed,-22.927865612648215
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,10,11,16563,0.5063,NA,0.0767978679999999,no compaction observed,-21.848814229249008
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,16,17,16564,0.531199999999999,NA,0.068862004,no compaction observed,-21.93774703557312
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,20,21,16565,0.3989,NA,0.129478333,no compaction observed,-22.087944664031617
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,25,26,16566,0.278199999999999,NA,0.187834004,no compaction observed,-22.677865612648215
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,30,31,16567,0.206,NA,0.306197051999999,no compaction observed,-24.71739130434782
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,33,34,16568,0.9742,NA,0.042044056,no compaction observed,-24.750988142292485
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,40,41,16569,0.1976,NA,0.316342146,no compaction observed,-25.064229249011852
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,45,46,16570,0.1974,NA,0.33547654,no compaction observed,-23.762845849802368
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,50,51,16571,0.172,NA,0.246490385,no compaction observed,-24.432806324110672
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,55,56,16572,0.172,NA,0.340156331,no compaction observed,-24.992094861660075
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,60,61,16573,0.7637,NA,0.029690165,no compaction observed,-25.54051383399209
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,65,66,16574,0.1449,NA,0.356359467,no compaction observed,-26.485177865612645
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,70,71,16575,0.189799999999999,NA,0.362285229,no compaction observed,-26.38735177865612
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,75,76,16576,0.1961,NA,0.349002618999999,no compaction observed,-26.45750988142292
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,80,81,16577,0.1541,NA,0.361302259,no compaction observed,-26.454545454545453
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,85,86,16578,0.169499999999999,NA,0.377824632,no compaction observed,-26.598814229249008
Johnson_et_al_2024_marsh,Jasper_Beach,Jasper_Beach_Core DC-1,Kulesza_2018,90,91,16579,0.206799999999999,NA,0.397037014,no compaction observed,NA
