study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,method_id,cs137_unit
Piazza_et_al_2020,CRMS0219,0219_2,2,4,0.0557,0.878264,0.424914,-3.0547,8.3494,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,4,6,0.057,0.895899,0.447962,0.1992,13.9472,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,6,8,0.053900000000000003,0.893513,0.444796,6.9837,14.2584,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,8,10,0.0487,0.904432,0.466967,32.7151,14.1498,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,10,12,0.0391,0.920403,0.475578,62.9188,13.2651,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,12,14,0.0394,0.922807,0.477099,-17.2747,20.3898,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,14,16,0.0433,0.924409,0.48644,-7.5378,17.9652,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,16,18,0.0563,0.924747,0.485581,14.5353,13.7388,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,18,20,0.0732,0.9,0.482294,1.3917,10.7163,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,20,22,0.0907,0.85592,0.432467,59.1627,6.4729,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219,0219_2,22,24,0.0444,0.838873,0.44470999999999994,141.3649,16.9293,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,0,2,0.032,0.7852840000000001,0.356599,-19.5145,26.0193,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,2,4,0.0536,0.820726,0.389765,0,25.8957,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,4,6,0.0684,0.826858,0.394697,14.4834,10.2631,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,6,8,0.0586,0.8451730000000001,0.391486,7.1434,11.949,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,8,10,0.0578,0.8023739999999999,0.373373,39.5109,12.6638,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,10,12,0.0468,0.841733,0.3949049999999999,58.1244,15.6844,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,12,14,0.0819,0.7800480000000001,0.37375,54.074,14.647,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,14,16,0.1027,0.7473860000000001,0.35151499999999997,33.4364,5.0431,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,16,18,0.0877,0.709654,0.342554,170.2193,12.9367,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,18,20,0.0751,0.6715009999999999,0.320249,171.6524,13.7119,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,20,22,0.0751,0.6458799999999999,0.309821,123.5663,14.854,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,22,24,0.0626,0.718981,0.342596,42.7967,6.3949,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,24,26,0.0644,0.6705880000000001,0.310785,68.0416,6.3568,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,26,28,0.0547,0.795474,0.380016,8.5159,23.7945,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,28,30,0.0613,0.791084,0.364855,24.2745,5.1018,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,30,32,0.0724,0.8772620000000001,0.415784,11.8596,5.2945,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,32,34,0.0746,0.881135,0.442046,5.3072,4.6667,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_1,34,36,0.0335,NA,NA,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0268,0268_2,0,2,0.0403,0.8035089999999999,0.370275,11.7917,9.1118,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,2,4,0.0814,0.840625,0.390247,2.3697,3.365,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,4,6,0.0713,0.8583230000000001,0.398694,9.0908,3.7337,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,6,8,0.0756,0.912917,0.424384,2.1959,3.6768,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,8,10,0.0643,0.904636,0.442949,14.3822,5.7295,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,10,12,0.0614,0.894526,0.443033,0.5767,6.228,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,12,14,0.051,0.9182,0.466449,4.1587,5.4441,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,14,16,0.094,0.82836,0.448694,34.9601,3.0811,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,16,18,0.1032,0.742827,0.376616,85.8455,4.9693,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,18,20,0.0853,0.7354040000000001,0.362024,169.1836,8.4706,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,20,22,0.0788,0.697098,0.35072499999999995,212.6614,10.4255,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,22,24,0.0778,0.6678360000000001,0.324898,147.3001,5.7412,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,24,26,0.0774,0.650651,0.323287,92.117,6.1312,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,26,28,0.0809,0.6851569999999999,0.335858,65.2706,7.5728,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,28,30,0.0999,0.638721,0.330093,23.3492,5.9789,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268,0268_2,30,32,0.1155,0.599394,0.317214,11.4441,10.2534,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,0,2,0.1046,0.661489,NA,7.6334,3.7404,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,2,4,0.1214,0.724464,NA,10.8814,3.0421,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,4,6,0.0991,0.7285710000000001,NA,5.0116,3.7768,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,6,8,0.1141,0.607784,NA,16.3369,2.4015,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,8,10,0.119,0.559435,NA,21.4312,2.302,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,10,12,0.1291,0.5238389999999999,NA,22.1311,2.8742,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,12,14,0.1195,0.480803,NA,33.8026,3.5345,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,14,16,0.1097,0.457272,NA,40.2389,3.5996,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,16,18,0.1041,0.476144,NA,42.4067,3.9964,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,18,20,0.1328,0.445912,NA,42.8418,3.0983,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,20,22,0.1184,0.466552,NA,31.9663,3.4314,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,22,24,0.1254,0.425685,NA,46.9304,3.3445,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,24,26,0.1377,0.393287,NA,57.8173,2.9117,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,26,28,0.1446,0.418699,NA,106.2447,3.4616,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,28,30,0.1455,0.389535,NA,93.1543,3.2203,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_1,30,32,0.1814,0.395441,NA,42.4204,2.4579,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,0,2,0.0787,0.65342,0.309014,18.176,3.1322,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,2,4,0.1068,0.67842,0.297607,8.9452,2.6556,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,4,6,0.085,0.6938249999999999,0.312823,6.6874,4.0124,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,6,8,0.0936,0.731216,0.337951,0.7936,4.0474,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,8,10,0.1071,0.681134,0.32116,11.782,3.0736,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,10,12,0.1041,0.621691,0.30939900000000004,14.6826,3.5811,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,12,14,0.1253,0.54179,0.240918,21.864,2.9042,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,14,16,0.1321,0.5369619999999999,0.225631,23.0501,2.8161,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,16,18,0.1203,0.486066,0.20441,44.4405,3.2093,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,18,20,0.1213,0.431034,0.19130299999999997,50.6703,3.0598,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,20,22,0.1306,0.416905,0.17101500000000003,55.9148,2.746,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,22,24,0.152,0.38691,0.160501,50.8404,2.9416,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,24,26,0.1348,0.406886,0.158514,90.9357,3.1206,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,26,28,0.1118,0.447658,0.187737,149.753,4.5178,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,28,30,0.1269,0.382334,0.143963,211.8704,4.3469,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,30,32,0.1445,0.333333,0.148127,108.0386,3.072,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,32,34,0.1467,0.322845,0.127989,40.6613,2.5496,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,34,36,0.1369,0.34820799999999996,0.13449999999999998,30.0943,2.67,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,36,38,0.1554,0.357986,0.149031,28.615,2.6842,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,38,40,0.1607,0.38809399999999994,0.172405,15.3827,1.8357,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,40,42,0.1144,0.372518,0.163965,1.1897,3.1307,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294,0294_2,42,44,0.1228,0.408736,0.200786,0.1214,3.0948,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,0,2,0.1129,0.8048000000000001,0.367463,15.7161,3.2411,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,2,4,0.0946,0.7703319999999999,0.331346,12.3992,3.9229,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,4,6,0.0943,0.771045,0.371169,15.4377,3.5851,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,6,8,0.08,0.7939459999999999,0.37483199999999994,5.8891,3.4273,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,8,10,0.029,0.8527830000000001,0.400667,47.7204,11.9877,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,10,12,0.0617,0.879167,0.413243,8.0883,6.1275,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,12,14,0.092,0.893342,0.429381,12.6222,2.8935,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,14,16,0.1226,0.853118,0.419238,14.5833,2.9514,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,16,18,0.0985,0.834756,0.423853,11.048400000000001,2.7033,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,18,20,0.093,0.861438,0.439489,15.7018,4.1564,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,20,22,0.0842,0.866152,0.440361,30.9538,4.3401,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,22,24,0.076,0.869565,0.444759,20.2764,3.5573,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,24,26,0.087,0.838565,0.44487,38.3539,3.1481,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,26,28,0.0946,0.821212,0.448854,54.2464,4.038,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,28,30,0.0914,0.858006,0.424371,104.2336,3.4196,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,30,32,0.092,0.862847,0.428432,49.4533,4.8369,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,32,34,0.0898,0.865939,0.425531,81.2432,4.9361,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,34,36,0.1181,0.830958,0.432432,91.1162,2.7789,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_1,36,38,0.1312,0.691869,0.367625,56.341,2.4419,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,0,2,0.0436,0.794349,NA,24.5832,5.8363,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,2,4,0.0814,0.8086369999999999,NA,9.1931,4.7387,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,4,6,0.0908,0.823651,NA,13.5995,3.5506,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,6,8,0.1163,0.85006,NA,7.9278,3.1582,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,8,10,0.107,0.826495,NA,9.4109,3.5818,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,10,12,0.0964,0.867169,NA,11.6889,2.8021,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,12,14,0.0903,0.873651,NA,9.6547,4.3574,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,14,16,0.0789,0.890428,NA,6.2152,4.8557,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,16,18,0.0812,0.8887430000000001,NA,16.017,4.5396,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,18,20,0.0846,0.876404,NA,8.7847,4.6559,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,20,22,0.0821,0.8776309999999999,NA,25.5673,4.6486,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,22,24,0.0946,0.880817,NA,79.4959,4.2869,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,24,26,0.119,0.855122,NA,102.8648,2.8222,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312,0312_2,26,28,0.1074,0.850801,NA,47.5942,3.8552,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,0,2,0.1491,0.162765,0.067257,5.9959,4.0972,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,2,4,0.4357,0.113288,0.047436,4.2208,1.4595,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,4,6,0.4215,0.120067,0.04955,2.3237,1.4992,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,6,8,0.1467,0.343814,0.13018000000000002,4.7772,4.0947,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,8,10,0.2524,0.252552,0.108054,1.7581,2.386,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,10,12,0.343,0.143758,0.048563,6.4146,1.7536,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,12,14,0.4639,0.11671,0.0478,1.126,1.3308,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,14,16,0.5392,0.105288,0.056842,2.4848,1.0724,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,16,18,0.7047,0.08446400000000001,0.029764,-0.6817,0.9495,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,18,20,0.2969,0.26013400000000003,0.096207,3.3111,2.2835,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,20,22,0.1385,0.535328,0.243858,12.9506,4.394,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,22,24,0.1563,0.464037,0.198397,14.8465,4.1483,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,24,26,0.1352,0.495713,0.226683,22.7715,4.5543,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,26,28,0.1148,0.571124,0.248942,17.6984,5.9491,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,28,30,0.1608,0.4232820000000001,0.16669599999999998,37.2846,4.3286,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,30,32,0.3103,0.18866599999999997,0.0705,30.4773,2.508,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,32,34,0.4638,0.123834,0.0366,12.9309,1.3972,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,34,36,0.6299,0.093527,0.036941,7.9658,1.1132,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,36,38,0.7707,0.056512,0.017555,9.4986,0.9742,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,38,40,0.3247,0.199553,0.061777,40.8981,1.7829,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,40,42,0.2311,0.27953700000000004,0.106054,47.2423,3.3178,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,42,44,0.1453,0.461879,0.19135,14.8024,4.3537,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_1,44,46,0.1618,0.410378,0.206339,14.4593,3.916,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,0,2,0.248,0.164251,0.064539,2.316,1.544,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,2,4,0.372,0.163612,0.05698,2.9336,1.0546,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,4,6,0.2818,0.203952,0.06351899999999999,4.0551,1.3267,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,6,8,0.2132,0.252258,0.07601200000000001,1.884,1.6448,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,8,10,0.25,0.229622,0.315905,3.065,1.5477,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,10,12,0.2012,0.195971,0.059408,2.8737,1.9924,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,12,14,0.2598,0.187047,0.06337100000000001,1.0125,1.4778,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,14,16,0.4553,0.15143,0.05284399999999999,2.2272,0.9111,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,16,18,0.6796,0.095771,0.030008,1.6347,0.5853,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,18,20,0.9896,0.057409,0.017397,1.3737,0.4288,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,20,22,1.1667,0.037797,0.036153,1.5282,0.3431,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,22,24,0.4053,0.133673,0.120407,4.1021,0.9859,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,24,26,0.1661,0.437928,0.167912,8.6527,2.3518,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,26,28,0.1261,0.5039629999999999,0.179631,19.5837,4.8396,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,28,30,0.139,0.465873,0.103227,42.3135,2.8652,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,30,32,0.21560000000000001,0.252685,0.054295,50.846,2.2228,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,32,34,0.3912,0.145996,0.022624,23.9548,2.4823,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,34,36,0.6779,0.08013400000000001,0.071246,4.4449,0.7914,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,36,38,0.296,0.220853,0.116698,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0326,0326_2,38,40,0.2023,0.295,0.19562,14.3281,2.7048,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,40,42,0.1257,0.287732,0.012071,14.9626,6.0221,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,42,44,0.1369,0.520015,0.18107,21.4522,8.4017,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,44,46,0.1562,0.411975,0.194576,5.6164,4.3683,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0326,0326_2,46,48,0.2091,0.333578,0.147871,4.7783,3.4027,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,0,2,0.0622,0.392695,0.162763,3.0333,11.03,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,2,4,0.0586,0.526182,0.220233,23.601,11.3635,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,4,6,0.0804,0.586624,0.242446,7.6539,8.2427,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,6,8,0.0792,0.6259279999999999,0.284647,-3.8985,8.6633,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,8,10,0.096,0.565265,0.210327,0.8916,7.1331,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,10,12,0.1218,0.429923,0.176249,1.6935,5.4713,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,12,14,0.1206,0.5169980000000001,0.23566,-2.6872,5.3744,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,14,16,0.1033,0.529511,0.233914,2.7834,6.713,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,16,18,0.1338,0.504813,0.232338,7.5437,5.3701,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,18,20,0.2,0.380154,0.156015,17.3329,3.5832,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,20,22,0.3052,0.27037700000000003,0.096665,27.5935,2.4718,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,22,24,0.3097,0.257288,0.103106,26.141,1.887,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,24,26,0.2402,0.31994900000000004,0.125153,34.0951,2.9425,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,26,28,0.3044,0.270578,0.10342,38.1952,1.9682,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,28,30,0.2856,0.271327,0.100769,37.9391,2.1061,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,30,32,0.3034,0.303339,0.119169,43.8198,2.1528,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,32,34,0.2192,0.30334099999999997,0.15399,58.7589,2.6655,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,34,36,0.1517,0.424227,0.17578,48.3334,3.6264,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_1,36,38,0.197,0.378512,0.223069,42.0572,2.9231,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,0,2,0.0546,0.35757100000000003,0.123094,11.3473,6.7052,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,2,4,0.0447,0.407096,0.124203,17.4512,7.9052,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,4,6,0.0709,0.426441,0.16215900000000005,12.7165,4.976,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0605,0605_2,6,8,0.1435,0.442105,0.150641,12.8735,2.7356,NA,single set of methods,becquerelsPerKilogram
