study_id,site_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,cs137_activity,cs137_activity_se,depth_interval_notes,method_id,cs137_unit
Piazza_et_al_2020,CRMS0147_H,0147_H_2,2,4,0.5913,0.096148,0.024051,0.5749,0.8902,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,4,6,0.6773,0.084901,0.018559,0.2843,0.7443,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,6,8,0.5797,0.144286,0.034013,0.9644,0.8509,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,8,10,0.7931,0.071272,0.019782,0.9079,0.5667,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,10,12,0.7549,0.087891,0.024954,0.981,0.4736,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,12,14,0.6125,0.114892,0.030905,1.2956,0.6663,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,14,16,0.596,0.13844900000000002,0.041876,1.9901,0.8014,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,16,18,0.5922,0.12747999999999998,0.037175,2.808,0.6277,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,18,20,0.5622,0.118624,0.034927,2.0039,0.6562,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,20,22,0.568,0.114578,0.031917,3.3676,0.8465,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,22,24,0.45,0.167155,0.043751,5.5082,1.1358,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,24,26,0.3891,0.179715,0.057542,12.5537,1.1883,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,26,28,0.4452,0.155249,0.04417099999999999,10.8775,1.0673,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,28,30,0.5268,0.141951,0.02959,11.1729,0.7314,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,30,32,0.4829,0.143019,0.03398,15.7725,1.1033,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,32,34,0.598,0.126278,0.03001999999999999,11.3011,0.9657,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,34,36,0.4902,0.14732900000000002,0.036708,7.1496,0.9526,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,36,38,0.5992,0.124044,0.03116,6.076,0.8905,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,38,40,0.5149,0.125371,0.037415,9.2924,0.9781,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,40,42,0.5812,0.10795,0.031929,3.5248,0.908,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0147_H,0147_H_2,42,44,0.4682,0.16413699999999998,0.055858,2.4387,0.9895,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,0,2,0.2478,0.15153,0.07483,0.9614,2.7469,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,2,4,0.3656,0.152722,0.061273,2.6293,1.866,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,4,6,0.3489,0.186178,0.067746,1.7523,1.8746,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,6,8,0.3523,0.195472,0.075693,4.7019,2.0359,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,8,10,0.3415,0.191489,0.16546,5.5035,1.7717,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,10,12,0.3032,0.231935,0.076741,5.0132,2.3095,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,12,14,0.3266,0.230282,0.13156,3.3787,2.1501,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,14,16,0.3226,0.220238,0.091363,5.0777,1.9428,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,16,18,0.2658,0.250071,0.077288,6.1521,2.0252,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,18,20,0.2569,0.226675,0.083841,8.2903,2.6088,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,20,22,0.2384,0.236842,0.083521,11.9196,2.6223,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,22,24,0.2489,0.234349,0.092421,9.4278,2.5662,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,24,26,0.2153,0.24898,0.046976,11.3613,3.3369,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,26,28,0.2468,0.25311,0.09145,16.5173,2.9148,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,28,30,0.2292,0.24711300000000003,0.092709,9.2045,2.9034,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,30,32,0.2512,0.253413,0.08821300000000001,11.391,2.1401,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,32,34,0.2888,0.23148800000000003,0.079494,22.3862,2.5584,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,34,36,0.5183,0.110022,0.02165,12.2656,1.4758,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,36,38,0.314,0.200756,0.068914,28.2666,2.4662,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_1,38,40,0.2695,0.233032,0.086576,27.5969,2.7541,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,0,2,0.2068,0.144407,0.044139,6.4031,1.7591,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,2,4,0.3454,0.162713,0.05847199999999999,5.5741,1.1451,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,4,6,0.3688,0.174057,0.05992600000000001,5.0128,1.0496,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,6,8,0.3321,0.207425,0.068013,2.4954,1.3488,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,8,10,0.3197,0.218302,0.07035999999999999,4.9436,1.2169,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,10,12,0.3181,0.485852,0.070705,4.8202,1.3571,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,12,14,0.3299,0.183633,0.070562,6.5368,1.1988,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,14,16,0.2933,0.211099,0.07706299999999999,6.9749,1.2433,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,16,18,0.2456,0.247736,0.097299,7.4811,1.1498,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,18,20,0.25,0.26520499999999997,0.09651300000000002,7.9398,1.6347,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,20,22,0.2383,0.273168,0.097223,14.5806,1.5855,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,22,24,0.2613,0.246126,0.098493,14.8188,1.3652,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,24,26,0.2507,0.222698,0.089184,14.0225,1.6048,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,26,28,0.2439,0.265452,0.109752,34.8459,1.9441,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,28,30,0.2226,0.270916,0.104429,20.3327,2.0721,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,30,32,0.2505,0.278613,0.121331,31.9795,1.6358,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,32,34,0.3576,0.17479199999999998,0.095778,25.8925,1.2905,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,34,36,0.2767,0.237572,0.115859,52.0881,1.7443,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,36,38,0.2205,0.24089,0.101463,11.585,1.9974,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,38,40,0.2556,0.249125,0.128831,30.7694,1.6624,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,40,42,0.221,0.311877,0.196884,16.694,1.7088,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,42,44,0.1918,0.367183,0.196489,8.3975,1.7845,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0164_H,0164_H_2,44,46,0.1788,0.419741,NA,4.2388,1.4408,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,0,2,0.0592,0.6530790000000001,0.29739899999999997,-10.1845,7.7524,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,2,4,0.0612,0.8224039999999999,0.391406,-4.3516,7.8609,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,4,6,0.048,0.877119,0.417504,-0.1789,16.4621,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,6,8,0.0409,0.911988,0.442055,32.5876,18.9218,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,8,10,0.0433,0.912121,0.451639,1.827,18.4732,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,10,12,0.0407,0.905245,0.453456,5.9046,19.4008,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,12,14,0.0431,0.890983,0.443499,-2.1936,18.9444,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,14,16,0.0446,0.903047,0.455434,-1.3496,18.3155,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,16,18,0.0374,0.901408,0.456181,31.7424,20.7016,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,18,20,0.0449,0.901454,0.452911,13.403,17.9982,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,20,22,0.0555,0.875484,0.436871,3.4035,14.6971,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,22,24,0.0651,0.8811190000000001,0.450479,-10.7903,14.1338,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,24,26,0.0708,0.8712390000000001,0.4346370000000001,64.5103,14.8351,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,26,28,0.0738,0.837093,0.423466,60.0055,14.3783,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,28,30,0.0731,0.836709,0.4264,104.3743,16.1839,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,30,32,0.087,0.734415,0.33122399999999996,70.9178,13.5926,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,32,34,0.114,0.569264,0.264725,33.1536,9.7102,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_1,34,36,0.1675,0.484411,0.216116,13.9891,6.3347,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,0,2,0.0268,0.6608069999999999,0.270539,12.6085,41.6079,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,2,4,0.0543,0.7781619999999999,0.337496,-3.8502,20.4359,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,4,6,0.1214,0.904645,0.4077539999999999,-13.5363,9.4893,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,6,8,0.0714,0.880399,0.42901000000000006,45.967,20.2859,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,8,10,0.0469,0.907662,0.440066,1.8341,20.7252,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,10,12,0.0425,0.9,0.16552299999999998,20.2327,24.5683,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,12,14,0.0455,0.8813679999999999,0.448593,22.5706,25.0107,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,14,16,0.0488,0.874392,0.439366,2.112,17.0718,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,16,18,0.0678,0.852606,0.391665,17.107,11.9116,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,18,20,0.0686,0.8695919999999999,0.444732,54.9754,15.3318,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,20,22,0.0751,0.855756,0.436952,54.9595,15.6111,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,22,24,0.0841,0.8177509999999999,0.40378100000000006,126.3237,13.5751,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,24,26,0.0944,0.7220019999999999,0.352429,108.5228,11.7509,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,26,28,0.1038,0.6440260000000001,0.31017,41.061,10.3381,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,28,30,0.1043,0.66374,0.304557,31.2568,9.0906,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,30,32,0.1162,0.602689,0.277699,16.929,7.3793,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0219_H,0219_H_2,32,34,0.10780000000000001,0.590074,0.263511,8.3858,10.2154,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,0,2,0.0313,0.808771,0.434578,13.0927,29.12,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,2,4,0.0642,0.8278260000000001,0.40489000000000003,13.3583,7.5657,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,4,6,0.0698,0.81552500000000006,0.401463,14.0833,4.8812,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,6,8,0.0619,0.820433,0.42091,19.6238,5.6543,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,8,10,0.0478,0.835517,0.413142,16.1735,5.9678,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,10,12,0.0333,0.840519,0.428552,9.7099,10.0506,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,12,14,0.0409,0.861345,0.431454,32.9546,21.3456,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,14,16,0.0493,0.858225,0.429225,30.5146,15.2573,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,16,18,0.0552,0.842474,0.439041,27.1271,8.7684,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,18,20,0.0523,0.8348019999999999,0.413288,7.056,3.8487,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,20,22,0.0621,0.8087770000000001,0.419502,16.508,6.034,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_1,22,24,0.0591,0.82502,0.416696,NA,NA,NA,single set of methods,NA
Piazza_et_al_2020,CRMS0268_H,0268_H_2,0,2,0.0421,0.834732,0.39384300000000005,-1.4105,9.1686,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,2,4,0.0957,0.835024,0.382911,15.796,3.8684,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,4,6,0.0819,0.8228700000000001,0.378849,7.6311,4.7105,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,6,8,0.0755,0.827811,0.385194,12.1214,5.0987,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,8,10,0.0564,0.8231860000000001,0.383166,22.9817,9.0285,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,10,12,0.042,0.847436,0.403305,7.7447,12.4589,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,12,14,0.0465,0.84002,0.401533,0,14.2983,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,14,16,0.0427,0.8399800000000001,0.417676,4.3259,8.4916,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,16,18,0.037,0.828415,0.4094080000000001,1.6455,10.0785,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,18,20,0.0448,0.847826,0.389091,14.8025,8.1024,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,20,22,0.0529,0.844761,0.439727,13.4263,6.8448,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0268_H,0268_H_2,22,24,0.0653,0.845629,0.404483,16.1714,5.7674,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,0,2,0.2044,0.315836,0.111453,13.9967,1.639,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,2,4,0.2637,0.389803,0.162605,10.1307,1.4956,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,4,6,0.2068,NA,0.146894,11.3184,1.8981,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,6,8,0.2544,0.28949,0.127529,13.7715,1.5244,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,8,10,0.3463,0.273295,0.105793,15.7304,1.1557,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,10,12,0.2895,0.281936,0.106376,17.2055,1.3764,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,12,14,0.2281,0.298701,0.115077,16.3001,1.8293,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,14,16,0.2151,0.34627600000000003,0.136972,22.5856,1.8081,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,16,18,0.1887,0.334971,0.136955,30.112,2.292,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,18,20,0.2172,0.269082,0.107201,41.9274,2.0851,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,20,22,0.2066,0.309524,0.121729,48.6243,2.2327,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,22,24,0.1325,0.369957,0.149959,90.3656,3.2166,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,24,26,0.1386,0.462334,0.217204,100.0511,3.335,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,26,28,0.1549,0.533493,0.186995,101.2083,3.2784,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,28,30,0.1615,0.38601,0.13608599999999998,136.155,3.2242,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,30,32,0.1889,0.28211400000000003,0.110182,77.0041,2.5254,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,32,34,0.2002,0.257552,0.08843,21.9528,1.9176,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,34,36,0.2026,0.27811,0.097618,9.6171,1.8424,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,36,38,0.1724,0.32448,0.124965,5.6232,1.9119,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,38,40,0.151,0.357474,0.152263,-0.2472,2.4722,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,40,42,0.1281,0.404645,0.17519300000000002,4.8798,2.4153,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,42,44,0.1082,0.455972,0.193789,0.3721,2.9772,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_1,44,46,0.1653,0.428112,0.162624,6.166,2.1105,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,0,2,0.2012,0.335648,0.128723,11.6459,1.7451,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,2,4,0.1995,0.359148,0.135027,12.2717,1.7843,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,4,6,0.1182,0.401449,0.167836,9.0417,2.9524,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,6,8,0.1668,0.376642,0.155342,13.7789,2.1921,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,8,10,0.1639,0.373213,0.15271,14.6786,2.255,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,10,12,0.1218,0.342294,0.132933,16.6916,2.6775,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,12,14,0.2508,0.29872499999999996,0.115976,12.7976,1.5721,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,14,16,NA,NA,NA,NA,NA,no sample,single set of methods,NA
Piazza_et_al_2020,CRMS0294_H,0294_H_2,16,18,0.243,0.246835,0.16524899999999998,16.1707,1.5589,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,18,20,0.1972,0.263064,0.096011,12.8151,2.1861,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,20,22,0.1785,0.29976600000000003,0.110977,20.2629,2.0924,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,22,24,0.1693,0.313662,0.113145,30.096,2.2221,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,24,26,0.1679,0.314672,0.111205,36.3431,2.485,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,26,28,0.162,0.311462,0.110327,49.8265,2.5842,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,28,30,0.1374,0.32149500000000003,0.126187,60.8081,3.2566,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0294_H,0294_H_2,30,32,0.1324,0.33286,0.120745,95.7897,3.5324,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,0,2,NA,NA,NA,NA,NA,burnt,single set of methods,NA
Piazza_et_al_2020,CRMS0312_H,0312_H_1,2,4,NA,NA,NA,NA,NA,burnt,single set of methods,NA
Piazza_et_al_2020,CRMS0312_H,0312_H_1,4,6,0.1107,0.542492,0.206531,2.7988,0.3807,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,6,8,0.0896,0.636754,0.34435899999999997,1.4589,0.3699,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,8,10,0.0666,0.716747,0.24094,1.13,0.3803,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,10,12,0.0795,0.792962,0.255567,0.4531,0.3374,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,12,14,0.0568,0.79461,0.338667,0.1072,0.593,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,14,16,0.0785,0.7772410000000001,0.328437,-0.1021,0.6393,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,16,18,0.0974,0.7179340000000001,0.291186,1.5659,0.2603,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,18,20,0.1198,0.65219800000000006,0.258289,1.8578,0.2521,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,20,22,0.0884,0.706281,0.275047,0.9986,0.2626,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,22,24,0.0758,0.73871,0.292785,1.2271,0.2706,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,24,26,0.0723,0.7728119999999999,0.302265,1.3252,0.2719,NA,single set of methods,becquerelsPerKilogram
Piazza_et_al_2020,CRMS0312_H,0312_H_1,26,28,0.0848,0.660331,0.244766,1.1154,0.5093,NA,single set of methods,becquerelsPerKilogram
