study_id,site_id,core_id,position_method,position_notes,habitat,latitude,longitude
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_34,NA,NA,seagrass,-25.93344,114.21532
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_35,NA,NA,seagrass,-25.97911,114.23478
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_36,NA,NA,seagrass,-25.96872,114.15514
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_37,NA,NA,seagrass,-25.96887,114.1142
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_38,NA,NA,seagrass,-25.96548,114.2235
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_39,NA,NA,seagrass,-25.95175,114.2332
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_4,NA,NA,seagrass,-25.86165,114.14813
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_40,NA,NA,seagrass,-25.97953,114.06838
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_41,NA,NA,seagrass,-26.00123,114.13318
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_42,NA,NA,seagrass,-26.00058,113.95447
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_43,NA,NA,seagrass,-25.85339,114.19316
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_44,NA,NA,seagrass,-25.79899,114.10449
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_45,NA,NA,seagrass,-25.81671,114.10447
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_46,NA,NA,seagrass,-25.8614,114.19426
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_47,NA,NA,seagrass,-25.85266,114.12431
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_48,NA,NA,seagrass,-25.78989,114.08436
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_49,NA,NA,seagrass,-25.83466,114.10501
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_5,NA,NA,seagrass,-25.92403,114.16412
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_50,NA,NA,seagrass,-25.88835,114.12879
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_51,NA,NA,seagrass,-25.89397,114.114
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_52,NA,NA,seagrass,-25.79944,114.14422
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_53,NA,NA,seagrass,-25.76505,114.08386
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_54,NA,NA,seagrass,-25.76446,114.10518
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_55,NA,NA,seagrass,-25.75374,114.10419
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_56,NA,NA,seagrass,-25.7451,114.08416
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_57,NA,NA,seagrass,-25.93453,113.93553
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_58,NA,NA,seagrass,-25.77174,114.11426
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_59,NA,NA,seagrass,-25.74388,114.07272
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_6,NA,NA,seagrass,-25.95637,114.17398
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_60,NA,NA,seagrass,-25.96872,114.15514
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_61,NA,NA,seagrass,-25.93783,113.93635
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_62,NA,NA,seagrass,-25.74388,114.07272
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_63,NA,NA,unvegetated,-25.7451,114.08416
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_64,NA,NA,seagrass,-25.92981,114.09576
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_65,NA,NA,seagrass,-25.95637,114.17398
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_66,NA,NA,seagrass,-25.87061,114.00569
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_67,NA,NA,seagrass,-25.89397,114.114
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_68,NA,NA,seagrass,-25.85123,113.93782
Fourqurean_and_Kendrick_unpublished,Western_Australia,Fourqurean_and_Kendrick_unpublished_69,NA,NA,seagrass,-31.989966666666668,116.91666666666667
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_7,NA,NA,seagrass,-25.92981,114.09576
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_70,NA,NA,seagrass,-25.85123,113.93782
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_8,NA,NA,seagrass,-25.92191,114.05618
Fourqurean_and_Kendrick_unpublished,Shark_Bay,Fourqurean_and_Kendrick_unpublished_9,NA,NA,seagrass,-25.92351,114.0149
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_1,NA,NA,seagrass,25.24429853,-80.29754563
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_10,NA,NA,seagrass,24.800938,-80.71614876
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_11,NA,NA,seagrass,24.80164694,-80.81031496
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_12,NA,NA,seagrass,24.73208743,-80.78355361
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_13,NA,NA,seagrass,24.68442098,-80.98130003
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_14,NA,NA,seagrass,24.62247325,-81.24558453
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_15,NA,NA,seagrass,24.62450498,-81.41776887
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_16,NA,NA,seagrass,24.52868047,-81.4873028
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_17,NA,NA,seagrass,24.55802552,-81.55955366
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_18,NA,NA,seagrass,24.54087813,-81.74648797
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_19,NA,NA,seagrass,24.48358059,-81.7122544
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_2,NA,NA,seagrass,25.22046475,-80.2146787
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_20,NA,NA,seagrass,24.51606722,-81.63020426
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_21,NA,NA,seagrass,24.87531218,-80.95838288
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_22,NA,NA,seagrass,24.80856463,-80.92036651
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_23,NA,NA,seagrass,24.84521655,-81.00826638
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_24,NA,NA,seagrass,24.81538629,-81.14713432
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_25,NA,NA,seagrass,24.75185322,-81.1704672
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_26,NA,NA,seagrass,24.78748321,-81.2876353
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_27,NA,NA,seagrass,24.76730496,-81.55495371
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_28,NA,NA,seagrass,24.72363647,-81.52053605
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_29,NA,NA,seagrass,24.69707545,-81.68278723
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_3,NA,NA,seagrass,25.17815251,-80.25541213
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_30,NA,NA,seagrass,24.76578505,-81.44481932
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_4,NA,NA,seagrass,25.11201778,-80.37346236
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_5,NA,NA,seagrass,25.05877553,-80.4230794
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_6,NA,NA,seagrass,25.01195854,-80.37789654
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_7,NA,NA,seagrass,25.00017718,-80.47488011
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_8,NA,NA,seagrass,24.8698025,-80.66863122
Fourqurean_et_al_2010,Florida_Keys,Fourqurean_et_al_2010_9,NA,NA,seagrass,24.85831901,-80.66241394
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_1,NA,NA,seagrass,25.02476744,-80.68097374
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_2,NA,NA,seagrass,25.02476744,-80.68097374
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_3,NA,NA,seagrass,25.034300000000002,-80.6397
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_4,NA,NA,seagrass,25.034300000000002,-80.6397
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_5,NA,NA,seagrass,24.9412,-80.8642
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_6,NA,NA,seagrass,24.9412,-80.8642
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_7,NA,NA,seagrass,25.2148,-80.5404
Fourqurean_unpublished,Florida_Bay,Fourqurean_unpublished_8,NA,NA,seagrass,25.2148,-80.5404
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_1,NA,NA,seagrass,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_2,NA,NA,seagrass,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_3,NA,NA,seagrass,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_4,NA,NA,unvegetated,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_5,NA,NA,unvegetated,40.41,2.52
Gacia_et_al_2002,Fanals_point,Gacia_et_al_2002_6,NA,NA,unvegetated,40.41,2.52
Gacia_unpublished,Es_Cargol,Gacia_unpublished_1,NA,NA,seagrass,39.27323333333333,3.0412666666666666
Gonneea_et_al_2004,Chelem_Lagoon,Gonneea_et_al_2004_1,NA,NA,seagrass,21.2746,-89.6863
Gonneea_et_al_2004,Celestun_Lagoon,Gonneea_et_al_2004_2,NA,NA,seagrass,20.9254,-90.3446
Gonneea_et_al_2004,Laguna_de_Terminos,Gonneea_et_al_2004_3,NA,NA,seagrass,18.6297,-91.7997
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_1,NA,NA,seagrass,30.128,-85.621
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_10,NA,NA,unvegetated,30.14,-85.64
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_2,NA,NA,seagrass,30.167,-85.726
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_3,NA,NA,seagrass,30.137,-85.692
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_4,NA,NA,seagrass,30.094,-85.664
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_5,NA,NA,seagrass,30.14,-85.64
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_6,NA,NA,unvegetated,30.128,-85.621
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_7,NA,NA,unvegetated,30.167,-85.726
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_8,NA,NA,unvegetated,30.137,-85.692
Grady_1981,St._Andrews_Bay_Florida_USA,Grady_1981_9,NA,NA,unvegetated,30.094,-85.664
Grenz_et_al_2003,Noumea_New_Caledonia,Grenz_et_al_2003_1,NA,NA,seagrass,-22,165
Grenz_et_al_2003,Noumea_New_Caledonia,Grenz_et_al_2003_2,NA,NA,unvegetated,-22,165
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_1,NA,NA,seagrass,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_2,NA,NA,seagrass,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_3,NA,NA,unvegetated,44.61875,-124.03078333333333
Hebert_et_al_2007,Yaquina_Bay_Oregon,Hebert_et_al_2007_4,NA,NA,unvegetated,44.61875,-124.03078333333333
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_1,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_2,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_3,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_4,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_5,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_6,NA,NA,seagrass,-4.41667,39.5
Hemminga_et_al_1994,Gazi_Bay,Hemminga_et_al_1994_7,NA,NA,seagrass,-4.41667,39.5
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_1,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_10,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_11,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_12,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_2,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_3,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_4,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_5,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_6,NA,NA,seagrass,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_7,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_8,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2003,Mallorca,Holmer_et_al_2003_9,NA,NA,unvegetated,39.9,2.56
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_1,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_10,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_11,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_12,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_13,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_14,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_15,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_16,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_2,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_3,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_4,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_5,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_6,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_7,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_8,other low resolution,NA,unvegetated,55.28955,9.43956
Holmer_et_al_2006,Denmark,Holmer_et_al_2006_9,other low resolution,NA,seagrass,55.28955,9.43956
Holmer_et_al_2007,Sicily,Holmer_et_al_2007_1,NA,NA,seagrass,36.71183333,15.14066667
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_10,NA,NA,seagrass,34.4015,33.0358
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_11,NA,NA,seagrass,-32.13566667,115.7405
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_12,NA,NA,seagrass,-32.13566667,115.7405
Holmer_et_al_2007,Woodman_Point,Holmer_et_al_2007_13,NA,NA,seagrass,-32.13566667,115.7405
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_14,NA,NA,seagrass,-32.00975,115.4928333
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_15,NA,NA,seagrass,-32.00975,115.4928333
Holmer_et_al_2007,Rottnest,Holmer_et_al_2007_16,NA,NA,seagrass,-32.00975,115.4928333
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_2,NA,NA,seagrass,37.65976667,23.95483333
Holmer_et_al_2007,Sounion,Holmer_et_al_2007_3,NA,NA,seagrass,37.65976667,23.95483333
Holmer_et_al_2007,Campello,Holmer_et_al_2007_4,NA,NA,seagrass,38.42083333,-0.347666667
Holmer_et_al_2007,Spain,Holmer_et_al_2007_5,NA,NA,unvegetated,38.4208,-0.3477
Holmer_et_al_2007,Spain,Holmer_et_al_2007_6,NA,NA,seagrass,38.4208,-0.3477
Holmer_et_al_2007,Greece,Holmer_et_al_2007_7,NA,NA,unvegetated,37.3945,23.58
Holmer_et_al_2007,Greece,Holmer_et_al_2007_8,NA,NA,seagrass,37.3945,23.58
Holmer_et_al_2007,Cyprus,Holmer_et_al_2007_9,NA,NA,unvegetated,34.4015,33.0358
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_1,NA,NA,seagrass,39.2203,3.13738
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_2,NA,NA,unvegetated,39.2203,3.13738
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_3,NA,NA,seagrass,39.22164,3.13887
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_4,NA,NA,unvegetated,39.22164,3.13887
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_5,NA,NA,seagrass,39.3217,2.4257
Holmer_et_al_2009,Mallorca,Holmer_et_al_2009_6,NA,NA,unvegetated,39.3217,2.4257
Kairis_and_Rybczyk_2010,Padilla_Bay,Kairis_and_Rybczyk_2010_1,NA,NA,seagrass,48.51479,-122.52914
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_1,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,seagrass,16.346633,119.926502
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_10,NA,NA,seagrass,16.384666666666668,119.91266666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_11,NA,NA,seagrass,16.367166666666666,119.859
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_12,NA,NA,seagrass,16.415,119.955
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_13,NA,NA,seagrass,16.412,119.907
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_2,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,seagrass,16.346633,119.926502
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_20,NA,NA,seagrass,16.429,119.92183333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_21,NA,NA,seagrass,16.432833333333335,119.95
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_22,NA,NA,seagrass,16.43016666666667,119.91666666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_23,NA,NA,seagrass,16.431333333333335,119.9225
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_24,NA,NA,seagrass,16.435,119.951
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_25,NA,NA,seagrass,16.433666666666667,119.92266666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_26,NA,NA,seagrass,16.436833333333333,119.9225
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_27,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_28,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_29,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_3,other low resolution,site-level positions chosen in Google maps based on surrounding core coordinates,seagrass,16.346633,119.926502
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_30,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_31,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_32,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_33,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_34,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_35,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_36,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_37,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_38,NA,NA,seagrass,16.439166666666665,119.92433333333334
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_39,NA,NA,seagrass,16.440333333333335,119.92333333333333
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_4,NA,NA,seagrass,16.344666666666665,119.92566666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_40,NA,NA,seagrass,16.441666666666666,119.92066666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_41,NA,NA,seagrass,16.446166666666667,119.92016666666666
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_42,NA,NA,seagrass,16.448666666666668,119.92166666666667
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_43,NA,NA,seagrass,16.4505,119.9225
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_44,NA,NA,seagrass,13.5225,120.9505
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_45,NA,NA,seagrass,13.506833333333333,120.96233333333333
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_46,NA,NA,seagrass,13.5421666667,120.94733333333333
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_47,NA,NA,seagrass,13.519166666666667,120.954
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_48,NA,NA,seagrass,13.5035,120.95116666666667
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_49,NA,NA,seagrass,13.507666666666667,120.9415
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_5,NA,NA,seagrass,16.347166666666666,119.9665
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_50,NA,NA,seagrass,13.515,120.9705
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_51,NA,NA,seagrass,13.505,120.95183333333334
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_52,NA,NA,seagrass,13.5035,120.95466666666667
Kamp-Nielsen_et_al_2002,Puerto_Galera,Kamp-Nielsen_et_al_2002_53,NA,NA,seagrass,13.503333333333334,120.95016666666666
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_54,NA,NA,seagrass,11.110666666666667,119.422
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_6,NA,NA,seagrass,16.34883333333333,119.96483333333333
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_61,NA,NA,seagrass,11.146,119.42066666666666
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_62,NA,NA,seagrass,11.140833333333333,119.40583333333333
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_63,NA,NA,seagrass,11.146833333333333,119.39183333333334
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_64,NA,NA,seagrass,11.042333333333334,119.3845
Kamp-Nielsen_et_al_2002,El_Nido,Kamp-Nielsen_et_al_2002_65,NA,NA,seagrass,11.183833333333334,119.3905
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_66,NA,NA,seagrass,7.305166666666667,99.40716666666667
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_67,NA,NA,seagrass,7.2748333333333335,99.4125
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_68,NA,NA,seagrass,7.2715,99.411
Kamp-Nielsen_et_al_2002,Trang,Kamp-Nielsen_et_al_2002_69,NA,NA,seagrass,7.2445,99.42233333333333
Kamp-Nielsen_et_al_2002,Bolinao,Kamp-Nielsen_et_al_2002_7,NA,NA,seagrass,16.367,119.9585
