study_id,core_id,country,core_latitude,core_longitude
MX_edaf_puntos,M1680,Mexico,15.67694,-96.577
MX_edaf_puntos,M1681,Mexico,15.2025,-92.8113
MX_edaf_puntos,M1682,Mexico,14.91498,-92.6155
MX_edaf_puntos,M1683,Mexico,16.57923,-98.8213
MX_edaf_puntos,M1684,Mexico,16.64466,-99.2596
MX_edaf_puntos,M1685,Mexico,19.95371,-90.3721
MX_edaf_puntos,M1686,Mexico,19.04569,-91.0942
MX_edaf_puntos,M1688,Mexico,20.21604,-90.4268
MX_edaf_puntos,M1689,Mexico,27.98859,-114.086
MX_perfilv12,M1690,Mexico,20.97885,-97.3209
MX_perfilv12,M1691,Mexico,20.9552,-97.3164
MX_perfilv12,M1694,Mexico,20.19988,-90.4033
MX_perfilv12,M1696,Mexico,15.20135,-92.8111
MX_perfilv12,M1697,Mexico,14.91384,-92.6152
MX_perfilv12,M1698,Mexico,15.67575,-96.5767
MX_perfilv12,M1700,Mexico,18.26999,-87.8373
MX_perfilv12,M1701,Mexico,19.90796,-105.388
MX_perfilv12,M1702,Mexico,21.89038,-105.469
MX_perfilv12,M1703,Mexico,23.79933,-97.7719
MX_perfilv12,M1704,Mexico,23.57338,-97.7683
MX_perfilv12,M1705,Mexico,22.0741,-97.8409
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_27,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_28,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_29,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_30,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_31,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_32,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_33,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_34,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_35,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_36,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_37,Morocco,35.5788,-5.9897
Mateo_and_Serrano_unpublished,Mateo_and_Serrano_unpublished_38,Morocco,35.5788,-5.9897
Sitoe_et_al_2014,M0369,Mozambique,-19.84184,34.766158
AfSIS_Sentinel_Sites,M1716,Mozambique,-18.0453,36.86095
AfSIS_Sentinel_Sites,M1717,Mozambique,-18.0484,36.85908
AfSIS_Sentinel_Sites,M1718,Mozambique,-18.0532,36.8631
AfSIS_Sentinel_Sites,M1719,Mozambique,-18.0456,36.86033
AfSIS_Sentinel_Sites,M1720,Mozambique,-18.0246,36.86041
AfSIS_Sentinel_Sites,M1721,Mozambique,-18.0245,36.85885
AfSIS_Sentinel_Sites,M1722,Mozambique,-18.0494,36.82481
AfSIS_Sentinel_Sites,M1723,Mozambique,-18.0467,36.82455
AfSIS_Sentinel_Sites,M1724,Mozambique,-18.0482,36.82079
AfSIS_Sentinel_Sites,M1725,Mozambique,-18.0437,36.83612
AfSIS_Sentinel_Sites,M1726,Mozambique,-18.0478,36.84018
AfSIS_Sentinel_Sites,M1727,Mozambique,-18.0438,36.836
AfSIS_Sentinel_Sites,M1728,Mozambique,-18.0467,36.84099
AfSIS_Sentinel_Sites,M1729,Mozambique,-18.0472,36.8401
AfSIS_Sentinel_Sites,M1730,Mozambique,-18.0452,36.83748
AfSIS_Sentinel_Sites,M1731,Mozambique,-18.0468,36.83199
Paula_et_al_2001,Paula_et_al_2001_3,Mozambique,-26.0566,32.0566
Paula_et_al_2001,Paula_et_al_2001_8,Mozambique,-26.0566,32.0566
Paula_et_al_2001,Paula_et_al_2001_9,Mozambique,-26.0566,32.0566
Trettin_et_al_2017,1001_1,Mozambique,-18.831799,36.240201
Trettin_et_al_2017,1001_2,Mozambique,-18.831799,36.240201
Trettin_et_al_2017,1001_3,Mozambique,-18.831799,36.240201
Trettin_et_al_2017,1001_4,Mozambique,-18.831799,36.240201
Trettin_et_al_2017,1001_5,Mozambique,-18.831799,36.240201
Trettin_et_al_2017,1079_1,Mozambique,-18.840148,36.264355
Trettin_et_al_2017,1079_2,Mozambique,-18.840148,36.264355
Trettin_et_al_2017,1079_3,Mozambique,-18.840148,36.264355
Trettin_et_al_2017,1079_4,Mozambique,-18.840148,36.264355
Trettin_et_al_2017,1079_5,Mozambique,-18.840148,36.264355
Trettin_et_al_2017,1113_1,Mozambique,-18.845148,36.213549
Trettin_et_al_2017,1113_2,Mozambique,-18.845148,36.213549
Trettin_et_al_2017,1113_3,Mozambique,-18.845148,36.213549
Trettin_et_al_2017,1113_4,Mozambique,-18.845148,36.213549
Trettin_et_al_2017,1130_1,Mozambique,-18.845914,36.306805
Trettin_et_al_2017,1130_2,Mozambique,-18.845914,36.306805
Trettin_et_al_2017,1130_3,Mozambique,-18.845914,36.306805
Trettin_et_al_2017,1130_4,Mozambique,-18.845914,36.306805
Trettin_et_al_2017,1130_5,Mozambique,-18.845914,36.306805
Trettin_et_al_2017,1216_1,Mozambique,-18.854252,36.123515
Trettin_et_al_2017,1216_2,Mozambique,-18.854252,36.123515
Trettin_et_al_2017,1216_3,Mozambique,-18.854252,36.123515
Trettin_et_al_2017,1216_4,Mozambique,-18.854252,36.123515
Trettin_et_al_2017,1216_5,Mozambique,-18.854252,36.123515
Trettin_et_al_2017,1219_1,Mozambique,-18.854268,36.237751
Trettin_et_al_2017,1219_2,Mozambique,-18.854268,36.237751
Trettin_et_al_2017,1219_3,Mozambique,-18.854268,36.237751
Trettin_et_al_2017,1219_4,Mozambique,-18.854268,36.237751
Trettin_et_al_2017,1219_5,Mozambique,-18.854268,36.237751
Trettin_et_al_2017,1254_1,Mozambique,-18.860066,36.269428
Trettin_et_al_2017,1254_2,Mozambique,-18.860066,36.269428
Trettin_et_al_2017,1254_3,Mozambique,-18.860066,36.269428
Trettin_et_al_2017,1254_4,Mozambique,-18.860066,36.269428
Trettin_et_al_2017,1254_5,Mozambique,-18.860066,36.269428
Trettin_et_al_2017,1285_1,Mozambique,-18.86529,36.141464
Trettin_et_al_2017,1285_2,Mozambique,-18.86529,36.141464
Trettin_et_al_2017,1285_3,Mozambique,-18.86529,36.141464
Trettin_et_al_2017,1285_4,Mozambique,-18.86529,36.141464
Trettin_et_al_2017,1285_5,Mozambique,-18.86529,36.141464
Trettin_et_al_2017,13_1,Mozambique,-18.744,36.112
Trettin_et_al_2017,13_2,Mozambique,-18.744,36.112
Trettin_et_al_2017,13_3,Mozambique,-18.744,36.112
Trettin_et_al_2017,13_4,Mozambique,-18.744,36.112
Trettin_et_al_2017,13_5,Mozambique,-18.744,36.112
Trettin_et_al_2017,13_6,Mozambique,-18.744,36.112
Trettin_et_al_2017,1305_1,Mozambique,-18.868526,36.282128
Trettin_et_al_2017,1305_4,Mozambique,-18.868526,36.282128
Trettin_et_al_2017,1314_1,Mozambique,-18.870943,36.20356
Trettin_et_al_2017,1314_2,Mozambique,-18.870943,36.20356
Trettin_et_al_2017,1314_3,Mozambique,-18.870943,36.20356
Trettin_et_al_2017,1314_4,Mozambique,-18.870943,36.20356
Trettin_et_al_2017,1314_5,Mozambique,-18.870943,36.20356
Trettin_et_al_2017,1317_1,Mozambique,-18.871772,36.280204
Trettin_et_al_2017,1317_2,Mozambique,-18.871772,36.280204
Trettin_et_al_2017,1317_3,Mozambique,-18.871772,36.280204
Trettin_et_al_2017,1317_4,Mozambique,-18.871772,36.280204
Trettin_et_al_2017,1317_5,Mozambique,-18.871772,36.280204
Trettin_et_al_2017,1359_1,Mozambique,-18.87926,36.152707
Trettin_et_al_2017,1359_2,Mozambique,-18.87926,36.152707
Trettin_et_al_2017,1359_3,Mozambique,-18.87926,36.152707
Trettin_et_al_2017,1359_4,Mozambique,-18.87926,36.152707
Trettin_et_al_2017,1359_5,Mozambique,-18.87926,36.152707
Trettin_et_al_2017,1361_1,Mozambique,-18.881442,36.168942
Trettin_et_al_2017,1361_2,Mozambique,-18.881442,36.168942
Trettin_et_al_2017,1361_3,Mozambique,-18.881442,36.168942
Trettin_et_al_2017,1361_4,Mozambique,-18.881442,36.168942
Trettin_et_al_2017,1361_5,Mozambique,-18.881442,36.168942
Trettin_et_al_2017,1382_1,Mozambique,-18.88302,36.174246
Trettin_et_al_2017,1382_2,Mozambique,-18.88302,36.174246
Trettin_et_al_2017,1382_3,Mozambique,-18.88302,36.174246
Trettin_et_al_2017,1382_4,Mozambique,-18.88302,36.174246
Trettin_et_al_2017,1382_5,Mozambique,-18.88302,36.174246
Trettin_et_al_2017,15_1,Mozambique,-18.743,36.119
Trettin_et_al_2017,15_2,Mozambique,-18.743,36.119
Trettin_et_al_2017,15_6,Mozambique,-18.743,36.119
Trettin_et_al_2017,16_1,Mozambique,-18.743,36.128
Trettin_et_al_2017,16_2,Mozambique,-18.743,36.128
Trettin_et_al_2017,16_3,Mozambique,-18.743,36.128
Trettin_et_al_2017,16_4,Mozambique,-18.743,36.128
Trettin_et_al_2017,16_5,Mozambique,-18.743,36.128
Trettin_et_al_2017,16_6,Mozambique,-18.743,36.128
Trettin_et_al_2017,17_1,Mozambique,-18.75,36.115
Trettin_et_al_2017,17_2,Mozambique,-18.75,36.115
Trettin_et_al_2017,17_3,Mozambique,-18.75,36.115
Trettin_et_al_2017,17_4,Mozambique,-18.75,36.115
Trettin_et_al_2017,17_5,Mozambique,-18.75,36.115
Trettin_et_al_2017,17_6,Mozambique,-18.75,36.115
Trettin_et_al_2017,25_2,Mozambique,-18.76,36.144
Trettin_et_al_2017,25_3,Mozambique,-18.76,36.144
Trettin_et_al_2017,25_4,Mozambique,-18.76,36.144
Trettin_et_al_2017,25_5,Mozambique,-18.76,36.144
Trettin_et_al_2017,25_6,Mozambique,-18.76,36.144
Trettin_et_al_2017,26_1,Mozambique,-18.762,36.139
Trettin_et_al_2017,26_2,Mozambique,-18.762,36.139
Trettin_et_al_2017,26_3,Mozambique,-18.762,36.139
Trettin_et_al_2017,26_4,Mozambique,-18.762,36.139
Trettin_et_al_2017,26_5,Mozambique,-18.762,36.139
Trettin_et_al_2017,26_6,Mozambique,-18.762,36.139
Trettin_et_al_2017,27_1,Mozambique,-18.766,36.15
Trettin_et_al_2017,27_2,Mozambique,-18.766,36.15
Trettin_et_al_2017,27_3,Mozambique,-18.766,36.15
Trettin_et_al_2017,27_5,Mozambique,-18.766,36.15
Trettin_et_al_2017,27_6,Mozambique,-18.766,36.15
Trettin_et_al_2017,29_1,Mozambique,-18.767,36.151
Trettin_et_al_2017,29_2,Mozambique,-18.767,36.151
Trettin_et_al_2017,29_3,Mozambique,-18.767,36.151
Trettin_et_al_2017,29_4,Mozambique,-18.767,36.151
Trettin_et_al_2017,29_5,Mozambique,-18.767,36.151
Trettin_et_al_2017,29_6,Mozambique,-18.767,36.151
Trettin_et_al_2017,32B_1,Mozambique,-18.746,36.21
Trettin_et_al_2017,32B_2,Mozambique,-18.746,36.21
Trettin_et_al_2017,32B_3,Mozambique,-18.746,36.21
Trettin_et_al_2017,32B_4,Mozambique,-18.746,36.21
Trettin_et_al_2017,32B_5,Mozambique,-18.746,36.21
Trettin_et_al_2017,32B_6,Mozambique,-18.746,36.21
Trettin_et_al_2017,35_1,Mozambique,-18.747,36.216
Trettin_et_al_2017,35_2,Mozambique,-18.747,36.216
Trettin_et_al_2017,35_3,Mozambique,-18.747,36.216
Trettin_et_al_2017,35_4,Mozambique,-18.747,36.216
Trettin_et_al_2017,35_5,Mozambique,-18.747,36.216
Trettin_et_al_2017,35_6,Mozambique,-18.747,36.216
Trettin_et_al_2017,36_1,Mozambique,-18.746,36.223
Trettin_et_al_2017,36_2,Mozambique,-18.746,36.223
Trettin_et_al_2017,36_3,Mozambique,-18.746,36.223
Trettin_et_al_2017,36_4,Mozambique,-18.746,36.223
Trettin_et_al_2017,36_5,Mozambique,-18.746,36.223
Trettin_et_al_2017,36_6,Mozambique,-18.746,36.223
Trettin_et_al_2017,37_1,Mozambique,-18.752,36.214
Trettin_et_al_2017,37_2,Mozambique,-18.752,36.214
Trettin_et_al_2017,37_3,Mozambique,-18.752,36.214
Trettin_et_al_2017,37_4,Mozambique,-18.752,36.214
Trettin_et_al_2017,37_5,Mozambique,-18.752,36.214
Trettin_et_al_2017,37_6,Mozambique,-18.752,36.214
Trettin_et_al_2017,806_1,Mozambique,-18.808457,36.3035
Trettin_et_al_2017,806_2,Mozambique,-18.808457,36.3035
Trettin_et_al_2017,806_3,Mozambique,-18.808457,36.3035
Trettin_et_al_2017,806_4,Mozambique,-18.808457,36.3035
Trettin_et_al_2017,806_5,Mozambique,-18.808457,36.3035
Trettin_et_al_2017,864_1,Mozambique,-18.818504,36.24601
Trettin_et_al_2017,864_2,Mozambique,-18.818504,36.24601
Trettin_et_al_2017,864_3,Mozambique,-18.818504,36.24601
Trettin_et_al_2017,864_4,Mozambique,-18.818504,36.24601
Trettin_et_al_2017,864_5,Mozambique,-18.818504,36.24601
Trettin_et_al_2017,9001_1,Mozambique,-18.831602,36.264041
Trettin_et_al_2017,9001_2,Mozambique,-18.831602,36.264041
Trettin_et_al_2017,9001_3,Mozambique,-18.831602,36.264041
Trettin_et_al_2017,9001_4,Mozambique,-18.831602,36.264041
Trettin_et_al_2017,9001_5,Mozambique,-18.831602,36.264041
Trettin_et_al_2017,9002_1,Mozambique,-18.850342,36.26043
Trettin_et_al_2017,9002_2,Mozambique,-18.850342,36.26043
Trettin_et_al_2017,9002_3,Mozambique,-18.850342,36.26043
Trettin_et_al_2017,9002_4,Mozambique,-18.850342,36.26043
Trettin_et_al_2017,9003_1,Mozambique,-18.875474,36.275058
Trettin_et_al_2017,9003_2,Mozambique,-18.875474,36.275058
Trettin_et_al_2017,9003_3,Mozambique,-18.875474,36.275058
Trettin_et_al_2017,9003_4,Mozambique,-18.875474,36.275058
Trettin_et_al_2017,9003_5,Mozambique,-18.875474,36.275058
Trettin_et_al_2017,9004_1,Mozambique,-18.833962,36.18594
Trettin_et_al_2017,9004_3,Mozambique,-18.833962,36.18594
Trettin_et_al_2017,9004_4,Mozambique,-18.833962,36.18594
Trettin_et_al_2017,9004_5,Mozambique,-18.833962,36.18594
Trettin_et_al_2017,9005_1,Mozambique,-18.824439,36.218115
Trettin_et_al_2017,9005_2,Mozambique,-18.824439,36.218115
Trettin_et_al_2017,9005_3,Mozambique,-18.824439,36.218115
Trettin_et_al_2017,9005_4,Mozambique,-18.824439,36.218115
Trettin_et_al_2017,9005_5,Mozambique,-18.824439,36.218115
Trettin_et_al_2017,9006_1,Mozambique,-18.870643,36.270942
Trettin_et_al_2017,9006_2,Mozambique,-18.870643,36.270942
Trettin_et_al_2017,9006_3,Mozambique,-18.870643,36.270942
Trettin_et_al_2017,9006_5,Mozambique,-18.870643,36.270942
Trettin_et_al_2017,9007_1,Mozambique,-18.822449,36.132373
Trettin_et_al_2017,9007_2,Mozambique,-18.822449,36.132373
Trettin_et_al_2017,9007_3,Mozambique,-18.822449,36.132373
Trettin_et_al_2017,9007_4,Mozambique,-18.822449,36.132373
Trettin_et_al_2017,9007_5,Mozambique,-18.822449,36.132373
Trettin_et_al_2017,9008_1,Mozambique,-18.812733,36.128404
Trettin_et_al_2017,9008_2,Mozambique,-18.812733,36.128404
Trettin_et_al_2017,9008_3,Mozambique,-18.812733,36.128404
Trettin_et_al_2017,9008_4,Mozambique,-18.812733,36.128404
Trettin_et_al_2017,9008_5,Mozambique,-18.812733,36.128404
Trettin_et_al_2017,9009_1,Mozambique,-18.845133,36.118808
Trettin_et_al_2017,9009_2,Mozambique,-18.845133,36.118808
Trettin_et_al_2017,9009_3,Mozambique,-18.845133,36.118808
Trettin_et_al_2017,9009_4,Mozambique,-18.845133,36.118808
Trettin_et_al_2017,9009_5,Mozambique,-18.845133,36.118808
Trettin_et_al_2017,9010_1,Mozambique,-18.891503,36.177483
Trettin_et_al_2017,9010_2,Mozambique,-18.891503,36.177483
Trettin_et_al_2017,9010_3,Mozambique,-18.891503,36.177483
Trettin_et_al_2017,9010_4,Mozambique,-18.891503,36.177483
Trettin_et_al_2017,9010_5,Mozambique,-18.891503,36.177483
Trettin_et_al_2017,9011_1,Mozambique,-18.884576,36.170079
Trettin_et_al_2017,9011_2,Mozambique,-18.884576,36.170079
Trettin_et_al_2017,9011_3,Mozambique,-18.884576,36.170079
Trettin_et_al_2017,9011_4,Mozambique,-18.884576,36.170079
Trettin_et_al_2017,9011_5,Mozambique,-18.884576,36.170079
Trettin_et_al_2017,9012_1,Mozambique,-18.895905,36.16247
Trettin_et_al_2017,9012_2,Mozambique,-18.895905,36.16247
Trettin_et_al_2017,9012_3,Mozambique,-18.895905,36.16247
Trettin_et_al_2017,9012_4,Mozambique,-18.895905,36.16247
Trettin_et_al_2017,9012_5,Mozambique,-18.895905,36.16247
Trettin_et_al_2017,9013_1,Mozambique,-18.873529,36.21079
Trettin_et_al_2017,9013_2,Mozambique,-18.873529,36.21079
Trettin_et_al_2017,9013_3,Mozambique,-18.873529,36.21079
Trettin_et_al_2017,9013_4,Mozambique,-18.873529,36.21079
Trettin_et_al_2017,9013_5,Mozambique,-18.873529,36.21079
Trettin_et_al_2017,9014_1,Mozambique,-18.881318,36.205854
Trettin_et_al_2017,9014_2,Mozambique,-18.881318,36.205854
Trettin_et_al_2017,9014_3,Mozambique,-18.881318,36.205854
Trettin_et_al_2017,9014_4,Mozambique,-18.881318,36.205854
Trettin_et_al_2017,9014_5,Mozambique,-18.881318,36.205854
Trettin_et_al_2017,9017_1,Mozambique,-18.869369,36.186352
Trettin_et_al_2017,9017_2,Mozambique,-18.869369,36.186352
Trettin_et_al_2017,9017_3,Mozambique,-18.869369,36.186352
Trettin_et_al_2017,9017_4,Mozambique,-18.869369,36.186352
Trettin_et_al_2017,9017_5,Mozambique,-18.869369,36.186352
Trettin_et_al_2017,9018_1,Mozambique,-18.865541,36.182005
Trettin_et_al_2017,9018_2,Mozambique,-18.865541,36.182005
Trettin_et_al_2017,9018_3,Mozambique,-18.865541,36.182005
Trettin_et_al_2017,9018_4,Mozambique,-18.865541,36.182005
Trettin_et_al_2017,9018_5,Mozambique,-18.865541,36.182005
Trettin_et_al_2017,9019_1,Mozambique,-18.881049,36.185503
Trettin_et_al_2017,9019_2,Mozambique,-18.881049,36.185503
Trettin_et_al_2017,9019_3,Mozambique,-18.881049,36.185503
Trettin_et_al_2017,9019_4,Mozambique,-18.881049,36.185503
Trettin_et_al_2017,9019_5,Mozambique,-18.881049,36.185503
Trettin_et_al_2017,9020_1,Mozambique,-18.864463,36.221288
Trettin_et_al_2017,9020_2,Mozambique,-18.864463,36.221288
Trettin_et_al_2017,9020_3,Mozambique,-18.864463,36.221288
Trettin_et_al_2017,9020_4,Mozambique,-18.864463,36.221288
Trettin_et_al_2017,9020_5,Mozambique,-18.864463,36.221288
Trettin_et_al_2017,9021_1,Mozambique,-18.868706,36.141405
Trettin_et_al_2017,9021_2,Mozambique,-18.868706,36.141405
Trettin_et_al_2017,9021_3,Mozambique,-18.868706,36.141405
Trettin_et_al_2017,9021_4,Mozambique,-18.868706,36.141405
Trettin_et_al_2017,9021_5,Mozambique,-18.868706,36.141405
Trettin_et_al_2017,9022_1,Mozambique,-18.84346,36.132076
Trettin_et_al_2017,9022_2,Mozambique,-18.84346,36.132076
Trettin_et_al_2017,9022_3,Mozambique,-18.84346,36.132076
Trettin_et_al_2017,9022_4,Mozambique,-18.84346,36.132076
Trettin_et_al_2017,9022_5,Mozambique,-18.84346,36.132076
Trettin_et_al_2017,9023_1,Mozambique,-18.88562,36.152977
Trettin_et_al_2017,9023_2,Mozambique,-18.88562,36.152977
Trettin_et_al_2017,9023_3,Mozambique,-18.88562,36.152977
Trettin_et_al_2017,9023_4,Mozambique,-18.88562,36.152977
Trettin_et_al_2017,9023_5,Mozambique,-18.88562,36.152977
Trettin_et_al_2017,9024_1,Mozambique,-18.823362,36.211684
Trettin_et_al_2017,9024_2,Mozambique,-18.823362,36.211684
Trettin_et_al_2017,9024_3,Mozambique,-18.823362,36.211684
Trettin_et_al_2017,9024_4,Mozambique,-18.823362,36.211684
Trettin_et_al_2017,9025_1,Mozambique,-18.851282,36.278995
Trettin_et_al_2017,9025_2,Mozambique,-18.851282,36.278995
Trettin_et_al_2017,9025_3,Mozambique,-18.851282,36.278995
Trettin_et_al_2017,9025_4,Mozambique,-18.851282,36.278995
Trettin_et_al_2017,9025_5,Mozambique,-18.851282,36.278995
Trettin_et_al_2017,9027_1,Mozambique,-18.860388,36.166532
Trettin_et_al_2017,9027_2,Mozambique,-18.860388,36.166532
Trettin_et_al_2017,9027_3,Mozambique,-18.860388,36.166532
Trettin_et_al_2017,9027_4,Mozambique,-18.860388,36.166532
Trettin_et_al_2017,9027_5,Mozambique,-18.860388,36.166532
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_10_yr_planted_mangrove_1,United Arab Emirates,24.203703,53.800099
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_10_yr_planted_mangrove_2,United Arab Emirates,24.203764,53.800072
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_10_yr_planted_mangrove_3,United Arab Emirates,24.203841,53.800107
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_10_yr_planted_mangrove_4,United Arab Emirates,24.203925,53.800166
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_10_yr_planted_mangrove_5,United Arab Emirates,24.204011,53.80019
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_3_yr_planted_mangrove_1,United Arab Emirates,24.201495,53.802635
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_3_yr_planted_mangrove_2,United Arab Emirates,24.201425,53.80244
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_3_yr_planted_mangrove_3,United Arab Emirates,24.201363,53.802272
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_3_yr_planted_mangrove_4,United Arab Emirates,24.201309,53.802106
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_3_yr_planted_mangrove_5,United Arab Emirates,24.201225,53.80192
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_5_yr_planted_mangrove_1,United Arab Emirates,24.203399,53.80078
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_5_yr_planted_mangrove_2,United Arab Emirates,24.20331,53.800715
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_5_yr_planted_mangrove_3,United Arab Emirates,24.203229,53.80067
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_5_yr_planted_mangrove_4,United Arab Emirates,24.203151,53.800631
Schile-Beers_and_Megonigal_2017,Abu_al_Abyad_5_yr_planted_mangrove_5,United Arab Emirates,24.203065,53.800594
Campbell_et_al_2015,Abu_al_Abyad_seagrass_1,United Arab Emirates,24.20513,53.61585
Campbell_et_al_2015,Abu_al_Abyad_seagrass_2,United Arab Emirates,24.20513,53.61585
Agawin_et_al_1996,Agawin_et_al_1996_1,Phillipines,16.4505,119.9225
Agawin_et_al_1996,Agawin_et_al_1996_2,Phillipines,16.412,119.907
Campbell_et_al_2015,Al_Dabiya_1_seagrass_1,United Arab Emirates,24.30876,53.97083
Campbell_et_al_2015,Al_Dabiya_2_seagrass_1,United Arab Emirates,24.30582,54.00273
Campbell_et_al_2015,Al_Dabiya_2_seagrass_2,United Arab Emirates,24.30582,54.00273
Campbell_et_al_2015,Al_Dabiya_3_seagrass_1,United Arab Emirates,24.31826,54.05725
Campbell_et_al_2015,Al_Dabiya_3_seagrass_2,United Arab Emirates,24.31826,54.05725
Alongi_et_al_2008,Alongi_et_al_2008_1,Indonesia,-4.14,119.36
Alongi_et_al_2008,Alongi_et_al_2008_2,Indonesia,-4.14,119.36
Alongi_et_al_2008,Alongi_et_al_2008_3,Indonesia,-4.14,119.36
Craft_2007,Altamaha_River_Site_9_Levee,United States of America,31.332,-81.309
Craft_2007,Altamaha_River_Site_9_Plain,United States of America,31.332,-81.309
Amon_and_Herndl_1991,Amon_and_Herndl_1991_1,Italy,40.7543,13.8913
Amon_and_Herndl_1991,Amon_and_Herndl_1991_2,Italy,40.7543,13.8913
Amon_and_Herndl_1991,Amon_and_Herndl_1991_3,Italy,40.7543,13.8913
Amon_and_Herndl_1991,Amon_and_Herndl_1991_4,Italy,40.7543,13.8913
Apostolaki_unpublished,Apostolaki_unpublished_1,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_2,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_3,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_4,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_5,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_6,Greece,37.39,23.58
Apostolaki_unpublished,Apostolaki_unpublished_7,Greece,37.39,23.58
Barron_et_al_2004,Barron_et_al_2004_1,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_10,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_11,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_12,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_2,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_3,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_4,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_5,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_6,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_7,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_8,Spain,40.6,0.716666667
Barron_et_al_2004,Barron_et_al_2004_9,Spain,40.6,0.716666667
Kemp_et_al_2012,BB,United States of America,40.02988,-74.07995
Thorne_et_al_2015,BM01,United States of America,43.14237109,-124.40346
Thorne_et_al_2015,BM03,United States of America,43.138731,-124.4043727
Thorne_et_al_2015,BM05,United States of America,43.14014237,-124.4023638
Borg_et_al_2010,Borg_et_al_2010_1,Malta,36.03,14.17
Borg_et_al_2010,Borg_et_al_2010_10,Malta,35.58,14.21
Borg_et_al_2010,Borg_et_al_2010_11,Malta,35.58,14.21
Borg_et_al_2010,Borg_et_al_2010_12,Malta,35.58,14.21
Borg_et_al_2010,Borg_et_al_2010_13,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_14,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_15,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_16,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_17,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_18,Malta,35.56,14.28
Borg_et_al_2010,Borg_et_al_2010_19,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_2,Malta,36.03,14.17
Borg_et_al_2010,Borg_et_al_2010_20,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_21,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_22,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_23,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_24,Malta,35.51,14.33
Borg_et_al_2010,Borg_et_al_2010_3,Malta,36.03,14.17
Borg_et_al_2010,Borg_et_al_2010_4,Malta,36.03,14.17
Borg_et_al_2010,Borg_et_al_2010_5,Malta,36.03,14.17
Borg_et_al_2010,Borg_et_al_2010_6,Malta,36.03,14.17
