study_id,core_id,country,core_latitude,core_longitude
Cifuentes_Unpublished,M0808,El Salvador,13.28624197,-88.82975061
Cifuentes_Unpublished,M0809,El Salvador,13.3502415,-89.0081026
Cifuentes_Unpublished,M0810,El Salvador,13.33202583,-88.84683047
Cifuentes_Unpublished,M0811,El Salvador,13.3437427,-88.99810548
Cifuentes_Unpublished,M0812,El Salvador,13.29016346,-88.85589253
Cifuentes_Unpublished,M0813,El Salvador,13.30607234,-88.87329842
Cifuentes_Unpublished,M0814,El Salvador,13.30607622,-88.881051
Cifuentes_Unpublished,M0815,El Salvador,13.34229936,-88.89080801
Cifuentes_Unpublished,M0816,El Salvador,13.25974707,-88.82666933
Cifuentes_Unpublished,M0817,El Salvador,13.34421821,-88.92130555
Boschker_et_al_2000,Boschker_et_al_2000_10,France,44.39,-1.09
Boschker_et_al_2000,Boschker_et_al_2000_11,France,44.39,-1.09
Boschker_et_al_2000,Boschker_et_al_2000_12,France,44.39,-1.09
Boschker_et_al_2000,Boschker_et_al_2000_4,France,44.39,-1.09
Boschker_et_al_2000,Boschker_et_al_2000_5,France,44.39,-1.09
Boschker_et_al_2000,Boschker_et_al_2000_6,France,44.39,-1.09
Marchand_et_al_2004,M0093,France,5.348996,-52.84489907
"Marchand_et_al_2004,_Marchand_et_al_2003",M0094,France,5.444081,-52.9951442
Marchand_et_al_2004,M0095,France,5.443449,-52.99503385
Marchand_et_al_2003,M0096,France,5.347671,-52.84372236
Marchand_et_al_2004,M0097,France,5.444651,-52.99496564
"Marchand_et_al_2004,_Marchand_et_al_2003",M0098,France,5.361244,-52.8878859
Marchand_et_al_2004,M0099,France,5.361213,-52.88600941
Marchand_et_al_2004,M0100,France,5.361265,-52.88671322
Marchand_et_al_2004,M0101,France,5.357695,-52.84487103
Marchand_et_al_2004,M0102,France,5.444407,-52.99498288
Marchand_et_al_2004,M0103,France,5.379758,-52.92078046
Marchand_et_al_2004,M0104,France,5.421722,-53.00349663
Marchand_et_al_2004,M0105,France,4.790728,-52.13010451
Marchand_et_al_2004,M0106,France,4.789756,-52.13249223
Marchand_et_al_2004,M0107,France,4.788874,-52.16194678
Marchand_et_al_2004,M0108,France,4.783776,-52.1330955
Marchand_et_al_2004,M0109,France,4.78338,-52.1321211
Marchand_et_al_2004,M0110,France,4.772274,-52.13125536
Marchand_et_al_2004,M0111,France,4.772211,-52.131111
WISE,M1714,France,4.8,-52.2
Rigollet_et_al_2004,Rigollet_et_al_2004_13,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_14,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_15,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_16,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_17,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_18,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_19,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_20,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_21,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_22,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_23,France,43.423,3.643
Rigollet_et_al_2004,Rigollet_et_al_2004_24,France,43.423,3.643
Apostolaki_unpublished,Apostolaki_unpublished_8,Greece,35.24,25.01
AfSPDB,M1715,Guinea,11.035,-15.0222
Andreetta_et_al_2016,M0636,Guinea-Bissau,12.314825,-15.86216667
Andreetta_et_al_2016,M0637,Guinea-Bissau,12.03856667,-15.4563
Kauffmann_et_al_2014,M0008,Haiti,19.7011072,-71.7193689
Kauffmann_et_al_2014,M0010,Haiti,19.708301,-71.722997
Kauffmann_et_al_2014,M0011,Haiti,19.690274,-71.715383
Kauffmann_et_al_2014,M0012,Haiti,19.69203,-71.711328
McFadden_et_al_2016,M0375,Honduras,13.367674,-87.470412
McFadden_et_al_2016,M0376,Honduras,13.368079,-87.475626
Bhomia_et_al_2016_Honduras,M0490,Honduras,13.427583,-87.611517
Bhomia_et_al_2016_Honduras,M0491,Honduras,13.36685,-87.470517
Bhomia_et_al_2016_Honduras,M0492,Honduras,13.0978,-87.183617
Bhomia_et_al_2016_Honduras,M0493,Honduras,13.367617,-87.475633
Bhomia_et_al_2016_Honduras,M0494,Honduras,15.8742,-87.640667
Bhomia_et_al_2016_Honduras,M0495,Honduras,15.785383,-87.595717
Bhomia_et_al_2016_Honduras,M0497,Honduras,15.822183,-87.578017
Bhomia_et_al_2016_Honduras,M0498,Honduras,15.82225,-87.595167
Banerjee_et_al_2012,M0185,India,21.872546,88.168066
Banerjee_et_al_2012,M0186,India,21.798146,88.166492
Banerjee_et_al_2012,M0188,India,21.707425,88.195374
Banerjee_et_al_2012,M0190,India,21.763191,88.35795
Banerjee_et_al_2012,M0192,India,21.940441,88.808983
Banerjee_et_al_2012,M0193,India,22.091424,88.800184
Banerjee_et_al_2012,M0194,India,22.023449,88.763959
Banerjee_et_al_2012,M0195,India,21.827697,88.848569
Banerjee_et_al_2012,M0196,India,21.763583,88.822088
Chanda_et_al_2013,M0221,India,22.021114,88.684596
Chanda_et_al_2013,M0222,India,22.019495,88.682551
Bhomia_et_al_2016_India,M0436,India,20.48292,86.691044
Bhomia_et_al_2016_India,M0437,India,20.482975,86.68793
Bhomia_et_al_2016_India,M0438,India,20.479052,86.725555
Bhomia_et_al_2016_India,M0439,India,20.478753,86.727774
Ranjan_2010,M0522,India,11.445435,79.792506
Ranjan_2010,M0523,India,11.419434,79.792335
Ranjan_2010,M0524,India,11.397231,79.806658
Bouillon_et_al_2004_FEMS,M0671,India,11.429268,79.796647
Bouillon_et_al_2004_FEMS,M0672,India,11.430675,79.794792
Bouillon_et_al_2004_FEMS,M0673,India,11.882689,79.809209
Chen_et_al_2014,M0212,Indonesia,1.385185,125.095997
Chen_et_al_2014,M0213,Indonesia,1.384123,125.097028
Chen_et_al_2014,M0214,Indonesia,1.382513,125.098628
Murdiyarso_et_al_2015,M0347,Indonesia,-2.074444444,104.4691667
Murdiyarso_et_al_2015,M0349,Indonesia,-0.675833333,109.3613889
Murdiyarso_et_al_2015,M0350,Indonesia,-2.861596,111.694588
Murdiyarso_et_al_2015,M0352,Indonesia,-1.573506,131.885747
Murdiyarso_et_al_2015,M0353,Indonesia,-2.17,133.5358333
Murdiyarso_et_al_2015,M0354,Indonesia,-4.860063,136.786154
Alongi_et_al_2008,M0627,Indonesia,-5.523965,105.244631
Alongi_et_al_2008,M0628,Indonesia,-5.523937,105.246833
Alongi_et_al_2008,M0629,Indonesia,-5.527842,105.250128
Brunskill_et_al_2004,M0961,Indonesia,-4.796595,136.850116
Brunskill_et_al_2004,M0962,Indonesia,-4.8735,136.9748333
Brunskill_et_al_2004,M0963,Indonesia,-4.857666667,136.9566667
Brunskill_et_al_2004,M0964,Indonesia,-4.837333333,136.9656667
Donato_et_al_2011,M1435,Indonesia,-2.7,111.7
Donato_et_al_2011,M1436,Indonesia,-2.7,111.7
Donato_et_al_2011,M1437,Indonesia,-2.7,111.7
Donato_et_al_2011,M1438,Indonesia,-2.7,111.7
Donato_et_al_2011,M1439,Indonesia,-2.7,111.7
Donato_et_al_2011,M1440,Indonesia,-2.7,111.7
Donato_et_al_2011,M1483,Indonesia,-2.8,111.7
Donato_et_al_2011,M1484,Indonesia,-2.8,111.7
Donato_et_al_2011,M1485,Indonesia,-2.8,111.7
Donato_et_al_2011,M1486,Indonesia,-2.8,111.7
Donato_et_al_2011,M1487,Indonesia,-2.8,111.7
Donato_et_al_2011,M1488,Indonesia,-2.8,111.7
Donato_et_al_2011,M1489,Indonesia,-2.8,111.7
Donato_et_al_2011,M1490,Indonesia,-2.8,111.7
Donato_et_al_2011,M1491,Indonesia,-2.8,111.7
Donato_et_al_2011,M1492,Indonesia,-2.8,111.7
Donato_et_al_2011,M1493,Indonesia,-2.8,111.7
Donato_et_al_2011,M1494,Indonesia,-2.8,111.7
Donato_et_al_2011,M1495,Indonesia,-2.9,111.7
Donato_et_al_2011,M1496,Indonesia,-2.9,111.7
Donato_et_al_2011,M1497,Indonesia,-2.9,111.7
Donato_et_al_2011,M1498,Indonesia,-2.9,111.7
Donato_et_al_2011,M1499,Indonesia,-2.9,111.7
Donato_et_al_2011,M1500,Indonesia,-2.9,111.7
Donato_et_al_2011,M1501,Indonesia,-2.7,111.7
Donato_et_al_2011,M1502,Indonesia,-2.7,111.7
Donato_et_al_2011,M1503,Indonesia,-2.7,111.7
Donato_et_al_2011,M1504,Indonesia,-2.7,111.7
Donato_et_al_2011,M1505,Indonesia,-2.7,111.7
Donato_et_al_2011,M1506,Indonesia,-2.7,111.7
Danovaro_and_Fabiano_1995,Danovaro_and_Fabiano_1995_1,Italy,44.3321,9.2353
Danovaro_et_al_1994,Danovaro_et_al_1994_1,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_10,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_11,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_12,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_13,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_14,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_15,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_16,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_17,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_18,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_2,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_3,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_4,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_5,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_6,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_7,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_8,Italy,44.333,9.233
Danovaro_et_al_1994,Danovaro_et_al_1994_9,Italy,44.333,9.233
De_Falco_et_al_2006,De_Falco_et_al_2006_1,Italy,39.845,8.519
De_Falco_et_al_2006,De_Falco_et_al_2006_2,Italy,39.845,8.519
De_Falco_et_al_2006,De_Falco_et_al_2006_3,Italy,39.845,8.519
Lillebo_et_al_2006,Lillebo_et_al_2006_1,Italy,40.1333,8.8333
Lillebo_et_al_2006,Lillebo_et_al_2006_2,Italy,40.1333,8.8333
Lillebo_et_al_2006,Lillebo_et_al_2006_3,Italy,40.1333,8.8333
Rigollet_et_al_2004,Rigollet_et_al_2004_1,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_10,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_11,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_12,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_2,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_3,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_4,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_5,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_6,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_7,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_8,Italy,45.233,12.26
Rigollet_et_al_2004,Rigollet_et_al_2004_9,Italy,45.233,12.26
Sfriso_and_Marcomini_1999,Sfriso_and_Marcomini_1999_1,Italy,45.39,12.33
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_1,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_2,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_3,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_4,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_5,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_6,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_7,Jordan,29.53,34.98
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_8,Jordan,29.46,34.97
Al-Rousan_et_al_2005,Al-Rousan_et_al_2005_9,Jordan,29.46,34.97
Bouillon_et_al_2004,Bouillon_et_al_2004_1,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_10,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_11,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_12,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_13,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_14,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_15,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_16,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_17,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_18,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_2,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_3,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_4,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_5,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_6,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_7,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_8,Kenya,-4.22,39.3
Bouillon_et_al_2004,Bouillon_et_al_2004_9,Kenya,-4.22,39.3
Hemminga_et_al_1994,Hemminga_et_al_1994_1,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_2,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_3,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_4,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_5,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_6,Kenya,-4.41667,39.5
Hemminga_et_al_1994,Hemminga_et_al_1994_7,Kenya,-4.41667,39.5
Andreetta_et_al_2014,M0180,Kenya,-4.419964,39.506982
Andreetta_et_al_2014,M0181,Kenya,-4.420125,39.508241
Andreetta_et_al_2014,M0182,Kenya,-4.415505,39.509624
Andreetta_et_al_2014,M0183,Kenya,-4.415453,39.510308
Andreetta_et_al_2014,M0184,Kenya,-4.415665,39.511097
Lang'at_et_al_2014,M0657,Kenya,-4.408888889,39.52305556
Kazungu_1996,M0676,Kenya,-4.418928,39.516306
Kazungu_1996,M0677,Kenya,-4.411442,39.511226
Middelburg_et_al_1996,M0678,Kenya,-4.403743,39.511676
Middelburg_et_al_1996,M0679,Kenya,-4.407974,39.513338
Middelburg_et_al_1996,M0680,Kenya,-4.415513,39.513057
Middelburg_et_al_1996,M0681,Kenya,-4.417376,39.51694
Middelburg_et_al_1996,M0682,Kenya,-4.411624,39.511157
Middelburg_et_al_1996,M0683,Kenya,-4.406407,39.511799
Middelburg_et_al_1996,M0684,Kenya,-4.414806,39.511467
Middelburg_et_al_1996,M0685,Kenya,-4.410506,39.515387
Middelburg_et_al_1996,M0686,Kenya,-4.418581,39.50889
Middelburg_et_al_1996,M0687,Kenya,-4.409493,39.512136
Middelburg_et_al_1996,M0689,Kenya,-4.419403,39.513112
"S._Gress_Unpublished,_Gress_et_al_2016",M1129,Kenya,-4.642107,39.239071
"S._Gress_Unpublished,_Gress_et_al_2016",M1130,Kenya,-4.641129,39.239936
"S._Gress_Unpublished,_Gress_et_al_2016",M1131,Kenya,-4.637439,39.239033
"S._Gress_Unpublished,_Gress_et_al_2016",M1132,Kenya,-4.660461,39.214661
"S._Gress_Unpublished,_Gress_et_al_2016",M1133,Kenya,-4.662896,39.210722
"S._Gress_Unpublished,_Gress_et_al_2016",M1134,Kenya,-4.662326,39.210036
"S._Gress_Unpublished,_Gress_et_al_2016",M1135,Kenya,-4.662462,39.209612
"S._Gress_Unpublished,_Gress_et_al_2016",M1136,Kenya,-4.646941,39.229831
"S._Gress_Unpublished,_Gress_et_al_2016",M1137,Kenya,-4.584494,39.248292
"S._Gress_Unpublished,_Gress_et_al_2016",M1140,Kenya,-4.656386,39.226462
"S._Gress_Unpublished,_Gress_et_al_2016",M1142,Kenya,-4.611799,39.244164
"S._Gress_Unpublished,_Gress_et_al_2016",M1143,Kenya,-4.611121,39.242261
"S._Gress_Unpublished,_Gress_et_al_2016",M1144,Kenya,-4.61113,39.242018
"S._Gress_Unpublished,_Gress_et_al_2016",M1145,Kenya,-4.650353,39.223043
"S._Gress_Unpublished,_Gress_et_al_2016",M1146,Kenya,-4.649991,39.223205
"S._Gress_Unpublished,_Gress_et_al_2016",M1147,Kenya,-4.608407,39.241142
"S._Gress_Unpublished,_Gress_et_al_2016",M1148,Kenya,-4.608724,39.241386
"S._Gress_Unpublished,_Gress_et_al_2016",M1149,Kenya,-4.650353,39.223476
"S._Gress_Unpublished,_Gress_et_al_2016",M1150,Kenya,-4.649684,39.223566
"S._Gress_Unpublished,_Gress_et_al_2016",M1151,Kenya,-4.654488,39.222494
"S._Gress_Unpublished,_Gress_et_al_2016",M1152,Kenya,-4.652235,39.22335
"S._Gress_Unpublished,_Gress_et_al_2016",M1153,Kenya,-4.64934,39.22224
"S._Gress_Unpublished,_Gress_et_al_2016",M1154,Kenya,-4.652525,39.220231
"S._Gress_Unpublished,_Gress_et_al_2016",M1156,Kenya,-4.666397,39.210461
"S._Gress_Unpublished,_Gress_et_al_2016",M1157,Kenya,-4.407725,39.509277
"S._Gress_Unpublished,_Gress_et_al_2016",M1158,Kenya,-4.402343,39.508237
"S._Gress_Unpublished,_Gress_et_al_2016",M1159,Kenya,-4.419737,39.511196
"S._Gress_Unpublished,_Gress_et_al_2016",M1160,Kenya,-4.405153,39.526913
"S._Gress_Unpublished,_Gress_et_al_2016",M1161,Kenya,-4.404818,39.526985
"S._Gress_Unpublished,_Gress_et_al_2016",M1162,Kenya,-4.420271,39.510763
"S._Gress_Unpublished,_Gress_et_al_2016",M1164,Kenya,-4.410689,39.526349
"S._Gress_Unpublished,_Gress_et_al_2016",M1165,Kenya,-4.411452,39.522483
"S._Gress_Unpublished,_Gress_et_al_2016",M1166,Kenya,-4.419369,39.506941
"S._Gress_Unpublished,_Gress_et_al_2016",M1167,Kenya,-4.407382,39.520867
"S._Gress_Unpublished,_Gress_et_al_2016",M1168,Kenya,-4.409138,39.520346
"S._Gress_Unpublished,_Gress_et_al_2016",M1169,Kenya,-4.414573,39.509353
"S._Gress_Unpublished,_Gress_et_al_2016",M1170,Kenya,-4.411968,39.509532
"S._Gress_Unpublished,_Gress_et_al_2016",M1172,Kenya,-4.41251,39.509884
"S._Gress_Unpublished,_Gress_et_al_2016",M1173,Kenya,-4.409923,39.509936
"S._Gress_Unpublished,_Gress_et_al_2016",M1174,Kenya,-4.416861,39.51123
"S._Gress_Unpublished,_Gress_et_al_2016",M1175,Kenya,-4.418037,39.51014
"S._Gress_Unpublished,_Gress_et_al_2016",M1176,Kenya,-4.421866,39.507862
"S._Gress_Unpublished,_Gress_et_al_2016",M1177,Kenya,-4.41688,39.509031
"S._Gress_Unpublished,_Gress_et_al_2016",M1181,Kenya,-4.405189,39.527229
"S._Gress_Unpublished,_Gress_et_al_2016",M1183,Kenya,-4.408112,39.525734
"S._Gress_Unpublished,_Gress_et_al_2016",M1184,Kenya,-4.407831,39.525833
"S._Gress_Unpublished,_Gress_et_al_2016",M1185,Kenya,-4.408233,39.520435
"S._Gress_Unpublished,_Gress_et_al_2016",M1187,Kenya,-4.406552,39.531457
"S._Gress_Unpublished,_Gress_et_al_2016",M1188,Kenya,-4.406633,39.53124
"S._Gress_Unpublished,_Gress_et_al_2016",M1190,Kenya,-4.420853,39.507357
"S._Gress_Unpublished,_Gress_et_al_2016",M1191,Kenya,-4.408441,39.507817
"S._Gress_Unpublished,_Gress_et_al_2016",M1192,Kenya,-4.40902,39.507439
"S._Gress_Unpublished,_Gress_et_al_2016",M1194,Kenya,-4.409624,39.524212
"S._Gress_Unpublished,_Gress_et_al_2016",M1195,Kenya,-4.408718,39.525645
"S._Gress_Unpublished,_Gress_et_al_2016",M1196,Kenya,-4.408085,39.52578
Bukoski_et_al_2017,M1572,Lao PDR,20.6,100.7
Bukoski_et_al_2017,M1573,Lao PDR,20.6,100.7
Bukoski_et_al_2017,M1574,Lao PDR,20.7,100.7
Bukoski_et_al_2017,M1575,Lao PDR,20.7,100.7
Bukoski_et_al_2017,M1576,Lao PDR,20.7,100.7
Bukoski_et_al_2017,M1577,Lao PDR,20.7,100.7
Bukoski_et_al_2017,M1578,Lao PDR,20.2,100.5
Jones_et_al_2016,M0978,Madagascar,-13.45218855,48.61236306
Jones_et_al_2016,M0979,Madagascar,-13.45212758,48.6068987
Jones_et_al_2016,M0980,Madagascar,-13.46047755,48.63184299
Jones_et_al_2016,M0981,Madagascar,-13.46595091,48.63449413
Jones_et_al_2016,M0982,Madagascar,-13.4578,48.6289
Jones_et_al_2016,M0983,Madagascar,-13.4742,48.6456
Jones_et_al_2016,M0984,Madagascar,-13.477,48.6454
Jones_et_al_2016,M0985,Madagascar,-13.463,48.6456
Jones_et_al_2016,M0986,Madagascar,-13.4633,48.6427
Jones_et_al_2016,M0987,Madagascar,-13.4606,48.6401
Jones_et_al_2016,M0988,Madagascar,-13.4631,48.6125
Jones_et_al_2016,M0989,Madagascar,-13.4632,48.6152
Jones_et_al_2016,M0990,Madagascar,-13.4655,48.6096
Jones_et_al_2016,M0991,Madagascar,-13.4588,48.5916
Jones_et_al_2016,M0992,Madagascar,-13.4575,48.5928
Jones_et_al_2016,M0993,Madagascar,-13.4601,48.593
Jones_et_al_2016,M0994,Madagascar,-13.4656,48.5878
Jones_et_al_2016,M0995,Madagascar,-13.4679,48.5876
Jones_et_al_2016,M0996,Madagascar,-13.4576,48.6067
Jones_et_al_2016,M0997,Madagascar,-13.463,48.6068
Jones_et_al_2016,M0998,Madagascar,-13.4522,48.6235
Jones_et_al_2016,M0999,Madagascar,-13.4524,48.6264
Jones_et_al_2016,M1000,Madagascar,-13.4554,48.6456
Jones_et_al_2016,M1001,Madagascar,-13.5702,48.481
Jones_et_al_2016,M1002,Madagascar,-13.5676,48.4837
Jones_et_al_2016,M1021,Madagascar,-13.5486,48.484
Jones_et_al_2016,M1022,Madagascar,-13.5703,48.4797
Blue_Ventures_Unpublished,M1025,Madagascar,-15.4759,47.11321
Blue_Ventures_Unpublished,M1026,Madagascar,-15.47385,47.11095
Blue_Ventures_Unpublished,M1027,Madagascar,-15.47812,47.10877
Blue_Ventures_Unpublished,M1028,Madagascar,-15.47816,47.10429
Blue_Ventures_Unpublished,M1029,Madagascar,-15.48466,47.10435
Blue_Ventures_Unpublished,M1030,Madagascar,-15.48044,47.09529
Blue_Ventures_Unpublished,M1031,Madagascar,-15.46738,47.09747
Blue_Ventures_Unpublished,M1032,Madagascar,-15.46512,47.10639
Blue_Ventures_Unpublished,M1033,Madagascar,-15.46076,47.10859
Blue_Ventures_Unpublished,M1034,Madagascar,-15.43797,47.22014
Blue_Ventures_Unpublished,M1035,Madagascar,-15.44011,47.22237
Blue_Ventures_Unpublished,M1036,Madagascar,-15.65416,46.99915
Blue_Ventures_Unpublished,M1037,Madagascar,-15.6526,47.01889
Blue_Ventures_Unpublished,M1038,Madagascar,-15.65985,46.9825
Blue_Ventures_Unpublished,M1039,Madagascar,-15.64055,47.0153
Blue_Ventures_Unpublished,M1040,Madagascar,-15.63733,47.01191
Blue_Ventures_Unpublished,M1041,Madagascar,-15.6515,47.0031
Blue_Ventures_Unpublished,M1042,Madagascar,-15.64813,47.00083
Blue_Ventures_Unpublished,M1043,Madagascar,-15.46643,47.08777
Blue_Ventures_Unpublished,M1044,Madagascar,-15.47091,47.09248
Blue_Ventures_Unpublished,M1045,Madagascar,-15.46176,47.09236
Blue_Ventures_Unpublished,M1046,Madagascar,-15.4573,47.09234
Blue_Ventures_Unpublished,M1047,Madagascar,-15.4804,47.0367
Blue_Ventures_Unpublished,M1048,Madagascar,-15.48493,47.03671
Blue_Ventures_Unpublished,M1049,Madagascar,-15.48489,47.04137
Blue_Ventures_Unpublished,M1050,Madagascar,-15.48486,47.04603
Blue_Ventures_Unpublished,M1051,Madagascar,-15.58837,46.91308
Blue_Ventures_Unpublished,M1052,Madagascar,-15.58394,46.9174
Blue_Ventures_Unpublished,M1053,Madagascar,-15.58611,46.93982
Blue_Ventures_Unpublished,M1054,Madagascar,-15.52796,47.02455
Blue_Ventures_Unpublished,M1055,Madagascar,-15.51429,47.02285
Blue_Ventures_Unpublished,M1056,Madagascar,-15.51984,47.02168
Blue_Ventures_Unpublished,M1057,Madagascar,-15.52792,47.03859
Blue_Ventures_Unpublished,M1058,Madagascar,-15.5468,47.04011
Blue_Ventures_Unpublished,M1059,Madagascar,-15.53994,47.04843
Blue_Ventures_Unpublished,M1060,Madagascar,-15.54286,47.02609
Blue_Ventures_Unpublished,M1061,Madagascar,-15.52123,47.0161
Blue_Ventures_Unpublished,M1062,Madagascar,-15.53327,47.0358
Blue_Ventures_Unpublished,M1063,Madagascar,-15.54271,47.03867
Blue_Ventures_Unpublished,M1064,Madagascar,-15.54203,46.99533
Blue_Ventures_Unpublished,M1065,Madagascar,-15.54073,47.02215
Blue_Ventures_Unpublished,M1066,Madagascar,-15.53659,46.99864
Blue_Ventures_Unpublished,M1067,Madagascar,-15.47285,47.20491
Blue_Ventures_Unpublished,M1068,Madagascar,-15.47078,47.19588
Blue_Ventures_Unpublished,M1069,Madagascar,-15.46853,47.20257
