study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,compaction_fraction,total_pb210_activity,total_pb210_activity_se,pb210_unit,c14_age,c14_age_se,c14_material,delta_c13
Lafratta_et_al_2018,False bay,1Rc,single set of methods,14,14.5,0.637414100017535,NA,0.7147816852509906,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,1Rc,single set of methods,15,15.5,0.5310478097433197,0.013325191958165243,0.7137351186227768,NA,NA,NA,NA,NA,NA,-11.160407138701096
Lafratta_et_al_2018,False bay,1Rc,single set of methods,16,16.5,0.45157230065916526,NA,0.7128218836318275,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,1Rc,single set of methods,17,17.5,0.5409834357146386,0.05031949599411278,0.7120180266210976,NA,NA,NA,NA,NA,NA,-11.311714132712698
Lafratta_et_al_2018,False bay,1Rc,single set of methods,18,18.5,0.8261624974134032,NA,0.7113050075872535,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,1Rc,single set of methods,19,19.5,0.7040917122960579,0.022526049204145818,0.7106682525789777,NA,NA,NA,NA,NA,NA,-10.040933169935485
Lafratta_et_al_2018,False bay,1Rc,single set of methods,20,20.5,0.3994688395425229,NA,0.7100961470183064,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,1Rc,single set of methods,21,21.5,0.7413214178507129,0.010057326927007592,0.6197542231823494,NA,NA,NA,NA,NA,NA,-11.783435937572413
Lafratta_et_al_2018,False bay,1Rc,single set of methods,25,26,0.5959657903667883,0.011983777866053027,0.6312557444272743,NA,NA,NA,NA,NA,NA,-11.337426432348657
Lafratta_et_al_2018,False bay,1Rc,single set of methods,29,30,0.6682444613907744,0.009044718428913141,0.6398545544405906,NA,NA,NA,NA,NA,NA,-11.942654408395086
Lafratta_et_al_2018,False bay,1Rc,single set of methods,33,34,0.6826132034593185,0.006895402948284365,0.6465263900317385,NA,NA,NA,NA,NA,NA,-11.338415366950041
Lafratta_et_al_2018,False bay,1Rc,single set of methods,37,38,0.7033365667274921,0.004195047476971087,0.6518537310698153,NA,NA,NA,NA,NA,NA,-13.858220731274045
Lafratta_et_al_2018,False bay,1Rc,single set of methods,41,42,0.684227584368218,0.008104281401224394,0.6562057861345317,NA,NA,NA,NA,NA,NA,-10.401894299440297
Lafratta_et_al_2018,False bay,1Rc,single set of methods,45,46,0.7609595561980249,0.014300633506791482,0.659827916879278,NA,NA,NA,NA,NA,NA,-11.878373659305186
Lafratta_et_al_2018,False bay,1Rc,single set of methods,49,50,0.6693019818096465,0.006667408459893081,0.6628895490727664,NA,NA,NA,NA,NA,NA,-11.843671851396174
Lafratta_et_al_2018,False bay,1Rc,single set of methods,53,54,0.9534686418499251,0.006306284295206556,0.6655114392626637,NA,NA,NA,NA,NA,NA,-12.632930760160452
Lafratta_et_al_2018,False bay,1Rc,single set of methods,57,58,0.7244636241675406,0.004801465520818728,0.667781979727545,NA,NA,NA,NA,NA,NA,-12.951367701805793
Lafratta_et_al_2018,False bay,1Rc,single set of methods,61,62,0.6359172653527992,0.0072421430757179175,0.6697673601503793,NA,NA,NA,NA,NA,NA,-12.13055198265786
Lafratta_et_al_2018,False bay,1Rc,single set of methods,65,66,0.7576947785276353,0.004125773747517739,0.671518126857006,NA,NA,NA,NA,NA,NA,-13.965025668223412
Lafratta_et_al_2018,False bay,1Rc,single set of methods,69,70,0.8451646195507105,0.005399382971493695,0.6730735464537804,NA,NA,NA,NA,NA,NA,-14.219181860778857
Lafratta_et_al_2018,False bay,2Rc,single set of methods,1,1.5,1.0358352132839177,0.009385472231708698,0.8413967185527993,NA,NA,NA,NA,NA,NA,-14.451581492103873
Lafratta_et_al_2018,False bay,2Rc,single set of methods,2,2.5,0.7740298862449747,NA,0.7803355442840414,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,3,3.5,0.6629613995905372,0.007070824278390109,0.7619047619047619,NA,NA,NA,NA,NA,NA,-14.459492968914937
Lafratta_et_al_2018,False bay,2Rc,single set of methods,4,4.5,0.6532593319063557,NA,0.7530120481927715,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,5,5.5,0.5600919419893863,0.011510981038516672,0.7477753682793694,NA,NA,NA,NA,NA,NA,-13.771194486352339
Lafratta_et_al_2018,False bay,2Rc,single set of methods,6,6.5,0.6189041632002779,NA,0.744324525493115,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,7,7.5,0.6194876409296641,0.007895851241869279,0.7418790737109853,NA,NA,NA,NA,NA,NA,-14.22709333758992
Lafratta_et_al_2018,False bay,2Rc,single set of methods,8,8.5,0.8151533966118925,NA,0.7400555041628121,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,9,9.5,0.6752961187896951,0.007454624166688478,0.7386433583651361,NA,NA,NA,NA,NA,NA,-12.368885221591178
Lafratta_et_al_2018,False bay,2Rc,single set of methods,10,10.5,0.5268780557219851,NA,0.7375175160410061,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,11,11.5,0.6223140070507958,0.006300334501639768,0.7365989218870328,NA,NA,NA,NA,NA,NA,-11.802225694998693
Lafratta_et_al_2018,False bay,2Rc,single set of methods,12,12.5,0.6803326985497261,NA,0.7358351729212657,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,13,13.5,0.5194398816278099,0.026161731181922807,0.7351901597624771,NA,NA,NA,NA,NA,NA,-9.6483261331864156
Lafratta_et_al_2018,False bay,2Rc,single set of methods,14,14.5,0.5708932817157225,NA,0.7346381906910846,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,15,15.5,0.5799955342941012,0.021583824701793267,0.7341604874825637,NA,NA,NA,NA,NA,NA,-10.725275914092553
Lafratta_et_al_2018,False bay,2Rc,single set of methods,16,16.5,0.4844405535084964,NA,0.7337430065119692,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,17,17.5,0.7495751676510761,0.011094681941768459,0.7333750350510129,NA,NA,NA,NA,NA,NA,-11.076347697583536
Lafratta_et_al_2018,False bay,2Rc,single set of methods,18,18.5,0.7392056014444763,NA,0.7330482590103848,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,19,19.5,0.8672299509147937,0.00478411201208763,0.7327561271910373,NA,NA,NA,NA,NA,NA,-15.533475946016928
Lafratta_et_al_2018,False bay,2Rc,single set of methods,20,20.5,0.7037464928744094,NA,0.7324934075593319,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,2Rc,single set of methods,21,21.5,0.6101461624822406,0.008359960928032687,0.6402048655569782,NA,NA,NA,NA,NA,NA,-12.420309820863096
Lafratta_et_al_2018,False bay,2Rc,single set of methods,25,26,0.6161606509167203,0.019317855338096917,0.6527415143603132,NA,NA,NA,NA,NA,NA,-9.8204007538270659
Lafratta_et_al_2018,False bay,2Rc,single set of methods,29,30,0.6565087193812891,0.010125976120394533,0.6621306908991278,NA,NA,NA,NA,NA,NA,-11.254582224834511
Lafratta_et_al_2018,False bay,2Rc,single set of methods,33,34,0.6779795328671269,0.0055499174319248775,0.6694255111976631,NA,NA,NA,NA,NA,NA,-12.250213069425211
Lafratta_et_al_2018,False bay,2Rc,single set of methods,37,38,0.5675342004276658,0.01318088351957646,0.6752564149359418,NA,NA,NA,NA,NA,NA,-9.7027175362624831
Lafratta_et_al_2018,False bay,2Rc,single set of methods,41,42,0.6664943572419507,0.006004129577763198,0.6800238837656737,NA,NA,NA,NA,NA,NA,-12.25713561163489
Lafratta_et_al_2018,False bay,2Rc,single set of methods,45,46,0.6554152821164261,0.006661804381838004,0.6839945280437757,NA,NA,NA,NA,NA,NA,-12.024735980309877
Lafratta_et_al_2018,False bay,2Rc,single set of methods,49,50,0.6418465075196214,0.00796355387658223,0.6873527101335428,NA,NA,NA,NA,NA,NA,-13.147176752879634
Lafratta_et_al_2018,False bay,2Rc,single set of methods,53,54,0.6738706826968105,0.006284469065197185,0.6902299898418982,NA,NA,NA,NA,NA,NA,-13.079929199985585
Lafratta_et_al_2018,False bay,2Rc,single set of methods,57,58,0.699126516213158,0.010676369833313276,0.6927227650576054,NA,NA,NA,NA,NA,NA,-10.122025807248896
Lafratta_et_al_2018,False bay,2Rc,single set of methods,61,62,0.6997490869504078,0.01837472580194061,0.6949032831332164,NA,NA,NA,NA,NA,NA,-10.941852591795442
Lafratta_et_al_2018,False bay,2Rc,single set of methods,65,66,0.9791555663536965,0.007427951759339572,0.6968267581475128,NA,NA,NA,NA,NA,NA,-13.957114191412348
Lafratta_et_al_2018,False bay,2Rc,single set of methods,69,70,1.1863508419685411,0.0033018872499725512,0.6985361112798397,NA,NA,NA,NA,NA,NA,-14.401145827433339
Lafratta_et_al_2018,False bay,3Rc,single set of methods,0.5,1,0.7846176201509123,0.004311633244759344,0.9966115208291816,15.403770760653313,1.0245796808894747,becquerelsPerKilogram,NA,NA,NA,-19.952973163822499
Lafratta_et_al_2018,False bay,3Rc,single set of methods,1,1.5,0.5348754980551518,NA,0.8700191404210893,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,1.5,2,0.5906059659189203,0.0034163391165244177,0.8346780924823325,NA,NA,NA,NA,NA,NA,-19.873785216602347
Lafratta_et_al_2018,False bay,3Rc,single set of methods,2,2.5,0.32724656742730845,NA,0.8180628272251307,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,2.5,3,0.9736633800123344,0.0031354198394127615,0.8084074373484234,14.128478544137003,1.0284467814878213,becquerelsPerKilogram,NA,NA,NA,-19.80108483046439
Lafratta_et_al_2018,False bay,3Rc,single set of methods,3,3.5,0.8688354428428603,NA,0.802096144591198,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,3.5,4,0.6855473104009545,0.003946986172445953,0.7976480776681325,NA,NA,NA,NA,NA,NA,-21.031013952709845
Lafratta_et_al_2018,False bay,3Rc,single set of methods,4,4.5,0.8407937250188883,NA,0.7943442688061002,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,4.5,5,0.5959668825617385,0.0035465680979397092,0.7917935002551331,15.353788952284242,1.017112714602167,becquerelsPerKilogram,NA,NA,NA,-20.096969481410682
Lafratta_et_al_2018,False bay,3Rc,single set of methods,5,5.5,0.8590606815325847,NA,0.7897646501342596,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,5.5,6,0.7317127007866312,0.00758449188586839,0.7881123991574358,NA,NA,NA,NA,NA,NA,-22.877129405474268
Lafratta_et_al_2018,False bay,3Rc,single set of methods,6,6.5,0.7052855484704702,NA,0.7867407951326966,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,6.5,7,0.8007685761856445,0.0032133070567319294,0.7855839305785519,11.920098439479872,0.887528088141266,becquerelsPerKilogram,NA,NA,NA,-18.701083118330132
Lafratta_et_al_2018,False bay,3Rc,single set of methods,7,7.5,1.0288941014093993,NA,0.7845950368759663,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,7.5,8,0.8305471750862099,0.004302651806772452,0.7837400073149069,NA,NA,NA,NA,NA,NA,-16.562133329491623
Lafratta_et_al_2018,False bay,3Rc,single set of methods,8,8.5,0.6596863044316885,NA,0.7829933837059078,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,8.5,9,0.8985196840189341,0.003508355402014749,0.7823357785161392,12.769028327965712,1.078329161487233,becquerelsPerKilogram,NA,NA,NA,-18.521180866471322
Lafratta_et_al_2018,False bay,3Rc,single set of methods,9,9.5,0.6259866178693057,NA,0.7817521671907303,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,9.5,10,1.0984392390835072,0.003562950698836896,0.7812307262156362,NA,NA,NA,NA,NA,NA,-17.888447053155712
Lafratta_et_al_2018,False bay,3Rc,single set of methods,10,10.5,0.9059459864087571,NA,0.7807620237351656,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,10.5,11,0.7642241789666423,0.005534721118159125,0.7803384439308249,16.408175194695826,0.9797822506481745,becquerelsPerKilogram,NA,NA,NA,-15.096639873351878
Lafratta_et_al_2018,False bay,3Rc,single set of methods,11,11.5,0.6550872390458027,NA,0.7799537700129047,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,11.5,12,0.7753723693777178,0.005976693860376168,0.7796028770735741,NA,NA,NA,NA,NA,NA,-16.268059919350982
Lafratta_et_al_2018,False bay,3Rc,single set of methods,12,12.5,0.9306117945345789,NA,0.7792815024547367,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,12.5,13,0.8310329426307586,0.0051087621674436624,0.7789860717290374,18.70359001118755,1.7117945039397024,becquerelsPerKilogram,NA,NA,NA,-15.004498649220293
Lafratta_et_al_2018,False bay,3Rc,single set of methods,13,13.5,0.8398990740015732,NA,0.7787135651903055,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,13.5,14,0.6597946410783164,0.0048135000063018515,0.7784614142625663,NA,NA,NA,NA,NA,NA,-16.104612469409361
Lafratta_et_al_2018,False bay,3Rc,single set of methods,14,14.5,1.102210053332269,NA,0.778227420287277,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,14.5,15,0.8434846675319113,0.006208819719358283,0.7780096902448316,18.536921399131188,1.5074581284835455,becquerelsPerKilogram,NA,NA,NA,-13.852804258860441
Lafratta_et_al_2018,False bay,3Rc,single set of methods,15,15.5,0.6566563730566406,NA,0.77780658542909,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,15.5,16,0.6620382580826771,0.004614708397609768,0.7776166801286328,NA,NA,NA,NA,NA,NA,-15.126129377134991
Lafratta_et_al_2018,False bay,3Rc,single set of methods,16,16.5,0.622373066494681,NA,0.7774387281102407,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,16.5,17,0.5582133085771493,0.0057244367440956985,0.7772716352381985,13.270025401480773,1.430872511907077,becquerelsPerKilogram,NA,NA,NA,-15.472331243302111
Lafratta_et_al_2018,False bay,3Rc,single set of methods,17,17.5,0.702360459011514,NA,0.7771144369577342,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,17.5,18,0.8470248295652669,0.007046508028247561,0.7769662796634627,NA,NA,NA,NA,NA,NA,-13.281669491716306
Lafratta_et_al_2018,False bay,3Rc,single set of methods,18,18.5,0.7189918816341813,NA,0.776826405192653,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,18.5,19,0.7941355776275812,0.007502355614432965,0.7766941378485153,13.858251086503312,1.1891475144201693,becquerelsPerKilogram,NA,NA,NA,-12.986024242983845
Lafratta_et_al_2018,False bay,3Rc,single set of methods,19,19.5,0.7404670007802813,NA,0.7765688734846689,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,19.5,20,0.5970537437585549,0.007581299639538554,0.7764500702786858,NA,NA,NA,NA,NA,NA,-12.435678932856632
Lafratta_et_al_2018,False bay,3Rc,single set of methods,20,20.5,0.7068441982896989,NA,0.7763372408974458,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,21,21.5,0.4608483684681274,0.007650143571671032,0.7761277875923037,NA,NA,NA,NA,NA,NA,-12.863409410974569
Lafratta_et_al_2018,False bay,3Rc,single set of methods,22,23,0.7828528400908548,NA,0.775937473547586,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,23,24,0.682889567828032,0.007186493080122079,0.7757637900445895,NA,NA,NA,NA,NA,NA,-13.636783317039699
Lafratta_et_al_2018,False bay,3Rc,single set of methods,24,25,0.8364288065789407,NA,0.775604648457193,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,25,26,0.8319083726301235,0.005654222474854543,0.775458295852849,NA,NA,NA,NA,NA,NA,-13.269871691138748
Lafratta_et_al_2018,False bay,3Rc,single set of methods,26,27,0.6893023983623028,NA,0.7753232501550645,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,27,28,0.7802125711706186,0.009103555381216781,0.7751982497746183,NA,NA,NA,NA,NA,NA,-11.914707432156488
Lafratta_et_al_2018,False bay,3Rc,single set of methods,28,29,0.7022381434427405,NA,0.7750822140777075,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,29,30,0.7032551100288292,0.007995313638190006,0.7749742120650123,NA,NA,NA,NA,NA,NA,-11.201407366063041
Lafratta_et_al_2018,False bay,3Rc,single set of methods,30,31,0.6688320142454142,NA,0.7748734373385681,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,31,32,0.5901306825659717,0.005810245078939742,0.7747791879314395,NA,NA,NA,NA,NA,NA,-12.09785335827817
Lafratta_et_al_2018,False bay,3Rc,single set of methods,32,33,0.7169806642104904,NA,0.7746908499326987,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,33,34,0.7197642170827229,0.005024618492208684,0.7746078840998821,NA,NA,NA,NA,NA,NA,-13.625975313219799
Lafratta_et_al_2018,False bay,3Rc,single set of methods,34,35,0.6659506089181627,NA,0.7745298148418136,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,35,36,0.7905045526002749,0.0039563709896375835,0.7744562210961874,NA,NA,NA,NA,NA,NA,-13.900950650859974
Lafratta_et_al_2018,False bay,3Rc,single set of methods,36,37,0.7175450631921169,NA,0.7743867287323288,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,37,38,0.6647222111346225,0.0039484481667166,0.7743210041897044,NA,NA,NA,NA,NA,NA,-14.114802300189348
Lafratta_et_al_2018,False bay,3Rc,single set of methods,38,39,0.6340664348694365,NA,0.774258749123865,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,39,40,0.6793301847767216,0.0038344864928460524,0.7741996958784785,NA,NA,NA,NA,NA,NA,-13.727554062605316
Lafratta_et_al_2018,False bay,3Rc,single set of methods,40,41,0.7375995743751755,NA,0.7741436036384749,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,41,42,0.6348422650485112,0.006116932570908739,0.7740902551477001,NA,NA,NA,NA,NA,NA,-12.219606199829903
Lafratta_et_al_2018,False bay,3Rc,single set of methods,42,43,0.6829000520196412,NA,0.7740394538967357,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,43,44,0.5502295966667695,0.008682216727712517,0.7739910217041481,NA,NA,NA,NA,NA,NA,-10.823583427312304
Lafratta_et_al_2018,False bay,3Rc,single set of methods,44,45,0.5992222240563833,NA,0.773944796628415,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,45,46,0.7428434175450247,0.004737189008471104,0.7739006311589591,NA,NA,NA,NA,NA,NA,-13.176997566705932
Lafratta_et_al_2018,False bay,3Rc,single set of methods,46,47,0.8941984497106912,NA,0.7738583906437155,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,47,48,0.634363486965026,0.004787987152315584,0.7738179519179159,NA,NA,NA,NA,NA,NA,-13.493657132917598
Lafratta_et_al_2018,False bay,3Rc,single set of methods,48,49,0.8391546963973228,NA,0.7737792021046793,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,49,50,0.6999001687139011,0.00354422126967516,0.7737420375628073,NA,NA,NA,NA,NA,NA,-14.760401592713512
Lafratta_et_al_2018,False bay,3Rc,single set of methods,50,51,0.6771844202273759,NA,0.7737063629611288,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,51,52,0.9221475571754488,NA,0.7736720904619883,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,52,53,0.8766112182863219,NA,0.7736391389991488,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,53,54,0.7368394704835114,0.004519761587063045,0.7736074336376187,NA,NA,NA,NA,NA,NA,-13.418487584988293
Lafratta_et_al_2018,False bay,3Rc,single set of methods,54,55,0.7635252328593731,NA,0.7735769050047561,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,55,56,0.7911842776896022,NA,0.7735474887835614,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,56,57,0.7911161304441428,NA,0.773519125260372,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,57,58,0.7403097379061438,0.004236112666492312,0.7734917589202598,NA,NA,NA,NA,NA,NA,-13.979556966213041
Lafratta_et_al_2018,False bay,3Rc,single set of methods,58,59,0.6932881385390526,NA,0.7734653380843663,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,59,60,0.7357927986878634,NA,0.7734398145841909,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,60,61,0.7575160437020467,NA,0.773415143468509,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,61,62,0.7077580703249642,0.004895441582782525,0.7733912827391743,NA,NA,NA,NA,NA,NA,-12.88998765573867
Lafratta_et_al_2018,False bay,3Rc,single set of methods,62,63,0.6459188134835906,NA,0.7733681931125325,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,63,64,0.6524679385087805,NA,0.7733458378035996,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,64,65,0.770140757764746,NA,0.773324182330509,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,65,66,0.7461441905366426,0.004729662524519474,0.7733031943370412,NA,NA,NA,NA,NA,NA,-13.168606485724426
Lafratta_et_al_2018,False bay,3Rc,single set of methods,66,67,0.8256056261077491,NA,0.7732828434313137,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,67,68,0.7050601383508732,NA,0.7732631010389424,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,68,69,1.0020038972971672,NA,0.7732439402691798,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,69,70,0.9410767651257905,5.204474877321321e-5,0.7732253357927128,NA,NA,NA,NA,NA,NA,-14.389904136249909
Lafratta_et_al_2018,False bay,3Rc,single set of methods,70,71,0.7606263538794316,NA,0.7732072637299517,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,71,72,0.7363362292862715,NA,0.7731897015487751,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,72,73,0.9149187070609317,NA,0.7731726279708083,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,73,74,0.914092203289076,0.003647590451337217,0.7731560228854182,NA,NA,NA,NA,NA,NA,-14.349337557017749
Lafratta_et_al_2018,False bay,3Rc,single set of methods,74,75,0.8985458944979571,NA,0.7731398672706907,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,75,76,0.9262643497473234,NA,0.7731241431207414,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,76,77,0.813459690128535,NA,0.7731088333787705,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,3Rc,single set of methods,77,78,0.7652673560317539,0.005490233325366927,0.7730939218753451,NA,NA,NA,NA,NA,NA,-12.667206817248426
Lafratta_et_al_2018,False bay,3Rc,single set of methods,78,79,0.7019568176345613,NA,0.7730793932714342,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,1,1.5,0.6346697038584017,0.0044461264729078916,1.0018032458425195,NA,NA,NA,NA,NA,NA,-16.488947704081632
Lafratta_et_al_2018,False bay,4Rc,single set of methods,2,2.5,0.5759003044987889,NA,0.8880994671403187,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,3,3.5,1.0491934609809908,0.015989151169967183,0.8557247989046721,NA,NA,NA,NA,NA,NA,-10.88318064927584
Lafratta_et_al_2018,False bay,4Rc,single set of methods,4,4.5,0.5660753176303854,NA,0.8404067568703254,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,5,5.5,0.5893277865522801,0.016716125279727403,0.8314763694415803,NA,NA,NA,NA,NA,NA,-10.418914479098088
Lafratta_et_al_2018,False bay,4Rc,single set of methods,6,6.5,0.6794720410699129,NA,0.8256274768824303,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,7,7.5,0.6329364001421586,0.0072637189992257704,0.8214998239643233,NA,NA,NA,NA,NA,NA,-11.94210263742594
Lafratta_et_al_2018,False bay,4Rc,single set of methods,8,8.5,0.6094971541261494,NA,0.8184310676433278,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,9,9.5,0.7228273542170883,0.004750960363937095,0.8160600620205647,NA,NA,NA,NA,NA,NA,-14.040190606484529
Lafratta_et_al_2018,False bay,4Rc,single set of methods,10,10.5,0.6706167599366952,NA,0.8141731257734643,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,11,11.5,0.822914290758325,0.002725772857938711,0.8126357471077554,NA,NA,NA,NA,NA,NA,-13.4494859899605
Lafratta_et_al_2018,False bay,4Rc,single set of methods,12,12.5,0.7694730145290506,NA,0.8113590263691685,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,13,13.5,0.8682473942308311,0.0050091594895973314,0.8102818534262456,NA,NA,NA,NA,NA,NA,-11.836407998683345
Lafratta_et_al_2018,False bay,4Rc,single set of methods,14,14.5,0.6541854928354168,NA,0.8093608361853666,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,15,15.5,0.8266626255922354,0.00215473487011772,0.8085643132054723,NA,NA,NA,NA,NA,NA,-13.744838298222515
Lafratta_et_al_2018,False bay,4Rc,single set of methods,16,16.5,0.8084505796210583,NA,0.8078686405590452,NA,NA,NA,NA,NA,NA,NA
Lafratta_et_al_2018,False bay,4Rc,single set of methods,17,17.5,0.7722286163147968,0.0036277442766824135,0.8072558051189515,NA,NA,NA,NA,NA,NA,-13.179816491112575
