study_id,site_id,core_id,habitat,habitat_assignment_method
Sanders_et_al_2014,Cubatao,M0655,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2014,Cubatao,M0656,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2015,Moreton Bay,M0695,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2015,Moreton Bay,M0696,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1099,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1100,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1101,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Barwon Heads, Victoria",M1102,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1081,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1082,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1083,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1084,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1085,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,Darwin,M1086,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1087,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1088,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1089,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1090,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1091,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Hinchinbrook Island, QLD",M1092,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1103,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1104,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1105,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1106,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1107,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"New Castle, NSW",M1108,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1093,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1094,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1095,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1096,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1097,mangrove,study is from a habitat specific synthesis
Sanders_et_al_2016_JGR_Biogeoscience,"Seventeen Seventy, QLD",M1098,mangrove,study is from a habitat specific synthesis
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 10 yr,Abu_al_Abyad_10_yr_planted_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 3 yr,Abu_al_Abyad_3_yr_planted_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Abu al Abyad 5 yr,Abu_al_Abyad_5_yr_planted_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Ajman al Zorah,Ajman_al_Zorah_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_1,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_2,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_3,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_4,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_5,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Aryam,Al_Aryam_salt_marsh_6,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Khor,Al_Khor_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Rams,Al_Rams_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Al Shalila,Al_Shalila_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Janoub,Bu_Tinah_Janoub_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Bu Tinah Shamal,Bu_Tinah_Shamal_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_1,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_2,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_3,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_4,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_5,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Eastern Mangrove,Eastern_Mangrove_salt_marsh_6,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_1,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_2,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_3,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_4,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_5,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island,Jubail_Island_salt_marsh_6,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_1,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_2,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_3,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_4,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_5,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_mangrove_6,mangrove,partial text matching used to detect habitat descriptions in site_id or core_id
Schile-Beers_and_Megonigal_2017,Jubail Island East,Jubail_Island_East_salt_marsh_1,marsh,partial text matching used to detect habitat descriptions in site_id or core_id
