study_id,site_id,core_id,depth_min,depth_max,sample_id,dry_bulk_density,fraction_organic_matter,fraction_carbon_modeled,fraction_carbonate,fraction_nitrogen,fraction_carbon_measured,fraction_hydrogen,fraction_sulfur,porewater_salinity
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_35,22.5,30,SJR_2_2019_z_4,0.586,0.2276422764227643,0.09167215281908919,NA,0.005600000000000001,0.0885,0.01973,0.01582,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_x_1,0.5623,0.22174487772637125,0.08899323204184566,0.03938859494415276,0.0052,0.076,0.054150000000000004,0.010820000000000001,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_y_1,0.5531,0.19326720769462052,0.07612955824362083,0.044455544455542756,0.0052,0.0762,0.05361,0.011519999999999999,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_z_1,0.559,0.22598764276352937,0.0909200082899003,0.044642857142859024,0.0052,0.0754,0.04718,0.0111,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_x_1,0.5623,0.21810699588477223,0.08734327422987623,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_y_1,0.5531,0.21428571428571555,0.08561224489795977,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,0,7.5,SJR_3_2019_z_1,0.559,0.21502976190475734,0.08594912685125927,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_x_4,0.593,0.23825503355705582,0.09650601324265078,0.2130872483221409,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_y_4,0.5429,0.23631123919309324,0.09561941383119643,0.03314121037463894,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_z_4,0.57,0.2378516624040948,0.09632198245694487,0.029411764705882016,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_x_4,0.593,0.22255965292841784,0.08936304101712361,NA,0.0049,0.0793,0.02392,0.018779999999999998,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_y_4,0.5429,0.22340425531915017,0.08974649162517032,NA,0.005,0.0816,0.02473,0.01939,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_41,22.5,30,SJR_3_2019_z_4,0.57,0.22113022113022077,0.08871431762340837,NA,0.0049,0.0812,0.02468,0.01933,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_x_1,0.8346,0.1726163578852232,0.06687642078838635,NA,0.004699999999999999,0.0594,0.01787,0.00292,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_y_1,0.8393,0.17258883248730952,0.0668641294545079,NA,0.004699999999999999,0.0592,0.01727,0.00267,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_z_1,0.8379,0.17362428842504737,0.06732658454824664,NA,0.004699999999999999,0.0584,0.016399999999999998,0.00247,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_x_1,0.8346,0.18269230769230918,0.07138332100591782,0.019230769230763257,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_y_1,0.8393,0.18773656320968993,0.07364522438154761,0.018925056775166642,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,0,7.5,SJR_4_2019_z_1,0.8379,0.1842410196987188,0.07207738104029277,0.023174971031294057,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_x_4,0.7681,0.1783536585365762,0.06944083227988881,0.022865853658537497,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_y_4,0.7567,0.17543859649122984,0.06813727300707989,0.02631578947367835,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_z_4,0.7662,0.18425460636516017,0.07208347151727415,0.021775544388603484,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_x_4,0.7681,0.16518218623482128,0.06356080184890908,NA,0.0042,0.059000000000000004,0.02299,0.004050000000000001,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_y_4,0.7567,0.16567342073897023,0.06377963862421851,NA,0.0045000000000000005,0.0603,0.02321,0.00404,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_4_2019,22.5,30,SJR_4_2019_z_4,0.7662,0.15869017632241433,0.06067207456426812,NA,0.0042,0.057,0.02218,0.0037,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_x_1,0.6433,0.3134114583333345,0.13121500288221627,NA,0.0085,0.12050000000000001,0.0489,0.01142,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_y_1,0.6419,0.31114473020675837,0.13015594860906757,NA,0.0088,0.1216,0.052610000000000004,0.011699999999999999,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_z_1,0.6423,0.31075334143377753,0.1299731620453274,NA,0.0084,0.1162,0.05918999999999999,0.01087,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_x_1,0.6433,0.3719806763284987,0.15884321687787167,0.03623188405797288,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_y_1,0.6419,0.3871681415929189,0.1660903261805929,0.02654867256636855,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,0,7.5,SJR_5_2019_z_1,0.6423,0.38324873096445633,0.16421680538019018,0.03299492385788158,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_x_4,0.667,0.21298701298701272,0.085024429077415975,0.037662337662342185,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_y_4,0.6606,0.2138728323699407,0.08542533997126464,0.03468208092486034,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_z_4,0.6631,0.2162698412698316,0.08651077884857208,0.03373015873016838,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_x_4,0.667,0.2196382428940542,0.0880375311312743,NA,0.009000000000000001,0.0799,0.023639999999999998,0.014490000000000001,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_y_4,0.6606,0.21989824759751253,0.08815544994649058,NA,0.011200000000000002,0.08130000000000001,0.02429,0.01459,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_5_2019,22.5,30,SJR_5_2019_z_4,0.6631,0.11098840419657295,0.039637681680848746,NA,0.013999999999999999,0.0802,0.02387,0.013919999999999998,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_x_1,0.5985,0.4708433734939753,0.20663037793583944,NA,0.012,0.1985,0.01435,0.01373,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_y_1,0.5772,0.4682520225545466,0.20535933828581945,NA,0.0124,0.2018,0.052489999999999995,0.01261,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_z_1,0.5832,0.47072478720660366,0.20657219048549208,NA,0.0126,0.20629999999999998,0.06215,0.01195,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_x_1,0.5985,0.4895833333333345,0.21585177951388945,0.024305555555560642,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_y_1,0.5772,0.4891008174386932,0.21561369525351048,0.02588555858310663,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,0,7.5,SJR_6_2019_z_1,0.5832,0.48377281947261397,0.21298703142164616,0.028397565922917693,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_x_4,0.5297,0.3207070707070628,0.13462880063258478,0.022727272727287,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_y_4,0.5284,0.29844961240309575,0.12423862748632661,0.03488372093023756,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_z_4,0.5331,0.3088607594936751,0.12908960743470793,0.015189873417708825,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_x_4,0.5297,0.26506986027944057,0.10879380145895806,NA,0.005699999999999999,0.0964,0.025699999999999997,0.01618,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_y_4,0.5284,0.2639530004196392,0.10827988097252733,NA,0.0058,0.0971,0.02576,0.01581,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_6_2019,22.5,30,SJR_6_2019_z_4,0.5331,0.2653572921019654,0.10892609241783231,NA,0.0059,0.0993,0.0268,0.01635,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_x_1,0.4981,0.5297482837528572,0.2357908875262461,0.023552502453382952,0.0141,0.19,0.059500000000000004,0.0073,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_y_1,0.4976,0.46116504854368273,0.2018883023847644,0.030379746835447176,0.0144,0.1934,0.05033000000000001,0.00655,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_z_1,0.4966,0.46666666666666534,0.20458222222222155,0.028220858895705095,0.0149,0.19829999999999998,0.05531,0.00651,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_x_1,0.4981,0.4710884353741565,0.2067506305243219,0.025510204081633733,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_y_1,0.4976,0.46561886051080675,0.20406880859653992,0.023575638506873862,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,0,7.5,SJR_7_2019_z_1,0.4966,0.48021582733812773,0.2112357991304789,0.017985611510797344,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_x_4,0.3889,NA,NA,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_y_4,0.3992,NA,NA,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_z_4,0.3842,NA,NA,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_x_4,0.3889,0.4661432777232587,0.20432574701861905,0.023552502453382952,0.0496,0.2078,0.03773,0.02674,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_y_4,0.3992,0.45991561181434576,0.2012771279531413,0.030379746835447176,0.0594,0.20370000000000002,0.03765,0.02642,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_7_2019,22.5,30,SJR_7_2019_z_4,0.3842,0.46871165644172536,0.20558471301140796,0.028220858895705095,0.0718,0.1993,0.03749,0.02568,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_x_1,0.7939,0.1932021466905183,0.07610030689865921,NA,0.0051,0.06849999999999999,0.047259999999999996,0.01199,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_y_1,0.7992,0.15812475168851978,0.06042077480601197,NA,0.0052,0.0696,0.036309999999999995,0.01195,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_z_1,0.8083,0.19244157135753173,0.075758399662126,NA,0.0052,0.07,0.03818,0.01229,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_x_1,0.7939,0.20424107142857145,0.0810723578005421,0.01785714285714091,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_y_1,0.7992,0.1928853754940709,0.075957895920886,0.03399209486165808,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,0,7.5,SJR_8_2019_z_1,0.8083,0.19956616052060455,0.07896452585861977,0.034707158351415766,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_x_4,0.8185,0.16491295198010456,0.06344087763170264,0.0315668643581433,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_y_4,0.8048,0.1657458563535892,0.0638119105033415,0.03959484346225263,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_z_4,0.8073,0.15412621359222986,0.05864499776133331,0.036407766990292724,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_x_4,0.8185,0.16631490080202516,0.06406546105858285,NA,0.0034999999999999996,0.0559,0.01727,0.01899,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_y_4,0.8048,0.1621034332898743,0.06219008212328006,NA,0.0033,0.052000000000000005,0.01586,0.01864,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_8_2019,22.5,30,SJR_8_2019_z_4,0.8073,0.16560846560846496,0.06375070014837181,NA,0.0036,0.0554,0.01755,0.01955,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,0,7.5,SJR_9_2019_x_1,0.6301,0.26032315978456005,0.1066108931857959,0.027528426092160076,0.0076,0.1143,0.03299,0.01347,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,0,7.5,SJR_9_2019_y_1,0.6063,0.263573085846867,0.10810510623866115,0.02877030162412876,0.0076,0.1072,0.03928,0.013049999999999999,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,0,7.5,SJR_9_2019_z_1,0.6162,NA,NA,NA,0.0075,0.11019999999999999,0.03881,0.01288,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,22.5,30,SJR_9_2019_x_4,0.6159,0.29681978798586683,0.12348067774600807,0.03533568904593279,0.0208,0.11359999999999999,0.02561,0.01862,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,22.5,30,SJR_9_2019_y_4,0.6199,0.2854785478547798,0.11821732074197251,0.03795379537953745,0.026600000000000002,0.12119999999999999,0.027290000000000002,0.02007,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_9_2019,22.5,30,SJR_9_2019_z_4,0.6137,0.2871736662883154,0.11900279838848177,0.03064699205448274,0.0351,0.1215,0.0278,0.01968,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,0,7.5,SJR_10_2019_x_1,0.6811,0.2476601871850267,0.10080377086031887,0.026277897768178043,0.0075,0.1018,0.06802,0.00932,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,0,7.5,SJR_10_2019_y_1,0.7388,0.24501424501424396,0.09959336369022932,0.025284900284901518,0.0076,0.1017,0.05152,0.00977,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,0,7.5,SJR_10_2019_z_1,0.7097,0.2518867924528289,0.10273941438234187,0.020283018867927473,0.0074,0.10279999999999999,0.04479,0.009389999999999999,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,22.5,30,SJR_10_2019_x_4,0.6924,0.22170686456400954,0.08897598108226351,0.03710575139146155,0.0075,0.1018,0.06802,0.00932,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,22.5,30,SJR_10_2019_y_4,0.6738,0.22288642186166105,0.08951138202548106,0.034158838599483925,0.0076,0.1017,0.05152,0.00977,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_10_2019,22.5,30,SJR_10_2019_z_4,0.6878,0.23083131557708367,0.0931229329805297,0.02663438256658106,0.0074,0.10279999999999999,0.04479,0.009389999999999999,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,0,7.5,SJR_1_2019_x_1,0.777,0.18901098901098823,0.07421728776717751,0.02307692307692304,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,0,7.5,SJR_1_2019_y_1,0.8542,0.16718106995884655,0.06445149420396565,0.023662551440328906,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,0,7.5,SJR_1_2019_z_1,0.8506,0.16863259065093858,0.06509865501063902,0.022280471821754796,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,22.5,30,SJR_1_2019_x_4,0.8188,0.09790861862261785,0.033928899662565716,0.012788064473159342,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,22.5,30,SJR_1_2019_y_4,0.9001,0.08313136209403775,0.027509704370497032,0.011875908870577127,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_18,22.5,30,SJR_1_2019_z_4,0.8964,0.06872037914691913,0.02128074391860008,0.012796208530805313,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,0,7.5,SJR_2_2019_x_1,1.0902,0.11037654498419144,0.03937006608286049,0.012934751365335354,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,0,7.5,SJR_2_2019_y_1,1.0768,0.12088552286629792,0.043974190039972126,0.011942907078357741,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,0,7.5,SJR_2_2019_z_1,1.0743,0.11196267910696367,0.04006392537597956,0.015328223925357981,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,22.5,30,SJR_2_2019_x_4,0.9462,0.09807023093957526,0.033999282220105266,0.011072445428661313,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,22.5,30,SJR_2_2019_y_4,0.9235,0.09525065963060739,0.03277190662833058,0.012137203166226733,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_34,22.5,30,SJR_2_2019_z_4,0.941,0.10463202445332755,0.036860223974899825,0.011756407241946609,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,0,7.5,SJR_3_2019_x_1,0.8873,0.10438024231127406,0.03675032940193344,0.015843429636529342,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,0,7.5,SJR_3_2019_y_1,0.8541,0.09941804073714933,0.03458640721531686,0.016973811833170892,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,0,7.5,SJR_3_2019_z_1,0.9034,0.10856183547845594,0.03857667247349135,0.013989927252375498,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,22.5,30,SJR_3_2019_x_4,1.0022,0.11417042487538538,0.04103033043033797,0.010681224780441907,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,22.5,30,SJR_3_2019_y_4,1.0059,0.11612903225806404,0.041888283038501346,0.010445468509984856,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_40,22.5,30,SJR_3_2019_z_4,0.9813,0.11801510248112093,0.04271499791116049,0.009708737864078042,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,0,7.5,SJR_1_2019_x_1,0.7784,0.15303615303615203,0.05816130517429175,0.021411021411021428,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,0,7.5,SJR_1_2019_y_1,0.8007,0.15142857142857077,0.057448293877550724,0.021587301587302002,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,0,7.5,SJR_1_2019_z_1,0.7852,0.15103976650857157,0.057275904519063954,0.022254651587012036,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,22.5,30,SJR_1_2019_x_4,0.82,0.1395195788088177,0.05217820543096551,0.022704837117472506,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,22.5,30,SJR_1_2019_y_4,0.8025,0.1402714932126704,0.052510329436334546,0.024364775495999157,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_19,22.5,30,SJR_1_2019_z_4,0.8065,0.14064080944350932,0.052673488734505905,0.0219224283305226,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,0,7.5,SJR_2_2019_x_1,0.8806,0.13751730502999437,0.05129420009714836,0.01984310106137398,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,0,7.5,SJR_2_2019_y_1,0.8937,0.1305290546400695,0.048213531727256294,0.01908065915004127,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,0,7.5,SJR_2_2019_z_1,0.8836,0.1352313167259795,0.05028566000937208,0.02001779359430285,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,22.5,30,SJR_2_2019_x_4,0.7857,0.14161129568106498,0.05310233365249914,0.02450166112956632,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,22.5,30,SJR_2_2019_y_4,0.7981,0.13994778067885,0.05236733388324907,0.025587467362925,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_33,22.5,30,SJR_2_2019_z_4,0.7989,0.13903966597077447,0.05196626949847762,0.025052192066803033,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,0,7.5,SJR_3_2019_x_1,0.831,0.1343893714869695,0.0499144026304952,NA,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,0,7.5,SJR_3_2019_y_1,0.8197,0.13295454545454544,0.04928195506198346,0.022348484848483282,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,0,7.5,SJR_3_2019_z_1,0.8389,0.13304184884447215,0.04932042824577547,0.025608994378514646,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,22.5,30,SJR_3_2019_x_4,0.8249,0.13114754098360343,0.04848589088954444,0.028373266078185213,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,22.5,30,SJR_3_2019_y_4,0.8419,0.12739726027397308,0.04683527115781593,0.02671232876712172,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_39,22.5,30,SJR_3_2019_z_4,0.8474,0.12644341801385472,0.04641578639280079,0.030600461893764985,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,0,7.5,SJR_1_2019_x_1,0.7613,0.2263978001833201,0.09110641520783841,0.08982584784601536,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,0,7.5,SJR_1_2019_y_1,0.742,0.2266928361138325,0.09124051750787812,0.03434739941118595,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,0,7.5,SJR_1_2019_z_1,0.7382,0.2297762478485364,0.09264278752580987,0.03356282271945506,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,22.5,30,SJR_1_2019_x_4,0.6579,0.17235345581801723,0.06675902771558384,0.03587051618547867,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,22.5,30,SJR_1_2019_y_4,0.6892,0.16512915129151376,0.06353717780259022,0.0350553505535059,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_1_2019_17,22.5,30,SJR_1_2019_z_4,0.6671,0.1551685139108816,0.0591076621669702,0.03279800950011696,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,0,7.5,SJR_2_2019_x_1,0.6149,0.2987012987012943,0.12435570922583702,0.0269016697588158,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,0,7.5,SJR_2_2019_y_1,0.6023,0.2974186307519581,0.12375912384853371,0.026936026936033884,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,0,7.5,SJR_2_2019_z_1,0.6148,0.29897785349233325,0.12448437032930965,0.02981260647359317,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,22.5,30,SJR_2_2019_x_4,0.5818,0.20683533067021653,0.08224345740915703,0.023524189968930697,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,22.5,30,SJR_2_2019_y_4,0.6237,0.15396530359355526,0.058573586101475276,0.019826517967782478,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_2_2019_32,22.5,30,SJR_2_2019_z_4,0.5873,0.28405650857719605,0.11755870951581446,0.03834510595358251,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,0,7.5,SJR_3_2019_x_1,0.521,0.3085106382978672,0.12892621095518092,0.018912529550825338,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,0,7.5,SJR_3_2019_y_1,0.5389,0.3115727002967397,0.13035584534512235,0.024727992087037676,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,0,7.5,SJR_3_2019_z_1,0.5381,0.30447193149381513,0.12704271678189666,0.027592768791630272,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,22.5,30,SJR_3_2019_x_4,0.6748,0.1751999999999967,0.06803063295999853,0.03920000000000101,NA,NA,NA,NA,NA
StLaurent_et_al_2020,St Jones Reserve,SJR_3_2019_38,22.5,30,SJR_3_2019_y_4,0.6593,0.1714939024390244,0.06637528466128792,0.04115853658536478,NA,NA,NA,NA,NA
