study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit
Weston_et_al_2023,Delaware,DEL_3,single set of methods,3.204,4.272,0.3218645998485824,0.24008395442474095,1.343496e-8,7.492098e-9,microcuriesPerGram,3.978643e-6,7.645649e-7,microcuriesPerGram,5.875686e-7,3.070923e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_3,single set of methods,4.272,5.34,0.2983654400943035,0.23702788563360389,1.084522e-7,4.251281e-9,microcuriesPerGram,4.095419e-6,7.930823e-7,microcuriesPerGram,3.590588e-7,1.899631e-8,microcuriesPerGram,3.968555e-7,2.823653e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,5.34,6.408,0.34606159812821674,0.2598099958694758,1.095369e-7,1.881823e-8,microcuriesPerGram,4.850021e-6,9.314384e-7,microcuriesPerGram,4.142753e-7,5.90597e-8,microcuriesPerGram,1.38686e-8,2.876868e-9,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,6.408,7.476,0.2996284962487931,0.25644215390083486,NA,NA,NA,4.788675e-6,9.281957e-7,microcuriesPerGram,4.13621e-7,3.353358e-8,microcuriesPerGram,5.363036e-7,2.663855e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,7.476,8.544,0.29954008231797885,0.2754714593089482,1.475383e-7,2.138893e-8,microcuriesPerGram,3.773339e-6,7.637241e-7,microcuriesPerGram,3.748551e-7,4.243915e-8,microcuriesPerGram,4.822212e-7,5.207277e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,8.544,9.612,0.28494862609323784,0.2572497123130034,6.340554e-8,1.803608e-8,microcuriesPerGram,1.039414e-6,1.181344e-6,microcuriesPerGram,3.202518e-7,1.835657e-8,microcuriesPerGram,2.571484e-7,2.500207e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,9.612,10.68,0.3007810349897649,0.27352688314264967,5.454207e-8,1.615514e-8,microcuriesPerGram,1.96398e-6,4.379679e-7,microcuriesPerGram,4.734871e-7,1.005315e-7,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_3,single set of methods,10.68,11.748,0.3550103509827754,0.27443078782994146,NA,NA,NA,1.635759e-6,3.760132e-7,microcuriesPerGram,4.251433e-7,1.843698e-8,microcuriesPerGram,2.631592e-8,1.158835e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,11.748,12.816,0.31646819242852564,0.2724961870869341,1.956805e-7,2.109706e-8,microcuriesPerGram,2.376608e-6,4.775911e-7,microcuriesPerGram,3.850772e-7,2.039143e-8,microcuriesPerGram,5.319405e-7,6.765523e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,12.816,13.884,0.31152648522408505,0.21758594960684124,6.095093e-8,1.577253e-8,microcuriesPerGram,1.483235e-6,2.922537e-7,microcuriesPerGram,2.870408e-7,1.974695e-8,microcuriesPerGram,7.150081e-9,1.981963e-9,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,13.884,14.952,0.4137519350877,0.2195689166193988,6.549167e-8,1.034479e-7,microcuriesPerGram,1.37524e-6,2.906327e-7,microcuriesPerGram,2.542411e-7,1.360424e-8,microcuriesPerGram,1.907809e-7,1.964951e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,14.952,16.02,0.3398378889269692,0.23724113517021653,4.954769e-8,1.252031e-7,microcuriesPerGram,1.270105e-6,4.423856e-7,microcuriesPerGram,4.438639e-7,2.593615e-8,microcuriesPerGram,2.867743e-7,2.677065e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,16.02,17.088,0.29319954042244106,0.24494573313470944,NA,NA,NA,1.25974e-6,4.501749e-7,microcuriesPerGram,NA,NA,NA,2.316585e-7,1.589785e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,17.088,18.156,0.3141315385427198,0.264498488991222,NA,NA,NA,1.493105e-6,3.155722e-7,microcuriesPerGram,3.465375e-7,2.870783e-8,microcuriesPerGram,2.266599e-7,1.382517e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,18.156,19.224,0.3611582768147535,0.21042625575345225,1.47717e-7,1.908233e-8,microcuriesPerGram,1.197777e-6,3.102302e-7,microcuriesPerGram,3.028622e-7,1.75024e-8,microcuriesPerGram,3.614591e-7,2.819254e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,19.224,20.292,0.3441480680541649,0.20803963632648903,9.89842e-8,1.779532e-8,microcuriesPerGram,2.298807e-6,4.974862e-7,microcuriesPerGram,4.301147e-7,1.885883e-8,microcuriesPerGram,3.161161e-7,1.258068e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,20.292,21.36,0.32434334755176814,0.21466989774809375,2.353568e-7,9.383598e-9,microcuriesPerGram,1.816759e-6,4.092071e-7,microcuriesPerGram,3.350291e-7,2.642491e-8,microcuriesPerGram,1.012409e-7,3.980432e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,21.36,22.428,0.31517355987017376,0.1901412382068889,3.315931e-7,2.706832e-8,microcuriesPerGram,1.749346e-6,3.532766e-7,microcuriesPerGram,1.892738e-7,1.926553e-7,microcuriesPerGram,3.080302e-7,3.073701e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,22.428,23.496,0.30044632510882513,0.21049344159900063,2.751789e-7,2.6608e-8,microcuriesPerGram,7.086769e-7,4.781471e-7,microcuriesPerGram,3.895464e-7,1.598183e-8,microcuriesPerGram,3.593505e-7,2.414427e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,23.496,24.564,0.3782190078215217,0.20252090655678104,3.129219e-7,2.254023e-8,microcuriesPerGram,1.100167e-6,2.263333e-7,microcuriesPerGram,2.777238e-7,7.817553e-8,microcuriesPerGram,2.332977e-7,2.223737e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,24.564,25.632,0.31014712264870287,0.23999027805021492,4.282594e-7,1.1466e-7,microcuriesPerGram,2.397452e-6,5.606241e-7,microcuriesPerGram,5.981149e-7,2.341498e-8,microcuriesPerGram,7.035305e-7,5.6893e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,25.632,26.7,0.31014712264870287,0.23999027805021492,4.875032e-7,4.695283e-8,microcuriesPerGram,8.661651e-7,2.662417e-7,microcuriesPerGram,3.716501e-7,4.249884e-8,microcuriesPerGram,1.833628e-7,2.117026e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,26.7,27.768,0.31014712264870287,0.23999027805021492,9.974577e-7,3.253801e-8,microcuriesPerGram,1.544235e-6,3.811633e-7,microcuriesPerGram,3.898064e-7,2.719078e-8,microcuriesPerGram,1.532526e-9,9.750448e-10,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,27.768,28.836,0.31014712264870287,0.23999027805021492,1.193713e-6,5.242159e-8,microcuriesPerGram,1.058184e-6,8.732264e-7,microcuriesPerGram,3.948309e-7,1.589607e-8,microcuriesPerGram,3.753921e-7,3.077183e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,28.836,29.904,0.31014712264870287,0.23999027805021492,5.882851e-7,3.015243e-8,microcuriesPerGram,1.49685e-6,3.701547e-7,microcuriesPerGram,3.489305e-7,2.436716e-8,microcuriesPerGram,5.82636e-8,1.324414e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,29.904,30.972,0.31014712264870287,0.23999027805021492,3.312544e-7,2.587499e-7,microcuriesPerGram,1.35569e-6,2.890878e-7,microcuriesPerGram,3.675597e-7,1.724604e-8,microcuriesPerGram,3.893052e-7,2.475757e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,30.972,32.04,0.31014712264870287,0.23999027805021492,5.548359e-7,3.085363e-8,microcuriesPerGram,1.330616e-6,3.203849e-7,microcuriesPerGram,4.394207e-7,2.797827e-8,microcuriesPerGram,2.709961e-7,5.124755e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,32.04,33.108,0.31014712264870287,0.23999027805021492,4.157508e-7,1.635118e-8,microcuriesPerGram,1.454468e-6,2.984645e-7,microcuriesPerGram,4.464335e-7,9.201249e-9,microcuriesPerGram,5.002926e-7,2.638552e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,33.108,34.176,0.31014712264870287,0.23999027805021492,4.119492e-7,2.387041e-8,microcuriesPerGram,1.373363e-6,2.878981e-7,microcuriesPerGram,4.863044e-7,1.265426e-8,microcuriesPerGram,6.060139e-7,6.505834e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,34.176,35.244,0.31014712264870287,0.23999027805021492,1.339239e-7,1.629754e-7,microcuriesPerGram,5.75298e-7,4.123936e-7,microcuriesPerGram,4.593121e-7,4.178842e-8,microcuriesPerGram,3.594705e-7,3.203333e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,35.244,36.312,0.31014712264870287,0.23999027805021492,1.775038e-7,4.349921e-8,microcuriesPerGram,1.117259e-6,4.09625e-7,microcuriesPerGram,4.28093e-7,2.973908e-8,microcuriesPerGram,4.056221e-7,4.021518e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,36.312,37.38,0.31014712264870287,0.23999027805021492,2.331932e-7,2.409794e-8,microcuriesPerGram,1.200727e-6,4.146125e-7,microcuriesPerGram,3.895481e-7,2.045627e-8,microcuriesPerGram,2.81364e-7,1.403275e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,41.652,42.72,0.31014712264870287,0.23999027805021492,1.138086e-7,3.407957e-8,microcuriesPerGram,1.683617e-7,3.899267e-7,microcuriesPerGram,4.586306e-7,2.475502e-8,microcuriesPerGram,4.098042e-7,2.799598e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_3,single set of methods,52.332,53.4,0.31014712264870287,0.23999027805021492,NA,NA,NA,5.01941e-8,2.549564e-7,microcuriesPerGram,4.006458e-7,3.188127e-8,microcuriesPerGram,2.966963e-7,3.033381e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,0,1.058,0.14848803916218248,0.2875077176373747,1.861249e-8,4.540543e-8,microcuriesPerGram,7.539104e-6,1.435013e-6,microcuriesPerGram,5.253526e-7,1.471003e-8,microcuriesPerGram,2.405964e-7,4.336913e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,1.058,2.116,0.23531683450256935,0.2454232622161037,1.438659e-8,5.384438e-9,microcuriesPerGram,4.742681e-6,1.029659e-6,microcuriesPerGram,1.838799e-7,2.596418e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_5,single set of methods,2.116,3.174,0.25346379380219863,0.2582027168234062,1.128774e-7,2.228236e-8,microcuriesPerGram,3.935212e-6,8.03831e-7,microcuriesPerGram,2.87913e-7,4.000279e-8,microcuriesPerGram,2.874776e-7,2.962212e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,3.174,4.232,0.3545998577325663,0.21529863196529855,8.643202e-8,4.830941e-9,microcuriesPerGram,3.407171e-6,6.863457e-7,microcuriesPerGram,3.961747e-7,2.279528e-8,microcuriesPerGram,3.578929e-7,3.343231e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,4.232,5.29,0.4032717266458227,0.19804234008650076,1.207034e-7,1.301547e-8,microcuriesPerGram,4.474172e-6,8.576415e-7,microcuriesPerGram,4.412545e-7,1.087101e-8,microcuriesPerGram,3.209204e-7,9.61676e-9,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,5.29,6.348,0.3284198612903833,0.2320846905537456,NA,NA,NA,3.486779e-6,6.639343e-7,microcuriesPerGram,2.649908e-7,1.244381e-8,microcuriesPerGram,6.176977e-7,4.960048e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,6.348,7.406,0.28849149860658113,0.2246134020618562,1.860015e-7,3.03166e-8,microcuriesPerGram,2.785136e-6,8.654065e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_5,single set of methods,7.406,8.464,0.33282476962916574,0.20598032380509745,5.131332e-9,1.110995e-7,microcuriesPerGram,4.219371e-6,8.37377e-7,microcuriesPerGram,NA,NA,NA,2.733969e-7,4.329658e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,9.522,10.58,0.33513300475149543,0.23450388875795403,1.445434e-7,2.163014e-8,microcuriesPerGram,2.903826e-6,6.667527e-7,microcuriesPerGram,4.319621e-7,2.513875e-8,microcuriesPerGram,1.528455e-7,1.027536e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,10.58,11.638,0.3204184005516918,0.22936378466557963,2.138714e-7,2.81158e-8,microcuriesPerGram,2.967729e-6,5.674234e-7,microcuriesPerGram,4.774859e-7,3.533208e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_5,single set of methods,11.638,12.696,0.3289029802694756,0.2518639566949239,NA,NA,NA,3.543699e-6,7.639598e-7,microcuriesPerGram,4.615972e-7,2.815348e-8,microcuriesPerGram,3.090026e-7,4.534041e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,14.812,15.87,0.31309267485565206,0.22638026514515883,2.754479e-7,1.712014e-8,microcuriesPerGram,2.898778e-6,6.152735e-7,microcuriesPerGram,3.806939e-7,2.221049e-8,microcuriesPerGram,4.27963e-7,3.327749e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,17.986,19.044,0.2920943662872627,0.26196208245561126,3.57e-7,9.88824e-9,microcuriesPerGram,3.56e-6,6.738545e-7,microcuriesPerGram,3.12e-7,4.938586e-8,microcuriesPerGram,4.68e-7,5.588328e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,25.392,26.45,0.232238135126001,0.247496105052304,8.341997e-7,4.780286e-8,microcuriesPerGram,2.086898e-6,4.071964e-7,microcuriesPerGram,4.007536e-7,3.676941e-8,microcuriesPerGram,6.826463e-7,1.152241e-7,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,26.45,27.508,0.3001274034298165,0.2476256259713346,1.276236e-6,6.210618e-8,microcuriesPerGram,1.72893e-6,5.436731e-7,microcuriesPerGram,4.078671e-7,3.090365e-8,microcuriesPerGram,4.041393e-7,2.991041e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,27.508,28.566,0.15363499299172756,0.2671920877762328,2.597293e-6,1.31325e-7,microcuriesPerGram,3.00844e-6,5.695777e-7,microcuriesPerGram,1.879878e-7,2.38718e-7,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_5,single set of methods,28.566,29.624,0.24015433957426452,0.2364883033073411,1.337633e-6,4.647087e-8,microcuriesPerGram,1.824151e-6,5.472554e-7,microcuriesPerGram,3.300512e-7,3.383222e-8,microcuriesPerGram,4.440912e-7,4.710494e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,29.624,30.682,0.24121530674403577,0.2100177981184852,1.500087e-6,6.171592e-8,microcuriesPerGram,1.306335e-6,6.177981e-7,microcuriesPerGram,5.662945e-7,6.557642e-8,microcuriesPerGram,3.010617e-7,5.220998e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,30.682,31.74,0.27477470876882415,0.1828618286182861,8.700657e-7,4.059205e-8,microcuriesPerGram,1.637949e-6,4.409382e-7,microcuriesPerGram,4.173255e-7,3.965049e-8,microcuriesPerGram,6.360195e-7,4.076768e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_5,single set of methods,41.262,42.32,0.3985921035934388,0.17689732142857126,3.146576e-8,5.149999e-9,microcuriesPerGram,5.01777e-7,3.649501e-7,microcuriesPerGram,4.697914e-7,1.935447e-8,microcuriesPerGram,5.363743e-7,4.29767e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,0,1.032,0.17459540987548233,0.17155290884104468,8.038695e-8,5.242403e-8,microcuriesPerGram,4.448431e-6,9.539249e-7,microcuriesPerGram,5.538424e-7,4.227051e-8,microcuriesPerGram,5.719382e-7,2.504813e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,1.032,2.064,0.14114652526421176,0.17019172245891662,1.100384e-7,2.943613e-8,microcuriesPerGram,3.599778e-6,8.806765e-7,microcuriesPerGram,6.406707e-7,1.303802e-7,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_9,single set of methods,2.064,3.096,0.2671900565611142,0.1647567567567563,1.135228e-8,1.041895e-7,microcuriesPerGram,3.758056e-6,7.409514e-7,microcuriesPerGram,5.274015e-7,5.410503e-8,microcuriesPerGram,4.820103e-7,2.582345e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,3.096,4.128,0.24053957170138388,0.17422526180807882,3.901369e-8,5.934579e-9,microcuriesPerGram,3.665002e-6,7.172145e-7,microcuriesPerGram,5.845488e-7,4.41889e-8,microcuriesPerGram,6.75713e-7,4.588586e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,4.128,5.16,0.23874603196200864,0.1699224360815858,1.019516e-7,2.358501e-8,microcuriesPerGram,3.802195e-6,8.039393e-7,microcuriesPerGram,4.806499e-7,3.794959e-8,microcuriesPerGram,5.78457e-7,8.307564e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,5.16,6.192,0.17837826305817864,0.18651794374393743,NA,NA,NA,4.671809e-6,9.159175e-7,microcuriesPerGram,7.332291e-7,3.742308e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_9,single set of methods,6.192,7.224,0.22040645659881977,0.17045946179804383,NA,NA,NA,3.560244e-6,1.113083e-6,microcuriesPerGram,4.444019e-7,6.836567e-8,microcuriesPerGram,2.572074e-8,1.072175e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,7.224,8.256,0.19149825886293925,0.18809059547022652,NA,NA,NA,3.519324e-6,7.921928e-7,microcuriesPerGram,4.647543e-7,1.931258e-7,microcuriesPerGram,6.199861e-7,4.885173e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,8.256,9.288,0.20770642696542696,0.18723887140867615,NA,NA,NA,3.587108e-6,7.959769e-7,microcuriesPerGram,6.875501e-7,4.923502e-8,microcuriesPerGram,5.346168e-8,1.398365e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,9.288,10.32,0.2012174759717367,0.1863605091159274,1.122716e-8,9.112737e-8,microcuriesPerGram,3.752818e-6,8.109229e-7,microcuriesPerGram,3.357873e-7,3.777227e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_9,single set of methods,10.32,11.352,0.26300618304936746,0.20079641612742632,1.128488e-7,2.318694e-8,microcuriesPerGram,4.413176e-6,8.956552e-7,microcuriesPerGram,5.582979e-7,2.78021e-8,microcuriesPerGram,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_9,single set of methods,11.352,12.384,0.309594009307716,0.22521767171880072,NA,2.139881e-8,NA,3.757453e-6,7.169638e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Delaware,DEL_9,single set of methods,12.384,13.416,0.3616919180400253,0.20969685732826515,4.879938e-8,1.726494e-7,microcuriesPerGram,4.295367e-6,1.014365e-6,microcuriesPerGram,4.36802e-7,2.828876e-8,microcuriesPerGram,5.104541e-7,4.669002e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,13.416,14.448,0.21246183338708025,0.18136599851521892,1.387667e-7,1.856712e-8,microcuriesPerGram,3.448393e-6,7.049978e-7,microcuriesPerGram,4.507066e-7,4.040811e-8,microcuriesPerGram,4.794391e-7,3.886481e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,14.448,15.48,0.3181417418332243,0.18229924593200172,6.625736e-8,4.258695e-8,microcuriesPerGram,2.726483e-6,8.603719e-7,microcuriesPerGram,4.250438e-7,2.406216e-8,microcuriesPerGram,4.111539e-7,3.382311e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,15.48,16.512,0.4583093985777066,0.1617253741535306,1.4320220000000001e-08,9.690853e-8,microcuriesPerGram,3.446802e-6,6.622681e-7,microcuriesPerGram,5.556249e-7,2.474405e-8,microcuriesPerGram,4.204458e-7,5.172527e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,16.512,17.544,0.3219751172621002,0.1614433762017727,NA,NA,NA,3.447966e-6,7.129942e-7,microcuriesPerGram,6.730691e-7,NA,microcuriesPerGram,1.455183e-7,5.000404e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,17.544,18.576,0.2598769614266195,0.2863575717144762,9.900678e-8,1.948632e-8,microcuriesPerGram,2.047948e-6,1.321606e-6,microcuriesPerGram,5.198481e-7,2.995499e-8,microcuriesPerGram,5.061129e-8,1.287727e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,18.576,19.608,0.3296355528390795,0.15149065664970796,4.643713e-8,2.503836e-9,microcuriesPerGram,2.405787e-6,8.50961e-7,microcuriesPerGram,5.474492e-7,1.68325e-8,microcuriesPerGram,5.588473e-7,6.398179e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,19.608,20.64,0.494843297846318,0.14703353396388644,6.257818e-8,1.08145e-8,microcuriesPerGram,3.213454e-6,6.406436e-7,microcuriesPerGram,5.006813e-7,1.700077e-8,microcuriesPerGram,4.340409e-7,9.053237e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,20.64,21.672,0.4041748117962827,0.1241254664179106,7.636116e-8,1.473152e-8,microcuriesPerGram,2.246329e-6,4.868642e-7,microcuriesPerGram,4.680015e-7,2.613299e-8,microcuriesPerGram,4.284625e-7,3.10486e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,21.672,22.704,0.26799209721921513,0.1345968297725704,1.211818e-7,4.158759e-8,microcuriesPerGram,2.4399e-6,5.516247e-7,microcuriesPerGram,4.450504e-7,3.006982e-8,microcuriesPerGram,8.647368e-8,1.50515e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,22.704,23.736,0.30809413012425957,0.13280599500416365,1.062765e-7,1.886937e-8,microcuriesPerGram,2.774261e-6,5.493235e-7,microcuriesPerGram,5.390403e-7,2.663225e-8,microcuriesPerGram,5.279752e-7,4.505972e-8,microcuriesPerGram
Weston_et_al_2023,Delaware,DEL_9,single set of methods,23.736,24.768,0.2756556904365807,0.14955008552093363,7.934392e-8,1.831402e-8,microcuriesPerGram,2.767971e-6,7.178853e-7,microcuriesPerGram,4.920943e-7,2.793162e-8,microcuriesPerGram,NA,NA,NA
