study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,cs137_activity,cs137_activity_se,cs137_unit,total_pb210_activity,total_pb210_activity_se,pb210_unit,pb214_activity,pb214_activity_se,pb214_unit,bi214_activity,bi214_activity_se,bi214_unit
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,17.142857142857142,18.571428571428573,0.3810186941235618,0.133338310401209,1.7523316062176165e-8,1.6536476683937825e-8,microcuriesPerGram,1.4432405203130592e-6,1.976475179843055e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,20,21.42857142857143,0.39176123792568535,0.13604287701649098,2.0769901853871317e-8,1.6344165757906222e-8,microcuriesPerGram,1.140272633593244e-6,2.021736499312835e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,22.857142857142858,24.285714285714285,0.39176123792568535,0.145387192098653,6.567586206896552e-9,1.44548275862069e-8,microcuriesPerGram,1.1333019441855649e-6,1.7044412408097753e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,25.714285714285715,27.142857142857142,0.34378336329971954,0.123205749588296,1.1796862745098038e-8,1.2355294117647061e-8,microcuriesPerGram,9.90247600541718e-7,1.5799723743351193e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,28.571428571428573,30,0.34378336329971954,0.117783745584527,0,1.1270007007708481e-8,microcuriesPerGram,1.1128025362433209e-6,1.401948769021299e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,42.85714285714286,44.285714285714285,0.3285583018975509,0.09373908872942298,0,1.1928829479768788e-8,microcuriesPerGram,8.025366406869297e-7,1.424189046344032e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,57.142857142857146,60,0.3572972757578802,0.08497714349621299,0,1.2865694006309149e-8,microcuriesPerGram,1.0607265388416807e-6,1.547292067303897e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,71.42857142857143,74.28571428571429,0.33184464474520337,0.09320210051147898,0,1.2887080536912752e-8,microcuriesPerGram,8.408077750569362e-7,1.5895270795123984e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_3,single set of methods,85.71428571428572,88.57142857142857,0.34018905407577676,0.111782906129625,0,1.3938793879387937e-8,microcuriesPerGram,9.333506548853084e-7,1.6800311787935557e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,0,1.162790697674419,0.3302959237272936,0.121205893313528,1.157514450867052e-7,1.724267822736031e-8,microcuriesPerGram,4.681463737340422e-6,2.222441311735628e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,1.162790697674419,2.3255813953488373,0.1606905664746884,0.12083584316159598,1.1987755102040814e-7,1.8808061224489795e-8,microcuriesPerGram,4.825712191783619e-6,2.358843537414966e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,2.3255813953488373,3.488372093023256,0.2451622694496308,0.120465793009664,1.399469964664311e-7,1.6604946996466432e-8,microcuriesPerGram,4.7526545980609585e-6,2.104966052625063e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,3.488372093023256,4.651162790697675,0.34150547849309915,0.11370206604389448,1.4036123348017622e-7,1.6859030837004407e-8,microcuriesPerGram,4.47250664761678e-6,2.0944328138711398e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,4.651162790697675,5.813953488372094,0.3252163144188795,0.106938339078125,1.6055987558320378e-7,1.5765318818040437e-8,microcuriesPerGram,4.487161150263795e-6,1.900801948916257e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,5.813953488372094,6.976744186046512,0.3235944536759849,0.1058444513143265,1.3538461538461537e-7,1.6784615384615384e-8,microcuriesPerGram,4.424962992378722e-6,2.0377329576767778e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,6.976744186046512,8.13953488372093,0.403232850556676,0.104750563550528,1.5942264988897117e-7,1.5428423390081423e-8,microcuriesPerGram,4.0143539172036586e-6,1.8106341908155378e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,8.13953488372093,9.30232558139535,0.3660060747162703,0.102755500676768,1.6856722276741906e-7,1.90577036310108e-8,microcuriesPerGram,4.555862290160621e-6,2.25877097657029e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,9.30232558139535,10.465116279069768,0.3089592767186506,0.100760437803008,1.544364937388193e-7,1.7600983899821107e-8,microcuriesPerGram,4.074820571913595e-6,2.068844616082988e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,10.465116279069768,11.627906976744187,0.29068944056264046,0.097104346852352,1.8627906976744185e-7,1.9833771486349845e-8,microcuriesPerGram,4.06672154965886e-6,2.2812246017503857e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,11.627906976744187,12.790697674418606,0.33898899018787126,0.093448255901696,1.676584507042254e-7,1.8262235915492956e-8,microcuriesPerGram,3.788735919017609e-6,1.9955791508938517e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,12.79069767441862,13.95348837209304,0.3820662160231111,0.093761407950752,1.6967071057192378e-7,1.7306412478336226e-8,microcuriesPerGram,3.6018091314885074e-6,2.0674685192124538e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,13.95348837209304,15.11627906976746,0.3605860058989125,0.094074559999808,1.563000852514919e-7,1.7762063086104007e-8,microcuriesPerGram,3.4509973528515724e-6,1.956304930249943e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,15.11627906976746,16.27906976744188,0.32466794173447344,0.0971842205702165,1.5071428571428574e-7,1.7078571428571433e-8,microcuriesPerGram,3.4020251190195008e-6,1.895314505918438e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,16.27906976744188,17.4418604651163,0.34973150527006186,0.100293881140625,1.7627324171382381e-7,1.70373484236055e-8,microcuriesPerGram,3.5074484346917653e-6,1.874731188342749e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,17.4418604651163,18.60465116279072,0.38429667861676864,0.098557533473051,1.5992812219227316e-7,1.913539982030548e-8,microcuriesPerGram,3.516190269334923e-6,2.0703421863013054e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,18.60465116279072,19.76744186046514,0.36661062170591174,0.09682118580547698,2.090019569471624e-7,2.1030821917808222e-8,microcuriesPerGram,2.9122872872872867e-6,2.1077997640497638e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,19.76744186046514,20.93023255813956,0.3442422072563617,0.09973392023725,2.2624134520276958e-7,2.075786350148368e-8,microcuriesPerGram,3.192881308608312e-6,2.1766524189867415e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,20.93023255813956,22.09302325581398,0.28358730173303676,0.102646654669023,2.203127792672029e-7,1.9144146559428064e-8,microcuriesPerGram,3.0475683458257183e-6,1.9766543800279276e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,22.09302325581398,23.2558139534884,0.2483732105432044,0.103377721681446,2.0828007518796994e-7,2.0217387218045113e-8,microcuriesPerGram,2.6546077327327323e-6,2.0702678124553126e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,23.2558139534884,24.41860465116282,0.3545922060342615,0.104108788693869,2.0293956043956042e-7,1.9519688644688643e-8,microcuriesPerGram,2.809039006955673e-6,1.9345418564168565e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,24.41860465116282,25.58139534883724,0.280863226313654,0.105081878417497,1.5912357581069238e-7,1.8572217353198947e-8,microcuriesPerGram,2.186468348278164e-6,1.874278693680534e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,25.58139534883724,26.74418604651166,0.3449316713730157,0.105081878417497,1.5638056680161942e-7,1.7526153846153846e-8,microcuriesPerGram,2.076258951258951e-6,1.7664010164010165e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,26.74418604651166,27.90697674418608,0.3628042667565773,0.105081878417497,1.440952380952381e-7,1.7952571428571425e-8,microcuriesPerGram,1.8553166261499591e-6,1.9577929119595786e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,27.90697674418608,29.0697674418605,0.3700212463171435,0.105081878417497,1.512096029547553e-7,1.816158818097876e-8,microcuriesPerGram,1.7907710341920868e-6,1.8905253938148674e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,29.0697674418605,30.23255813953492,0.3112412487121373,0.105081878417497,1.359606373008435e-7,1.7658200562324275e-8,microcuriesPerGram,1.9924739641234487e-6,1.957097385576767e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,30.23255813953492,31.39534883720934,0.31387763146572334,0.105081878417497,1.016497461928934e-7,1.5518527918781726e-8,microcuriesPerGram,1.9784828186900946e-6,1.7846722568592278e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,31.39534883720934,32.55813953488376,0.3727304378965744,0.105081878417497,7.962787015043547e-8,1.49319873317498e-8,microcuriesPerGram,1.380968260421942e-6,1.6750251835366636e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,32.55813953488376,33.72093023255818,0.3843292314302613,0.105081878417497,1.0051764705882353e-7,1.4386588235294122e-8,microcuriesPerGram,1.514296158904002e-6,1.6626631533494279e-07,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,33.72093023255818,34.8837209302326,0.3701093560473086,0.105081878417497,5.529948364888125e-8,1.5578829604130813e-8,microcuriesPerGram,1.7959735768470708e-6,1.793733277167012e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,34.8837209302326,36.04651162790702,0.3313181578596228,0.106054968141125,5.6817738791423006e-8,1.636003898635478e-8,microcuriesPerGram,1.6661337263189117e-6,1.906327623920216e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,36.04651162790702,37.20930232558144,0.3722845344235888,0.09205169015675,4.094763948497855e-8,1.4843519313304721e-8,microcuriesPerGram,1.4747902408846615e-6,1.7853900037376425e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,46.51162790697675,47.674418604651166,0.4403242876736436,0.078048412172375,2.6232348111658462e-8,1.4014942528735632e-8,microcuriesPerGram,1.0437135616733315e-6,1.625770885828357e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,58.139534883720934,60.46511627906977,0.4036969976518014,0.111782906129625,4.8314285714285725e-9,1.2323076923076925e-8,microcuriesPerGram,7.1517259017259e-7,1.4545021211687876e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,69.76744186046513,72.09302325581396,0.3972043607357067,0.087186080509307,0,1.5396914175506273e-8,microcuriesPerGram,9.413795425126188e-7,1.7944786034829428e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,81.39534883720931,83.72093023255815,0.4144141635380448,0.09022105564467198,0,1.4233206106870232e-8,microcuriesPerGram,1.0349985004088055e-6,1.8071073817137746e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_5,single set of methods,93.0232558139535,95.34883720930232,0.3476051076804074,0.098447733233664,4.289880059970015e-9,1.1742128935532236e-8,microcuriesPerGram,1.0180040422731576e-6,1.4658607726917325e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,0,1.25,0.3630498282876149,0.14801660151562498,5.304297994269341e-8,1.584489016236867e-8,microcuriesPerGram,5.1799351882923995e-6,2.385670950319947e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,1.25,2.5,0.3341413155278442,0.19905395915900848,1.1513583441138421e-7,2.0966235446313064e-8,microcuriesPerGram,4.327488063742914e-6,2.6958398404873177e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,2.5,3.75,0.255704000451915,0.250091316802392,4.6384364820846914e-8,2.3757491856677532e-8,microcuriesPerGram,4.571901910053376e-6,3.250502130795291e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,3.75,5,0.22434352117218487,0.2550412209090085,8.000742942050522e-8,2.1952451708766715e-8,microcuriesPerGram,3.855201784250819e-6,2.9030056244952226e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,5,6.25,0.15843381135979476,0.259991125015625,1.067481804949054e-7,2.233420669577875e-8,microcuriesPerGram,3.9408404037225e-6,2.860898562317776e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,6.25,7.5,0.1694971753023682,0.259423554987875,7.73575581395349e-8,2.2534593023255818e-8,microcuriesPerGram,2.7999838501291987e-6,2.750794944653956e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,7.5,8.75,0.20544200956910805,0.258855984960125,1.0773173391494005e-7,1.9479062159214833e-8,microcuriesPerGram,2.488727822697288e-6,2.1480654591341618e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,8.75,10,0.20122254967789857,0.2052435732032665,1.284030837004405e-7,1.899581497797357e-8,microcuriesPerGram,2.5086175106824885e-6,2.18034699071318e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,10,11.25,0.2569581630001846,0.15163116144640798,1.2657777777777778e-7,2.0084333333333332e-8,microcuriesPerGram,2.1789984428873317e-6,2.183819235902569e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,11.25,12.5,0.2554727271985023,0.14254921443458948,1.332670157068063e-7,1.9300418848167543e-8,microcuriesPerGram,1.844521222793474e-6,2.07077037770755e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,12.5,13.75,0.21528564314040585,0.133467267422771,1.228839869281046e-7,1.596764705882353e-8,microcuriesPerGram,2.133909849391875e-6,1.865221532807317e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,13.75,15,0.3810186941235618,0.128911638568102,1.200328947368421e-7,1.5333470394736842e-8,microcuriesPerGram,1.7804425519269266e-6,1.69409644019019e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,15,16.25,0.39176123792568535,0.124356009713433,1.405263157894737e-7,1.5653652788688137e-8,microcuriesPerGram,1.8609094168795657e-6,1.6574363542647125e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,16.25,17.5,0.37522999262163464,0.11448691309121647,1.0915094339622645e-7,1.8051886792452836e-8,microcuriesPerGram,2.3194381488406646e-6,2.132973513345631e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,17.5,18.75,0.34378336329971954,0.10461781646899998,1.0526881720430106e-7,1.6890860215053765e-8,microcuriesPerGram,2.208234219882965e-6,1.856782858126944e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,18.75,20,0.3285583018975509,0.09897709553352048,7.660036663611367e-8,1.6429514207149404e-8,microcuriesPerGram,1.5072158547181462e-6,1.8790487898530977e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,20,21.25,0.36661062170591174,0.09333637459804098,8.583399209486169e-8,1.5316442687747033e-8,microcuriesPerGram,1.8898270800444712e-6,1.646653323283758e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,21.25,22.5,0.3442422072563617,0.091408197980027,2.713611615245009e-8,1.4981397459165157e-8,microcuriesPerGram,2.0039975320147737e-6,1.872891210175693e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,22.5,23.75,0.28358730173303676,0.089480021362013,4.5190993788819885e-8,1.4061723602484472e-8,microcuriesPerGram,1.7651288711071315e-6,1.6377970555959686e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,23.75,25,0.2483732105432044,0.090848447068252,5.134317984361426e-8,1.494674196350999e-8,microcuriesPerGram,1.519115227303759e-6,1.791651284212101e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,25,26.25,0.3545922060342615,0.092216872774491,5.9202296819788e-8,1.5598586572438163e-8,microcuriesPerGram,1.985383130480304e-6,2.0451745915526834e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,26.25,27.5,0.280863226313654,0.088732379906086,5.5244218316373726e-8,1.5494727104532842e-8,microcuriesPerGram,1.6014308712042293e-6,1.8623155995958958e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,27.5,28.75,0.3449316713730157,0.088732379906086,2.8096715328467156e-8,1.5664324817518248e-8,microcuriesPerGram,1.6903565289742294e-6,1.849891348921914e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,28.75,30,0.3628042667565773,0.088732379906086,4.5238048780487815e-8,1.6436780487804878e-8,microcuriesPerGram,1.451881759808589e-6,1.951362948314168e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,30,31.25,0.3700212463171435,0.088732379906086,2.5931908155186065e-8,1.4220269200316705e-8,microcuriesPerGram,1.6042591483011116e-6,1.660597156935241e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,31.25,32.5,0.3112412487121373,0.088732379906086,2.140106477373558e-8,1.4649068322981368e-8,microcuriesPerGram,1.5206671844870603e-6,1.807091585818294e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,32.5,33.75,0.31387763146572334,0.088732379906086,3.6849878934624694e-8,1.3123728813559322e-8,microcuriesPerGram,1.7088719066120194e-6,1.681557970399778e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,33.75,35,0.3727304378965744,0.088732379906086,2.4779767233661595e-8,1.5130796777081472e-8,microcuriesPerGram,1.6741142440560522e-6,1.8310381778376405e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,35,36.25,0.3843292314302613,0.088732379906086,2.5740887480190177e-8,1.376608557844691e-8,microcuriesPerGram,1.4542598263874017e-6,1.621344997929784e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,36.25,37.5,0.3701093560473086,0.088732379906086,3.1950692041522495e-8,1.3819636678200693e-8,microcuriesPerGram,1.201028017637014e-6,1.7336088792079276e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,37.5,38.75,0.3313181578596228,0.085247887037681,3.599264705882354e-8,1.2787205882352942e-8,microcuriesPerGram,1.4324135716598952e-6,1.514721522993582e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,38.75,40,0.3722845344235888,0.08709431491983499,8.026898734177217e-9,1.2737420886075952e-8,microcuriesPerGram,1.386740775585712e-6,1.637315222659368e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,50,51.25,0.4403242876736436,0.08894074280198899,0,1.5409385113268614e-08,microcuriesPerGram,1.5351651543668802e-6,2.048603012397511e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,62.5,65,0.4036969976518014,0.15323338121314398,0,1.2278156146179402e-8,microcuriesPerGram,1.2324253239950917e-6,1.614044744495326e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,75,77.5,0.3972043607357067,0.10556877976709098,0,1.2089556724267468e-8,microcuriesPerGram,9.485842905264392e-7,1.479595908831446e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_6,single set of methods,87.5,90,0.4144141635380448,0.074178399287625,0,1.2073043478260869e-8,microcuriesPerGram,7.579887199452417e-7,1.5523334599421554e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,0,1.19,0.3189234360720089,0.165479649276329,7.751891367604268e-8,1.64360814742968e-8,microcuriesPerGram,4.923661537386076e-6,2.2892922019983122e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,1.19,2.38,0.22364601485298183,0.1708488162041285,7.83713910761155e-8,2.0276115485564303e-8,microcuriesPerGram,4.822690965243458e-6,2.8156088338995164e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,2.38,3.57,0.21236063007236664,0.176217983131928,7.914800995024879e-8,2.046778606965174e-8,microcuriesPerGram,5.1643644577413234e-6,2.779690838226286e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,3.57,4.76,0.2380361956908452,0.173742424757048,7.550457516339868e-8,2.113895424836601e-8,microcuriesPerGram,4.917208875542208e-6,2.796059948837726e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,4.76,5.949999999999999,0.2024301607494459,0.171266866382168,8.431578947368422e-8,2.6352461799660447e-8,microcuriesPerGram,4.48603845781265e-6,3.41425094449288e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,5.949999999999999,7.14,0.2505541892341718,0.18284550440652247,8.965682656826569e-8,2.13140221402214e-8,microcuriesPerGram,3.474172973711719e-6,2.5776122063022426e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,7.14,8.33,0.18814725990778264,0.19442414243087697,1.2360342146189738e-7,2.3917884914463452e-8,microcuriesPerGram,3.4480290944132315e-6,3.124818539379193e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,8.33,9.52,0.2708747958331265,0.21025612506043048,1.3259378349410506e-7,1.8858842443729905e-8,microcuriesPerGram,3.1249899417101986e-6,2.293054375382885e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,9.52,10.71,0.2708747958331265,0.226088107689984,1.201632047477745e-7,2.4653264094955498e-8,microcuriesPerGram,3.1606950050941147e-6,2.945690497619281e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,10.71,11.9,0.29325531013258854,0.195877487232736,2.1850299401197605e-7,2.2660359281437133e-8,microcuriesPerGram,2.9565606025186864e-6,2.463454097810385e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,11.9,13.09,0.3510135067672978,0.16566686677548803,1.509402460456942e-7,1.7416783831282952e-8,microcuriesPerGram,2.478175671277604e-6,1.8841760257621417e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,13.09,14.28,0.2640144152735477,0.13174551600416,1.2455741626794264e-7,2.202643540669857e-8,microcuriesPerGram,2.330242173992174e-6,2.404457013832014e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,14.28,15.47,0.3912014044691262,0.09782416523283198,2.5008856682769733e-8,1.3543478260869566e-8,microcuriesPerGram,1.6593309291578213e-6,1.7071895264830048e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,15.47,16.66,0.3912014044691262,0.0833943848665705,2.4272727272727275e-8,1.3851042535446206e-8,microcuriesPerGram,1.1253877939657757e-6,1.699299382785621e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,16.66,17.849999999999998,0.3912014044691262,0.068964604500309,2.5075693860386882e-8,1.4057359125315391e-8,microcuriesPerGram,1.2954107387454736e-6,1.726727779082699e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
Weston_et_al_2023,Altamaha,ALT_9,single set of methods,17.849999999999998,19.04,0.3912014044691262,0.075139773371038,0,1.2834007782101172e-8,microcuriesPerGram,1.2627851586995556e-6,1.6372313461321247e-7,microcuriesPerGram,NA,NA,NA,NA,NA,NA
