"study_id","site_id","core_id","core_date","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_RSTUDY","SANDT_COAST_REG","STATE_NAME","HIGH_TABLE","HIGH_TABLE_COMMENT","ESTCHANNEL_PRESENT","ESTCHANNEL_PRESENT_COMMENT","ESTSURGE_PRESENT","ESTSURGE_PRESENT_COMMENT","TIDAL_STAGE","inundation_notes"
"Nahlik_and_Fennessey_2016","NWCA11-1243","NWCA11-1243-3734",2011-08-10,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Conservation Area 3A","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-3042","NWCA11-3042-3735",2011-08-09,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Conservation Area 2","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R310","NWCA11-R310-3736",2011-08-15,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Frenchman Bay","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R309","NWCA11-R309-3737",2011-08-16,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","SLOPE","Blue Hill-Mount Desert Frontal Drainages","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1020","NWCA11-1020-3738",2011-07-26,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Holley Creek-Alabama River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1029","NWCA11-1029-3739",2011-08-03,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","DPRSS","Fish River-Frontal Mobile Bay","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1217","NWCA11-1217-3740",2011-08-11,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Christina River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1218","NWCA11-1218-3741",2011-08-09,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Inland Bays","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1213","NWCA11-1213-3751",2011-09-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Delaware Bay-Deep","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1225","NWCA11-1225-3752",2011-08-30,"palustrine","field observation","forested","field observation","Eastern Mountains and Piedmont","PFO","DPRSS","Christina River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2597","NWCA11-2597-3753",2011-08-02,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Lower Neches Valley Authority Canal-Taylor Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2549","NWCA11-2549-3755",2011-08-08,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R123","NWCA11-R123-3790",2011-08-10,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Big Musquash Stream","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R131","NWCA11-R131-3791",2011-08-11,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Stillwater River","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2577","NWCA11-2577-3792",2011-08-09,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1039","NWCA11-1039-3793",2011-08-16,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","Bayo Sara-Mobile River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1028","NWCA11-1028-3795",2011-08-25,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Halls Mill Creek","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1003","NWCA11-1003-3796",2011-08-23,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Bayou La Batre-Grand Bay Swamp","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4151","NWCA11-4151-3797",2011-08-16,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4151","NWCA11-4151-3798",2011-07-11,"palustrine","field observation","scrub shrub","field observation","Western Mountains, Valleys, and Coast","PSS","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y","SURFACE WATER MINIMAL AND SHALLOW",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4147","NWCA11-4147-3801",2011-08-09,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,"Y","WE BELIEVE THERE IS TIDAL INFLUENCE IN THE DITCHES.  NOT EFFECTING PLANT COMMUNITY.",NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4145","NWCA11-4145-3802",2011-07-21,"palustrine","field observation","scrub shrub","field observation","Western Mountains, Valleys, and Coast","PSS","RIVERINE","Elk Creek","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4141","NWCA11-4141-3803",2011-06-22,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FRINGE","Coos Bay-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4138","NWCA11-4138-3804",2011-06-20,"palustrine","field observation","scrub shrub","field observation","Western Mountains, Valleys, and Coast","PSS","SLOPE","South Fork Coquille River","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2358","NWCA11-2358-3807",2011-08-11,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2355","NWCA11-2355-3808",2011-07-12,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2355","NWCA11-2355-3809",2011-06-07,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2350","NWCA11-2350-3810",2011-06-09,"palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","RIVERINE","Little Nestucca River","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2343","NWCA11-2343-3811",2011-08-10,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2342","NWCA11-2342-3812",2011-06-23,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","SLOPE","Coos Bay-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2339","NWCA11-2339-3822",2011-08-08,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","FLATS","Lower Siletz River-Frontal Pacific Ocean","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Oregon","Y",NA,"Y","HISTORICALLY TIDAL. SOME TIDAL FLOW IS RETURNING DUE TO NEW CULVERT.",NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2078","NWCA11-2078-3823",2011-07-20,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Headwaters White Oak River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2072","NWCA11-2072-3824",2011-07-11,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PF","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2067","NWCA11-2067-3828",2011-07-18,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Middle Trent River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2056","NWCA11-2056-3830",2011-07-14,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PF","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y","ONLY IN DRAINAGE DITCH, NO WHERE ELSE IN AA",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2044","NWCA11-2044-3832",2011-07-13,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PF","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2034","NWCA11-2034-3834",2011-07-19,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Headwaters New River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2633","NWCA11-2633-3853",2011-08-29,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Lower York River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2632","NWCA11-2632-3854",2011-08-24,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Messongo Creek-Pocomoke Sound","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2654","NWCA11-2654-3858",2011-08-17,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","DPRSS","Lower Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2640","NWCA11-2640-3859",2011-08-18,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Lower Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2636","NWCA11-2636-3860",2011-08-22,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Metompkin Bay-Burtons Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2643","NWCA11-2643-3861",2011-08-23,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Marumsco Creek-Pocomoke Sound","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2674","NWCA11-2674-3862",2011-08-16,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2664","NWCA11-2664-3863",2011-08-15,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Virginia","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1633","NWCA11-1633-3864",2011-06-26,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1221","NWCA11-1221-3868",2011-07-19,"palustrine","field observation","forested","field observation","Eastern Mountains and Piedmont","PFO","FLATS","Elk River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1828","NWCA11-1828-3874",2011-07-27,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Middle Sebasticook River","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2538","NWCA11-2538-3875",2011-07-18,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Spindletop Ditch","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1617","NWCA11-1617-3880",2011-06-25,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","DPRSS","Bayou Perot-Little Lake","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1669","NWCA11-1669-3881",2011-07-09,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Terrebonne Bay-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1830","NWCA11-1830-3883",2011-08-10,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","FLATS","Narraguagus River-Narraguagus Bay","New England","Coastal Watersheds","North East Coast Region","Maine",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1643","NWCA11-1643-3885",2011-08-13,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Vermilion River-Frontal Vermilion Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1630","NWCA11-1630-3886",2011-08-03,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Fourleague Bay-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"OUTGOING","field observation"
