"study_id","site_id","core_id","core_date","salinity_class","salinity_method","vegetation_class","vegetation_method","COE_REGION","CLASS_FIELD_FWSST","CLASS_FIELD_HGM","HUC10_NAME","MAJ_RIVER_BASIN","SANDT_RSTUDY","SANDT_COAST_REG","STATE_NAME","HIGH_TABLE","HIGH_TABLE_COMMENT","ESTCHANNEL_PRESENT","ESTCHANNEL_PRESENT_COMMENT","ESTSURGE_PRESENT","ESTSURGE_PRESENT_COMMENT","TIDAL_STAGE","inundation_notes"
"Nahlik_and_Fennessey_2016","NWCA11-R095","NWCA11-R095-3910",2011-07-19,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Lower Carrabassett River","New England","Coastal Watersheds","North East Coast Region","Maine",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R122","NWCA11-R122-3911",2011-07-20,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Sheepscot River","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R130","NWCA11-R130-3912",2011-07-21,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Outlet Saco River","New England","Coastal Watersheds","North East Coast Region","Maine","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1200","NWCA11-1200-3913",2011-09-14,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Mispillion River-Delaware Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1198","NWCA11-1198-3914",2011-09-12,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Appoquinimink River-Delaware River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R111","NWCA11-R111-3915",2011-07-28,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Butterfield Creek-Muskegon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R109","NWCA11-R109-3916",2011-07-27,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Burt Lake","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R317","NWCA11-R317-3917",2011-07-26,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","SLOPE","Glen Lake-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R316","NWCA11-R316-3918",2011-07-25,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","FLATS","Glen Lake-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R322","NWCA11-R322-3919",2011-07-12,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Calumet River-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Indiana","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-3065","NWCA11-3065-3920",2011-09-11,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","North Prong St. Marys River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1233","NWCA11-1233-3921",2011-08-27,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Florida Keys","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,"900","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1665","NWCA11-1665-3930",2011-08-27,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Perot-Little Lake","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1635","NWCA11-1635-3931",2011-08-13,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower Vermilion River-Frontal Vermilion Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1683","NWCA11-1683-3932",2011-08-28,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Schooner Bayou Canal-Intracoastal Waterway","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1705","NWCA11-1705-3933",2011-08-27,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bayou Pointe Au Chien-Frontal Timbalier Bay","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1199","NWCA11-1199-3934",2011-09-20,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Indian River Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Delaware",NA,NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1003","NWCA11-1003-3955",2011-07-19,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","DPRSS","Bayou La Batre-Grand Bay Swamp","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2026","NWCA11-2026-3957",2011-08-01,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Pamlico Sound-Hatteras Inlet","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2080","NWCA11-2080-3959",2011-08-03,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","RIVERINE","Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2064","NWCA11-2064-3961",2011-08-02,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R135","NWCA11-R135-3963",2011-09-15,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","Coastal Watersheds","North East Coast Region","New Jersey","Y",NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R134","NWCA11-R134-3964",2011-09-13,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Manahawkin Bay-Little Egg Harbor","Mid Atlantic","Coastal Watersheds","North East Coast Region","New Jersey","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R133","NWCA11-R133-3965",2011-09-12,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","North Branch Rancocas Creek","Mid Atlantic","Coastal Watersheds","North East Coast Region","New Jersey","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1027","NWCA11-1027-3980",2011-09-14,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","DPRSS","Bayo Sara-Mobile River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1005","NWCA11-1005-3981",2011-09-12,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Bayo Sara-Mobile River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1019","NWCA11-1019-3982",2011-09-13,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Bayo Sara-Mobile River","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Alabama","Y",NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R128","NWCA11-R128-3991",2011-09-13,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Bayou La Batre-Grand Bay Swamp","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Mississippi",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-OH-3030","NWCA11-OH-3030-3993",2011-08-03,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","DPRSS","Toussaint Creek","Great Lakes","Coastal Watersheds","Great Lakes Region","Ohio",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1260","NWCA11-1260-4008",2011-09-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1364","NWCA11-1364-4009",2011-07-20,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Lower Loxahatchee River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1334","NWCA11-1334-4010",2011-09-14,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Lower St. Marys River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,"Y",NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1267","NWCA11-1267-4011",2011-08-28,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","Everglades National Park","South Atlantic Gulf","Coastal Watersheds","Gulf Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1337","NWCA11-1337-4012",2011-08-27,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Coral Gables","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Florida",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1849","NWCA11-1849-4013",2011-08-24,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Pigeon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1852","NWCA11-1852-4014",2011-07-22,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","RIVERINE","Fishdam River-Frontal Big Bay De Noc","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1854","NWCA11-1854-4015",2011-08-25,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","FRINGE","Rush Creek-Grand River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1857","NWCA11-1857-4018",2011-08-29,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","FRINGE","Butterfield Creek-Muskegon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1861","NWCA11-1861-4019",2011-07-28,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","North Branch Paw Paw River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1865","NWCA11-1865-4021",2011-08-26,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","SLOPE","Hardy Dam Pond-Muskegon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R314","NWCA11-R314-4026",2011-08-13,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","FRINGE","Chequamegon Bay-Frontal Lake Superior","Great Lakes","Coastal Watersheds","Great Lakes Region","Wisconsin","Y",NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2028","NWCA11-2028-4033",2011-07-12,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PF","FLATS","Gum Neck-Alligator River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4499","NWCA11-4499-4034",2011-06-20,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2721","NWCA11-2721-4035",2011-06-21,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y","TIDALLY INFLUENCED HIGH WATER TABLE (AVERAGE OF HIGH AND LOW TIDES OVER A LONG PERIOD OF TIME). SATURATED SOILS IN BOTTOMS OF SINK HOLES AND TIDAL CHANNELS.","Y","HIGH TIDES AT 5:55AM. LOW TIDE AT 12:22PM (8.7 FOOT TIDE)",NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4522","NWCA11-4522-4050",2011-08-02,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Skagit Bay-Whidbey Basin","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2706","NWCA11-2706-4051",2011-08-01,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Skagit River-Frontal Skagit Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-6315","NWCA11-6315-4052",2011-08-10,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Nooksack River-Frontal Bellingham Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y","A COUPLE STANDS OF ALDER TREES WERE STRESSED AND DYING.",NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2710","NWCA11-2710-4053",2011-08-03,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Skagit Bay-Whidbey Basin","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,"Y",NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1634","NWCA11-1634-4054",2011-09-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1618","NWCA11-1618-4055",2011-09-10,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Marsh Island-Frontal Gulf of Mexico","Lower Mississippi","Coastal Watersheds","Gulf Coast Region","Louisiana",NA,NA,NA,NA,NA,NA,"SLACK","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2608","NWCA11-2608-4056",2011-09-06,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","DPRSS","East Matagorda Bay","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2606","NWCA11-2606-4057",2011-08-30,"palustrine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","PEM","FLATS","East Fork Double Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2605","NWCA11-2605-4058",2011-08-23,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2598","NWCA11-2598-4059",2011-08-29,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Cane Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas","Y",NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2566","NWCA11-2566-4060",2011-08-31,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Spindletop Ditch","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2537","NWCA11-2537-4062",2011-08-25,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","FLATS","Salt Bayou","Texas Gulf","Coastal Watersheds","Gulf Coast Region","Texas",NA,NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2058","NWCA11-2058-4063",2011-08-09,"palustrine","field observation","scrub shrub","field observation","Atlantic and Gulf Coastal Plain","PSS","FLATS","Headwaters Pungo River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2035","NWCA11-2035-4065",2011-08-08,"palustrine","field observation","forested","field observation","Atlantic and Gulf Coastal Plain","PFO","FLATS","Outlet Pungo River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2030","NWCA11-2030-4067",2011-07-21,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Bogue Banks-Bogue Sound","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","North Carolina","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R321","NWCA11-R321-4069",2011-08-09,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","SLOPE","Lake Superior","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R320","NWCA11-R320-4070",2011-08-11,"palustrine","field observation","forested","field observation","Northcentral and Northeast","PFO","DPRSS","Lake Superior","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R319","NWCA11-R319-4071",2011-08-10,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","FRINGE","Lake Superior","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R318","NWCA11-R318-4072",2011-08-30,"palustrine","field observation","scrub shrub","field observation","Northcentral and Northeast","PSS","DPRSS","Glen Lake-Frontal Lake Michigan","Great Lakes","Coastal Watersheds","Great Lakes Region","Michigan","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-R315","NWCA11-R315-4073",2011-08-16,"palustrine","field observation","emergent","field observation","Northcentral and Northeast","PEM","RIVERINE","Pigeon River","Great Lakes","Coastal Watersheds","Great Lakes Region","Minnesota",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-6302","NWCA11-6302-4074",2011-07-27,"palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","RIVERINE","Cloquallam Creek-Chehalis River","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington",NA,NA,NA,NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-6301","NWCA11-6301-4075",2011-07-12,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4499","NWCA11-4499-4076",2011-07-25,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","TIDAL","Naselle River-Frontal Willapa Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,NA,NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4526","NWCA11-4526-4077",2011-06-29,"palustrine","field observation","forested","field observation","Western Mountains, Valleys, and Coast","PFO","FLATS","Telegraph Slough-Frontal Padilla Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-4503","NWCA11-4503-4078",2011-06-23,"estuarine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","E2EM","RIVERINE","Naselle River-Frontal Willapa Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,"Y",NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2706","NWCA11-2706-4079",2011-06-28,"palustrine","field observation","emergent","field observation","Western Mountains, Valleys, and Coast","PEM","DPRSS","Skagit River-Frontal Skagit Bay","Pacific Northwest","Coastal Watersheds","Pacific Coast Region","Washington","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1420","NWCA11-1420-4080",2011-08-03,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Sapelo River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1418","NWCA11-1418-4081",2011-07-05,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Doboy Sound-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1417","NWCA11-1417-4082",2011-07-12,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Wilmington River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1416","NWCA11-1416-4083",2011-07-06,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Medway River-Atlantic Ocean","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,"Y",NA,"Y",NA,"INCOMING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1413","NWCA11-1413-4084",2011-07-20,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Little Satilla River","South Atlantic Gulf","Coastal Watersheds","South East Coast Region","Georgia",NA,NA,NA,NA,NA,NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2931","NWCA11-2931-4111",2011-05-20,"palustrine","field observation","emergent","field observation","Arid West","PEM","FRINGE","Upper San Diego River","California","Coastal Watersheds","Pacific Coast Region","California","Y",NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-3586","NWCA11-3586-4289",2011-08-25,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-3583","NWCA11-3583-4290",2011-08-05,"estuarine","field observation","emergent","field observation","Atlantic and Gulf Coastal Plain","E2EM","TIDAL","Little Choptank River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,NA,NA,"Y",NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-2368","NWCA11-2368-4296",2011-09-25,"palustrine","field observation","emergent","field observation","Eastern Mountains and Piedmont","PEM","RIVERINE","Tulpehocken Creek","Mid Atlantic","Coastal Watersheds","North East Coast Region","Pennsylvania",NA,NA,NA,NA,NA,NA,NA,"field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1792","NWCA11-1792-4299",2011-09-21,"estuarine","field observation","forested to shrub","field observation","Atlantic and Gulf Coastal Plain","E2SS","TIDAL","Upper Chincoteague Bay","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland","Y",NA,"Y",NA,"Y",NA,"OUTGOING","field observation"
"Nahlik_and_Fennessey_2016","NWCA11-1814","NWCA11-1814-4300",2011-08-17,"palustrine","field observation",NA,"field observation","Atlantic and Gulf Coastal Plain","PUBPAB","DPRSS","Transquaking River","Mid Atlantic","Coastal Watersheds","North East Coast Region","Maryland",NA,NA,NA,NA,NA,NA,NA,"field observation"
