"study_id","site_id","plot_id","depth_min","depth_max","percent_nitrogen","percent_carbon","dry_bulk_density","soil_carbon"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","50","100","0.26","5.78","0.369693806541406","106.841510090466"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_8_6","100","200","0.2","5.43","0.498956158663883","541.866388308977"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","0","15","0.21","2.65","0.639874739039666","25.4350208768267"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","15","30","0.24","3.69","0.545407098121086","30.1882828810021"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","30","50","0.17","2.84","0.636221294363257","36.137369519833"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","50","100","0.19","2.95","0.666840640222686","98.3589944328462"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_1","100","200","0.21","3.09","0.587508698677801","363.080375782881"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","0","15","0.24","4.45","0.506437021572721","33.8046711899791"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","15","30","0.23","4.24","0.453549060542798","28.8457202505219"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","30","50","0.23","4.72","0.450243562978427","42.5029923451635"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","50","100","0.2","3.85","0.561064718162839","108.004958246347"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_2","100","200","0.2","3.95","0.544711203897008","430.321851078636"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","0","15","0.2","3.18","0.700069589422408","33.3933194154489"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","15","30","0.25","7.81","0.575504523312456","67.4203549060543"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","30","50","0.2","3.56","0.730862908837857","52.0374391092554"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","50","100","0.21","4.35","0.651183020180933","141.632306889353"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_3","100","200","0.2","3.61","0.627870563674322","453.32254697286"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","0","15","0.25","4.21","0.477209464161447","30.1357776617954"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","15","30","0.25","4.02","0.570111343075853","34.3777139874739"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","30","50","0.24","4.37","0.520006958942241","45.4486082115518"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","50","100","0.19","3.31","0.682150313152401","112.895876826722"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_4","100","200","0.23","6.2","0.496868475991649","616.116910229645"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","0","15","0.23","3.1","0.525400139178845","24.4311064718163"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","15","30","0.23","3.75","0.430236604036187","24.2008089770355"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","30","50","0.23","3.35","0.46972860125261","31.4718162839248"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","50","100","0.22","3.41","0.524356297842728","89.4027487821851"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_5","100","200","0.2","3.33","0.514091858037578","342.385177453027"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","0","15","0.25","3.12","0.541579679888657","25.3459290187891"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","15","30","0.25","3.51","0.505567153792624","26.6181106471816"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","30","50","0.24","3.91","0.586986778009743","45.9023660403619"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","50","100","0.21","3.13","0.572372999304106","89.5763743910926"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Manglar_9_6","100","200","0.23","2.91","0.5","291"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1","0","15","0.08","1.05","0.255393180236604","4.02244258872651"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1","15","30","0.12","2.19","0.266005567153793","8.73828288100209"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1","30","50","0.1","2.02","0.234168406402227","9.46040361864997"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_1","50","100","0.1","2.13","0.255915100904663","27.2549582463466"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2","0","15","0.15","2.11","0.223903966597077","7.0865605427975"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2","15","30","0.06","0.94","0.272964509394572","3.84879958246347"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2","30","50","0.03","0.62","0.289665970772443","3.59185803757829"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_2","50","100","0.08","1.79","0.249826026443981","22.3594293667363"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3","0","15","0.18","2.55","0.244780793319415","9.36286534446764"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3","15","30","0.07","0.74","0.264787752261656","2.93914405010438"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3","30","50","0.07","1.49","0.181454418928323","5.40734168406402"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_1_3","50","100","0.1","2.56","0.240257480862909","30.7529575504523"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1","0","15","0.08","0.74","0.26704940848991","2.964248434238"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1","15","30","0.05","0.33","0.343423799582463","1.69994780793319"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1","30","50","0.05","0.33","0.200069589422408","1.32045929018789"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_1","50","100","0.05","0.3","0.264613778705637","3.96920668058455"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2","0","15","0.04","0.63","0.268093249826026","2.53348121085595"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2","15","30","0.09","1.09","0.196416144745999","3.21140396659708"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2","30","50","0.12","1.05","0.224599860821155","4.71659707724426"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_2","50","100","0.04","0.59","0.228601252609603","6.7437369519833"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3","0","15","0.17","1.72","0.248956158663883","6.42306889352818"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3","15","30","0.09","1.04","0.275400139178845","4.29624217118998"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3","30","50","0.07","0.75","0.195024356297843","2.92536534446764"
"Cifuentes_et_al_2024_Nicoya","Isla Chira","Isla Chira_Salinera_2_3","50","100","0.04","0.51","0.227557411273486","5.8027139874739"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","0","15","0.38","8.63","0.322894919972164","41.7987473903967"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","15","30","0.34","8.5","0.381350034794711","48.6221294363257"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","30","50","0.29","6.96","0.370911621433542","51.6308977035491"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","50","100","0.25","6.53","0.39874739039666","130.191022964509"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_1","100","200","0.25","5.66","0.490953375086987","555.759220598469"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","0","15","0.38","9.62","0.346555323590814","50.0079331941545"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","15","30","0.34","8.2","0.31419624217119","38.6461377870564"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","30","50","0.26","6.96","0.335247042449548","46.666388308977"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","50","100","0.25","6.75","0.388135003479471","130.995563674321"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_2","100","200","0.18","5.77","0.421885873347251","486.856297842728"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","0","15","0.36","9.87","0.390570633263744","57.8239822546973"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","15","30","0.35","9.4","0.345511482254697","48.7171189979123"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","30","50","0.26","7.39","0.318371607515658","47.0553235908142"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","50","100","0.24","6.45","0.394398051496173","127.193371607516"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_3","100","200","0.26","7.01","0.265657620041754","372.451983298539"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","0","15","0.36","9.76","0.495824634655532","72.5887265135699"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","15","30","0.37","10.04","0.313848295059151","47.2655532359081"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","30","50","0.36","9.16","0.320285316631872","58.676270006959"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","50","100","0.32","9.51","0.343249826026444","163.215292275574"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_4","100","200","0.18","5.38","0.414231036882394","445.712595685456"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","0","15","0.39","9.68","0.329331941544885","47.8189979123173"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","15","30","0.34","9.44","0.370563674321503","52.4718162839248"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","30","50","0.3","7.93","0.309846903270703","49.1417188587335"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","50","100","0.26","7.37","0.356645789839944","131.423973556019"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_5","100","200","0.32","8.45","0.360299234516354","608.905706332637"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","0","15","0.4","9.55","0.379262352122477","54.3293319415449"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","15","30","0.3","6.88","0.441196938065414","45.5315240083507"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","30","50","0.2","4.78","0.544885177453027","52.0910229645094"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","50","100","0.3","8.35","0.457376478775226","190.954679888657"
"Cifuentes_et_al_2024_Nicoya","Jesús","Jesús_Manglar_5_6","100","200","0.17","5.43","0.374391092553932","406.58872651357"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1","0","15","0.11","1.18","0.203027139874739","3.59358037578288"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1","15","30","0.1","1.3","0.181454418928323","3.5383611691023"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1","30","50","0.08","1.04","0.256263048016701","5.33027139874739"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_1","50","100","0.09","1.15","0.286012526096033","16.4457202505219"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2","0","15","0.06","0.66","0.184759916492693","1.82912317327766"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2","15","30","0.03","0.37","0.217466945024356","1.20694154488518"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2","30","50","0.09","1.06","0.189457202505219","4.01649269311065"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_2","50","100","0.08","0.99","0.261134307585247","12.9261482254697"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3","0","15","0.1","0.75","0.201635351426583","2.26839770354906"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3","15","30","0.09","0.86","0.228949199721642","2.95344467640919"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3","30","50","0.11","1.57","0.280793319415449","8.8169102296451"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_10_3","50","100","0.11","2.06","0.26009046624913","26.7893180236604"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1","0","15","0.11","1.38","0.251739735560195","5.21101252609603"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1","15","30","0.06","0.55","0.245128740431454","2.0223121085595"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1","30","50","0.1","1.2","0.281489213639527","6.75574112734864"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_1","50","100","0.04","0.48","0.203723034098817","4.88935281837161"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2","0","15","0.08","1.11","0.236256089074461","3.93366388308977"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2","15","30","0.08","1.38","0.221294363256785","4.58079331941545"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2","30","50","0.15","4.89","0.123521224773834","12.080375782881"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_2","50","100","0.17","5.55","0.12508698677801","34.7116388308977"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3","0","15","0.11","1.88","0.214335421016006","6.04425887265136"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3","15","30","0.14","4.08","0.128044537230341","7.83632567849687"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3","30","50","0.18","5.44","0.100208768267223","10.9027139874739"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Camaronera_9_3","50","100","0.15","4.91","0.145963813500348","35.8341162143354"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","0","15","0.31","7.22","0.445546276965901","48.2526617954071"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","15","30","0.3","7.23","0.449025748086291","48.6968423799582"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","30","50","0.27","8.37","0.439805149617258","73.623382045929"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","50","100","0.23","6.48","0.413187195546277","133.872651356994"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_1","100","200","0.25","5.83","0.430236604036187","501.655880306194"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","0","15","0.36","8.79","0.469032707028532","61.8419624217119"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","15","30","0.32","8.34","0.428148921363953","53.5614300626305"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","30","50","0.3","8.15","0.497564370215727","81.1029923451635"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","50","100","0.26","13.14","0.446938065414057","293.638308977036"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_2","100","200","0.35","18.18","0.299234516353514","1088.01670146138"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","0","15","0.28","6.13","0.456680584551148","41.9917797494781"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","15","30","0.39","10.97","0.397181628392484","65.3562369519833"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","30","50","0.33","14.24","0.324112734864301","92.3073068893528"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","50","100","0.23","10.64","0.428496868475992","227.960334029228"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_3","100","200","0.27","14.35","0.287578288100209","825.349686847599"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","0","15","0.29","6.49","0.492345163535143","47.9298016701461"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","15","30","0.34","10.06","0.414231036882394","62.5074634655532"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","30","50","0.22","6.21","0.370563674321503","46.0240083507307"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","50","100","0.22","5.92","0.400487125956855","118.544189283229"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_4","100","200","0.3","16.5","0.279053583855254","920.876826722338"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","0","15","0.41","10.75","0.47286012526096","76.2486951983299"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","15","30","0.52","16.12","0.471120389700765","113.916910229645"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","30","50","0.31","14.66","0.324808629088379","95.2338900487126"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","50","100","0.29","14.04","0.401530967292971","281.874739039666"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_5","100","200","0.3","15.27","0.322546972860125","985.058455114823"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","0","15","0.3","7.19","0.454070981210856","48.9715553235908"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","15","30","0.34","9.15","0.441022964509395","60.5304018789144"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","30","50","0.29","11.23","0.428670842032011","96.2794711203897"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","50","100","0.25","12.67","0.413709116214335","262.084725121782"
"Cifuentes_et_al_2024_Nicoya","Jicaral","Jicaral_Manglar_12_6","100","200","0.25","10.7","0.279227557411274","597.546972860125"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1","0","15","0.07","1.13","0.269137091162143","4.56187369519833"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1","15","30","0.06","1.44","0.187195546276966","4.04342379958246"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1","30","50","0.06","1.22","0.215727209464161","5.26374391092554"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_1","50","100","0.13","3.43","0.171189979123173","29.3590814196242"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2","0","15","0.06","0.61","0.21972860125261","2.01051670146138"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2","15","30","0.06","0.59","0.26356993736952","2.33259394572025"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2","30","50","0.13","3.22","0.146659707724426","9.44488517745303"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_2","50","100","0.18","6.14","0.112734864300626","34.6096033402923"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3","0","15","0.07","0.96","0.252783576896312","3.64008350730689"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3","15","30","0.09","1.31","0.23295059151009","4.57747912317328"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3","30","50","0.08","1.05","0.249652052887961","5.24269311064718"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_7_3","50","100","0.18","5.32","0.15187891440501","40.3997912317328"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1","0","15","0.07","1.05","0.161969380654141","2.55101774530271"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1","15","30","0.06","0.84","0.202331245650661","2.54937369519833"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1","30","50","0.1","2.53","0.213291579679889","10.7925539318024"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_1","50","100","0.15","3.38","0.172755741127349","29.1957202505219"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2","0","15","0.08","1.13","0.180932498260264","3.06680584551148"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2","15","30","0.08","1.14","0.163883089770355","2.80240083507307"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2","30","50","0.11","1.76","0.185629784272791","6.53416840640223"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_2","50","100","0.13","2.89","0.180062630480167","26.0190501043841"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3","0","15","0.05","0.96","0.219902574808629","3.16659707724426"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3","15","30","0.07","1.11","0.242867084203201","4.0437369519833"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3","30","50","0.08","2.07","0.149791231732777","6.20135699373695"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Camaronera_8_3","50","100","0.17","5.53","0.168406402226862","46.5643702157272"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","0","15","0.73","18.01","0.274008350730689","74.0233559498956"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","15","30","0.36","9.84","0.393876130828114","58.1361169102296"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","30","50","0.55","16.05","0.293145441892832","94.0996868475992"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","50","100","0.36","14.99","0.34812108559499","260.916753653445"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_1","100","200","0.29","11.54","0.335768963117606","774.954766875435"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","0","15","0.8","21.29","0.224773834377175","71.7815240083507"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","15","30","0.81","22.52","0.223903966597077","75.6347599164927"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","30","50","0.5","14.96","0.301844119693807","90.311760612387"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","50","100","0.49","14.43","0.292971468336813","211.37891440501"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_2","100","200","0.3","11.49","0.379088378566458","871.14509394572"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","0","15","0.92","29.17","0.217640918580376","95.2287839248434"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","15","30","0.65","18.48","0.236256089074461","65.4901878914405"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","30","50","0.54","15.1","0.273834377174669","82.6979819067502"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","50","100","0.8","23.99","0.176409185803758","211.602818371608"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_3","100","200","0.31","11.43","0.382219902574809","873.754697286013"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","0","15","0.95","25.01","0.252435629784273","94.70122651357"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","15","30","0.71","21.46","0.315414057063326","101.531784968685"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","30","50","0.42","12.47","0.420842032011134","104.958002783577"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","50","100","0.34","10.09","0.39544189283229","199.50043493389"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_4","100","200","0.12","3.56","0.596555323590814","424.74739039666"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","0","15","0.67","17.14","0.324112734864301","83.3293841336117"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","15","30","0.58","13.25","0.278357689631176","55.3235908141962"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","30","50","0.3","7.71","0.439631176061239","67.791127348643"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","50","100","0.14","3.44","0.642310368823939","110.477383437717"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_5","100","200","0.19","5.24","0.626130828114127","656.185107863605"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","0","15","0.47","9.88","0.413709116214335","61.3116910229645"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","15","30","0.46","10.48","0.402226861517049","63.2300626304802"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","30","50","0.3","7.41","0.496868475991649","73.6359081419624"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","50","100","0.09","2.5","0.88848295059151","111.060368823939"
"Cifuentes_et_al_2024_Nicoya","Lepanto","Lepanto_Manglar_13_6","100","200","0.2","5.25","0.629436325678497","660.908141962422"
"Cifuentes_et_al_2024_Nicoya","Níspero","Níspero_Manglar_3_1","0","15","0.27","6.11","0.389004871259569","35.6522964509395"
