study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon
Rovai_et_al_2022,TS71,TS7-C1,single set of methods,5,10,0.129,0.7451,0.363
Rovai_et_al_2022,TS71,TS7-C1,single set of methods,20,25,0.223,0.7965,0.4
Rovai_et_al_2022,TS71,TS7-C1,single set of methods,37.5,42.5,0.182,0.7417,0.322
Rovai_et_al_2022,TS71,TS7-C1,single set of methods,67.5,72.5,0.168,0.5929,0.291
Rovai_et_al_2022,TS71,TS7-C2,single set of methods,5,10,0.159,0.6913,0.328
Rovai_et_al_2022,TS71,TS7-C2,single set of methods,20,25,0.205,0.6988,0.328
Rovai_et_al_2022,TS71,TS7-C2,single set of methods,37.5,42.5,0.185,0.6783,0.332
Rovai_et_al_2022,TS71,TS7-C2,single set of methods,67.5,72.5,0.142,0.6444,0.319
Rovai_et_al_2022,TS71,TS7-C3,single set of methods,5,10,0.168,0.7934,0.395
Rovai_et_al_2022,TS71,TS7-C3,single set of methods,20,25,0.205,0.7315,0.362
Rovai_et_al_2022,TS71,TS7-C3,single set of methods,37.5,42.5,0.242,0.8049,0.406
Rovai_et_al_2022,TS71,TS7-C3,single set of methods,67.5,72.5,0.127,0.6522,0.301
Rovai_et_al_2022,TS82,TS8-C1,single set of methods,5,10,0.355,0.3298,0.121
Rovai_et_al_2022,TS82,TS8-C1,single set of methods,20,25,0.696,0.3202,0.062
Rovai_et_al_2022,TS82,TS8-C1,single set of methods,37.5,42.5,0.188,0.7396,0.293
Rovai_et_al_2022,TS82,TS8-C1,single set of methods,67.5,72.5,0.342,0.2818,0.099
Rovai_et_al_2022,TS82,TS8-C2,single set of methods,5,10,0.364,0.2709,0.084
Rovai_et_al_2022,TS82,TS8-C2,single set of methods,20,25,0.393,0.4879,0.163
Rovai_et_al_2022,TS82,TS8-C2,single set of methods,37.5,42.5,0.206,0.7425,0.327
Rovai_et_al_2022,TS82,TS8-C2,single set of methods,67.5,72.5,0.121,0.7349,0.291
Rovai_et_al_2022,TS82,TS8-C3,single set of methods,5,10,0.371,0.4067,0.124
Rovai_et_al_2022,TS82,TS8-C3,single set of methods,20,25,0.267,0.524,0.187
Rovai_et_al_2022,TS82,TS8-C3,single set of methods,37.5,42.5,0.199,0.6144,0.288
Rovai_et_al_2022,TS82,TS8-C3,single set of methods,67.5,72.5,0.117,0.7236,0.298
Rovai_et_al_2022,TC3,TC-C1,single set of methods,5,10,0.291,0.3317,0.136
Rovai_et_al_2022,TC3,TC-C1,single set of methods,20,25,0.497,0.164,0.068
Rovai_et_al_2022,TC3,TC-C1,single set of methods,37.5,42.5,0.285,0.252,0.09
Rovai_et_al_2022,TC3,TC-C1,single set of methods,67.5,72.5,0.714,0.1857,0.03
Rovai_et_al_2022,TC3,TC-C2,single set of methods,5,10,0.406,0.2214,0.079
Rovai_et_al_2022,TC3,TC-C2,single set of methods,20,25,0.693,0.142,0.043
Rovai_et_al_2022,TC3,TC-C2,single set of methods,37.5,42.5,0.217,0.4208,0.147
Rovai_et_al_2022,TC3,TC-C2,single set of methods,67.5,72.5,0.798,0.1019,0.033
Rovai_et_al_2022,TC3,TC-C3,single set of methods,5,10,0.344,0.2501,0.091
Rovai_et_al_2022,TC3,TC-C3,single set of methods,20,25,0.69,0.1624,0.055
Rovai_et_al_2022,TC3,TC-C3,single set of methods,37.5,42.5,0.199,0.4718,0.204
Rovai_et_al_2022,TC3,TC-C3,single set of methods,67.5,72.5,0.775,0.1156,0.047
Rovai_et_al_2022,GP1,S13L1MG1,single set of methods,5,10,0.853,0.0777,0.025
Rovai_et_al_2022,GP1,S13L1MG1,single set of methods,20,25,0.552,0.1269,0.046
Rovai_et_al_2022,GP1,S13L1MG1,single set of methods,37.5,42.5,0.391,0.1766,0.073
Rovai_et_al_2022,GP1,S13L1MG1,single set of methods,67.5,72.5,0.676,0.0998,0.027
Rovai_et_al_2022,GP1,S13L1MG2,single set of methods,5,10,0.713,0.0874,0.034
Rovai_et_al_2022,GP1,S13L1MG2,single set of methods,20,25,0.636,0.095,0.031
Rovai_et_al_2022,GP1,S13L1MG2,single set of methods,37.5,42.5,0.476,0.1406,0.048
Rovai_et_al_2022,GP1,S13L1MG2,single set of methods,67.5,72.5,0.495,0.13,0.055
Rovai_et_al_2022,GP1,S13L1MG3,single set of methods,5,10,0.563,0.1113,0.05
Rovai_et_al_2022,GP1,S13L1MG3,single set of methods,20,25,0.542,0.1142,0.049
Rovai_et_al_2022,GP1,S13L1MG3,single set of methods,37.5,42.5,0.492,0.1303,0.049
Rovai_et_al_2022,GP1,S13L1MG3,single set of methods,67.5,72.5,0.454,0.1562,0.05
Rovai_et_al_2022,GP2,S13L2MG1,single set of methods,5,10,0.341,0.3123,0.124
Rovai_et_al_2022,GP2,S13L2MG1,single set of methods,20,25,0.318,0.3281,0.127
Rovai_et_al_2022,GP2,S13L2MG1,single set of methods,37.5,42.5,0.333,0.2906,0.108
Rovai_et_al_2022,GP2,S13L2MG1,single set of methods,67.5,72.5,0.823,0.0806,0.026
Rovai_et_al_2022,GP2,S13L2MG2,single set of methods,5,10,0.405,0.2446,0.079
Rovai_et_al_2022,GP2,S13L2MG2,single set of methods,20,25,0.385,0.3075,0.127
Rovai_et_al_2022,GP2,S13L2MG2,single set of methods,37.5,42.5,0.369,0.296,0.073
Rovai_et_al_2022,GP2,S13L2MG2,single set of methods,67.5,72.5,0.687,0.1011,0.049
Rovai_et_al_2022,GP2,S13L2MG3,single set of methods,5,10,0.54,0.2058,0.062
Rovai_et_al_2022,GP2,S13L2MG3,single set of methods,20,25,0.463,0.229,0.063
Rovai_et_al_2022,GP2,S13L2MG3,single set of methods,37.5,42.5,0.992,0.12,0.027
Rovai_et_al_2022,GP2,S13L2MG3,single set of methods,67.5,72.5,1.314,0.0858,0.016
Rovai_et_al_2022,GP3,S13L3MG1,single set of methods,5,10,0.579,0.1152,0.028
Rovai_et_al_2022,GP3,S13L3MG1,single set of methods,20,25,0.56,0.1457,0.055
Rovai_et_al_2022,GP3,S13L3MG1,single set of methods,37.5,42.5,0.723,0.1074,0.055
Rovai_et_al_2022,GP3,S13L3MG1,single set of methods,67.5,72.5,1.061,0.0786,0.055
Rovai_et_al_2022,GP3,S13L3MG2,single set of methods,5,10,0.562,0.124,0.071
Rovai_et_al_2022,GP3,S13L3MG2,single set of methods,20,25,0.573,0.1405,0.059
Rovai_et_al_2022,GP3,S13L3MG2,single set of methods,37.5,42.5,0.532,0.1736,0.049
Rovai_et_al_2022,GP3,S13L3MG2,single set of methods,67.5,72.5,0.78,0.0793,0.044
Rovai_et_al_2022,GP3,S13L3MG3,single set of methods,5,10,0.613,0.1127,0.051
Rovai_et_al_2022,GP3,S13L3MG3,single set of methods,20,25,0.228,0.4423,0.193
Rovai_et_al_2022,GP3,S13L3MG3,single set of methods,37.5,42.5,0.46,0.208,0.072
Rovai_et_al_2022,GP3,S13L3MG3,single set of methods,67.5,72.5,0.977,0.0757,0.038
Rovai_et_al_2022,CQ1,CQ1-C1,single set of methods,5,10,0.362,NA,0.072
Rovai_et_al_2022,CQ1,CQ1-C1,single set of methods,20,25,0.418,NA,0.056
Rovai_et_al_2022,CQ1,CQ1-C1,single set of methods,37.5,42.5,0.366,NA,0.051
Rovai_et_al_2022,CQ1,CQ1-C1,single set of methods,67.5,72.5,0.501,NA,0.047
Rovai_et_al_2022,CQ1,CQ1-C2,single set of methods,5,10,0.357,NA,0.09
Rovai_et_al_2022,CQ1,CQ1-C2,single set of methods,20,25,0.339,NA,0.106
Rovai_et_al_2022,CQ1,CQ1-C2,single set of methods,37.5,42.5,0.379,NA,0.072
Rovai_et_al_2022,CQ1,CQ1-C2,single set of methods,67.5,72.5,0.477,NA,0.069
Rovai_et_al_2022,CQ1,CQ1-C3,single set of methods,5,10,0.333,NA,0.099
Rovai_et_al_2022,CQ1,CQ1-C3,single set of methods,20,25,0.266,NA,0.119
Rovai_et_al_2022,CQ1,CQ1-C3,single set of methods,37.5,42.5,0.324,NA,0.091
Rovai_et_al_2022,CQ1,CQ1-C3,single set of methods,67.5,72.5,0.361,NA,0.092
Rovai_et_al_2022,CQ2,CQ2-C1,single set of methods,5,10,0.403,NA,0.12
Rovai_et_al_2022,CQ2,CQ2-C1,single set of methods,20,25,0.411,NA,0.09
Rovai_et_al_2022,CQ2,CQ2-C1,single set of methods,37.5,42.5,0.419,NA,0.09
Rovai_et_al_2022,CQ2,CQ2-C1,single set of methods,67.5,72.5,0.609,NA,0.052
Rovai_et_al_2022,CQ2,CQ2-C2,single set of methods,5,10,0.34,NA,0.087
Rovai_et_al_2022,CQ2,CQ2-C2,single set of methods,20,25,0.294,NA,0.101
Rovai_et_al_2022,CQ2,CQ2-C2,single set of methods,37.5,42.5,0.537,NA,0.058
Rovai_et_al_2022,CQ2,CQ2-C2,single set of methods,67.5,72.5,0.573,NA,0.049
Rovai_et_al_2022,CQ2,CQ2-C3,single set of methods,5,10,0.422,NA,0.108
Rovai_et_al_2022,CQ2,CQ2-C3,single set of methods,20,25,0.276,NA,0.114
Rovai_et_al_2022,CQ2,CQ2-C3,single set of methods,37.5,42.5,0.329,NA,0.098
Rovai_et_al_2022,CQ2,CQ2-C3,single set of methods,67.5,72.5,0.521,NA,0.061
Rovai_et_al_2022,CQ3,CQ3-C1,single set of methods,5,10,0.465,NA,0.048
Rovai_et_al_2022,CQ3,CQ3-C1,single set of methods,20,25,0.52,NA,0.047
Rovai_et_al_2022,CQ3,CQ3-C1,single set of methods,37.5,42.5,0.457,NA,0.066
Rovai_et_al_2022,CQ3,CQ3-C1,single set of methods,67.5,72.5,0.391,NA,0.057
Rovai_et_al_2022,CQ3,CQ3-C2,single set of methods,5,10,0.393,NA,0.049
Rovai_et_al_2022,CQ3,CQ3-C2,single set of methods,20,25,0.453,NA,0.056
Rovai_et_al_2022,CQ3,CQ3-C2,single set of methods,37.5,42.5,0.475,NA,0.051
Rovai_et_al_2022,CQ3,CQ3-C2,single set of methods,67.5,72.5,0.381,NA,0.048
Rovai_et_al_2022,CQ3,CQ3-C3,single set of methods,5,10,0.423,NA,0.07
Rovai_et_al_2022,CQ3,CQ3-C3,single set of methods,20,25,0.42,NA,0.05
Rovai_et_al_2022,CQ3,CQ3-C3,single set of methods,37.5,42.5,0.431,NA,0.052
Rovai_et_al_2022,CQ3,CQ3-C3,single set of methods,67.5,72.5,0.453,NA,0.058
Rovai_et_al_2022,SP1,S23L1MG1,single set of methods,5,10,0.397,0.2488,0.085
Rovai_et_al_2022,SP1,S23L1MG1,single set of methods,20,25,0.39,0.2386,0.081
Rovai_et_al_2022,SP1,S23L1MG1,single set of methods,37.5,42.5,0.381,0.2114,0.066
Rovai_et_al_2022,SP1,S23L1MG1,single set of methods,67.5,72.5,0.706,0.1266,0.032
Rovai_et_al_2022,SP1,S23L1MG2,single set of methods,5,10,0.361,0.2044,0.067
Rovai_et_al_2022,SP1,S23L1MG2,single set of methods,20,25,0.346,0.2052,0.065
Rovai_et_al_2022,SP1,S23L1MG2,single set of methods,37.5,42.5,0.41,0.2051,0.064
Rovai_et_al_2022,SP1,S23L1MG2,single set of methods,67.5,72.5,0.463,0.1827,0.048
Rovai_et_al_2022,SP1,S23L1MG3,single set of methods,5,10,0.649,0.1384,0.06
Rovai_et_al_2022,SP1,S23L1MG3,single set of methods,20,25,0.439,0.1932,0.107
Rovai_et_al_2022,SP1,S23L1MG3,single set of methods,37.5,42.5,0.81,0.1116,0.024
Rovai_et_al_2022,SP1,S23L1MG3,single set of methods,67.5,72.5,1.401,0.0522,0.012
Rovai_et_al_2022,SP2,S23L2MG1,single set of methods,5,10,0.94,0.0783,0.026
Rovai_et_al_2022,SP2,S23L2MG1,single set of methods,20,25,0.964,0.0873,0.02
Rovai_et_al_2022,SP2,S23L2MG1,single set of methods,37.5,42.5,0.776,0.1077,0.028
Rovai_et_al_2022,SP2,S23L2MG1,single set of methods,67.5,72.5,0.671,0.1372,0.036
Rovai_et_al_2022,SP2,S23L2MG2,single set of methods,5,10,1.326,0.0662,0.019
Rovai_et_al_2022,SP2,S23L2MG2,single set of methods,20,25,1.15,0.0675,0.023
Rovai_et_al_2022,SP2,S23L2MG2,single set of methods,37.5,42.5,1.004,0.0703,0.018
Rovai_et_al_2022,SP2,S23L2MG2,single set of methods,67.5,72.5,0.588,0.1308,0.033
Rovai_et_al_2022,SP2,S23L2MG3,single set of methods,5,10,0.509,0.1607,0.043
Rovai_et_al_2022,SP2,S23L2MG3,single set of methods,20,25,0.507,0.1877,0.059
Rovai_et_al_2022,SP2,S23L2MG3,single set of methods,37.5,42.5,0.56,0.1637,0.043
Rovai_et_al_2022,SP2,S23L2MG3,single set of methods,67.5,72.5,0.637,0.1491,0.04
Rovai_et_al_2022,SP3,S23L3MG1,single set of methods,5,10,0.313,0.2748,0.079
Rovai_et_al_2022,SP3,S23L3MG1,single set of methods,20,25,0.362,0.2706,0.084
Rovai_et_al_2022,SP3,S23L3MG1,single set of methods,37.5,42.5,0.37,0.254,0.09
Rovai_et_al_2022,SP3,S23L3MG1,single set of methods,67.5,72.5,0.807,0.0928,0.027
Rovai_et_al_2022,SP3,S23L3MG2,single set of methods,5,10,0.348,0.2601,0.089
Rovai_et_al_2022,SP3,S23L3MG2,single set of methods,20,25,0.364,0.2577,0.077
Rovai_et_al_2022,SP3,S23L3MG2,single set of methods,37.5,42.5,0.376,0.2243,0.07
Rovai_et_al_2022,SP3,S23L3MG2,single set of methods,67.5,72.5,0.493,0.1681,0.046
Rovai_et_al_2022,SP3,S23L3MG3,single set of methods,5,10,0.633,0.2009,0.076
Rovai_et_al_2022,SP3,S23L3MG3,single set of methods,20,25,0.588,0.145,0.043
Rovai_et_al_2022,SP3,S23L3MG3,single set of methods,37.5,42.5,0.675,0.1626,0.049
Rovai_et_al_2022,SP3,S23L3MG3,single set of methods,67.5,72.5,0.928,0.0828,0.025
