study_id,core_id,depth_min,depth_max,dry_bulk_density,fraction_organic_matter,fraction_carbon,fraction_carbon_type
Callaway_et_al_2012,Muzzi_A_high,42,44,1.1196868569999998,0.06437040999999999,NA,NA
Callaway_et_al_2012,Muzzi_A_high,44,46,1.044282782,0.06908128999999999,NA,NA
Callaway_et_al_2012,Muzzi_A_high,46,48,0.8866274320000002,0.07614984000000001,NA,NA
Callaway_et_al_2012,Muzzi_A_high,48,50,1.0714169310000001,0.07547603000000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,0,2,0.145658604,0.229830307,NA,NA
Callaway_et_al_2012,Muzzi_A_low,2,4,0.349603285,0.16768856399999998,NA,NA
Callaway_et_al_2012,Muzzi_A_low,4,6,0.34782075,0.11991609399999999,NA,NA
Callaway_et_al_2012,Muzzi_A_low,6,8,0.34377467700000003,0.13219688400000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,8,10,0.365646103,0.11792836799999999,NA,NA
Callaway_et_al_2012,Muzzi_A_low,10,12,0.4840007930000001,0.121804219,NA,NA
Callaway_et_al_2012,Muzzi_A_low,12,14,0.49523359499999997,0.089433702,NA,NA
Callaway_et_al_2012,Muzzi_A_low,14,16,0.5874161379999998,0.084121499,NA,NA
Callaway_et_al_2012,Muzzi_A_low,16,18,0.4576588810000001,0.093647104,NA,NA
Callaway_et_al_2012,Muzzi_A_low,18,20,0.559206809,0.08411215000000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,20,22,0.525140577,0.08638989699999998,NA,NA
Callaway_et_al_2012,Muzzi_A_low,22,24,0.6060620239999999,0.080586473,NA,NA
Callaway_et_al_2012,Muzzi_A_low,24,26,0.580653821,0.064839501,NA,NA
Callaway_et_al_2012,Muzzi_A_low,26,28,0.5164825479999998,0.07620410100000002,NA,NA
Callaway_et_al_2012,Muzzi_A_low,28,30,0.493762296,0.07412808400000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,30,32,0.566704775,0.067949288,NA,NA
Callaway_et_al_2012,Muzzi_A_low,32,34,0.664631043,0.06317275500000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,34,36,0.659453202,0.060670888000000006,NA,NA
Callaway_et_al_2012,Muzzi_A_low,36,38,0.733810392,0.050425464999999996,NA,NA
Callaway_et_al_2012,Muzzi_A_low,38,40,0.6533416520000002,0.05768991700000001,NA,NA
Callaway_et_al_2012,Muzzi_A_low,40,42,0.7973308979999999,0.043133228000000016,NA,NA
Callaway_et_al_2012,Muzzi_A_low,42,44,0.9158270580000001,0.049165934999999994,NA,NA
Callaway_et_al_2012,Muzzi_A_low,44,46,0.8868537849999999,0.048276483999999995,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,0,2,0.2743689750000001,0.17551697700000002,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,2,4,0.32807139,0.14795692600000002,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,4,6,0.3643728640000001,0.126584166,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,6,8,0.33740848,0.13689788100000003,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,8,10,0.41306720300000005,0.140791557,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,10,12,0.4274406630000001,0.10164128900000001,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,12,14,0.44161606300000006,0.15096675900000003,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,14,16,0.40107045700000005,0.10460585500000001,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,16,18,0.41603809500000005,0.08482602400000001,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,18,20,0.43853199400000004,0.098663816,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,20,22,0.46094101,0.06525931199999999,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,22,24,0.46954245,0.0955928,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,24,26,0.46343090100000006,0.097390068,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,26,28,0.470561042,0.09946761299999998,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,28,30,0.453160102,0.06090134,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,30,32,0.451292684,0.09665901599999999,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,32,34,0.5562359160000001,0.07521459200000001,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,34,36,0.816401197,0.067941572,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,36,38,0.7180788100000001,0.07298170100000001,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,38,40,0.6715631249999997,0.069701853,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,40,42,0.704950295,0.09194142799999999,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,42,44,0.8753097470000001,0.058374793,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,44,46,1.0681913909999998,0.054024256,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,46,48,0.9843273459999999,0.060520607000000004,NA,NA
Callaway_et_al_2012,Muzzi_A_mid,48,50,0.9806208040000001,0.058416390000000006,NA,NA
Callaway_et_al_2012,Muzzi_B_high,0,2,0.335116649,0.17559686500000002,0.067440983,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,2,4,0.43626845700000005,0.143834779,0.053963032,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,4,6,0.41465167900000005,0.13616161599999999,0.050791721000000005,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,6,8,0.477238476,0.121681416,0.044896889,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,8,10,0.53906133,0.09625935199999999,0.034831698000000015,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,10,12,0.5428244600000001,0.10625126900000001,0.038744562999999996,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,12,14,0.548596479,0.088444222,0.031810237000000005,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,14,16,0.6482204,0.085568878,0.030707185999999997,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,16,18,0.453471338,0.11767310100000002,0.04328587,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,18,20,0.7666316780000001,0.07945719899999998,0.028377981000000004,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,20,22,0.6963205609999998,0.07214676300000002,0.025619394000000004,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,22,24,0.808110993,0.06678684900000001,0.023615851,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,24,26,0.6675736409999998,0.071327684,0.02531218,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,26,28,0.835952498,0.058690532000000004,0.020619941,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,28,30,0.757803884,0.061320755,0.021589187,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,30,32,0.7121653199999999,0.0625311,0.022036504,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,32,34,0.864473063,0.06753062700000001,0.023892915,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,34,36,0.6541621849999998,0.06701998499999999,0.023702662999999995,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,36,38,0.875592689,0.060117302000000004,0.02114523,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,38,40,0.7973591919999999,0.051185509000000004,0.017875615000000004,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,40,42,0.754295401,0.060133437000000005,0.021151177000000004,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,42,44,0.795803011,0.05219956400000001,0.018244576000000002,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,44,46,1.117338437,0.061573684000000004,0.021682596000000002,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,46,48,0.8935029249999998,0.058168943,0.020428194000000004,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,48,50,0.8398853930000001,0.05478260900000001,0.019187013,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_high,50,52,0.8771205760000002,0.05117234300000001,0.017870828,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_low,0,2,0.45468798900000007,0.14084507000000002,NA,NA
Callaway_et_al_2012,Muzzi_B_low,2,4,0.4399184100000001,0.124515912,NA,NA
Callaway_et_al_2012,Muzzi_B_low,4,6,0.48057719300000007,0.098371933,NA,NA
Callaway_et_al_2012,Muzzi_B_low,6,8,0.430751086,0.10633307300000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,8,10,0.5317048340000001,0.092343141,NA,NA
Callaway_et_al_2012,Muzzi_B_low,10,12,0.43162820600000007,0.08673416100000002,NA,NA
Callaway_et_al_2012,Muzzi_B_low,12,14,0.46713744199999996,0.09086783899999998,NA,NA
Callaway_et_al_2012,Muzzi_B_low,14,16,0.4284026660000001,0.08782225900000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,16,18,0.506805928,0.079543005,NA,NA
Callaway_et_al_2012,Muzzi_B_low,18,20,0.46883509500000004,0.07572383100000002,NA,NA
Callaway_et_al_2012,Muzzi_B_low,20,22,0.497440544,0.074530516,NA,NA
Callaway_et_al_2012,Muzzi_B_low,22,24,0.511191531,0.088399257,NA,NA
Callaway_et_al_2012,Muzzi_B_low,24,26,0.49806301599999997,0.073350502,NA,NA
Callaway_et_al_2012,Muzzi_B_low,26,28,0.584897953,0.07061576100000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,28,30,0.615880116,0.064891304,NA,NA
Callaway_et_al_2012,Muzzi_B_low,30,32,0.924598264,0.053563752000000006,NA,NA
Callaway_et_al_2012,Muzzi_B_low,32,34,0.8304917150000001,0.05159268900000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,34,36,0.7205687009999998,0.04757363800000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,36,38,0.764735966,0.04771859700000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,38,40,0.744590487,0.058416413,NA,NA
Callaway_et_al_2012,Muzzi_B_low,40,42,0.6794855039999999,0.050484329999999994,NA,NA
Callaway_et_al_2012,Muzzi_B_low,42,44,0.7572379989999999,0.05467625900000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,44,46,0.6899260689999999,0.06297177100000001,NA,NA
Callaway_et_al_2012,Muzzi_B_low,46,48,0.811506298,0.059734031,NA,NA
Callaway_et_al_2012,Muzzi_B_low,48,50,0.725548482,0.05369938000000001,NA,NA
Callaway_et_al_2012,Muzzi_B_mid,0,2,0.372663068,0.12477234900000002,0.046145339,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,2,4,0.43850370000000005,0.12419313600000002,0.045910982999999995,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,4,6,0.45630075900000006,0.117346802,0.04315512000000001,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,6,8,0.440965296,0.121042889,0.04463965000000001,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,8,10,0.4853589150000001,0.134700162,0.050191442,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,10,12,0.522396039,0.103110061,0.037508430999999995,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,12,14,0.598196233,0.075707667,0.026959360000000005,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,14,16,0.5057590420000001,0.07494780699999999,0.026672829,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,16,18,0.643976268,0.08636064000000002,0.031010463,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,18,20,0.533204428,0.06628634800000001,0.023429584,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,20,22,0.5331195449999999,0.06809223800000001,0.024102325,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,22,24,0.5601405180000001,0.079464688,0.028380822,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,24,26,0.521377447,0.08009917200000001,0.028621658,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,26,28,0.472994344,0.062622358,0.022070264,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,28,30,0.572703148,0.068061908,0.024091011000000002,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,30,32,0.550916605,0.061866581999999996,0.021790811,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,32,34,0.590273854,0.06336858399999999,0.0223465,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,34,36,0.5885479069999999,0.06933536199999998,0.024566483,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,36,38,0.6180021819999999,0.074959373,0.026677188,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,38,40,0.5977718200000001,0.06590431199999999,0.0232875,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,40,42,0.6565106039999999,0.064436394,0.022742321999999995,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,42,44,0.7249260089999999,0.029189182999999994,0.01001402,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,44,46,0.670035238,0.061878766,0.021795314000000007,fraction_total_carbon
Callaway_et_al_2012,Muzzi_B_mid,46,48,0.642985971,0.060512056,0.021290766,fraction_total_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,0,2,0.14308383100000002,0.343573286,0.146263569,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,2,4,0.227372289,0.31193835599999997,0.131595219,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,4,6,0.23034318100000004,0.29408592000000006,0.12342499500000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,6,8,0.25419520199999995,0.26274131799999995,0.109267708,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,8,10,0.220779737,0.28890211200000004,0.12106714200000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,10,12,0.24907394900000002,0.24833484600000003,0.10284101,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,12,14,0.292703625,0.21821403300000006,0.08956739999999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,14,16,0.236483025,0.252399151,0.104648973,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,16,18,0.232691601,0.198188859,0.080864936,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,18,20,0.24825341700000003,0.208501714,0.085334468,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,20,22,0.24409416800000003,0.2748074830000001,0.11468927300000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,22,24,0.29411833500000006,0.233454522,0.096255964,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,24,26,0.236171789,0.25219114499999995,0.10455634600000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,26,28,0.22307156799999997,0.28635577200000006,0.11991133499999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,28,30,0.25761880200000004,0.29969801100000004,0.125985026,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,30,32,0.224797515,0.28221976700000007,0.11803732999999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,32,34,0.16206924700000003,0.38204544599999996,0.16443042300000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,34,36,0.18575150299999998,0.28545532500000004,0.11950299199999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,36,38,0.20567062799999997,0.283142138,0.11845489099999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,38,40,0.21529066000000002,0.23098638700000004,0.095168942,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,40,42,0.24995107000000003,0.22341415700000003,0.09184321499999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,42,44,0.235011726,0.294033745,0.12340123100000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,44,46,0.21444183400000005,0.24697935600000004,0.102238929,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,46,48,0.17183075,0.24909396500000003,0.103178391,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_High,48,50,0.16784126600000002,0.287209129,0.12029850600000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,0,2,0.627876862,0.101430429,0.04019120700000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,2,4,0.7687254500000001,0.09314703899999999,0.036815063,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,4,6,0.9853176429999999,0.07,0.027469330000000004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,6,8,0.901227245,0.08712363900000002,0.034370532,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,8,10,0.8729330330000001,0.07539410600000002,0.029635573,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,10,12,0.9521285330000001,0.074327886,0.029206823999999996,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,12,14,0.740289766,0.068062827,0.026693101,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,14,16,0.7191256960000001,0.06666666700000001,0.026134222,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,16,18,0.8666800120000002,0.063964535,0.025053916000000006,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,18,20,0.7244167129999999,0.05988024,0.023424397000000003,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,20,22,0.8195418550000001,0.070472163,0.027658665000000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,22,24,0.79815143,0.064554692,0.025289707999999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,24,26,0.769970395,0.07122302200000002,0.027959868,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,26,28,0.6633012149999999,0.08065779199999999,0.031756267000000005,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,28,30,0.8318215430000001,0.07322654500000003,0.028764241,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,30,32,0.686021467,0.06858924400000001,0.026903947000000004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,32,34,0.8284262370000001,0.06399317400000001,0.025065356000000007,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,34,36,0.794614654,0.066906475000000007,0.026230182999999997,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,36,38,0.945168156,0.062218891000000005,0.024356956000000006,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,38,40,0.691114426,0.06269113100000001,0.024545428,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,40,42,0.776110239,0.07866941000000001,0.030954373000000004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,42,44,0.646749101,0.083808763,0.033028994,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,44,46,0.597319112,0.097167444,0.038451614,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Low,46,48,0.5006660839999999,0.08624361200000001,0.03401412200000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,0,2,0.202982678,0.30162400500000003,0.126865361,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,2,4,0.315933173,0.24169733300000004,0.09989702799999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,4,6,0.28291382700000006,0.24884423400000005,0.103067386,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,6,8,0.22694787600000002,0.23530429900000002,0.09707162000000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,8,10,0.249187126,0.23054040400000003,0.094972679,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,10,12,0.28441342000000003,0.20556527700000002,0.08405919699999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,12,14,0.323798964,0.15200909000000004,0.061168383,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,14,16,0.3355976499999999,0.13954826000000004,0.055942528000000005,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,16,18,0.30348371900000004,0.152828277,0.06151325900000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,18,20,0.405597531,0.11233671,0.044661861000000004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,20,22,0.31632929200000004,0.135855761,0.05440121800000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,22,24,0.388055119,0.12882265699999998,0.051474663000000004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,24,26,0.28942149600000006,0.14169118800000002,0.056838544000000005,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,26,28,0.22196809400000003,0.190136085,0.07739290900000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,28,30,0.230145122,0.22444995800000003,0.09229731499999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,30,32,0.27697204300000006,0.195754011,0.07981346399999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,32,34,0.24075545100000004,0.20758119900000002,0.08493447000000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,34,36,0.21596972100000003,0.21941057800000002,0.090090481,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,36,38,0.319215301,0.18241558900000002,0.074078966,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,38,40,0.233568721,0.17596847800000004,0.07132272800000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,40,42,0.326713268,0.186500888,0.07583073100000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,42,44,0.246555765,0.20156384400000002,0.08232478500000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,44,46,0.24774412100000004,0.196501826,0.08013624900000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,46,48,0.26757836400000007,0.28205245900000003,0.11796161100000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_A_Mid,48,50,0.29010055700000004,0.29098522300000007,0.122013858,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,0,2,0.21141435300000005,0.28401191700000006,0.11884883399999997,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,2,4,0.281442528,0.20628415300000003,0.084371205,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,4,6,0.249187126,0.19504447300000002,0.07950732699999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,6,8,0.16034330000000002,0.259227468,0.10769552900000003,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,8,10,0.269106252,0.171612903,0.069466379,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,10,12,0.20632139500000002,0.24737267599999999,0.102413588,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,12,14,0.251705311,0.228494624,0.094073018,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,14,16,0.29290168400000005,0.19341563800000003,0.07880501300000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,16,18,0.20756634000000004,0.310697674,0.131024909,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,18,20,0.218884025,0.28763440900000004,0.12049152300000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,20,22,0.22496728100000005,0.260550459,0.108287113,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,22,24,0.22349598200000004,0.23805147100000001,0.098284516,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,24,26,0.24794218100000007,0.22673031000000002,0.093297953,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,26,28,0.24494299400000005,0.218259629,0.08958732699999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,28,30,0.26025016300000003,0.20621225200000004,0.08433999299999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,30,32,0.19712577599999997,0.19774386200000002,0.08067265900000001,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,32,34,0.22697617,0.2296875,0.094597479,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,34,36,0.242622869,0.19923664100000002,0.08131785699999998,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,36,38,0.24927200900000002,0.17574578500000004,0.07122770400000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,38,40,0.265031885,0.19959541500000003,0.081473004,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,40,42,0.23727526300000001,0.224779959,0.092442044,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,42,44,0.17811206500000001,0.23922413800000003,0.09880281699999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,44,46,0.26075945899999997,0.25722021700000003,0.10679878600000002,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,46,48,0.27994293500000006,0.206324111,0.08438855099999999,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,48,50,0.334862001,0.154353562,0.062155838000000005,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_High,50,52,0.33865342499999995,0.11459854000000001,0.045592644,fraction_organic_carbon
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,0,2,0.5864824289999998,0.125454545,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,2,4,0.608919739,0.12671594500000002,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,4,6,0.60798603,0.11971830999999998,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,6,8,0.8669912480000002,0.10293200200000001,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,8,10,0.7909646999999999,0.08927424500000002,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,10,12,0.927144743,0.082051282,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,12,14,0.7795621329999999,0.07818052600000001,NA,NA
Callaway_et_al_2012,Petaluma_River_Marsh_B_Low,14,16,0.755172522,0.07552693200000002,NA,NA
