"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"95","Ruranska et al 2020","PR Carthagena Bank 5","Carthagena Bank","Carthagena Bank 5","Salt marsh","Not Sandy",56.385475,-3.196341667,"direct from dataset","1","UK",2019,0,0.1,"EA",6.73,12.24,0.73,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"96","Ruranska et al 2020","PR Cromarty Firth 1","Cromarty Firth","Cromarty Firth 1","Salt marsh","Not Sandy",57.583122,-4.421933,"direct from dataset","1","UK",2018,0,0.1,"EA",8.48,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"97","Ruranska et al 2020","PR Cromarty Firth 2","Cromarty Firth","Cromarty Firth 2","Salt marsh","Not Sandy",57.582956,-4.421605,"direct from dataset","1","UK",2018,0,0.1,"EA",6.61,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"98","Ruranska et al 2020","PR Cromarty Firth 3","Cromarty Firth","Cromarty Firth 3","Salt marsh","Not Sandy",57.582968,-4.421197,"direct from dataset","1","UK",2018,0,0.1,"EA",4.99,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"99","Ruranska et al 2020","PR Cromarty Firth 4","Cromarty Firth","Cromarty Firth 4","Salt marsh","Not Sandy",57.582881,-4.421546,"direct from dataset","1","UK",2018,0,0.1,"EA",11.01,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"100","Ruranska et al 2020","PR Cromarty Firth 5","Cromarty Firth","Cromarty Firth 5","Salt marsh","Not Sandy",57.582711,-4.421818,"direct from dataset","1","UK",2018,0,0.1,"EA",11.2,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"101","Ruranska et al 2020","PR Cromarty Firth 6","Cromarty Firth","Cromarty Firth 6","Salt marsh","Not Sandy",57.582326,-4.420624,"direct from dataset","1","UK",2018,0,0.1,"EA",7.95,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"102","Ruranska et al 2020","PR Culbin 1","Culbin","Culbin 1","Salt marsh","Sandy",57.604498,-3.813008,"direct from dataset","1","UK",2019,0,0.1,"EA",4.75,1.83,0.95,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"103","Ruranska et al 2020","PR Culbin 2","Culbin","Culbin 2","Salt marsh","Sandy",57.604805,-3.813414,"direct from dataset","1","UK",2019,0,0.1,"EA",5.03,2.29,1.12,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"104","Ruranska et al 2020","PR Culbin 3","Culbin","Culbin 3","Salt marsh","Sandy",57.605182,-3.813997,"direct from dataset","1","UK",2019,0,0.1,"EA",8.24,2.57,0.84,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"105","Ruranska et al 2020","PR Culbin 4","Culbin","Culbin 4","Salt marsh","Sandy",57.605542,-3.814571,"direct from dataset","1","UK",2019,0,0.1,"EA",5.82,3.12,0.85,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"106","Ruranska et al 2020","PR Culbin 5","Culbin","Culbin 5","Salt marsh","Not Sandy",57.605918,-3.815145,"direct from dataset","1","UK",2019,0,0.1,"EA",11.11,25.64,0.63,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"107","Ruranska et al 2020","PR Culbin Bar 1","Culbin Bar","Culbin Bar 1","Salt marsh","Not Sandy",57.615522,-3.7923312,"direct from dataset","1","UK",2019,0,0.1,"EA",15.98,45.78,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"108","Ruranska et al 2020","PR Culbin Bar 2","Culbin Bar","Culbin Bar 2","Salt marsh","Not Sandy",57.614853,-3.7913608,"direct from dataset","1","UK",2019,0,0.1,"EA",10.5,20.19,0.64,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"109","Ruranska et al 2020","PR Culbin Bar 3","Culbin Bar","Culbin Bar 3","Salt marsh","Sandy",57.61715,-3.7953414,"direct from dataset","1","UK",2019,0,0.1,"EA",2.95,5.11,1.02,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"110","Ruranska et al 2020","PR Culbin Bar 4","Culbin Bar","Culbin Bar 4","Salt marsh","Not Sandy",57.61652,-3.7941718,"direct from dataset","1","UK",2019,0,0.1,"EA",5.97,12.6,0.64,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"111","Ruranska et al 2020","PR Culbin Bar 5","Culbin Bar","Culbin Bar 5","Salt marsh","Sandy",57.616072,-3.7934968,"direct from dataset","1","UK",2019,0,0.1,"EA",5.9,8.69,0.82,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"112","Ruranska et al 2020","PR Drynoch 1","Drynoch","Drynoch 1","Salt marsh","Not Sandy",57.298505,-6.3152145,"direct from dataset","1","UK",2019,0,0.1,"EA",9.86,26.34,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"113","Ruranska et al 2020","PR Drynoch 2","Drynoch","Drynoch 2","Salt marsh","Not Sandy",57.298596,-6.3156904,"direct from dataset","1","UK",2019,0,0.1,"EA",17.1,20.68,0.44,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"114","Ruranska et al 2020","PR Drynoch 3","Drynoch","Drynoch 3","Salt marsh","Not Sandy",57.298464,-6.3140467,"direct from dataset","1","UK",2019,0,0.1,"EA",10.28,27.83,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"115","Ruranska et al 2020","PR Drynoch 4","Drynoch","Drynoch 4","Salt marsh","Not Sandy",57.298486,-6.3144481,"direct from dataset","1","UK",2019,0,0.1,"EA",11.82,25.83,0.39,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"116","Ruranska et al 2020","PR Drynoch 5","Drynoch","Drynoch 5","Salt marsh","Not Sandy",57.298518,-6.3148339,"direct from dataset","1","UK",2019,0,0.1,"EA",13.55,29.01,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"117","Ruranska et al 2020","PR Dumbuck 1","Dumbuck","Dumbuck 1","Salt marsh","Sandy",55.93367778,-4.542894444,"direct from dataset","1","UK",2019,0,0.1,"EA",2.83,2.14,1.49,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"118","Ruranska et al 2020","PR Dumbuck 2","Dumbuck","Dumbuck 2","Salt marsh","Sandy",55.93369167,-4.542925,"direct from dataset","1","UK",2019,0,0.1,"EA",3.28,2.25,1.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"119","Ruranska et al 2020","PR Dumbuck 3","Dumbuck","Dumbuck 3","Salt marsh","Sandy",55.93360833,-4.542911111,"direct from dataset","1","UK",2019,0,0.1,"EA",2.02,1.94,1.52,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"120","Ruranska et al 2020","PR Dumbuck 4","Dumbuck","Dumbuck 4","Salt marsh","Sandy",55.93364444,-4.5429,"direct from dataset","1","UK",2019,0,0.1,"EA",3.74,1.93,1.36,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"121","Ruranska et al 2020","PR Dumbuck 5","Dumbuck","Dumbuck 5","Salt marsh","Sandy",55.93366111,-4.542886111,"direct from dataset","1","UK",2019,0,0.1,"EA",3.53,1.99,1.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"122","Ruranska et al 2020","PR Eilean Dubh 1","Eilean Dubh","Eilean Dubh 1","Salt marsh","Not Sandy",58.510132,-4.691772,"direct from dataset","1","UK",2019,0,0.1,"EA",7.45,8.68,0.64,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"123","Ruranska et al 2020","PR Eilean Dubh 2","Eilean Dubh","Eilean Dubh 2","Salt marsh","Not Sandy",58.510253,-4.691964,"direct from dataset","1","UK",2019,0,0.1,"EA",5.33,9.67,0.9,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"124","Ruranska et al 2020","PR Eilean Dubh 3","Eilean Dubh","Eilean Dubh 3","Salt marsh","Not Sandy",58.510343,-4.69217,"direct from dataset","1","UK",2019,0,0.1,"EA",11.75,26.94,0.54,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"125","Ruranska et al 2020","PR Eilean Dubh 4","Eilean Dubh","Eilean Dubh 4","Salt marsh","Not Sandy",58.51055,-4.692405,"direct from dataset","1","UK",2019,0,0.1,"EA",9.77,33.26,0.4,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"126","Ruranska et al 2020","PR Eilean Dubh 5","Eilean Dubh","Eilean Dubh 5","Salt marsh","Not Sandy",58.510673,-4.692606,"direct from dataset","1","UK",2019,0,0.1,"EA",5.93,16.78,0.74,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"127","Ruranska et al 2020","PR Findhorn Bay 1","Findhorn Bay","Findhorn Bay 1","Salt marsh","Not Sandy",57.635415,-3.616523,"direct from dataset","1","UK",2018,0,0.1,"EA",14.62,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"128","Ruranska et al 2020","PR Findhorn Bay 2","Findhorn Bay","Findhorn Bay 2","Salt marsh","Not Sandy",57.635225,-3.616319,"direct from dataset","1","UK",2018,0,0.1,"EA",19.7,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"129","Ruranska et al 2020","PR Findhorn Bay 3","Findhorn Bay","Findhorn Bay 3","Salt marsh","Not Sandy",57.634782,-3.61636,"direct from dataset","1","UK",2018,0,0.1,"EA",15.79,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"130","Ruranska et al 2020","PR Findhorn Bay 4","Findhorn Bay","Findhorn Bay 4","Salt marsh","Not Sandy",57.634553,-3.616469,"direct from dataset","1","UK",2018,0,0.1,"EA",3.45,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"131","Ruranska et al 2020","PR Findhorn Bay 5","Findhorn Bay","Findhorn Bay 5","Salt marsh","Not Sandy",57.635451,-3.614665,"direct from dataset","1","UK",2018,0,0.1,"EA",14.62,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"132","Ruranska et al 2020","PR Findhorn Bay 6","Findhorn Bay","Findhorn Bay 6","Salt marsh","Not Sandy",57.635398,-3.614507,"direct from dataset","1","UK",2018,0,0.1,"EA",15.4,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"133","Ruranska et al 2020","PR Findhorn Bay 7","Findhorn Bay","Findhorn Bay 7","Salt marsh","Not Sandy",57.635303,-3.614329,"direct from dataset","1","UK",2018,0,0.1,"EA",16.01,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"134","Ruranska et al 2020","PR Findhorn Bay 8","Findhorn Bay","Findhorn Bay 8","Salt marsh","Not Sandy",57.635228,-3.61417,"direct from dataset","1","UK",2018,0,0.1,"EA",3.81,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"135","Ruranska et al 2020","PR Findhorn Bay 9","Findhorn Bay","Findhorn Bay 9","Salt marsh","Not Sandy",57.635248,-3.61721,"direct from dataset","1","UK",2018,0,0.1,"EA",22.3,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"136","Ruranska et al 2020","PR Findhorn Bay 10","Findhorn Bay","Findhorn Bay 10","Salt marsh","Not Sandy",57.634967,-3.617328,"direct from dataset","1","UK",2018,0,0.1,"EA",19.42,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"137","Ruranska et al 2020","PR Findhorn Bay 11","Findhorn Bay","Findhorn Bay 11","Salt marsh","Not Sandy",57.634806,-3.61736,"direct from dataset","1","UK",2018,0,0.1,"EA",26.89,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"138","Ruranska et al 2020","PR Findhorn Bay 12","Findhorn Bay","Findhorn Bay 12","Salt marsh","Not Sandy",57.639062,-3.5779237,"direct from dataset","1","UK",2019,0,0.1,"EA",15.7,53.61,0.3,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"139","Ruranska et al 2020","PR Findhorn Bay 13","Findhorn Bay","Findhorn Bay 13","Salt marsh","Not Sandy",57.638868,-3.5810581,"direct from dataset","1","UK",2019,0,0.1,"EA",12.35,40.73,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"140","Ruranska et al 2020","PR Findhorn Bay 14","Findhorn Bay","Findhorn Bay 14","Salt marsh","Sandy",57.638765,-3.5822328,"direct from dataset","1","UK",2019,0,0.1,"EA",8.28,12.32,1.1,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"141","Ruranska et al 2020","PR Findhorn Bay 15","Findhorn Bay","Findhorn Bay 15","Salt marsh","Not Sandy",57.638919,-3.579966,"direct from dataset","1","UK",2019,0,0.1,"EA",26.52,47.48,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"142","Ruranska et al 2020","PR Findhorn Bay 16","Findhorn Bay","Findhorn Bay 16","Salt marsh","Not Sandy",57.638995,-3.5788018,"direct from dataset","1","UK",2019,0,0.1,"EA",14.22,27.77,0.56,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"143","Ruranska et al 2020","PR Glenelg 1","Glenelg","Glenelg 1","Salt marsh","Not Sandy",57.216956,-5.6236562,"direct from dataset","1","UK",2019,0,0.1,"EA",24.07,48.35,0.28,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"144","Ruranska et al 2020","PR Glenelg 2","Glenelg","Glenelg 2","Salt marsh","Not Sandy",57.217342,-5.622733,"direct from dataset","1","UK",2019,0,0.1,"EA",17.74,35.49,0.38,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"145","Ruranska et al 2020","PR Glenelg 3","Glenelg","Glenelg 3","Salt marsh","Not Sandy",57.217181,-5.6230154,"direct from dataset","1","UK",2019,0,0.1,"EA",21.34,44.28,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"146","Ruranska et al 2020","PR Glenelg 4","Glenelg","Glenelg 4","Salt marsh","Not Sandy",57.217092,-5.623305,"direct from dataset","1","UK",2019,0,0.1,"EA",23.31,45.35,0.32,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"147","Ruranska et al 2020","PR Gullane Sands 1","Gullane Sands","Gullane Sands 1","Salt marsh","Not Sandy",56.015818,-2.855555,"direct from dataset","1","UK",2018,0,0.1,"EA",3.1,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"148","Ruranska et al 2020","PR Gullane Sands 2","Gullane Sands","Gullane Sands 2","Salt marsh","Not Sandy",56.015793,-2.85542,"direct from dataset","1","UK",2018,0,0.1,"EA",9.15,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"149","Ruranska et al 2020","PR Gullane Sands 3","Gullane Sands","Gullane Sands 3","Salt marsh","Not Sandy",56.016147,-2.855473,"direct from dataset","1","UK",2018,0,0.1,"EA",13.78,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"150","Ruranska et al 2020","PR Gullane Sands 4","Gullane Sands","Gullane Sands 4","Salt marsh","Not Sandy",56.016238,-2.855291,"direct from dataset","1","UK",2018,0,0.1,"EA",21.53,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"151","Ruranska et al 2020","PR Gullane Sands 5","Gullane Sands","Gullane Sands 5","Salt marsh","Not Sandy",56.015943,-2.855933,"direct from dataset","1","UK",2018,0,0.1,"EA",3.43,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"152","Ruranska et al 2020","PR Gullane Sands 6","Gullane Sands","Gullane Sands 6","Salt marsh","Not Sandy",56.016167,-2.855758,"direct from dataset","1","UK",2018,0,0.1,"EA",28.38,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"153","Ruranska et al 2020","PR Gullane Sands 7","Gullane Sands","Gullane Sands 7","Salt marsh","Not Sandy",56.016346,-2.855712,"direct from dataset","1","UK",2018,0,0.1,"EA",23.22,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"154","Ruranska et al 2020","PR Gullane Sands 8","Gullane Sands","Gullane Sands 8","Salt marsh","Not Sandy",56.016299,-2.85667,"direct from dataset","1","UK",2018,0,0.1,"EA",4.51,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"155","Ruranska et al 2020","PR Gullane Sands 9","Gullane Sands","Gullane Sands 9","Salt marsh","Not Sandy",56.016508,-2.856638,"direct from dataset","1","UK",2018,0,0.1,"EA",12.62,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"156","Ruranska et al 2020","PR Gullane Sands 10","Gullane Sands","Gullane Sands 10","Salt marsh","Not Sandy",56.016674,-2.856335,"direct from dataset","1","UK",2018,0,0.1,"EA",30.08,NA,NA,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"157","Ruranska et al 2020","PR Harrapool 1","Harrapool","Harrapool 1","Salt marsh","Not Sandy",57.239115,-5.8831049,"direct from dataset","1","UK",2019,0,0.1,"EA",15.7,53.29,0.19,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"158","Ruranska et al 2020","PR Harrapool 2","Harrapool","Harrapool 2","Salt marsh","Not Sandy",57.240159,-5.8842264,"direct from dataset","1","UK",2019,0,0.1,"EA",20.14,54.52,0.18,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"159","Ruranska et al 2020","PR Harrapool 3","Harrapool","Harrapool 3","Salt marsh","Not Sandy",57.239296,-5.8833396,"direct from dataset","1","UK",2019,0,0.1,"EA",12.64,21.52,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"160","Ruranska et al 2020","PR Harrapool 4","Harrapool","Harrapool 4","Salt marsh","Not Sandy",57.239548,-5.8836149,"direct from dataset","1","UK",2019,0,0.1,"EA",11.51,15.31,0.54,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"161","Ruranska et al 2020","PR Harrapool 5","Harrapool","Harrapool 5","Salt marsh","Not Sandy",57.239751,-5.8837688,"direct from dataset","1","UK",2019,0,0.1,"EA",14.91,36.36,0.31,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"162","Ruranska et al 2020","PR Inverbroom 1","Inverbroom","Inverbroom 1","Salt marsh","Not Sandy",57.81650922,-5.071992389,"direct from dataset","1","UK",2019,0,0.1,"EA",11.47,33.72,0.34,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"163","Ruranska et al 2020","PR Inverbroom 2","Inverbroom","Inverbroom 2","Salt marsh","Not Sandy",57.817041,-5.0725049,"direct from dataset","1","UK",2019,0,0.1,"EA",7.51,18.3,0.43,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"164","Ruranska et al 2020","PR Inverbroom 3","Inverbroom","Inverbroom 3","Salt marsh","Not Sandy",57.81628417,-5.071705806,"direct from dataset","1","UK",2019,0,0.1,"EA",17.88,66.21,0.16,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"165","Ruranska et al 2020","PR Inverbroom 4","Inverbroom","Inverbroom 4","Salt marsh","Not Sandy",57.81674192,-5.07223175,"direct from dataset","1","UK",2019,0,0.1,"EA",12.56,40.8,0.24,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"166","Ruranska et al 2020","PR Inverbroom 5","Inverbroom","Inverbroom 5","Salt marsh","Not Sandy",57.81719206,-5.0727725,"direct from dataset","1","UK",2019,0,0.1,"EA",11.8,34.15,0.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"167","Ruranska et al 2020","PR Isleornsay 1","Isleornsay","Isleornsay 1","Salt marsh","Not Sandy",57.144861,-5.8038413,"direct from dataset","1","UK",2019,0,0.1,"EA",26.66,61.77,0.17,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"168","Ruranska et al 2020","PR Isleornsay 2","Isleornsay","Isleornsay 2","Salt marsh","Not Sandy",57.145603,-5.8030905,"direct from dataset","1","UK",2019,0,0.1,"EA",18.7,56.89,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"169","Ruranska et al 2020","PR Isleornsay 3","Isleornsay","Isleornsay 3","Salt marsh","Not Sandy",57.14515,-5.8035235,"direct from dataset","1","UK",2019,0,0.1,"EA",16.25,28.5,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"170","Ruranska et al 2020","PR Isleornsay 4","Isleornsay","Isleornsay 4","Salt marsh","Not Sandy",57.145874,-5.8027544,"direct from dataset","1","UK",2019,0,0.1,"EA",15.29,27.43,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"171","Ruranska et al 2020","PR Isleornsay 5","Isleornsay","Isleornsay 5","Salt marsh","Not Sandy",57.146282,-5.8023497,"direct from dataset","1","UK",2019,0,0.1,"EA",24.6,59.19,0.19,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"172","Ruranska et al 2020","PR Killilan 1","Killilan","Killilan 1","Salt marsh","Sandy",57.31668611,-5.443497222,"direct from dataset","1","UK",2019,0,0.1,"EA",10.98,11.47,0.55,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"173","Ruranska et al 2020","PR Killilan 2","Killilan","Killilan 2","Salt marsh","Sandy",57.31704444,-5.442875,"direct from dataset","1","UK",2019,0,0.1,"EA",9.39,8.04,0.81,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"174","Ruranska et al 2020","PR Killilan 3","Killilan","Killilan 3","Salt marsh","Not Sandy",57.31790833,-5.441713889,"direct from dataset","1","UK",2019,0,0.1,"EA",15.03,40.08,0.47,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"175","Ruranska et al 2020","PR Killilan 4","Killilan","Killilan 4","Salt marsh","Not Sandy",57.31830278,-5.441125,"direct from dataset","1","UK",2019,0,0.1,"EA",15.41,42.3,0.29,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"176","Ruranska et al 2020","PR Killilan 5","Killilan","Killilan 5","Salt marsh","Not Sandy",57.31750833,-5.442341667,"direct from dataset","1","UK",2019,0,0.1,"EA",14.43,34.02,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"177","Ruranska et al 2020","PR Kinloch 1","Kinloch","Kinloch 1","Salt marsh","Not Sandy",57.176314,-5.8043616,"direct from dataset","1","UK",2019,0,0.1,"EA",11.85,36.27,0.2,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"178","Ruranska et al 2020","PR Kinloch 2","Kinloch","Kinloch 2","Salt marsh","Not Sandy",57.177169,-5.8052442,"direct from dataset","1","UK",2019,0,0.1,"EA",25.67,74.36,0.17,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"179","Ruranska et al 2020","PR Kinloch 3","Kinloch","Kinloch 3","Salt marsh","Sandy",57.175744,-5.8035911,"direct from dataset","1","UK",2019,0,0.1,"EA",2.06,7.01,0.96,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"180","Ruranska et al 2020","PR Kinloch 4","Kinloch","Kinloch 4","Salt marsh","Not Sandy",57.176108,-5.8040424,"direct from dataset","1","UK",2019,0,0.1,"EA",6.93,22.96,0.42,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"181","Ruranska et al 2020","PR Kinloch 5","Kinloch","Kinloch 5","Salt marsh","Not Sandy",57.176549,-5.8046341,"direct from dataset","1","UK",2019,0,0.1,"EA",14.14,51.08,0.26,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"182","Ruranska et al 2020","PR Kirkconnell 1","Kirkconnell","Kirkconnell 1","Salt marsh","Not Sandy",54.9873,-3.5804,"direct from dataset","1","UK",2019,0,0.1,"EA",9.52,11.3,0.71,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"183","Ruranska et al 2020","PR Kirkconnell 2","Kirkconnell","Kirkconnell 2","Salt marsh","Not Sandy",54.9879,-3.5766,"direct from dataset","1","UK",2019,0,0.1,"EA",6.13,3.07,1.27,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"184","Ruranska et al 2020","PR Kirkconnell 3","Kirkconnell","Kirkconnell 3","Salt marsh","Not Sandy",54.9878,-3.5789,"direct from dataset","1","UK",2019,0,0.1,"EA",6.97,11.59,0.72,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"185","Ruranska et al 2020","PR Kirkconnell 4","Kirkconnell","Kirkconnell 4","Salt marsh","Not Sandy",54.9876,-3.5787,"direct from dataset","1","UK",2019,0,0.1,"EA",5.64,11.11,0.77,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"186","Ruranska et al 2020","PR Kirkconnell 5","Kirkconnell","Kirkconnell 5","Salt marsh","Not Sandy",54.988,-3.5767,"direct from dataset","1","UK",2019,0,0.1,"EA",3.46,4.84,1.11,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
"187","Ruranska et al 2020","PR Kirkton 1","Kirkton","Kirkton 1","Salt marsh","Not Sandy",57.281682,-5.6016026,"direct from dataset","1","UK",2019,0,0.1,"EA",15.67,50.44,0.22,"https://doi.org/10.5285/81a1301f-e5e2-44f9-afe0-0ea5bb08010f"
