Core_type,Marsh_type,Marsh_zone,delta_c13,Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,State,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.23,0.24,EA,0.209,NA,0.84,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.13,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.24,0.25,EA,0.21,0.013,0.87,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.25,0.26,EA,0.216,NA,0.85,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.487,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.26,0.27,EA,0.268,0.02,0.8,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.27,0.28,EA,0.18,NA,0.89,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.673,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.28,0.29,EA,0.152,0.018,0.92,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.29,0.3,EA,0.163,NA,0.86,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.645,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.3,0.31,EA,0.356,0.012,0.75,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.31,0.32,EA,0.299,NA,0.67,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.15,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.32,0.33,EA,0.226,0.013,0.61,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.33,0.34,EA,0.281,NA,0.63,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.799,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.34,0.35,EA,0.203,0.02,0.4,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.35,0.36,EA,3.858,NA,0.46,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,-26.386,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.36,0.37,EA,0.187,0.027,0.35,https://doi.org/10.7489/12422-1
Wide,Back-barrier,High,NA,Miller et al 2022,LCM Dornoch B C24,Dornoch Point,Dornoch B C24,Salt marsh,57.86535322,-4.02000366,direct from dataset,1,UK,Highland,2020,0.37,0.38,EA,0.216,NA,0.11,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0,0.02,EA,21.235,NA,0.08,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.55,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.02,0.03,EA,24.678,1.03,0.06,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.6,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.03,0.04,EA,3.981,1.21,0.14,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.81,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.04,0.05,EA,21.766,1.44,0.15,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.68,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.05,0.06,EA,18.713,1.41,0.17,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.35,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.06,0.07,EA,18.033,1.38,0.22,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.33,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.07,0.08,EA,19.719,1.49,0.22,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-27.08,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.08,0.09,EA,14.806,1.31,0.28,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.7,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.09,0.1,EA,15.784,1.3,0.24,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.41,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.1,0.11,EA,15.639,1.42,0.2,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.46,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.11,0.12,EA,13.988,1.11,0.2,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.51,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.12,0.13,EA,16.232,1.49,0.19,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.58,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.13,0.14,EA,19.157,1.53,0.21,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.15,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.14,0.15,EA,14.204,1.32,0.21,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.15,0.16,EA,6.586,NA,0.32,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.13,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.16,0.17,EA,1.793,0.33,0.47,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.17,0.18,EA,4.739,NA,0.44,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-26.37,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.18,0.19,EA,5.806,0.36,0.69,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.19,0.2,EA,2.299,NA,0.7,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-25.39,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.2,0.21,EA,22.119,0.49,0.46,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.21,0.22,EA,5.804,NA,0.47,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-25.61,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.22,0.23,EA,1.6,0.17,0.82,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.23,0.24,EA,1.14,NA,0.87,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-25.32,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.24,0.25,EA,0.759,0.06,0.77,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.25,0.26,EA,0.259,NA,0.87,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-24.37,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.26,0.27,EA,0.173,0.02,0.93,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.27,0.28,EA,0.218,NA,0.81,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-23,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.28,0.29,EA,0.284,0.03,0.85,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.29,0.3,EA,0.246,NA,0.62,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-23.02,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.3,0.31,EA,0.142,0.01,0.63,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.31,0.32,EA,0.14,NA,0.59,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-22.96,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.32,0.33,EA,0.15,0.01,0.59,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.33,0.34,EA,0.44,NA,0.51,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-21.68,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.34,0.35,EA,0.356,0.01,0.55,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.35,0.36,EA,0.332,NA,0.55,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-23.11,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.36,0.37,EA,0.234,0.02,0.69,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.37,0.38,EA,0.273,NA,0.56,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-20.19,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.38,0.39,EA,0.106,0.01,0.48,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,NA,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.39,0.4,EA,0.278,NA,0.35,https://doi.org/10.7489/12422-1
Wide,Back-barrier,Low-Mid,-24.5,Miller et al 2022,LCM Dornoch B C32,Dornoch Point,Dornoch B C32,Salt marsh,57.86321818,-4.01901147,direct from dataset,1,UK,Highland,2020,0.4,0.41,EA,0.434,0.03,0.32,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2007,Forth (Alloa),SKIN2007,Salt marsh,56.0633697,-3.73420954,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,7.605,NA,0.25,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.70582176,Miller et al 2022,LCM SKIN2007,Forth (Alloa),SKIN2007,Salt marsh,56.0633697,-3.73420954,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,8.715,0.6138524,0.31,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2007,Forth (Alloa),SKIN2007,Salt marsh,56.0633697,-3.73420954,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,3.5,NA,0.54,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.95355191,Miller et al 2022,LCM SKIN2008,Forth (Alloa),SKIN2008,Salt marsh,56.06359457,-3.73359595,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,12.171,1.059575,0.28,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2008,Forth (Alloa),SKIN2008,Salt marsh,56.06359457,-3.73359595,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,10.238,NA,0.39,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2008,Forth (Alloa),SKIN2008,Salt marsh,56.06359457,-3.73359595,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,1.508,NA,0.71,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2008,Forth (Alloa),SKIN2008,Salt marsh,56.06359457,-3.73359595,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,0.718,NA,0.81,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2008,Forth (Alloa),SKIN2008,Salt marsh,56.06359457,-3.73359595,direct from dataset,1,UK,Falkirk,2020,0.2,0.22,EA,0.737,NA,0.83,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-26.29916794,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,8.657,0.5942806,0.16,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,5.095,NA,0.36,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0.2,0.22,EA,0.856,NA,0.7,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,1.069,NA,0.71,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,0.786,NA,0.72,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2009,Forth (Alloa),SKIN2009,Salt marsh,56.06374365,-3.7330842,direct from dataset,1,UK,Falkirk,2020,0.4,0.42,EA,0.771,NA,0.85,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.49535183,Miller et al 2022,LCM SKIN2010,Forth (Alloa),SKIN2010,Salt marsh,56.06406683,-3.73253005,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,6.098,0.4074503,0.29,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2010,Forth (Alloa),SKIN2010,Salt marsh,56.06406683,-3.73253005,direct from dataset,1,UK,Falkirk,2020,0.2,0.22,EA,1.458,NA,0.56,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2010,Forth (Alloa),SKIN2010,Salt marsh,56.06406683,-3.73253005,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,2.922,NA,0.65,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2010,Forth (Alloa),SKIN2010,Salt marsh,56.06406683,-3.73253005,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,1.09,NA,0.74,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2010,Forth (Alloa),SKIN2010,Salt marsh,56.06406683,-3.73253005,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,0.973,NA,0.86,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.7,0.72,EA,6.121,NA,0.35,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,6.225,NA,0.35,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.4,0.42,EA,10.372,NA,0.38,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.86795409,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,6.439,0.6108252,0.39,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,10.569,NA,0.39,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.2,0.22,EA,6.952,NA,0.4,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,6.931,NA,0.42,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.6,0.62,EA,6.593,NA,0.45,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.5,0.52,EA,5.926,NA,0.47,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.8,0.82,EA,6.197,NA,0.57,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2011,Forth (Alloa),SKIN2011,Salt marsh,56.06426662,-3.73208922,direct from dataset,1,UK,Falkirk,2020,0.9,0.92,EA,5.537,NA,0.62,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.2,0.22,EA,9.445,NA,0.19,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.1,0.12,EA,7.035,NA,0.2,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.97671367,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,9.295,0.4149453,0.23,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,14.988,NA,0.28,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.8,0.82,EA,4.638,NA,0.36,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.4,0.42,EA,10.821,NA,0.36,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.6,0.62,EA,6.169,NA,0.39,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,11.633,NA,0.41,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.7,0.72,EA,4.91,NA,0.41,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.5,0.52,EA,6.585,NA,0.41,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2012,Forth (Alloa),SKIN2012,Salt marsh,56.06432269,-3.73291252,direct from dataset,1,UK,Falkirk,2020,0.9,0.92,EA,4.312,NA,0.46,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2013,Forth (Alloa),SKIN2013,Salt marsh,56.06453121,-3.73325916,direct from dataset,1,UK,Falkirk,2020,0.04,0.06,EA,7.131,NA,0.32,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,-25.5376932,Miller et al 2022,LCM SKIN2013,Forth (Alloa),SKIN2013,Salt marsh,56.06453121,-3.73325916,direct from dataset,1,UK,Falkirk,2020,0,0.02,EA,6.951,0.4496821,0.36,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2013,Forth (Alloa),SKIN2013,Salt marsh,56.06453121,-3.73325916,direct from dataset,1,UK,Falkirk,2020,0.7,0.72,EA,4.535,NA,0.4,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2013,Forth (Alloa),SKIN2013,Salt marsh,56.06453121,-3.73325916,direct from dataset,1,UK,Falkirk,2020,0.4,0.42,EA,10.454,NA,0.45,https://doi.org/10.7489/12422-1
Narrow,Fringing,Low-Mid,NA,Miller et al 2022,LCM SKIN2013,Forth (Alloa),SKIN2013,Salt marsh,56.06453121,-3.73325916,direct from dataset,1,UK,Falkirk,2020,0.3,0.32,EA,7.535,NA,0.47,https://doi.org/10.7489/12422-1
