Source,Site_name,Site,Core,Habitat_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Year_collected,Season,U_depth_m,L_depth_m,Method,SOM_perc,BD_reported_g_cm3,DOI
Ford et al 2016,HF TM 12,TM,TM_Essex_Summer_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,5.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 12,TM,TM_Essex_Summer_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,4.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 12,TM,TM_Essex_Summer_12,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,4.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Summer_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Summer_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.11,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 13,TM,TM_Essex_Summer_13,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.75,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Summer_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Summer_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,4.79,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 14,TM,TM_Essex_Summer_14,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,4.83,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Summer_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Summer_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,5.99,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 15,TM,TM_Essex_Summer_15,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.95,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Summer_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,3.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Summer_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,3.24,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 16,TM,TM_Essex_Summer_16,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,3.13,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Summer_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.75,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Summer_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.63,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 17,TM,TM_Essex_Summer_17,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,7.66,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Summer_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.99,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Summer_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 18,TM,TM_Essex_Summer_18,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.32,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Summer_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,9.45,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Summer_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.03,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 19,TM,TM_Essex_Summer_19,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Summer_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,8.91,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Summer_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.97,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 20,TM,TM_Essex_Summer_20,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,7.01,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Summer_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,6.41,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Summer_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,9.41,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 21,TM,TM_Essex_Summer_21,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,5.3,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Summer_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0,0.1,LOI,7.15,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Summer_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.1,0.2,LOI,6.22,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF TM 22,TM,TM_Essex_Summer_22,Saltmarsh,51.6833333333333,0.933333333333333,direct from dataset,2,UK,2013,Summer,0.2,0.3,LOI,6.92,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Winter_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,15.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Winter_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,9.08,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 1,WP,WP_Morecambe_Winter_1,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.83,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Winter_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,23.29,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Winter_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,6.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 2,WP,WP_Morecambe_Winter_2,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.39,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Winter_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,22.46,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Winter_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,8.67,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 3,WP,WP_Morecambe_Winter_3,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Winter_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,26.81,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Winter_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,9.61,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 4,WP,WP_Morecambe_Winter_4,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.49,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Winter_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.84,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Winter_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.16,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 5,WP,WP_Morecambe_Winter_5,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.11,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Winter_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.08,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Winter_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,6.05,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 6,WP,WP_Morecambe_Winter_6,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Winter_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.21,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Winter_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 7,WP,WP_Morecambe_Winter_7,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.95,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Winter_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.22,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Winter_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.43,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 8,WP,WP_Morecambe_Winter_8,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.42,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Winter_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.71,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Winter_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,1.26,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 9,WP,WP_Morecambe_Winter_9,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.51,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Winter_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.19,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Winter_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.63,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 10,WP,WP_Morecambe_Winter_10,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Winter_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.37,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Winter_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,2.89,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 11,WP,WP_Morecambe_Winter_11,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Winter_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Winter_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 12,WP,WP_Morecambe_Winter_12,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,3.7,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Winter_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,34.52,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Winter_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,12.76,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 13,WP,WP_Morecambe_Winter_13,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.02,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Winter_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,1.77,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Winter_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,-0.29,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 14,WP,WP_Morecambe_Winter_14,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Winter_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,31.9,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Winter_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,29.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 15,WP,WP_Morecambe_Winter_15,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,2.43,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Winter_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,0.5,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Winter_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.34,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 16,WP,WP_Morecambe_Winter_16,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,4.68,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Winter_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,3.11,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Winter_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,0.93,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 17,WP,WP_Morecambe_Winter_17,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,0.65,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Winter_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,11.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Winter_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.19,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 18,WP,WP_Morecambe_Winter_18,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.33,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Winter_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,9.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Winter_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,4.39,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 19,WP,WP_Morecambe_Winter_19,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.79,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Winter_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,15.26,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Winter_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,17.28,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 20,WP,WP_Morecambe_Winter_20,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.2,0.3,LOI,1.07,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Winter_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0,0.1,LOI,2.57,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
Ford et al 2016,HF WP 21,WP,WP_Morecambe_Winter_21,Saltmarsh,54.15,-2.96666666666667,direct from dataset,2,UK,2013,Winter,0.1,0.2,LOI,3.47,measured but not in dataset,https://doi.org/10.5285/90457ba1-f291-4158-82dc-425d7cbb1ac5
