"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"352","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0,0.01,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"353","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.01,0.02,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"354","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.02,0.03,"EA",1.27,NA,"https://doi.org/10.1594/PANGAEA.905218"
"355","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.03,0.04,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"356","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.04,0.05,"EA",0.79,NA,"https://doi.org/10.1594/PANGAEA.905218"
"357","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.05,0.06,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"358","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.06,0.07,"EA",1.24,NA,"https://doi.org/10.1594/PANGAEA.905218"
"359","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.07,0.08,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"360","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.08,0.09,"EA",1.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"361","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.09,0.1,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"362","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.1,0.11,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"363","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.11,0.12,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"364","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.12,0.13,"EA",0.46,NA,"https://doi.org/10.1594/PANGAEA.905218"
"365","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.13,0.14,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"366","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.14,0.15,"EA",0.53,NA,"https://doi.org/10.1594/PANGAEA.905218"
"367","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.15,0.16,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"368","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.16,0.17,"EA",0.71,NA,"https://doi.org/10.1594/PANGAEA.905218"
"369","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.17,0.18,"EA",1.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"370","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.18,0.19,"EA",2.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"371","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.19,0.2,"EA",1.13,NA,"https://doi.org/10.1594/PANGAEA.905218"
"372","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.2,0.21,"EA",1.08,NA,"https://doi.org/10.1594/PANGAEA.905218"
"373","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.21,0.22,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"374","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.22,0.23,"EA",0.5,NA,"https://doi.org/10.1594/PANGAEA.905218"
"375","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.23,0.24,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"376","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.24,0.25,"EA",0.65,NA,"https://doi.org/10.1594/PANGAEA.905218"
"377","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.25,0.26,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"378","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.26,0.27,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"379","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.27,0.28,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"380","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.28,0.29,"EA",1.18,NA,"https://doi.org/10.1594/PANGAEA.905218"
"381","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.29,0.3,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"382","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.3,0.31,"EA",2.06,NA,"https://doi.org/10.1594/PANGAEA.905218"
"383","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.31,0.32,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"384","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.32,0.33,"EA",0.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"385","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.33,0.34,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"386","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.34,0.35,"EA",0.27,NA,"https://doi.org/10.1594/PANGAEA.905218"
"387","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.35,0.36,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"388","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.36,0.37,"EA",0.96,NA,"https://doi.org/10.1594/PANGAEA.905218"
"389","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.37,0.38,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"390","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.38,0.39,"EA",0.45,NA,"https://doi.org/10.1594/PANGAEA.905218"
"391","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.39,0.4,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"392","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.4,0.41,"EA",0.64,NA,"https://doi.org/10.1594/PANGAEA.905218"
"393","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.41,0.42,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"394","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.42,0.43,"EA",0.7,NA,"https://doi.org/10.1594/PANGAEA.905218"
"395","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.43,0.44,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"396","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.44,0.45,"EA",0.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"397","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.45,0.46,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"398","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.46,0.47,"EA",0.63,NA,"https://doi.org/10.1594/PANGAEA.905218"
"399","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.47,0.48,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"400","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.48,0.49,"EA",0.6,NA,"https://doi.org/10.1594/PANGAEA.905218"
"401","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.49,0.5,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"402","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.5,0.51,"EA",0.36,NA,"https://doi.org/10.1594/PANGAEA.905218"
"403","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.51,0.52,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"404","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.52,0.53,"EA",0.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"405","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.53,0.54,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"406","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.54,0.55,"EA",0.45,NA,"https://doi.org/10.1594/PANGAEA.905218"
"407","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.55,0.56,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"408","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.56,0.57,"EA",0.22,NA,"https://doi.org/10.1594/PANGAEA.905218"
"409","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.57,0.58,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"410","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.58,0.59,"EA",0.52,NA,"https://doi.org/10.1594/PANGAEA.905218"
"411","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.59,0.6,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"412","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.6,0.61,"EA",0.44,NA,"https://doi.org/10.1594/PANGAEA.905218"
"413","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.61,0.62,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"414","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.62,0.63,"EA",0.29,NA,"https://doi.org/10.1594/PANGAEA.905218"
"415","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.63,0.64,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"416","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.64,0.65,"EA",0.27,NA,"https://doi.org/10.1594/PANGAEA.905218"
"417","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.65,0.66,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"418","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.66,0.67,"EA",0.55,NA,"https://doi.org/10.1594/PANGAEA.905218"
"419","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.67,0.68,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"420","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.68,0.69,"EA",0.35,NA,"https://doi.org/10.1594/PANGAEA.905218"
"421","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.69,0.7,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"422","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.7,0.71,"EA",0.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"423","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.71,0.72,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"424","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.72,0.73,"EA",0.37,NA,"https://doi.org/10.1594/PANGAEA.905218"
"425","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.73,0.74,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"426","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.74,0.75,"EA",0.22,NA,"https://doi.org/10.1594/PANGAEA.905218"
"427","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.75,0.76,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"428","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.76,0.77,"EA",0.16,NA,"https://doi.org/10.1594/PANGAEA.905218"
"429","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.77,0.78,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"430","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.78,0.79,"EA",0.27,NA,"https://doi.org/10.1594/PANGAEA.905218"
"431","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.79,0.8,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"432","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.8,0.81,"EA",0.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"433","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.81,0.82,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"434","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.82,0.83,"EA",0.24,NA,"https://doi.org/10.1594/PANGAEA.905218"
"435","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.83,0.84,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"436","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.84,0.85,"EA",0.24,NA,"https://doi.org/10.1594/PANGAEA.905218"
"437","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.85,0.86,"EA",0.14,NA,"https://doi.org/10.1594/PANGAEA.905218"
"438","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.86,0.87,"EA",0.38,NA,"https://doi.org/10.1594/PANGAEA.905218"
"439","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.87,0.88,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"440","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.88,0.89,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"441","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.89,0.9,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"442","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.9,0.91,"EA",0.34,NA,"https://doi.org/10.1594/PANGAEA.905218"
"443","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.91,0.92,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"444","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.92,0.93,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"445","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.93,0.94,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"446","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.94,0.95,"EA",0.11,NA,"https://doi.org/10.1594/PANGAEA.905218"
"447","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.95,0.96,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"448","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.96,0.97,"EA",0.26,NA,"https://doi.org/10.1594/PANGAEA.905218"
"449","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",0.98,0.99,"EA",0.15,NA,"https://doi.org/10.1594/PANGAEA.905218"
"450","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1,1.01,"EA",0.14,NA,"https://doi.org/10.1594/PANGAEA.905218"
"451","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.02,1.03,"EA",0.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
"452","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.04,1.05,"EA",0.3,NA,"https://doi.org/10.1594/PANGAEA.905218"
"453","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.05,1.06,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"454","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.06,1.07,"EA",0.32,NA,"https://doi.org/10.1594/PANGAEA.905218"
"455","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.07,1.08,"EA",NA,NA,"https://doi.org/10.1594/PANGAEA.905218"
"456","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.08,1.09,"EA",0.29,NA,"https://doi.org/10.1594/PANGAEA.905218"
"457","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.1,1.11,"EA",0.12,NA,"https://doi.org/10.1594/PANGAEA.905218"
"458","Bunzel et al 2019","DB GeoHH-KWK","Kaiser-Wilhelm-Koog","GeoHH-KWK","Salt marsh",53.9347,8.9069,"direct from dataset","1","Germany","2016",1.11,1.12,"EA",0.17,NA,"https://doi.org/10.1594/PANGAEA.905218"
