Marsh_type,Marsh_zone,Source,Site_name,Site,Core,Habitat_type,Soil_type,Latitude,Longitude,accuracy_flag,accuracy_code,Country,Nation,Year_collected,U_depth_m,L_depth_m,Method,OC_perc,N_perc,BD_reported_g_cm3,DOI
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.13,0.14,EA,6.45,0.44,0.480898479,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.14,0.15,EA,6.18,0.54,0.72497347,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.15,0.16,EA,4.92,0.64,0.707286877,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.16,0.17,EA,5.48,0.47,0.654227096,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.17,0.18,EA,4.77,0.61,0.572868765,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.18,0.19,EA,6.51,0.64,0.746197382,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.19,0.2,EA,5.17,0.56,0.583480722,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt with Organics,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.2,0.21,EA,7.02,0.55,0.576406084,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.21,0.22,EA,6.74,0.54,0.544570216,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.22,0.23,EA,5.02,0.59,0.597629996,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.23,0.24,EA,5.89,0.49,0.703749558,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.24,0.25,EA,5.1,0.38,0.629465865,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.25,0.26,EA,6.6,0.44,0.682525646,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.26,0.27,EA,5.94,0.41,0.700212239,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.27,0.28,EA,5.14,0.38,0.820481075,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.28,0.29,EA,4.49,0.3,0.802794482,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.29,0.3,EA,NA,NA,0.742660064,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.3,0.31,EA,NA,NA,0.827555713,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.31,0.32,EA,NA,NA,0.961973824,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.32,0.33,EA,NA,NA,0.923063318,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.33,0.34,EA,NA,NA,1.114078528,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.34,0.35,EA,NA,NA,0.739122745,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.35,0.36,EA,NA,NA,0.870003537,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.36,0.37,EA,NA,NA,0.831093031,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.37,0.38,EA,NA,NA,0.983197736,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.38,0.39,EA,NA,NA,0.887690131,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.39,0.4,EA,NA,NA,0.72497347,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.4,0.41,EA,NA,NA,0.650689777,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.41,0.42,EA,NA,NA,0.509197029,unpublished
Natural,HM,Smeaton et al 2022b,CS Nith 16,Caerlaverock,Nith 16,Salt marsh,Silt ,54.970616,-3.5200443,direct from dataset,1,UK,Scotland,2019,0.42,0.43,EA,NA,NA,0.159002476,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0,0.01,EA,6.45,0.49,0.527501945,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.01,0.02,EA,5.41,0.48,0.568033883,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.02,0.03,EA,6.14,0.45,0.533786871,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.03,0.04,EA,5.32,0.48,0.408275801,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.04,0.05,EA,5.7,0.41,0.705004244,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.05,0.06,EA,4.59,0.39,0.580847775,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.06,0.07,EA,4.95,0.35,0.625981113,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.07,0.08,EA,4.55,0.36,0.761904577,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.08,0.09,EA,4.75,0.32,0.806652401,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.09,0.1,EA,4.51,0.31,0.587776402,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.1,0.11,EA,3.81,0.3,0.892038268,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.11,0.12,EA,4.24,0.26,0.755029002,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.12,0.13,EA,4.57,0.29,0.66982705,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Organic Silt,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.13,0.14,EA,3.57,0.34,0.620255005,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.14,0.15,EA,3.77,0.26,0.904063451,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.15,0.16,EA,3.13,0.11,1.01479062,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.16,0.17,EA,3.26,0.14,1.117139068,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.17,0.18,EA,3.63,0.09,0.757607342,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.18,0.19,EA,3.22,0.15,0.808201528,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.19,0.2,EA,3.45,0.26,0.657575511,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.2,0.21,EA,3.5,0.31,0.766131074,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.21,0.22,EA,3.56,NA,0.568518427,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.22,0.23,EA,3.53,0.36,0.85179635,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.23,0.24,EA,3.31,NA,0.780936196,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.24,0.25,EA,3.94,0.29,0.724085379,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.25,0.26,EA,3.78,NA,0.846781142,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.26,0.27,EA,3.74,0.23,0.723031407,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.27,0.28,EA,3.76,NA,0.739237108,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.28,0.29,EA,3.66,0.26,0.642222183,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.29,0.3,EA,3.48,NA,0.762392658,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.3,0.31,EA,3.44,0.22,0.803193393,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.31,0.32,EA,3.31,NA,0.463994836,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.32,0.33,EA,3.4,0.22,0.79277039,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.33,0.34,EA,3.53,NA,0.65848801,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.34,0.35,EA,3.35,0.24,0.638207894,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.35,0.36,EA,2.46,NA,0.764369739,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.36,0.37,EA,2.91,0.2,0.6014745,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.37,0.38,EA,2.94,NA,0.853695621,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Silty Sand (Organic),52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.38,0.39,EA,2.92,0.16,0.883012308,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.39,0.4,EA,2.05,NA,0.682326165,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.4,0.41,EA,1.99,0.13,0.665116008,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.41,0.42,EA,2.36,NA,0.76821426,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.42,0.43,EA,2.25,0.14,0.653709769,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.43,0.44,EA,2.25,NA,0.868094009,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.44,0.45,EA,2.15,0.15,0.730578977,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.45,0.46,EA,2.2,NA,0.857515385,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.46,0.47,EA,2.23,0.13,1.199288746,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.47,0.48,EA,2.16,NA,0.745380562,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.48,0.49,EA,2.06,0.12,0.677501945,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.49,0.5,EA,2.1,NA,0.704385301,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.5,0.51,EA,1.59,0.1,0.827887458,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.51,0.52,EA,1.49,NA,0.972278065,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.52,0.53,EA,1.54,0.1,1.132089199,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.53,0.54,EA,1.66,NA,0.997240928,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.54,0.55,EA,1.35,0.1,0.784840843,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.55,0.56,EA,1.72,NA,0.650933366,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.56,0.57,EA,2.02,0.11,1.265706656,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.57,0.58,EA,1.57,NA,1.202280894,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.58,0.59,EA,1.57,0.09,0.920056943,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.59,0.6,EA,1.47,NA,1.151453279,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.6,0.61,EA,1.43,0.03,0.883479168,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.61,0.62,EA,1.52,NA,0.849189715,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.62,0.63,EA,1.8,0.09,0.627328641,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.63,0.64,EA,2.08,NA,1.166704039,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.64,0.65,EA,2.28,0.12,0.764217656,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.65,0.66,EA,2.32,NA,1.017312372,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.66,0.67,EA,2.19,0.12,1.050494801,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.67,0.68,EA,0.76,NA,0.702369315,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.68,0.69,EA,1.8,0.04,0.986269718,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.69,0.7,EA,1.94,NA,0.902906911,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.7,0.71,EA,1.67,0.09,0.838508524,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.71,0.72,EA,1.76,NA,0.78887989,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.72,0.73,EA,1.58,0.11,0.634618024,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.73,0.74,EA,1.52,NA,0.723692792,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.74,0.75,EA,2.12,0.1,0.702072222,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.75,0.76,EA,0.89,NA,0.784741812,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.76,0.77,EA,0.78,0.06,1.078400297,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.77,0.78,EA,1.26,NA,0.884384594,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.78,0.79,EA,1.75,0.1,0.943640447,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.79,0.8,EA,1.36,NA,0.921093231,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.8,0.81,EA,1.79,0.09,0.862244111,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.81,0.82,EA,1.49,NA,1.203868926,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.82,0.83,EA,1.24,0.1,0.768723562,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.83,0.84,EA,1.27,NA,1.004845087,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.84,0.85,EA,1.16,0.09,1.132170545,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.85,0.86,EA,1.44,NA,1.216378652,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.86,0.87,EA,1.47,0.08,0.751771592,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.87,0.88,EA,1.3,NA,1.100760062,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.88,0.89,EA,0.84,0.08,1.016810144,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.89,0.9,EA,1.25,NA,0.992929547,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.9,0.91,EA,1.55,0.07,1.154643489,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.91,0.92,EA,1.31,NA,0.604374691,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.92,0.93,EA,1.5,0.08,1.258300559,unpublished
Natural,HM,Smeaton et al 2022b,CS GM-1,Gedney,GM-1,Salt marsh,Basal Silty Sand,52.839717,0.1937675,direct from dataset,1,UK,England,2019,0.93,0.94,EA,1.88,NA,0.546986277,unpublished
