"","Source","Site_name","Site","Core","Habitat_type","Marsh_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Nation","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_reported_g_cm3","DOI"
"192","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",2.03,0.37,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"193","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",2.07,0.37,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"194","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",2.56,0.38,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"195","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",2.33,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"196","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",2.24,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"197","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",3.01,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"198","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",2.17,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"199","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",2.43,0.59,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"200","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",3.02,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"201","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",3.3,0.53,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"202","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",2.59,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"203","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",2.46,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"204","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",2.42,0.56,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"205","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",2.39,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"206","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",2.84,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"207","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",2.57,0.72,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"208","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",3.02,0.48,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"209","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",2.72,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"210","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",3.76,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"211","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",2.46,0.88,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"212","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",2.55,0.65,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"213","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",3.05,0.51,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"214","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",2.68,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"215","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",3.29,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"216","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",3.1,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"217","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt with Organics ",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",3.27,0.63,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"218","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",4.3,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"219","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",4.28,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"220","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.57,0.58,"EA",4.24,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"221","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.58,0.59,"EA",3.76,0.41,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"222","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.59,0.6,"EA",5.23,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"223","Smeaton unpublished Essex","CS BH-H-3","Brandy Hole","BH-H-3","Salt marsh","Historic-Breach","Silt (Black Organic Layer) - Relict",51.62850607,0.64507262,"direct from dataset","1","UK","England",2019,0.6,0.61,"EA",5.29,0.32,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"224","Smeaton unpublished Essex","CS FL-N-11","Ferry Lane","FL-N-11","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0,0.01,"EA",8.13,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"225","Smeaton unpublished Essex","CS FL-N-12","Ferry Lane","FL-N-12","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.01,0.02,"EA",7.22,0.34,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"226","Smeaton unpublished Essex","CS FL-N-13","Ferry Lane","FL-N-13","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.02,0.03,"EA",7.42,0.35,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"227","Smeaton unpublished Essex","CS FL-N-14","Ferry Lane","FL-N-14","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.03,0.04,"EA",7.21,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"228","Smeaton unpublished Essex","CS FL-N-15","Ferry Lane","FL-N-15","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.04,0.05,"EA",6.52,0.38,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"229","Smeaton unpublished Essex","CS FL-N-16","Ferry Lane","FL-N-16","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.05,0.06,"EA",6.15,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"230","Smeaton unpublished Essex","CS FL-N-17","Ferry Lane","FL-N-17","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.06,0.07,"EA",4.27,0.58,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"231","Smeaton unpublished Essex","CS FL-N-18","Ferry Lane","FL-N-18","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.07,0.08,"EA",5.35,0.67,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"232","Smeaton unpublished Essex","CS FL-N-19","Ferry Lane","FL-N-19","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.08,0.09,"EA",5.41,0.42,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"233","Smeaton unpublished Essex","CS FL-N-20","Ferry Lane","FL-N-20","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.09,0.1,"EA",4.58,0.4,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"234","Smeaton unpublished Essex","CS FL-N-21","Ferry Lane","FL-N-21","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.1,0.11,"EA",4.79,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"235","Smeaton unpublished Essex","CS FL-N-22","Ferry Lane","FL-N-22","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.11,0.12,"EA",4.4,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"236","Smeaton unpublished Essex","CS FL-N-23","Ferry Lane","FL-N-23","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.12,0.13,"EA",6.07,0.4,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"237","Smeaton unpublished Essex","CS FL-N-24","Ferry Lane","FL-N-24","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.13,0.14,"EA",5.48,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"238","Smeaton unpublished Essex","CS FL-N-25","Ferry Lane","FL-N-25","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.14,0.15,"EA",5.07,0.47,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"239","Smeaton unpublished Essex","CS FL-N-26","Ferry Lane","FL-N-26","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.15,0.16,"EA",5.66,0.33,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"240","Smeaton unpublished Essex","CS FL-N-27","Ferry Lane","FL-N-27","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.16,0.17,"EA",4.96,0.46,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"241","Smeaton unpublished Essex","CS FL-N-28","Ferry Lane","FL-N-28","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.17,0.18,"EA",4.52,0.52,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"242","Smeaton unpublished Essex","CS FL-N-29","Ferry Lane","FL-N-29","Salt marsh","Natural","Humified Peat (Substantia Humosa)",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.18,0.19,"EA",5.81,0.57,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"243","Smeaton unpublished Essex","CS FL-N-30","Ferry Lane","FL-N-30","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.19,0.2,"EA",6.86,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"244","Smeaton unpublished Essex","CS FL-N-31","Ferry Lane","FL-N-31","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.2,0.21,"EA",6.56,0.34,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"245","Smeaton unpublished Essex","CS FL-N-32","Ferry Lane","FL-N-32","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.21,0.22,"EA",7.42,0.39,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"246","Smeaton unpublished Essex","CS FL-N-33","Ferry Lane","FL-N-33","Salt marsh","Natural","Silt with Organics ",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.22,0.23,"EA",6.68,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"247","Smeaton unpublished Essex","CS FL-N-34","Ferry Lane","FL-N-34","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.23,0.24,"EA",4.9,0.49,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"248","Smeaton unpublished Essex","CS FL-N-35","Ferry Lane","FL-N-35","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.24,0.25,"EA",4.41,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"249","Smeaton unpublished Essex","CS FL-N-36","Ferry Lane","FL-N-36","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.25,0.26,"EA",4.23,0.43,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"250","Smeaton unpublished Essex","CS FL-N-37","Ferry Lane","FL-N-37","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.26,0.27,"EA",4.45,0.47,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"251","Smeaton unpublished Essex","CS FL-N-38","Ferry Lane","FL-N-38","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.27,0.28,"EA",4.31,0.62,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"252","Smeaton unpublished Essex","CS FL-N-39","Ferry Lane","FL-N-39","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.28,0.29,"EA",4.15,0.55,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"253","Smeaton unpublished Essex","CS FL-N-40","Ferry Lane","FL-N-40","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.29,0.3,"EA",5.23,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"254","Smeaton unpublished Essex","CS FL-N-41","Ferry Lane","FL-N-41","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.3,0.31,"EA",5.11,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"255","Smeaton unpublished Essex","CS FL-N-42","Ferry Lane","FL-N-42","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.31,0.32,"EA",4.58,0.61,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"256","Smeaton unpublished Essex","CS FL-N-43","Ferry Lane","FL-N-43","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.32,0.33,"EA",5.29,0.43,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"257","Smeaton unpublished Essex","CS FL-N-44","Ferry Lane","FL-N-44","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.33,0.34,"EA",5.53,0.59,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"258","Smeaton unpublished Essex","CS FL-N-45","Ferry Lane","FL-N-45","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.34,0.35,"EA",5.42,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"259","Smeaton unpublished Essex","CS FL-N-46","Ferry Lane","FL-N-46","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.35,0.36,"EA",4.14,0.66,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"260","Smeaton unpublished Essex","CS FL-N-47","Ferry Lane","FL-N-47","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.36,0.37,"EA",4.05,0.68,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"261","Smeaton unpublished Essex","CS FL-N-48","Ferry Lane","FL-N-48","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.37,0.38,"EA",3.85,0.75,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"262","Smeaton unpublished Essex","CS FL-N-49","Ferry Lane","FL-N-49","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.38,0.39,"EA",4.41,0.54,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"263","Smeaton unpublished Essex","CS FL-N-50","Ferry Lane","FL-N-50","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.39,0.4,"EA",3.65,0.47,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"264","Smeaton unpublished Essex","CS FL-N-51","Ferry Lane","FL-N-51","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.4,0.41,"EA",2.98,0.37,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"265","Smeaton unpublished Essex","CS FL-N-52","Ferry Lane","FL-N-52","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.41,0.42,"EA",2.66,0.45,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"266","Smeaton unpublished Essex","CS FL-N-53","Ferry Lane","FL-N-53","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.42,0.43,"EA",2.81,0.6,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"267","Smeaton unpublished Essex","CS FL-N-54","Ferry Lane","FL-N-54","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.43,0.44,"EA",2.76,0.76,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"268","Smeaton unpublished Essex","CS FL-N-55","Ferry Lane","FL-N-55","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.44,0.45,"EA",2.91,0.44,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"269","Smeaton unpublished Essex","CS FL-N-56","Ferry Lane","FL-N-56","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.45,0.46,"EA",3.17,0.53,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"270","Smeaton unpublished Essex","CS FL-N-57","Ferry Lane","FL-N-57","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.46,0.47,"EA",2.74,0.73,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"271","Smeaton unpublished Essex","CS FL-N-58","Ferry Lane","FL-N-58","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.47,0.48,"EA",2.59,0.64,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"272","Smeaton unpublished Essex","CS FL-N-59","Ferry Lane","FL-N-59","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.48,0.49,"EA",2.31,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"273","Smeaton unpublished Essex","CS FL-N-60","Ferry Lane","FL-N-60","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.49,0.5,"EA",2.21,0.5,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"274","Smeaton unpublished Essex","CS FL-N-61","Ferry Lane","FL-N-61","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.5,0.51,"EA",2.21,0.7,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"275","Smeaton unpublished Essex","CS FL-N-62","Ferry Lane","FL-N-62","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.51,0.52,"EA",1.96,0.71,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"276","Smeaton unpublished Essex","CS FL-N-63","Ferry Lane","FL-N-63","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.52,0.53,"EA",2.27,0.86,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"277","Smeaton unpublished Essex","CS FL-N-64","Ferry Lane","FL-N-64","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.53,0.54,"EA",2.15,0.49,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"278","Smeaton unpublished Essex","CS FL-N-65","Ferry Lane","FL-N-65","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.54,0.55,"EA",1.93,0.77,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"279","Smeaton unpublished Essex","CS FL-N-66","Ferry Lane","FL-N-66","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.55,0.56,"EA",1.81,0.91,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
"280","Smeaton unpublished Essex","CS FL-N-67","Ferry Lane","FL-N-67","Salt marsh","Natural","Basal Clay",51.8529552,0.95950075,"direct from dataset","1","UK","England",2019,0.56,0.57,"EA",1.96,0.9,"https://doi.org/10.5285/fa3f4087-528e-4c5d-90d8-6bb4675d6317"
