"","Source","Site_name","Site","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","BD_interpol_g_cm3","DOI"
"109","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",6.699080124,0.486629444607699,"https://doi.org/10.17632/2nnv9bw3hh.2"
"110","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.09,0.12,"EA",NA,0.555039670878636,"https://doi.org/10.17632/2nnv9bw3hh.2"
"111","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",3.202550048,0.602644725242433,"https://doi.org/10.17632/2nnv9bw3hh.2"
"112","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",2.959015913,0.614634146341464,"https://doi.org/10.17632/2nnv9bw3hh.2"
"113","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",3.751617575,0.599823684983838,"https://doi.org/10.17632/2nnv9bw3hh.2"
"114","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.27,0.3,"EA",NA,0.579018513076697,"https://doi.org/10.17632/2nnv9bw3hh.2"
"115","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",4.290846963,0.558213341169556,"https://doi.org/10.17632/2nnv9bw3hh.2"
"116","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",2.896670696,0.688971915536711,"https://doi.org/10.17632/2nnv9bw3hh.2"
"117","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",3.919015803,0.767981193064943,"https://doi.org/10.17632/2nnv9bw3hh.2"
"118","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.45,0.48,"EA",NA,0.735633264766382,"https://doi.org/10.17632/2nnv9bw3hh.2"
"119","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",4.021408528,0.703285336467822,"https://doi.org/10.17632/2nnv9bw3hh.2"
"120","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",4.345817948,0.638589479870702,"https://doi.org/10.17632/2nnv9bw3hh.2"
"121","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",3.975167623,0.59791360564208,"https://doi.org/10.17632/2nnv9bw3hh.2"
"122","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.63,0.66,"EA",NA,0.613605642080517,"https://doi.org/10.17632/2nnv9bw3hh.2"
"123","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",3.619072987,0.629297678518954,"https://doi.org/10.17632/2nnv9bw3hh.2"
"124","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.72,0.75,"EA",3.583815209,0.660681751395827,"https://doi.org/10.17632/2nnv9bw3hh.2"
"125","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.78,0.81,"EA",4.07838634,0.692065824272701,"https://doi.org/10.17632/2nnv9bw3hh.2"
"126","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.84,0.87,"EA",3.346484607,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"127","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.9,0.93,"EA",2.867559462,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"128","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",0.96,0.99,"EA",3.692550744,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"129","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.02,1.05,"EA",3.95086463,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"130","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.08,1.11,"EA",3.935729811,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"131","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.14,1.17,"EA",4.026657972,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"132","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.2,1.23,"EA",3.585758503,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"133","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.26,1.29,"EA",3.781571939,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"134","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.32,1.35,"EA",3.493415473,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"135","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.38,1.41,"EA",3.441778613,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"136","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.44,1.47,"EA",3.30034794,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"137","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.5,1.53,"EA",3.255195153,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"138","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.56,1.59,"EA",2.090138758,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"139","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.62,1.65,"EA",1.585542738,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"140","Van de Broek et al 2018","MVdB Kruispolder old","Kruispolder old","Kruispolder old","Brackish",51.35980833,4.093230556,"direct from dataset","1","Belgium","2016",1.68,1.71,"EA",1.125921931,0.694681163679107,"https://doi.org/10.17632/2nnv9bw3hh.2"
"141","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0,0.03,"EA",7.371894943,0.48780487804878,"https://doi.org/10.17632/2nnv9bw3hh.2"
"142","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",3.369841979,0.54281516309139,"https://doi.org/10.17632/2nnv9bw3hh.2"
"143","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",2.71650067,0.625330590655304,"https://doi.org/10.17632/2nnv9bw3hh.2"
"144","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.09,0.12,"EA",NA,0.714898618865707,"https://doi.org/10.17632/2nnv9bw3hh.2"
"145","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",2.688877437,0.764501910079342,"https://doi.org/10.17632/2nnv9bw3hh.2"
"146","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",2.919228706,0.703849544519542,"https://doi.org/10.17632/2nnv9bw3hh.2"
"147","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",3.204111678,0.658360270349691,"https://doi.org/10.17632/2nnv9bw3hh.2"
"148","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.27,0.3,"EA",NA,0.643197178959741,"https://doi.org/10.17632/2nnv9bw3hh.2"
"149","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",3.094076111,0.628034087569791,"https://doi.org/10.17632/2nnv9bw3hh.2"
"150","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",3.220506247,0.581335796146258,"https://doi.org/10.17632/2nnv9bw3hh.2"
"151","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",3.918369686,0.550638848075228,"https://doi.org/10.17632/2nnv9bw3hh.2"
"152","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.45,0.48,"EA",NA,0.551353511607405,"https://doi.org/10.17632/2nnv9bw3hh.2"
"153","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",4.1561929,0.552068175139583,"https://doi.org/10.17632/2nnv9bw3hh.2"
"154","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.51,0.54,"EA",NA,0.55278283867176,"https://doi.org/10.17632/2nnv9bw3hh.2"
"155","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",4.09077021,0.553497502203938,"https://doi.org/10.17632/2nnv9bw3hh.2"
"156","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.57,0.6,"EA",NA,0.554212165736115,"https://doi.org/10.17632/2nnv9bw3hh.2"
"157","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",4.783446489,0.554886864531296,"https://doi.org/10.17632/2nnv9bw3hh.2"
"158","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.63,0.66,"EA",NA,0.55552159858948,"https://doi.org/10.17632/2nnv9bw3hh.2"
"159","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",4.734986324,0.556156332647664,"https://doi.org/10.17632/2nnv9bw3hh.2"
"160","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.72,0.75,"EA",4.268788758,0.557425800764032,"https://doi.org/10.17632/2nnv9bw3hh.2"
"161","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.78,0.81,"EA",5.10654256,0.558695268880399,"https://doi.org/10.17632/2nnv9bw3hh.2"
"162","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.84,0.87,"EA",4.750665897,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"163","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.9,0.93,"EA",4.065273831,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"164","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",0.96,0.99,"EA",4.675597939,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"165","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",1.02,1.05,"EA",4.875010151,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"166","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",1.08,1.11,"EA",4.405952533,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"167","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",1.14,1.17,"EA",4.270408627,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"168","Van de Broek et al 2018","MVdB Kruispolder young","Kruispolder young","Kruispolder young","Brackish",51.35756944,4.098852778,"direct from dataset","1","Belgium","2016",1.2,1.23,"EA",4.770783663,0.558801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"169","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0,0.03,"EA",10.09136201,0.271525124889803,"https://doi.org/10.17632/2nnv9bw3hh.2"
"170","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",9.454954659,0.333117837202468,"https://doi.org/10.17632/2nnv9bw3hh.2"
"171","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",8.946359422,0.425506905671466,"https://doi.org/10.17632/2nnv9bw3hh.2"
"172","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.09,0.12,"EA",NA,0.451601528063473,"https://doi.org/10.17632/2nnv9bw3hh.2"
"173","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",8.23818124,0.471598589479871,"https://doi.org/10.17632/2nnv9bw3hh.2"
"174","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",9.236116757,0.487202468410226,"https://doi.org/10.17632/2nnv9bw3hh.2"
"175","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",9.791033095,0.508007640317367,"https://doi.org/10.17632/2nnv9bw3hh.2"
"176","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.27,0.3,"EA",NA,0.52101087275933,"https://doi.org/10.17632/2nnv9bw3hh.2"
"177","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",7.242695921,0.534014105201293,"https://doi.org/10.17632/2nnv9bw3hh.2"
"178","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",6.033833688,0.464464128290164,"https://doi.org/10.17632/2nnv9bw3hh.2"
"179","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",6.799634316,0.42513076697032,"https://doi.org/10.17632/2nnv9bw3hh.2"
"180","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.45,0.48,"EA",NA,0.446570672935645,"https://doi.org/10.17632/2nnv9bw3hh.2"
"181","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",5.966756126,0.46801057890097,"https://doi.org/10.17632/2nnv9bw3hh.2"
"182","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.54,0.57,"EA",6.732609204,0.510890390831619,"https://doi.org/10.17632/2nnv9bw3hh.2"
"183","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.6,0.63,"EA",7.476829534,0.544019982368498,"https://doi.org/10.17632/2nnv9bw3hh.2"
"184","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.63,0.66,"EA",NA,0.545959447546283,"https://doi.org/10.17632/2nnv9bw3hh.2"
"185","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.66,0.69,"EA",6.530756063,0.547898912724067,"https://doi.org/10.17632/2nnv9bw3hh.2"
"186","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.72,0.75,"EA",6.943606203,0.551777843079636,"https://doi.org/10.17632/2nnv9bw3hh.2"
"187","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.78,0.81,"EA",6.933675579,0.555656773435204,"https://doi.org/10.17632/2nnv9bw3hh.2"
"188","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.84,0.87,"EA",5.876904487,0.576021157801939,"https://doi.org/10.17632/2nnv9bw3hh.2"
"189","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.9,0.93,"EA",7.01338001,0.597884219806053,"https://doi.org/10.17632/2nnv9bw3hh.2"
"190","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",0.96,0.99,"EA",6.660282985,0.619747281810167,"https://doi.org/10.17632/2nnv9bw3hh.2"
"191","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.02,1.05,"EA",7.894706597,0.646958565971202,"https://doi.org/10.17632/2nnv9bw3hh.2"
"192","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.08,1.11,"EA",5.864007203,0.677990008815751,"https://doi.org/10.17632/2nnv9bw3hh.2"
"193","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.14,1.17,"EA",6.385793942,0.7090214516603,"https://doi.org/10.17632/2nnv9bw3hh.2"
"194","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.2,1.23,"EA",6.081124005,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"195","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.26,1.29,"EA",6.349617977,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"196","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.32,1.35,"EA",7.515871186,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"197","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.38,1.41,"EA",8.043363189,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"198","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.44,1.47,"EA",3.38514357,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"199","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.5,1.53,"EA",2.556136584,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"200","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.56,1.59,"EA",5.593433879,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"201","Van de Broek et al 2018","MVdB Mariekerke old","Mariekerke old","Mariekerke old","Freshwater",51.06010278,4.199041667,"direct from dataset","1","Belgium","2016",1.75,1.78,"EA",2.780256402,0.732295033793712,"https://doi.org/10.17632/2nnv9bw3hh.2"
"202","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0,0.03,"EA",5.921157025,0.423156038789304,"https://doi.org/10.17632/2nnv9bw3hh.2"
"203","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.03,0.06,"EA",6.207546747,0.445724360858066,"https://doi.org/10.17632/2nnv9bw3hh.2"
"204","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.06,0.09,"EA",6.748539589,0.47957684396121,"https://doi.org/10.17632/2nnv9bw3hh.2"
"205","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.09,0.12,"EA",NA,0.561387011460476,"https://doi.org/10.17632/2nnv9bw3hh.2"
"206","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.12,0.15,"EA",5.623939468,0.609344695856597,"https://doi.org/10.17632/2nnv9bw3hh.2"
"207","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.18,0.21,"EA",5.907017161,0.569850132236262,"https://doi.org/10.17632/2nnv9bw3hh.2"
"208","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.24,0.27,"EA",4.764194915,0.553276520717014,"https://doi.org/10.17632/2nnv9bw3hh.2"
"209","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.27,0.3,"EA",NA,0.556450191007934,"https://doi.org/10.17632/2nnv9bw3hh.2"
"210","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.3,0.33,"EA",6.012932963,0.559623861298854,"https://doi.org/10.17632/2nnv9bw3hh.2"
"211","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.36,0.39,"EA",8.235197699,0.515007766256664,"https://doi.org/10.17632/2nnv9bw3hh.2"
"212","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.42,0.45,"EA",6.938411209,0.489497502203938,"https://doi.org/10.17632/2nnv9bw3hh.2"
"213","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.45,0.48,"EA",NA,0.501157801939465,"https://doi.org/10.17632/2nnv9bw3hh.2"
"214","Van de Broek et al 2018","MVdB Mariekerke young","Mariekerke young","Mariekerke young","Freshwater",51.05993889,4.191525,"direct from dataset","1","Belgium","2016",0.48,0.51,"EA",6.536154514,0.512818101674993,"https://doi.org/10.17632/2nnv9bw3hh.2"
