"","Source","Site_name","Site","Core","Habitat_type","Soil_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","Method","OC_perc","SOM_perc","BD_reported_g_cm3","DOI"
"744","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand+peat",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2167,0.2333,"EA",NA,12.8,0.413,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"745","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2333,0.25,"EA",NA,11.58,0.401,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"746","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.25,0.2667,"EA",NA,16,0.335,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"747","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2667,0.2833,"EA",NA,24.63,0.293,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"748","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.2833,0.3,"EA",NA,6.29,0.569,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"749","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3,0.3167,"EA",NA,7.96,0.527,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"750","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3167,0.3333,"EA",NA,10.9,0.491,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"751","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3333,0.35,"EA",NA,15.93,0.377,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"752","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.35,0.3667,"EA",NA,17.19,0.359,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"753","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3667,0.3833,"EA",NA,11.4,0.377,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"754","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.3833,0.4,"EA",NA,7.04,0.557,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"755","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4,0.4167,"EA",NA,6.32,0.575,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"756","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4167,0.4333,"EA",NA,5.49,0.599,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"757","Kohfeld et al 2022","KEH TMF_1-1","Tofino Mud Flats","TMF_1-1","Salt marsh","sand",49.13014,-125.88689,"direct from dataset","1","Canada"," British Columbia",2016,0.4333,0.4499,"EA",NA,5.69,0.563,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"758","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","soil",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0115,"EA",NA,41.95,0.183,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"759","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","soil+peat",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0115,0.0231,"EA",NA,55.48,0.165,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"760","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0231,0.0346,"EA",NA,41.71,0.183,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"761","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0346,0.0462,"EA",NA,38.94,0.2,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"762","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0462,0.0577,"EA",NA,38.81,0.217,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"763","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0577,0.0692,"EA",NA,31.64,0.243,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"764","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0692,0.0808,"EA",NA,31.42,0.252,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"765","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0808,0.0923,"EA",NA,34.83,0.217,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"766","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.0923,0.1038,"EA",NA,34.28,0.191,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"767","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1038,0.1154,"EA",NA,36.17,0.191,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"768","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1154,0.1269,"EA",NA,35.35,0.174,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"769","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1269,0.1385,"EA",NA,26.12,0.261,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"770","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1385,0.15,"EA",NA,30.96,0.226,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"771","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.15,0.1615,"EA",NA,36.98,0.209,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"772","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1615,0.1731,"EA",NA,34.72,0.2,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"773","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","peat+mud",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1731,0.1846,"EA",NA,26.79,0.243,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"774","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1846,0.1962,"EA",NA,15.26,0.4,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"775","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.1962,0.2077,"EA",NA,14.27,0.435,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"776","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2077,0.2192,"EA",NA,17.45,0.409,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"777","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2192,0.2308,"EA",NA,23.66,0.252,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"778","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2308,0.2423,"EA",NA,15.02,0.365,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"779","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2423,0.2538,"EA",NA,18.26,0.348,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"780","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2538,0.2654,"EA",NA,16.83,0.374,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"781","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2654,0.2769,"EA",NA,5.24,0.687,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"782","Kohfeld et al 2022","KEH TMF_1-2","Tofino Mud Flats","TMF_1-2","Salt marsh","sand",49.1302,-125.88688,"direct from dataset","1","Canada"," British Columbia",2016,0.2769,0.2884,"EA",NA,5.24,0.652,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"783","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",NA,50.3,0.153,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"784","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0221,"EA",17.16,50.81,0.153,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"785","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","soil",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0221,0.0332,"EA",NA,52.94,0.216,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"786","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0332,0.0443,"EA",NA,55.07,0.36,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"787","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0443,0.0554,"EA",NA,35.84,0.423,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"788","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0554,0.0664,"EA",3.14,0.67,0.568,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"789","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0664,0.0775,"EA",NA,10.93,0.541,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"790","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0775,0.0886,"EA",3.34,10.87,0.73,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"791","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0886,0.0996,"EA",NA,10.45,0.748,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"792","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.0996,0.1107,"EA",3.12,15.27,0.568,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"793","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","peat+mud",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1107,0.1218,"EA",NA,12.12,0.586,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"794","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1218,0.1329,"EA",NA,14.06,0.658,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"795","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1329,0.1439,"EA",NA,12.57,0.694,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"796","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1439,0.155,"EA",4.58,22.29,0.595,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"797","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.155,0.1661,"EA",NA,19.16,0.577,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"798","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1661,0.1771,"EA",NA,12.1,0.901,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"799","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1771,0.1882,"EA",0.72,6.1,0.901,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"800","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1882,0.1993,"EA",NA,6.7,1.09,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"801","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.1993,0.2104,"EA",NA,3.96,1.072,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"802","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2104,0.2214,"EA",NA,4.94,1,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"803","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2214,0.2325,"EA",0.27,4.4,0.459,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"804","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2325,0.2436,"EA",NA,2.97,1.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"805","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2436,0.2546,"EA",NA,5.63,1.081,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"806","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2546,0.2657,"EA",NA,3.79,1.036,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"807","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2657,0.2768,"EA",0.36,4.69,0.495,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"808","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2768,0.2879,"EA",NA,3.84,0.351,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"809","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+peat",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2879,0.2989,"EA",NA,6,1.054,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"810","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+gravel",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.2989,0.31,"EA",0.45,5.14,0.396,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"811","Kohfeld et al 2022","KEH TMF_2-1","Tofino Mud Flats","TMF_2-1","Salt marsh","sand+gravel",49.12989,-125.88661,"direct from dataset","1","Canada"," British Columbia",2016,0.31,0.3211,"EA",NA,13.35,0.135,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"812","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0,0.0111,"EA",13.06,36.11,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"813","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0111,0.0222,"EA",NA,46.13,0.171,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"814","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0222,0.0333,"EA",NA,48.67,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"815","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0333,0.0444,"EA",21.55,49.33,0.162,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"816","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0444,0.0556,"EA",NA,45.71,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"817","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0556,0.0667,"EA",NA,45.98,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"818","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0667,0.0778,"EA",17.24,41.86,0.189,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"819","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0778,0.0889,"EA",NA,50,0.189,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"820","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.0889,0.1,"EA",NA,40.35,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"821","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1,0.1111,"EA",14.05,41.07,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"822","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1111,0.1222,"EA",NA,51.74,0.18,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"823","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1222,0.1333,"EA",NA,41.71,0.198,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"824","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1333,0.1444,"EA",17.79,43.79,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"825","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1444,0.1556,"EA",NA,46.2,0.234,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
"826","Kohfeld et al 2022","KEH TMF_2-2","Tofino Mud Flats","TMF_2-2","Salt marsh","peat",49.13017,-125.88665,"direct from dataset","1","Canada"," British Columbia",2016,0.1556,0.1667,"EA",NA,41,0.225,"https://doi.pangaea.de/10.1594/PANGAEA.947824"
