"","Source","Original_source","Site_name","Core","Habitat_type","Latitude","Longitude","accuracy_flag","accuracy_code","Country","State","Year_collected","U_depth_m","L_depth_m","OC_perc","N_perc","BD_reported_g_cm3","Year_collected_end","Method","DOI"
"206","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,3.18,"0.276","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"207","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,2.134,"0.195","0.87","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"208","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 4","Minjiang River Estuary 4","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.157,"0.195","0.87","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"209","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,3.089,"0.278","0.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"210","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.804,"0.172","0.62","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"211","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.865,"0.17","0.68","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"212","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 5","Minjiang River Estuary 5","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.087,"0.186","0.68","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"213","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0,0.1,2.958,"0.259","0.61","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"214","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.1,0.2,2.011,"0.194","0.72","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"215","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.2,0.3,2.072,"0.186","0.7","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"216","Xia et al 2022","Xia et al 2022","SX Minjiang River Estuary 6","Minjiang River Estuary 6","Saltmarsh","26.0167","119.6167","direct from dataset","1","China","Fujian","2015",0.3,0.4,2.082,"0.183","0.65","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"217","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0,0.1,1.101,"0.135","1.32","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"218","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.1,0.2,1.521,"0.168","1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"219","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.2,0.3,1.712,"0.213","1.2","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"220","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.3,0.4,1.367,"0.151","1.26","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"221","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.4,0.6,1.093,"0.128","1.32","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"222","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.6,0.8,0.848,"0.11","1.38","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"223","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 1","Nandagang Wetland 1","Saltmarsh","38.9256","116.0964","direct from dataset","1","China","Hebei","2015",0.8,1,0.703,"0.094","1.41","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"224","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0,0.1,1.585,"0.183","1.22","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"225","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.1,0.2,1.445,"0.178","1.25","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"226","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.2,0.3,1.146,"0.148","1.31","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"227","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.3,0.4,1.166,"0.124","1.3","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"228","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.4,0.6,0.846,"0.108","1.38","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"229","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.6,0.8,0.746,"0.108","1.4","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"230","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 2","Nandagang Wetland 2","Saltmarsh","38.8864","116","direct from dataset","1","China","Hebei","2015",0.8,1,0.77,"0.11","1.39","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"231","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0,0.1,1.553,"0.164","1.23","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"232","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.1,0.2,1.003,"0.128","1.34","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"233","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.2,0.3,0.602,"0.085","1.44","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"234","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.3,0.4,0.657,"0.093","1.42","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"235","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.4,0.6,0.817,"0.105","1.38","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"236","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.6,0.8,0.825,"0.114","1.38","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"237","Xia et al 2022","Xia et al 2022","SX Nandagang Wetland 3","Nandagang Wetland 3","Saltmarsh","38.9278","116.1489","direct from dataset","1","China","Hebei","2015",0.8,1,0.701,"0.108","1.41","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"238","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0,0.1,0.733,"0.062","1.52","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"239","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.1,0.2,0.354,"0.06","1.64","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"240","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.2,0.3,0.44,"0.049","1.54","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"241","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.3,0.4,0.246,"0.037","1.61","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"242","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.4,0.6,0.311,"0.049","1.55","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"243","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.6,0.8,0.237,"0.041","1.64","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"244","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 2","Yellow River Estuary 2","Saltmarsh","37.6258","118.5869","direct from dataset","1","China","Shandong","2015",0.8,1,0.16,"0.027","1.74","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"245","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0,0.1,0.507,"0.068","1.6","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"246","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.1,0.2,0.279,"0.051","1.77","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"247","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.2,0.3,0.351,"0.049","1.56","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"248","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.3,0.4,0.257,"0.045","1.58","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"249","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.4,0.6,0.197,NA,"1.69","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"250","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.6,0.8,0.226,NA,"1.65","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"251","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 3","Yellow River Estuary 3","Saltmarsh","37.7249","118.7401","direct from dataset","1","China","Shandong","2015",0.8,1,0.215,NA,"1.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"252","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0,0.1,0.883,"0.138","1.08","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"253","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.1,0.2,0.424,"0.061","1.45","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"254","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.2,0.3,0.455,"0.078","1.5","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"255","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.3,0.4,0.204,"0.037","1.56","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"256","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.4,0.6,0.258,"0.04","1.62","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"257","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.6,0.8,0.281,"0.041","1.59","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"258","Xia et al 2022","Xia et al 2022","SX Yellow River Estuary 4","Yellow River Estuary 4","Saltmarsh","37.7959","118.8817","direct from dataset","1","China","Shandong","2015",0.8,1,0.189,"0.032","1.7","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"259","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,1.241,"0.112","0.6","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"260","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,1.096,"0.101","0.62","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"261","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,1.117,"0.097","0.56","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"262","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 2","Yueqing Bay 2","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,1.124,"0.098","0.63","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"263","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,1.286,"0.114","0.66","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"264","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,1.152,"0.109","0.57","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"265","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,1.11,"0.099","0.73","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"266","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 4","Yueqing Bay 4","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,1.116,"0.098","0.84","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"267","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0,0.1,1.209,"0.109","0.57","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"268","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.1,0.2,1.122,"0.094","0.71","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"269","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.2,0.3,1.109,"0.095","0.76","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"270","Xia et al 2022","Xia et al 2022","SX Yueqing Bay 6","Yueqing Bay 6","Saltmarsh","28.35","121.1833","direct from dataset","1","China","Zhejiang","2015",0.3,0.4,1.108,"0.098","0.8","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"271","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,1.937,"0.151","0.8","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"272","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.635,"0.125","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"273","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.578,"0.124","0.88","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"274","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 10","Zhangjiang River Estuary 10","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.569,"0.123","0.88","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"275","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,2.122,"0.165","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"276","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.656,"0.127","0.84","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"277","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.586,"0.111","0.9","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"278","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 12","Zhangjiang River Estuary 12","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.739,"0.131","0.86","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"279","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,2.272,"0.174","0.61","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"280","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.715,"0.148","0.69","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"281","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.597,"0.151","0.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"282","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 2","Zhangjiang River Estuary 2","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.428,"0.127","0.78","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"283","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,2.394,"0.157","0.68","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"284","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.859,"0.149","0.65","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"285","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.707,"0.128","0.78","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"286","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 4","Zhangjiang River Estuary 4","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.405,"0.122","0.73","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"287","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,2.492,"0.161","0.5","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"288","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.718,"0.144","0.67","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"289","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.582,"0.131","0.66","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"290","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 6","Zhangjiang River Estuary 6","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.428,"0.121","0.78","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"291","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0,0.1,2.125,"0.149","0.78","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"292","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.1,0.2,1.59,"0.124","0.94","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"293","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.2,0.3,1.493,"0.114","0.97","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"294","Xia et al 2022","Xia et al 2022","SX Zhangjiang River Estuary 8","Zhangjiang River Estuary 8","Saltmarsh","23.9167","117.45","direct from dataset","1","China","Fujian","2015",0.3,0.4,1.645,"0.168","0.82","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"295","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0,0.1,1.741,"0.182","0.59","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"296","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.1,0.2,1.861,"0.184","0.59","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"297","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.2,0.3,1.443,"0.155","0.59","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"298","Xia et al 2022","Xia et al 2022","SX Zhanjiang 2","Zhanjiang 2","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.3,0.4,1.286,"0.134","0.74","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"299","Xia et al 2022","Xia et al 2022","SX Zhanjiang 4","Zhanjiang 4","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0,0.1,1.685,"0.173","0.53","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"300","Xia et al 2022","Xia et al 2022","SX Zhanjiang 4","Zhanjiang 4","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.1,0.2,1.598,"0.164","0.56","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"301","Xia et al 2022","Xia et al 2022","SX Zhanjiang 4","Zhanjiang 4","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.2,0.3,1.62,"0.167","0.58","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"302","Xia et al 2022","Xia et al 2022","SX Zhanjiang 4","Zhanjiang 4","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.3,0.4,1.675,"0.173","0.6","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"303","Xia et al 2022","Xia et al 2022","SX Zhanjiang 6","Zhanjiang 6","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0,0.1,1.682,"0.177","0.58","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"304","Xia et al 2022","Xia et al 2022","SX Zhanjiang 6","Zhanjiang 6","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.1,0.2,1.66,"0.178","0.57","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
"305","Xia et al 2022","Xia et al 2022","SX Zhanjiang 6","Zhanjiang 6","Saltmarsh","20.9167","110.25","direct from dataset","1","China","Guangdong","2015",0.2,0.3,1.701,"0.193","0.62","2019","EA","https://doi.org/10.6084/m9.figshare.20180450.v1"
