Core_ID,Saltmarsh,Marsh_type,Marsh_zone,Nation,Collection_Year,Latitude_Dec_Degree,Longitude_Dec_Degree,X_Easting,Y_Northing,Elevation_above_OD__m,Core_depth_cm,Core_mid-depth_cm,Substrate,Dry_bulk_density_g_cm_3,OC_Perc,N_Perc,CN,NC,d13C_per_mil,d15N_per_mil
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,12_13,12.5,Peat (Turfa herbacea),0.302405377,13.70,1.02,15.37,0.07,-27.82,3.32
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,13_14,13.5,Peat (Turfa herbacea),0.366077114,12.45,1.16,13.54,0.07,-27.54,4.30
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,14_15,14.5,Basal Muds,0.426211532,8.80,0.84,13.74,0.07,-27.26,3.93
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,15_16,15.5,Basal Muds,0.359002476,7.64,0.69,13.30,0.08,-26.88,4.01
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,16_17,16.5,Basal Muds,0.553555005,7.31,0.80,13.42,0.07,-26.73,3.80
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,17_18,17.5,Basal Muds,0.461584719,6.93,0.59,13.76,0.07,-26.74,3.85
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,18_19,18.5,Basal Muds,0.500495225,6.05,0.57,14.75,0.07,-26.67,3.75
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,19-20,19.5,Basal Muds,0.581853555,5.41,0.46,14.04,0.07,-26.59,3.95
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,20-21,20.5,Basal Muds,0.447435444,5.28,0.48,14.60,0.07,-26.42,3.65
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,21_22,21.5,Basal Muds,0.617226742,4.12,0.35,14.12,0.07,-25.94,3.84
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,22-23,22.5,Basal Muds,0.645525292,3.71,0.26,14.09,0.07,-26.19,3.75
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,23-24,23.5,Basal Muds,0.581853555,5.17,0.40,14.46,0.07,-25.84,3.93
LL-2,Loch Laich,Natural,HM,Scotland,2019,56.566609,-5.3737828,192813,746724,2.26,24-25,24.5,Basal Muds,0.790555359,5.99,0.41,14.13,0.07,-25.87,3.60
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,25-26,25.5,Basal Muds,1.09122745,4.27,0.49,13.89,0.07,-26.00,3.68
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,26-27,26.5,Basal Muds,0.917898833,5.59,0.35,14.36,0.07,-25.70,3.70
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,0_1,0.5,Peat (Turfa herbacea),0.050795897,36.27,2.47,15.50,0.06,-29.07,1.93
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,1_2,1.5,Peat (Turfa herbacea),0.100898479,29.04,2.45,15.67,0.06,-29.43,0.96
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,2_3,2.5,Peat (Turfa herbacea),0.115405023,28.81,2.05,17.32,0.06,-29.26,1.73
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,3_4,3.5,Peat (Turfa herbacea),0.136699682,32.12,2.20,16.03,0.06,-29.25,1.85
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,4_5,4.5,Peat (Turfa herbacea),0.113441811,32.15,2.07,18.04,0.06,-29.18,2.06
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,5_6,5.5,Peat (Turfa herbacea),0.141528122,31.16,1.92,19.02,0.05,-29.24,1.29
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,6_7,6.5,Peat (Turfa herbacea),0.134011319,32.27,2.34,16.21,0.06,-29.46,1.90
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,7_8,7.5,Peat (Turfa herbacea),0.158687655,35.20,2.32,17.64,0.06,-28.84,2.01
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,8_9,8.5,Peat (Turfa herbacea),0.160771135,31.27,2.17,16.54,0.06,-28.59,2.46
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,9_10,9.5,Peat (Turfa herbacea),0.192833392,33.93,2.35,16.06,0.06,-28.61,3.37
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,10_11,10.5,Peat (Turfa herbacea),0.144492395,32.46,2.40,15.21,0.07,-28.48,3.13
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,11_12,11.5,Peat (Turfa herbacea),0.154644499,34.83,2.48,16.18,0.06,-28.77,2.47
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,12_13,12.5,Peat (Turfa herbacea),0.156473293,32.54,2.12,16.01,0.06,-28.98,2.64
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,13_14,13.5,Peat (Turfa herbacea),0.238885745,22.79,1.81,17.09,0.06,-28.78,2.18
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,14_15,14.5,Peat (Turfa herbacea),0.206650159,27.94,1.81,16.63,0.06,-28.80,3.63
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,15_16,15.5,Peat (Turfa herbacea),0.176045278,33.12,2.36,16.76,0.06,-28.94,3.17
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,16_17,16.5,Peat (Turfa herbacea),0.231093031,28.90,1.87,16.85,0.06,-28.93,2.49
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,17_18,17.5,Peat (Turfa herbacea),0.344053767,16.84,1.20,16.66,0.06,-28.83,2.69
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,18_19,18.5,Peat (Turfa herbacea),0.380166254,13.78,0.95,15.58,0.06,-28.57,3.01
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,19-20,19.5,Peat (Turfa herbacea),0.305741068,22.98,1.11,16.36,0.06,-28.50,3.10
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,20-21,20.5,Peat (Turfa herbacea),0.456324726,11.29,1.24,15.07,0.07,-28.19,4.01
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,21_22,21.5,Peat (Turfa herbacea),0.288910506,23.06,1.59,16.24,0.06,-28.46,3.33
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,22-23,22.5,Peat (Turfa herbacea),0.277131235,26.15,1.90,15.68,0.06,-28.45,3.51
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,23-24,23.5,Peat (Turfa herbacea),0.308440042,23.34,1.62,16.02,0.06,-28.26,3.11
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,24-25,24.5,Peat (Turfa herbacea),0.319073222,19.69,1.66,15.80,0.06,-28.29,3.96
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,25-26,25.5,Peat (Turfa herbacea),0.383342766,12.13,1.02,16.13,0.06,-28.61,3.66
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,26-27,26.5,Peat (Turfa herbacea),0.420028299,12.52,1.01,16.39,0.06,-28.59,4.04
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,27-28,27.5,Peat (Turfa herbacea),0.460272374,15.19,0.96,16.37,0.06,-28.73,3.46
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,28-29,28.5,Peat (Turfa herbacea),0.366034666,12.03,1.20,16.36,0.06,-28.80,3.30
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,29-30,29.5,Peat (Turfa herbacea),0.462893527,12.34,1.19,15.37,0.07,-28.43,3.70
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,30-31,30.5,Peat (Turfa herbacea) + Sand,0.402451362,13.44,1.71,14.74,0.07,-28.53,4.32
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,31-32,31.5,Peat (Turfa herbacea) + Sand,0.402161302,12.81,1.30,15.40,0.06,-28.73,4.20
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,32_33,32.5,Peat (Turfa herbacea) + Sand,0.574609126,11.17,0.98,15.92,0.06,-28.54,4.19
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,33-34,33.5,Peat (Turfa herbacea) + Sand,0.66296781,9.77,0.98,16.50,0.06,-28.99,4.65
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,34-35,34.5,Peat (Turfa herbacea) + Sand,0.614184648,8.97,0.45,16.69,0.06,-29.21,4.43
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,35-36,35.5,Peat (Turfa herbacea) + Sand,0.543406438,7.01,1.09,17.37,0.06,-29.35,4.41
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,36-37,36.5,Peat (Turfa herbacea) + Sand,0.357474354,7.80,0.88,17.17,0.06,-29.26,4.38
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,37-38,37.5,Peat (Turfa herbacea) + Sand,0.464311992,8.03,0.72,17.02,0.06,-29.25,4.19
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,38-39,38.5,Peat (Turfa herbacea) + Sand,0.431054121,8.95,0.93,16.63,0.06,-29.10,4.43
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,39-40,39.5,Peat (Turfa herbacea) + Sand,0.391245136,9.62,1.41,16.59,0.06,-28.83,3.13
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,40-41,40.5,Peat (Turfa herbacea) + Sand,0.277428369,11.14,1.08,16.67,0.06,-29.33,4.79
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,41-42,41.5,Peat (Turfa herbacea) + Sand,0.334548992,11.58,1.41,15.42,0.06,-29.10,4.01
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,42-43,42.5,Peat (Turfa herbacea) + Sand,0.348178281,9.78,1.40,16.19,0.06,-29.20,3.63
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,43_44,43.5,Peat (Turfa herbacea) + Sand,0.312101167,9.82,1.67,15.71,0.06,-28.62,3.04
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,44-45,44.5,Peat (Turfa herbacea) + Sand,0.314336753,9.13,0.94,15.70,0.06,-28.86,3.16
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,45-46,45.5,Peat (Turfa herbacea) + Sand,0.308270251,9.81,1.21,16.40,0.06,-28.73,3.00
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,46-47,46.5,Peat (Turfa herbacea) + Sand,0.386232756,9.23,0.97,14.27,0.07,-28.19,4.30
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,47-48,47.5,Peat (Turfa herbacea) + Sand,0.211980898,7.73,1.15,14.07,0.07,-27.75,4.96
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,48-49,48.5,Peat (Turfa herbacea) + Sand,0.263646976,7.63,1.06,16.10,0.06,-28.98,5.05
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,49-50,49.5,Peat (Turfa herbacea) + Sand,0.22025115,9.34,0.88,16.34,0.06,-28.67,5.30
Waulk 2,Waulkmill,Natural,HM,Scotland,2019,58.942032,-3.0836815,337735,1006594,2.18,50-51,50.5,Peat (Turfa herbacea) + Sand,0.103226035,6.75,1.37,15.59,0.06,-29.05,3.66
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,0_1,0.5,Sandy Silt with Roots,0.523457258,4.44,0.24,21.19,0.05,-27.94,5.69
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,1_2,1.5,Sandy Silt with Roots,0.604744172,4.15,0.27,18.02,0.06,-27.72,5.50
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,2_3,2.5,Sandy Silt with Roots,0.929382033,4.15,0.34,14.24,0.07,-27.33,5.20
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,3_4,3.5,Sandy Silt with Roots,0.845129624,4.28,0.38,13.11,0.08,-27.21,5.05
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,4_5,4.5,Sandy Silt with Roots,0.558026733,3.19,0.26,14.56,0.07,-27.71,5.04
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,5_6,5.5,Sandy Silt with Roots,0.54072179,3.33,0.20,19.18,0.05,-27.73,4.47
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,6_7,6.5,Sandy Silt with Roots,0.482447,3.14,0.23,16.27,0.06,-27.93,4.28
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,7_8,7.5,Sandy Silt with Roots,0.48294125,3.26,0.25,15.48,0.06,-27.98,4.21
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,8_9,8.5,Sandy Silt with Roots,0.536065278,2.36,0.17,16.57,0.06,-27.50,4.77
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,9_10,9.5,Sandy Silt with Roots,0.551735157,2.48,0.18,15.71,0.06,-27.55,3.82
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,10_11,10.5,Sandy Silt with Roots,0.616226919,2.65,0.18,17.24,0.06,-27.31,4.18
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,11_12,11.5,Sandy Silt with Roots,0.525611439,2.14,0.22,11.60,0.09,-27.89,3.47
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,12_13,12.5,Sandy Silt with Roots,0.684846752,2.28,0.24,11.17,0.09,-27.78,3.94
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,13_14,13.5,Sandy Silt with Roots,0.702126826,2.44,0.24,11.83,0.08,-27.46,3.57
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,14_15,14.5,Sandy Silt with Roots,0.877246503,2.52,0.27,10.93,0.09,-27.41,3.72
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,15_16,15.5,Sandy Silt with Roots,0.840839913,2.65,0.33,9.27,0.11,-27.36,3.38
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,16_17,16.5,Sandy Silt with Roots,0.562372397,2.96,0.30,11.49,0.09,-27.46,3.53
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,17_18,17.5,Sandy Silt with Roots,0.915984458,2.11,0.20,12.01,0.08,-26.85,4.47
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,18_19,18.5,Sandy Silt with Roots,1.020019273,2.57,0.19,16.13,0.06,-27.04,3.91
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,19-20,19.5,Sandy Silt with Roots,0.673388872,2.37,0.22,12.68,0.08,-26.90,4.03
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,20-21,20.5,Sandy Silt with Roots,0.652220081,2.67,0.26,12.17,0.08,-26.56,5.07
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,21_22,21.5,Sandy Silt with Roots,0.513053155,2.97,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,22-23,22.5,Sandy Silt with Roots,0.863155735,2.15,0.14,17.91,0.06,-26.22,5.19
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,23-24,23.5,Sandy Silt with Roots,0.525580354,2.02,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,24-25,24.5,Sandy Silt with Roots,0.891719615,1.97,0.09,25.97,0.04,-26.06,5.19
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,25-26,25.5,Sandy Silt with Roots,0.993314268,0.96,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,26-27,26.5,Sandy Silt with Roots,0.986258004,1.01,0.05,22.38,0.04,-25.94,4.83
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,27-28,27.5,Sandy Silt with Roots,0.850811937,0.82,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,28-29,28.5,Sandy Silt with Roots,0.677886851,1.12,0.05,24.88,0.04,-25.94,4.83
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,29-30,29.5,Sandy Silt with Roots,0.946108797,0.76,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,30-31,30.5,Sandy Silt with Roots,0.61538452,0.69,0.02,32.78,0.03,-26.04,3.97
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,31-32,31.5,Sandy Silt with Roots,0.919217283,0.64,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,32_33,32.5,Sandy Silt,1.100995337,0.79,0.03,30.83,0.03,-25.70,4.07
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,33-34,33.5,Sandy Silt,0.797358408,0.73,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,34-35,34.5,Sandy Silt,0.891529997,0.51,0.02,30.02,0.03,-25.83,3.54
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,35-36,35.5,Sandy Silt,0.581980727,0.63,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,36-37,36.5,Sandy Silt,1.003040721,0.55,0.02,30.69,0.03,-25.74,4.04
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,37-38,37.5,Sandy Silt,0.647433012,0.57,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,38-39,38.5,Sandy Silt,1.261470936,0.52,0.01,44.26,0.02,-26.71,2.46
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,39-40,39.5,Sandy Silt,0.983665527,0.57,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,40-41,40.5,Sandy Silt,0.727367734,0.55,0.02,32.32,0.03,-27.82,3.21
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,41-42,41.5,Sandy Silt,1.148679515,0.50,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,42-43,42.5,Sandy Silt,0.890644078,0.61,0.02,34.76,0.03,-26.19,3.95
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,43_44,43.5,Sandy Silt,1.036693192,0.56,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,44-45,44.5,Sandy Silt,0.935791731,0.55,0.02,33.20,0.03,-25.54,4.10
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,45-46,45.5,Sandy Silt,1.055341001,0.53,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,46-47,46.5,Sandy Silt,1.35778738,0.54,0.02,33.44,0.03,-26.14,4.16
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,47-48,47.5,Sandy Silt,1.17304383,0.46,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,48-49,48.5,Sandy Silt,0.551735157,0.44,0.01,34.27,0.03,-27.07,4.74
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,49-50,49.5,Sandy Silt,0.958054709,0.57,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,50-51,50.5,Sandy Silt,1.041837737,0.29,0.01,30.67,0.03,-27.02,6.67
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,51-52,51.5,Sandy Silt,0.912900839,0.29,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,52-53,52.5,Sandy Silt,0.935791731,0.24,0.01,23.82,0.04,-26.48,4.56
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,53-54,53.5,Sand,1.16406963,0.50,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,54_55,54.5,Sand,0.868822505,0.55,0.03,24.75,0.04,-27.99,1.42
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,55-56,55.5,Sand,0.596805098,0.48,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,56-57,56.5,Sand,0.733242773,0.44,0.03,16.63,0.06,-27.33,2.29
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,57-58,57.5,Sand,0.841290643,0.19,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,58-59,58.5,Sand,0.571271993,0.41,0.02,26.53,0.04,-26.42,3.06
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,59-60,59.5,Sand,0.911632577,0.09,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,60-61,60.5,Sand,0.967262045,0.11,0.01,14.58,0.07,-27.59,9.20
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,61-62,61.5,Sand,1.152866646,0.12,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,62-63,62.5,Sand,1.232655269,0.29,0.01,37.12,0.03,-26.95,3.25
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,63-64,63.5,Sand,0.91304383,0.42,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,64-65,64.5,Sand,0.728405968,0.41,0.02,19.97,0.05,-28.44,4.84
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,65_66,65.5,Sand,0.794977308,0.55,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,66-67,66.5,Sand,0.882524712,0.31,0.02,17.32,0.06,-27.18,6.75
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,67-68,67.5,Sand,0.923587815,0.82,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,68-69,68.5,Sand,0.864700653,1.35,0.06,26.87,0.04,-26.29,2.04
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,69-70,69.5,Sand,0.987756295,1.02,NA,NA,NA,NA,NA
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,70-71,70.5,Sand,0.992108175,0.43,0.02,21.59,0.05,-25.95,2.58
SU-19-1,Sunderland,Natural,HM,England,2019,54.003307,-2.8885075,341860.172,456730.463,4.87,71-72,71.5,Sand,0.977370842,0.57,NA,NA,NA,NA,NA
