study_id,site_id,core_id,method_id,depth_min,depth_max,dry_bulk_density,fraction_carbon,cs137_peak_age,cs137_activity,cs137_activity_se,cs137_unit,excess_pb210_activity,total_pb210_activity,pb210_unit
Drake_et_al_2024,PR_M,PR_M6,single set of methods,20,30,0.2091956803404483,0.14218,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M7,single set of methods,0,10,0.11268830821880976,0.25635,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M7,single set of methods,10,20,0.15449552306505498,0.20506,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M7,single set of methods,20,30,0.16151019397527633,0.17314,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M8,single set of methods,0,10,0.16650653263154552,0.21391,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M8,single set of methods,10,20,0.16289761422372492,0.17751999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M8,single set of methods,20,30,0.1237767339566047,0.1416,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M9,single set of methods,0,10,0.10663297041535988,0.22987,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M9,single set of methods,10,20,0.11457382058123323,0.21865,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M9,single set of methods,20,30,0.12863984042225313,0.21446,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M10,single set of methods,0,10,0.25387816940743563,0.17199,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M10,single set of methods,10,20,0.16944499022915238,0.19349,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,PR_M,PR_M10,single set of methods,20,30,0.16922601805622023,0.18276,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,0,2,NA,NA,1964,0,NA,picocuriesPerGram,44.573359929078,44.573359929078,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,2,4,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,4,6,NA,NA,1964,0,NA,picocuriesPerGram,7.09541814946619,7.09541814946619,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,6,8,NA,NA,1964,0,NA,picocuriesPerGram,3.75176862255514,3.75176862255514,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,8,10,NA,NA,1964,0.428162162162162,NA,picocuriesPerGram,9.08526651651652,9.08526651651652,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,10,12,NA,NA,1964,0.457714285714286,NA,picocuriesPerGram,15.361075036075,15.361075036075,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,12,14,NA,NA,1964,1.35966740576497,0.0634643015521064,picocuriesPerGram,5.85177999507268,5.85177999507268,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,14,16,NA,NA,1964,0.488,NA,picocuriesPerGram,8.05187265917603,8.05187265917603,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,16,18,NA,NA,1964,0.320951327433628,NA,picocuriesPerGram,3.6439435840708,3.6439435840708,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,18,20,NA,NA,1964,0.178463541666667,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,20,22,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,22,24,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,24,26,NA,NA,1964,0.265341614906832,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,26,28,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,4.16054404996713,4.16054404996713,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,30,35,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,40,45,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_U,W_U_A,single set of methods,45,50,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U_A,single set of methods,50,55,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_U,W_U1,single set of methods,0,10,0.1394272789294338,0.27101,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U1,single set of methods,10,20,0.15652773004167334,0.16562000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U1,single set of methods,20,30,0.1768209451035691,0.14263,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U2,single set of methods,0,10,0.13446840293970452,0.25176,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U2,single set of methods,10,20,0.17488691035716933,0.13811,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U2,single set of methods,20,30,0.14087992119244647,0.17886,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U3,single set of methods,0,10,0.14433037711042504,0.22434,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U3,single set of methods,10,20,0.14206280362211723,0.19211,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U3,single set of methods,20,30,0.16043058821741693,0.14327,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U4,single set of methods,0,10,0.138256186830523,0.22869,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U4,single set of methods,10,20,0.15307860076422433,0.15943,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U4,single set of methods,20,30,0.21307748663779283,0.12511,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U5,single set of methods,0,10,0.1355563715355102,0.21393,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U5,single set of methods,10,20,0.1579860783292365,0.17,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U5,single set of methods,20,30,0.1847716878207901,0.1381,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U6,single set of methods,0,10,0.15703049675439418,0.24055,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U6,single set of methods,10,20,0.15684184430659562,0.17428000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U6,single set of methods,20,30,0.22487696497590948,0.1447,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U7,single set of methods,0,10,0.1764653443306406,0.22069,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U7,single set of methods,10,20,0.13824372128497556,0.17318,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U7,single set of methods,20,30,0.14069873771838406,0.14392,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U8,single set of methods,0,10,0.1385481117695025,0.2481,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U8,single set of methods,10,20,0.14294206584405672,0.16222,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U8,single set of methods,20,30,0.17752803882429127,0.16223,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U9,single set of methods,0,10,0.12825100601131703,0.23332,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U9,single set of methods,10,20,0.1622544258552701,0.1354,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U9,single set of methods,20,30,0.17509656850248295,0.15864,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U10,single set of methods,0,10,0.1440282803536884,0.25754,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U10,single set of methods,10,20,0.16316001151128226,0.17754,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_U,W_U10,single set of methods,20,30,0.1655114327249383,0.14257,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,0,2,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,2,4,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,4,6,NA,NA,1964,0,NA,picocuriesPerGram,29.3291041906959,29.3291041906959,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,6,8,NA,NA,1964,0,NA,picocuriesPerGram,23.3359304426378,23.3359304426378,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,8,10,NA,NA,1964,0.238812316715543,NA,picocuriesPerGram,15.5636404366243,15.5636404366243,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,10,12,NA,NA,1964,1.28347368421053,NA,picocuriesPerGram,9.55590277777777,9.55590277777777,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,12,14,NA,NA,1964,1.55364161849711,0.076421676300578,picocuriesPerGram,15.8954921323057,15.8954921323057,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,14,16,NA,NA,1964,1.53048565121413,NA,picocuriesPerGram,15.3941010546971,15.3941010546971,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,16,18,NA,NA,1964,0.433530927835052,NA,picocuriesPerGram,6.90123854524628,6.90123854524628,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,18,20,NA,NA,1964,0.340957746478873,NA,picocuriesPerGram,5.12799295774648,5.12799295774648,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,20,22,NA,NA,1964,0.223944805194805,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,22,24,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,24,26,NA,NA,1964,0.140422222222222,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,26,28,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,30,35,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,40,45,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,W_M,W_M_A,single set of methods,45,50,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,W_M,W_M_A,single set of methods,50,55,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M1,single set of methods,0,10,0.15372390885539977,0.20389,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M1,single set of methods,10,20,0.3119232801176057,0.15993000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M1,single set of methods,20,30,0.4251579837242029,0.11025,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M2,single set of methods,0,10,0.1705524449875447,0.14292,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M2,single set of methods,10,20,0.1620588031955889,0.16665,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M2,single set of methods,20,30,0.1492694823353975,0.12733,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M3,single set of methods,0,10,0.17738985910980523,0.17640999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M3,single set of methods,10,20,0.20746254602335468,0.11927,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M3,single set of methods,20,30,0.22116876557540432,0.1099,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M4,single set of methods,0,10,0.19839983176299225,0.1843,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M4,single set of methods,10,20,0.17164070497042969,0.13921,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M4,single set of methods,20,30,0.32627567795226287,0.10188,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M5,single set of methods,0,10,0.1348494858030984,0.21428,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M5,single set of methods,10,20,0.17196668016898406,0.14992,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M5,single set of methods,20,30,0.21304893340578676,0.08601,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M6,single set of methods,0,10,0.1306862555469666,0.21464,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M6,single set of methods,10,20,0.15655308273748483,0.15536,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M6,single set of methods,20,30,0.2452062335481519,0.13617,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M7,single set of methods,0,10,0.1325209543187423,0.22222,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M7,single set of methods,10,20,0.11728944303297134,0.16611,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M7,single set of methods,20,30,0.1864101389347523,0.13272,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M8,single set of methods,0,10,0.122120347511274,0.24157,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M8,single set of methods,10,20,0.12326245515269352,0.23668,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M8,single set of methods,20,30,0.2468702667010762,0.1268,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M9,single set of methods,0,10,0.1201906678618788,0.2557,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M9,single set of methods,10,20,0.14173143147267886,0.21253,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M9,single set of methods,20,30,0.21272105178504383,0.12164,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M10,single set of methods,0,10,0.11206705647107128,0.23244,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M10,single set of methods,10,20,0.13235971636369512,0.1968,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,W_M,W_M10,single set of methods,20,30,0.19685358948708495,0.13934,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,0,2,NA,NA,1964,0.172920091324201,NA,picocuriesPerGram,23.6400462962963,23.6400462962963,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,2,4,NA,NA,1964,0.351145454545455,NA,picocuriesPerGram,21.365404040404,21.365404040404,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,4,6,NA,NA,1964,0.63599128540305,NA,picocuriesPerGram,13.4721314451707,13.4721314451707,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,6,8,NA,NA,1964,1.0121568627451,NA,picocuriesPerGram,7.71634765017118,7.71634765017118,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,8,10,NA,NA,1964,1.52936781609195,0.0825295977011494,picocuriesPerGram,6.33826229246488,6.33826229246488,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,10,12,NA,NA,1964,1.34471615720524,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,12,14,NA,NA,1964,0.652666666666667,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,14,16,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,16,18,NA,NA,1964,0.253474164133739,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,18,20,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,20,22,NA,NA,1964,0.235713310580205,NA,picocuriesPerGram,6.2788443306788,6.2788443306788,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,22,24,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,24,26,NA,NA,1964,0.259889807162534,NA,picocuriesPerGram,4.13934802571166,4.13934802571166,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,26,28,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,30,35,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,0,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_U,F_U_A,single set of methods,40,45,NA,NA,1964,NA,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,45,50,NA,NA,1964,NA,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U_A,single set of methods,50,55,NA,NA,1964,NA,NA,picocuriesPerGram,NA,NA,NA
Drake_et_al_2024,F_U,F_U1,single set of methods,0,10,0.12689012682800896,0.26814,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U1,single set of methods,10,20,0.11762921802714305,0.15744,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U1,single set of methods,20,30,0.04912925525093621,0.16203,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U2,single set of methods,0,10,0.16307086454876674,0.21356000000000003,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U2,single set of methods,10,20,0.11645189270266008,0.17672000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U2,single set of methods,20,30,0.18348566818870113,0.17914000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U3,single set of methods,0,10,0.22194844128419797,0.18381,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U3,single set of methods,10,20,0.07867953958687063,0.20776,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U3,single set of methods,20,30,0.16402948630396388,0.16008,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U4,single set of methods,0,10,0.18998981395782336,0.18216,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U4,single set of methods,10,20,0.12130185544699516,0.1412,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U4,single set of methods,20,30,0.13695737163261285,0.17415,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U5,single set of methods,0,10,0.1413352193105486,0.23559,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U5,single set of methods,10,20,0.1426193530042591,0.17095,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U5,single set of methods,20,30,0.15143310583985164,0.17623999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U6,single set of methods,0,10,0.14233841363024644,0.22616,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U6,single set of methods,10,20,0.13567342523662654,0.18233,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U6,single set of methods,20,30,0.10340193195952516,0.16516999999999998,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U7,single set of methods,0,10,0.15235838180831696,0.22757,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U7,single set of methods,10,20,0.101737488542261,0.1978,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U7,single set of methods,20,30,0.13330406128979977,0.15788,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U8,single set of methods,0,10,0.1437391722743593,0.21838,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U8,single set of methods,10,20,0.13406559724546674,0.14368,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U8,single set of methods,20,30,0.0763548506100581,0.17911000000000002,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U9,single set of methods,0,10,0.19129612499089635,0.19992,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U9,single set of methods,10,20,0.15972865448901508,0.15338,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U9,single set of methods,20,30,0.17039687181865554,0.15394,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U10,single set of methods,0,10,0.20373318057001177,0.19848,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U10,single set of methods,10,20,0.14206487944407986,0.16968,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_U,F_U10,single set of methods,20,30,0.2020118036668271,0.15709,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M_A,single set of methods,0,2,NA,NA,1964,0,NA,picocuriesPerGram,10.4807440427452,13.0394139350078,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,2,4,NA,NA,1964,0,NA,picocuriesPerGram,5.77350932175259,8.33217921401515,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,4,6,NA,NA,1964,0.0838880706921944,NA,picocuriesPerGram,2.47717735041458,5.03584724267714,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,6,8,NA,NA,1964,0.0747008310249307,NA,picocuriesPerGram,0.976600575573701,3.53527046783626,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,8,10,NA,NA,1964,0.109740076824584,NA,picocuriesPerGram,0.549204627583793,3.10787451984635,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,10,12,NA,NA,1964,0.214314381270903,NA,picocuriesPerGram,5.12433596058025,7.68300585284281,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,12,14,NA,NA,1964,0.285889101338432,NA,picocuriesPerGram,NA,7.73502230720203,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,14,16,NA,NA,1964,0.346698337292162,NA,picocuriesPerGram,1.57094049306339,4.12961038532594,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,16,18,NA,NA,1964,0.640352201257862,0.0336968553459119,picocuriesPerGram,1.83931228803094,4.3979821802935,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,18,20,NA,NA,1964,0.625934065934066,NA,picocuriesPerGram,5.56119536153127,8.11986525379382,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,20,22,NA,NA,1964,0.464064785788924,NA,picocuriesPerGram,NA,2.05320445837687,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,22,24,NA,NA,1964,0.20415770609319,NA,picocuriesPerGram,NA,2.200847520908,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,24,26,NA,NA,1964,0.0567785588752197,NA,picocuriesPerGram,0.496806333084055,3.05547622534661,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,26,28,NA,NA,1964,0,NA,picocuriesPerGram,0.499090248830917,3.05776014109347,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,28,30,NA,NA,1964,0,NA,picocuriesPerGram,0.217885521569642,2.7765554138322,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,30,35,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M_A,single set of methods,35,40,NA,NA,1964,0,NA,picocuriesPerGram,NA,1.98137439851269,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,40,45,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M_A,single set of methods,45,50,NA,NA,1964,0,NA,picocuriesPerGram,NA,1.82201230460499,disintegrationsPerMinutePerGram
Drake_et_al_2024,F_M,F_M_A,single set of methods,50,55,NA,NA,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,0,10,0.4000476000556121,0.08978,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,10,20,0.364562139602033,0.07896,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M1,single set of methods,20,30,0.2496334355776348,0.09393,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,0,10,0.40872195421977914,0.07912,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,10,20,0.3809194284258171,0.07118000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M2,single set of methods,20,30,0.2508635640928849,0.05808,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,0,10,0.3016625862866117,0.10646,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,10,20,0.26049149566977897,0.09301,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M3,single set of methods,20,30,0.23557792466544036,0.08983000000000001,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M4,single set of methods,0,10,0.27896972980690476,0.11414,1964,NA,NA,NA,NA,NA,NA
Drake_et_al_2024,F_M,F_M4,single set of methods,10,20,0.37606365706876427,0.07312,1964,NA,NA,NA,NA,NA,NA
