study_id,site_id,core_id,core_notes,longitude,latitude,elevation,elevation_datum,position_method,position_notes,year,month,day
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_78,water/AVGE transition - mixed,-97.30348389,26.17127619,0.146,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_79,water/AVGE transition - 2nd dom,-97.30349459,26.17127803,0.287,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_80,AVGE/flat+succulent transition - 1st dom,-97.30350134,26.17127903,0.298,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_81,AVGE/flat+succulent transition - mixed,-97.30351807,26.17127771,0.248,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_82,AVGE/flat+succulent transition - 2nd dom,-97.30353416,26.17127945,0.227,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_83,flat+succulent/algal mat transition - 1st dom,-97.30353977,26.17128176,0.217,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_84,flat+succulent/algal mat transition - mixed,-97.30354944,26.17128229,0.222,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_85,flat+succulent/algal mat transition - 2nd dom,-97.30355729,26.17128274,0.219,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_86,algal mat/BAMA transition - 1st dom,-97.3036529,26.17128916,0.314,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_87,algal mat/BAMA transition - mixed,-97.3036648,26.17129152,0.389,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_88,algal mat/BAMA transition - 2nd dom,-97.30367484,26.17129311,0.404,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_89,BAMA/mixed succulent transition - 1st dom,-97.30369672,26.17129361,0.463,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_90,BAMA/mixed succulent transition - mixed,-97.30372075,26.17129617,0.58,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_91,BAMA/mixed succulent transition - 2nd dom,-97.30372949,26.17129766,0.62,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_92,15 cm elevation gain,-97.30374711,26.17129744,0.721,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_93,water/AVGE transition - 1st dom,-97.29842834,26.20139997,-0.113,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_94,water/AVGE transition - mixed,-97.29837973,26.20141136,0.106,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_95,water/AVGE transition - 2nd dom,-97.29835058,26.20141802,0.122,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_96,AVGE/AVGE+BAMA transition - 1st dom,-97.2983009,26.20143385,0.13,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_97,AVGE/AVGE+BAMA transition - mixed,-97.29822159,26.20144325,0.119,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_98,AVGE/AVGE+BAMA transition - 2nd dom,-97.29819352,26.20144504,0.098,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_99,AVGE+BAMA/algal flat transition - 1st dom,-97.29812678,26.20145146,0.126,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_100,AVGE+BAMA/algal flat transition - mixed,-97.2980916,26.20145632,0.113,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_101,AVGE+BAMA/algal flat transition - 2nd dom,-97.29800365,26.20146781,0.162,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_102,20 m into algal flat,-97.29780499,26.20148466,0.209,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_103,40 m into algal flat,-97.29760688,26.20150244,0.237,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_104,15 cm elevation gain,-97.29742418,26.20151885,0.371,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_105,sand flat/succulent transition - 1st dom,-97.29739472,26.20152343,0.626,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_106,sand flat/succulent transition - mixed,-97.29736708,26.20152528,0.591,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Lower_Laguna_Madre,lower_laguna_madre_107,sand flat/succulent transition - 2nd dom,-97.29735748,26.2015281,0.674,NAVD88,NA,NA,2013,12,5
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_1,water/SPAL transition - 1st dom,-97.05031967,27.87697928,-0.004,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_2,water/SPAL transition - mixed,-97.05033415,27.87697911,0.037,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_3,water/SPAL transition - 2nd dom,-97.05036399,27.87697885,0.085,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_4,SPAL/AVGE transition - 1st dom,-97.05043866,27.87697877,0.148,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_5,SPAL/AVGE transition - mixed,-97.05045142,27.87697797,0.224,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_6,SPAL/AVGE transition - 2nd dom,-97.05046176,27.87698269,0.333,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_7,AVGE tall/AVGE short transition - 1st dom,-97.05050479,27.87698062,0.358,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_8,AVGE tall/AVGE short transition - mixed,-97.05056527,27.87697474,0.398,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_9,AVGE tall/AVGE short transition - 2nd dom,-97.05058726,27.87697382,0.388,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_10,AVGE short/AVGE+succulent transition - 1st dom,-97.05060289,27.87697539,0.376,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_11,AVGE short/AVGE+succulent transition - mixed,-97.0506211,27.87697351,0.362,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_12,AVGE short/AVGE+succulent transition - 2nd dom,-97.05065025,27.87697332,0.331,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_13,20 m into AVGE+succulent zone,-97.05085036,27.87696256,0.273,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_14,40 m into AVGE+succulent zone,-97.05104963,27.87696634,0.272,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_15,water/AVGE transition - 1st dom,-97.05560875,27.86240424,-0.041,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_16,water/AVGE transition - mixed,-97.05562864,27.86239658,0.14,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_17,water/AVGE transition - 2nd dom,-97.05565398,27.8624086,0.358,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_18,AVGE/AVGE+succulent transition - 1st dom,-97.05567978,27.86240969,0.465,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_19,AVGE/AVGE+succulent transition - mixed,-97.05572426,27.86241891,0.318,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_20,AVGE/AVGE+succulent transition - 2nd dom,-97.05575135,27.8624232,0.291,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_21,20 m into AVGE+succulent zone,-97.05594515,27.86246963,0.307,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_22,40 m into AVGE+succulent zone,-97.05613388,27.86253169,0.263,NAVD88,NA,NA,2013,11,12
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_23,water/AVGE transition - 1st dom,-97.05938993,27.86476219,-0.086,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_24,water/AVGE transition - mixed,-97.05938369,27.86476694,0.024,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_25,water/AVGE transition - 2nd dom,-97.05934917,27.86478737,0.263,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_26,20 m into AVGE zone,-97.05919701,27.86490739,0.237,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_27,40 m into AVGE zone,-97.05904478,27.86502714,0.22,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_28,water/AVGE transition - 1st dom,-97.05405098,27.86774176,-0.104,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_29,water/AVGE transition - mixed,-97.05404418,27.867733,0.079,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_30,water/AVGE transition - 2nd dom,-97.05404277,27.86771361,0.302,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_31,20 m into AVGE zone,-97.05406774,27.86753299,0.207,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_32,40 m into AVGE zone,-97.05408577,27.86735259,0.208,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_33,water/AVGE transition - 1st dom,-97.08314892,27.86969993,0.11,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_34,water/AVGE transition - mixed,-97.08315738,27.86971081,0.166,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_35,water/AVGE transition - 2nd dom,-97.08316993,27.86972385,0.375,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_36,20 m into AVGE zone,-97.08331717,27.86983052,0.27,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_37,AVGE/water transition - 1st dom,-97.08332717,27.86983969,0.293,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_38,AVGE/water transition - mixed,-97.08333716,27.86984885,0.194,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_39,AVGE/water transition - 2nd dom,-97.08334715,27.86985801,0.065,NAVD88,NA,NA,2013,11,13
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_40,water/SPAL transition - 1st dom,-97.23431079,28.06102113,0.053,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_41,water/SPAL transition - mixed,-97.23430312,28.06101122,0.153,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_42,water/SPAL transition - 2nd dom,-97.23429651,28.0610008,0.295,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_43,SPAL/mixed succulent transition - 1st dom,-97.23428801,28.06099702,0.322,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_44,SPAL/mixed succulent transition - mixed,-97.23428621,28.06098662,0.414,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_45,SPAL/mixed succulent transition - 2nd dom,-97.23428066,28.06097755,0.48,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_46,20 m into mixed succulent zone,-97.23415969,28.06084181,0.44,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_47,mixed succulent/SPAL transition - 1st dom,-97.23409655,28.06077415,0.391,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_48,mixed succulent/SPAL transition - mixed,-97.2340902,28.06076626,0.37,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_49,mixed succulent/SPAL transition - 2nd dom,-97.23408206,28.06075448,0.363,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_50,SPAL/mixed succulent transition - 1st dom,-97.23407575,28.06074726,0.328,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_51,SPAL/mixed succulent transition - mixed,-97.23405323,28.06072494,0.366,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_52,SPAL/mixed succulent transition - 2nd dom,-97.23403383,28.06069906,0.393,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_53,mixed succulent/MOLI transition - 1st dom,-97.23393549,28.06058645,0.454,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_54,mixed succulent/MOLI transition - mixed,-97.23392358,28.06057202,0.455,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_55,mixed succulent/MOLI transition - 2nd dom,-97.23391247,28.06055797,0.507,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_56,MOLI/mud flat transition - 1st dom,-97.23390097,28.06054519,0.494,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_57,MOLI/mud flat transition - mixed,-97.23389392,28.06053795,0.514,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_58,MOLI/mud flat transition - 2nd dom,-97.23388353,28.06052923,0.512,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_59,mud flat/mixed succulent transition - 1st dom,-97.23383759,28.06048125,0.587,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_60,mud flat/mixed succulent transition - mixed,-97.23382729,28.06047244,0.61,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_61,mud flat/mixed succulent transition - 2nd dom,-97.23382173,28.06046564,0.685,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_62,mixed succulent/SPSP transition - 1st dom,-97.23381483,28.06045831,0.71,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_63,mixed succulent/SPSP transition - mixed,-97.23380932,28.06045126,0.761,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_64,mixed succulent/SPSP transition - 2nd dom,-97.23380387,28.06044594,0.912,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_65,15 cm elevation gain in SPSP zone,-97.23379908,28.06043364,1.181,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_66,water/mixed succulent transition - 1st dom,-97.23657697,28.06004905,0.157,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_67,water/mixed succulent transition - mixed,-97.23658339,28.06005781,0.483,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_68,water/mixed succulent transition - 2nd dom,-97.23658347,28.0600653,0.51,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_69,20 m into mixed succulent zone,-97.23669976,28.06021327,0.487,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_70,mixed succulent/MOLI transition - 1st dom,-97.23678418,28.06031705,0.468,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_71,mixed succulent/MOLI transition - mixed,-97.23681232,28.06035501,0.611,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_72,mixed succulent/MOLI transition - 2nd dom,-97.23680211,28.06034174,0.571,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_73,MOLI/mud flat transition - 1st dom,-97.23681956,28.06036325,0.634,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_74,MOLI/mud flat transition - mixed,-97.23683055,28.06037633,0.687,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_75,MOLI/mud flat transition - 2nd dom,-97.23683556,28.06038172,0.687,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_76,mud flat/upland transition - 1st dom,-97.23683873,28.06038783,0.698,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_77,mud flat/upland transition - mixed,-97.23684691,28.06039594,0.74,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_78,mud flat/upland transition - 2nd dom,-97.23684821,28.06040462,1.086,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_79,water/mixed succulent transition - 1st dom,-97.23671468,28.05975371,0.164,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_80,water/mixed succulent transition - mixed,-97.23671908,28.0597589,0.42,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_81,water/mixed succulent transition - 2nd dom,-97.23673035,28.0597632,0.577,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_82,20 m into mixed succulent zone,-97.23689891,28.05985793,0.475,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_83,dense succulent/sparse succulent transition - 1st dom,-97.23694776,28.05988166,0.521,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_84,dense succulent/sparse succulent transition - mixed,-97.23696656,28.05989542,0.392,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_85,dense succulent/sparse succulent transition - 2nd dom,-97.2370087,28.05991801,0.393,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_86,20 m into sparse succulent zone,-97.23717417,28.06000565,0.352,NAVD88,NA,NA,2013,11,14
Osland_et_al_2016,Mission_Aransas_Bay,mission_aransas_bay_87,40 m into sparse succulent zone,-97.237439,28.060055,0.352,NAVD88,other low resolution,location estimated from core description using Google Maps,2013,11,14
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_1,water/SPAL transition - 1st dom,-96.78679192,28.25102105,0.319,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_2,water/SPAL transition - mixed,-96.78680566,28.25102406,0.34,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_3,water/SPAL transition - 2nd dom,-96.78681672,28.25102366,0.414,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_4,SPAL/succulent transition - 2nd dom,-96.78682509,28.25102222,0.45,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_5,succulent/AVGE transition - 1st dom,-96.78683688,28.25102517,0.478,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_6,succulent/AVGE transition - mixed,-96.78684346,28.2510261,0.51,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_7,succulent/AVGE transition - 2nd dom,-96.78686732,28.25102408,0.611,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_8,AVGE/succulent transition - mixed,-96.7868573,28.25102386,0.554,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_9,AVGE/succulent transition - 2-dom,-96.78689381,28.25102276,0.57,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_10,20 m,-96.78701058,28.25102298,0.754,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_11,20 m,-96.78709692,28.25103004,0.586,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_12,20 m,-96.78730208,28.25103106,0.571,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_13,20 m,-96.78750506,28.25103828,0.455,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_14,20 m,-96.78769795,28.25104392,0.44,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_15,20 m,-96.78791978,28.25105128,0.544,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_16,succulent/shrub transition - 1st dom,-96.78812384,28.25106127,0.58,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_17,succulent/shrub transition - mixed,-96.7882456,28.25106482,0.762,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_18,succulent/shrub transition - 2nd dom,-96.78826088,28.25106529,0.774,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_19,shrub/upland transition - mixed,-96.78827264,28.25107021,0.803,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_20,shrub/upland transition - 2nd dom,-96.78828475,28.25106478,0.962,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_21,15 cm upland,-96.78834257,28.2510083,0.945,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_22,15 cm,-96.78834378,28.25106564,1.093,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_23,water/SPAL transition - 1st dom,-96.82995672,28.2008283,0.12,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_24,water/SPAL transition - mixed,-96.82995901,28.20083239,0.118,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_25,water/SPAL transition - 2nd dom,-96.8299655,28.20083987,0.504,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_26,SPAL/succulent transition- mixed,-96.82997178,28.20084684,0.498,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_27,SPAL/succulent transition - 2nd dom,-96.82997746,28.20085497,0.527,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_28,BOFR/no BOFR transition - mixed,-96.83006043,28.20097607,0.578,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_29,20 m,-96.83008438,28.20100988,0.554,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_30,20 m,-96.83018063,28.20116669,0.499,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_31,water/SPAL transition - 1st dom,-96.83518988,28.19732203,0.058,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_32,water/SPAL transition - mixed,-96.83518694,28.19733025,0.091,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_33,water/SPAL transition - 2nd dom,-96.83518481,28.19734197,0.187,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_34,SPAL/succulent transition - 1st dom,-96.83517869,28.19736104,0.441,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_35,SPAL/succulent transition - mixed,-96.83517938,28.19738339,0.491,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_36,SPAL/succulent transition - 2nd dom,-96.83517489,28.19740501,0.614,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_37,20 m,-96.83512834,28.19757625,0.458,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_38,20 m,-96.83508032,28.1977502,0.412,NAVD88,NA,NA,2014,5,20
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_39,water/mudflat transition - 1st dom,-96.85065886,28.42580793,0.55,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_40,water/mudflat transition - mixed,-96.85067788,28.42581978,0.507,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_41,water/mudflat transition - 2nd dom,-96.85069609,28.42583197,0.575,NAVD88,NA,NA,2014,5,21
Osland_et_al_2016,San_Antonio_Bay,san_antonio_bay_42,mudflat/SPAL transition - 1st dom,-96.85078344,28.42589032,0.736,NAVD88,NA,NA,2014,5,21
