study_id,site_id,core_id,core_notes,longitude,latitude,elevation,elevation_datum,position_method,position_notes,year,month,day
Osland_et_al_2016,Weeks_Bay,weeks_bay_28,SPCY/JURO - 2nd dom,-87.82954993,30.41068971,0.295,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_29,20 m,-87.8294607,30.41085309,0.344,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_30,20 m,-87.82937233,30.41101496,0.368,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_31,water/SPAL - 1st dom,-87.84376808,30.40064623,-0.391,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_32,water/SPAL - mixed,-87.84377876,30.40065177,-0.279,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_33,water/SPAL - 2nd dom,-87.84378713,30.40065693,-0.166,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_34,SPAL/JURO - mixed,-87.84379787,30.40066027,-0.146,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_35,SPAL/JURO -  2nd dom,-87.84380429,30.40067281,0.145,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_36,see note,-87.84382675,30.4006793,0.192,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_37,see note,-87.84383804,30.40068417,0.16,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_38,JURO/BAHA - 1st dom,-87.84389152,30.40071066,0.192,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_39,JURO/BAHA - mixed,-87.84390893,30.40072096,0.262,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_40,JURO/BAHA - 2nd dom,-87.84391713,30.40072382,0.333,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_41,BAHA/CLMA - mixed,-87.84392522,30.40072935,0.479,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_42,BAHA/CLMA - 2nd dom,-87.84396234,30.40075108,0.345,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_43,see note,-87.84407617,30.40080754,0.418,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_44,CLMA/pine woods - 1st dom,-87.84411986,30.40083646,0.4,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_45,CLMA/pine woods - mixed,-87.84415877,30.40085047,0.496,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_46,CLMA/pine woods - 2nd dom,-87.84419388,30.40086757,0.63,NAVD88,NA,NA,2014,9,17
Osland_et_al_2016,Weeks_Bay,weeks_bay_47,water/SPAL -  1st dom,-87.82162748,30.39719617,-0.506,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_48,water/SPAL - mixed,-87.82162082,30.39720554,-0.45,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_49,water/SPAL - 2nd dom,-87.82161211,30.3972208,-0.416,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_50,SPAL/JURO - 1st dom,-87.82160368,30.39724104,-0.304,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_51,SPAL/JURO - mixed,-87.82159435,30.39725805,-0.224,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_52,SPAL/JURO - 2nd dom,-87.82158638,30.3972772,-0.06,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_53,JURO/SPCY - 1st dom,-87.8215817,30.39728619,-0.015,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_54,JURO/SPCY - mixed,-87.82157896,30.39729545,0.11,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_55,JURO/SPCY - 2nd dom,-87.82157151,30.39731046,0.239,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_56,SPCY/JURO - 1st dom,-87.82156764,30.39731974,0.277,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_57,SPCY/JURO - mixed,-87.82155941,30.39733347,0.312,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_58,SPCY/JURO - 2nd dom,-87.82154734,30.39736035,0.305,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_59,JURO/CLMA - 1st dom,-87.82148835,30.397477,0.337,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_60,JURO/CLMA - mixed,-87.82148416,30.39749053,0.362,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_61,JURO/CLMA - 2nd dom,-87.82146727,30.39752194,0.349,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_62,CLMA/woods - 1st dom,-87.82142073,30.39760062,0.352,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_63,CLMA/woods - mixed,-87.82140245,30.39763288,0.378,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_64,CLMA/woods - 2nd dom,-87.82137742,30.3976805,0.612,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_65,water/SALA  mix - 1st dom,-87.81434808,30.43718634,-0.335,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_66,water/SAGLAN mix - mixed,-87.81434759,30.43719121,-0.203,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_67,water/SAGLAN mix - 2nd dom,-87.81434657,30.43719981,0.209,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_68,SAGLAN mix/CLMA - mixed,-87.81434363,30.43720877,0.197,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_69,SAGLAN mix/CLMA - 2nd dom,-87.81434073,30.43722183,0.237,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_70,15 cm,-87.81432819,30.43727953,0.253,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_71,CLMA/cypress woods - 1st dom,-87.81431542,30.43730761,0.231,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_72,CLMA/cypress woods - mixed,-87.81430659,30.43733319,0.312,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_73,CLMA/cypress woods - 2nd dom,-87.81428755,30.43740084,0.363,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_74,cypress woods/pine forest - 1st dom,-87.81428047,30.43748158,0.3721,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_75,cypress woods/pine forest - mixed,-87.8142705,30.43753579,0.382,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_76,cypress woods/pine forest - 2nd dom,-87.81425035,30.43761712,0.4278,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_77,water/JURO - 1st dom,-87.82213971,30.41939379,-0.688,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_78,water/JURO - mixed,-87.82213577,30.41938884,-0.563,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_79,water/JURO - 2nd dom,-87.82211429,30.41938776,-0.305,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_80,JURO/CLMA - 1st dom,-87.82209432,30.41938669,-0.152,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_81,JURO/CLMA - mixed,-87.82207904,30.4193816,-0.046,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_82,JURO/CLMA - 2nd dom,-87.82206311,30.41937649,0.136,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_83,CLMA/SEHE - 1st dom,-87.82204988,30.41937703,0.2,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_84,CLMA/SEHE - mixed,-87.82203465,30.41937405,0.374,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_85,CLMA/SEHE - 2nd dom,-87.82200599,30.41937059,0.413,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_86,SEHE/PAVI - 1st dom,-87.82199287,30.41936924,0.39,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_87,SEHE/PAVI - mixed,-87.82197194,30.41936711,0.453,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_88,SEHE/PAVI - 2nd dom,-87.82196131,30.41936354,0.419,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_89,20 m,-87.82175144,30.41932728,0.252,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Weeks_Bay,weeks_bay_90,20 m,-87.82155822,30.41938798,0.248,NAVD88,NA,NA,2014,9,18
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_1,water/SPAL - 1st dom,-89.98538481,30.27927353,-0.35,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_2,water/SPAL - mixed,-89.98536947,30.27926799,-0.295,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_3,water/SPAL - 2nd dom,-89.98536122,30.27926393,-0.144,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_4,SPAL/PAVA - 1st dom,-89.98535166,30.27926006,0.061,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_5,SPAL/PAVA - mixed,-89.985341879999993,30.27925585,0.189,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_6,SPAL/PAVA - 2nd dom,-89.98533379,30.27925228,0.315,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_7,PAVA/BAHA - 1st dom,-89.98532475,30.27924966,0.334,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_8,PAVA/BAHA - mixed,-89.98531437,30.27924804,0.438,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_9,PAVA/BAHA - 2nd dom,-89.98530374,30.2792485,0.467,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_10,BAHA/mixed grass - 1st dom,-89.98526486,30.27922533,0.413,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_11,BAHA/mixed grass - mixed,-89.98524719,30.27921702,0.329,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_12,BAHA/mixed grass - 2nd,-89.98521473,30.27920268,0.175,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_13,mixed grass/mixed sedge - 1st dom,-89.98519517,30.27919729,0.172,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_14,mixed grass/mixed sedge - mixed,-89.98517902,30.27919547,0.125,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_15,mixed grass/mixed sedge - 2nd dom,-89.98514208,30.2791858,0.111,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_16,mixed sedge/mixed grass - 1st dom,-89.98508952,30.27917344,0.127,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_17,mixed sedge/mixed grass - mixed,-89.98498898,30.27913256,0.095,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_18,mixed sedge/grass mix - 2nd dom,-89.98496442,30.2791252,0.079,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_19,see note,-89.98486295,30.27909079,0.104,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_20,see note,-89.98483994,30.2790796,0.174,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_21,20 m,-89.98476807,30.27905837,0.22,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_22,20 m,-89.98458362,30.27899982,0.308,NAVD88,NA,NA,2014,10,6
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_23,water/SPAL - 1st dom,-89.87122062,30.25043744,-0.293,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_24,water/SPAL - mixed,-89.87122302,30.25044584,-0.299,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_25,water/SPAL - 2nd dom,-89.8712297,30.25045579,-0.214,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_26,SPAL/short SPAL - 1st dom,-89.87123274,30.25047283,-0.078,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_27,SPAL/short SPAL - mixed,-89.87124551,30.25049856,0.162,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_28,SPAL/short SPAL - 2nd dom,-89.87125071,30.25051083,0.229,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_29,short SPAL/SPCY - 1st dom,-89.87126135,30.25054106,0.3,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_30,short SPAL/ SPCY - mixed,-89.87126744,30.25055274,0.342,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_31,short SPAL/SPCY - 2nd dom,-89.87127368,30.25057191,0.317,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_32,SPCY/SCAM+SPPA mix - 1st dom,-89.87128255,30.25061008,0.269,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_33,SPCY/SCAM+SPPA mix - mixed,-89.87128948,30.25064372,0.177,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_34,SPCY/SCAM+SPPA mix - 2nd dom,-89.87130566,30.2506628,0.199,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_35,20 m,-89.87136405,30.25083613,0.072,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_36,20 m,-89.87142688,30.25100827,0.091,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_37,water/SPAL - 1st dom,-89.86117802,30.24360887,-0.172,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_38,water/SPAL - mixed,-89.86116908,30.24360927,-0.205,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_39,water/SPAL - 2nd dom,-89.86115504,30.24361196,-0.086,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_40,SPAL/wrack ridge - 1st dom,-89.86112737,30.2436151,0.225,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_41,SPAL/wrack ridge - mixed,-89.86112062,30.24361819,0.262,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_42,SPAL/wrack ridge - 2nd dom,-89.86104163,30.24362892,0.36,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_43,wrack ridge/SCAM+SPPA - 1st dom,-89.8610477,30.24363312,0.175,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_44,wrack ridge/SCAM+SPPA - mixed,-89.86102218,30.24363606,0.107,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_45,wrack ridge/SCAM+SPPA - 2nd dom,-89.86097614,30.24364586,-0.051,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_46,20 m,-89.86077155,30.24368545,0.056,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_47,SCAM+SPPA/SPPA - 1st dom,-89.86073688,30.24369177,0.065,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_48,SCAM+SPPA/SPPA - mixed,-89.86069884,30.24370094,0.04,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_49,SCAM+SPPA/SPPA - 2nd dom,-89.86067798,30.24370662,0.009,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_50,SPPA/water - 1st dom,-89.8606028,30.24372395,0.041,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_51,SPPA/water - mixed,-89.86058592,30.24372933,-0.14,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_52,SPPA/water - 2nd dom,-89.86057493,30.24373015,-0.392,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_53,water/PHAU - 1st dom,-89.84746498,30.24915031,-0.19,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_54,water/PHAU - mixed,-89.84746495,30.2491584,-0.122,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_55,water/PHAU - 2nd dom,-89.847461,30.2491783,0.165,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_56,PHAU/SPCY - 1st dom,-89.84745598,30.24920695,0.264,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_57,PHAU/SPCY - mixed,-89.84745328,30.24924193,0.202,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_58,PHAU/SPCY - 2nd dom,-89.84744985,30.24925963,0.298,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_59,SPCY/BAHA - 1st dom,-89.84744505,30.24926603,0.258,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_60,SPCY/BAHA - mixed,-89.84744193,30.24927824,0.227,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_61,SPCY/BAHA - 2nd dom,-89.84744372,30.24929376,0.26,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_62,BAHA/SCAM - 1st dom,-89.84743779,30.24931796,0.257,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_63,BAHA/SCAM - mixed,-89.84743502,30.24934245,0.233,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_64,BAHA/SCAM - 2nd dom,-89.84742969,30.24937534,0.22,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_65,20 m,-89.8473762,30.24955019,0.105,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_66,20 m,-89.8473202,30.24973208,0.119,NAVD88,NA,NA,2014,10,7
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_67,water/emergent mix - 1st dom,-89.94584411,30.28103236,-0.456,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_68,water/emergent mix - mixed,-89.94583404,30.28102347,-0.391,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_69,water/emergent mix - 2nd dom,-89.94582685,30.2810111,-0.471,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_70,emergent mix/CLMA - 1st dom,-89.94582295,30.28100184,-0.334,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_71,emergent mix/CLMA - mixed,-89.9458171,30.28099292,-0.3,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_72,emergent mix/CLMA - 2nd dom,-89.94580847,30.28098851,0.161,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_73,CLMA/tall SPPA+SCAM - 1st dom,-89.94580158,30.28097411,0.2,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_74,CLMA/tall SPPA+SCAM - mixed,-89.94578744,30.28096298,0.156,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_75,CLMA/tall SPPA+SCAM - 2nd dom,-89.94577465,30.28094561,0.081,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_76,tall SPPA+SCAM - middle,-89.94575436,30.28092494,0.169,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_77,tall SPPA+SCAM/water - 1st dom,-89.94573864,30.28090629,0.074,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_78,tall SPPA+SCAM/water - mixed,-89.94571305,30.28088429,-0.106,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_79,tall SPPA+SCAM/water - 2nd dom,-89.9456997,30.28087358,-0.235,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_80,water/tall SPPA mix - 1st dom,-89.94558287,30.28076223,-0.302,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_81,water/tall SPPA mix - mixed,-89.94557346,30.28075376,-0.3,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_82,water/tall SPPA mix - mixed,-89.94556332,30.28074317,-0.119,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_83,water/tall SPPA mix - 2nd dom,-89.94554699,30.28072896,0.099,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_84,tall SPPA mix/woods - 1st dom,-89.94552929,30.28071308,0.1,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_85,tall SPPA mix/woods - mixed,-89.94551181,30.28069343,0.107,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_86,tall SPPA mix/woods - 2nd dom,-89.94549656,30.28065589,0.314,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_87,water/SPAL - 1st dom,-89.94946436,30.26396082,-0.307,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_88,water/SPAL - mixed,-89.94945428,30.26397081,-0.222,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_89,water/SPAL - 2nd dom,-89.94944498,30.26398047,-0.14,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_90,SPAL/SPPA mix - 1st dom,-89.9494274,30.2639942,-0.008,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_91,SPAL/SPPA mix - mixed,-89.94941234,30.26400212,0.104,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_92,SPAL/SPPA mix - 2nd dom,-89.94939748,30.26401191,0.206,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_93,SPPA mix/SPCY - 1st dom,-89.94938631,30.26401995,0.26,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_94,SPPA mix/SPCY - mixed,-89.94937388,30.26403168,0.276,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_95,SPPA mix/SPCY - 2nd dom,-89.94934992,30.26404809,0.238,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_96,SPCY/SCAM mix - 1st dom,-89.94932691,30.26406757,0.223,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_97,SPCY/SCAM mix - mixed,-89.9493084,30.26408227,0.207,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_98,SPCY/SCAM mix -2nd dom,-89.94927439,30.26410923,0.228,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_99,20 m,-89.94911924,30.26423239,0.172,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Lake_Pontchartrain,lake_pontchartrain_100,20 m,-89.94896945,30.26435709,0.132,NAVD88,NA,NA,2014,10,8
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_1,water/RHMA - 1st dom,-81.52576568,25.94576268,-0.7428,NAVD88,NA,NA,2014,12,2
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_2,water/RHMA - mixed,-81.52578569,25.94577164,-0.633,NAVD88,NA,NA,2014,12,2
Osland_et_al_2016,Ten_Thousand_Islands,ten_thousand_islands_3,water/RHMA - 2nd dom,-81.52581569,25.94578056,-0.6685,NAVD88,NA,NA,2014,12,2
