Site,Latitude,Longitude,Habitat Type,Top Interval (cm),Bulk Density (g/cm3),Mud (%),TOM (%),OC (%),OC (kg/m3),Core_ID,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,4,0.554,97.606,19.613,5.624,31.172,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,6,0.574,98.932,13.268,3.666,21.036,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,8,0.574,98.354,15.877,4.462,25.626,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,10,0.586,98.449,16.542,4.667,27.334,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,12,0.784,97.813,12.337,3.385,26.529,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,14,0.533,98.826,12.268,3.365,17.949,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,16,0.579,97.824,12.126,3.322,19.237,A,
Elkhorn Slough,36.8182,-121.76552,Salt Marsh,18,0.75,99.283,11.793,3.222,24.176,A,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,0,0.205,99.759,29.795,8.89,18.206,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,2,0.302,98.968,27.784,8.235,24.845,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,4,0.242,99.331,32.192,9.676,23.433,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,6,0.23,99.712,28.945,8.612,19.785,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,8,0.254,97.907,28.624,8.508,21.624,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,10,0.29,NA,25.808,7.596,22.029,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,12,0.277,98.455,14.343,3.993,11.079,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,14,0.293,98.197,22.685,6.595,19.335,B,
Elkhorn Slough,36.81745,-121.76419,Salt Marsh,16,0.272,96.955,24.998,7.336,19.943,B,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,0,0.2197,NA,33.72,10.178,22.357,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,2,0.2368,NA,30.2,9.021,21.364,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,4,0.2824,NA,31.39,9.413,26.581,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,6,0.3087,NA,22.22,6.449,19.905,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,8,0.2879,NA,22.62,6.574,18.925,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,10,0.3944,NA,21.34,6.168,24.329,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,12,0.309,NA,21.46,6.206,19.178,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,14,0.2546,NA,31.97,9.604,24.448,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,16,0.2243,NA,30.85,9.234,20.708,C,
Elkhorn Slough,36.81487,-121.76308,Salt Marsh,18,0.2499,NA,30.12,8.995,22.476,C,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,0,0.264,NA,21.46,6.207,16.413,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,2,0.368,NA,20.62,5.94,21.857,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,4,0.393,NA,18.28,5.206,20.448,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,6,0.522,NA,13.05,3.6,18.8,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,8,0.456,NA,13.8,3.826,17.449,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,10,0.608,NA,13.07,3.606,21.913,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,12,0.453,NA,16.3,4.593,20.812,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,14,0.665,NA,10.31,2.781,18.488,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,16,0.539,NA,13.51,3.74,20.167,D,
Elkhorn Slough,36.8133,-121.76839,Salt Marsh,18,0.623,NA,15.59,4.374,27.266,D,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,0,0.314,98.66,20.26,5.829,18.304,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,2,0.479,99.79,14.97,4.185,20.029,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,4,0.484,99.1,13.76,3.816,18.46,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,6,0.491,96.93,14.55,4.057,19.925,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,8,0.549,99.81,11.54,3.147,17.264,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,10,0.57,99.62,10.57,2.858,16.296,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,12,0.586,99.28,10.86,2.944,17.251,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,14,0.429,94.86,22.41,6.51,27.926,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,16,0.521,98.2,26.16,7.71,40.171,E,
Elkhorn Slough,36.81294,-121.76804,Salt Marsh,18,0.765,98.01,15.03,4.202,32.155,E,
Elkhorn Slough,36.81749,-121.7642,Pan,0,0.374,98.6,17.76,5.046,18.868,,
Elkhorn Slough,36.81749,-121.7642,Pan,2,0.367,90.63,20.95,6.044,22.204,,
Elkhorn Slough,36.81749,-121.7642,Pan,4,0.258,NA,27.17,8.037,20.712,,
Elkhorn Slough,36.81749,-121.7642,Pan,6,0.37,91.56,22.03,6.387,23.65,,
Elkhorn Slough,36.81749,-121.7642,Pan,8,0.421,93.75,21.47,6.209,26.139,,
Elkhorn Slough,36.81749,-121.7642,Pan,10,0.682,97.91,10.26,2.768,18.879,,
Elkhorn Slough,36.81749,-121.7642,Pan,12,0.812,98.66,7.42,1.941,15.757,,
Elkhorn Slough,36.81749,-121.7642,Pan,14,0.991,99.12,8.36,2.212,21.917,,
Elkhorn Slough,36.81749,-121.7642,Pan,16,0.933,98.97,8.08,2.129,19.867,,
Elkhorn Slough,36.81749,-121.7642,Pan,18,0.867,99.06,8.79,2.335,20.244,,
Elkhorn Slough,36.81427,-121.7672,Pan,0,0.364,NA,24.09,7.044,25.656,,
Elkhorn Slough,36.81427,-121.7672,Pan,2,0.292,NA,23.72,6.926,20.215,,
Elkhorn Slough,36.81427,-121.7672,Pan,4,0.304,NA,25.57,7.519,22.855,,
Elkhorn Slough,36.81427,-121.7672,Pan,6,0.361,NA,21.33,6.165,22.28,,
Elkhorn Slough,36.81427,-121.7672,Pan,8,0.315,NA,32.17,9.67,30.453,,
Elkhorn Slough,36.81427,-121.7672,Pan,10,0.241,NA,37.66,11.489,27.676,,
Elkhorn Slough,36.81427,-121.7672,Pan,12,0.485,NA,21.53,6.229,30.194,,
Elkhorn Slough,36.81427,-121.7672,Pan,14,0.65,NA,17.87,5.078,32.992,,
Elkhorn Slough,36.81427,-121.7672,Pan,16,1.209,NA,9.92,2.667,32.247,,
Elkhorn Slough,36.81427,-121.7672,Pan,18,1.089,NA,10.59,2.863,31.168,,
Tomales Bay,38.16547,-122.90126,Seagrass,2,0.67,69.58,9.37,2.505,16.823,,
Tomales Bay,38.16547,-122.90126,Seagrass,8,1.24,38.47,3.35,0.813,10.052,,
Tomales Bay,38.16547,-122.90126,Seagrass,16,1.35,43.05,2.94,0.704,9.509,,
Tomales Bay,38.16544,-122.90168,Seagrass,2,1.04,25.42,4.98,1.254,13.063,,
Tomales Bay,38.16544,-122.90168,Seagrass,8,1.36,34.13,2.64,0.627,8.551,,
Tomales Bay,38.16544,-122.90168,Seagrass,16,1.63,28.59,3.35,0.812,13.263,,
Tomales Bay,38.16614,-122.90201,Seagrass,2,1.07,38.47,4.73,1.186,12.659,,
Tomales Bay,38.16614,-122.90201,Seagrass,8,1.34,26.8,3.06,0.735,9.822,,
Tomales Bay,38.16614,-122.90201,Seagrass,16,1.77,18.19,2.09,0.485,8.602,,
Tomales Bay,38.16614,-122.90165,Seagrass,2,1.18,34.13,5.44,1.38,16.243,,
Tomales Bay,38.16614,-122.90165,Seagrass,8,1.58,25.96,2.68,0.636,10.02,,
Tomales Bay,38.16614,-122.90165,Seagrass,16,1.6,18.48,2.49,0.587,9.374,,
Bodega Bay,38.323082,-123.05135,Seagrass,0,0.562,30.42,5.67,1.445,8.114,,
Bodega Bay,38.323082,-123.05135,Seagrass,2,0.747,27.06,11.83,3.234,24.154,,
Bodega Bay,38.323082,-123.05135,Seagrass,4,0.847,31.52,11.64,3.175,26.9,,
Bodega Bay,38.323082,-123.05135,Seagrass,6,0.654,35.87,12.98,3.58,23.422,,
Bodega Bay,38.323082,-123.05135,Seagrass,8,0.687,54.63,4.05,0.999,6.859,,
Bodega Bay,38.323082,-123.05135,Seagrass,10,0.706,42.63,10.1,2.721,19.219,,
Bodega Bay,38.323082,-123.05135,Seagrass,12,0.942,43.74,3.7,0.905,8.523,,
Bodega Bay,38.323082,-123.05135,Seagrass,14,1.139,32.47,2.75,0.655,7.464,,
Bodega Bay,38.323082,-123.05135,Seagrass,16,1.026,NA,2.22,0.518,5.313,,
Bodega Bay,38.323168,-123.051443,Seagrass,0,1.253,NA,11.9,3.254,40.788,,
Bodega Bay,38.323168,-123.051443,Seagrass,2,0.826,NA,14.92,4.169,34.427,,
Bodega Bay,38.323168,-123.051443,Seagrass,4,1.027,NA,10.28,2.772,28.457,,
Bodega Bay,38.323168,-123.051443,Seagrass,6,0.88,NA,11.15,3.031,26.679,,
Bodega Bay,38.323168,-123.051443,Seagrass,8,1.076,NA,13.27,3.666,39.427,,
Bodega Bay,38.323168,-123.051443,Seagrass,10,0.943,NA,11.81,3.229,30.457,,
Bodega Bay,38.323168,-123.051443,Seagrass,12,1.163,NA,12.39,3.4,39.538,,
Bodega Bay,38.323168,-123.051443,Seagrass,14,0.965,NA,10.63,2.875,27.76,,
Bodega Bay,38.323168,-123.051443,Seagrass,16,1.044,NA,12.21,3.347,34.943,,
Bodega Bay,38.323168,-123.051443,Seagrass,18,1.004,NA,10.53,2.848,28.577,,
Bodega Bay,38.323151,-123.051596,Seagrass,0,0.824,NA,2.3,0.537,4.424,,
Bodega Bay,38.323151,-123.051596,Seagrass,2,0.767,NA,2.43,0.572,4.386,,
Bodega Bay,38.323151,-123.051596,Seagrass,4,0.828,NA,2.97,0.712,5.897,,
Bodega Bay,38.323151,-123.051596,Seagrass,6,0.904,NA,1.87,0.43,3.882,,
Bodega Bay,38.323151,-123.051596,Seagrass,8,1.067,NA,1.72,0.393,4.19,,
Bodega Bay,38.323151,-123.051596,Seagrass,10,1.036,NA,1.4,0.313,3.247,,
Bodega Bay,38.323151,-123.051596,Seagrass,12,1.081,NA,0.53,0.107,1.157,,
Bodega Bay,38.323151,-123.051596,Seagrass,14,1.029,NA,1.84,0.421,4.33,,
Bodega Bay,38.323151,-123.051596,Seagrass,16,1.135,NA,1.6,0.362,4.107,,
Bodega Bay,38.323151,-123.051596,Seagrass,18,1.208,NA,1.59,0.36,4.353,,
Bodega Bay,38.32315,-123.0517,Seagrass,0,1.068,NA,11.76,3.212,34.308,,
Bodega Bay,38.32315,-123.0517,Seagrass,2,0.868,NA,5.23,1.322,11.478,,
Bodega Bay,38.32315,-123.0517,Seagrass,4,0.97,NA,19.9,5.713,55.406,,
Bodega Bay,38.32315,-123.0517,Seagrass,6,1.085,NA,9.71,2.606,28.274,,
Bodega Bay,38.32315,-123.0517,Seagrass,8,1.115,NA,10.76,2.913,32.476,,
Bodega Bay,38.32315,-123.0517,Seagrass,10,1.055,NA,9.32,2.489,26.261,,
Bodega Bay,38.32315,-123.0517,Seagrass,12,1.126,NA,7.42,1.939,21.828,,
Bodega Bay,38.32315,-123.0517,Seagrass,14,1.145,NA,9.11,2.429,27.809,,
Bodega Bay,38.32315,-123.0517,Seagrass,16,1.094,NA,10.77,2.919,31.932,,
Bodega Bay,38.32315,-123.0517,Seagrass,18,1.16,NA,13.13,3.623,42.024,,
Bodega Bay,38.323147,-123.05181,Seagrass,0,0.824,NA,1.45,0.326,2.684,,
Bodega Bay,38.323147,-123.05181,Seagrass,2,1.124,NA,1.88,0.432,4.855,,
Bodega Bay,38.323147,-123.05181,Seagrass,4,0.873,NA,2.04,0.471,4.112,,
Bodega Bay,38.323147,-123.05181,Seagrass,6,0.846,NA,1.84,0.421,3.562,,
Bodega Bay,38.323147,-123.05181,Seagrass,8,0.95,NA,3.07,0.738,7.011,,
Bodega Bay,38.323147,-123.05181,Seagrass,10,0.926,NA,2.09,0.485,4.487,,
Bodega Bay,38.323147,-123.05181,Seagrass,12,1.144,NA,1.48,0.331,3.79,,
Bodega Bay,38.323147,-123.05181,Seagrass,14,1.251,NA,1.33,0.297,3.709,,
Bodega Bay,38.323147,-123.05181,Seagrass,16,1.28,NA,1.31,0.29,3.71,,
Bodega Bay,38.323147,-123.05181,Seagrass,18,1.207,NA,1.32,0.294,3.55,,
Bodega Bay,38.31015,-123.0578167,Seagrass,0,0.803,21.62,2.51,0.592,4.755,,
Bodega Bay,38.31015,-123.0578167,Seagrass,2,0.715,21.8,3.23,0.781,5.582,,
Bodega Bay,38.31015,-123.0578167,Seagrass,4,0.838,18.41,3,0.721,6.037,,
Bodega Bay,38.31015,-123.0578167,Seagrass,6,0.946,17.11,2.23,0.519,4.913,,
Bodega Bay,38.31015,-123.0578167,Seagrass,8,0.986,16.57,1.9,0.438,4.315,,
Bodega Bay,38.31015,-123.0578167,Seagrass,10,1.144,14.08,1.96,0.452,5.166,,
Bodega Bay,38.31015,-123.0578167,Seagrass,12,1.024,11,1.71,0.388,3.974,,
Bodega Bay,38.3098833,-123.0579,Seagrass,0,1.163,NA,1.07,0.233,2.709,,
Bodega Bay,38.3098833,-123.0579,Seagrass,2,1.051,NA,1.27,0.281,2.951,,
Bodega Bay,38.3098833,-123.0579,Seagrass,4,1.002,NA,1.45,0.325,3.255,,
Bodega Bay,38.3098833,-123.0579,Seagrass,6,1.78,NA,1.18,0.26,4.629,,
Bodega Bay,38.31005,-123.05915,Seagrass,0,0.577,NA,2.31,0.541,3.12,,
Bodega Bay,38.31005,-123.05915,Seagrass,2,0.836,NA,2.27,0.53,4.429,,
Bodega Bay,38.31005,-123.05915,Seagrass,4,1.017,NA,2,0.462,4.693,,
Bodega Bay,38.31005,-123.05915,Seagrass,6,1.076,NA,1.49,0.335,3.601,,
Bodega Bay,38.31005,-123.05915,Seagrass,8,0.928,NA,2.01,0.464,4.303,,
Bodega Bay,38.31005,-123.05915,Seagrass,10,1.126,NA,1.79,0.408,4.596,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,0,0.819,NA,1.27,0.28,2.295,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,2,1.154,NA,1.67,0.379,4.372,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,4,1.094,NA,0.87,0.186,2.036,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,6,1.046,NA,1.01,0.218,2.278,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,8,1.182,NA,0.96,0.207,2.449,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,10,1.232,NA,0.93,0.2,2.46,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,12,1.118,NA,0.92,0.197,2.203,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,14,1.023,NA,1.16,0.254,2.599,,
Bodega Bay,38.3100667,-123.0596333,Seagrass,16,1.166,NA,1.05,0.227,2.652,,
Bodega Bay,38.31245,-123.0542833,Seagrass,0,0.788,NA,23.33,6.802,53.632,,
Bodega Bay,38.31245,-123.0542833,Seagrass,2,0.848,NA,23.97,7.005,59.415,,
Bodega Bay,38.31245,-123.0542833,Seagrass,4,0.861,NA,4.17,1.032,8.89,,
Bodega Bay,38.31245,-123.0542833,Seagrass,6,1.067,NA,1.64,0.371,3.96,,
Bodega Bay,38.31245,-123.0542833,Seagrass,8,0.96,NA,12.42,3.411,32.759,,
Bodega Bay,38.31245,-123.0542833,Seagrass,10,1.022,NA,8.74,2.321,23.724,,
Bodega Bay,38.31245,-123.0542833,Seagrass,14,1.249,NA,2.44,0.573,7.16,,
Bodega Bay,38.31245,-123.0542833,Seagrass,16,1.005,NA,1.23,0.271,2.725,,
Bodega Bay,38.31245,-123.0543167,Seagrass,2,1.111,13.9,1.36,0.302,3.358,,
Bodega Bay,38.31245,-123.0543167,Seagrass,4,1.046,10.2,1.13,0.248,2.59,,
Bodega Bay,38.31245,-123.0543167,Seagrass,6,1.139,8.78,0.99,0.214,2.434,,
Bodega Bay,38.31245,-123.0543167,Seagrass,8,1.173,8.9,1.14,0.25,2.933,,
Bodega Bay,38.31245,-123.0543167,Seagrass,10,1.084,10.35,1.05,0.228,2.465,,
Bodega Bay,38.31245,-123.0543167,Seagrass,12,1.099,11.71,0.91,0.194,2.131,,
Bodega Bay,38.31245,-123.0543167,Seagrass,14,1.092,9.69,0.97,0.209,2.28,,
Bodega Bay,38.31245,-123.0543167,Seagrass,16,1.138,8.41,1.01,0.219,2.491,,
Bodega Bay,38.31245,-123.0543167,Seagrass,18,0.963,8.7,0.95,0.205,1.976,,
Bodega Bay,38.3259,-123.0533167,Seagrass,0,0.82,22.12,1.51,0.339,2.781,,
Bodega Bay,38.3259,-123.0533167,Seagrass,2,0.806,23.99,1.16,0.255,2.055,,
Bodega Bay,38.3259,-123.0533167,Seagrass,4,0.989,21.9,1.28,0.283,2.798,,
Bodega Bay,38.3259,-123.0533167,Seagrass,6,0.881,24.92,2.5,0.59,5.194,,
Bodega Bay,38.3259,-123.0533167,Seagrass,8,0.911,24.64,1.64,0.373,3.396,,
Bodega Bay,38.3259,-123.0533167,Seagrass,10,0.947,20.06,1.86,0.426,4.036,,
Bodega Bay,38.3259,-123.0533167,Seagrass,12,0.998,16.62,0.95,0.203,2.03,,
Bodega Bay,38.3259,-123.0533167,Seagrass,14,0.911,19.33,1.17,0.257,2.343,,
Bodega Bay,38.3259,-123.0533167,Seagrass,16,1.163,17.81,1.13,0.247,2.875,,
Tomales Bay,38.211,-122.926,Salt Marsh,0,0.222,NA,20.90027473,6.03,13.414,D,
Tomales Bay,38.211,-122.926,Salt Marsh,2,0.218,NA,17.37919155,4.927,10.718,D,
Tomales Bay,38.211,-122.926,Salt Marsh,4,0.353,NA,18.55764103,5.294,18.709,D,
Tomales Bay,38.211,-122.926,Salt Marsh,6,0.262,NA,12.83565207,3.536,9.25,D,
Tomales Bay,38.211,-122.926,Salt Marsh,8,0.342,NA,15.03896473,4.205,14.395,D,
Tomales Bay,38.211,-122.926,Salt Marsh,10,0.473,NA,15.5206065,4.353,20.58,D,changed the tomales Bay core A longitudes for the 2nd half of the core to match the first half
Tomales Bay,38.211,-122.926,Salt Marsh,12,0.461,NA,12.10611931,3.316,15.273,D,
Tomales Bay,38.211,-122.926,Salt Marsh,14,0.584,NA,11.95527932,3.271,19.09,D,
Tomales Bay,38.211,-122.926,Salt Marsh,16,0.45,NA,11.76019705,3.213,14.462,D,
Tomales Bay,38.211,-122.926,Salt Marsh,18,0.517,NA,11.78945822,3.221,16.652,D,
Tomales Bay,38.211,-122.934,Salt Marsh,0,0.244,NA,33.45857771,10.093,24.589,E,
Tomales Bay,38.211,-122.935,Salt Marsh,2,0.42,NA,19.1713414,5.486,23.046,E,
Tomales Bay,38.211,-122.936,Salt Marsh,4,0.488,NA,21.31391201,6.16,30.037,E,
Tomales Bay,38.211,-122.937,Salt Marsh,6,0.346,NA,21.37092757,6.178,21.386,E,
Tomales Bay,38.211,-122.938,Salt Marsh,8,0.389,NA,21.6074038,6.253,24.357,E,
Tomales Bay,38.211,-122.939,Salt Marsh,10,0.304,NA,24.00116088,7.016,21.336,E,
Tomales Bay,38.211,-122.94,Salt Marsh,12,0.488,NA,17.95771309,5.107,24.914,E,
Tomales Bay,38.211,-122.941,Salt Marsh,14,0.343,NA,19.22032413,5.501,18.891,E,
Tomales Bay,38.211,-122.942,Salt Marsh,16,0.485,NA,17.88602595,5.084,24.641,E,
Tomales Bay,38.211,-122.943,Salt Marsh,18,0.486,NA,11.86679588,3.244,15.761,E,
Tomales Bay,38.211,-122.946,Salt Marsh,0,0.75331,NA,22.92823817,6.673,50.269,F,
Tomales Bay,38.211,-122.947,Salt Marsh,2,0.89432,NA,17.52487472,4.972,44.466,F,
Tomales Bay,38.211,-122.948,Salt Marsh,4,0.83205,NA,19.84158105,5.696,47.394,F,
Tomales Bay,38.211,-122.949,Salt Marsh,6,0.82391,NA,17.49220644,4.962,40.881,F,
Tomales Bay,38.211,-122.95,Salt Marsh,8,0.83861,NA,19.12767863,5.472,45.889,F,
Tomales Bay,38.211,-122.951,Salt Marsh,10,0.89791,NA,14.9928264,4.191,37.633,F,
Tomales Bay,38.211,-122.952,Salt Marsh,12,0.99717,NA,15.3791079,4.309,42.973,F,
Tomales Bay,38.211,-122.953,Salt Marsh,14,0.85591,NA,17.86250375,5.077,43.454,F,
Tomales Bay,38.211,-122.954,Salt Marsh,16,1.17869,NA,10.02611325,2.698,31.798,F,
Tomales Bay,38.211,-122.955,Salt Marsh,18,1.05066,NA,14.35967302,3.998,42.003,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,0,0.618,97.236,13.048,3.6,22.232,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,2,0.762,98.198,10.421,2.814,21.44,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,4,0.674,91.717,13.249,3.66,24.674,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,6,0.707,93.949,11.128,3.024,21.374,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,8,0.798,96.604,12.207,3.347,26.714,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,10,0.855,96.439,11.716,3.199,27.356,F,
Elkhorn Slough,36.81,-121.77,Salt Marsh,12,1.071,88.465,11.362,3.094,33.137,F,
Elkhorn Slough,36.81,-121.84,Salt Marsh,0,0.796,87.964,10.862,2.945,23.448,G,
Elkhorn Slough,36.81,-121.85,Salt Marsh,2,0.771,94.412,10.07,2.711,20.898,G,
Elkhorn Slough,36.81,-121.86,Salt Marsh,4,0.868,97.423,10.238,2.76,23.962,G,
Elkhorn Slough,36.81,-121.87,Salt Marsh,6,0.918,77.287,9.582,2.567,23.555,G,
Elkhorn Slough,36.81,-121.88,Salt Marsh,8,0.96,90.322,9.415,2.518,24.178,G,
Elkhorn Slough,36.81,-121.92,Salt Marsh,0,0.368,NA,56.866,18.04,66.388,H,
Elkhorn Slough,36.81,-121.93,Salt Marsh,2,0.476,NA,13.688,3.793,18.055,H,
Elkhorn Slough,36.81,-121.94,Salt Marsh,4,0.399,NA,12.757,3.512,14.017,H,
Elkhorn Slough,36.81,-121.95,Salt Marsh,6,0.47,NA,16.966,4.799,22.554,H,
Elkhorn Slough,36.81,-121.96,Salt Marsh,8,0.492,NA,15.953,4.486,22.074,H,
Elkhorn Slough,36.81,-121.97,Salt Marsh,10,0.484,NA,18.554,5.292,25.621,H,
Elkhorn Slough,36.81,-121.98,Salt Marsh,12,0.408,NA,15.799,4.438,18.117,H,
Elkhorn Slough,36.81,-121.99,Salt Marsh,14,0.493,NA,13.635,3.777,18.636,H,
Elkhorn Slough,36.81,-121.1,Salt Marsh,16,0.579,NA,14.092,3.916,22.679,H,
Elkhorn Slough,36.81,-121.101,Pan,0,0.316,97.818,13.717,3.802,12.021,,
Elkhorn Slough,36.81,-121.103,Pan,4,0.503,94.346,13.227,3.654,18.371,,
Elkhorn Slough,36.81,-121.104,Pan,6,0.549,95.332,11.907,3.257,17.864,,
Elkhorn Slough,36.81,-121.105,Pan,8,0.593,96.636,11.35,3.09,18.315,,
Elkhorn Slough,36.81,-121.106,Pan,10,0.487,85.379,15.852,4.455,21.675,,
Elkhorn Slough,36.81,-121.107,Pan,12,0.5,91.921,17.833,5.068,25.325,,
Elkhorn Slough,36.81,-121.108,Pan,14,0.611,95.942,14.904,4.164,25.424,,
Elkhorn Slough,36.81,-121.109,Pan,16,0.611,87.169,15.992,4.498,27.502,,
Elkhorn Slough,36.81,-121.11,Pan,18,0.516,92.696,16.192,4.56,23.54,,
Elkhorn Slough,36.81,-121.111,Salt Marsh,0,0.42,86.086,15.442,4.329,18.166,J,
Elkhorn Slough,36.81,-121.112,Salt Marsh,2,0.642,90.517,12.77,3.516,22.561,J,
Elkhorn Slough,36.81,-121.113,Salt Marsh,4,0.521,92.21,14.084,3.914,20.38,J,
Elkhorn Slough,36.81,-121.114,Salt Marsh,6,0.627,91.188,13.782,3.822,23.955,J,
Elkhorn Slough,36.81,-121.115,Salt Marsh,8,0.576,89.589,14.019,3.894,22.415,J,
Elkhorn Slough,36.81,-121.116,Salt Marsh,10,0.71,91.698,10.967,2.976,21.142,J,
Elkhorn Slough,36.81,-121.117,Salt Marsh,12,0.661,94.372,12.809,3.527,23.306,J,
Elkhorn Slough,36.81,-121.118,Salt Marsh,14,0.663,95.15,11.467,3.125,20.731,J,
Elkhorn Slough,36.81,-121.119,Salt Marsh,16,0.815,88.223,10.358,2.796,22.79,J,
Elkhorn Slough,36.81,-121.12,Salt Marsh,18,0.782,82.548,11.136,3.026,23.653,J,
Elkhorn Slough,36.81,-121.123,Salt Marsh,0,0.989,NA,11.327,3.083,30.508,K,
Elkhorn Slough,36.81,-121.124,Salt Marsh,2,1.158,NA,12.312,3.378,39.106,K,
Elkhorn Slough,36.81,-121.125,Salt Marsh,4,1.12,NA,12.464,3.424,38.336,K,
Elkhorn Slough,36.81,-121.126,Salt Marsh,6,1.149,NA,14.894,4.161,47.801,K,
Elkhorn Slough,36.81,-121.127,Salt Marsh,8,1.37,NA,12.134,3.324,45.538,K,
Elkhorn Slough,36.81,-121.128,Salt Marsh,10,1.192,NA,11.402,3.106,37.027,K,
Elkhorn Slough,36.81,-121.129,Salt Marsh,12,1.263,NA,11.624,3.172,40.074,K,
Elkhorn Slough,36.81,-121.13,Salt Marsh,14,1.294,NA,10.906,2.958,38.285,K,
Elkhorn Slough,36.81,-121.131,Salt Marsh,0,1.107,79.11,11.994,3.283,36.328,L,
Elkhorn Slough,36.81,-121.132,Salt Marsh,2,1.133,93.45,12.206,3.346,37.917,L,
Elkhorn Slough,36.81,-121.133,Salt Marsh,4,1.266,75.52,11.293,3.073,38.891,L,
Elkhorn Slough,36.81,-121.134,Salt Marsh,6,1.177,76.88,10.702,2.897,34.115,L,
Elkhorn Slough,36.81,-121.135,Salt Marsh,8,1.183,78.06,11.506,3.137,37.108,L,
Elkhorn Slough,36.81,-121.136,Salt Marsh,10,1.194,84.65,11.505,3.136,37.438,L,
Elkhorn Slough,36.81,-121.137,Salt Marsh,12,1.224,86.14,12.794,3.523,43.139,L,
Elkhorn Slough,36.81,-121.138,Salt Marsh,14,1.213,78.27,10.742,2.909,35.283,L,
Elkhorn Slough,36.81,-121.139,Salt Marsh,16,1.046,89.11,10.744,2.91,30.443,L,
Mission Bay,32.789419,-117.226276,Seagrass,0,0.497,NA,5.81,1.485,7.374,,
Mission Bay,32.789419,-117.226276,Seagrass,2,0.495,NA,5.73,1.462,7.244,,
Mission Bay,32.789419,-117.226276,Seagrass,4,0.518,NA,6.06,1.554,8.05,,
Mission Bay,32.789419,-117.226276,Seagrass,6,0.529,NA,4.93,1.24,6.556,,
Mission Bay,32.789419,-117.226276,Seagrass,8,0.571,NA,5.18,1.309,7.478,,
Mission Bay,32.789419,-117.226276,Seagrass,10,0.518,NA,4.38,1.09,5.646,,
Mission Bay,32.789419,-117.226276,Seagrass,12,0.571,NA,4.43,1.102,6.294,,
Mission Bay,32.789419,-117.226276,Seagrass,14,0.647,NA,4.39,1.093,7.074,,
Mission Bay,32.789419,-117.226276,Seagrass,16,0.652,NA,4.04,0.996,6.5,,
