"[Abbreviations: ID, identification; cm, centimeter; µm, micron; Φ, phi particle size scale; %, percent; Dx, x% of particles are finer than reported value]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Core ID,"Depth
 (cm)","Sediment Texture 
(Folk, 1954)",Averaged Sample Runs,"Mean Grain Size 
(µm)","Mean Grain Size 
Standard Deviation
(µm)","Sorting 
(µm)","Sorting
Standard Deviation 
(µm)","Skewness
(µm)","Skewness 
Standard Deviation
(µm)","Kurtosis
(µm)","Kurtosis
Standard Deviation 
(µm)","Mean Grain Size 
(Φ)","Mean Grain Size
Standard Deviation 
(Φ)","Sorting 
(Φ)","Sorting
Standard Deviation 
(Φ)","Skewness 
(Φ)","Skewness
Standard Deviation 
(Φ)","Kurtosis
(Φ)","Kurtosis 
Standard Deviation 
(Φ)","Mean Grain Size 
(Descriptive)","Sorting
(Descriptive)","Skewness 
(Descriptive)","Kurtosis 
(Descriptive)","D10 
(µm)","D10 
Standard Deviation
 (µm)","D50 
(µm)","D50 
Standard Deviation 
(µm)","D90 
(µm)","D90 
Standard Deviation 
(µm)","Sand 
(%)","Sand 
Standard Deviation 
(%)","Mud 
(%)","Mud 
Standard Deviation 
(%)","Very Coarse Sand 
(%)","Coarse Sand
(%)","Medium Sand 
(%)","Fine Sand 
(%)","Very Fine Sand 
(%)","Very Coarse Silt 
(%)","Coarse Silt 
(%)","Medium Silt 
(%)","Fine Silt 
(%)","Very Fine Silt 
(%)","Clay 
(%)"
16CCT07-GB306M,0-1,Sandy Mud,N=8,37.49,1.60,3.929,0.111,-0.587,0.009,1.155,0.050,4.739,0.062,1.973,0.041,0.587,0.009,1.155,0.050,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.37,0.28,60.87,1.91,125.60,0.17,48.9,1.4,51.1,1.4,0.0,0.0,0.0,10.2,38.7,17.9,9.8,7.5,5.1,3.8,7.1
16CCT07-GB306M,2-3,Muddy Sand,N=8,55.91,4.99,3.267,0.179,-0.605,0.006,1.777,0.170,4.166,0.129,1.706,0.079,0.605,0.006,1.777,0.170,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.69,1.16,80.29,3.80,144.24,3.46,63.9,3.0,36.1,3.0,0.0,0.0,0.0,18.0,45.8,14.4,6.2,4.6,3.3,2.7,5.0
16CCT07-GB306M,4-5,Muddy Sand,N=8,40.35,3.57,3.838,0.198,-0.600,0.010,1.255,0.107,4.637,0.128,1.939,0.075,0.600,0.010,1.255,0.107,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.66,0.61,64.76,3.87,128.78,2.10,51.8,3.0,48.2,3.0,0.0,0.0,0.0,11.4,40.4,17.7,8.9,6.5,4.6,3.7,6.8
16CCT07-GB306M,8-9,Sandy Mud,N=8,39.85,1.03,3.792,0.142,-0.549,0.037,1.226,0.048,4.650,0.038,1.922,0.054,0.549,0.037,1.226,0.048,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.93,0.13,60.55,1.57,129.89,9.05,48.7,1.0,51.3,1.0,0.0,0.6,0.4,10.1,37.6,18.7,10.9,7.2,4.5,3.4,6.6
16CCT07-GB306M,11-12,Muddy Sand,N=8,44.55,0.72,3.338,0.012,-0.631,0.002,1.523,0.009,4.489,0.023,1.739,0.005,0.631,0.002,1.523,0.009,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,5.01,0.12,67.16,1.19,117.88,2.52,54.1,1.0,45.9,1.0,0.0,0.0,0.0,7.4,46.8,19.5,8.3,5.6,3.7,3.0,5.9
16CCT07-GB306M,14-15,Sandy Mud,N=8,16.30,0.96,5.151,0.034,-0.226,0.041,0.795,0.003,5.942,0.085,2.365,0.009,0.226,0.041,0.795,0.003,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.43,0.03,20.62,2.22,102.88,2.03,26.3,2.0,73.7,2.0,0.0,0.1,0.7,4.8,20.7,15.3,13.8,12.4,10.7,8.1,13.5
16CCT07-GB306M,17-18,Muddy Sand,N=8,38.79,0.60,3.642,0.042,-0.653,0.004,1.353,0.021,4.688,0.022,1.865,0.017,0.653,0.004,1.353,0.021,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.53,0.14,63.96,0.39,113.25,0.54,51.4,0.4,48.6,0.4,0.0,0.0,0.0,6.2,45.2,19.2,8.5,6.0,4.4,3.7,6.9
16CCT07-GB306M,19-20,Sandy Mud,N=8,15.74,0.24,5.229,0.088,-0.310,0.011,0.753,0.009,5.989,0.022,2.386,0.024,0.310,0.011,0.753,0.009,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.30,0.03,22.36,0.50,95.33,1.25,27.2,0.4,72.8,0.4,0.0,0.0,0.0,3.7,23.5,17.0,12.1,11.2,9.6,8.0,15.0
16CCT07-GB306M,21-22,Muddy Sand,N=8,47.19,3.88,3.151,0.192,-0.675,0.023,2.494,0.168,4.410,0.119,1.653,0.088,0.675,0.023,2.494,0.168,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.67,0.85,69.98,0.61,110.86,0.80,59.7,1.0,40.3,1.0,0.0,0.0,0.0,5.3,54.5,19.5,4.5,3.6,3.3,3.2,6.2
16CCT07-GB306M,24-25,Sandy Mud,N=8,24.50,0.16,4.921,0.124,-0.440,0.019,0.868,0.021,5.351,0.009,2.299,0.036,0.440,0.019,0.868,0.021,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.84,0.18,39.11,1.08,122.36,0.86,38.0,0.5,62.0,0.5,0.0,0.0,0.1,9.2,28.7,16.8,11.6,9.5,7.5,6.2,10.6
16CCT07-GB306M,29-30,Muddy Sand,N=8,60.13,1.06,2.974,0.029,-0.624,0.008,1.979,0.003,4.056,0.025,1.572,0.014,0.624,0.008,1.979,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.82,0.42,82.55,0.80,136.71,2.00,66.8,0.5,33.2,0.5,0.0,0.0,0.0,15.3,51.5,13.4,6.3,4.1,2.5,2.2,4.7
16CCT07-GB306M,32-33,Sandy Mud,N=8,21.02,2.87,4.367,0.187,-0.378,0.027,1.025,0.036,5.586,0.198,2.125,0.062,0.378,0.027,1.025,0.036,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,1.79,0.23,29.54,3.96,94.77,4.72,25.1,3.3,74.9,3.3,0.0,0.0,0.0,4.2,20.8,23.1,17.4,11.6,6.8,5.1,10.9
16CCT07-GB306M,36-37,Sandy Mud,N=8,42.27,0.16,3.632,0.016,-0.543,0.003,1.287,0.003,4.564,0.005,1.861,0.006,0.543,0.003,1.287,0.003,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.38,0.04,62.20,0.70,132.55,1.16,49.8,0.5,50.2,0.5,0.0,0.0,0.0,12.5,37.2,20.6,9.7,6.3,4.3,3.5,5.9
16CCT07-GB306M,41-42,Sandy Mud,N=8,30.11,1.26,3.667,0.075,-0.459,0.004,1.155,0.017,5.055,0.060,1.874,0.029,0.459,0.004,1.155,0.017,Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.23,0.36,41.35,1.42,101.24,1.36,32.5,1.1,67.5,1.1,0.0,0.0,0.0,4.2,28.3,26.1,15.0,10.1,5.3,3.5,7.5
16CCT07-GB306M,45-46,Sandy Mud,N=8,38.99,1.27,3.422,0.016,-0.547,0.023,1.332,0.025,4.681,0.047,1.775,0.007,0.547,0.023,1.332,0.025,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.71,0.26,55.75,0.37,113.24,4.75,44.0,0.6,56.0,0.6,0.0,0.0,0.0,6.5,37.4,24.7,11.0,7.1,4.1,3.0,6.1
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT07-GB307M,0-1,Sandy Mud,N=8,16.07,0.09,4.864,0.011,-0.251,0.002,0.838,0.002,5.960,0.008,2.282,0.003,0.251,0.002,0.838,0.002,Coarse Silt,Very Poorly Sorted,Fine Skewed,Platykurtic,1.47,0.01,20.56,0.15,93.79,0.14,23.3,0.1,76.7,0.1,0.0,0.0,0.0,3.9,19.4,18.7,14.0,13.7,10.0,7.4,13.0
16CCT07-GB307M,3-4,Muddy Sand,N=8,69.50,0.92,2.166,0.046,-0.456,0.013,2.382,0.017,3.847,0.019,1.115,0.031,0.456,0.013,2.382,0.017,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,21.65,1.77,75.93,0.37,122.15,0.39,66.7,0.6,33.3,0.6,0.0,0.0,0.0,8.9,57.8,20.8,4.0,2.1,1.6,1.4,3.4
16CCT07-GB307M,4-5,Sandy Mud,N=8,32.14,1.42,4.068,0.069,-0.565,0.016,1.077,0.035,4.961,0.064,2.024,0.024,0.565,0.016,1.077,0.035,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.70,0.17,52.41,2.58,114.34,1.19,42.8,1.6,57.2,1.6,0.0,0.0,0.0,6.8,36.1,20.5,10.6,8.0,5.7,4.3,8.0
16CCT07-GB307M,6-7,Muddy Sand,N=8,75.10,0.88,2.259,0.034,-0.507,0.007,2.392,0.007,3.735,0.017,1.175,0.021,0.507,0.007,2.392,0.007,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,19.44,1.01,85.00,0.39,134.84,0.22,72.7,0.5,27.3,0.5,0.0,0.0,0.0,14.4,58.3,14.3,4.0,2.4,1.7,1.4,3.4
16CCT07-GB307M,11-12,Muddy Sand,N=8,41.16,0.96,3.698,0.063,-0.620,0.001,1.353,0.045,4.603,0.034,1.886,0.024,0.620,0.001,1.353,0.045,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,3.94,0.21,66.09,0.70,124.49,0.41,52.9,0.6,47.1,0.6,0.0,0.0,0.0,9.8,43.1,18.5,8.0,6.2,4.4,3.4,6.5
16CCT07-GB307M,17-18,Sandy Mud,N=8,33.94,3.63,4.006,0.223,-0.599,0.016,1.147,0.120,4.889,0.155,2.000,0.080,0.599,0.016,1.147,0.120,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,2.91,0.55,56.66,4.66,114.96,2.94,45.6,3.4,54.4,3.4,0.0,0.0,0.0,7.1,38.4,20.1,9.4,7.5,5.4,4.1,7.9
16CCT07-GB307M,23-24,Muddy Sand,N=8,66.30,8.55,2.846,0.304,-0.587,0.040,2.144,0.269,3.927,0.187,1.501,0.155,0.587,0.040,2.144,0.269,Very Fine Sand,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.44,3.08,86.37,3.26,145.05,2.88,69.9,3.5,30.1,3.5,0.0,0.0,0.0,18.8,51.1,12.2,5.1,3.8,2.6,2.1,4.3
16CCT07-GB307M,28-29,Sandy Mud,N=8,36.29,3.88,4.078,0.156,-0.438,0.039,1.236,0.142,4.793,0.155,2.027,0.055,0.438,0.039,1.236,0.142,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Leptokurtic,3.72,0.67,52.42,4.88,134.73,11.87,43.1,3.2,56.9,3.2,0.5,1.7,1.2,8.3,31.4,21.1,11.8,8.4,5.2,3.6,6.8
16CCT07-GB307M,31-32,Muddy Sand,N=8,62.58,4.90,2.911,0.185,-0.589,0.009,1.730,0.127,4.003,0.113,1.538,0.092,0.589,0.009,1.730,0.127,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,9.99,1.63,84.21,3.22,145.09,1.76,65.6,2.8,34.4,2.8,0.0,0.0,0.0,19.6,46.1,14.7,6.5,4.5,2.7,2.0,4.1
16CCT07-GB307M,35-36,Sandy Mud,N=8,47.89,2.16,2.831,0.131,-0.510,0.015,1.738,0.080,4.386,0.065,1.500,0.067,0.510,0.015,1.738,0.080,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.90,1.14,60.89,0.83,114.37,0.12,48.2,0.9,51.8,0.9,0.0,0.0,0.0,7.1,41.2,28.2,9.0,5.3,2.9,2.1,4.3
16CCT07-GB307M,38-39,Sandy Mud,N=8,33.10,1.65,3.451,0.076,-0.485,0.007,1.291,0.053,4.919,0.072,1.787,0.032,0.485,0.007,1.291,0.053,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.22,0.45,45.81,1.54,102.51,2.82,33.4,1.4,66.6,1.4,0.1,0.2,0.1,5.0,28.1,30.4,13.1,8.6,4.9,3.3,6.3
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16CCT07-GB308M,0-1,Sandy Mud,N=8,23.21,0.08,4.024,0.052,-0.522,0.005,1.047,0.008,5.429,0.005,2.008,0.019,0.522,0.005,1.047,0.008,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.15,0.03,37.41,0.07,86.92,1.23,24.6,0.5,75.4,0.5,0.0,0.0,0.0,3.4,21.2,31.4,13.6,8.9,6.9,5.5,9.3
16CCT07-GB308M,3-4,Muddy Sand,N=8,45.25,0.92,3.520,0.024,-0.606,0.008,1.492,0.005,4.466,0.029,1.815,0.010,0.606,0.008,1.492,0.005,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Leptokurtic,4.47,0.15,68.52,1.70,128.50,1.32,54.3,1.2,45.7,1.2,0.0,0.0,0.0,11.5,42.8,19.6,7.9,5.0,3.9,3.2,6.1
16CCT07-GB308M,7-8,Sandy Mud,N=7,28.42,1.71,6.246,0.601,-0.211,0.012,1.076,0.075,5.140,0.089,2.636,0.137,0.211,0.012,1.076,0.075,Coarse Silt,Very Poorly Sorted,Fine Skewed,Mesokurtic,2.05,0.31,38.86,0.74,262.53,49.30,38.6,1.1,61.4,1.1,0.8,4.4,4.9,8.3,20.2,16.1,12.7,9.3,7.5,6.0,9.8
16CCT07-GB308M,12-13,Sandy Mud,N=8,22.24,3.19,4.813,0.197,-0.451,0.078,0.848,0.041,5.506,0.209,2.266,0.059,0.451,0.078,0.848,0.041,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.74,0.21,36.48,7.63,106.97,3.62,34.3,3.8,65.7,3.8,0.0,0.0,0.0,6.0,28.2,18.5,10.8,10.0,8.5,6.7,11.2
16CCT07-GB308M,16-17,Sandy Mud,N=8,38.51,1.01,3.564,0.061,-0.626,0.008,1.514,0.060,4.699,0.038,1.833,0.025,0.626,0.008,1.514,0.060,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.74,0.24,61.20,0.40,111.91,0.92,48.6,0.4,51.4,0.4,0.0,0.0,0.0,6.2,42.4,23.7,7.6,5.5,4.4,3.6,6.6
16CCT07-GB308M,18-19,Sandy Mud,N=8,24.19,1.18,4.558,0.088,-0.575,0.029,0.874,0.022,5.371,0.071,2.188,0.028,0.575,0.029,0.874,0.022,Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Platykurtic,1.83,0.08,44.20,3.04,100.61,0.44,36.5,1.5,63.5,1.5,0.0,0.0,0.0,3.8,32.7,20.7,9.6,8.9,7.6,6.2,10.6
16CCT07-GB308M,20-21,Muddy Sand,N=8,39.38,2.08,3.438,0.142,-0.660,0.001,1.720,0.199,4.668,0.076,1.780,0.060,0.660,0.001,1.720,0.199,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,3.89,0.40,63.08,1.22,107.06,0.14,50.7,1.5,49.3,1.5,0.0,0.0,0.0,4.8,45.9,23.6,6.3,5.1,4.2,3.6,6.5
16CCT07-GB308M,22-23,Sandy Mud,N=8,31.56,0.78,4.199,0.024,-0.592,0.001,1.052,0.024,4.986,0.036,2.070,0.008,0.592,0.001,1.052,0.024,Very Coarse Silt,Very Poorly Sorted,Very Fine Skewed,Mesokurtic,2.55,0.08,54.76,1.19,115.76,1.96,43.9,0.8,56.1,0.8,0.0,0.0,0.0,7.5,36.3,20.4,9.1,7.7,6.0,4.8,8.2
16CCT07-GB308M,28-29,Muddy Sand,N=8,58.75,0.13,2.723,0.011,-0.551,0.005,1.867,0.008,4.089,0.003,1.445,0.006,0.551,0.005,1.867,0.008,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,10.54,0.20,74.19,0.42,128.53,0.17,60.8,0.3,39.2,0.3,0.0,0.0,0.0,11.5,49.3,20.0,6.7,4.1,2.4,2.0,4.1
16CCT07-GB308M,33-34,Muddy Sand,N=8,55.46,3.65,2.921,0.148,-0.564,0.008,1.775,0.083,4.176,0.095,1.545,0.073,0.564,0.008,1.775,0.083,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,8.44,1.24,72.79,2.34,129.51,1.36,58.9,2.2,41.1,2.2,0.0,0.0,0.0,11.9,47.0,20.2,6.8,4.4,2.9,2.3,4.5
16CCT07-GB308M,37-38,Sandy Mud,N=8,45.57,0.25,3.177,0.010,-0.541,0.002,1.614,0.006,4.456,0.008,1.668,0.005,0.541,0.002,1.614,0.006,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.08,0.04,61.80,0.52,120.80,0.82,49.3,0.5,50.7,0.5,0.0,0.0,0.0,8.6,40.7,25.2,8.8,5.3,3.4,2.7,5.3
16CCT07-GB308M,42-43,Sandy Mud,N=8,41.58,4.26,3.126,0.233,-0.479,0.018,1.615,0.149,4.596,0.148,1.640,0.108,0.479,0.018,1.615,0.149,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,6.08,1.50,53.30,2.50,111.76,1.65,40.7,2.2,59.3,2.2,0.0,0.0,0.0,6.6,34.1,31.3,10.7,5.6,3.5,2.8,5.4
16CCT07-GB308M,47-48,Sandy Mud,N=8,47.55,0.95,2.983,0.143,-0.446,0.038,1.892,0.011,4.395,0.029,1.575,0.069,0.446,0.038,1.892,0.011,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,7.28,0.14,58.41,1.08,122.19,11.34,45.5,1.4,54.5,1.4,0.1,1.0,0.9,7.1,36.4,30.9,8.9,4.4,3.0,2.6,4.8
16CCT07-GB308M,48-49,Sandy Mud,N=8,37.03,2.69,3.109,0.044,-0.542,0.015,1.680,0.036,4.759,0.105,1.636,0.020,0.542,0.015,1.680,0.036,Very Coarse Silt,Poorly Sorted,Very Fine Skewed,Very Leptokurtic,4.75,0.57,50.56,2.47,96.55,5.91,35.4,3.5,64.6,3.5,0.0,0.0,0.0,4.1,31.3,35.3,10.8,5.5,3.9,3.3,5.8
