"study_id","site_id","plot_id","plot_radius","species","diameter","diameter_flag","alive_or_dead","decay_class","height","wood_density","carbon_conversion_factor","basal_area","basal_density","plant_aboveground_carbon","plant_belowground_carbon","plant_belowground_mass","plant_aboveground_mass","plant_notes"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",8.4,"DBH","alive",NA,NA,0.898,0.4752,0.00554,0.36,0.88715,0.62846,20.35863,28.73854,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",8.5,"DBH","alive",NA,NA,0.898,0.4752,0.00567,0.36862,0.90551,0.64519,20.90059,29.33333,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",6.4,"DBH","dead",3,NA,0.898,0.4752,0.00322,0.20898,0.27704,0.34364,11.13187,8.97439,NA
"Cifuentes_et_al_2023_Panama","Limones","Limones_1",7,"Rhizophora mangle",7,"DBH","dead",2,NA,0.898,0.4752,0.00385,0.25,0.51763,0.41927,13.58208,16.76841,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",7,"DBH","dead",3,NA,0.898,0.4752,0.00385,0.25,0.32352,0.41927,13.58208,10.48026,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",7,"DBH","dead",3,NA,0.898,0.4752,0.00385,0.25,0.32352,0.41927,13.58208,10.48026,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",7,"DBH","dead",3,54.6,0.898,0.4752,0.00385,0.25,0.32352,0.41927,13.58208,10.48026,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Pelliciera rhizophorae",10,"DBH","alive",NA,NA,0.811,0.4669,0.00785,0.5102,1.78063,0.82974,27.35664,58.70763,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Pelliciera rhizophorae",11,"DBH","alive",NA,NA,0.811,0.4669,0.0095,0.61735,2.25112,1.02526,33.80295,74.21994,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",7,"DBH","dead",3,NA,0.898,0.4752,0.00385,0.25,0.32352,0.41927,13.58208,10.48026,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",7,"Rhizophora mangle",7,"DBH","dead",3,NA,0.898,0.4752,0.00385,0.25,0.32352,0.41927,13.58208,10.48026,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",66,"DBH","alive",NA,NA,0.898,0.4752,0.34212,22.22449,31.45562,61.06137,1978.04442,1018.9849,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",7,"Pelliciera rhizophorae",7,"DBH","dead",3,NA,0.811,0.4669,0.00385,0.25,0.37024,0.37589,12.39311,12.20691,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",7.5,"DBH","alive",NA,NA,0.898,0.4752,0.00442,0.28699,0.72912,0.48867,15.83013,23.61937,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Pelliciera rhizophorae",8,"DBH","dead",3,NA,0.811,0.4669,0.00503,0.32653,0.51421,0.50559,16.6695,16.95376,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Pelliciera rhizophorae",14,"DBH","alive",NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Pelliciera rhizophorae",29,"DBH","alive",NA,NA,0.811,0.4669,0.06605,4.29082,24.43833,8.81991,290.79463,805.73764,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",5.5,"DBH","dead",1,NA,0.898,0.4752,0.00238,0.15434,0.41557,0.24546,7.95158,13.462,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",7.8,"DBH","alive",NA,NA,0.898,0.4752,0.00478,0.31041,0.78034,0.53312,17.27025,25.2786,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Pelliciera rhizophorae",11,"DBH","alive",NA,NA,0.811,0.4669,0.0095,0.61735,2.25112,1.02526,33.80295,74.21994,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",7,"Rhizophora mangle",8,"DBH","dead",3,NA,0.898,0.4752,0.00503,0.32653,0.40765,0.56395,18.26873,13.20553,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",22,"DBH","alive",NA,NA,0.898,0.4752,0.03801,2.46939,4.69679,5.32792,172.59446,152.14962,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4",7,"Rhizophora mangle",6.4,"DBH","alive",NA,NA,0.898,0.4752,0.00322,0.20898,0.55407,0.34364,11.13187,17.94877,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_4",7,"Pelliciera rhizophorae",17,"DBH","alive",NA,NA,0.811,0.4669,0.0227,1.47449,6.56866,2.69487,88.85041,216.57031,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",6.8,"DBH","alive",NA,NA,0.898,0.4752,0.00363,0.23592,0.61538,0.39314,12.73557,19.93472,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_2",7,"Rhizophora mangle",8.5,"DBH","dead",3,NA,0.898,0.4752,0.00567,0.36862,0.45275,0.64519,20.90059,14.66666,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",8.5,"DBH","dead",3,NA,0.898,0.4752,0.00567,0.36862,0.45275,0.64519,20.90059,14.66666,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Pelliciera rhizophorae",9.4,"DBH","alive",NA,NA,0.811,0.4669,0.00694,0.45082,1.52921,0.72324,23.84551,50.4184,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_1",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_3",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",15,"DBH","alive",NA,NA,0.898,0.4752,0.01767,1.14796,2.42037,2.27668,73.75154,78.40634,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_5",7,"Rhizophora mangle",25,"DBH","alive",NA,NA,0.898,0.4752,0.04909,3.18878,5.86006,7.07629,229.23204,189.83284,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Pelliciera rhizophorae",9.4,"DBH","alive",NA,NA,0.811,0.4669,0.00694,0.45082,1.52921,0.72324,23.84551,50.4184,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",11,"DBH","alive",NA,NA,0.898,0.4752,0.0095,0.61735,1.41488,1.14359,37.04591,45.83402,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Pelliciera rhizophorae",12,"DBH","alive",NA,NA,0.811,0.4669,0.01131,0.73469,2.78842,1.24372,41.00579,91.93491,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Pelliciera rhizophorae",9,"DBH","dead",3,NA,0.811,0.4669,0.00636,0.41327,0.68704,0.65669,21.65116,22.65172,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Pelliciera rhizophorae",15,"DBH","alive",NA,NA,0.811,0.4669,0.01767,1.14796,4.82789,2.0411,67.29541,159.17654,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Pelliciera rhizophorae",16,"DBH","alive",NA,NA,0.811,0.4669,0.02011,1.30612,5.65858,2.35552,77.66211,186.56481,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",16,"DBH","alive",NA,NA,0.898,0.4752,0.02011,1.30612,2.70645,2.62739,85.1128,87.67361,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Pelliciera rhizophorae",16,"DBH","alive",NA,NA,0.811,0.4669,0.02011,1.30612,5.65858,2.35552,77.66211,186.56481,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Boca del Río","Boca del Río_6",7,"Rhizophora mangle",49,"DBH","alive",NA,NA,0.898,0.4752,0.18857,12.25,18.78439,31.52204,1021.1365,608.50845,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",7.6,"DBH","alive",NA,NA,0.898,0.4752,0.00454,0.29469,0.74603,0.50325,16.30252,24.16715,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",8,"DBH","alive",NA,NA,0.898,0.4752,0.00503,0.32653,0.8153,0.56395,18.26873,26.41107,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","dead",3,51.67999999999999,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",19,"DBH","alive",NA,NA,0.898,0.4752,0.02835,1.84184,3.6441,3.8478,124.6469,118.04828,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_1",7,"Rhizophora mangle",21,"DBH","alive",NA,NA,0.898,0.4752,0.03464,2.25,4.3334,4.80514,155.65939,140.37792,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",5.4,"DBH","alive",NA,NA,0.898,0.4752,0.00229,0.14878,0.4129,0.23566,7.63418,13.37552,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Pelliciera rhizophorae",7,"DBH","alive",NA,NA,0.811,0.4669,0.00385,0.25,0.74048,0.37589,12.39311,24.41382,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Pelliciera rhizophorae",7.6,"DBH","alive",NA,NA,0.811,0.4669,0.00454,0.29469,0.90651,0.45118,14.87541,29.88794,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_5",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,"cut for firewood"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",12,"DBH","alive",NA,NA,0.898,0.4752,0.01131,0.73469,1.64487,1.38727,44.93977,53.28438,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",13,"DBH","alive",NA,NA,0.898,0.4752,0.01327,0.86224,1.88931,1.65704,53.67879,61.20306,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Pelliciera rhizophorae",14,"DBH","alive",NA,NA,0.811,0.4669,0.01539,1,4.07425,1.75124,57.73871,134.32893,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_2",7,"Rhizophora mangle",18,"DBH","alive",NA,NA,0.898,0.4752,0.02545,1.65306,3.31852,3.41259,110.54866,107.50135,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Pelliciera rhizophorae",6,"DBH","alive",NA,NA,0.811,0.4669,0.00283,0.18367,0.50679,0.26695,8.80154,16.70885,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Pelliciera rhizophorae",6.2,"DBH","alive",NA,NA,0.811,0.4669,0.00302,0.19612,0.54936,0.28711,9.46613,18.11249,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",9,"DBH","alive",NA,NA,0.898,0.4752,0.00636,0.41327,0.99968,0.73248,23.72831,32.38404,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",10,"DBH","alive",NA,NA,0.898,0.4752,0.00785,0.5102,1.19969,0.92551,29.98116,38.86308,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",17,"DBH","alive",NA,NA,0.898,0.4752,0.0227,1.47449,3.0059,3.00591,97.37447,97.37428,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",7,"Rhizophora mangle",20,"DBH","alive",NA,NA,0.898,0.4752,0.03142,2.04082,3.98245,4.31187,139.68028,129.00903,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_4",7,"Rhizophora mangle",9,"DBH","dead",3,NA,0.898,0.4752,0.00636,0.41327,0.49984,0.73248,23.72831,16.19202,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",6,"DBH","alive",NA,NA,0.898,0.4752,0.00283,0.18367,0.4955,0.29777,9.64593,16.05155,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",6.8,"DBH","alive",NA,NA,0.898,0.4752,0.00363,0.23592,0.61538,0.39314,12.73557,19.93472,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",7,"Rhizophora mangle",7,"DBH","alive",NA,NA,0.898,0.4752,0.00385,0.25,0.64704,0.41927,13.58208,20.96051,NA
