"study_id","site_id","plot_id","plot_radius","species","diameter","diameter_flag","alive_or_dead","decay_class","height","wood_density","carbon_conversion_factor","basal_area","basal_density","plant_aboveground_carbon","plant_belowground_carbon","plant_belowground_mass","plant_aboveground_mass","plant_notes"
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_3",2,"Pelliciera rhizophorae",5,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,15.85752,9.34537,5.87187,10.66991,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_4",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",2,"Rhizophora mangle",2.3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,4.61759,1.73625,1.14785,3.05273,NA
"Cifuentes_et_al_2023_Panama","Las Matita","Las Matita_6",2,"Rhizophora mangle",3.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,9.55094,4.40967,2.91528,6.31421,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",2,"Pelliciera rhizophorae",1,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,0.30253,0.26235,0.16484,0.20356,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_1",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",2,"Rhizophora mangle",1.8,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",2,"Rhizophora mangle",2.3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,4.61759,1.73625,1.14785,3.05273,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",2,"Rhizophora mangle",2.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,5.33456,2.08931,1.38126,3.52672,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_2",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_3",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,2.20332,0.6722,0.4444,1.45664,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",1.8,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",3.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,9.55094,4.40967,2.91528,6.31421,NA
"Cifuentes_et_al_2023_Panama","Los Algarrobos","Los Algarrobos_6",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_3",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_4",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","El Represo","El Represo_5",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",2,"Pelliciera rhizophorae",3,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",0.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,0.32899,0.05865,0.03878,0.2175,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",0.6,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,0.45107,0.08792,0.05812,0.29821,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",0.8,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,0.74219,0.16651,0.11008,0.49067,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",1.4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.95529,0.57674,0.38129,1.29266,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",1.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,2.20332,0.6722,0.4444,1.45664,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Pelliciera rhizophorae",3,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Pelliciera rhizophorae",3,"DBH","alive",NA,NA,0.811,0.4669,NA,NA,4.51323,3.00672,1.88917,3.03678,NA
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",2,"Rhizophora mangle",3.8,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,11.01208,5.29292,3.49919,7.28019,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_1",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_4",2,"Rhizophora mangle",5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,17.70848,9.73394,6.4352,11.70723,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",2,"Rhizophora mangle",1.8,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.02093,1.00758,0.66612,1.99716,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_5",2,"Rhizophora mangle",2.5,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,5.33456,2.08931,1.38126,3.52672,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",2,"Rhizophora mangle",1,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,1.0921,0.27326,0.18065,0.722,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",2,"Rhizophora mangle",2,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,3.62533,1.2731,0.84166,2.39674,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",2,"Rhizophora mangle",3,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,7.3141,3.13173,2.07042,4.83542,NA
"Cifuentes_et_al_2023_Panama","Resbaloso","Resbaloso_6",2,"Rhizophora mangle",4,"DBH","alive",NA,NA,0.898,0.4752,NA,NA,12.03455,5.93128,3.92122,7.95615,NA
