"study_id","site_id","core_id","depth_min","depth_max","dry_bulk_density","fraction_carbon","method_id"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",0,15,0.35318,0.1528,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",15,30,0.32399,0.0933,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",30,50,0.34201,0.0942,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",50,100,0.42001,0.075,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_2",100,300,0.45405,0.0705,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",0,15,0.38292,0.105,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",15,30,0.34389,0.09880000000000001,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",30,50,0.33989,0.1258,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",50,100,0.46035,0.0817,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_3",100,300,0.58027,0.0613,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",0,15,0.35459,0.1124,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",15,30,0.21844,0.1359,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",30,50,0.22861,0.13720000000000002,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",50,100,0.48831,0.07150000000000001,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_4",100,300,0.51007,0.0616,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",0,15,0.411,0.1463,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",15,30,0.27764,0.106,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",30,50,0.33072,0.132,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",50,100,0.38709,0.1009,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_5",100,300,0.53426,0.0602,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",0,15,0.35732,0.0644,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",15,30,0.30059,0.1192,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",30,50,0.33702,0.1193,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",50,100,0.3996,0.0874,"single set of methods"
"Cifuentes_et_al_2023_Panama","El Río","El Río_6",100,300,0.45792,0.138,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1",0,15,0.46548,0.04769999999999999,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1",15,30,0.52018,0.0471,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1",30,50,0.45694,0.0658,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1",50,100,0.3908,0.057,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_1",100,300,0.41648,0.0489,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2",0,15,0.39299,0.049100000000000005,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2",15,30,0.45287,0.0562,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2",30,50,0.47488,0.051399999999999994,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2",50,100,0.38107,0.0483,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_2",100,300,0.49024,0.051100000000000007,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",0,15,0.42343,0.0705,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",15,30,0.41983,0.05,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",30,50,0.43069,0.051500000000000004,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",50,100,0.45264,0.057800000000000004,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_3",100,300,0.48485,0.055,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5",0,15,0.49396,0.0493,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5",15,30,0.55002,0.0455,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5",30,50,0.41576,0.042300000000000004,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5",50,100,0.56047,0.044199999999999996,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_5",100,300,0.49007,0.0516,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6",0,15,0.51355,0.0575,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6",15,30,0.49595,0.04650000000000001,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6",30,50,0.53396,0.044800000000000006,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6",50,100,0.52425,0.045700000000000005,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_6",100,300,0.61608,0.0508,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",0,15,0.45197,0.0675,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",15,30,0.43907,0.057699999999999994,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",30,50,0.52808,0.052300000000000006,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",50,100,0.52079,0.0513,"single set of methods"
"Cifuentes_et_al_2023_Panama","Batipa","Batipa_4",100,300,0.44997,0.056100000000000004,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_1",0,15,1.32378,0.0232,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_1",15,30,1.13572,0.022799999999999997,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_1",30,50,1.38746,0.0222,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_2",0,15,1.1751,0.0291,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_2",15,30,1.14422,0.0223,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_2",30,50,0,0.0189,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_3",0,15,0.94217,0.0256,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_3",15,30,1.16303,0.0218,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_3",30,50,1.15503,0.0172,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_4",0,15,0.97716,0.0274,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_4",15,30,0.96795,0.0241,"single set of methods"
"Cifuentes_et_al_2023_Panama","Calle Larga","Calle Larga_4",30,50,1.01608,0.0159,"single set of methods"
